occ,y2_hhid,qx_type,interview_status,ag_q0b,ag_q0c,ag_q01,ag_q02a,ag_q02b,ag_q03,ag_q11,ag_q12a,ag_q12b,ag_q12_1a,ag_q12_1b,ag_q13,ag_q14a,ag_q14b,ag_q15a,ag_q15b,ag_q16,ag_q17,ag_q18,ag_q19,ag_q20,ag_q21a,ag_q21b,ag_q21_1a,ag_q21_1b,ag_q22,ag_q23a,ag_q23b,ag_q24a,ag_q24b,ag_q25,ag_q26,ag_q27,ag_q31a,ag_q31b,ag_q32a,ag_q32b,ag_q33a,ag_q33b,ag_q34a,ag_q34b,ag_q35a,ag_q35b,ag_q35c,ag_q36a,ag_q36b,ag_q37,ag_q38,ag_q39a,ag_q39b,ag_q40a,ag_q40b,ag_q41a,ag_q41b
3,0799-001,PANEL A,Panel A - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,OX - CART,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0800-001,PANEL B,Panel B - 2 Visits,PAWPAW/PAPAYA,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
2,0800-001,PANEL B,Panel B - 2 Visits,MANGO,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0801-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,OX - CART,0,,0,,0,,1,PAIL (LARGE),,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0802-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0802-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0803-001,PANEL A,Panel A - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
2,0803-001,PANEL A,Panel A - 2 Visits,PAWPAW/PAPAYA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0804-001,PANEL B,Panel B - 2 Visits,CASSAVA,1,YES,3,50 KG BAG,10500,N09,3,50 KG BAG,1,,10500,1,,AUGUST,2013,2,ON FOOT,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
2,0804-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0804-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0804-003,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0805-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0806-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0807-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0808-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0808-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0809-001,PANEL A,Panel A - 2 Visits,MANGO,6,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0810-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0810-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0811-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0812-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0813-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0814-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0815-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0815-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0816-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0817-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0818-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0819-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0821-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0822-001,PANEL B,Panel B - 2 Visits,MANGO,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0822-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0822-008,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0823-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,2,50 KG BAG,,THEFT,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0824-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0825-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,OX - CART,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0825-002,PANEL A,Panel A - 2 Visits,MANGO,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
2,0825-002,PANEL A,Panel A - 2 Visits,ORANGE,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
3,0825-002,PANEL A,Panel A - 2 Visits,NAARTJE (TANGERINE),2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
4,0825-002,PANEL A,Panel A - 2 Visits,MEXICAN APPLE [MASUKU],2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0826-001,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0827-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0828-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0829-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0830-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
2,0830-001,PANEL B,Panel B - 2 Visits,GUAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
3,0830-001,PANEL B,Panel B - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BUNCH,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
4,0830-001,PANEL B,Panel B - 2 Visits,MEXICAN APPLE [MASUKU],1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0831-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0831-004,PANEL A,Panel A - 2 Visits,ORANGE,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,3,PAIL (LARGE),,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,0831-004,PANEL A,Panel A - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0832-001,PANEL B,Panel B - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BUNCH,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0833-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,1,50 KG BAG,,ROTTING,,NO,,,,,,DOES NOT USUALLY STORE,
2,0833-001,PANEL A,Panel A - 2 Visits,MEXICAN APPLE [MASUKU],1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,.5,PAIL (SMALL),,ROTTING,,NO,,,,,,DOES NOT USUALLY STORE,
3,0833-001,PANEL A,Panel A - 2 Visits,ORANGE,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,1,PAIL (SMALL),,ROTTING,,NO,,,,,,DOES NOT USUALLY STORE,
4,0833-001,PANEL A,Panel A - 2 Visits,GUAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,1,PAIL (SMALL),,INSECTS,,NO,,,,,,DOES NOT USUALLY STORE,
5,0833-001,PANEL A,Panel A - 2 Visits,BANANA,1,YES,8,PAIL (LARGE),6750,N08,8,PAIL (LARGE),3,,6750,1,,JUNE,2013,5,ON FOOT,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0833-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0834-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,PAIL (LARGE),0,,0,,0,,2,PAIL (LARGE),,ROTTING,,NO,,,,,,DOES NOT USUALLY STORE,
2,0834-001,PANEL B,Panel B - 2 Visits,BANANA,1,YES,5,OX - CART,10000,N09,5,OX - CART,1,2,10000,1,2,NOVEMBER,2012,20,OWN BICYCLE OR OXCART,0,NO,,,,,,,,,,,,,,1,OX - CART,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0834-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0834-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0835-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0835-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0836-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0837-001,PANEL A,Panel A - 2 Visits,GUAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,200,PAIL (LARGE),0,,0,,2,PAIL (LARGE),,INSECTS,RODENTS/PESTS,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,0837-001,PANEL A,Panel A - 2 Visits,BANANA,1,YES,25,BUNCH,2500,N06,25,BUNCH,1,2,2500,1,2,JULY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,0,,200,BUNCH,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0838-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0839-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0839-002,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,OTHER (SPECIFY),0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0840-001,PANEL B,Panel B - Combined Visit,CASSAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,YES,CHITANDALA OUTSIDE,1,50 KG BAG,DID NOTHING,,FOOD FOR THE HOUSEHOLD,
1,0841-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0842-001,PANEL B,Panel B - 2 Visits,CASSAVA,2,YES,1,OX - CART,40000,N04,1,OX - CART,1,,40000,1,,JULY,2013,2,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,2,50 KG BAG,0,,0,,0,,,,20,THEFT,,NO,,,,,,DOES NOT USUALLY STORE,
2,0842-001,PANEL B,Panel B - 2 Visits,CASSAVA,2,YES,4,OX - CART,100000,N04,4,OX - CART,1,,100000,1,,DECEMBER,2012,4,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,4,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0843-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,PAIL (LARGE),0,,0,,0,,.5,OX - CART,,OTHER SPECIFY,,NO,,,,,,DOES NOT USUALLY STORE,
1,0844-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
2,0844-001,PANEL B,Panel B - 2 Visits,ORANGE,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0845-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0846-001,PANEL B,Panel B - 2 Visits,ORANGE,3,YES,3,PAIL (LARGE),3000,N09,0,,3,,3000,1,,AUGUST,2013,2,ON FOOT,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,1,PAIL (LARGE),,ROTTING,,NO,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
2,0846-001,PANEL B,Panel B - 2 Visits,MANGO,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
3,0846-001,PANEL B,Panel B - 2 Visits,BANANA,3,YES,5,BUNCH,2000,N09,0,,3,,2000,1,,JULY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0846-005,PANEL B,Panel B - Combined Visit,CASSAVA,1,YES,4,OX - CART,85000,N01,4,OX - CART,1,,85000,1,2,JUNE,2013,2,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0847-001,PANEL A,Panel A - 2 Visits,BANANA,1,YES,15,OTHER (SPECIFY),6000,N10,15,OTHER (SPECIFY),2,,6000,1,,MAY,2013,7,ON FOOT,0,NO,,,,,,,,,,,,,,1,OTHER (SPECIFY),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0847-001,PANEL A,Panel A - 2 Visits,PAWPAW/PAPAYA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,PIECE,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0848-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,WAIT FOR THE ARRIVAL OF BUYER,
2,0848-001,PANEL B,Panel B - 2 Visits,PAWPAW/PAPAYA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,PIECE,0,,0,,0,,0,,,,,NO,,,,,,WAIT FOR THE ARRIVAL OF BUYER,
3,0848-001,PANEL B,Panel B - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,OTHER (SPECIFY),0,,0,,0,,0,,,,,NO,,,,,,WAIT FOR THE ARRIVAL OF BUYER,
1,0849-001,PANEL A,Panel A - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0850-001,PANEL B,Panel B - 2 Visits,ORANGE,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0851-001,PANEL A,Panel A - 2 Visits,MANGO,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
2,0851-001,PANEL A,Panel A - 2 Visits,PAWPAW/PAPAYA,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,PIECE,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0851-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0852-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
2,0852-001,PANEL B,Panel B - 2 Visits,GUAVA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
3,0852-001,PANEL B,Panel B - 2 Visits,ORANGE,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0853-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0854-001,PANEL B,Panel B - 2 Visits,BANANA,1,YES,1,OX - CART,4000,N05,1,OX - CART,1,,4000,1,,FEBRUARY,2013,1,OTHER (SPECIFY),0,NO,,,,,,,,,,,,,,5,OX - CART,0,,0,,0,,1,OX - CART,,ROTTING,FLOOD,NO,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
2,0854-001,PANEL B,Panel B - 2 Visits,ORANGE,1,YES,6,50 KG BAG,2300,N05,6,50 KG BAG,1,,2300,1,,JUNE,2013,1,OTHER (SPECIFY),0,NO,,,,,,,,,,,,,,4,50 KG BAG,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
3,0854-001,PANEL B,Panel B - 2 Visits,LEMON,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
4,0854-001,PANEL B,Panel B - 2 Visits,CASSAVA,1,YES,5,OX - CART,36000,N05,5,OX - CART,1,,36000,1,,JUNE,2013,1,OTHER (SPECIFY),0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0855-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0856-002,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
2,0856-002,PANEL B,Panel B - 2 Visits,BANANA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0857-001,PANEL A,Panel A - 2 Visits,MANGO,1,YES,1,50 KG BAG,700,N03,1,50 KG BAG,1,,700,1,,DECEMBER,2012,1,ON FOOT,0,NO,,,,,,,,,,,,,,1,50 KG BAG,0,,0,,0,,3,50 KG BAG,,THEFT,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0857-001,PANEL A,Panel A - 2 Visits,BANANA,1,YES,2,BUNCH,400,N03,2,BUNCH,1,,400,1,,APRIL,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,1,BUNCH,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,0857-001,PANEL A,Panel A - 2 Visits,PAWPAW/PAPAYA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,PIECE,0,,0,,0,,60,PIECE,,THEFT,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0857-002,PANEL A,Panel A - 2 Visits,BANANA,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,FOOD FOR THE HOUSEHOLD,
1,0858-001,PANEL B,Panel B - 2 Visits,PAWPAW/PAPAYA,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0859-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0861-001,PANEL A,Panel A - 2 Visits,MANGO,1,YES,2,PAIL (LARGE),3000,N05,2,PAIL (LARGE),3,,3000,1,,MARCH,2013,2,ON FOOT,0,NO,,,,,,,,,,,,,,1,PAIL (LARGE),0,,0,,0,,3,PAIL (LARGE),,ROTTING,INSECTS,NO,,,,,,DOES NOT USUALLY STORE,
2,0861-001,PANEL A,Panel A - 2 Visits,ORANGE,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.5,PAIL (LARGE),0,,0,,0,,2,PAIL (LARGE),,ROTTING,RODENTS/PESTS,NO,,,,,,DOES NOT USUALLY STORE,
1,0861-003,PANEL A,Panel A - 2 Visits,PAWPAW/PAPAYA,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,PIECE,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0862-001,PANEL B,Panel B - 2 Visits,MANGO,1,YES,7,PAIL (LARGE),2000,N04,7,PAIL (LARGE),1,,2000,1,2,NOVEMBER,2012,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,2,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,WAIT FOR THE ARRIVAL OF BUYER,FOOD FOR THE HOUSEHOLD
1,0863-001,PANEL A,Panel A - 2 Visits,BANANA,1,YES,18,OTHER (SPECIFY),8500,N07,18,OTHER (SPECIFY),1,2,8500,1,,MARCH,2013,6,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,0,,0,,0,,0,,6,OTHER (SPECIFY),,RODENTS/PESTS,,NO,,,,,,FOOD FOR THE HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0863-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0864-001,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0864-002,PANEL B,Panel B - 2 Visits,MANGO,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),0,,0,,0,,0,,,,,NO,,,,,,DOES NOT USUALLY STORE,
1,0865-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
