HHID,case_id,qx_type,visit,ea_id,ag_g0a,ag_g0b,ag_g0d,ag_g0d_os,ag_g01,ag_g02,ag_g03,ag_g04a,ag_g04b,ag_g04b_os,ag_g05a,ag_g05b,ag_g07,ag_g08a,ag_g08b,ag_g08b_os,ag_g08c,ag_g09a,ag_g09b,ag_g09b_os,ag_g09c,ag_g10,ag_g11a,ag_g11a_os,ag_g11b,ag_g11b_os,ag_g12a,ag_g12b,ag_g13a,ag_g13b,ag_g13b_os,ag_g13c
935,203030650044,Panel A,2,20303065,Yes,R4,GROUNDNUT CG7,,Pure stand,,,25,Kilogram,,December,2009,No,6,Ox-cart,,U: Unshelled,0,,,,NO,,,,,May,May,160,KILOGRAM,,S: SHELLED
949,203030650050,Panel A,2,20303065,Yes,R2,MAIZE HYBRID,,Pure stand,,,25,Kilogram,,December,2009,No,25,50 kg Bag,,U: Unshelled,0,,,,NO,,,,,May,May,2200,KILOGRAM,,S: SHELLED
949,203030650050,Panel A,2,20303065,Yes,R1,MAIZE LOCAL,,Pure stand,,,15,Kilogram,,December,2009,Yes,,,,,8,Ox-cart,,U: Unshelled,NO,,,,,June,June,2500,KILOGRAM,,S: SHELLED
949,203030650050,Panel A,2,20303065,Yes,R3,GROUNDNUT CG7,,Pure stand,,,2,Kilogram,,December,2009,Yes,,,,,17,50 kg Bag,,S: Shelled,NO,,,,,June,June,300,KILOGRAM,,U: UNSHELLED
949,203030650050,Panel A,2,20303065,Yes,R4,SOYABEAN,,Pure stand,,,10,Kilogram,,December,2009,No,1,Ox-cart,,U: Unshelled,0,,,,NO,,,,,April,April,200,KILOGRAM,,S: SHELLED
933,203030650058,Panel A,2,20303065,Yes,R1,MAIZE LOCAL,,Pure stand,,,10,Kilogram,,January,2010,No,3,90 kg Bag,,S: Shelled,0,,,,YES,Lack of hired labor,,,,May,May,300,KILOGRAM,,S: SHELLED
933,203030650058,Panel A,2,20303065,Yes,R2,SOYABEAN,,Pure stand,,,42,Kilogram,,December,2009,Yes,,,,,20,Ox-cart,,U: Unshelled,NO,,,,,June,June,450,KILOGRAM,,S: SHELLED
939,203030650069,Panel A,2,20303065,Yes,R1,MAIZE LOCAL,,Pure stand,,,63,Gram,,October,2009,Yes,,,,,600,Kilogram,,Not Applicable,NO,,,,,April,May,19.5,OX - CART,,U: UNSHELLED
939,203030650069,Panel A,2,20303065,Yes,R3,GROUNDNUT CHALIMBANA,,Pure stand,,,10,Kilogram,,January,2010,Yes,,,,,1.5,Ox-cart,,U: Unshelled,NO,,,,,May,May,52,50 KG BAG,,U: UNSHELLED
939,203030650069,Panel A,2,20303065,Yes,R2,TOBACCO BURLEY,,Pure stand,,,30,Kilogram,,November,2009,Yes,,,,,50,50 kg Bag,,U: Unshelled,NO,,,,,March,April,700,KILOGRAM,,NOT APPLICABLE
951,203030650087,Panel A,2,20303065,Yes,R1,MAIZE HYBRID,,Pure stand,,,2,Kilogram,,February,2010,No,3,50 kg Bag,,U: Unshelled,0,,,,YES,Lack of hired labor,,Other (Specify),SHORTAGE OF FERTILIZER,June,June,12,50 KG BAG,,S: SHELLED
951,203030650087,Panel A,2,20303065,Yes,R2,GROUNDNUT CG7,,Pure stand,,,23,Kilogram,,December,2009,Yes,,,,,3.5,Ox-cart,,U: Unshelled,NO,,,,,June,July,6,50 KG BAG,,U: UNSHELLED
943,203030650093,Panel A,2,20303065,Yes,R1,MAIZE LOCAL,,Pure stand,,,15,Gram,,December,2009,Yes,,,,,2,Ox-cart,,U: Unshelled,NO,,,,,June,June,13,50 KG BAG,,S: SHELLED
945,203030650094,Panel A,2,20303065,Yes,R1,MAIZE LOCAL,,Pure stand,,,12,Kilogram,,December,2009,No,2,Ox-cart,,U: Unshelled,0,,,,NO,,,,,June,June,19,50 KG BAG,,S: SHELLED
955,203030650110,Panel A,2,20303065,Yes,R1,MAIZE HYBRID RECYCLED,,Pure stand,,,5,Kilogram,,December,2009,No,45,Pail (large),,U: Unshelled,0,,,,NO,,,,,June,June,300,KILOGRAM,,S: SHELLED
955,203030650110,Panel A,2,20303065,Yes,R3,SWEET POTATO,,Pure stand,,,10,Kilogram,,November,2009,No,1.5,Ox-cart,,U: Unshelled,0,,,,NO,,,,,June,June,150,KILOGRAM,,NOT APPLICABLE
955,203030650110,Panel A,2,20303065,Yes,R2,GROUNDNUT CG7,,Pure stand,,,1,50 kg bag,,January,2010,No,2,Basket (Dengu),,Not Applicable,0,,,,NO,,,,,May,May,200,KILOGRAM,,U: UNSHELLED
953,203030650116,Panel A,2,20303065,Yes,R1,MAIZE HYBRID,,Pure stand,,,50,Kilogram,,December,2009,No,5,Basket (Dengu),,Not Applicable,0,,,,YES,Other (Specify),LACK OF FERTILIZER,Lack of hired labor,,June,June,6,50 KG BAG,,S: SHELLED
953,203030650116,Panel A,2,20303065,Yes,R2,SWEET POTATO,,Pure stand,,,10,Kilogram,,December,2009,No,20,50 kg Bag,,S: Shelled,0,,,,NO,,,,,July,July,5.5,BASKET (DENGU),,NOT APPLICABLE
957,203030650121,Panel A,2,20303065,Yes,R3,SWEET POTATO,,Pure stand,,,25,Kilogram,,December,2009,No,13,Kilogram,,S: Shelled,0,,,,NO,,,,,March,April,3,BASKET (DENGU),,NOT APPLICABLE
957,203030650121,Panel A,2,20303065,Yes,R2,GROUNDNUT CG7,,Pure stand,,,2,50 kg bag,,December,2009,No,2,Basket (Dengu),,Not Applicable,0,,,,NO,,,,,July,July,40,KILOGRAM,,S: SHELLED
957,203030650121,Panel A,2,20303065,Yes,R1,MAIZE LOCAL,,Pure stand,,,2,Kilogram,,December,2009,No,4,Pail (large),,U: Unshelled,0,,,,NO,,,,,July,July,500,KILOGRAM,,S: SHELLED
896,203053010006,Panel B,2,20305301,Yes,R1,MAIZE LOCAL,,Pure stand,,,5,Kilogram,,January,2010,No,3,50 kg Bag,,U: Unshelled,0,,,,YES,Other (Specify),LACK OF FERTILIZER,,,July,July,6,50 KG BAG,,S: SHELLED
894,203053010012,Panel B,2,20305301,Yes,R3,SOYABEAN,,Pure stand,,,10,Kilogram,,January,2010,No,3,50 kg Bag,,S: Shelled,0,,,,YES,Rains,,,,May,May,150,KILOGRAM,,S: SHELLED
894,203053010012,Panel B,2,20305301,Yes,R2,MAIZE HYBRID,,Pure stand,,,2,50 kg bag,,March,2010,No,7,50 kg Bag,,Not Applicable,0,,,,YES,Rains,,,,June,June,100,KILOGRAM,,S: SHELLED
894,203053010012,Panel B,2,20305301,Yes,R1,MAIZE LOCAL,,Pure stand,,,30,Kilogram,,January,2010,No,8,50 kg Bag,,S: Shelled,0,,,,YES,Rains,,,,June,June,250,KILOGRAM,,S: SHELLED
920,203053010018,Panel B,2,20305301,Yes,R1,MAIZE HYBRID,,Pure stand,,,5,Kilogram,,January,2010,No,10,50 kg Bag,,S: Shelled,0,,,,NO,,,,,July,July,6,50 KG BAG,,S: SHELLED
920,203053010018,Panel B,2,20305301,Yes,R2,TOBACCO BURLEY,,Pure stand,,,7,Kilogram,,January,2010,No,2,Ox-cart,,U: Unshelled,0,,,,NO,,,,,February,April,200,KILOGRAM,,NOT APPLICABLE
920,203053010018,Panel B,2,20305301,Yes,R4,SOYABEAN,,Pure stand,,,10,Kilogram,,January,2010,No,3,Ox-cart,,U: Unshelled,0,,,,NO,,,,,June,June,160,KILOGRAM,,S: SHELLED
920,203053010018,Panel B,2,20305301,Yes,R3,GROUNDNUT CG7,,Pure stand,,,15,Kilogram,,January,2010,No,5,Ox-cart,,U: Unshelled,0,,,,NO,,,,,June,June,25,KILOGRAM,,S: SHELLED
920,203053010018,Panel B,2,20305301,Yes,R5,SOYABEAN,,Pure stand,,,4,Gram,,January,2010,Yes,,,,,2,Ox-cart,,Not Applicable,NO,,,,,June,June,80,KILOGRAM,,S: SHELLED
922,203053010025,Panel B,2,20305301,Yes,R1,MAIZE HYBRID RECYCLED,,Pure stand,,,6,Gram,,January,2010,Yes,,,,,3,Ox-cart,,Not Applicable,NO,,,,,May,May,1,50 KG BAG,,S: SHELLED
918,203053010031,Panel B,2,20305301,Yes,R1,MAIZE HYBRID,,Pure stand,,,6,Kilogram,,January,2010,No,5,50 kg Bag,,U: Unshelled,0,,,,NO,,,,,July,July,9,50 KG BAG,,S: SHELLED
918,203053010031,Panel B,2,20305301,Yes,R2,SOYABEAN,,Pure stand,,,3,50 kg bag,,February,2010,No,5,50 kg Bag,,Not Applicable,0,,,,NO,,,,,July,July,160,KILOGRAM,,S: SHELLED
918,203053010031,Panel B,2,20305301,Yes,R3,GROUNDNUT CHALIMBANA,,Pure stand,,,35,Kilogram,,January,2010,No,65,50 kg Bag,,S: Shelled,0,,,,NO,,,,,July,July,30,KILOGRAM,,S: SHELLED
918,203053010031,Panel B,2,20305301,Yes,R4,GROUNDNUT CHALIMBANA,,Pure stand,,,20,Kilogram,,January,2010,No,35,50 kg Bag,,S: Shelled,0,,,,NO,,,,,July,July,15,KILOGRAM,,S: SHELLED
916,203053010037,Panel B,2,20305301,Yes,R5,SOYABEAN,,Pure stand,,,10,Kilogram,,January,2010,No,4,Ox-cart,,U: Unshelled,0,,,,NO,,,,,April,April,140,KILOGRAM,,S: SHELLED
916,203053010037,Panel B,2,20305301,Yes,R4,SOYABEAN,,Pure stand,,,10,Kilogram,,January,2010,No,3.5,Ox-cart,,U: Unshelled,0,,,,NO,,,,,April,April,100,KILOGRAM,,S: SHELLED
916,203053010037,Panel B,2,20305301,Yes,R3,GROUNDNUT CHALIMBANA,,Pure stand,,,10,Kilogram,,December,2009,No,1,Ox-cart,,U: Unshelled,0,,,,YES,Rains,,,,April,April,15,KILOGRAM,,S: SHELLED
916,203053010037,Panel B,2,20305301,Yes,R2,TOBACCO BURLEY,,Pure stand,,,4,Gram,,September,2009,No,200,Kilogram,,Not Applicable,0,,,,NO,,,,,March,April,225,KILOGRAM,,NOT APPLICABLE
916,203053010037,Panel B,2,20305301,Yes,R1,MAIZE LOCAL,,Pure stand,,,2,10 kg bag,,December,2009,No,.5,Ox-cart,,U: Unshelled,0,,,,NO,,,,,June,June,15,50 KG BAG,,S: SHELLED
900,203053010049,Panel B,2,20305301,Yes,R1,MAIZE HYBRID,,Pure stand,,,5,Kilogram,,January,2010,No,2,Ox-cart,,U: Unshelled,0,,,,NO,,,,,June,June,1250,KILOGRAM,,S: SHELLED
900,203053010049,Panel B,2,20305301,Yes,R5,SWEET POTATO,,Pure stand,,,3,Kilogram,,February,2010,No,2,Pail (large),,U: Unshelled,0,,,,NO,,,,,June,June,200,KILOGRAM,,NOT APPLICABLE
900,203053010049,Panel B,2,20305301,Yes,R3,SOYABEAN,,Pure stand,,,10,Kilogram,,January,2010,No,1,Ox-cart,,U: Unshelled,0,,,,NO,,,,,May,May,2,50 KG BAG,,S: SHELLED
900,203053010049,Panel B,2,20305301,Yes,R4,TOBACCO BURLEY,,Pure stand,,,2,Gram,,January,2010,Yes,,,,,50,Kilogram,,Not Applicable,NO,,,,,March,April,150,KILOGRAM,,NOT APPLICABLE
900,203053010049,Panel B,2,20305301,Yes,R2,GROUNDNUT CHALIMBANA,,Pure stand,,,10,Kilogram,,January,2010,No,4,Ox-cart,,U: Unshelled,0,,,,NO,,,,,May,May,2,50 KG BAG,,U: UNSHELLED
906,203053010062,Panel B,2,20305301,Yes,R4,SWEET POTATO,,Pure stand,,,4,Kilogram,,January,2010,No,4,Pail (large),,S: Shelled,0,,,,YES,Disease,,,,June,June,200,KILOGRAM,,NOT APPLICABLE
906,203053010062,Panel B,2,20305301,Yes,R1,MAIZE LOCAL,,Pure stand,,,5,Kilogram,,February,2010,No,4,50 kg Bag,,S: Shelled,0,,,,NO,,,,,April,April,500,KILOGRAM,,S: SHELLED
906,203053010062,Panel B,2,20305301,Yes,R2,GROUNDNUT CHALIMBANA,,Pure stand,,,10,Kilogram,,January,2010,No,2,50 kg Bag,,S: Shelled,0,,,,NO,,,,,May,May,3,50 KG BAG,,U: UNSHELLED
906,203053010062,Panel B,2,20305301,Yes,R3,SOYABEAN,,Pure stand,,,3,Other (specify),50 KG BAG,February,2010,No,4,Basket (Dengu),,Not Applicable,0,,,,NO,,,,,May,May,250,KILOGRAM,,S: SHELLED
906,203053010062,Panel B,2,20305301,Yes,R5,SOYABEAN,,Pure stand,,,1,10 kg bag,,December,2009,No,1,Ox-cart,,U: Unshelled,0,,,,NO,,,,,May,May,100,KILOGRAM,,S: SHELLED
908,203053010068,Panel B,2,20305301,Yes,R8,SOYABEAN,,Pure stand,,,40,Kilogram,,January,2010,No,25,Pail (large),,S: Shelled,0,,,,NO,,,,,July,July,50,50 KG BAG,,S: SHELLED
908,203053010068,Panel B,2,20305301,Yes,R9,SOYABEAN,,Pure stand,,,15,Kilogram,,December,2009,No,4,Ox-cart,,U: Unshelled,0,,,,NO,,,,,July,July,15,50 KG BAG,,S: SHELLED
908,203053010068,Panel B,2,20305301,Yes,R3,MAIZE HYBRID,,Mixed stand,Yes,,4,Kilogram,,December,2009,Yes,,,,,5,Ox-cart,,Not Applicable,NO,,,,,June,July,650,KILOGRAM,,S: SHELLED
908,203053010068,Panel B,2,20305301,Yes,10,SOYABEAN,,Pure stand,,,12,Kilogram,,December,2009,No,9,Pail (large),,S: Shelled,0,,,,NO,,,,,July,July,5,50 KG BAG,,S: SHELLED
908,203053010068,Panel B,2,20305301,Yes,R5,TOBACCO FLUE CURED,,Mixed stand,Yes,,8,Kilogram,,January,2010,No,2,50 kg Bag,,U: Unshelled,0,,,,NO,,,,,March,April,173,KILOGRAM,,NOT APPLICABLE
908,203053010068,Panel B,2,20305301,Yes,R2,MAIZE HYBRID,,Mixed stand,Yes,,10,Kilogram,,December,2009,No,1,Ox-cart,,U: Unshelled,0,,,,YES,Rains,,,,June,July,1400,KILOGRAM,,S: SHELLED
908,203053010068,Panel B,2,20305301,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,20,Kilogram,,December,2009,No,1,Ox-cart,,U: Unshelled,0,,,,YES,Rains,,,,June,July,150,KILOGRAM,,S: SHELLED
908,203053010068,Panel B,2,20305301,Yes,R4,TOBACCO BURLEY,,Mixed stand,Yes,,10,Kilogram,,January,2010,No,2,50 kg Bag,,U: Unshelled,0,,,,NO,,,,,February,March,135,KILOGRAM,,NOT APPLICABLE
908,203053010068,Panel B,2,20305301,Yes,R7,SWEET POTATO,,Pure stand,,,40,Kilogram,,January,2010,No,15,90 kg Bag,,U: Unshelled,0,,,,YES,Disease,,,,June,June,150,KILOGRAM,,NOT APPLICABLE
908,203053010068,Panel B,2,20305301,Yes,R6,GROUNDNUT CG7,,Pure stand,,,35,Kilogram,,December,2009,No,10,Ox-cart,,U: Unshelled,0,,,,YES,Other (Specify),LATE CULTIVATION,,,July,July,100,KILOGRAM,,U: UNSHELLED
924,203053010080,Panel B,2,20305301,Yes,R2,TOBACCO BURLEY,,Pure stand,,,20,Kilogram,,January,2010,No,30,Pail (large),,S: Shelled,0,,,,NO,,,,,February,March,200,KILOGRAM,,NOT APPLICABLE
924,203053010080,Panel B,2,20305301,Yes,R1,MAIZE HYBRID,,Pure stand,,,10,Kilogram,,December,2009,No,25,Pail (large),,U: Unshelled,0,,,,NO,,,,,May,May,12,50 KG BAG,,S: SHELLED
898,203053010086,Panel B,2,20305301,Yes,R1,MAIZE LOCAL,,Pure stand,,,6,Gram,,December,2009,Yes,,,,,700,Kilogram,,Not Applicable,NO,,,,,May,May,9,50 KG BAG,,S: SHELLED
910,203053010093,Panel B,2,20305301,Yes,R1,MAIZE LOCAL,,Pure stand,,,15,Kilogram,,December,2009,No,3,Ox-cart,,U: Unshelled,0,,,,NO,,,,,May,May,3,OX - CART,,U: UNSHELLED
910,203053010093,Panel B,2,20305301,Yes,R2,MAIZE LOCAL,,Pure stand,,,10,Kilogram,,November,2009,No,2,Ox-cart,,U: Unshelled,0,,,,NO,,,,,May,May,3.5,OX - CART,,U: UNSHELLED
914,203053010105,Panel B,2,20305301,Yes,R1,MAIZE HYBRID,,Pure stand,,,4,Gram,,November,2009,Yes,,,,,450,Kilogram,,Not Applicable,NO,,,,,June,June,3,50 KG BAG,,S: SHELLED
914,203053010105,Panel B,2,20305301,Yes,R2,MAIZE HYBRID,,Pure stand,,,10,Kilogram,,November,2009,Yes,,,,,20,Pail (large),,U: Unshelled,NO,,,,,June,June,10,50 KG BAG,,S: SHELLED
904,203053010111,Panel B,2,20305301,Yes,R2,TOBACCO BURLEY,,Pure stand,,,20,Kilogram,,November,2009,No,20,Pail (large),,U: Unshelled,0,,,,NO,,,,,February,March,55,KILOGRAM,,NOT APPLICABLE
904,203053010111,Panel B,2,20305301,Yes,R4,SOYABEAN,,Pure stand,,,15,Kilogram,,November,2009,No,7,Ox-cart,,U: Unshelled,0,,,,NO,,,,,June,June,40,KILOGRAM,,S: SHELLED
904,203053010111,Panel B,2,20305301,Yes,R3,GROUNDNUT CHALIMBANA,,Pure stand,,,5,Kilogram,,December,2009,No,5,Pail (large),,S: Shelled,0,,,,NO,,,,,June,June,40,KILOGRAM,,S: SHELLED
904,203053010111,Panel B,2,20305301,Yes,R1,MAIZE HYBRID,,Mixed stand,Yes,,20,Kilogram,,November,2009,No,5,Ox-cart,,U: Unshelled,0,,,,NO,,,,,June,June,380,KILOGRAM,,S: SHELLED
902,203053010117,Panel B,2,20305301,Yes,R3,SOYABEAN,,Pure stand,,,5,Kilogram,,November,2009,No,2,Ox-cart,,U: Unshelled,0,,,,NO,,,,,April,April,1,50 KG BAG,,S: SHELLED
902,203053010117,Panel B,2,20305301,Yes,R1,MAIZE HYBRID RECYCLED,,Pure stand,,,20,Kilogram,,November,2009,No,15,Ox-cart,,U: Unshelled,0,,,,YES,Other (Specify),LACK OF FERTILIZER,,,June,June,4,50 KG BAG,,S: SHELLED
902,203053010117,Panel B,2,20305301,Yes,R2,SWEET POTATO,,Pure stand,,,24,Kilogram,,December,2009,No,6,50 kg Bag,,U: Unshelled,0,,,,YES,Rains,,,,June,June,1,OX - CART,,NOT APPLICABLE
912,203053010130,Panel B,2,20305301,Yes,R2,SOYABEAN,,Pure stand,,,16,Kilogram,,December,2009,No,4,50 kg Bag,,U: Unshelled,0,,,,YES,Lack of hired labor,,,,June,June,40,KILOGRAM,,S: SHELLED
912,203053010130,Panel B,2,20305301,Yes,R1,MAIZE HYBRID,,Pure stand,,,10,Kilogram,,November,2009,No,7,Ox-cart,,U: Unshelled,0,,,,YES,Rains,,,,May,May,2,50 KG BAG,,S: SHELLED
926,203065570007,Panel B,2,20306557,Yes,R1,MAIZE LOCAL,,Pure stand,,,10,Kilogram,,November,2009,No,7,50 kg Bag,,S: Shelled,0,,,,NO,,,,,May,May,2,OX - CART,,U: UNSHELLED
926,203065570007,Panel B,2,20306557,Yes,R3,TOBACCO BURLEY,,Pure stand,,,15,Kilogram,,December,2009,No,17,Pail (large),,S: Shelled,0,,,,YES,Rains,,,,February,March,100,KILOGRAM,,NOT APPLICABLE
926,203065570007,Panel B,2,20306557,Yes,R4,GROUNDNUT CG7,,Pure stand,,,5,Kilogram,,December,2009,No,7,Pail (large),,S: Shelled,0,,,,NO,,,,,June,June,1,50 KG BAG,,U: UNSHELLED
926,203065570007,Panel B,2,20306557,Yes,R5,GROUNDNUT CG7,,Pure stand,,,15,Kilogram,,November,2009,No,1,Ox-cart,,U: Unshelled,0,,,,NO,,,,,June,June,1,50 KG BAG,,U: UNSHELLED
926,203065570007,Panel B,2,20306557,Yes,R2,MAIZE HYBRID,,Pure stand,,,5,Kilogram,,December,2009,No,4,50 kg Bag,,S: Shelled,0,,,,NO,,,,,May,May,1,OX - CART,,U: UNSHELLED
934,203065570030,Panel B,2,20306557,Yes,R3,SOYABEAN,,Pure stand,,,4,Gram,,January,2010,Yes,,,,,80,Kilogram,,Not Applicable,NO,,,,,April,April,22,PAIL (LARGE),,S: SHELLED
934,203065570030,Panel B,2,20306557,Yes,R1,MAIZE HYBRID,,Pure stand,,,10,Kilogram,,January,2010,No,5,Pail (large),,U: Unshelled,0,,,,YES,Lack of hired labor,,,,May,May,36,50 KG BAG,,U: UNSHELLED
934,203065570030,Panel B,2,20306557,Yes,R2,GROUNDNUT CG7,,Pure stand,,,15,Kilogram,,October,2009,No,1,Ox-cart,,U: Unshelled,0,,,,NO,,,,,May,June,10,90 KG BAG,,U: UNSHELLED
930,203065570076,Panel B,2,20306557,Yes,R4,TOBACCO BURLEY,,Pure stand,,,5,Kilogram,,December,2009,Yes,,,,,20,Pail (large),,U: Unshelled,YES,Rains,,,,June,March,300,KILOGRAM,,NOT APPLICABLE
930,203065570076,Panel B,2,20306557,Yes,R3,SOYABEAN,,Pure stand,,,2,Gram,,September,2009,Yes,,,,,300,Kilogram,,Not Applicable,YES,Rains,,,,June,June,5,50 KG BAG,,S: SHELLED
930,203065570076,Panel B,2,20306557,Yes,R2,GROUNDNUT CG7,,Mixed stand,No,3/4,4,Gram,,September,2009,Yes,,,,,600,Kilogram,,Not Applicable,NO,,,,,June,June,8,50 KG BAG,,U: UNSHELLED
930,203065570076,Panel B,2,20306557,Yes,R5,MAIZE HYBRID RECYCLED,,Pure stand,,,20,Kilogram,,November,2009,No,4,Ox-cart,,U: Unshelled,0,,,,YES,Rains,,,,April,April,10,50 KG BAG,,S: SHELLED
930,203065570076,Panel B,2,20306557,Yes,R1,MAIZE HYBRID,,Pure stand,,,25,Kilogram,,November,2009,No,5,Ox-cart,,U: Unshelled,0,,,,NO,,,,,April,April,20,50 KG BAG,,S: SHELLED
942,203065570099,Panel B,2,20306557,Yes,R2,TOBACCO BURLEY,,Pure stand,,,20,Kilogram,,December,2009,No,5,Ox-cart,,U: Unshelled,0,,,,NO,,,,,February,April,300,KILOGRAM,,NOT APPLICABLE
942,203065570099,Panel B,2,20306557,Yes,R1,MAIZE LOCAL,,Pure stand,,,12,Kilogram,,November,2009,No,3,Ox-cart,,U: Unshelled,0,,,,YES,Rains,,,,May,May,18,50 KG BAG,,S: SHELLED
942,203065570099,Panel B,2,20306557,Yes,R3,GROUNDNUT CG7,,Pure stand,,,20,Kilogram,,January,2010,No,4,Pail (large),,S: Shelled,0,,,,NO,,,,,March,March,55,50 KG BAG,,U: UNSHELLED
956,203065570122,Panel B,2,20306557,Yes,R2,GROUNDNUT CG7,,Pure stand,,,5,Kilogram,,November,2009,No,1,Ox-cart,,U: Unshelled,0,,,,NO,,,,,April,April,15,PAIL (LARGE),,U: UNSHELLED
956,203065570122,Panel B,2,20306557,Yes,R1,MAIZE HYBRID,,Pure stand,,,6,Gram,,December,2009,Yes,,,,,400,Kilogram,,Not Applicable,NO,,,,,May,May,1000,KILOGRAM,,S: SHELLED
956,203065570122,Panel B,2,20306557,Yes,R3,SOYABEAN,,Pure stand,,,15,Kilogram,,December,2009,No,1,Ox-cart,,U: Unshelled,0,,,,NO,,,,,May,May,140,KILOGRAM,,S: SHELLED
932,203065570167,Panel B,2,20306557,Yes,R5,MAIZE HYBRID RECYCLED,,Pure stand,,,4,Gram,,December,2009,No,223,Kilogram,,Not Applicable,0,,,,NO,,,,,May,June,3.5,OX - CART,,U: UNSHELLED
932,203065570167,Panel B,2,20306557,Yes,R1,MAIZE LOCAL,,Mixed stand,Yes,,4,Gram,,December,2009,Yes,,,,,200,Kilogram,,Not Applicable,YES,Rains,,,,May,June,5,OX - CART,,U: UNSHELLED
932,203065570167,Panel B,2,20306557,Yes,R2,MAIZE HYBRID RECYCLED,,Pure stand,,,12,Kilogram,,December,2009,No,2,Ox-cart,,U: Unshelled,0,,,,NO,,,,,May,June,5,OX - CART,,U: UNSHELLED
932,203065570167,Panel B,2,20306557,Yes,R4,MAIZE LOCAL,,Pure stand,,,10,Kilogram,,December,2009,No,4,50 kg Bag,,S: Shelled,0,,,,NO,,,,,May,June,4,OX - CART,,U: UNSHELLED
932,203065570167,Panel B,2,20306557,Yes,R3,GROUNDNUT CHALIMBANA,,Pure stand,,,5,Kilogram,,December,2009,No,2,50 kg Bag,,S: Shelled,0,,,,NO,,,,,June,June,3,50 KG BAG,,U: UNSHELLED
932,203065570167,Panel B,2,20306557,Yes,R6,GROUNDNUT CHALIMBANA,,Mixed stand,Yes,,5,Kilogram,,December,2009,No,1,Ox-cart,,U: Unshelled,0,,,,NO,,,,,June,June,2,50 KG BAG,,U: UNSHELLED
952,203065570190,Panel B,2,20306557,Yes,R2,MAIZE LOCAL,,Pure stand,,,2,Gram,,December,2009,Yes,,,,,112,Kilogram,,Not Applicable,YES,Rains,,,,May,May,560,KILOGRAM,,S: SHELLED
952,203065570190,Panel B,2,20306557,Yes,R1,MAIZE LOCAL,,Mixed stand,No,3/4,5,Kilogram,,January,2010,No,4,Pail (large),,S: Shelled,0,,,,NO,,,,,May,May,280,KILOGRAM,,S: SHELLED
952,203065570190,Panel B,2,20306557,Yes,R3,SOYABEAN,,Pure stand,,,10,Kilogram,,November,2009,No,4,Ox-cart,,U: Unshelled,0,,,,NO,,,,,June,June,225,KILOGRAM,,S: SHELLED
952,203065570190,Panel B,2,20306557,Yes,R4,GROUNDNUT CHALIMBANA,,Pure stand,,,5,Kilogram,,December,2009,No,5,50 kg Bag,,U: Unshelled,0,,,,NO,,,,,May,May,300,KILOGRAM,,S: SHELLED
954,203065570213,Panel B,2,20306557,Yes,R1,MAIZE LOCAL,,Pure stand,,,6,Gram,,December,2009,Yes,,,,,200,Kilogram,,Not Applicable,YES,Lack of hired labor,,Other (Specify),SHORTAGE OF FERTILIZER,May,May,1,OX - CART,,U: UNSHELLED
954,203065570213,Panel B,2,20306557,Yes,R2,GROUNDNUT CG7,,Pure stand,,,1,5 kg bag,,December,2009,Yes,,,,,1,Ox-cart,,U: Unshelled,YES,Other (Specify),LACK OF FERTILIZER,,,May,June,1,50 KG BAG,,U: UNSHELLED
950,203065570259,Panel B,2,20306557,Yes,R2,TOBACCO BURLEY,,Pure stand,,,2,3 kg bag,,December,2009,Yes,,,,,3,Ox-cart,,U: Unshelled,YES,Other (Specify),LACK OF FERTILIZER,,,March,April,100,KILOGRAM,,NOT APPLICABLE
950,203065570259,Panel B,2,20306557,Yes,R1,MAIZE HYBRID,,Pure stand,,,5,Kilogram,,December,2009,Yes,,,,,1,Ox-cart,,U: Unshelled,YES,Other (Specify),LACK OF FERTILIZER,,,June,June,6,50 KG BAG,,U: UNSHELLED
940,203065570282,Panel B,2,20306557,Yes,R3,TOBACCO BURLEY,,Pure stand,,,10,Gram,,December,2009,Yes,,,,,215,Kilogram,,Not Applicable,YES,Other (Specify),LACK OF FERTILIZER,,,February,March,80,KILOGRAM,,NOT APPLICABLE
940,203065570282,Panel B,2,20306557,Yes,R4,GROUNDNUT CG7,,Pure stand,,,1,5 kg bag,,December,2009,Yes,,,,,1,Ox-cart,,U: Unshelled,NO,,,,,April,April,50,KILOGRAM,,S: SHELLED
940,203065570282,Panel B,2,20306557,Yes,R1,MAIZE LOCAL,,Pure stand,,,1,3 kg bag,,December,2009,Yes,,,,,.5,Ox-cart,,U: Unshelled,YES,Drought,,,,May,May,600,KILOGRAM,,S: SHELLED
940,203065570282,Panel B,2,20306557,Yes,R2,TOBACCO BURLEY,,Pure stand,,,1,3 kg bag,,December,2009,Yes,,,,,3,50 kg Bag,,U: Unshelled,NO,,,,,February,March,35,KILOGRAM,,NOT APPLICABLE
944,203065570305,Panel B,2,20306557,Yes,R1,MAIZE LOCAL,,Pure stand,,,5,Gram,,December,2009,Yes,,,,,40,Kilogram,,Not Applicable,YES,Other (Specify),LACK OF FERTILIZER,,,June,June,4,OX - CART,,U: UNSHELLED
944,203065570305,Panel B,2,20306557,Yes,R2,MAIZE HYBRID,,Pure stand,,,30,Kilogram,,November,2009,Yes,,,,,8,Ox-cart,,U: Unshelled,NO,,,,,June,June,4.5,OX - CART,,U: UNSHELLED
