occ,y2_hhid,qx_type,interview_status,ag_d00,ag_d01,ag_d01_1,ag_d01_2a,ag_d01_2b,ag_d02,ag_d03,ag_d03_1,ag_d03_2a,ag_d03_2b,ag_d04a,ag_d04b,ag_d04_1,ag_d04_2a,ag_d04_2b,ag_d04_3,ag_d05,ag_d06,ag_d10a,ag_d10b,ag_d10c,ag_d10d,ag_d11a,ag_d11b,ag_d11c,ag_d11d,ag_d12,ag_d13a,ag_d13b,ag_d13_1a,ag_d13_1b,ag_d14,ag_d18a,ag_d18b,ag_d18c,ag_d18d,ag_d19a,ag_d19b,ag_d19c,ag_d19d,ag_d20a,ag_d20b,ag_d20c,ag_d20d,ag_d20e,ag_d21,ag_d22,ag_d23,ag_d24a,ag_d24b,ag_d25a,ag_d25b,ag_d25_1a,ag_d25_1b,ag_d25_2a,ag_d25_2b,ag_d26,ag_d27,ag_d28a,ag_d28b,ag_d29,ag_d30,ag_d31,ag_d32,ag_d33,ag_d34a,ag_d34b,ag_d35,ag_d35_1a,ag_d35_1b,ag_d36,ag_d37a,ag_d37b,ag_d38,ag_d39a,ag_d39b,ag_d39c,ag_d39d,ag_d39e,ag_d39f,ag_d39g,ag_d39h,ag_d39i,ag_d39j,ag_d39_1,ag_d39_2,ag_d40,ag_d41a,ag_d41b,ag_d41c,ag_d41d,ag_d41e,ag_d41f,ag_d42a,ag_d42b,ag_d42c,ag_d42d,ag_d42e,ag_d42f,ag_d42g,ag_d42h,ag_d42i,ag_d42j,ag_d42k,ag_d42l,ag_d42m,ag_d42n,ag_d42o,ag_d42p,ag_d43a,ag_d43b,ag_d43c,ag_d43d,ag_d43e,ag_d43f,ag_d43g,ag_d43h,ag_d43i,ag_d43j,ag_d43k,ag_d43l,ag_d43m,ag_d43n,ag_d43o,ag_d43p,ag_d44a,ag_d44b,ag_d44c,ag_d44d,ag_d44e,ag_d44f,ag_d44g,ag_d44h,ag_d44i,ag_d44j,ag_d44k,ag_d44l,ag_d44m,ag_d44n,ag_d44o,ag_d44p,ag_d47a,ag_d47b,ag_d47c,ag_d47d,ag_d47e,ag_d47f,ag_d47g,ag_d47h,ag_d47i,ag_d47j,ag_d48a,ag_d48b,ag_d48c,ag_d48d,ag_d48e,ag_d48f,ag_d48g,ag_d48h,ag_d48i,ag_d48j,ag_d52a,ag_d52b,ag_d52c,ag_d53a,ag_d53b,ag_d53c,ag_d54a,ag_d54b,ag_d54c,ag_d55a,ag_d55b,ag_d55c,ag_d56,ag_d57,ag_d58,ag_d59,ag_d60,ag_d61,ag_d62,ag_d63a,ag_d63b,ag_d64,ag_d65,ag_d66,ag_d67,ag_d68
2,0956-001,PANEL B,Panel B - 2 Visits,R02,1,NO,,,2,INHERITED,NO,,,1,,YES,1,,NO,100000,2000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,GROUNDNUT CG7,,,,,BETWEEN SANDY & CLAY,GOOD,NO EROSION,,,VETIVER GRASS,,2 YEARS AGO,,,,SLIGHT SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,1,5,6,2,2,5,6,,0,,,,0,,,1,1,5,5,2,1,3,5,,0,,,,0,,,1,1,5,5,2,1,5,6,,0,,,,0,,,0,,0,,,,,0,,,0,,4,400,0,,,0,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND BURNED BY HOUSEHOLD MEMBER,OCTOBER,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
3,0956-001,PANEL B,Panel B - 2 Visits,R03,1,NO,,,2,INHERITED,NO,,,1,,YES,1,,NO,400000,5000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,SOYABEAN,,,,,BETWEEN SANDY & CLAY,GOOD,NO EROSION,,,VETIVER GRASS,,2 YEARS AGO,,,,SLIGHT SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,,0,,,,0,,,,0,,,,0,,,1,1,1,5,2,1,5,5,,0,,,,0,,,1,2,4,5,2,2,5,5,,0,,,,0,,,10,400,0,,5,300,,0,,,0,,5,400,0,,,0,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND BURNED BY HOUSEHOLD MEMBER,OCTOBER,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
1,0956-002,PANEL B,Panel B - 2 Visits,R01,1,NO,,,1,RENT SHORT-TERM,,,,,,,,,,,,,0,,,16000,0,0,0,FULL YEAR (RAINY & DIMBA SEASONS),N01,,1,,,,,,,,,,,MAIZE LOCAL,,,,,CLAY,GOOD,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,8888,,,,YES,DECEMBER,2ND HALF,NO,,,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,50,2,UREA,2,50 KG BAG,100,4,2,2,NO,,,,,,,1,2,5,6,2,3,3,5,3,3,3,5,,0,,,1,2,5,6,2,2,3,5,3,2,3,5,,0,,,1,1,5,5,2,1,2,5,3,1,2,5,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,NO,,,,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,2,10
2,0956-002,PANEL B,Panel B - 2 Visits,R02,1,NO,,,1,INHERITED,NO,,,1,,NO,,,NO,100000,8000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,GROUNDNUT CG7,,,,,SANDY,GOOD,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,2,5,6,2,1,3,5,3,1,3,5,,0,,,1,1,6,5,2,1,4,5,3,1,3,5,,0,,,1,3,5,5,2,3,2,5,3,3,2,4,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
3,0956-002,PANEL B,Panel B - 2 Visits,R03,1,NO,,,1,INHERITED,NO,,,1,,NO,,,NO,120000,8000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,SOYABEAN,,,,,SANDY,GOOD,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,2ND HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,2,5,6,2,1,4,5,3,1,4,5,,0,,,1,1,5,5,2,1,4,5,3,1,4,5,,0,,,1,2,5,4,2,2,2,5,3,2,2,4,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND BURNED BY NEIGHBOUR/NON HOUSEHOLD MEMBER,SEPTEMBER,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
1,0957-001,PANEL A,Panel A - 2 Visits,R01,1,YES,2,,2,INHERITED,NO,,,1,,NO,,,NO,130000,5000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE LOCAL,,,,,CLAY,FAIR,NO EROSION,,,EROSION CONTROL BUNDS,,MORE THAN 5 YEARS AGO,,,,MODERATE SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,50,1,UREA,1,50 KG BAG,50,3,2,1,NO,,,,,,,1,4,6,5,2,4,6,5,,0,,,,0,,,1,4,5,6,2,4,5,6,,0,,,,0,,,1,2,4,4,2,2,4,4,3,1,3,2,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,2,0,N03,,,1,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,2,0,0,2
2,0957-001,PANEL A,Panel A - 2 Visits,R02,1,YES,2,,2,INHERITED,NO,,,1,,NO,,,NO,30000,1000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,GROUNDNUT CG7,,,,,CLAY,FAIR,NO EROSION,,,EROSION CONTROL BUNDS,,MORE THAN 5 YEARS AGO,,,,MODERATE SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,2,5,4,2,2,5,4,,0,,,,0,,,1,2,3,4,2,2,3,4,,0,,,,0,,,1,1,3,6,2,1,3,6,3,1,2,4,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
1,0957-002,PANEL A,Panel A - Only Visit 1,R01,1,YES,2,,1,INHERITED,NO,,,1,,YES,1,,NO,70000,10000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE LOCAL,,,,,BETWEEN SANDY & CLAY,FAIR,NO EROSION,,,NO EROSION CONTROL,,MORE THAN 5 YEARS AGO,,,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,2010,1,LACK OF HOUSEHOLD LABOUR,,YES,JANUARY,1ST HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,1,6,4,2,1,1,6,3,1,1,6,,0,,,1,1,4,7,2,1,4,7,3,1,4,7,,0,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,4,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,7,6,11
2,0957-002,PANEL A,Panel A - Only Visit 1,R02,1,YES,2,,1,INHERITED,NO,,,1,,YES,1,,NO,70000,5000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,GROUNDNUT CHALIMBANA,,,,,BETWEEN SANDY & CLAY,FAIR,NO EROSION,,,NO EROSION CONTROL,,MORE THAN 5 YEARS AGO,,,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,2010,1,LACK OF HOUSEHOLD LABOUR,,YES,JANUARY,1ST HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,1,4,2,2,1,4,6,3,1,4,2,,0,,,1,1,2,3,2,1,2,3,3,1,2,3,,0,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
1,0958-002,PANEL B,Panel B - Combined Visit,R01,1,YES,2,,1,INHERITED,NO,,,1,,NO,,,NO,300000,7000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE HYBRID,NKHWANI,BEANS,SOYABEAN,,BETWEEN SANDY & CLAY,GOOD,LOW,FLOODING,,EROSION CONTROL BUNDS,,4 YEARS AGO,,,,SLIGHT SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,8888,,,,YES,DECEMBER,2ND HALF,NO,,,YES,OTHER FERTILIZER (SPECIFY),50,GRAM,50,2,,,,,,2,1,NO,,,,,,,1,4,7,5,,0,,,,0,,,,0,,,1,1,7,5,,0,,,,0,,,,0,,,1,1,7,8,,0,,,,0,,,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,0,0
2,0958-002,PANEL B,Panel B - Combined Visit,R02,1,YES,2,,1,INHERITED,NO,,,1,,NO,,,NO,100000,4000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,GROUNDNUT CHALIMBANA,,,,,BETWEEN SANDY & CLAY,GOOD,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,8888,,,,YES,DECEMBER,2ND HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,2,4,4,,0,,,,0,,,,0,,,1,1,5,5,,0,,,,0,,,,0,,,1,2,6,8,,0,,,,0,,,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
1,0959-001,PANEL A,Panel A - 2 Visits,R01,1,YES,2,,2,INHERITED,NO,,,1,,YES,1,,NO,150000,8000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE LOCAL,,,,,BETWEEN SANDY & CLAY,FAIR,LOW,TERRAIN,,DRAINAGE DITCHES,,4 YEARS AGO,,,,SLIGHT SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,2ND HALF,NO,,,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,50,2,,,,,,2,1,NO,,,,,,,1,2,5,3,2,2,4,4,3,2,3,5,,0,,,1,1,4,3,2,1,5,5,3,1,6,5,,0,,,1,1,2,6,2,1,2,5,3,1,2,5,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,2,2,0,N03,N04,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,3 YEARS AGO,0,0,20,22
2,0959-001,PANEL A,Panel A - 2 Visits,R02,1,YES,2,,2,INHERITED,NO,,,1,,YES,1,,NO,50000,4000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,GROUNDNUT CG7,,,,,CLAY,FAIR,LOW,TERRAIN,,DRAINAGE DITCHES,,4 YEARS AGO,,,,SLIGHT SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,2ND HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,1,4,3,2,1,5,4,3,1,5,5,,0,,,1,1,3,3,2,1,4,5,3,1,5,5,,0,,,1,2,5,5,2,2,5,6,3,2,5,5,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,10,10,0,N03,N04,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
1,0959-003,PANEL A,Panel A - 2 Visits,R01,1,YES,2,,2,INHERITED,NO,,,1,,YES,1,,NO,200000,8000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE LOCAL,,,,,BETWEEN SANDY & CLAY,FAIR,NO EROSION,,,DRAINAGE DITCHES,,DURING THE LAST 12 MONTHS,,,,SLIGHT SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,2ND HALF,NO,,,YES,UREA,1,50 KG BAG,50,4,,,,,,2,1,NO,,,,,,,1,2,4,5,2,2,5,4,,0,,,,0,,,1,2,5,5,2,2,4,5,,0,,,,0,,,1,1,4,6,2,1,4,5,,0,,,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,NO,,,,,TRADITIONAL RIDGING,HAND HOE,,DURING THE LAST 12 MONTHS,0,0,15,20
1,0960-001,PANEL B,Panel B - 2 Visits,R01,1,NO,,,1,INHERITED,NO,,,1,,YES,1,,NO,120000,7000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE LOCAL,GROUNDNUT CG7,,,,SANDY,FAIR,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,REQUIRES TOO MUCH LABOR,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,UREA,30,KILOGRAM,30,1,,,,,,2,1,NO,,,,,,,1,7,6,4,,0,,,,0,,,,0,,,1,7,5,6,,0,,,,0,,,,0,,,1,1,3,5,,0,,,,0,,,,0,,,0,,1,250,0,,,0,,,0,,1,0,0,,MAIZE LOCAL,2,PAIL (SMALL),UNSHELLED,0,0,0,,,,0,0,0,,,,1,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,0,5
1,0961-001,PANEL A,Panel A - 2 Visits,R01,1,YES,2,,2,INHERITED,NO,,,2,,YES,2,,NO,30000,5000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE LOCAL,,,,,BETWEEN SANDY & CLAY,GOOD,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,SLIGHT SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,8888,,,,YES,DECEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,100,KILOGRAM,100,1,UREA,100,KILOGRAM,100,1,4,2,NO,,,,,,,1,7,4,3,2,7,4,3,,0,,,,0,,,1,4,4,5,2,4,4,5,,0,,,,0,,,1,1,6,5,2,1,6,5,,0,,,,0,,,7,500,7,500,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,10,5,0,0
2,0961-001,PANEL A,Panel A - 2 Visits,R02,1,YES,2,,2,INHERITED,NO,,,2,,YES,2,,NO,50000,5000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,GROUNDNUT MANIPINTA,,,,,BETWEEN SANDY & CLAY,GOOD,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,SLIGHT SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,8888,,,,YES,DECEMBER,1ST HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,7,4,3,2,7,4,3,,0,,,,0,,,1,4,4,5,2,4,4,5,,0,,,,0,,,1,2,7,5,2,2,7,5,,0,,,,0,,,7,500,7,500,0,,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
1,0961-003,PANEL A,Panel A - 2 Visits,R01,1,NO,,,1,INHERITED,NO,,,1,,YES,1,,NO,200000,8000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE LOCAL,,,,,BETWEEN SANDY & CLAY,GOOD,LOW,TERRAIN,,NO EROSION CONTROL,NO EROSION CONTROL,,,REQUIRES TOO MUCH LABOR,,SLIGHT SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,25,KILOGRAM,25,2,UREA,25,KILOGRAM,25,4,2,1,NO,,,,,,,1,3,5,5,2,3,2,5,3,2,3,5,5,1,2,5,1,3,5,4,2,3,2,5,3,3,2,4,5,2,2,4,1,1,6,5,2,1,6,5,3,1,6,5,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND BURNED BY HOUSEHOLD MEMBER,NOVEMBER,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,2,0,11,15
2,0961-003,PANEL A,Panel A - 2 Visits,R02,1,NO,,,1,INHERITED,NO,,,1,,YES,1,,NO,150000,4000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,GROUNDNUT CG7,,,,,BETWEEN SANDY & CLAY,GOOD,LOW,TERRAIN,,NO EROSION CONTROL,NO EROSION CONTROL,,,REQUIRES TOO MUCH LABOR,,SLIGHT SLOPE,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,2,4,5,2,2,2,5,3,2,2,5,5,1,2,4,1,2,5,4,2,2,3,4,3,2,3,5,5,2,2,4,1,2,4,5,2,2,5,5,3,1,6,4,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND BURNED BY HOUSEHOLD MEMBER,NOVEMBER,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
1,0962-001,PANEL B,Panel B - 2 Visits,R01,1,YES,2,,1,INHERITED,NO,,,1,,YES,1,,NO,90000,5000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,TOBACCO BURLEY,,,,,CLAY,GOOD,NO EROSION,,,VETIVER GRASS,,5 YEARS AGO,,,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,25,KILOGRAM,25,2,UREA,25,KILOGRAM,25,4,2,1,NO,,,,,,,1,2,4,4,2,2,4,5,3,1,3,4,,0,,,1,1,4,4,2,1,5,5,3,1,3,3,,0,,,1,3,3,4,2,3,3,5,3,3,2,4,,0,,,0,,0,,6,300,,0,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND BURNED BY HOUSEHOLD MEMBER,AUGUST,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,0,0,10,21
2,0962-001,PANEL B,Panel B - 2 Visits,R02,1,YES,2,,1,INHERITED,NO,,,1,,YES,1,,NO,70000,4000,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE LOCAL,,,,,CLAY,GOOD,NO EROSION,,,VETIVER GRASS,,5 YEARS AGO,,,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,0,,,,YES,DECEMBER,1ST HALF,NO,,,YES,23:21:0+4S/CHITOWE,25,KILOGRAM,25,2,UREA,25,KILOGRAM,25,3,2,1,NO,,,,,,,1,2,3,4,2,2,3,5,3,1,4,4,,0,,,1,1,3,3,2,1,4,5,3,1,3,4,,0,,,1,1,1,5,2,1,1,6,3,1,1,5,,0,,,0,,0,,4,300,,0,,,0,,1,400,1,400,,0,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND BURNED BY HOUSEHOLD MEMBER,AUGUST,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
3,0962-001,PANEL B,Panel B - 2 Visits,R03,1,YES,2,,1,RENT SHORT-TERM,,,,,,,,,,,,,0,,,4000,0,0,0,FULL YEAR (RAINY & DIMBA SEASONS),N01,,1,,,,,,,,,,,GROUNDNUT CG7,,,,,CLAY,GOOD,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,8888,,,,YES,DECEMBER,1ST HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,1,4,4,2,1,5,5,3,1,3,4,,0,,,1,1,4,3,2,1,4,5,3,1,2,4,,0,,,1,2,4,5,2,2,5,5,3,2,2,4,,0,,,0,,0,,2,300,,0,,,0,,0,,5,400,,0,,,0,0,0,,,,0,0,0,,,,0,YES,NO,,LEFT IN THE FIELD UNTIL LAND BURNED BY HOUSEHOLD MEMBER,AUGUST,TRADITIONAL RIDGING,HAND HOE,,4 YEARS AGO,,,,
1,0963-001,PANEL A,Panel A - 2 Visits,R01,1,NO,,,1,INHERITED,NO,,,1,,YES,1,,NO,35000,0,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,MAIZE LOCAL,PEA,THERERE/OKRA,NKHWANI,GROUND BEAN(NZAMA),BETWEEN SANDY & CLAY,FAIR,LOW,FLOODING,,TERRACES,,MORE THAN 5 YEARS AGO,,,,SLIGHT SLOPE,YES,RAINFED/NO IRRIGATION,,,,NO,8888,,,,YES,DECEMBER,2ND HALF,YES,3,WHEELBARROW,YES,UREA,20,GRAM,20,1,,,,,,1,2,NO,,,,,,,1,3,6,8,2,3,6,6,3,3,6,6,4,3,6,6,1,4,7,8,2,4,7,8,3,4,7,8,4,4,7,8,1,2,3,7,3,2,3,7,,0,,,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,YES,LABLAB,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,3,0,6,6
2,0963-001,PANEL A,Panel A - 2 Visits,R02,1,NO,,,1,INHERITED,NO,,,1,,YES,1,,NO,5000,0,,,,,,,,,,,,,,CULTIVATED,,,,,,,,,GROUNDNUT CG7,,,,,BETWEEN SANDY & CLAY,FAIR,LOW,FLOODING,,TERRACES,,MORE THAN 5 YEARS AGO,,,,SLIGHT SLOPE,YES,RAINFED/NO IRRIGATION,,,,NO,8888,,,,YES,DECEMBER,2ND HALF,NO,,,NO,,,,,,,,,,,,,NO,,,,,,,1,1,7,6,2,1,7,6,3,1,7,6,4,1,7,6,1,2,6,4,2,2,6,4,3,2,6,4,4,2,6,4,1,2,5,7,2,2,5,7,4,2,5,7,5,2,5,7,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,0,0,,,,0,YES,YES,LABLAB,LEFT IN THE FIELD UNTIL LAND PREPARED FOR CULTIVATION,,TRADITIONAL RIDGING,HAND HOE,,MORE THAN 5 YEARS AGO,,,,
1,0964-001,PANEL B,Panel B - 2 Visits,R01,1,YES,2,,1,RENT SHORT-TERM,,,,,,,,,,,,,0,,,5000,0,0,0,FULL YEAR (RAINY & DIMBA SEASONS),N01,,1,2,,,,,,,,,,MAIZE HYBRID RECYCLED,,,,,SANDY,GOOD,NO EROSION,,,NO EROSION CONTROL,NO EROSION CONTROL,,,NO SOIL OR WATER EROSION PROBLEMS ON ANY PLOTS,,FLAT,NO,RAINFED/NO IRRIGATION,,,,NO,8888,,,,YES,DECEMBER,1ST HALF,NO,,,YES,CAN,25,KILOGRAM,25,2,UREA,25,KILOGRAM,25,4,2,2,NO,,,,,,,1,2,4,5,2,2,4,4,,0,,,,0,,,1,1,5,5,2,1,5,4,,0,,,,0,,,1,1,2,6,2,1,2,6,,0,,,,0,,,0,,0,,0,,,,,,0,,0,,0,,,,,,0,0,0,,,,0,2,0,N06,,,0,NO,,,,,TRADITIONAL RIDGING,HAND HOE,,DURING THE LAST 12 MONTHS,0,0,15,18
