occ,y2_hhid,qx_type,interview_status,hh_n09a,hh_n09b,hh_n09c,hh_n10a,hh_n10b,hh_n11,hh_n12a,hh_n12b,hh_n13a,hh_n13b,hh_n14,hh_n15a,hh_n15b,hh_n16a,hh_n16b,hh_n17,hh_n18,hh_n19,hh_n20a,hh_n20b,hh_n21a,hh_n21b,hh_n21c,hh_n22,hh_n23,hh_n24,hh_n25a,hh_n25b,hh_n25c,hh_n25d,hh_n25e,hh_n25f,hh_n25g,hh_n25h,hh_n25i,hh_n25j,hh_n25k,hh_n25l,hh_n25m,hh_n25n,hh_n25o,hh_n25p,hh_n25q,hh_n25r,hh_n25s,hh_n26a,hh_n26b,hh_n27,hh_n28,hh_n29a,hh_n29b,hh_n30a1,hh_n30a2,hh_n30a3,hh_n30a4,hh_n30b1,hh_n30b2,hh_n30b3,hh_n30b4,hh_n30c1,hh_n30c2,hh_n30c3,hh_n30c4,hh_n30d1,hh_n30d2,hh_n30d3,hh_n30d4,hh_n31a1,hh_n31a2,hh_n31a3,hh_n31a4,hh_n31b1,hh_n31b2,hh_n31b3,hh_n31b4,hh_n31c1,hh_n31c2,hh_n31c3,hh_n31c4,hh_n32,hh_n33,hh_n34,hh_n35,hh_n36,hh_n37,hh_n38,hh_n39,hh_n40,hh_n41a,hh_n41b,hh_n41c,hh_n41d,hh_n41e,hh_n41f,hh_n41g,hh_n41h
1,0769-004,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0770-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0770-004,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0771-001,PANEL A,Panel A - 2 Visits,1,BICYCLE TAXI,71,1,,1,1,,0,0,,6,2003,OWN-SAVINGS FROM NON-AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,YES,NO,NO,,,,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,LOW,LOW,LOW,,,,,,,,YES,,,,1,20,60,12,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,20000,LOW SALES,60000,100000,,,,,18540,100,0,0,60,0,0,0,1300
1,0772-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0773-001,PANEL A,Panel A - 2 Visits,1,WEAVING MATS,33,1,,1,1,,0,0,,3,2000,GIFT FROM FAMILY/FRIENDS,,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,,,,OTHER (SPECIFY),,NO,YES,,,1,20,60,9,,,,,,,,,,,,,0,,,,0,,,,0,,,,5600,LOW SALES,7200,9000,,,,,3950,1000,0,0,0,0,0,0,650
2,0773-001,PANEL A,Panel A - 2 Visits,2,SELLING ZITENJE,62,1,,1,1,,0,0,,5,2013,NON-AGRICULTURAL CREDIT FROM BANK OR OTHER INSTITUTION,,MOBILE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,,,,,,OTHER (SPECIFY),,YES,,,,1,13,70,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,4000,AVERAGE SALES,,,0,0,,,1000,0,3000,0,0,0,0,0,0
1,0774-001,PANEL B,Panel B - 2 Visits,1,SELLING ZITENJE,62,3,,3,3,,0,0,,11,2012,OWN-SAVINGS FROM NON-AGRICULTURE,,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,LOW,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,,,,,YES,,,,3,9,50,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,120000,HIGH SALES,,,,,40000,60000,52000,0,60000,6000,0,0,0,0,2000
1,0774-008,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0775-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0776-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0777-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0778-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0779-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0780-001,PANEL B,Panel B - Combined Visit,1,BREWING & SELLING KACHASU,31,2,,2,2,,0,0,ALMOST ALL,5,2008,OWN-SAVINGS FROM NON-AGRICULTURE,,HOME (OUTSIDE RESIDENCE),NO,,FINAL CONSUMERS,TRADERS,NO,NO,NO,NO,NO,,,,,,,,LOW,AVERAGE,HIGH,LOW,LOW,LOW,AVERAGE,HIGH,HIGH,HIGH,LOW,AVERAGE,,,,YES,,,,1,18,120,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,37000,AVERAGE SALES,,,28000,45000,,,9000,24000,0,1000,2000,0,1000,0,0
1,0780-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0781-001,PANEL A,Panel A - 2 Visits,1,SELLING CHICKENS,62,1,,2,1,,0,0,,11,2012,NON-AGRICULTURAL CREDIT FROM BANK OR OTHER INSTITUTION,OTHER (SPECIFY),TRADITIONAL MARKET PLACE,,,OTHER SMALL BUSINESSES,,NO,NO,YES,NO,NO,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,HIGH,HIGH,AVERAGE,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,,,,,,NOT PROFITABLE,,YES,,,,1,5,40,5,,,,,,,,,,,,,0,,,,0,,,,0,,,,43000,AVERAGE SALES,,,27000,64000,,,20500,0,21000,1000,0,0,0,0,500
1,0782-001,PANEL B,Panel B - 2 Visits,1,SALOON,95,1,,1,1,,0,0,,9,2001,GIFT FROM FAMILY/FRIENDS,,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,HIGH,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,,,,YES,,,,1,20,80,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,60000,HIGH SALES,,,,,20000,40000,20000,20000,5000,5000,0,4000,1000,1000,5000
1,0783-001,PANEL A,Panel A - 2 Visits,1,GROCERY,62,1,,1,1,,0,0,,8,2006,OWN-SAVINGS FROM AGRICULTURE,,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,LOW,LOW,HIGH,HIGH,,,,,,,,YES,,,,1,30,50,1,2,30,30,1,,,,,,,,,0,,,,0,,,,0,,,,35000,HIGH SALES,,,,,15000,25000,10000,0,24750,0,0,0,0,0,250
1,0784-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0785-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0786-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0787-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0788-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0789-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0790-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0790-004,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0791-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0791-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0791-004,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0792-001,PANEL B,Panel B - 2 Visits,1,BEER BREWING,31,2,,2,2,,0,0,,3,2000,OWN-SAVINGS FROM AGRICULTURE,,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,HIGH,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,,,,,YES,,,,1,4,60,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,10000,HIGH SALES,,,,,5000,7000,4000,6000,0,0,0,0,0,0,0
1,0792-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0793-001,PANEL A,Panel A - 2 Visits,1,SALE CONTAINERS,62,1,,1,1,,0,0,ALMOST ALL,5,2013,OWN-SAVINGS FROM AGRICULTURE,,MOBILE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,AVERAGE,,,,,LACK OF CREDIT,,YES,,,,1,28,1120,2,,,,,,0,0,0,,0,0,0,0,,,,0,,,,0,,,,16000,AVERAGE SALES,,,0,0,,,5000,0,10000,1000,0,0,0,0,0
1,0793-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0794-001,PANEL B,Panel B - 2 Visits,1,SELLING SALT,62,1,,1,1,,0,0,,4,2010,LOAN FROM MONEY LENDER,,MOBILE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,AVERAGE,,,,,YES,,,,1,20,40,12,,,,,3,10,40,2,,,,,0,,,,0,,,,0,,,,12000,AVERAGE SALES,,,6000,11000,,,4700,0,7000,300,0,0,0,0,0
1,0795-001,PANEL A,Panel A - Only Visit 1,1,SELLING MANDASI,31,2,,2,2,,0,0,,4,2012,OWN-SAVINGS FROM AGRICULTURE,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,HIGH,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,LOW,LOW,LOW,AVERAGE,AVERAGE,,,,,,,,YES,,,,2,15,40,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,6000,AVERAGE SALES,,,3500,8000,,,3500,2500,0,0,0,0,0,0,0
1,0796-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0796-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0797-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0798-001,PANEL B,Panel B - 2 Visits,1,BREWING AND SELLING KACHA,31,2,,2,2,,0,0,,6,1985,OWN-SAVINGS FROM AGRICULTURE,,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,,,,,YES,,,,2,15,60,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,6300,AVERAGE SALES,,,3000,11000,,,3400,2900,0,0,0,0,0,0,0
1,0799-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0800-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0801-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0802-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0802-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0803-001,PANEL A,Panel A - 2 Visits,1,BUNS SELLER,62,2,1,2,2,,0,0,,4,2013,GIFT FROM FAMILY/FRIENDS,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,LOW,AVERAGE,HIGH,,,,,,,YES,,,,2,2,60,4,,,,,,,,,,,,,0,,,,0,,,,0,,,,4000,HIGH SALES,,,,,1500,2100,2700,1800,0,0,500,0,0,0,0
1,0804-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0804-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0804-003,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0805-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0806-001,PANEL B,Panel B - 2 Visits,1,HAWKER,62,1,2,1,1,2,0,0,,4,2012,OWN-SAVINGS FROM NON-AGRICULTURE,,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,LOW,LOW,LOW,HIGH,LOW,LOW,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,,,,,YES,,,,1,30,40,1,2,30,40,1,,,,,,,,,0,,,,0,,,,0,,,,140000,AVERAGE SALES,,,50000,260000,,,30000,0,100000,5000,0,0,0,0,5000
1,0807-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0808-001,PANEL B,Panel B - 2 Visits,1,BREWING KACHASU,31,2,,2,2,,0,0,,6,2003,OWN-SAVINGS FROM AGRICULTURE,,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,HIGH,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,,,,,YES,,,,2,26,60,12,3,20,40,12,4,10,40,12,,,,,0,,,,0,,,,0,,,,70000,HIGH SALES,,,,,30000,50000,28000,42000,0,0,0,0,0,0,0
1,0808-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0809-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0810-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0810-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0811-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0812-001,PANEL B,Panel B - 2 Visits,1,TEAROOM,63,18,,1,18,,0,0,,8,2013,LOAN FROM FAMILY/FRIENDS,,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,HIGH,,,LACK OF CASH,,YES,,,,1,10,70,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,10100,HIGH SALES,,,,,0,0,3600,6200,0,300,0,0,0,0,0
1,0813-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0814-001,PANEL B,Panel B - 2 Visits,1,BICYCLE TAXI,71,1,,1,1,,0,0,,5,2005,OWN-SAVINGS FROM AGRICULTURE,,MOBILE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,,,,LOW,LOW,LOW,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,,,YES,,,,1,22,1200,11,,,,,,,,,,,,,1,22,80,12000,0,,,,0,,,,40000,HIGH SALES,,,,,18000,2500,30000,0,0,0,0,0,0,0,8000
1,0815-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0815-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0816-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0817-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0818-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0819-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0821-001,PANEL A,Panel A - 2 Visits,1,SELLING GROCERIES,62,1,,1,1,,0,0,,5,2003,OWN-SAVINGS FROM AGRICULTURE,,HOME (OUTSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,AVERAGE,LOW,LOW,LOW,HIGH,HIGH,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,,,,,,,YES,,,,1,30,70,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,80000,HIGH SALES,,,,,35000,55000,27650,350,50000,2000,0,0,0,0,
1,0822-001,PANEL B,Panel B - 2 Visits,1,SELLING DIESEL,62,1,,1,1,,0,0,,3,1997,OWN-SAVINGS FROM AGRICULTURE,,HOME (INSIDE RESIDENCE),,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,AVERAGE,,,,,YES,,,,1,20,50,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,400000,AVERAGE SALES,,,200000,600000,,,220000,0,150000,10000,0,0,0,0,20000
1,0822-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0822-008,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0823-001,PANEL A,Panel A - 2 Visits,1,MANDAZI SELLER,31,2,,2,2,,0,0,,8,2002,GIFT FROM FAMILY/FRIENDS,,TRADITIONAL MARKET PLACE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,HIGH,AVERAGE,AVERAGE,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,AVERAGE,LOW,HIGH,,,,,SEASONAL WORK,,YES,,,,7,5,20,6,,,,,,,,,,,,,0,,,,0,,,,0,,,,6000,HIGH SALES,,,,,2500,3500,4000,1000,0,0,2000,0,0,0,0
1,0824-001,PANEL B,Panel B - 2 Visits,1,BUYING & SELLING DIESEL,62,1,,2,1,,0,0,,11,2012,OWN-SAVINGS FROM AGRICULTURE,,ROADSIDE,,,FINAL CONSUMERS,,NO,NO,NO,NO,NO,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,LOW,HIGH,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,,,LACK OF CASH,,NO,YES,,,1,30,300,30,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,HIGH SALES,,,,,20000,0,10000,0,20000,0,0,0,0,0,0
1,0825-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
