occ,y2_hhid,qx_type,interview_status,ag_u300a,ag_u300b,ag_u301,ag_u302,ag_u303,ag_u304,ag_u305
19,0295-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,,X,,
20,0295-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,,X,,
21,0295-001,PANEL A,Panel A - 2 Visits,21,The most important thing,,,,X,
22,0295-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,,,,X,
23,0295-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,,,X,
24,0295-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,,,X,
25,0295-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,,,,,X
26,0295-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,,,,X,
27,0295-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,,,,X
28,0295-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,,,,,X
1,0297-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,,X,,,
2,0297-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,,X,,,
3,0297-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,,,,,X
4,0297-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,,X,,,
5,0297-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,X,,,,
6,0297-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,X,,,,
7,0297-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,,,X,
8,0297-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,,,,,X
9,0297-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,,X,,,
10,0297-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,,X,,,
11,0297-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,X,,,,
12,0297-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,X,,,,
13,0297-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,,X,,,
14,0297-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,0297-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,X,,,,
16,0297-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,X,,,,
17,0297-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,,X,,,
18,0297-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,,X,,,
19,0297-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,X,,,,
20,0297-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,X,,,
21,0297-001,PANEL A,Panel A - 2 Visits,21,The most important thing,,X,,,
22,0297-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,X,,,,
23,0297-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,X,,,
24,0297-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,X,,,
25,0297-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,X,,,,
26,0297-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,,X,,,
27,0297-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,X,,,
28,0297-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,X,,,,
1,0297-002,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,,X,,,
2,0297-002,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,,X,,,
3,0297-002,PANEL A,Panel A - 2 Visits,3,I save regularly.,,,,,X
4,0297-002,PANEL A,Panel A - 2 Visits,4,I look forward to returni,,X,,,
5,0297-002,PANEL A,Panel A - 2 Visits,5,I can think of many times,X,,,,
6,0297-002,PANEL A,Panel A - 2 Visits,6,I continue to work on har,X,,,,
7,0297-002,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,,,X,
8,0297-002,PANEL A,Panel A - 2 Visits,8,I would rather complete a,,X,,,
9,0297-002,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,,X,,,
10,0297-002,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,,,,,X
11,0297-002,PANEL A,Panel A - 2 Visits,11,I never try anything that,,X,,,
12,0297-002,PANEL A,Panel A - 2 Visits,12,A person can get rich by,,X,,,
13,0297-002,PANEL A,Panel A - 2 Visits,13,It is important for me to,,X,,,
14,0297-002,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,X,,,,
15,0297-002,PANEL A,Panel A - 2 Visits,15,When a group I belong to,X,,,,
16,0297-002,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,,X,,,
17,0297-002,PANEL A,Panel A - 2 Visits,17,It is important to me to,X,,,,
18,0297-002,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,,X,,,
19,0297-002,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,X,,,,
20,0297-002,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,X,,,,
21,0297-002,PANEL A,Panel A - 2 Visits,21,The most important thing,,X,,,
22,0297-002,PANEL A,Panel A - 2 Visits,22,My family and friends wou,X,,,,
23,0297-002,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,X,,,
24,0297-002,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,X,,,
25,0297-002,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,X,,,,
26,0297-002,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,,X,,,
27,0297-002,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,,X,,
28,0297-002,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,X,,,,
1,0298-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0299-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0299-002,PANEL A,Panel A - 2 Visits,,,,,,,
1,0299-003,PANEL A,Panel A - 2 Visits,,,,,,,
1,0299-005,PANEL A,Panel A - 2 Visits,,,,,,,
1,0301-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0302-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0303-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0304-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0305-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0305-007,PANEL A,Panel A - 2 Visits,,,,,,,
1,0305-008,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,X,,,,
2,0305-008,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,X,,,,
3,0305-008,PANEL A,Panel A - 2 Visits,3,I save regularly.,,,,,X
4,0305-008,PANEL A,Panel A - 2 Visits,4,I look forward to returni,X,,,,
5,0305-008,PANEL A,Panel A - 2 Visits,5,I can think of many times,X,,,,
6,0305-008,PANEL A,Panel A - 2 Visits,6,I continue to work on har,X,,,,
7,0305-008,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,,,,X
8,0305-008,PANEL A,Panel A - 2 Visits,8,I would rather complete a,X,,,,
9,0305-008,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,X,,,,
10,0305-008,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,,,,,X
11,0305-008,PANEL A,Panel A - 2 Visits,11,I never try anything that,X,,,,
12,0305-008,PANEL A,Panel A - 2 Visits,12,A person can get rich by,X,,,,
13,0305-008,PANEL A,Panel A - 2 Visits,13,It is important for me to,X,,,,
14,0305-008,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,X,,,,
15,0305-008,PANEL A,Panel A - 2 Visits,15,When a group I belong to,X,,,,
16,0305-008,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,X,,,,
17,0305-008,PANEL A,Panel A - 2 Visits,17,It is important to me to,X,,,,
18,0305-008,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,X,,,,
19,0305-008,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,X,,,,
20,0305-008,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,X,,,,
21,0305-008,PANEL A,Panel A - 2 Visits,21,The most important thing,X,,,,
22,0305-008,PANEL A,Panel A - 2 Visits,22,My family and friends wou,X,,,,
23,0305-008,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,X,,,,
24,0305-008,PANEL A,Panel A - 2 Visits,24,If something can go wrong,X,,,,
25,0305-008,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,X,,,,
26,0305-008,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,X,,,,
27,0305-008,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,X,,,,
28,0305-008,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,X,,,,
1,0306-004,PANEL B,Panel B - 2 Visits,,,,,,,
1,0307-002,PANEL A,Panel A - 2 Visits,,,,,,,
1,0307-003,PANEL A,Panel A - Combined Visit,,,,,,,
1,0308-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0309-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0310-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0311-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,X,,,,
2,0311-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,X,,,,
3,0311-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,X,,,,
4,0311-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,X,,,,
5,0311-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,X,,,,
6,0311-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,X,,,,
7,0311-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,X,,,,
8,0311-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,X,,,,
9,0311-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,X,,,,
10,0311-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,X,,,,
11,0311-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,X,,,,
12,0311-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,,,X,,
13,0311-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,,,X,,
14,0311-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,0311-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,X,,,,
16,0311-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,X,,,,
17,0311-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,,X,,,
18,0311-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,,,,,X
19,0311-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,,,,X
20,0311-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,,,,X
21,0311-001,PANEL A,Panel A - 2 Visits,21,The most important thing,,,,,X
22,0311-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,,,,,X
23,0311-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,,,,X
24,0311-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,X,,,,
25,0311-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,X,,,,
26,0311-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,,X,,,
27,0311-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,X,,,
28,0311-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,,X,,,
1,0312-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0313-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0314-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0315-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0316-001,PANEL B,Panel B - 2 Visits,1,I plan tasks carefully.,X,,,,
2,0316-001,PANEL B,Panel B - 2 Visits,2,I make up my mind quickly,,,,X,
3,0316-001,PANEL B,Panel B - 2 Visits,3,I save regularly.,,,,,X
4,0316-001,PANEL B,Panel B - 2 Visits,4,I look forward to returni,,X,,,
5,0316-001,PANEL B,Panel B - 2 Visits,5,I can think of many times,,,,X,
6,0316-001,PANEL B,Panel B - 2 Visits,6,I continue to work on har,X,,,,
7,0316-001,PANEL B,Panel B - 2 Visits,7,I like to juggle several,X,,,,
8,0316-001,PANEL B,Panel B - 2 Visits,8,I would rather complete a,,,,X,
9,0316-001,PANEL B,Panel B - 2 Visits,9,I believe it is best to c,,,,X,
10,0316-001,PANEL B,Panel B - 2 Visits,10,It is difficult to know w,,,,,X
11,0316-001,PANEL B,Panel B - 2 Visits,11,I never try anything that,X,,,,
12,0316-001,PANEL B,Panel B - 2 Visits,12,A person can get rich by,X,,,,
13,0316-001,PANEL B,Panel B - 2 Visits,13,It is important for me to,,,X,,
14,0316-001,PANEL B,Panel B - 2 Visits,14,Part of my enjoyment in d,,,,X,
15,0316-001,PANEL B,Panel B - 2 Visits,15,When a group I belong to,,,,,X
16,0316-001,PANEL B,Panel B - 2 Visits,16,I try harder when I'm in,,X,,,
17,0316-001,PANEL B,Panel B - 2 Visits,17,It is important to me to,,X,,,
18,0316-001,PANEL B,Panel B - 2 Visits,18,I enjoy planning things a,,,X,,
19,0316-001,PANEL B,Panel B - 2 Visits,19,I find satisfaction in ha,,,,X,
20,0316-001,PANEL B,Panel B - 2 Visits,20,I like to have a lot of c,,,,X,
21,0316-001,PANEL B,Panel B - 2 Visits,21,The most important thing,,X,,,
22,0316-001,PANEL B,Panel B - 2 Visits,22,My family and friends wou,,,,X,
23,0316-001,PANEL B,Panel B - 2 Visits,23,In uncertain times I usua,,,X,,
24,0316-001,PANEL B,Panel B - 2 Visits,24,If something can go wrong,X,,,,
25,0316-001,PANEL B,Panel B - 2 Visits,25,I'm always optimistic abo,X,,,,
26,0316-001,PANEL B,Panel B - 2 Visits,26,I hardly ever expect thin,,,,X,
27,0316-001,PANEL B,Panel B - 2 Visits,27,I rarely count on good th,,X,,,
28,0316-001,PANEL B,Panel B - 2 Visits,28,Overall I expect more goo,,X,,,
1,0317-001,PANEL A,Panel A - 2 Visits,1,I plan tasks carefully.,X,,,,
2,0317-001,PANEL A,Panel A - 2 Visits,2,I make up my mind quickly,,X,,,
3,0317-001,PANEL A,Panel A - 2 Visits,3,I save regularly.,,,,X,
4,0317-001,PANEL A,Panel A - 2 Visits,4,I look forward to returni,,,,X,
5,0317-001,PANEL A,Panel A - 2 Visits,5,I can think of many times,,,X,,
6,0317-001,PANEL A,Panel A - 2 Visits,6,I continue to work on har,,X,,,
7,0317-001,PANEL A,Panel A - 2 Visits,7,I like to juggle several,,,X,,
8,0317-001,PANEL A,Panel A - 2 Visits,8,I would rather complete a,X,,,,
9,0317-001,PANEL A,Panel A - 2 Visits,9,I believe it is best to c,X,,,,
10,0317-001,PANEL A,Panel A - 2 Visits,10,It is difficult to know w,,X,,,
11,0317-001,PANEL A,Panel A - 2 Visits,11,I never try anything that,,X,,,
12,0317-001,PANEL A,Panel A - 2 Visits,12,A person can get rich by,X,,,,
13,0317-001,PANEL A,Panel A - 2 Visits,13,It is important for me to,,X,,,
14,0317-001,PANEL A,Panel A - 2 Visits,14,Part of my enjoyment in d,,X,,,
15,0317-001,PANEL A,Panel A - 2 Visits,15,When a group I belong to,,X,,,
16,0317-001,PANEL A,Panel A - 2 Visits,16,I try harder when I'm in,,,X,,
17,0317-001,PANEL A,Panel A - 2 Visits,17,It is important to me to,,,X,,
18,0317-001,PANEL A,Panel A - 2 Visits,18,I enjoy planning things a,X,,,,
19,0317-001,PANEL A,Panel A - 2 Visits,19,I find satisfaction in ha,,X,,,
20,0317-001,PANEL A,Panel A - 2 Visits,20,I like to have a lot of c,,,X,,
21,0317-001,PANEL A,Panel A - 2 Visits,21,The most important thing,,,X,,
22,0317-001,PANEL A,Panel A - 2 Visits,22,My family and friends wou,X,,,,
23,0317-001,PANEL A,Panel A - 2 Visits,23,In uncertain times I usua,,X,,,
24,0317-001,PANEL A,Panel A - 2 Visits,24,If something can go wrong,,,X,,
25,0317-001,PANEL A,Panel A - 2 Visits,25,I'm always optimistic abo,,,X,,
26,0317-001,PANEL A,Panel A - 2 Visits,26,I hardly ever expect thin,X,,,,
27,0317-001,PANEL A,Panel A - 2 Visits,27,I rarely count on good th,,,X,,
28,0317-001,PANEL A,Panel A - 2 Visits,28,Overall I expect more goo,X,,,,
1,0318-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0318-004,PANEL B,Panel B - Combined Visit,1,I plan tasks carefully.,,X,,,
2,0318-004,PANEL B,Panel B - Combined Visit,2,I make up my mind quickly,,X,,,
3,0318-004,PANEL B,Panel B - Combined Visit,3,I save regularly.,,X,,,
4,0318-004,PANEL B,Panel B - Combined Visit,4,I look forward to returni,X,,,,
5,0318-004,PANEL B,Panel B - Combined Visit,5,I can think of many times,,,X,,
6,0318-004,PANEL B,Panel B - Combined Visit,6,I continue to work on har,,X,,,
7,0318-004,PANEL B,Panel B - Combined Visit,7,I like to juggle several,X,,,,
8,0318-004,PANEL B,Panel B - Combined Visit,8,I would rather complete a,,X,,,
9,0318-004,PANEL B,Panel B - Combined Visit,9,I believe it is best to c,,,X,,
10,0318-004,PANEL B,Panel B - Combined Visit,10,It is difficult to know w,X,,,,
11,0318-004,PANEL B,Panel B - Combined Visit,11,I never try anything that,,,,X,
12,0318-004,PANEL B,Panel B - Combined Visit,12,A person can get rich by,,X,,,
13,0318-004,PANEL B,Panel B - Combined Visit,13,It is important for me to,X,,,,
14,0318-004,PANEL B,Panel B - Combined Visit,14,Part of my enjoyment in d,,X,,,
15,0318-004,PANEL B,Panel B - Combined Visit,15,When a group I belong to,X,,,,
16,0318-004,PANEL B,Panel B - Combined Visit,16,I try harder when I'm in,X,,,,
17,0318-004,PANEL B,Panel B - Combined Visit,17,It is important to me to,X,,,,
18,0318-004,PANEL B,Panel B - Combined Visit,18,I enjoy planning things a,X,,,,
19,0318-004,PANEL B,Panel B - Combined Visit,19,I find satisfaction in ha,,X,,,
20,0318-004,PANEL B,Panel B - Combined Visit,20,I like to have a lot of c,,X,,,
21,0318-004,PANEL B,Panel B - Combined Visit,21,The most important thing,,X,,,
22,0318-004,PANEL B,Panel B - Combined Visit,22,My family and friends wou,,X,,,
23,0318-004,PANEL B,Panel B - Combined Visit,23,In uncertain times I usua,X,,,,
24,0318-004,PANEL B,Panel B - Combined Visit,24,If something can go wrong,X,,,,
25,0318-004,PANEL B,Panel B - Combined Visit,25,I'm always optimistic abo,X,,,,
26,0318-004,PANEL B,Panel B - Combined Visit,26,I hardly ever expect thin,X,,,,
27,0318-004,PANEL B,Panel B - Combined Visit,27,I rarely count on good th,X,,,,
28,0318-004,PANEL B,Panel B - Combined Visit,28,Overall I expect more goo,X,,,,
1,0319-003,PANEL A,Panel A - 2 Visits,,,,,,,
1,0321-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0323-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0324-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0324-005,PANEL B,Panel B - 2 Visits,,,,,,,
1,0325-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0325-005,PANEL A,Panel A - 2 Visits,,,,,,,
1,0326-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0327-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0327-004,PANEL A,Panel A - Combined Visit,,,,,,,
1,0329-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0330-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0331-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0332-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0333-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0333-006,PANEL A,Panel A - 2 Visits,,,,,,,
1,0335-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0336-001,PANEL B,Panel B - 2 Visits,,,,,,,
1,0337-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0338-001,PANEL B,Panel B - 2 Visits,1,I plan tasks carefully.,X,,,,
2,0338-001,PANEL B,Panel B - 2 Visits,2,I make up my mind quickly,,X,,,
3,0338-001,PANEL B,Panel B - 2 Visits,3,I save regularly.,X,,,,
4,0338-001,PANEL B,Panel B - 2 Visits,4,I look forward to returni,,X,,,
5,0338-001,PANEL B,Panel B - 2 Visits,5,I can think of many times,,,X,,
6,0338-001,PANEL B,Panel B - 2 Visits,6,I continue to work on har,X,,,,
7,0338-001,PANEL B,Panel B - 2 Visits,7,I like to juggle several,,X,,,
8,0338-001,PANEL B,Panel B - 2 Visits,8,I would rather complete a,,,X,,
9,0338-001,PANEL B,Panel B - 2 Visits,9,I believe it is best to c,X,,,,
10,0338-001,PANEL B,Panel B - 2 Visits,10,It is difficult to know w,,,,,X
11,0338-001,PANEL B,Panel B - 2 Visits,11,I never try anything that,,,X,,
12,0338-001,PANEL B,Panel B - 2 Visits,12,A person can get rich by,X,,,,
13,0338-001,PANEL B,Panel B - 2 Visits,13,It is important for me to,,X,,,
14,0338-001,PANEL B,Panel B - 2 Visits,14,Part of my enjoyment in d,,,X,,
15,0338-001,PANEL B,Panel B - 2 Visits,15,When a group I belong to,,X,,,
16,0338-001,PANEL B,Panel B - 2 Visits,16,I try harder when I'm in,X,,,,
17,0338-001,PANEL B,Panel B - 2 Visits,17,It is important to me to,,,X,,
18,0338-001,PANEL B,Panel B - 2 Visits,18,I enjoy planning things a,,X,,,
19,0338-001,PANEL B,Panel B - 2 Visits,19,I find satisfaction in ha,,,X,,
20,0338-001,PANEL B,Panel B - 2 Visits,20,I like to have a lot of c,X,,,,
21,0338-001,PANEL B,Panel B - 2 Visits,21,The most important thing,,X,,,
22,0338-001,PANEL B,Panel B - 2 Visits,22,My family and friends wou,X,,,,
23,0338-001,PANEL B,Panel B - 2 Visits,23,In uncertain times I usua,X,,,,
24,0338-001,PANEL B,Panel B - 2 Visits,24,If something can go wrong,,,,X,
25,0338-001,PANEL B,Panel B - 2 Visits,25,I'm always optimistic abo,X,,,,
26,0338-001,PANEL B,Panel B - 2 Visits,26,I hardly ever expect thin,,X,,,
27,0338-001,PANEL B,Panel B - 2 Visits,27,I rarely count on good th,,X,,,
28,0338-001,PANEL B,Panel B - 2 Visits,28,Overall I expect more goo,X,,,,
1,0339-001,PANEL A,Panel A - 2 Visits,,,,,,,
1,0340-002,PANEL B,Panel B - Combined Visit,1,I plan tasks carefully.,,X,,,
2,0340-002,PANEL B,Panel B - Combined Visit,2,I make up my mind quickly,,X,,,
3,0340-002,PANEL B,Panel B - Combined Visit,3,I save regularly.,,,,X,
4,0340-002,PANEL B,Panel B - Combined Visit,4,I look forward to returni,,X,,,
5,0340-002,PANEL B,Panel B - Combined Visit,5,I can think of many times,,X,,,
6,0340-002,PANEL B,Panel B - Combined Visit,6,I continue to work on har,,X,,,
7,0340-002,PANEL B,Panel B - Combined Visit,7,I like to juggle several,,X,,,
8,0340-002,PANEL B,Panel B - Combined Visit,8,I would rather complete a,,X,,,
9,0340-002,PANEL B,Panel B - Combined Visit,9,I believe it is best to c,,X,,,
10,0340-002,PANEL B,Panel B - Combined Visit,10,It is difficult to know w,,,,X,
11,0340-002,PANEL B,Panel B - Combined Visit,11,I never try anything that,,X,,,
12,0340-002,PANEL B,Panel B - Combined Visit,12,A person can get rich by,,,X,,
13,0340-002,PANEL B,Panel B - Combined Visit,13,It is important for me to,,X,,,
14,0340-002,PANEL B,Panel B - Combined Visit,14,Part of my enjoyment in d,,,,X,
15,0340-002,PANEL B,Panel B - Combined Visit,15,When a group I belong to,,,X,,
16,0340-002,PANEL B,Panel B - Combined Visit,16,I try harder when I'm in,,,X,,
17,0340-002,PANEL B,Panel B - Combined Visit,17,It is important to me to,,X,,,
18,0340-002,PANEL B,Panel B - Combined Visit,18,I enjoy planning things a,,X,,,
19,0340-002,PANEL B,Panel B - Combined Visit,19,I find satisfaction in ha,,X,,,
20,0340-002,PANEL B,Panel B - Combined Visit,20,I like to have a lot of c,,X,,,
21,0340-002,PANEL B,Panel B - Combined Visit,21,The most important thing,X,,,,
22,0340-002,PANEL B,Panel B - Combined Visit,22,My family and friends wou,X,,,,
23,0340-002,PANEL B,Panel B - Combined Visit,23,In uncertain times I usua,,X,,,
24,0340-002,PANEL B,Panel B - Combined Visit,24,If something can go wrong,,,X,,
25,0340-002,PANEL B,Panel B - Combined Visit,25,I'm always optimistic abo,,,X,,
26,0340-002,PANEL B,Panel B - Combined Visit,26,I hardly ever expect thin,,,X,,
27,0340-002,PANEL B,Panel B - Combined Visit,27,I rarely count on good th,,X,,,
