y2_hhid,ag_c00,dist_hh,slope,elevation,twi
1302-001,R01,.6,2,1180,13
1302-005,R01,1.9,3,1170,16
1302-005,R02,1.9,1,1170,13
1303-001,R01,.8,2,1140,14
1303-001,R02,.7,3,1140,14
1304-001,R01,1.6,1,1180,15
1304-001,R02,1.6,2,1180,15
1304-001,R03,1.7,1,1180,15
1305-001,R01,.1,2,1130,16
1305-001,R02,.1,2,1130,17
1306-001,R01,.2,7,1050,12
1306-001,R02,.1,6,1050,14
1306-001,R03,.1,9,1040,12
1306-001,R04,.1,5,1050,15
1307-001,R01,.8,3,1130,13
1308-001,R01,.1,2,1160,16
1308-001,R02,.1,2,1160,17
1308-001,R03,.2,2,1170,14
1308-001,R04,.1,2,1160,17
1308-001,R05,.1,2,1160,17
1310-001,R01,9,2,1200,13
1311-001,R01,0,4,1120,13
1311-001,R02,.5,3,1140,14
1311-003,R01,2.5,4,1120,13
1312-001,R01,9.300000000000001,2,1230,14
1313-001,R01,0,1,1170,14
1314-001,R01,1,5,1150,14
1314-001,R02,1,4,1170,15
1315-001,R01,.6,2,1180,14
1315-001,R02,.4,2,1180,13
1315-001,R03,.4,2,1180,13
1315-003,R01,.2,1,1100,14
1315-003,R02,.2,1,1100,16
1315-003,R03,.1,2,1100,14
1315-003,R04,5.4,4,1100,13
1315-005,R01,6.8,0,1190,14
1315-005,R02,10.7,3,1160,15
1316-001,R01,.1,4,1150,14
1316-001,R02,.2,4,1150,13
1316-001,R03,.2,4,1150,15
1317-001,R01,.5,1,1180,13
1317-001,R02,.5,1,1180,13
1317-001,R03,.1,3,1170,15
1317-001,R04,1.9,3,1170,14
1318-001,R01,.2,2,1160,15
1318-001,R02,8.5,3,1190,14
1318-001,R03,.5,2,1170,14
1318-003,R01,.1,3,1150,15
1318-003,R02,.9,1,1150,16
1318-003,R03,.9,2,1150,14
1320-001,R01,.1,4,1150,14
1320-001,R02,11.2,3,1200,14
1321-001,R01,.1,2,1180,13
1321-001,R02,.6,2,1180,14
1322-001,R01,.3,1,1160,15
1322-001,R02,.3,1,1160,15
1322-001,R03,.6,1,1160,14
1323-001,R01,.6,1,1170,13
1324-001,R01,1.2,2,1170,15
1324-001,R02,1.3,1,1170,14
1324-001,R03,1.4,1,1170,14
1325-001,R01,.3,1,1160,15
1325-001,R02,.3,1,1160,15
1325-001,R03,0,1,1170,14
1326-001,R01,.6,5,1150,14
1326-001,R02,1.1,4,1140,14
1326-001,R03,.3,2,1160,13
1326-001,R04,.6,4,1150,14
1326-001,R05,.2,3,1160,14
1327-001,R01,.4,2,1180,14
1327-001,R02,.5,2,1180,15
1328-001,R01,2.2,3,1170,13
1328-001,R02,2.2,3,1160,13
1329-001,R01,0,2,1180,12
1329-001,R02,0,2,1180,12
1330-001,R01,1.1,1,1160,17
1330-001,R02,1.2,1,1160,17
1330-001,R03,2.1,3,1160,13
1331-001,R01,.6,2,1180,14
1331-001,R02,1.1,3,1180,15
1331-001,R03,1.1,3,1180,15
1331-001,R04,1.1,3,1180,15
1331-001,R05,1.1,2,1180,15
1331-001,R06,1.1,2,1190,15
1331-007,R01,1.2,1,1110,15
1331-007,R02,1,2,1110,15
1331-007,R03,1.2,0,1110,16
1332-001,R01,1,2,1170,13
1332-001,R02,1.2,4,1150,14
1332-001,R03,1.2,1,1170,16
1332-001,R04,1,3,1160,13
1333-001,R01,1.6,2,1190,16
1333-001,R02,1.7,1,1200,16
1333-001,R03,6,2,1140,17
1333-003,R01,1.3,2,1190,13
1333-008,R01,1.3,2,1190,15
1333-008,R02,1.3,2,1190,15
1333-008,R03,1.3,2,1190,15
1334-001,R01,.5,2,1170,14
1334-001,R02,.6,2,1170,14
1334-001,R03,1.3,1,1180,13
1335-001,R01,1.1,2,1180,14
1335-001,R02,1.3,4,1170,13
1335-001,R03,1.1,2,1180,14
1336-001,R01,.1,2,1160,13
1336-001,R02,2.8,1,1180,14
1337-001,R01,.2,2,1180,14
1337-001,R02,1,1,1190,15
1338-001,R01,6.8,4,1110,13
1338-001,R02,.7,2,1170,13
1339-001,R01,.1,2,1050,13
1340-001,R01,.6,1,1160,14
1340-001,R02,,,,
1341-001,R01,.5,1,1190,14
1341-001,R02,.7,2,1190,13
1341-001,R03,.1,2,1180,14
1341-001,R04,.1,2,1180,14
1341-013,R01,.2,2,1180,14
1341-013,R02,.6,3,1180,15
1341-013,R03,.6,3,1180,15
1342-001,R01,1.1,2,1160,14
1342-001,R02,1,2,1160,15
1343-001,R01,.6,1,1190,14
1343-001,R02,.5,1,1190,14
1344-001,R01,.8,1,1170,14
1345-001,R01,.5,4,1130,13
1346-001,R01,.8,4,1160,13
1346-001,R02,.7,4,1160,13
1346-001,R03,,,,
1347-001,R01,.2,2,1110,15
1347-001,R02,.1,2,1120,14
1348-001,R01,1.1,2,1160,13
1348-001,R02,1.1,2,1160,13
1348-003,R01,.8,2,1160,14
1348-003,R02,.8,2,1160,14
1349-001,R01,.4,3,1110,16
1349-001,R02,.5,2,1110,16
1350-001,R01,.4,4,1140,13
1350-001,R02,.4,5,1140,14
1351-001,R01,.1,1,1120,16
1351-001,R02,.2,1,1120,17
1351-002,R01,.1,3,1110,15
1351-002,R02,.1,2,1110,14
1352-001,R01,,,,
1352-001,R02,,,,
1352-001,R03,,,,
1352-001,R04,.3,1,1160,15
1352-001,R05,1.1,2,1170,13
1352-001,R06,,,,
1352-001,R07,,,,
1353-001,R01,.1,4,1120,13
1353-002,R01,.6,1,1120,14
1353-002,R02,.6,1,1120,15
1353-002,R03,1.1,1,1110,14
1354-001,R01,1.3,3,1160,13
1355-001,R01,.6,2,1120,14
1357-001,R01,.1,2,1100,13
1357-001,R02,.1,3,1100,13
1358-001,R01,.5,5,1130,15
1358-001,R02,.6,4,1140,13
1358-001,R03,.6,3,1140,13
1358-001,R04,1.5,4,1130,13
1358-001,R05,.7,2,1150,15
1359-001,R01,.1,2,1120,16
1359-001,R02,.2,2,1110,15
1359-003,R01,.2,2,1110,15
1359-003,R02,.3,2,1110,14
1360-001,R01,3.3,2,1170,14
1360-001,R02,.1,5,1130,19
1360-001,R03,3.3,3,1160,14
1361-001,R01,.5,2,1110,14
1361-001,R02,.7,2,1110,13
1362-001,R01,.1,2,1170,14
1363-001,R01,.4,1,1120,14
1363-001,R02,.4,1,1120,13
1364-001,R01,.1,2,1160,14
1365-001,R01,.3,2,1110,13
1365-001,R02,.3,1,1120,14
1365-001,R03,.8,1,1110,14
1365-001,R04,.3,2,1120,14
1365-003,R01,7.9,1,1100,14
1365-003,R02,8.1,2,1090,13
1366-001,R01,.6,2,1160,14
1366-001,R02,.6,3,1160,16
1366-001,R03,.6,1,1170,14
1366-001,R04,1.8,3,1170,14
1367-001,R01,.2,4,1120,15
1367-001,R02,.2,4,1120,14
1367-002,R01,.2,2,1100,14
1367-002,R02,0,1,1100,15
1368-001,R01,1.6,6,1170,14
1368-001,R02,,,,
1369-001,R01,.8,3,1130,13
1369-001,R02,.9,3,1140,13
1369-001,R03,.9,4,1140,13
1369-001,R04,.7,4,1130,14
1369-003,R01,.2,2,1130,14
1369-003,R02,.3,2,1130,15
1370-002,R01,1.3,3,1250,13
1370-002,R02,.7,2,1250,15
1370-002,R03,1.3,3,1250,14
1371-001,R01,.5,3,1140,13
1371-001,R02,.6,3,1140,13
1371-006,R01,.3,2,1120,15
1372-001,R01,.6,2,1240,15
1372-001,R02,.5,2,1230,16
1372-002,R01,.4,1,1240,16
1372-002,R02,.5,1,1240,16
1373-001,R01,.2,3,1110,13
1373-001,R02,.3,3,1110,13
1373-001,R03,.3,2,1100,13
1373-003,R01,4.3,2,1110,13
1373-003,R02,4.3,1,1100,16
1374-001,R01,.1,4,1240,13
1375-001,R01,.1,1,1100,14
1375-001,R02,.1,2,1100,13
1375-004,R01,2.2,2,1130,13
1375-004,R02,2.2,2,1140,13
1376-001,R01,.7,4,1230,14
1376-001,R02,.7,2,1240,15
1377-001,R01,.2,1,1090,14
1377-001,R02,.9,2,1090,14
1377-002,R01,.7,2,1070,14
1377-002,R02,.6,2,1080,14
1378-001,R01,0,2,1260,14
1380-001,R01,.5,3,1240,14
1380-001,R02,.2,4,1250,13
1380-001,R03,.5,1,1260,14
1381-001,R01,.8,1,1090,15
1381-001,R02,1.1,1,1100,14
1382-001,R01,.1,3,1250,15
1382-001,R02,.1,4,1250,15
1382-001,R03,.1,3,1250,15
1382-001,R04,.1,4,1250,15
1382-003,R01,.3,2,1260,14
1382-003,R02,.3,2,1260,14
1382-003,R03,.3,2,1260,14
1385-001,R01,.3,2,1100,13
1385-001,R02,.4,3,1100,14
1386-001,R01,1,4,1240,13
1386-001,R02,.6,2,1250,14
1388-001,R01,.2,4,1240,15
1388-001,R02,.3,4,1240,15
1388-001,R03,.3,4,1240,14
1389-001,R01,.5,1,1080,15
1389-001,R02,.5,1,1080,13
1390-001,R01,.3,1,1240,15
1390-001,R02,.2,5,1240,13
1390-001,R03,.2,3,1240,14
1390-001,R04,.2,6,1230,13
1391-001,R01,.6,1,1090,14
1391-001,R02,.6,1,1090,15
1392-001,R01,.5,4,1250,13
1392-001,R02,.5,4,1250,13
1392-001,R03,.5,2,1240,15
1392-001,R04,.4,4,1250,13
1393-001,R01,5.7,1,1090,15
1393-001,R02,5.7,1,1090,15
1394-001,R01,.1,3,1250,13
1394-001,R02,.2,4,1250,13
1396-001,R01,.3,1,1260,14
1397-001,R01,.3,1,1090,17
1397-001,R02,.2,2,1090,16
1398-001,R01,.1,3,1230,13
1398-001,R02,.1,3,1230,13
1398-001,R03,.1,3,1230,13
1398-001,R04,.5,4,1250,13
1399-001,R01,0,3,1080,12
1399-001,R02,.4,1,1080,14
1400-001,R01,.4,2,1230,13
1400-001,R02,.5,2,1230,15
1401-001,R01,.6,2,1100,12
1401-001,R02,.7,2,1090,13
1401-001,R03,.6,1,1090,15
1401-001,R04,.7,1,1100,14
1402-001,R01,1.7,2,1220,13
1402-001,R02,.6,3,1190,15
1402-003,R01,,,,
1402-003,R02,0,4,1200,12
1403-001,R01,.4,2,1100,15
1404-001,R01,1.1,3,1220,13
1404-001,R02,.7,2,1220,13
1405-001,R01,.2,4,1090,13
1406-001,R01,2.5,2,1230,15
1406-001,R02,.8,2,1210,14
1406-001,R03,.7,1,1210,14
1407-001,R01,.2,1,1080,18
1407-001,R02,.2,1,1080,16
1407-001,R03,.2,1,1080,17
1407-001,R04,.2,1,1080,17
1408-001,R01,.7,3,1230,13
1408-001,R02,.7,1,1230,15
1408-004,R01,.6,2,1220,15
1408-004,R02,3.7,4,1200,13
1409-001,R01,.1,3,1130,13
1409-001,R02,.2,3,1130,14
1409-001,R03,.2,3,1130,14
1409-001,R04,.1,2,1130,14
1409-007,R01,.1,2,1100,13
1410-001,R01,.1,1,1230,14
1410-001,R02,.9,4,1220,14
1412-001,R01,2.3,4,1230,13
1412-001,R02,.8,3,1230,13
1413-001,R01,4.5,1,1090,13
1414-001,R01,.6,4,1210,14
1414-001,R02,.6,3,1210,13
1415-001,R01,1.1,2,1120,13
1415-004,R01,.4,4,900,15
1416-001,R01,2.7,2,1220,15
1416-001,R02,2.7,2,1220,14
1416-001,R03,.6,2,1200,14
1416-001,R04,0,3,1200,14
1419-001,R01,.8,4,1140,14
1420-001,R01,.4,2,1220,14
1420-002,R01,1,2,1220,14
1420-002,R02,2.4,2,1210,14
1421-001,R01,1.5,2,1130,14
1421-001,R02,1.5,1,1130,14
1421-001,R03,1.6,1,1130,14
1421-004,R01,2.1,2,1110,13
1421-004,R02,,,,
1421-004,R03,2.1,1,1110,13
1422-002,R01,.8,3,1220,14
1423-001,R01,1.9,3,1130,13
1423-001,R02,1.9,4,1130,15
1424-001,R01,2,2,1230,15
1424-001,R02,2.4,3,1230,16
1424-002,R01,.2,2,1230,16
1424-002,R02,.7,1,1230,16
1424-003,R01,2.2,1,1220,14
1424-003,R02,2.2,2,1220,14
1424-003,R03,2.3,1,1230,16
1424-005,R01,2.1,2,1250,14
1425-001,R01,1.4,3,1130,13
1426-001,R01,.3,3,1280,14
1426-001,R02,.3,2,1280,14
1426-002,R01,3.3,2,1230,15
1428-001,R01,.7,1,1210,14
1428-001,R02,2.6,2,1230,16
1428-001,R03,.6,1,1210,14
1429-001,R01,,,,
1430-001,R01,2.1,1,1230,15
1431-001,R01,2.2,2,1100,13
1431-001,R02,2.2,2,1090,13
1431-009,R01,.5,5,780,12
1431-009,R02,.1,6,800,12
1431-009,R03,.2,6,790,13
1431-012,R01,.6,3,830,16
1431-012,R02,1,2,850,13
1432-001,R01,2,3,1260,16
1432-001,R02,2.2,3,1260,15
1432-001,R03,.8,4,1260,14
1432-001,R04,1.3,3,1260,13
1433-001,R01,1.9,1,1120,14
1433-001,R02,1.9,1,1120,14
1433-004,R01,7.3,2,1110,14
1433-004,R02,7.4,2,1110,14
1433-006,R01,18,1,1070,13
1433-006,R02,17.9,2,1070,14
1433-006,R03,18,2,1070,14
1434-001,R01,.5,4,1260,13
1434-001,R02,.6,4,1260,13
1436-001,R01,9.6,2,1220,13
1436-001,R02,9.6,2,1220,14
1437-001,R01,1.9,1,1090,16
1437-001,R02,1.8,1,1090,15
1438-001,R01,1.9,2,1280,14
1438-001,R02,.5,4,1260,15
1438-001,R03,.5,4,1260,14
1439-001,R01,4.3,2,1080,14
1440-001,R01,.2,4,1260,13
1440-001,R02,.1,2,1260,12
1441-001,R01,.4,7,1270,13
1441-001,R02,.3,7,1270,14
1442-001,R01,.9,3,1230,13
1442-001,R02,1,2,1230,14
1443-001,R01,1,8,1270,12
1443-001,R02,1,8,1270,12
1443-001,R03,1.1,9,1270,12
1444-001,R01,.9,4,1260,13
1445-001,R01,.1,8,1250,11
1445-001,R02,.2,11,1240,15
1445-001,R03,.1,9,1240,12
1446-002,R01,1,4,1250,14
1446-002,R02,.3,3,1260,13
1447-001,R01,1.4,6,1270,13
1447-001,R02,0,4,1240,13
1447-003,R01,1.2,5,1070,13
1448-001,R01,1.9,5,1240,13
1449-001,R01,.2,8,1240,12
1449-001,R02,.4,6,1260,14
1449-001,R03,.3,8,1260,12
1452-001,R01,1.7,5,1260,12
1452-001,R02,2.6,2,1280,13
1453-001,R01,.3,5,1260,15
1454-001,R01,.3,2,1260,14
1454-001,R02,.3,2,1260,15
1455-001,R01,1,10,1300,12
1455-001,R02,1,6,1310,11
1455-001,R03,1,6,1310,11
1455-001,R04,1,6,1310,11
1456-001,R01,2,3,1240,14
1456-001,R02,1.9,2,1240,15
1457-001,R01,1,7,1250,12
1458-001,R01,.9,4,1260,13
1458-001,R02,1.5,4,1240,16
1459-001,R01,.2,3,1260,12
1460-001,R01,.2,2,1260,14
1460-001,R02,.2,3,1260,13
1461-002,R01,.2,3,1250,15
1462-001,R01,.5,2,1260,13
1463-001,R01,.5,3,1250,12
1463-001,R02,1.2,7,1260,12
1464-001,R01,.1,5,1490,13
1464-002,R01,.9,12,1410,12
1464-002,R02,1.1,10,1390,13
1465-001,R01,.2,7,1270,15
1465-001,R02,.2,6,1270,14
1466-001,R01,.8,9,1410,12
1466-001,R02,1.1,6,1440,12
1467-001,R01,0,7,1240,12
1467-001,R02,1.8,10,1310,12
1468-001,R01,1.2,11,1470,12
1468-001,R02,1.3,8,1470,14
1468-001,R03,1.2,14,1470,12
1469-001,R01,.8,4,1240,15
1469-001,R02,.7,6,1240,14
1470-001,R01,.8,15,1480,11
1470-001,R02,.9,16,1480,12
1470-001,R03,.9,15,1480,12
1472-003,R01,.5,15,1400,11
1472-003,R02,.5,8,1400,12
1472-003,R03,.5,12,1400,11
1473-001,R01,1.2,8,1500,11
1473-001,R02,1.4,5,1500,14
1474-001,R01,.1,5,1520,13
1475-001,R01,3.3,11,1500,13
1476-001,R01,.3,4,1430,13
1476-001,R02,.3,4,1430,13
1476-001,R03,.3,5,1430,13
1477-001,R01,2.7,18,1470,13
1477-001,R02,.1,8,1510,13
1478-001,R01,1.2,7,1440,12
1478-001,R02,1.1,7,1430,12
1478-001,R03,.9,10,1410,12
1478-002,R01,1.5,12,1430,13
1478-002,R02,1.5,12,1430,13
1478-003,R01,1,6,1430,12
1479-001,R01,1,6,1510,13
1479-001,R02,1,7,1510,13
1479-001,R03,1.1,6,1520,12
1480-001,R01,.1,4,1420,15
1480-001,R02,.2,5,1420,13
1482-001,R01,1,7,1430,14
1482-003,R01,.1,4,1420,12
1482-003,R02,.8,11,1450,13
1483-001,R01,0,4,1520,12
1483-003,R01,.8,15,1510,13
1484-002,R01,.1,7,1430,13
1484-002,R02,.1,10,1440,12
1484-002,R03,.2,11,1450,12
1484-002,R04,.1,11,1440,12
1485-001,R01,0,12,1510,12
1486-001,R01,.9,9,1370,13
1486-001,R02,.2,9,1420,13
1487-001,R01,.6,10,1480,15
1488-001,R01,.8,8,1390,14
1488-001,R02,1,17,1460,11
1488-001,R03,.6,12,1410,12
1489-001,R01,.5,5,1510,13
1490-002,R01,.1,7,1430,14
1491-001,R01,.5,13,1490,13
1491-001,R02,3.6,27,1410,11
1492-001,R01,.2,9,1400,12
1493-001,R01,.5,13,1490,12
1493-001,R02,3.9,21,1490,11
1495-001,R01,.8,6,1520,12
1495-001,R02,.8,6,1520,12
1495-001,R03,.8,6,1520,12
1496-001,R01,.3,10,1520,12
1496-001,R02,.4,14,1510,12
1496-001,R03,.4,16,1500,12
1496-004,R01,1.5,4,1570,13
1497-001,R01,1.2,7,1520,14
1498-001,R01,0,9,1520,12
1498-001,R02,3.4,11,1450,13
1498-001,R03,2.1,13,1630,14
1499-001,R01,1.3,9,1520,12
1499-001,R02,1.3,8,1450,16
1499-003,R01,1.1,13,1450,15
1500-001,R01,2.7,15,1460,11
1500-001,R02,3.8,9,1400,12
1501-001,R01,.6,12,1480,14
1501-001,R02,.2,15,1500,11
1501-001,R03,.5,8,1490,13
1501-003,R01,.2,13,1490,11
1502-001,R01,1.6,2,1570,14
1502-001,R02,.7,10,1550,12
1502-001,R03,.7,13,1540,12
1503-001,R01,.7,19,1470,11
1503-001,R02,.1,11,1500,12
1504-001,R01,.3,9,1470,13
1504-001,R02,1.2,10,1550,11
1505-001,R01,2.2,1,510,15
1505-001,R02,1.5,1,520,17
1506-001,R01,2.1,19,1460,11
1506-005,R01,1.4,10,1410,12
1507-001,R01,4.4,2,530,17
1507-001,R02,1.9,1,520,16
1507-001,R03,2.2,3,520,16
1508-001,R01,1.1,14,1480,12
1508-001,R02,1,13,1490,12
1508-001,R03,.7,10,1520,12
1508-006,R01,.6,7,1530,13
1509-001,R01,.4,1,520,16
1509-001,R02,.4,1,510,15
1510-001,R01,7.5,7,1550,12
1510-001,R02,7.5,7,1550,12
1510-001,R03,7.5,7,1550,13
1511-001,R01,0,4,530,16
1512-001,R01,.4,5,1560,13
1512-001,R02,.9,11,1530,12
1513-001,R01,2,1,520,18
1513-001,R02,.2,1,530,14
1513-003,R01,1.2,2,530,14
1513-004,R01,.3,2,530,14
1513-004,R02,1.2,1,530,14
1514-001,R01,2.8,16,1420,11
1514-001,R02,2.9,13,1410,12
1515-001,R01,1.3,1,530,15
1516-001,R01,.9,6,1530,12
1516-001,R02,.9,6,1530,12
1516-001,R03,1,9,1540,11
1516-001,R04,1,9,1540,11
1517-001,R01,1.7,2,530,17
1517-001,R02,.5,0,530,17
1517-001,R03,.8,2,540,14
1517-001,R04,2.2,2,520,14
1517-003,R01,.6,0,480,14
1517-003,R02,.8,1,480,14
1518-001,R01,.9,19,1460,11
1518-001,R02,.9,9,1530,11
1518-003,R01,1.4,8,1410,15
1519-001,R01,1.9,0,520,16
1520-001,R01,.8,10,1490,12
1520-001,R02,.7,5,1500,12
1521-001,R01,1.8,1,520,19
1521-001,R02,2,2,530,14
1521-001,R03,2.1,1,530,18
1521-001,R04,1.7,1,530,15
1522-001,R01,.6,7,1490,13
1522-001,R02,.7,8,1560,12
1522-005,R01,1.9,20,1390,11
1522-005,R02,1.9,19,1380,11
1522-005,R03,1.9,17,1380,11
1523-001,R01,2.4,1,530,13
1523-001,R02,.6,1,520,15
1523-004,R01,0,2,520,14
1523-005,R01,1.4,1,520,15
1524-001,R01,3.4,12,1420,12
1524-001,R02,1.6,9,1450,12
1525-002,R01,.4,2,530,14
1525-003,R01,2.1,1,520,21
1525-003,R02,2.2,1,520,19
1526-002,R01,1.1,12,1510,12
1527-001,R01,0,1,530,14
1528-001,R01,.1,6,1110,13
1528-002,R01,.3,10,1090,12
1529-001,R01,1,2,530,14
1530-001,R01,1,7,1120,12
1531-001,R01,0,1,530,15
1532-001,R01,14.9,4,1150,14
1532-001,R02,14.9,1,1160,13
1533-001,R01,1.8,2,520,14
1534-001,R01,2.2,6,1100,12
1534-002,R01,2.2,6,1090,13
1534-003,R01,1.7,8,1120,12
1534-003,R02,.5,6,1160,12
1534-004,R01,2.2,6,1100,12
1534-005,R01,2.2,6,1100,12
1535-001,R01,1.8,1,520,14
1535-001,R02,3.2,2,510,19
1535-001,R03,2.1,1,510,15
1536-001,R01,.8,6,1130,12
1536-001,R02,.9,8,1130,12
1536-001,R03,.1,6,1120,13
1537-002,R01,.3,6,1000,13
1539-001,R01,.3,4,990,15
1540-001,R01,3.7,3,1190,15
1540-001,R02,3.6,3,1190,14
1540-001,R03,3.6,3,1190,14
1540-002,R01,.9,7,1100,12
1540-002,R02,.9,8,1100,12
1540-002,R03,.9,8,1100,12
1541-002,R01,.2,3,990,13
1541-002,R02,.8,3,1010,13
1542-001,R01,.1,8,1120,12
1542-001,R02,.1,7,1120,12
1543-002,R01,0,5,990,12
1544-001,R01,.3,9,1110,12
1544-001,R02,.8,8,1120,12
1545-001,R01,.7,4,1050,11
1545-001,R02,.2,4,1020,13
1546-001,R01,.1,8,1090,12
1547-001,R01,.5,3,990,15
1547-001,R02,.4,4,980,16
1547-003,R01,,,,
1547-003,R02,,,,
1547-003,R03,,,,
1548-001,R01,.1,4,1130,12
1548-001,R02,.2,6,1130,11
1549-001,R01,.4,3,1000,13
1550-001,R01,1,27,1120,11
1551-002,R01,.2,3,1020,17
1551-004,R01,.7,5,1000,13
1551-004,R02,.7,5,1000,14
1552-001,R01,1.9,7,1080,12
1553-001,R01,.8,2,1030,13
1553-001,R02,.9,2,1020,14
1554-001,R01,.6,7,1100,12
1555-001,R01,.7,2,990,15
1555-002,R01,1.2,6,1060,14
1556-001,R01,1.1,9,1120,12
1556-001,R02,.6,7,1090,13
1557-001,R01,.1,4,1000,17
1558-001,R01,.2,6,1120,13
1558-001,R02,1.9,7,1080,17
1559-001,R01,.8,2,1020,13
1559-001,R02,.4,3,1030,16
1560-001,R01,.7,2,950,15
1560-001,R02,.7,2,950,14
1561-001,R01,0,5,990,12
1561-001,R02,1.7,5,1010,11
1562-002,R01,1.1,2,960,14
1563-001,R01,.7,6,1020,12
1564-001,R01,.7,2,930,16
1564-001,R02,.3,3,930,21
1565-001,R01,.6,5,1020,13
1566-001,R01,3.1,2,1100,14
1566-001,R02,3,4,1070,13
1566-001,R03,.7,4,1080,13
1567-001,R01,.3,4,1000,13
1568-002,R01,1.2,2,930,13
1568-002,R02,1.2,2,930,13
1569-001,R01,.6,1,550,15
1569-001,R02,.4,1,550,14
1569-001,R03,.5,1,550,15
1570-001,R01,1.4,4,930,14
1570-001,R02,1,2,950,14
1570-401,R01,.2,4,940,17
1570-401,R02,.3,4,940,21
1570-401,R03,.3,5,940,23
1571-002,R01,.3,2,550,15
1572-001,R01,2.7,4,950,14
1572-001,R02,2.6,2,960,15
1572-001,R03,1,2,960,16
1572-001,R04,1,2,960,16
1573-001,R01,3.8,1,530,14
1573-001,R02,3.8,1,530,14
1573-001,R03,2.3,1,540,15
1574-002,R01,.8,2,950,14
1574-002,R02,.9,2,950,13
1575-001,R01,1.6,2,540,14
1575-001,R02,3.5,1,530,15
1575-001,R03,1.4,1,540,17
1576-001,R01,.4,2,940,14
1576-001,R02,1.1,3,950,14
1576-001,R03,1.2,4,950,17
1576-001,R04,.4,2,940,13
1576-001,R05,1.2,3,950,15
1577-001,R01,1.5,2,550,14
1578-001,R01,,,,
1578-001,R02,,,,
1580-001,R01,.4,2,950,14
1580-001,R02,.5,1,950,14
1581-001,R01,2.1,3,550,17
1581-001,R02,2.2,1,540,16
1582-001,R01,1.5,5,920,18
1582-001,R02,1.5,1,930,13
1582-001,R03,1.5,4,930,13
1582-003,R01,1.2,2,960,13
1583-001,R01,2.8,1,540,15
1583-001,R02,1.3,1,550,13
1584-001,R01,.4,3,940,13
1584-001,R02,1.1,3,940,13
1584-001,R03,.2,4,930,20
1585-001,R01,.6,2,550,14
1585-001,R02,1.4,1,540,15
1585-001,R03,.9,2,550,15
1585-001,R04,1.4,1,540,15
1586-001,R01,2.4,2,910,13
1586-001,R02,2.9,6,1000,13
1587-001,R01,1,1,550,14
1588-001,R01,1.3,4,920,13
1588-001,R02,1.2,4,920,14
1589-001,R01,1.4,2,540,14
1589-001,R02,1.3,2,540,13
1589-001,R03,1,0,550,16
1590-001,R01,1.3,4,920,13
1590-001,R02,.3,4,930,13
1591-001,R01,4,1,530,15
1591-001,R02,4.2,1,530,14
1592-001,R01,2,1,540,15
1593-001,R01,0,9,1160,12
1594-001,R01,.7,1,540,15
1594-001,R02,.7,1,540,16
1595-001,R01,.6,2,550,19
1595-001,R02,.7,1,550,14
1595-001,R03,1.3,1,550,17
1595-001,R04,1.4,1,550,16
1595-004,R01,1.3,1,550,16
1596-001,R01,1,1,550,17
1596-001,R02,.9,1,550,16
1596-007,R01,.1,3,710,13
1596-007,R02,0,3,710,14
1597-001,R01,.9,2,550,18
1599-001,R01,.1,1,550,16
1599-001,R02,1.8,1,540,15
1600-001,R01,2.5,3,570,14
1600-001,R02,2.5,3,570,15
1600-001,R03,2.5,3,570,14
1601-001,R01,,,,
1601-001,R02,,,,
1601-001,R03,,,,
1601-001,R04,,,,
1602-001,R01,.1,2,550,17
1602-001,R02,.1,2,550,17
1603-001,R01,.1,1,620,13
1603-001,R02,5.7,2,610,14
1603-001,R03,1.7,1,630,14
1604-001,R01,.5,1,550,17
1604-001,R02,.5,1,550,16
1604-002,R01,1.2,2,540,14
1605-001,R01,.4,2,600,13
1605-001,R02,.4,2,600,13
1605-001,R03,.3,2,600,15
1605-001,R04,.2,1,600,14
1605-001,R05,.1,1,600,17
1606-001,R01,3.1,1,540,15
1606-001,R02,1.9,1,530,15
1608-001,R01,1.3,2,540,13
1608-001,R02,1.4,2,540,14
1610-001,R01,.3,11,600,11
1610-001,R02,.1,10,560,13
1611-001,R01,1.3,1,610,15
1612-001,R01,1,1,550,15
1613-001,R01,.2,1,610,13
1614-002,R01,.1,1,550,15
1614-002,R02,.1,1,550,13
1615-001,R01,.7,2,600,14
1615-001,R02,.8,2,600,14
1615-001,R03,.8,2,600,15
1616-001,R01,19.7,2,550,14
1616-006,R01,.2,4,810,12
1616-006,R02,.2,5,810,12
1617-001,R01,0,2,630,22
1617-001,R02,.1,2,630,23
1618-001,R01,18.6,5,890,13
1618-001,R02,1,2,540,17
1618-001,R03,1.2,2,540,13
1619-001,R01,10.8,1,480,14
1620-001,R01,.2,1,550,15
1620-001,R02,7.6,2,530,28
1621-001,R01,.3,2,620,17
1623-001,R01,1.7,2,640,18
1623-001,R02,.2,1,620,15
1623-001,R03,.2,2,610,14
1623-001,R04,0,2,620,14
1625-001,R01,.1,3,620,15
1627-001,R01,0,2,620,18
1627-001,R02,.1,1,620,17
1627-001,R03,.1,2,620,17
1627-003,R01,.1,1,620,17
1627-003,R02,.1,2,620,15
1628-001,R01,,,,
1628-001,R02,,,,
1628-001,R03,,,,
1629-001,R01,1.7,1,620,16
1629-001,R02,1.5,5,620,13
1629-001,R03,0,2,600,15
1629-001,R04,.1,1,600,13
1629-001,R05,1.5,3,620,13
1631-001,R01,0,3,620,18
1633-004,R01,1.2,3,630,14
