occ,y2_hhid,qx_type,interview_status,ag_c00,ag_c02,ag_c03_2,ag_c04a,ag_c04b,ag_c04c,ag_c05e,ag_c06,ag_c07
1,0983-002,PANEL A,Panel A - 2 Visits,R01,LOCAL,RG01,1,ACRE,.60000002,,11,PARTLY CLOUDY / PARTLY SUNNY
1,0984-001,PANEL B,Panel B - 2 Visits,R01,LOCAL,RG01,1,ACRE,.80000001,,11,CLEAR / SUNNY
2,0984-001,PANEL B,Panel B - 2 Visits,R02,GROUNDNUTS,RG02,.5,ACRE,.60000002,,12,CLEAR / SUNNY
1,0985-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,2,ACRE,1.62,,11,MOSTLY CLEAR / MOSTLY SUNNY
2,0985-001,PANEL A,Panel A - 2 Visits,R02,GROUNDNUTS,RG02,1,ACRE,.98000002,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,0986-001,PANEL B,Panel B - 2 Visits,R01,MAIZE,RG01,1,ACRE,2.45,,11,CLEAR / SUNNY
2,0986-001,PANEL B,Panel B - 2 Visits,R02,TOBACCO,RG01,1.5,ACRE,1.37,,11,CLEAR / SUNNY
1,0987-001,PANEL A,Panel A - 2 Visits,R01,MAIZE,RG01,2,ACRE,2.9000001,,12,PARTLY CLOUDY / PARTLY SUNNY
2,0987-001,PANEL A,Panel A - 2 Visits,R02,GROUNDNUTS,RG02,1.5,ACRE,2.2,,12,
1,0988-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.56,,12,PARTLY CLOUDY / PARTLY SUNNY
2,0988-001,PANEL B,Panel B - 2 Visits,R02,TOBACCO,RG02,1,ACRE,1.11,,12,PARTLY CLOUDY / PARTLY SUNNY
1,0989-001,PANEL A,Panel A - 2 Visits,R01,MAIZE,RG01,1.5,ACRE,2.1400001,,11,CLEAR / SUNNY
1,0989-003,PANEL A,Panel A - 2 Visits,R01,MAIZE,RG01,.25,ACRE,.40000001,,10,PARTLY CLOUDY / PARTLY SUNNY
1,0990-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,,,,PARTLY CLOUDY / PARTLY SUNNY
2,0990-001,PANEL B,Panel B - 2 Visits,R02,LOCAL MAIZE,RG02,.1,ACRE,.2,,10,PARTLY CLOUDY / PARTLY SUNNY
1,0991-001,PANEL A,Panel A - 2 Visits,R01,HYBRID,RG01,1,ACRE,1.1,,12,PARTLY CLOUDY / PARTLY SUNNY
2,0991-001,PANEL A,Panel A - 2 Visits,R02,SOYA,RG02,.5,ACRE,.2,,11,PARTLY CLOUDY / PARTLY SUNNY
3,0991-001,PANEL A,Panel A - 2 Visits,R03,GNUTS,RG03,2,ACRE,1,,10,PARTLY CLOUDY / PARTLY SUNNY
4,0991-001,PANEL A,Panel A - 2 Visits,R04,HYBRID,RG04,1.5,ACRE,1,,12,PARTLY CLOUDY / PARTLY SUNNY
1,0992-001,PANEL B,Panel B - 2 Visits,R01,OPV MAIZE,RG01,1,ACRE,1.54,,11,MOSTLY CLEAR / MOSTLY SUNNY
2,0992-001,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,.5,ACRE,.41999999,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,0993-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,2,ACRE,1.83,,9,PARTLY CLOUDY / PARTLY SUNNY
2,0993-001,PANEL A,Panel A - 2 Visits,R02,TOBACCO,RG02,.5,ACRE,.47999999,,10,PARTLY CLOUDY / PARTLY SUNNY
3,0993-001,PANEL A,Panel A - 2 Visits,R03,GROUNDNUTS,RG03,.5,ACRE,.61000001,,10,PARTLY CLOUDY / PARTLY SUNNY
1,0994-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,3,ACRE,1.99,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,0994-001,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,2,ACRE,1.62,,10,MOSTLY CLEAR / MOSTLY SUNNY
3,0994-001,PANEL B,Panel B - 2 Visits,R03,TOBACCO,RG03,.5,ACRE,.23999999,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,0994-003,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.81,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,0994-004,PANEL B,Panel B - 2 Visits,R01,OPV MAIZE,RG01,1.5,ACRE,1.09,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,0994-004,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,.5,ACRE,.31,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,0995-001,PANEL A,Panel A - 2 Visits,R01,HYBRID,RG01,1,ACRE,.69999999,,9,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,0995-001,PANEL A,Panel A - 2 Visits,R02,HYBRID,RG02,.5,ACRE,.69999999,,8,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
3,0995-001,PANEL A,Panel A - 2 Visits,R03,HYBRID,RG03,1,ACRE,1.2,,9,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
4,0995-001,PANEL A,Panel A - 2 Visits,R04,GROUNDNUTS,RG04,.25,ACRE,.2,,9,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,0996-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.80000001,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,0996-001,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,1,ACRE,.34,,10,MOSTLY CLEAR / MOSTLY SUNNY
3,0996-001,PANEL B,Panel B - 2 Visits,R03,TOBACCO,RG03,.5,ACRE,.20999999,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,0997-001,PANEL A,Panel A - 2 Visits,R01,HYBRID,RG01,1,ACRE,4.0999999,,10,CLEAR / SUNNY
2,0997-001,PANEL A,Panel A - 2 Visits,R02,GROUNDNUTS,RG02,1,ACRE,1,,11,CLEAR / SUNNY
1,0998-001,PANEL B,Panel B - 2 Visits,R01,MAIZE,RG01,1.5,ACRE,.88999999,,11,CLEAR / SUNNY
2,0998-001,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,.25,ACRE,.37,,11,CLEAR / SUNNY
1,0999-001,PANEL A,Panel A - 2 Visits,R01,HYBRID,RG01,1,ACRE,.89999998,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,0999-001,PANEL A,Panel A - 2 Visits,R02,GROUNDNUTS,RG02,.5,ACRE,.40000001,,9,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
3,0999-001,PANEL A,Panel A - 2 Visits,R03,TOBACCO,RG03,.5,ACRE,.30000001,,9,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1000-001,PANEL B,Panel B - 2 Visits,R01,MAIZE,RG01,1,ACRE,1.83,,11,CLEAR / SUNNY
2,1000-001,PANEL B,Panel B - 2 Visits,R02,TOBACCO,RG01,.25,ACRE,.47,,11,CLEAR / SUNNY
3,1000-001,PANEL B,Panel B - 2 Visits,R03,G/NUTS,RG01,1.75,ACRE,1,,11,CLEAR / SUNNY
4,1000-001,PANEL B,Panel B - 2 Visits,R04,MAIZE,RG02,1,ACRE,1.05,,11,CLEAR / SUNNY
5,1000-001,PANEL B,Panel B - 2 Visits,R05,SOYA,RG02,.5,ACRE,.76999998,,11,CLEAR / SUNNY
6,1000-001,PANEL B,Panel B - 2 Visits,R06,S/POTATO,RG02,.5,ACRE,.33000001,,11,CLEAR / SUNNY
7,1000-001,PANEL B,Panel B - 2 Visits,R07,G/NUTS,RG02,1,ACRE,.97000003,,11,CLEAR / SUNNY
1,1001-001,PANEL A,Panel A - 2 Visits,R01,MAIZE,RG01,1,ACRE,1.53,,10,COMPLETELY CLOUDY
1,1002-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.75999999,,12,PARTLY CLOUDY / PARTLY SUNNY
2,1002-001,PANEL B,Panel B - 2 Visits,R02,SOYABEAN,RG02,.5,ACRE,.23,,12,PARTLY CLOUDY / PARTLY SUNNY
3,1002-001,PANEL B,Panel B - 2 Visits,R03,G/NUTS,RG03,.5,ACRE,.2,,10,CLEAR / SUNNY
1,1003-001,PANEL A,Panel A - 2 Visits,R01,MAIZE,RG01,1.5,ACRE,2.3099999,,10,PARTLY CLOUDY / PARTLY SUNNY
2,1003-001,PANEL A,Panel A - 2 Visits,R02,GROUNDNUTS,RG02,.5,ACRE,1.11,,10,PARTLY CLOUDY / PARTLY SUNNY
1,1004-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,2,ACRE,1.66,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,1004-001,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,1,ACRE,.98000002,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,1004-003,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,1005-001,PANEL A,Panel A - 2 Visits,R01,MAIZE,RG01,4,ACRE,2.8399999,,10,PARTLY CLOUDY / PARTLY SUNNY
2,1005-001,PANEL A,Panel A - 2 Visits,R02,G/NUTS,RG02,2,ACRE,6.1300001,,10,PARTLY CLOUDY / PARTLY SUNNY
3,1005-001,PANEL A,Panel A - 2 Visits,R03,MUNDA,RG03,2,ACRE,1.9,,10,PARTLY CLOUDY / PARTLY SUNNY
1,1006-001,PANEL B,Panel B - 2 Visits,R01,MAIZE,RG01,1.15,ACRE,1.22,,11,CLEAR / SUNNY
2,1006-001,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,.25,ACRE,.07,,11,CLEAR / SUNNY
1,1007-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,2,ACRE,1.5700001,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,1007-001,PANEL A,Panel A - 2 Visits,R02,TOBACCO,RG02,.5,ACRE,.18000001,,10,MOSTLY CLEAR / MOSTLY SUNNY
3,1007-001,PANEL A,Panel A - 2 Visits,R03,GROUNDNUTS,RG03,.5,ACRE,.47999999,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,1007-003,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,1.5700001,,10,PARTLY CLOUDY / PARTLY SUNNY
2,1007-003,PANEL A,Panel A - 2 Visits,R02,TOBACCO,RG02,.5,ACRE,.81999999,,10,PARTLY CLOUDY / PARTLY SUNNY
3,1007-003,PANEL A,Panel A - 2 Visits,R03,G/NUTS,RG03,.5,ACRE,.33000001,,10,PARTLY CLOUDY / PARTLY SUNNY
1,1008-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.82999998,,12,PARTLY CLOUDY / PARTLY SUNNY
2,1008-001,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,.5,ACRE,.5,,12,PARTLY CLOUDY / PARTLY SUNNY
3,1008-001,PANEL B,Panel B - 2 Visits,R03,HYBRID MAIZ,RG03,.75,ACRE,.77999997,,12,PARTLY CLOUDY / PARTLY SUNNY
4,1008-001,PANEL B,Panel B - 2 Visits,R04,SOYA BEANS,RG04,.5,ACRE,.039999999,,11,CLEAR / SUNNY
5,1008-001,PANEL B,Panel B - 2 Visits,R05,SWEET POTATO,RG03,.5,ACRE,.16,,11,CLEAR / SUNNY
1,1009-001,PANEL A,Panel A - 2 Visits,R01,HYBRID RECYCLED,RG01,2,ACRE,3.1700001,,11,MOSTLY CLEAR / MOSTLY SUNNY
2,1009-001,PANEL A,Panel A - 2 Visits,R02,TOBACCO,RG02,.5,ACRE,.44999999,,11,MOSTLY CLEAR / MOSTLY SUNNY
3,1009-001,PANEL A,Panel A - 2 Visits,R03,GROUNDNUTS,RG03,1,ACRE,.76999998,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,1010-001,PANEL B,Panel B - 2 Visits,R01,LOCAL,RG01,1,ACRE,.89999998,,11,CLEAR / SUNNY
2,1010-001,PANEL B,Panel B - 2 Visits,R02,GROUNDNUTS,RG02,.25,ACRE,.2,,9,CLEAR / SUNNY
1,1011-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,1.08,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,1011-001,PANEL A,Panel A - 2 Visits,R02,G/NUTS,RG02,.5,ACRE,.25999999,,10,MOSTLY CLEAR / MOSTLY SUNNY
3,1011-001,PANEL A,Panel A - 2 Visits,R03,SOYABEANS,RG03,.5,ACRE,.20999999,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,1012-001,PANEL B,Panel B - 2 Visits,R01,LOCAL,RG01,2,ACRE,2.3,,11,CLEAR / SUNNY
2,1012-001,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,1,ACRE,.69999999,,12,CLEAR / SUNNY
1,1013-001,PANEL A,Panel A - 2 Visits,R01,HYBRID,RG01,2,ACRE,.89999998,,12,PARTLY CLOUDY / PARTLY SUNNY
2,1013-001,PANEL A,Panel A - 2 Visits,R02,G/NUTS,RG02,1,ACRE,.5,,12,PARTLY CLOUDY / PARTLY SUNNY
1,1014-001,PANEL B,Panel B - 2 Visits,R01,LOCAL,RG01,1,ACRE,2.9000001,,10,CLEAR / SUNNY
1,1015-001,PANEL A,Panel A - 2 Visits,R01,LOCAL,RG01,1,ACRE,2,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,1015-001,PANEL A,Panel A - 2 Visits,R02,GROUNDNUTS,RG02,.5,ACRE,.80000001,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,1016-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,1,ACRE,.86000001,,12,PARTLY CLOUDY / PARTLY SUNNY
2,1016-001,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,.5,ACRE,.57999998,,12,PARTLY CLOUDY / PARTLY SUNNY
3,1016-001,PANEL B,Panel B - 2 Visits,R03,SOYABEANS,RG03,.25,ACRE,.31,,12,PARTLY CLOUDY / PARTLY SUNNY
4,1016-001,PANEL B,Panel B - 2 Visits,R04,SWEET POTATO,RG04,.2,ACRE,.1,,11,PARTLY CLOUDY / PARTLY SUNNY
1,1017-001,PANEL A,Panel A - 2 Visits,R01,HYBRID,RG01,1,ACRE,1.97,,12,PARTLY CLOUDY / PARTLY SUNNY
2,1017-001,PANEL A,Panel A - 2 Visits,R02,HYBRID,RG02,1,ACRE,.85000002,,12,PARTLY CLOUDY / PARTLY SUNNY
3,1017-001,PANEL A,Panel A - 2 Visits,R03,HYBRID,RG03,1,ACRE,1.9400001,,12,PARTLY CLOUDY / PARTLY SUNNY
4,1017-001,PANEL A,Panel A - 2 Visits,R04,G/NUTS,RG04,1,ACRE,1.1900001,,12,PARTLY CLOUDY / PARTLY SUNNY
1,1018-001,PANEL B,Panel B - 2 Visits,R01,MAIZE,RG01,1,ACRE,.51999998,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,1018-001,PANEL B,Panel B - 2 Visits,R02,COTTON,RG01,1,ACRE,.74000001,,10,MOSTLY CLEAR / MOSTLY SUNNY
3,1018-001,PANEL B,Panel B - 2 Visits,R03,G/NUTS,RG02,1,ACRE,.66000003,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,1018-002,PANEL B,Panel B - 2 Visits,R01,MAIZE,RG01,2,ACRE,1.54,,11,CLEAR / SUNNY
2,1018-002,PANEL B,Panel B - 2 Visits,R02,MAIZE,RG02,1.25,ACRE,1,,11,CLEAR / SUNNY
3,1018-002,PANEL B,Panel B - 2 Visits,R03,G/NUTS,RG02,.25,ACRE,.28999999,,11,CLEAR / SUNNY
1,1019-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,3,ACRE,4.4400001,,11,PARTLY CLOUDY / PARTLY SUNNY
2,1019-001,PANEL A,Panel A - 2 Visits,R02,G/NUTS,RG02,1,ACRE,.66000003,,11,PARTLY CLOUDY / PARTLY SUNNY
1,1020-001,PANEL B,Panel B - 2 Visits,R01,HYBRID,RG01,1,ACRE,.40000001,,11,CLEAR / SUNNY
2,1020-001,PANEL B,Panel B - 2 Visits,R02,TOBACCO,RG02,.5,ACRE,.40000001,,12,CLEAR / SUNNY
1,1020-003,PANEL B,Panel B - Combined Visit,R01,LOCAL,RG01,1,ACRE,1,,11,CLEAR / SUNNY
2,1020-003,PANEL B,Panel B - Combined Visit,R02,SWEET POTATOES,RG02,1,ACRE,.1,,11,CLEAR / SUNNY
1,1021-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,1.11,,12,PARTLY CLOUDY / PARTLY SUNNY
2,1021-001,PANEL A,Panel A - 2 Visits,R02,GROUNDNUTS,RG02,1,ACRE,.88,,12,PARTLY CLOUDY / PARTLY SUNNY
3,1021-001,PANEL A,Panel A - 2 Visits,R03,NZAMA,RG03,1,ACRE,.80000001,,9,CLEAR / SUNNY
1,1022-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE,RG01,.0099999998,ACRE,.88,,11,PARTLY CLOUDY / PARTLY SUNNY
2,1022-001,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,.5,ACRE,.74000001,,12,PARTLY CLOUDY / PARTLY SUNNY
3,1022-001,PANEL B,Panel B - 2 Visits,R03,LOCAL MAIZE,RG03,1,ACRE,.69999999,,11,CLEAR / SUNNY
4,1022-001,PANEL B,Panel B - 2 Visits,R04,TOBACCO,RG04,1,ACRE,.30000001,,11,CLEAR / SUNNY
1,1022-003,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,2.01,,12,PARTLY CLOUDY / PARTLY SUNNY
2,1022-003,PANEL B,Panel B - 2 Visits,R02,TOBACCO,RG02,.5,ACRE,.52999997,,12,PARTLY CLOUDY / PARTLY SUNNY
1,1023-001,PANEL A,Panel A - 2 Visits,R01,MAIZE,RG01,2,ACRE,1.21,,9,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,1023-001,PANEL A,Panel A - 2 Visits,R02,GROUNDNUTS,RG02,1,ACRE,.50999999,,9,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1024-001,PANEL B,Panel B - 2 Visits,R01,MAIZE,RG01,.5,ACRE,.69,,,
2,1024-001,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,.5,ACRE,.27000001,,,
1,1025-001,PANEL A,Panel A - 2 Visits,R01,TOBACCO,RG01,1,ACRE,.83999997,,11,CLEAR / SUNNY
2,1025-001,PANEL A,Panel A - 2 Visits,R02,MAIZE,RG02,.5,ACRE,.57999998,,10,CLEAR / SUNNY
3,1025-001,PANEL A,Panel A - 2 Visits,R03,MAIZE,RG03,.25,ACRE,.22,,8,CLEAR / SUNNY
1,1025-003,PANEL A,Panel A - 2 Visits,R01,MAIZE,RG01,.25,ACRE,.52999997,,11,CLEAR / SUNNY
1,1026-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE PLOT,RG01,4,ACRE,7.3099999,,11,CLEAR / SUNNY
1,1026-003,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE PLOT,RG01,3,ACRE,3.27,,12,CLEAR / SUNNY
2,1026-003,PANEL B,Panel B - 2 Visits,R02,TOBACCO PLOT,RG02,3,ACRE,2.3800001,,12,CLEAR / SUNNY
3,1026-003,PANEL B,Panel B - 2 Visits,R03,TOBACCO PLOT,RG03,3,ACRE,3,,12,CLEAR / SUNNY
1,1027-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE PLOT,RG01,2,ACRE,1.3099999,,11,MOSTLY CLEAR / MOSTLY SUNNY
2,1027-001,PANEL A,Panel A - 2 Visits,R02,G/NUTS PLOT,RG02,2,ACRE,.81999999,,11,MOSTLY CLEAR / MOSTLY SUNNY
1,1028-001,PANEL B,Panel B - 2 Visits,R01,LOCAL,RG01,.5,ACRE,.5,,11,CLEAR / SUNNY
2,1028-001,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,.5,ACRE,.5,,11,CLEAR / SUNNY
1,1029-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE PLOT,RG01,1,ACRE,.86000001,,11,CLEAR / SUNNY
1,1030-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,.56999999,,12,CLEAR / SUNNY
2,1030-001,PANEL B,Panel B - 2 Visits,R02,TOBACCO,RG02,.5,ACRE,.36000001,,12,CLEAR / SUNNY
1,1030-003,PANEL B,Panel B - Combined Visit,R01,HYBRID MAIZE,RG01,.69999999,ACRE,1.6799999,,11,CLEAR / SUNNY
2,1030-003,PANEL B,Panel B - Combined Visit,R02,TOBACCO,RG01,.5,ACRE,.31999999,,11,CLEAR / SUNNY
3,1030-003,PANEL B,Panel B - Combined Visit,R03,SOYA,RG01,.30000001,ACRE,.13,,11,CLEAR / SUNNY
4,1030-003,PANEL B,Panel B - Combined Visit,R04,KATONDO,RG02,.25,ACRE,1.2,,10,CLEAR / SUNNY
1,1031-001,PANEL A,Panel A - 2 Visits,R01,HYBRID,RG01,1,ACRE,.80000001,,11,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
2,1031-001,PANEL A,Panel A - 2 Visits,R02,HYBRID,RG02,.40000001,ACRE,.2,,9,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
3,1031-001,PANEL A,Panel A - 2 Visits,R03,G/NUTS,RG03,1,ACRE,1,,10,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1032-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE PLOT,RG01,2,ACRE,2.0799999,,11,CLEAR / SUNNY
1,1033-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE,RG01,.5,ACRE,.64999998,,12,CLEAR / SUNNY
2,1033-001,PANEL A,Panel A - 2 Visits,R02,G/NUTS,RG02,.5,ACRE,.25,,11,CLEAR / SUNNY
3,1033-001,PANEL A,Panel A - 2 Visits,R03,TOBACCO,RG03,1,ACRE,1.1799999,,12,CLEAR / SUNNY
1,1034-002,PANEL B,Panel B - 2 Visits,R01,MAIZE,RG01,1,ACRE,.56999999,,10,PARTLY CLOUDY / PARTLY SUNNY
2,1034-002,PANEL B,Panel B - 2 Visits,R02,GROUNDNUTS,RG02,.5,ACRE,.36000001,,10,PARTLY CLOUDY / PARTLY SUNNY
1,1035-001,PANEL A,Panel A - 2 Visits,R01,LOCAL MAIZE,RG01,1,ACRE,1.05,,12,PARTLY CLOUDY / PARTLY SUNNY
2,1035-001,PANEL A,Panel A - 2 Visits,R02,SOYA BEANS,RG02,.5,ACRE,.1,,10,PARTLY CLOUDY / PARTLY SUNNY
3,1035-001,PANEL A,Panel A - 2 Visits,R03,G/NUTS,RG03,.25,ACRE,.80000001,,11,PARTLY CLOUDY / PARTLY SUNNY
1,1036-001,PANEL B,Panel B - 2 Visits,R01,BURLEY,RG01,1,ACRE,.67000002,,10,MOSTLY CLEAR / MOSTLY SUNNY
2,1036-001,PANEL B,Panel B - 2 Visits,R02,BURLEY,RG02,1,ACRE,1.1,,12,MOSTLY CLEAR / MOSTLY SUNNY
3,1036-001,PANEL B,Panel B - 2 Visits,R03,MAIZE,RG03,1.5,ACRE,.93000001,,12,MOSTLY CLEAR / MOSTLY SUNNY
4,1036-001,PANEL B,Panel B - 2 Visits,R04,MAIZE,RG04,1,ACRE,.85000002,,10,PARTLY CLOUDY / PARTLY SUNNY
1,1036-007,PANEL B,Panel B - 2 Visits,R01,MAIZE,RG01,2,ACRE,2.71,,10,PARTLY CLOUDY / PARTLY SUNNY
2,1036-007,PANEL B,Panel B - 2 Visits,R02,MTEDZA,RG02,1,ACRE,.40000001,,8,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
3,1036-007,PANEL B,Panel B - 2 Visits,R03,TOBACCO,RG03,1,ACRE,1.26,,10,PARTLY CLOUDY / PARTLY SUNNY
1,1037-001,PANEL A,Panel A - 2 Visits,R01,LOCAL,RG01,1,ACRE,1.1,,7,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
1,1038-001,PANEL B,Panel B - 2 Visits,R01,HYBRID,RG01,1.5,ACRE,1.2,,10,CLEAR / SUNNY
2,1038-001,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,.5,ACRE,.60000002,,10,CLEAR / SUNNY
3,1038-001,PANEL B,Panel B - 2 Visits,R03,TOBACCO,RG03,1.5,ACRE,.89999998,,10,CLEAR / SUNNY
1,1039-001,PANEL A,Panel A - 2 Visits,R01,HYBRID MAIZE PLOT,RG01,1,ACRE,.99000001,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,1040-001,PANEL B,Panel B - 2 Visits,R01,LOCAL MAIZE,RG01,1.5,ACRE,1.5,,11,CLEAR / SUNNY
2,1040-001,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,.25,ACRE,.44,,10,CLEAR / SUNNY
3,1040-001,PANEL B,Panel B - 2 Visits,R03,TOBACCO,RG03,.5,ACRE,.25,,11,CLEAR / SUNNY
4,1040-001,PANEL B,Panel B - 2 Visits,R04,GROUND BEANS,RG04,.2,ACRE,.0099999998,,10,CLEAR / SUNNY
5,1040-001,PANEL B,Panel B - 2 Visits,R05,SOYA BEANS,RG05,.30000001,ACRE,.12,,10,CLEAR / SUNNY
1,1041-001,PANEL A,Panel A - 2 Visits,R01,MAIZE,RG01,.5,ACRE,.63999999,,10,CLEAR / SUNNY
1,1042-001,PANEL B,Panel B - 2 Visits,R01,LOCAL,RG01,2,ACRE,1.5,,12,PARTLY CLOUDY / PARTLY SUNNY
2,1042-001,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,.5,ACRE,.80000001,,9,PARTLY CLOUDY / PARTLY SUNNY
1,1042-004,PANEL B,Panel B - 2 Visits,R01,LOCAL,RG01,1,ACRE,.5,,12,CLEAR / SUNNY
1,1043-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1044-001,PANEL B,Panel B - 2 Visits,R01,HYBRID MAIZE PLOT,RG01,.5,ACRE,.30000001,,7,PARTLY CLOUDY / PARTLY SUNNY
2,1044-001,PANEL B,Panel B - 2 Visits,R02,TOBACCO PLOT,RG02,1.25,ACRE,1.13,,8,PARTLY CLOUDY / PARTLY SUNNY
1,1045-001,PANEL A,Panel A - 2 Visits,R01,MAIZE,RG01,1,ACRE,1.12,,10,CLEAR / SUNNY
2,1045-001,PANEL A,Panel A - 2 Visits,R02,G/NUTS,RG02,1,ACRE,.57999998,,8,PARTLY CLOUDY / PARTLY SUNNY
1,1046-001,PANEL B,Panel B - 2 Visits,R01,MAIZE,RG01,1.5,ACRE,.69999999,,10,PARTLY CLOUDY / PARTLY SUNNY
2,1046-001,PANEL B,Panel B - 2 Visits,R02,TOBACCO,RG02,.75,ACRE,.54000002,,10,PARTLY CLOUDY / PARTLY SUNNY
3,1046-001,PANEL B,Panel B - 2 Visits,R03,MUNDA,RG02,1.5,ACRE,1.14,,10,MOSTLY CLEAR / MOSTLY SUNNY
1,1046-002,PANEL B,Panel B - 2 Visits,R01,MAIZE,RG01,.75,ACRE,.33000001,,11,PARTLY CLOUDY / PARTLY SUNNY
2,1046-002,PANEL B,Panel B - 2 Visits,R02,G/NUTS,RG02,.5,ACRE,.38,,10,PARTLY CLOUDY / PARTLY SUNNY
1,1047-001,PANEL A,Panel A - Combined Visit,R01,MAIZE,RG01,.5,ACRE,.46000001,,10,CLEAR / SUNNY
2,1047-001,PANEL A,Panel A - Combined Visit,R02,G/NUTS,RG01,.25,ACRE,.41999999,,10,CLEAR / SUNNY
