occ,y2_hhid,qx_type,interview_status,ag_a1_start,ag_a1_end,ag_a2_start,ag_a2_end,ag_b_start,ag_b_end,ag_b_start_day,ag_b_start_month,ag_b_start_hour,ag_b_start_minute,ag_b_end_hour,ag_b_end_minute,ag_b_respondent,ag_b1_start,ag_b1_end,ag_b1_start_day,ag_b1_start_month,ag_b1_start_hour,ag_b1_start_minute,ag_b1_end_hour,ag_b1_end_minute,ag_b1_respondent,ag_c_start,ag_c_end,ag_c_start_day,ag_c_start_month,ag_c_start_hour,ag_c_start_minute,ag_c_end_hour,ag_c_end_minute,ag_c_respondent,ag_d_start,ag_d_end,ag_d_start_day,ag_d_start_month,ag_d_start_hour,ag_d_start_minute,ag_d_end_hour,ag_d_end_minute,ag_d_respondent,ag_e_start,ag_e_end,ag_e_start_day,ag_e_start_month,ag_e_start_hour,ag_e_start_minute,ag_e_end_hour,ag_e_end_minute,ag_e_respondent,ag_f_start,ag_f_end,ag_f_start_day,ag_f_start_month,ag_f_start_hour,ag_f_start_minute,ag_f_end_hour,ag_f_end_minute,ag_f_respondent,ag_g_start,ag_g_end,ag_g_start_day,ag_g_start_month,ag_g_start_hour,ag_g_start_minute,ag_g_end_hour,ag_g_end_minute,ag_h_start,ag_h_end,ag_h_start_day,ag_h_start_month,ag_h_start_hour,ag_h_start_minute,ag_h_end_hour,ag_h_end_minute,ag_h_respondent,ag_r_start,ag_r_end,ag_r_start_day,ag_r_start_month,ag_r_start_hour,ag_r_start_minute,ag_r_end_hour,ag_r_end_minute,ag_s_start,ag_s_end,ag_s_start_day,ag_s_start_month,ag_s_start_hour,ag_s_start_minute,ag_s_end_hour,ag_s_end_minute,ag_s_respondent,ag_i_start,ag_i_end,ag_i_start_day,ag_i_start_month,ag_i_start_hour,ag_i_start_minute,ag_i_end_hour,ag_i_end_minute,ag_i1_start,ag_i1_end,ag_i1_start_day,ag_i1_start_month,ag_i1_start_hour,ag_i1_start_minute,ag_i1_end_hour,ag_i1_end_minute,ag_i1_respondent,ag_j_start,ag_j_end,ag_j_start_day,ag_j_start_month,ag_j_start_hour,ag_j_start_minute,ag_j_end_hour,ag_j_end_minute,ag_j_respondent,ag_k_start,ag_k_end,ag_k_start_day,ag_k_start_month,ag_k_start_hour,ag_k_start_minute,ag_k_end_hour,ag_k_end_minute,ag_k_respondent,ag_l_start,ag_l_end,ag_l_start_day,ag_l_start_month,ag_l_start_hour,ag_l_start_minute,ag_l_end_hour,ag_l_end_minute,ag_l_respondent,ag_m_start,ag_m_end,ag_m_start_day,ag_m_start_month,ag_m_start_hour,ag_m_start_minute,ag_m_end_hour,ag_m_end_minute,ag_m_respondent,ag_n_start,ag_n_end,ag_n_start_day,ag_n_start_month,ag_n_start_hour,ag_n_start_minute,ag_n_end_hour,ag_n_end_minute,ag_n_respondent,ag_o1_start,ag_o1_end,ag_o1_start_day,ag_o1_start_month,ag_o1_start_hour,ag_o1_start_minute,ag_o1_end_hour,ag_o1_end_minute,ag_o11_start,ag_o11_end,ag_o11_start_day,ag_o11_start_month,ag_o11_start_hour,ag_o11_start_minute,ag_o11_end_hour,ag_o11_end_minute,ag_o11_respondent,ag_o2_start,ag_o2_end,ag_o2_start_day,ag_o2_start_month,ag_o2_start_hour,ag_o2_start_minute,ag_o2_end_hour,ag_o2_end_minute,ag_o2_respondent,ag_p_start,ag_p_end,ag_p_start_day,ag_p_start_month,ag_p_start_hour,ag_p_start_minute,ag_p_end_hour,ag_p_end_minute,ag_p_respondent,ag_q_start,ag_q_end,ag_q_start_day,ag_q_start_month,ag_q_start_hour,ag_q_start_minute,ag_q_end_hour,ag_q_end_minute,ag_t_start,ag_t_end,ag_t_start_day,ag_t_start_month,ag_t_start_hour,ag_t_start_minute,ag_t_end_hour,ag_t_end_minute,ag_t_respondent,ag_u1_start,ag_u1_end,ag_u1_start_day,ag_u1_start_month,ag_u1_start_hour,ag_u1_start_minute,ag_u1_manager,ag_u1_manager_a,ag_u1_end_hour,ag_u1_end_minute,ag_u2_start,ag_u2_end,ag_u2_start_day,ag_u2_start_month,ag_u2_start_hour,ag_u2_start_minute,ag_u2_manager_a,ag_u2_end_hour,ag_u2_end_minute,ag_u3_start,ag_u3_end,ag_u3_start_day,ag_u3_start_month,ag_u3_start_hour,ag_u3_start_minute,ag_u3_manager_a,ag_u3_end_hour,ag_u3_end_minute,ag_u4_start,ag_u4_end,ag_u4_start_day,ag_u4_start_month,ag_u4_start_hour,ag_u4_start_minute,ag_u4_manager_a,ag_u4_end_hour,ag_u4_end_minute,ag_nr_start,ag_nr_end
1,1942-001,PANEL B,Panel B - 2 Visits,01/07/13 01:46:02,01/07/13 01:49:55,,13/10/13 00:48:04,01/07/13 01:49:55,13/10/13 00:48:09,28,JUNE,8,39,8,51,1,01/07/13 01:59:20,13/10/13 00:48:10,28,JUNE,8,51,8,53,1,01/07/13 02:01:17,13/10/13 00:48:10,28,JUNE,8,53,8,54,1,01/07/13 02:03:19,13/10/13 00:48:10,28,JUNE,8,55,9,4,1,01/07/13 02:08:32,13/10/13 00:48:11,28,JUNE,9,5,9,5,1,01/07/13 02:09:14,13/10/13 00:48:11,28,JUNE,9,5,9,9,1,01/07/13 02:12:00,13/10/13 00:48:11,28,JUNE,9,9,9,13,01/07/13 02:17:23,13/10/13 00:48:11,28,JUNE,9,13,9,16,1,01/07/13 02:20:16,13/10/13 00:48:12,28,JUNE,9,16,9,28,01/07/13 02:26:35,13/10/13 00:48:12,28,JUNE,9,28,9,28,1,13/10/13 02:02:37,13/10/13 02:06:23,1,OCTOBER,10,59,11,11,13/10/13 02:06:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/10/13 02:06:55,,,,,,,,,13/10/13 02:06:56,,,,,,,,,,,,,,,,,,,,,,,,,,13/10/13 02:06:57,13/10/13 02:08:20,1,OCTOBER,11,14,11,18,1,13/10/13 02:08:21,13/10/13 02:09:11,1,OCTOBER,11,18,1,1,11,26,13/10/13 02:09:11,13/10/13 02:09:30,1,OCTOBER,11,26,1,11,32,13/10/13 02:09:30,,,,,,,,,,,,,,,,,,01/07/13 02:27:08,01/07/13 02:27:42
1,1943-001,PANEL A,Panel A - 2 Visits,09/05/13 04:45:46,09/05/13 04:53:22,,14/08/13 22:16:22,09/05/13 04:53:22,14/08/13 22:16:22,30,APRIL,8,23,8,24,2,09/05/13 04:54:00,14/08/13 22:16:22,30,APRIL,8,24,8,26,2,09/05/13 04:55:29,14/08/13 22:16:22,30,APRIL,8,26,8,27,2,09/05/13 04:57:04,14/08/13 22:16:22,30,APRIL,8,27,8,37,2,09/05/13 05:01:12,14/08/13 22:16:42,30,APRIL,8,37,8,44,2,09/05/13 05:06:04,14/08/13 22:16:42,30,APRIL,8,44,8,44,2,09/05/13 05:07:19,14/08/13 22:16:43,30,APRIL,8,45,8,46,09/05/13 05:08:43,14/08/13 22:16:44,30,APRIL,8,46,8,49,2,09/05/13 05:10:17,14/08/13 22:16:45,30,APRIL,8,49,8,49,,14/08/13 22:16:45,,,,,,,,14/08/13 22:38:08,14/08/13 22:41:58,7,AUGUST,9,41,9,50,14/08/13 22:41:58,14/08/13 22:43:16,7,AUGUST,9,51,9,53,2,14/08/13 22:43:16,14/08/13 22:46:02,7,AUGUST,9,53,9,56,2,14/08/13 22:46:02,14/08/13 22:48:33,7,AUGUST,9,56,10,10,2,14/08/13 22:48:33,14/08/13 22:49:06,7,AUGUST,10,10,10,2,2,14/08/13 22:49:06,14/08/13 22:49:49,7,AUGUST,10,2,10,5,2,14/08/13 22:49:49,14/08/13 22:50:25,7,AUGUST,10,5,10,8,2,14/08/13 22:50:25,14/08/13 22:51:17,7,AUGUST,10,8,10,12,14/08/13 22:51:17,,,,,,,,,14/08/13 22:51:21,,,,,,,,,,,,,,,,,,,,,,,,,,14/08/13 22:51:22,14/08/13 22:51:48,7,AUGUST,10,12,10,16,2,14/08/13 22:51:48,14/08/13 22:53:18,7,AUGUST,10,16,1,1,10,25,14/08/13 22:53:18,14/08/13 22:53:45,7,AUGUST,10,26,1,10,38,14/08/13 22:53:45,,,,,,,,,,,,,,,,,,09/05/13 05:10:44,09/05/13 05:11:38
1,1944-001,PANEL B,Panel B - 2 Visits,17/07/13 19:24:18,17/07/13 19:25:35,,11/10/13 00:03:47,17/07/13 19:25:35,11/10/13 00:03:52,27,JUNE,14,4,14,9,2,17/07/13 19:32:46,11/10/13 00:03:52,27,JUNE,14,9,14,10,2,17/07/13 19:34:42,11/10/13 00:03:52,27,JUNE,14,10,14,11,2,17/07/13 19:37:11,11/10/13 00:03:52,27,JUNE,14,11,14,17,2,17/07/13 19:48:26,11/10/13 00:03:53,27,JUNE,14,17,14,18,2,17/07/13 19:49:17,11/10/13 00:03:53,27,JUNE,14,18,14,19,2,17/07/13 19:49:39,11/10/13 00:03:56,27,JUNE,14,19,14,21,17/07/13 19:51:36,11/10/13 00:03:56,27,JUNE,14,21,14,25,2,17/07/13 19:55:10,11/10/13 00:03:58,27,JUNE,14,25,14,26,,11/10/13 00:03:58,,,,,,,,11/10/13 00:09:03,11/10/13 00:11:41,30,SEPTEMBER,13,45,13,52,11/10/13 00:11:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/10/13 00:11:43,,,,,,,,,11/10/13 00:11:43,11/10/13 00:12:55,30,SEPTEMBER,13,52,13,54,2,11/10/13 00:12:55,11/10/13 00:13:58,30,SEPTEMBER,13,54,13,57,2,11/10/13 00:13:58,11/10/13 00:14:41,30,SEPTEMBER,13,57,14,2,11/10/13 00:14:41,11/10/13 00:15:24,30,SEPTEMBER,14,2,14,5,2,11/10/13 00:15:24,11/10/13 00:19:28,30,SEPTEMBER,14,5,2,2,14,13,11/10/13 00:19:29,11/10/13 00:20:00,30,SEPTEMBER,14,13,2,14,18,11/10/13 00:20:00,,,,,,,,,,,,,,,,,,17/07/13 19:55:38,17/07/13 19:56:07
1,1944-002,PANEL B,Panel B - 2 Visits,01/07/13 04:20:24,01/07/13 04:21:56,,11/10/13 03:34:49,01/07/13 04:21:56,11/10/13 03:34:49,27,JUNE,9,54,10,3,1,01/07/13 04:25:28,11/10/13 03:34:49,27,JUNE,10,3,10,4,1,01/07/13 04:26:47,11/10/13 03:34:49,27,JUNE,10,4,10,5,1,01/07/13 04:28:17,11/10/13 03:34:50,27,JUNE,10,5,10,11,1,01/07/13 04:30:43,11/10/13 03:34:50,27,JUNE,10,11,10,12,1,01/07/13 04:31:39,11/10/13 03:34:50,27,JUNE,10,12,10,15,1,01/07/13 04:33:35,11/10/13 03:34:50,27,JUNE,10,15,10,15,01/07/13 04:35:30,11/10/13 03:34:50,27,JUNE,10,15,10,17,1,01/07/13 04:36:48,11/10/13 03:34:50,27,JUNE,10,17,10,20,01/07/13 04:38:32,11/10/13 03:34:51,27,JUNE,10,20,10,22,1,11/10/13 03:37:02,11/10/13 03:38:44,30,SEPTEMBER,15,22,15,29,11/10/13 03:38:44,11/10/13 03:39:40,30,SEPTEMBER,15,29,15,30,1,11/10/13 03:39:40,11/10/13 03:40:51,30,SEPTEMBER,15,30,15,31,1,11/10/13 03:40:51,11/10/13 03:42:15,30,SEPTEMBER,15,31,15,38,1,11/10/13 03:42:15,11/10/13 03:42:56,30,SEPTEMBER,15,38,15,41,1,11/10/13 03:42:56,11/10/13 03:43:29,30,SEPTEMBER,15,41,15,43,1,11/10/13 03:43:29,11/10/13 03:44:18,30,SEPTEMBER,15,43,15,46,1,11/10/13 03:44:18,11/10/13 03:45:11,30,SEPTEMBER,15,46,15,49,11/10/13 03:45:11,11/10/13 03:46:11,30,SEPTEMBER,15,49,15,50,1,11/10/13 03:46:11,11/10/13 03:51:04,30,SEPTEMBER,15,50,15,51,1,11/10/13 03:51:04,11/10/13 03:52:52,30,SEPTEMBER,15,51,15,55,1,11/10/13 03:52:52,11/10/13 03:54:09,30,SEPTEMBER,15,55,15,59,11/10/13 03:54:09,11/10/13 03:55:16,30,SEPTEMBER,15,59,16,3,1,11/10/13 03:55:16,11/10/13 03:56:46,30,SEPTEMBER,16,3,1,1,16,9,11/10/13 03:56:47,11/10/13 03:57:13,30,SEPTEMBER,16,9,1,16,16,11/10/13 03:57:13,,,,,,,,,,,,,,,,,,01/07/13 04:39:25,01/07/13 04:39:59
1,1945-001,PANEL A,Panel A - 2 Visits,11/05/13 03:33:51,11/05/13 03:35:53,,14/08/13 21:44:11,11/05/13 03:35:53,14/08/13 21:45:41,29,APRIL,15,38,15,42,2,11/05/13 03:38:00,14/08/13 21:45:41,29,APRIL,15,42,15,43,2,11/05/13 03:39:44,14/08/13 21:45:41,29,APRIL,15,44,15,45,2,11/05/13 03:41:29,14/08/13 21:45:41,29,APRIL,15,46,15,53,2,11/05/13 03:45:09,14/08/13 21:45:41,29,APRIL,15,54,15,55,2,11/05/13 03:46:24,14/08/13 21:45:41,29,APRIL,15,55,15,57,2,11/05/13 03:47:04,14/08/13 21:45:41,29,APRIL,15,57,16,0,11/05/13 03:48:31,14/08/13 21:45:42,29,APRIL,16,0,16,3,2,11/05/13 03:49:58,14/08/13 21:46:17,29,APRIL,16,3,16,2,,14/08/13 21:46:17,,,,,,,,14/08/13 21:48:10,14/08/13 21:49:24,7,AUGUST,10,34,10,36,14/08/13 21:49:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/08/13 21:49:26,14/08/13 21:50:17,7,AUGUST,10,37,10,37,1,14/08/13 21:50:17,14/08/13 21:51:07,7,AUGUST,10,37,10,38,1,14/08/13 21:51:07,14/08/13 21:52:01,7,AUGUST,10,38,10,40,1,14/08/13 21:52:01,14/08/13 21:52:42,7,AUGUST,10,40,10,41,14/08/13 21:52:42,14/08/13 21:53:50,7,AUGUST,10,41,10,43,1,14/08/13 21:53:50,14/08/13 21:55:10,7,AUGUST,10,44,1,1,10,49,14/08/13 21:55:10,14/08/13 21:55:47,7,AUGUST,10,49,1,10,53,14/08/13 21:55:47,,,,,,,,,,,,,,,,,,11/05/13 03:50:25,11/05/13 03:50:42
1,1946-001,PANEL B,Panel B - 2 Visits,01/07/13 05:01:16,01/07/13 05:11:01,,12/10/13 21:36:15,01/07/13 05:11:01,12/10/13 21:36:19,27,JUNE,9,5,9,10,1,01/07/13 05:13:07,12/10/13 21:36:19,27,JUNE,9,10,9,12,1,01/07/13 05:14:06,12/10/13 21:36:19,27,JUNE,9,12,9,12,1,01/07/13 05:15:16,12/10/13 21:36:19,27,JUNE,9,13,9,17,1,01/07/13 05:18:30,12/10/13 21:36:20,27,JUNE,9,17,9,20,1,01/07/13 05:21:31,12/10/13 21:36:20,27,JUNE,9,20,9,21,1,01/07/13 05:22:18,12/10/13 21:36:21,27,JUNE,9,21,9,23,01/07/13 05:23:32,12/10/13 21:36:21,27,JUNE,9,23,9,24,1,01/07/13 05:24:41,12/10/13 21:36:22,27,JUNE,9,24,9,25,,12/10/13 21:36:22,,,,,,,,12/10/13 21:38:53,12/10/13 21:41:20,30,SEPTEMBER,12,49,12,55,12/10/13 21:41:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/10/13 21:41:33,,,,,,,,,12/10/13 21:41:34,12/10/13 21:42:34,30,SEPTEMBER,12,57,12,58,1,12/10/13 21:42:35,12/10/13 21:43:31,30,SEPTEMBER,12,58,13,4,1,12/10/13 21:43:31,12/10/13 21:44:02,30,SEPTEMBER,13,4,13,7,12/10/13 21:44:02,12/10/13 21:44:28,30,SEPTEMBER,13,6,13,9,1,12/10/13 21:44:28,12/10/13 21:46:14,30,SEPTEMBER,13,9,1,1,13,17,12/10/13 21:46:15,12/10/13 21:46:32,30,SEPTEMBER,13,17,1,13,24,12/10/13 21:46:32,,,,,,,,,,,,,,,,,,01/07/13 05:25:12,01/07/13 05:25:40
1,1947-001,PANEL A,Panel A - 2 Visits,09/05/13 06:17:45,09/05/13 06:24:22,,14/08/13 23:48:27,09/05/13 06:24:22,14/08/13 23:48:27,29,APRIL,14,14,14,19,2,09/05/13 06:26:33,14/08/13 23:48:27,29,APRIL,14,19,14,21,2,09/05/13 06:29:33,14/08/13 23:48:27,29,APRIL,14,30,14,22,2,09/05/13 06:31:57,14/08/13 23:48:27,29,APRIL,14,22,14,29,2,09/05/13 07:51:18,14/08/13 23:48:27,29,APRIL,14,29,14,30,2,09/05/13 07:52:19,14/08/13 23:48:27,29,APRIL,14,30,14,33,2,09/05/13 07:56:45,14/08/13 23:48:28,29,APRIL,14,33,14,35,09/05/13 08:20:05,14/08/13 23:48:28,29,APRIL,14,35,14,37,2,09/05/13 08:21:14,14/08/13 23:48:28,29,APRIL,14,37,14,40,09/05/13 08:25:55,14/08/13 23:48:28,29,APRIL,14,40,14,40,2,14/08/13 23:50:28,14/08/13 23:51:24,7,AUGUST,8,53,8,58,14/08/13 23:51:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/08/13 23:51:26,,,,,,,,,14/08/13 23:51:26,,,,,,,,,,,,,,,,,,,,,,,,,,14/08/13 23:51:27,14/08/13 23:52:11,7,AUGUST,8,59,9,5,2,14/08/13 23:52:11,14/08/13 23:53:42,7,AUGUST,9,6,1,1,9,15,14/08/13 23:53:42,14/08/13 23:54:26,7,AUGUST,9,15,1,9,20,14/08/13 23:54:26,,,,,,,,,,,,,,,,,,09/05/13 08:26:43,09/05/13 08:27:40
1,1948-001,PANEL B,Panel B - 2 Visits,01/07/13 02:44:31,01/07/13 02:46:37,,12/10/13 20:44:35,01/07/13 02:46:37,12/10/13 20:44:35,27,JUNE,10,21,10,26,1,01/07/13 02:49:07,12/10/13 20:44:37,27,JUNE,10,26,10,27,1,01/07/13 02:52:21,12/10/13 20:44:37,27,JUNE,10,27,10,28,1,01/07/13 02:56:01,12/10/13 20:44:37,27,JUNE,10,29,10,35,1,01/07/13 03:00:30,12/10/13 20:44:38,27,JUNE,10,35,10,40,1,01/07/13 03:05:11,12/10/13 20:44:38,27,JUNE,10,40,10,41,1,01/07/13 03:06:41,12/10/13 20:44:38,27,JUNE,10,41,10,44,01/07/13 03:10:56,12/10/13 20:44:38,27,JUNE,10,44,10,47,1,01/07/13 03:12:29,12/10/13 20:44:39,27,JUNE,10,47,10,48,,12/10/13 20:44:39,,,,,,,,12/10/13 20:48:13,12/10/13 20:51:27,30,SEPTEMBER,15,34,15,41,12/10/13 20:51:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/10/13 20:51:35,,,,,,,,,12/10/13 20:51:37,12/10/13 20:53:35,30,SEPTEMBER,15,42,15,44,1,12/10/13 20:53:36,12/10/13 20:55:06,30,SEPTEMBER,15,44,15,49,1,12/10/13 20:55:06,12/10/13 20:56:41,30,SEPTEMBER,15,49,15,55,12/10/13 20:56:41,12/10/13 20:56:58,30,SEPTEMBER,15,55,15,59,1,12/10/13 20:56:58,12/10/13 20:58:17,30,SEPTEMBER,15,59,1,1,16,6,12/10/13 20:58:17,12/10/13 20:58:39,30,SEPTEMBER,16,6,1,16,11,12/10/13 20:58:39,,,,,,,,,,,,,,,,,,01/07/13 03:13:03,01/07/13 03:13:33
1,1949-002,PANEL A,Panel A - 2 Visits,10/05/13 22:29:06,10/05/13 22:34:16,,14/08/13 23:24:10,10/05/13 22:34:16,14/08/13 23:24:10,29,APRIL,11,18,11,23,1,10/05/13 22:35:44,14/08/13 23:24:10,29,APRIL,11,23,11,24,1,10/05/13 22:37:06,14/08/13 23:24:10,29,APRIL,11,25,11,25,1,10/05/13 22:40:40,14/08/13 23:24:10,29,APRIL,11,26,11,35,1,10/05/13 22:45:30,14/08/13 23:24:10,29,APRIL,11,36,11,43,1,10/05/13 22:47:23,14/08/13 23:24:10,29,APRIL,11,43,11,43,1,10/05/13 22:48:20,14/08/13 23:24:10,29,APRIL,11,43,11,48,10/05/13 22:51:09,14/08/13 23:24:11,29,APRIL,11,48,11,54,1,10/05/13 22:53:17,14/08/13 23:24:11,29,APRIL,11,55,11,58,10/05/13 22:55:13,14/08/13 23:24:11,29,APRIL,11,59,12,0,1,14/08/13 23:27:14,14/08/13 23:30:05,7,AUGUST,7,50,8,0,14/08/13 23:30:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/08/13 23:30:08,14/08/13 23:32:11,7,AUGUST,8,1,8,3,1,14/08/13 23:30:20,14/08/13 23:33:09,7,AUGUST,8,1,8,6,1,14/08/13 23:33:09,14/08/13 23:34:49,7,AUGUST,8,6,8,12,1,14/08/13 23:34:49,14/08/13 23:37:25,7,AUGUST,8,12,8,16,14/08/13 23:37:25,14/08/13 23:38:08,7,AUGUST,8,16,8,20,1,14/08/13 23:38:08,14/08/13 23:39:39,7,AUGUST,8,20,1,1,8,29,14/08/13 23:39:39,14/08/13 23:40:19,7,AUGUST,8,29,1,8,36,14/08/13 23:40:19,,,,,,,,,,,,,,,,,,10/05/13 22:55:36,10/05/13 22:56:37
1,1950-001,PANEL B,Panel B - 2 Visits,01/07/13 05:39:20,01/07/13 05:41:54,,12/10/13 22:06:49,01/07/13 05:41:54,12/10/13 22:06:49,27,JUNE,11,58,12,0,1,01/07/13 05:43:03,12/10/13 22:06:49,27,JUNE,12,0,12,1,1,01/07/13 05:44:22,12/10/13 22:06:49,27,JUNE,12,1,12,2,1,01/07/13 05:45:35,12/10/13 22:06:49,27,JUNE,12,2,12,6,1,01/07/13 05:48:18,12/10/13 22:06:50,27,JUNE,12,6,12,7,1,01/07/13 05:49:21,12/10/13 22:06:50,27,JUNE,12,7,12,9,1,01/07/13 05:50:35,12/10/13 22:06:50,27,JUNE,12,9,12,10,01/07/13 05:51:56,12/10/13 22:06:50,27,JUNE,12,10,12,11,1,01/07/13 05:53:17,12/10/13 22:07:05,27,JUNE,12,11,12,11,,12/10/13 22:07:05,,,,,,,,12/10/13 22:08:19,12/10/13 22:09:09,30,SEPTEMBER,10,48,10,51,12/10/13 22:09:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/10/13 22:09:10,,,,,,,,,12/10/13 22:09:10,,,,,,,,,,,,,,,,,,,,,,,,,,12/10/13 22:09:11,12/10/13 22:09:41,30,SEPTEMBER,10,53,10,56,1,12/10/13 22:09:41,12/10/13 22:13:51,30,SEPTEMBER,10,56,1,1,11,3,12/10/13 22:13:52,12/10/13 22:14:16,30,SEPTEMBER,11,3,1,11,8,12/10/13 22:14:16,,,,,,,,,,,,,,,,,,01/07/13 05:53:35,01/07/13 05:54:40
1,1951-001,PANEL A,Panel A - 2 Visits,11/05/13 13:34:45,11/05/13 13:36:52,,14/08/13 20:26:46,11/05/13 13:36:52,14/08/13 20:27:10,1,MAY,10,11,10,20,1,11/05/13 13:40:47,14/08/13 20:27:10,1,MAY,10,21,10,23,1,11/05/13 13:44:10,14/08/13 20:27:10,1,MAY,10,23,10,25,1,11/05/13 13:49:11,14/08/13 20:27:13,1,MAY,10,25,10,45,1,11/05/13 13:58:18,14/08/13 20:27:13,1,MAY,10,45,10,47,1,11/05/13 13:59:31,14/08/13 20:27:13,1,MAY,10,47,10,52,1,11/05/13 14:01:44,14/08/13 20:27:15,1,MAY,10,52,10,58,11/05/13 14:07:01,14/08/13 20:27:16,1,MAY,10,58,11,3,1,11/05/13 14:10:57,14/08/13 20:27:16,1,MAY,11,4,11,23,11/05/13 14:15:56,14/08/13 20:27:16,1,MAY,11,23,11,28,1,14/08/13 20:30:52,14/08/13 20:33:05,7,AUGUST,13,14,13,18,14/08/13 20:33:05,14/08/13 20:33:59,7,AUGUST,13,18,13,18,2,14/08/13 20:33:59,14/08/13 20:34:54,7,AUGUST,13,18,13,19,2,14/08/13 20:34:54,14/08/13 20:36:25,7,AUGUST,13,19,13,22,2,14/08/13 20:36:25,14/08/13 20:36:56,7,AUGUST,13,22,13,22,2,14/08/13 20:36:56,14/08/13 20:37:24,7,AUGUST,13,22,13,22,,,,,,,,,,,,,,,,,,,14/08/13 20:37:24,,,,,,,,,14/08/13 20:37:38,14/08/13 20:38:21,7,AUGUST,13,23,13,23,2,14/08/13 20:38:21,14/08/13 20:39:06,7,AUGUST,13,23,13,25,2,14/08/13 20:39:06,14/08/13 20:40:00,7,AUGUST,13,25,13,25,14/08/13 20:40:00,14/08/13 20:40:26,7,AUGUST,13,25,13,26,2,14/08/13 20:40:26,14/08/13 20:42:52,7,AUGUST,13,26,2,2,13,36,14/08/13 20:42:52,14/08/13 20:43:48,7,AUGUST,13,36,2,13,39,14/08/13 20:43:48,,,,,,,,,,,,,,,,,,11/05/13 14:17:24,11/05/13 14:18:47
1,1951-002,PANEL A,Panel A - 2 Visits,11/05/13 11:28:43,11/05/13 11:32:16,,14/08/13 20:50:00,11/05/13 11:32:16,14/08/13 20:50:17,30,APRIL,9,27,9,34,1,11/05/13 11:34:28,14/08/13 20:50:17,30,APRIL,9,36,10,0,1,11/05/13 11:37:25,14/08/13 20:50:17,30,APRIL,10,0,10,2,1,11/05/13 11:41:52,14/08/13 20:50:17,30,APRIL,10,2,10,10,1,11/05/13 11:46:27,14/08/13 20:50:18,30,APRIL,10,10,10,12,1,11/05/13 11:47:28,14/08/13 20:50:18,30,APRIL,10,12,10,13,1,11/05/13 11:48:02,14/08/13 20:50:18,30,APRIL,10,14,10,16,11/05/13 11:50:49,14/08/13 20:50:18,30,APRIL,10,16,10,19,1,11/05/13 11:52:54,14/08/13 20:50:24,30,APRIL,10,19,10,19,,14/08/13 20:50:24,,,,,,,,14/08/13 20:57:17,14/08/13 20:58:23,7,AUGUST,8,46,8,51,14/08/13 20:58:23,14/08/13 21:00:01,7,AUGUST,8,51,8,52,1,14/08/13 21:00:01,14/08/13 21:01:09,7,AUGUST,8,52,8,53,1,14/08/13 21:01:09,14/08/13 21:04:09,7,AUGUST,8,53,8,55,1,14/08/13 21:04:09,14/08/13 21:04:33,7,AUGUST,8,55,8,56,1,14/08/13 21:04:33,14/08/13 21:05:10,7,AUGUST,8,56,8,56,,,,,,,,,,,,,,,,,,,14/08/13 21:05:10,14/08/13 21:05:54,7,AUGUST,8,56,8,57,1,14/08/13 21:05:54,14/08/13 21:07:03,7,AUGUST,8,57,8,59,1,14/08/13 21:07:03,14/08/13 21:08:32,7,AUGUST,8,59,9,1,1,14/08/13 21:08:32,14/08/13 21:10:25,7,AUGUST,9,1,9,4,14/08/13 21:10:25,14/08/13 21:11:31,7,AUGUST,9,4,9,6,1,14/08/13 21:11:31,14/08/13 21:15:18,7,AUGUST,9,6,1,1,9,11,14/08/13 21:15:18,14/08/13 21:15:49,7,AUGUST,9,11,1,9,16,14/08/13 21:15:49,,,,,,,,,,,,,,,,,,11/05/13 11:53:23,11/05/13 11:53:48
