occ,y2_hhid,qx_type,interview_status,ag_b0a,ag_b0c,ag_b01a,ag_b01b,ag_b02,ag_b03a,ag_b03b,ag_b04a,ag_b04b,ag_b04c,ag_b05a,ag_b05b,ag_b06,ag_b07a,ag_b07b,ag_b07c,ag_b08,ag_b09a,ag_b09b,ag_b10,ag_b11a,ag_b11b,ag_b11c,ag_b12a,ag_b12b,ag_b12c,ag_b13a,ag_b13b,ag_b13c,ag_b14a,ag_b14b,ag_b14c,ag_b15a,ag_b15b,ag_b15c,ag_b16a,ag_b16b,ag_b16c,ag_b16d,ag_b17a,ag_b17b,ag_b18,ag_b19,ag_b20a,ag_b20b,ag_b20c,ag_b21a,ag_b21b,ag_b22a,ag_b22b
1,0191-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,1.5,ACRE,NO,,,8,50 KG BAG,SHELLED,APRIL,APRIL,YES,1,50 KG BAG,SHELLED,2600,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0191-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,NO,,,3,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0192-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,2.5,ACRE,NO,,,15,50 KG BAG,SHELLED,JUNE,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0192-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,.25,ACRE,NO,,,5,50 KG BAG,SHELLED,MARCH,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,1,50 KG BAG,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0192-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0193-002,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID RECYCLED,1,ACRE,NO,,,10,50 KG BAG,SHELLED,JULY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,1,50 KG BAG,SHELLED,0,,,,,,YES,IMPROVED NKHOKWE,3,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0193-002,PANEL A,Panel A - 2 Visits,YES,RICE KILOMBERO,1,ACRE,NO,,,5,50 KG BAG,SHELLED,JULY,JULY,YES,4,50 KG BAG,SHELLED,100000,1,,0,0,,,0,,,0,,,0,,,15,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,0193-002,PANEL A,Panel A - 2 Visits,YES,SWEET POTATO,.25,ACRE,NO,,,3,50 KG BAG,NOT APPLICABLE,JULY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0194-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1,ACRE,NO,,,2,50 KG BAG,SHELLED,JUNE,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,10,50 KG BAG,SHELLED,,ROTTING,THEFT,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0195-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,NO,,,2,50 KG BAG,SHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,0196-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,NO,,,20,PAIL (LARGE),SHELLED,MAY,MAY,YES,6,PAIL (LARGE),SHELLED,4200,1,2,0,1,PAIL (LARGE),SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
2,0196-001,PANEL B,Panel B - 2 Visits,YES,RICE TCG10,.5,ACRE,NO,,,18,PAIL (LARGE),UNSHELLED,MAY,JUNE,YES,10,PAIL (LARGE),UNSHELLED,43500,1,2,0,1,PAIL (LARGE),SHELLED,0,,,0,,,0,,,1,PAIL (LARGE),UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0197-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,YES,DROUGHT,,40,PAIL (LARGE),SHELLED,APRIL,APRIL,YES,15,PAIL (LARGE),SHELLED,22000,1,2,500,5,PAIL (LARGE),SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0198-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.30000001,ACRE,NO,,,15,50 KG BAG,SHELLED,MAY,MAY,NO,,,,,,,,2,50 KG BAG,SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0198-001,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT CG7,.30000001,ACRE,NO,,,12,50 KG BAG,UNSHELLED,MAY,MAY,YES,6,PAIL (LARGE),UNSHELLED,12000,1,2,0,1,50 KG BAG,UNSHELLED,0,,,0,,,0,,,2,50 KG BAG,UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0202-001,PANEL B,Panel B - 2 Visits,YES,OTHER RICE (SPECIFY),.25,ACRE,YES,DROUGHT,,5,PAIL (LARGE),UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0203-001,PANEL A,Panel A - 2 Visits,YES,RICE KILOMBERO,.5,ACRE,NO,,,3,50 KG BAG,SHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,40,PAIL (LARGE),SHELLED,1,50 KG BAG,SHELLED,,FLOOD,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0203-001,PANEL A,Panel A - 2 Visits,YES,MAIZE COMPOSITE/OPV,.5,ACRE,NO,,,1,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,1,50 KG BAG,SHELLED,,FLOOD,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0203-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0204-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,NO,,,1,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0205-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,NO,,,2,50 KG BAG,SHELLED,APRIL,APRIL,YES,1,50 KG BAG,SHELLED,6000,1,,600,0,,,0,,,0,,,0,,,3,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0205-001,PANEL A,Panel A - 2 Visits,YES,RICE KILOMBERO,.5,ACRE,NO,,,3,50 KG BAG,UNSHELLED,MAY,MAY,YES,2,KILOGRAM,SHELLED,12000,1,,1000,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0207-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,YES,DROUGHT,,20,PAIL (LARGE),SHELLED,APRIL,APRIL,NO,,,,,,,,6,PAIL (LARGE),SHELLED,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0208-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,70,PAIL (LARGE),SHELLED,MAY,MAY,NO,,,,,,,,3,PAIL (LARGE),SHELLED,0,,,0,,,0,,,15,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,0208-001,PANEL B,Panel B - 2 Visits,YES,RICE TCG10,1,ACRE,NO,,,190,PAIL (LARGE),UNSHELLED,MAY,JUNE,YES,150,PAIL (LARGE),UNSHELLED,375000,1,2,0,6,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,10,PAIL (LARGE),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,3,PAIL (LARGE),UNSHELLED,DID NOTHING,,SEED FOR PLANTING,WAIT FOR THE ARRIVAL OF BUYER
1,0209-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0210-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1,ACRE,NO,,,3,50 KG BAG,SHELLED,JUNE,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,6,50 KG BAG,SHELLED,0,ROTTING,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0210-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,NO,,,4,50 KG BAG,SHELLED,JUNE,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0212-001,PANEL B,Panel B - 2 Visits,YES,RICE TCG10,1,ACRE,NO,,,36,PAIL (LARGE),UNSHELLED,MAY,JUNE,YES,30,PAIL (LARGE),UNSHELLED,140000,1,2,2500,0,,,0,,,0,,,0,,,1,PAIL (LARGE),UNSHELLED,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,SEED FOR PLANTING
2,0212-001,PANEL B,Panel B - 2 Visits,YES,RICE IET4094 (SENGA),1,ACRE,NO,,,36,PAIL (LARGE),UNSHELLED,MAY,JUNE,YES,24,PAIL (LARGE),UNSHELLED,117600,1,2,2000,2,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,1,PAIL (LARGE),UNSHELLED,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,SEED FOR PLANTING
3,0212-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,NO,,,15,PAIL (LARGE),SHELLED,APRIL,APRIL,NO,,,,,,,,2,PAIL (LARGE),SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,0214-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.75,ACRE,YES,DROUGHT,,17,PAIL (LARGE),SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0214-001,PANEL B,Panel B - 2 Visits,YES,RICE FAYA,1,ACRE,NO,,,60,PAIL (LARGE),UNSHELLED,JUNE,JUNE,YES,30,PAIL (LARGE),UNSHELLED,54000,1,2,0,2,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,3,PAIL (LARGE),UNSHELLED,0,,,,,,NO,,,,,,,SEED FOR PLANTING,WAIT FOR THE ARRIVAL OF BUYER
1,0216-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,4,50 KG BAG,SHELLED,JULY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,7,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0216-001,PANEL B,Panel B - 2 Visits,YES,SWEET POTATO,.25,ACRE,NO,,,2,50 KG BAG,NOT APPLICABLE,JULY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,NOT APPLICABLE,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0217-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,NO,,,4,PAIL (LARGE),SHELLED,APRIL,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,0217-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.25,ACRE,NO,,,15,PAIL (LARGE),SHELLED,APRIL,MAY,NO,,,,,,,,2,PAIL (LARGE),SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,0218-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,.75,ACRE,YES,OTHER (SPECIFY),IRREGULAR RAINS,10,PAIL (LARGE),SHELLED,APRIL,APRIL,YES,4,PAIL (LARGE),SHELLED,8000,1,,0,1,PAIL (LARGE),SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0219-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID RECYCLED,1.5,ACRE,YES,ANIMALS,,10,50 KG BAG,SHELLED,MAY,JUNE,NO,,,,,,,,30,KILOGRAM,SHELLED,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,,ROTTING,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,0220-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,YES,DROUGHT,,10,PAIL (LARGE),SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,0220-001,PANEL B,Panel B - 2 Visits,YES,OTHER RICE (SPECIFY),.5,HECTARE,YES,DROUGHT,,15,PAIL (LARGE),UNSHELLED,MAY,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (LARGE),UNSHELLED,0,,,,,,NO,,,,,,,WAIT FOR THE ARRIVAL OF BUYER,SEED FOR PLANTING
1,0221-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,YES,DROUGHT,IRREGULAR RAINS,15,PAIL (LARGE),SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0221-005,PANEL A,Panel A - 2 Visits,YES,RICE KILOMBERO,1,ACRE,YES,DROUGHT,,30,PAIL (LARGE),UNSHELLED,MAY,MAY,NO,,,,,,,,4,PAIL (LARGE),SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0222-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,YES,DROUGHT,0,7,PAIL (LARGE),SHELLED,OCTOBER,OCTOBER,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0224-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1.5,ACRE,NO,,,4,50 KG BAG,SHELLED,JUNE,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0224-003,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,YES,DROUGHT,,10,50 KG BAG,SHELLED,APRIL,MAY,YES,8,50 KG BAG,SHELLED,35000,1,2,4000,20,KILOGRAM,SHELLED,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0224-009,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,NO,,,3,50 KG BAG,SHELLED,APRIL,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0224-009,PANEL B,Panel B - 2 Visits,YES,GROUNDNUT MANIPINTA,.5,ACRE,NO,,,4,50 KG BAG,UNSHELLED,APRIL,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0224-010,PANEL B,Panel B - 2 Visits,YES,RICE KILOMBERO,1.5,ACRE,NO,,,7,50 KG BAG,UNSHELLED,MAY,JUNE,YES,3,50 KG BAG,SHELLED,75000,1,2,5000,0,,,0,,,0,,,0,,,1,50 KG BAG,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0226-002,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.75,ACRE,NO,,,16,PAIL (LARGE),SHELLED,APRIL,APRIL,YES,6,PAIL (LARGE),SHELLED,11000,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0226-002,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.75,ACRE,NO,,,20,PAIL (LARGE),SHELLED,APRIL,APRIL,NO,,,,,,,,2,PAIL (LARGE),SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,0228-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.60000002,ACRE,NO,,,3,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0229-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,YES,OTHER (SPECIFY),,10,50 KG BAG,SHELLED,MAY,JUNE,YES,2,50 KG BAG,SHELLED,6800,1,,0,0,,,0,,,0,,,0,,,40,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,0230-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1,ACRE,NO,,,6,50 KG BAG,SHELLED,APRIL,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,1,50 KG BAG,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0230-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,NO,,,3,50 KG BAG,SHELLED,APRIL,MAY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0231-001,PANEL A,Panel A - Combined Visit,YES,MAIZE LOCAL,.5,ACRE,YES,DROUGHT,,4,50 KG BAG,SHELLED,MARCH,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0231-001,PANEL A,Panel A - Combined Visit,YES,RICE LOCAL,.5,ACRE,YES,DROUGHT,,2,50 KG BAG,UNSHELLED,JUNE,JUNE,YES,1,50 KG BAG,SHELLED,4500,1,2,0,0,,,0,,,0,,,0,,,20,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,0231-001,PANEL A,Panel A - Combined Visit,YES,PIGEONPEA(NANDOLO),.5,ACRE,YES,DROUGHT,,1,50 KG BAG,SHELLED,AUGUST,AUGUST,NO,,,,,,,,0,,,0,,,0,,,0,,,3,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
4,0231-001,PANEL A,Panel A - Combined Visit,YES,NKHWANI,.5,ACRE,YES,DROUGHT,,5,OTHER (SPECIFY),NOT APPLICABLE,JANUARY,MARCH,NO,,,,,,,,0,,,0,,,0,,,0,,,4,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0232-001,PANEL B,Panel B - 2 Visits,YES,MAIZE COMPOSITE/OPV,.5,ACRE,YES,DROUGHT,OTHER (SPECIFY),20,PAIL (LARGE),SHELLED,MAY,MAY,NO,,,,,,,,3,PAIL (LARGE),SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0232-001,PANEL B,Panel B - 2 Visits,YES,RICE KILOMBERO,.5,ACRE,YES,DROUGHT,OTHER (SPECIFY),15,PAIL (LARGE),UNSHELLED,JUNE,JUNE,NO,,,,,,,,2,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,18,PAIL (LARGE),UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0232-003,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.5,ACRE,YES,DROUGHT,,10,PAIL (LARGE),SHELLED,APRIL,APRIL,NO,,,,,,,,2,PAIL (LARGE),SHELLED,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0233-001,PANEL A,Panel A - 2 Visits,YES,MAIZE LOCAL,.5,ACRE,YES,INSECTS,IRREGULAR RAINS,4,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,0234-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,.30000001,ACRE,NO,,,4,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0236-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,1,ACRE,YES,LACK OF HIRED LABOR,,2,50 KG BAG,SHELLED,JULY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0236-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,YES,LACK OF HIRED LABOR,,3,50 KG BAG,SHELLED,JULY,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0237-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0237-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0238-001,PANEL B,Panel B - 2 Visits,YES,RICE KILOMBERO,1,ACRE,YES,OTHER (SPECIFY),,8,50 KG BAG,UNSHELLED,JUNE,JUNE,NO,,,,,,,,1,50 KG BAG,UNSHELLED,1,50 KG BAG,UNSHELLED,0,,,0,,,1,50 KG BAG,SHELLED,2,50 KG BAG,UNSHELLED,,ROTTING,FLOOD,YES,BAGS IN HOUSE,4,50 KG BAG,UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0238-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.30000001,ACRE,YES,OTHER (SPECIFY),,2,50 KG BAG,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0239-001,PANEL A,Panel A - 2 Visits,YES,MAIZE HYBRID RECYCLED,1,ACRE,NO,,,5,NO 12 PLATE,SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0240-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,.25,ACRE,NO,,,4,50 KG BAG,UNSHELLED,JUNE,JULY,YES,1,50 KG BAG,SHELLED,12000,1,2,0,0,,,0,,,0,,,0,,,15,50 KG BAG,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0240-001,PANEL B,Panel B - 2 Visits,YES,RICE KILOMBERO,1,ACRE,NO,,,2,50 KG BAG,SHELLED,JUNE,JULY,NO,,,,,,,,0,,,0,,,0,,,0,,,15,50 KG BAG,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0242-002,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,2.5,ACRE,YES,OTHER (SPECIFY),IRREGULAR RAINS,20,PAIL (LARGE),SHELLED,APRIL,APRIL,NO,,,,,,,,1,PAIL (LARGE),SHELLED,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0243-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0244-001,PANEL B,Panel B - 2 Visits,YES,MAIZE LOCAL,3,ACRE,YES,OTHER (SPECIFY),DROUGHT,10,PAIL (LARGE),SHELLED,JUNE,JUNE,NO,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0246-001,PANEL B,Panel B - 2 Visits,YES,MAIZE HYBRID,1,ACRE,NO,,,20,PAIL (LARGE),SHELLED,APRIL,APRIL,NO,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,0246-001,PANEL B,Panel B - 2 Visits,YES,RICE KILOMBERO,1,ACRE,NO,,,10,PAIL (LARGE),UNSHELLED,JUNE,JUNE,YES,4,PAIL (LARGE),UNSHELLED,6000,1,2,0,1,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,1,PAIL (LARGE),UNSHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0247-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
