HHID,case_id,qx_type,visit,ea_id,ag_i0b,ag_i0b_os,ag_i01,ag_i02a,ag_i02b,ag_i02b_os,ag_i02c,ag_i03,ag_i11,ag_i12a,ag_i12b,ag_i12b_os,ag_i12c,ag_i13,ag_i14a,ag_i14b,ag_i15a,ag_i15b,ag_i16,ag_i17,ag_i17_os,ag_i18,ag_i19,ag_i20,ag_i21a,ag_i21b,ag_i21b_os,ag_i21c,ag_i22,ag_i23a,ag_i23b,ag_i24a,ag_i24b,ag_i25,ag_i26,ag_i26_os,ag_i27,ag_i28,ag_i29,ag_i30a,ag_i30b,ag_i30b_os,ag_i30c,ag_i31a,ag_i31b,ag_i31b_os,ag_i31c,ag_i32a,ag_i32b,ag_i32b_os,ag_i32c,ag_i33a,ag_i33b,ag_i33b_os,ag_i33c,ag_i34a,ag_i34b,ag_i34b_os,ag_i34c,ag_i35a,ag_i35b,ag_i35b_os,ag_i35c,ag_i36a,ag_i36b,ag_i36b_os,ag_i36c,ag_i36d,ag_i36e,ag_i37a,ag_i37a_os,ag_i37b,ag_i37b_os,ag_i38,ag_i39,ag_i39_os,ag_i40a,ag_i40b,ag_i40b_os,ag_i40c,ag_i41a,ag_i41a_os,ag_i41b,ag_i41b_os,ag_i42a,ag_i42a_os,ag_i42b,ag_i42b_os
759,107460330612,Panel A,2,10746033,TOBACCO BURLEY,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Other (Specify),BALES,510,KILOGRAM,,NOT APPLICABLE,Did Nothing,,,,To sell at a higher price,,,
759,107460330612,Panel A,2,10746033,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,,,,
762,107462440014,Panel B,2,10746244,SWEET POTATO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
762,107462440014,Panel B,2,10746244,SWEET POTATO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
762,107462440014,Panel B,2,10746244,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
746,107462440028,Panel B,2,10746244,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,100,,Insects,,,,NO,,,,,,,,,,,Food for household,,,
746,107462440028,Panel B,2,10746244,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,4,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
746,107462440028,Panel B,2,10746244,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,2,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
746,107462440028,Panel B,2,10746244,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,8,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
756,107462440056,Panel B,2,10746244,MAIZE HYBRID,,YES,1,50 KG BAG,,S: SHELLED,1800,N03,1,50 KG BAG,,S: SHELLED,1800,1,,June,2010,2,On Foot,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,20,KILOGRAM,,S: SHELLED,,,Rotting,,,,NO,,,,,,,,,,,Food for household,,,
764,107462440085,Panel B,2,10746244,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,17,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
736,107462440113,Panel B,2,10746244,BEANS,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
736,107462440113,Panel B,2,10746244,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,7,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
750,107462440127,Panel B,2,10746244,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,6,50 KG BAG,,S: SHELLED,,,Rotting,,,,YES,Bags in house,,15,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
754,107462440155,Panel B,2,10746244,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,50 KG BAG,,S: SHELLED,,,Rotting,,,,YES,Bags in house,,15,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
740,107462440183,Panel B,2,10746244,NKHWANI,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
740,107462440183,Panel B,2,10746244,BEANS,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
740,107462440183,Panel B,2,10746244,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50 KG BAG,,S: SHELLED,0,,,,0,,,,0,,,,0,,,,40,KILOGRAM,,S: SHELLED,,,Rotting,,,,YES,Bags in house,,4,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
740,107462440183,Panel B,2,10746244,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
740,107462440183,Panel B,2,10746244,SWEET POTATO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
740,107462440183,Panel B,2,10746244,BEANS,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
744,107462440197,Panel B,2,10746244,BEANS,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
744,107462440197,Panel B,2,10746244,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,3,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
744,107462440197,Panel B,2,10746244,NKHWANI,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
744,107462440197,Panel B,2,10746244,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,20,KILOGRAM,,S: SHELLED,Did Nothing,,,,Food for household,,Wait for arrival of buyer,
744,107462440197,Panel B,2,10746244,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
744,107462440197,Panel B,2,10746244,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
744,107462440197,Panel B,2,10746244,SWEET POTATO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,Wait for arrival of buyer,
752,107462440226,Panel B,2,10746244,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
758,107462440254,Panel B,2,10746244,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
778,201060420011,Panel B,2,20106042,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,3,50 KG BAG,,U: UNSHELLED,Did Nothing,,,,Food for household,,Seed for planting,
778,201060420011,Panel B,2,20106042,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
778,201060420011,Panel B,2,20106042,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,40,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,Render payments in-kind,
778,201060420011,Panel B,2,20106042,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,3,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
796,201060420020,Panel B,2,20106042,TOBACCO BURLEY,,YES,70,KILOGRAM,,NOT APPLICABLE,15000,N06,70,KILOGRAM,,NOT APPLICABLE,15000,7,,August,2010,1,Truck / Bus / Minibus,,100,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
796,201060420020,Panel B,2,20106042,MAIZE HYBRID,,YES,2,PAIL (SMALL),,S: SHELLED,900,N02,2,PAIL (SMALL),,S: SHELLED,900,1,2,July,2010,1,On Foot,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,5,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
768,201060420028,Panel B,2,20106042,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (SMALL),,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Traditional Nkhokwe,,1,OX - CART,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
770,201060420037,Panel B,2,20106042,MAIZE HYBRID,,YES,10,PAIL (SMALL),,S: SHELLED,4000,N06,10,PAIL (SMALL),,S: SHELLED,4000,1,2,September,2010,1,On Foot,,0,NO,,,,,,,,,,,,,,,,,,,,,1,PAIL (SMALL),,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Heaped in house,,3.5,OX - CART,,U: UNSHELLED,Did Nothing,,,,Food for household,,Seed for planting,
770,201060420037,Panel B,2,20106042,TOBACCO BURLEY,,YES,460,KILOGRAM,,NOT APPLICABLE,45000,N05,460,KILOGRAM,,NOT APPLICABLE,45000,3,,May,2010,2,Truck / Bus / Minibus,,2000,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
770,201060420037,Panel B,2,20106042,GROUNDNUT CG7,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,2,50 KG BAG,,U: UNSHELLED,Did Nothing,,,,Food for household,,Seed for planting,
766,201060420054,Panel B,2,20106042,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Traditional Nkhokwe,,2,OX - CART,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
766,201060420054,Panel B,2,20106042,SWEET POTATO,,YES,3,OX - CART,,NOT APPLICABLE,15000,N04,3,OX - CART,,NOT APPLICABLE,15000,1,2,August,2010,3,Own Bicycle or Oxcart,,1500,NO,,,,,,,,,,,,,,,,,,,,,.5,OX - CART,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,To sell at a higher price,,Food for household,
766,201060420054,Panel B,2,20106042,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1.5,OX - CART,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
786,201060420063,Panel B,2,20106042,GROUNDNUT CG7,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
786,201060420063,Panel B,2,20106042,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,3,50 KG BAG,,S: SHELLED,,,Rotting,,,,NO,,,,,,,,,,,Food for household,,,
792,201060420071,Panel B,2,20106042,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,.5,OX - CART,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
792,201060420071,Panel B,2,20106042,SWEET POTATO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
792,201060420071,Panel B,2,20106042,SOYABEAN,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Other (Specify),0.5 PAILS,.5,PAIL (LARGE),,S: SHELLED,Did Nothing,,,,Food for household,,,
792,201060420071,Panel B,2,20106042,GROUNDNUT CG7,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
782,201060420074,Panel B,2,20106042,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,6,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
776,201060420080,Panel B,2,20106042,MAIZE LOCAL,,YES,1,PAIL (SMALL),,S: SHELLED,250,N04,1,PAIL (SMALL),,S: SHELLED,250,2,,July,2010,1,On Foot,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,1,OX - CART,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
780,201060420097,Panel B,2,20106042,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
772,201060420105,Panel B,2,20106042,GROUNDNUT CG7,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,8,PAIL (LARGE),,U: UNSHELLED,Did Nothing,,,,Food for household,,To sell at a higher price,
772,201060420105,Panel B,2,20106042,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Food for household,,,
790,201060420114,Panel B,2,20106042,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,5,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
790,201060420114,Panel B,2,20106042,GROUNDNUT CHALIMBANA,,YES,4,PAIL (LARGE),,U: UNSHELLED,1200,N04,4,PAIL (LARGE),,U: UNSHELLED,1200,1,,August,2010,1,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),,U: UNSHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Unprotected pile,,4,50 KG BAG,,U: UNSHELLED,Did Nothing,,,,Food for household,,Seed for planting,
790,201060420114,Panel B,2,20106042,MAIZE HYBRID,,YES,10,50 KG BAG,,S: SHELLED,15000,N04,10,50 KG BAG,,S: SHELLED,15000,1,,September,2010,3,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,10,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,Seed for planting,
790,201060420114,Panel B,2,20106042,TOBACCO BURLEY,,YES,97,KILOGRAM,,NOT APPLICABLE,18000,N07,97,KILOGRAM,,NOT APPLICABLE,18000,1,,June,2010,1,Truck / Bus / Minibus,,3000,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
788,201060420123,Panel B,2,20106042,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,5,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
794,201060420140,Panel B,2,20106042,MAIZE HYBRID,,YES,6,PAIL (LARGE),,S: SHELLED,2400,N01,6,PAIL (LARGE),,S: SHELLED,2400,1,,August,2010,1,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,7,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,To sell at a higher price,
784,201060420148,Panel B,2,20106042,MAIZE HYBRID,,YES,1,50 KG BAG,,S: SHELLED,1000,N10,1,50 KG BAG,,S: SHELLED,1000,1,2,August,2010,1,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,9,50 KG BAG,,S: SHELLED,Spraying,,,,Food for household,,,
784,201060420148,Panel B,2,20106042,TOBACCO BURLEY,,YES,308,KILOGRAM,,NOT APPLICABLE,85000,N12,308,KILOGRAM,,NOT APPLICABLE,85000,1,2,July,2010,1,Buyer picked up the crop,,6600,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
774,201060420157,Panel B,2,20106042,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,6,50 KG BAG,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,5,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
774,201060420157,Panel B,2,20106042,TOBACCO BURLEY,,YES,940,KILOGRAM,,NOT APPLICABLE,98000,N09,940,KILOGRAM,,NOT APPLICABLE,98000,1,,June,2010,1,Truck / Bus / Minibus,,18000,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
774,201060420157,Panel B,2,20106042,MAIZE LOCAL,,YES,4,50 KG BAG,,S: SHELLED,4000,N10,4,50 KG BAG,,S: SHELLED,4000,2,,July,2010,1,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,1,50 KG BAG,,S: SHELLED,1,PAIL (LARGE),,S: SHELLED,0,,,,0,,,,1,PAIL (LARGE),,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,15,50 KG BAG,,S: SHELLED,Other (Specify),DUSTING,,,Food for household,,Render payments in-kind,
774,201060420157,Panel B,2,20106042,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,PAIL (LARGE),,U: UNSHELLED,0,,,,,,,,,,YES,Heaped in house,,2,PAIL (LARGE),,U: UNSHELLED,Did Nothing,,,,Seed for planting,,,
799,201106200004,Panel A,2,20110620,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,4,50 KG BAG,,S: SHELLED,Did Nothing,,,,Food for household,,,
799,201106200004,Panel A,2,20110620,GROUNDNUT CG7,,YES,6,PAIL (LARGE),,U: UNSHELLED,2100,N01,6,PAIL (LARGE),,U: UNSHELLED,2100,1,,August,2010,1,Buyer picked up the crop,,0,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,U: UNSHELLED,0,,,,,,,,,,YES,Bags in house,,1,PAIL (LARGE),,U: UNSHELLED,Did Nothing,,,,Food for household,,To sell at a higher price,
797,201106200018,Panel A,2,20110620,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Heaped in house,,1,OX - CART,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
773,201106200021,Panel A,2,20110620,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Bags in house,,9,50 KG BAG,,U: UNSHELLED,Did Nothing,,,,Food for household,,To sell at a higher price,
773,201106200021,Panel A,2,20110620,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,S: SHELLED,0,,,,,,,,,,YES,Traditional Nkhokwe,,1.5,OX - CART,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
773,201106200021,Panel A,2,20110620,TOBACCO BURLEY,,YES,300,KILOGRAM,,NOT APPLICABLE,125000,N05,300,KILOGRAM,,NOT APPLICABLE,125000,1,,May,2010,1,Truck / Bus / Minibus,,7500,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,To sell at a higher price,,,
783,201106200034,Panel A,2,20110620,MAIZE HYBRID,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (SMALL),,S: SHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Traditional Nkhokwe,,4,OX - CART,,U: UNSHELLED,Spraying,,,,Food for household,,,
783,201106200034,Panel A,2,20110620,GROUNDNUT CHALIMBANA,,YES,1,PAIL (SMALL),,U: UNSHELLED,1260,N04,1,PAIL (SMALL),,U: UNSHELLED,1260,1,2,August,2010,1,On Foot,,0,NO,,,,,,,,,,,,,,,,,,,,,1,PAIL (SMALL),,U: UNSHELLED,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Traditional Nkhokwe,,10,PAIL (SMALL),,U: UNSHELLED,Did Nothing,,,,Food for household,,,
783,201106200034,Panel A,2,20110620,TOBACCO BURLEY,,YES,397,KILOGRAM,,NOT APPLICABLE,89000,N03,397,KILOGRAM,,NOT APPLICABLE,89000,1,2,April,2010,1,Truck / Bus / Minibus,,8000,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
777,201106200058,Panel A,2,20110620,MAIZE LOCAL,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Traditional Nkhokwe,,4,OX - CART,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
777,201106200058,Panel A,2,20110620,GROUNDNUT CHALIMBANA,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,YES,Bags in house,,2,50 KG BAG,,U: UNSHELLED,Did Nothing,,,,Food for household,,,
777,201106200058,Panel A,2,20110620,TOBACCO BURLEY,,YES,150,KILOGRAM,,NOT APPLICABLE,36000,N06,150,KILOGRAM,,NOT APPLICABLE,36000,1,,June,2010,1,Truck / Bus / Minibus,,2000,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
791,201106200060,Panel A,2,20110620,TOBACCO BURLEY,,YES,280,KILOGRAM,,NOT APPLICABLE,85000,N06,280,KILOGRAM,,NOT APPLICABLE,85000,1,2,July,2010,1,Buyer picked up the crop,,700,NO,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,NO,,,,,,,,,,,Does not usually store,,,
