HHID,case_id,qx_type,visit,ea_id,hh_h01,hh_h02a,hh_h02b,hh_h02c,hh_h02d,hh_h02e,hh_h03a,hh_h03b,hh_h04,hh_h05a_01,hh_h05a_02,hh_h05a_03,hh_h05a_04,hh_h05a_05,hh_h05a_06,hh_h05a_07,hh_h05a_08,hh_h05a_09,hh_h05a_10,hh_h05b_01,hh_h05b_02,hh_h05b_03,hh_h05b_04,hh_h05b_05,hh_h05b_06,hh_h05b_07,hh_h05b_08,hh_h05b_09,hh_h05b_10,hh_h05b_11,hh_h05b_12,hh_h05b_13,hh_h05b_14,hh_h05b_15,hh_h06a,hh_h06a_os,hh_h06b,hh_h06b_os,hh_h06c,hh_h06c_os
1021,204053660025,Panel A,1,20405366,No,0,0,0,0,0,3,,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1001,204053660046,Panel A,1,20405366,No,0,7,0,0,0,2,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,204053660072,Panel A,1,20405366,No,0,0,0,0,0,2,,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Food in the market was very expensive,,,,,
1011,204053660073,Panel A,1,20405366,No,0,0,0,0,0,2,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,204053660075,Panel A,1,20405366,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,204053660091,Panel A,1,20405366,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,204053660100,Panel A,1,20405366,Yes,2,2,3,0,2,2,2,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to crop pest damage,,Inadequate household food stocks due to small land size,,Inadequate household food stocks due to lack of farm inputs,
1013,204053660101,Panel A,1,20405366,No,0,7,0,0,0,2,,Yes,,,,,,,,,,,X,,,,,,,,,,,,,,,Inadequate household food stocks due to crop pest damage,,,,,
1007,204053660140,Panel A,1,20405366,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,204053660142,Panel A,1,20405366,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,204053660162,Panel A,1,20405366,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,204053660205,Panel A,1,20405366,Yes,0,7,0,0,0,2,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,204053660211,Panel A,1,20405366,No,0,0,0,0,0,2,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,204053660216,Panel A,1,20405366,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,204053660263,Panel A,1,20405366,No,0,0,0,0,0,2,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,204053660304,Panel A,1,20405366,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,204073980001,Panel B,2,20407398,No,0,0,0,0,0,2,,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1048,204073980014,Panel B,2,20407398,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1050,204073980029,Panel B,2,20407398,No,0,7,0,0,0,2,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,204073980058,Panel B,2,20407398,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,204073980072,Panel B,2,20407398,No,0,0,0,0,0,2,3,Yes,,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1024,204073980086,Panel B,2,20407398,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,204073980114,Panel B,2,20407398,No,0,0,0,0,0,2,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,204073980128,Panel B,2,20407398,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,204073980148,Panel B,2,20407398,No,0,7,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,204073980171,Panel B,2,20407398,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,204073980185,Panel B,2,20407398,No,0,0,0,0,0,3,,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1034,204073980199,Panel B,2,20407398,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,204073980227,Panel B,2,20407398,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1026,204073980241,Panel B,2,20407398,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,204073980256,Panel B,2,20407398,No,0,7,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,204073980284,Panel B,2,20407398,No,0,7,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,204074810007,Panel A,1,20407481,No,0,7,0,0,0,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,204074810010,Panel A,1,20407481,Yes,1,6,1,0,0,0,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,204074810042,Panel A,1,20407481,No,0,7,0,0,0,7,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,204074810055,Panel A,1,20407481,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,204074810059,Panel A,1,20407481,Yes,3,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,204074810060,Panel A,1,20407481,No,0,0,0,1,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,204074810065,Panel A,1,20407481,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,204074810080,Panel A,1,20407481,No,2,7,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,204074810082,Panel A,1,20407481,Yes,0,0,1,0,0,2,,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,Inadequate household food stocks due to lack of farm inputs,,,
1027,204074810083,Panel A,1,20407481,No,0,0,0,0,0,3,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,204074810085,Panel A,1,20407481,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,204074810097,Panel A,1,20407481,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,204074810099,Panel A,1,20407481,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,204074810106,Panel A,1,20407481,No,0,0,0,0,0,3,,Yes,X,,,,,,,,,,,,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1025,204074810117,Panel A,1,20407481,No,0,0,0,0,0,3,,Yes,,,,,,,,,,X,X,,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1037,204074810130,Panel A,1,20407481,Yes,0,0,0,2,1,2,3,Yes,,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,Food in the market was very expensive,,,
1074,205070890007,Panel B,2,20507089,No,0,0,0,0,0,3,3,Yes,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,,Floods/water logging,,,,,
1068,205070890020,Panel B,2,20507089,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,205070890033,Panel B,2,20507089,Yes,3,2,3,0,0,2,2,Yes,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1080,205070890045,Panel B,2,20507089,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,205070890051,Panel B,2,20507089,Yes,1,3,1,0,0,3,,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Food in the market was very expensive,,Inadequate household food stocks due to lack of farm inputs,,,
1056,205070890053,Panel B,2,20507089,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,Inadequate household food stocks due to lack of farm inputs,,,
1062,205070890072,Panel B,2,20507089,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Other (Specify),MAIZE WERE SOLD IN DECEMBER,,,,
1054,205070890083,Panel B,2,20507089,Yes,2,1,0,0,2,2,2,Yes,,,,,,,,,X,X,X,,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,Inadequate household stocks due to drought/poor rains,,,
1072,205070890098,Panel B,2,20507089,Yes,2,2,0,3,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,205070890124,Panel B,2,20507089,No,0,0,0,0,0,2,,Yes,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1078,205070890190,Panel B,2,20507089,No,0,0,0,0,2,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,205070890201,Panel B,2,20507089,Yes,0,0,1,0,0,2,,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1066,205070890216,Panel B,2,20507089,No,0,0,0,0,0,2,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,205070890229,Panel B,2,20507089,Yes,0,0,2,0,1,3,4,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1076,205070890243,Panel B,2,20507089,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,Inadequate household food stocks due to crop pest damage,,,
1064,205070890256,Panel B,2,20507089,Yes,0,0,4,0,1,2,,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1075,205074590013,Panel A,1,20507459,No,0,0,0,0,0,3,,Yes,,,,,,,,X,X,,,,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1069,205074590019,Panel A,1,20507459,No,0,0,0,0,0,2,2,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1077,205074590034,Panel A,1,20507459,No,0,0,0,0,0,3,4,Yes,,,,,,,,,,,,,X,,,,,,,,,,,,,Other (Specify),SOLD FOOD STOCK,,,,
1073,205074590035,Panel A,1,20507459,No,0,0,0,0,0,3,,Yes,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,Floods/water logging,,,
1061,205074590037,Panel A,1,20507459,No,0,0,0,0,0,2,2,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1063,205074590038,Panel A,1,20507459,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,205074590040,Panel A,1,20507459,Yes,1,2,0,0,0,3,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to crop pest damage,,,,,
1079,205074590043,Panel A,1,20507459,Yes,0,0,0,0,0,3,3,Yes,,,,,,,,,,,X,,,,,,,,,,,,,,,Floods/water logging,,,,,
1059,205074590056,Panel A,1,20507459,No,0,0,0,0,0,3,,Yes,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,Inadequate household food stocks due to small land size,,,
1081,205074590101,Panel A,1,20507459,No,0,0,0,0,0,2,,Yes,,,,,,,,,X,X,X,,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1085,205074590102,Panel A,1,20507459,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,205074590174,Panel A,1,20507459,Yes,1,1,0,0,0,3,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
1071,205074590175,Panel A,1,20507459,Yes,0,0,0,0,0,3,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
1057,205074590179,Panel A,1,20507459,No,0,0,0,0,1,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,205074590192,Panel A,1,20507459,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,205074590199,Panel A,1,20507459,No,0,0,0,0,1,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,205083490004,Panel A,1,20508349,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,205083490010,Panel A,1,20508349,No,0,0,0,0,0,3,,Yes,,,,,,,X,,,,,,,,,,,,,,,,,,,Other (Specify),LACK OF MONEY,,,,
1109,205083490011,Panel A,1,20508349,Yes,2,5,4,1,3,2,3,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,Inadequate household food stocks due to small land size,,Floods/water logging,
1099,205083490014,Panel A,1,20508349,No,0,0,0,0,0,2,,Yes,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,Inadequate household food stocks due to lack of farm inputs,,,
1093,205083490015,Panel A,1,20508349,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,205083490030,Panel A,1,20508349,Yes,7,2,2,0,0,2,3,Yes,,,,,,,,,,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1111,205083490055,Panel A,1,20508349,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,,,,
1101,205083490065,Panel A,1,20508349,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,205083490066,Panel A,1,20508349,No,0,0,0,0,0,2,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,205083490076,Panel A,1,20508349,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,205083490080,Panel A,1,20508349,Yes,1,0,1,0,2,3,,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1113,205083490092,Panel A,1,20508349,Yes,0,0,0,0,2,1,,Yes,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1115,205083490101,Panel A,1,20508349,Yes,0,3,1,0,1,2,,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1119,205083490116,Panel A,1,20508349,No,0,0,0,0,0,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,205083490120,Panel A,1,20508349,Yes,3,0,0,0,0,3,,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Other (Specify),MOTHER WAS SICK THEY SALE MAIZE,Inadequate household food stocks due to small land size,,,
1091,205083490121,Panel A,1,20508349,Yes,2,3,0,2,1,2,2,Yes,,,,,,,,,X,,X,,,,,,,,,,,,,,,Inadequate household food stocks due to crop pest damage,,Floods/water logging,,,
1123,206011410001,Panel A,1,20601141,No,0,0,0,0,0,3,,Yes,,,,,,,,,,,X,,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1135,206011410004,Panel A,1,20601141,No,0,0,0,0,0,2,2,Yes,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to crop pest damage,,Inadequate household food stocks due to lack of farm inputs,,,
1141,206011410005,Panel A,1,20601141,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,206011410029,Panel A,1,20601141,No,0,0,0,0,0,2,,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1147,206011410032,Panel A,1,20601141,No,0,0,0,0,0,2,2,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1143,206011410033,Panel A,1,20601141,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1149,206011410034,Panel A,1,20601141,No,0,0,0,0,0,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,206011410057,Panel A,1,20601141,Yes,1,0,2,0,0,2,3,Yes,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1139,206011410060,Panel A,1,20601141,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,206011410061,Panel A,1,20601141,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,206011410066,Panel A,1,20601141,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,206011410077,Panel A,1,20601141,Yes,2,0,0,0,0,2,,Yes,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,Food in the market was very expensive,,,,,
1137,206011410087,Panel A,1,20601141,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,206011410104,Panel A,1,20601141,No,0,0,0,0,0,2,3,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1127,206011410119,Panel A,1,20601141,Yes,0,2,0,0,0,2,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,206011410125,Panel A,1,20601141,No,0,0,0,0,0,3,,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1112,206016260010,Panel B,2,20601626,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,Inadequate household food stocks due to lack of farm inputs,,,
1106,206016260022,Panel B,2,20601626,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,206016260033,Panel B,2,20601626,No,0,0,0,0,0,2,3,Yes,,,,,,,,,,,X,X,X,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,Inadequate household food stocks due to lack of farm inputs,,,
1100,206016260045,Panel B,2,20601626,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,206016260057,Panel B,2,20601626,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,206016260069,Panel B,2,20601626,No,0,0,0,0,0,2,2,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1094,206016260080,Panel B,2,20601626,No,0,5,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,206016260092,Panel B,2,20601626,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,206016260104,Panel B,2,20601626,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,Inadequate household food stocks due to lack of farm inputs,,,
1108,206016260116,Panel B,2,20601626,No,0,0,0,0,0,3,4,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,206016260139,Panel B,2,20601626,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,206016260151,Panel B,2,20601626,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,206016260163,Panel B,2,20601626,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,206016260175,Panel B,2,20601626,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,206016260210,Panel B,2,20601626,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,206016260222,Panel B,2,20601626,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,206023630017,Panel B,2,20602363,No,2,2,2,2,2,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,206023630037,Panel B,2,20602363,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,206023630057,Panel B,2,20602363,No,0,0,0,0,0,2,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,206023630097,Panel B,2,20602363,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,206023630116,Panel B,2,20602363,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,206023630136,Panel B,2,20602363,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,206023630176,Panel B,2,20602363,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,206023630196,Panel B,2,20602363,Yes,6,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,206023630215,Panel B,2,20602363,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,206023630275,Panel B,2,20602363,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,206023630295,Panel B,2,20602363,Yes,0,0,0,0,0,2,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,206023630334,Panel B,2,20602363,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,206023630354,Panel B,2,20602363,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,206023630374,Panel B,2,20602363,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,206023630414,Panel B,2,20602363,No,0,3,0,0,2,3,3,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household stocks due to drought/poor rains,,,,,
1164,206030900002,Panel B,2,20603090,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,206030900017,Panel B,2,20603090,No,0,0,0,0,0,2,,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1156,206030900031,Panel B,2,20603090,No,0,0,0,0,0,2,,Yes,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,Inadequate household food stocks due to lack of farm inputs,,,
1176,206030900046,Panel B,2,20603090,No,0,3,0,2,1,2,,Yes,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1172,206030900060,Panel B,2,20603090,No,0,0,1,0,0,2,,Yes,,,,,,,,,,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1158,206030900074,Panel B,2,20603090,No,0,0,0,0,0,2,2,Yes,,,,,,,,,,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1152,206030900103,Panel B,2,20603090,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1148,206030900161,Panel B,2,20603090,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,206030900175,Panel B,2,20603090,Yes,3,2,4,0,0,3,,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Inadequate household food stocks due to small land size,,Inadequate household food stocks due to lack of farm inputs,,,
1154,206030900189,Panel B,2,20603090,Yes,4,3,4,5,1,2,2,Yes,,,,,,,,,,,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1162,206030900218,Panel B,2,20603090,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,206030900233,Panel B,2,20603090,No,0,0,0,0,0,2,2,Yes,,,,,,,,,,,,X,X,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1168,206030900247,Panel B,2,20603090,No,0,0,0,0,0,2,2,Yes,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,Food in the market was very expensive,,,
1174,206030900276,Panel B,2,20603090,No,0,0,0,0,0,2,,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1166,206030900290,Panel B,2,20603090,No,2,2,2,2,2,2,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,206035330008,Panel A,1,20603533,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,206035330017,Panel A,1,20603533,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,206035330026,Panel A,1,20603533,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,206035330035,Panel A,1,20603533,No,0,0,0,0,0,2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,206035330045,Panel A,1,20603533,No,0,0,0,0,0,3,,Yes,,,,,,,,,,,X,,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
1181,206035330054,Panel A,1,20603533,No,0,0,0,0,0,3,,Yes,,,,,,,,,,,X,,,,,,,,,,,,,,,Inadequate household food stocks due to lack of farm inputs,,,,,
1157,206035330063,Panel A,1,20603533,No,0,0,0,0,0,3,3,Yes,,,,,,,,,,,,X,,,,,,,,,,,,,,Food in the market was very expensive,,,,,
1165,206035330073,Panel A,1,20603533,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,206035330091,Panel A,1,20603533,No,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,206035330110,Panel A,1,20603533,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,206035330119,Panel A,1,20603533,Yes,0,0,0,0,0,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,206035330128,Panel A,1,20603533,No,0,0,0,0,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,206035330138,Panel A,1,20603533,No,0,0,2,3,0,3,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
