occ,ea_id,com_cj0b,com_cj01,com_cj02,com_cj03,com_cj04,com_cj05,com_cj06
6,21086069,BUSINESS ASSOC,NO,,,,,
7,21086069,WOMEN`S GROUP,NO,,,,,
8,21086069,YOUTH GROUP,YES,2,WEEKLY,20,10,20
9,21086069,POLITICAL GROUP,YES,7,MONTHLY,50,20,16
10,21086069,RELIGIOUS GROUP,YES,3,WEEKLY,50,40,6
11,21086069,CULTURAL GROUP,YES,1,MONTHLY,10,5,4
12,21086069,HEALTH COMMITTEE,YES,1,WEEKLY,12,6,0
13,21086069,SCHOOL COMMITTEE,YES,1,WEEKLY,4,1,0
14,21086069,PARENT-TEACHER ASSOC.,NO,,,,,
15,21086069,SPORTS GROUP,NO,,,,,
16,21086069,NGO,NO,,,,,
17,21086069,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,10,0,8
18,21086069,DISABLED ASSOC.,NO,,,,,
19,21086069,OTHER (SPECIFY),NO,,,,,
1,21086436,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,12,4,0
2,21086436,AGRICULTURAL COOP,NO,,,,,
3,21086436,TOBACCO CLUB,NO,,,,,
4,21086436,FARMERS` GROUP,NO,,,,,
5,21086436,SAVING AND CREDIT COOP,NO,,,,,
6,21086436,BUSINESS ASSOC,NO,,,,,
7,21086436,WOMEN`S GROUP,NO,,,,,
8,21086436,YOUTH GROUP,YES,2,WEEKLY,14,6,14
9,21086436,POLITICAL GROUP,YES,5,MONTHLY,40,16,4
10,21086436,RELIGIOUS GROUP,YES,7,WEEKLY,50,50,0
11,21086436,CULTURAL GROUP,YES,1,MONTHLY,10,4,2
12,21086436,HEALTH COMMITTEE,YES,1,WEEKLY,12,6,0
13,21086436,SCHOOL COMMITTEE,YES,1,WEEKLY,4,1,0
14,21086436,PARENT-TEACHER ASSOC.,NO,,,,,
15,21086436,SPORTS GROUP,NO,,,,,
16,21086436,NGO,NO,,,,,
17,21086436,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,10,2,10
18,21086436,DISABLED ASSOC.,NO,,,,,
19,21086436,OTHER (SPECIFY),NO,,,,,
1,21087531,VILLAGE DEVELOPMENT COMMITTE,YES,2,MONTHLY,10,4,0
2,21087531,AGRICULTURAL COOP,NO,,,,,
3,21087531,TOBACCO CLUB,NO,,,,,
4,21087531,FARMERS` GROUP,NO,,,,,
5,21087531,SAVING AND CREDIT COOP,NO,,,,,
6,21087531,BUSINESS ASSOC,NO,,,,,
7,21087531,WOMEN`S GROUP,NO,,,,,
8,21087531,YOUTH GROUP,NO,,,,,
9,21087531,POLITICAL GROUP,NO,,,,,
10,21087531,RELIGIOUS GROUP,NO,,,,,
11,21087531,CULTURAL GROUP,NO,,,,,
12,21087531,HEALTH COMMITTEE,YES,1,WEEKLY,10,9,1
13,21087531,SCHOOL COMMITTEE,YES,1,WEEKLY,10,4,2
14,21087531,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,4,1
15,21087531,SPORTS GROUP,YES,1,WEEKLY,40,1,37
16,21087531,NGO,NO,,,,,
17,21087531,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,16,2,8
18,21087531,DISABLED ASSOC.,NO,,,,,
19,21087531,OTHER (SPECIFY),NO,,,,,
1,21088597,VILLAGE DEVELOPMENT COMMITTE,NO,,,,,
2,21088597,AGRICULTURAL COOP,NO,,,,,
3,21088597,TOBACCO CLUB,NO,,,,,
4,21088597,FARMERS` GROUP,NO,,,,,
5,21088597,SAVING AND CREDIT COOP,YES,3,WEEKLY,25,25,5
6,21088597,BUSINESS ASSOC,NO,,,,,
7,21088597,WOMEN`S GROUP,YES,2,WEEKLY,22,22,0
8,21088597,YOUTH GROUP,YES,1,WEEKLY,15,1,15
9,21088597,POLITICAL GROUP,YES,3,WEEKLY,25,14,10
10,21088597,RELIGIOUS GROUP,YES,3,WEEKLY,30,30,0
11,21088597,CULTURAL GROUP,NO,,,,,
12,21088597,HEALTH COMMITTEE,YES,2,WEEKLY,10,8,0
13,21088597,SCHOOL COMMITTEE,YES,1,QUARTERLY,30,28,3
14,21088597,PARENT-TEACHER ASSOC.,YES,1,QUARTERLY,50,29,12
15,21088597,SPORTS GROUP,NO,,,,,
16,21088597,NGO,NO,,,,,
17,21088597,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,21088597,DISABLED ASSOC.,YES,1,WEEKLY,10,5,0
19,21088597,OTHER (SPECIFY),YES,1,WEEKLY,10,5,0
1,30101280,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,5,0
2,30101280,AGRICULTURAL COOP,NO,,,,,
3,30101280,TOBACCO CLUB,NO,,,,,
4,30101280,FARMERS` GROUP,NO,,,,,
5,30101280,SAVING AND CREDIT COOP,NO,,,,,
6,30101280,BUSINESS ASSOC,NO,,,,,
7,30101280,WOMEN`S GROUP,NO,,,,,
8,30101280,YOUTH GROUP,YES,1,MONTHLY,9,4,9
9,30101280,POLITICAL GROUP,NO,,,,,
10,30101280,RELIGIOUS GROUP,NO,,,,,
11,30101280,CULTURAL GROUP,NO,,,,,
12,30101280,HEALTH COMMITTEE,YES,5,MONTHLY,15,15,6
13,30101280,SCHOOL COMMITTEE,YES,1,MONTHLY,10,4,0
14,30101280,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,90,8,0
15,30101280,SPORTS GROUP,NO,,,,,
16,30101280,NGO,NO,,,,,
17,30101280,COMMUNITY POLICE/WATCH GROUP,YES,5,WEEKLY,16,9,4
18,30101280,DISABLED ASSOC.,NO,,,,,
19,30101280,OTHER (SPECIFY),NO,,,,,
1,30101545,VILLAGE DEVELOPMENT COMMITTE,YES,2,MONTHLY,20,9,5
2,30101545,AGRICULTURAL COOP,NO,,,,,
3,30101545,TOBACCO CLUB,NO,,,,,
4,30101545,FARMERS` GROUP,NO,,,,,
5,30101545,SAVING AND CREDIT COOP,YES,1,MONTHLY,25,20,9
6,30101545,BUSINESS ASSOC,NO,,,,,
7,30101545,WOMEN`S GROUP,YES,1,WEEKLY,12,12,3
8,30101545,YOUTH GROUP,NO,,,,,
9,30101545,POLITICAL GROUP,YES,3,QUARTERLY,88,48,33
10,30101545,RELIGIOUS GROUP,NO,,,,,
11,30101545,CULTURAL GROUP,NO,,,,,
12,30101545,HEALTH COMMITTEE,YES,1,MONTHLY,20,13,11
13,30101545,SCHOOL COMMITTEE,YES,1,QUARTERLY,8,3,0
14,30101545,PARENT-TEACHER ASSOC.,YES,1,QUARTERLY,10,3,1
15,30101545,SPORTS GROUP,NO,,,,,
16,30101545,NGO,NO,,,,,
17,30101545,COMMUNITY POLICE/WATCH GROUP,YES,2,WEEKLY,15,8,3
18,30101545,DISABLED ASSOC.,NO,,,,,
19,30101545,OTHER (SPECIFY),NO,,,,,
1,30102028,VILLAGE DEVELOPMENT COMMITTE,YES,3,MONTHLY,40,18,2
2,30102028,AGRICULTURAL COOP,NO,,,,,
3,30102028,TOBACCO CLUB,NO,,,,,
4,30102028,FARMERS` GROUP,NO,,,,,
5,30102028,SAVING AND CREDIT COOP,NO,,,,,
6,30102028,BUSINESS ASSOC,NO,,,,,
7,30102028,WOMEN`S GROUP,NO,,,,,
8,30102028,YOUTH GROUP,NO,,,,,
9,30102028,POLITICAL GROUP,YES,3,SEMI-ANNUALLY,38,26,9
10,30102028,RELIGIOUS GROUP,NO,,,,,
11,30102028,CULTURAL GROUP,NO,,,,,
12,30102028,HEALTH COMMITTEE,YES,1,MONTHLY,20,11,8
13,30102028,SCHOOL COMMITTEE,YES,1,QUARTERLY,9,4,3
14,30102028,PARENT-TEACHER ASSOC.,YES,1,QUARTERLY,10,5,2
15,30102028,SPORTS GROUP,NO,,,,,
16,30102028,NGO,NO,,,,,
17,30102028,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,30102028,DISABLED ASSOC.,NO,,,,,
19,30102028,OTHER (SPECIFY),NO,,,,,
1,30102540,VILLAGE DEVELOPMENT COMMITTE,YES,2,MONTHLY,22,6,4
2,30102540,AGRICULTURAL COOP,NO,,,,,
3,30102540,TOBACCO CLUB,YES,9,MONTHLY,90,47,18
4,30102540,FARMERS` GROUP,NO,,,,,
5,30102540,SAVING AND CREDIT COOP,NO,,,,,
6,30102540,BUSINESS ASSOC,NO,,,,,
7,30102540,WOMEN`S GROUP,YES,1,MONTHLY,14,7,3
8,30102540,YOUTH GROUP,NO,,,,,
9,30102540,POLITICAL GROUP,YES,2,SEMI-ANNUALLY,98,61,30
10,30102540,RELIGIOUS GROUP,NO,,,,,
11,30102540,CULTURAL GROUP,NO,,,,,
12,30102540,HEALTH COMMITTEE,YES,1,,,,
13,30102540,SCHOOL COMMITTEE,YES,1,QUARTERLY,10,2,1
14,30102540,PARENT-TEACHER ASSOC.,YES,1,QUARTERLY,9,1,0
15,30102540,SPORTS GROUP,NO,,,,,
16,30102540,NGO,NO,,,,,
17,30102540,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,30102540,DISABLED ASSOC.,NO,,,,,
19,30102540,OTHER (SPECIFY),NO,,,,,
1,30103074,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,16,8,3
2,30103074,AGRICULTURAL COOP,NO,,,,,
3,30103074,TOBACCO CLUB,NO,,,,,
4,30103074,FARMERS` GROUP,NO,,,,,
5,30103074,SAVING AND CREDIT COOP,YES,1,QUARTERLY,50,38,5
6,30103074,BUSINESS ASSOC,NO,,,,,
7,30103074,WOMEN`S GROUP,YES,1,WEEKLY,10,10,0
8,30103074,YOUTH GROUP,NO,,,,,
9,30103074,POLITICAL GROUP,NO,,,,,
10,30103074,RELIGIOUS GROUP,NO,,,,,
11,30103074,CULTURAL GROUP,NO,,,,,
12,30103074,HEALTH COMMITTEE,YES,1,WEEKLY,11,5,3
13,30103074,SCHOOL COMMITTEE,YES,1,MONTHLY,10,6,0
14,30103074,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,4,1
15,30103074,SPORTS GROUP,NO,,,,,
16,30103074,NGO,NO,,,,,
17,30103074,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,10,4,0
18,30103074,DISABLED ASSOC.,NO,,,,,
19,30103074,OTHER (SPECIFY),NO,,,,,
1,30104708,VILLAGE DEVELOPMENT COMMITTE,YES,1,QUARTERLY,16,7,0
2,30104708,AGRICULTURAL COOP,NO,,,,,
3,30104708,TOBACCO CLUB,NO,,,,,
4,30104708,FARMERS` GROUP,YES,1,MONTHLY,10,5,1
5,30104708,SAVING AND CREDIT COOP,YES,1,QUARTERLY,48,42,2
6,30104708,BUSINESS ASSOC,NO,,,,,
7,30104708,WOMEN`S GROUP,YES,1,WEEKLY,10,10,3
8,30104708,YOUTH GROUP,YES,1,MONTHLY,16,6,10
9,30104708,POLITICAL GROUP,YES,4,QUARTERLY,40,26,7
10,30104708,RELIGIOUS GROUP,NO,,,,,
11,30104708,CULTURAL GROUP,NO,,,,,
12,30104708,HEALTH COMMITTEE,YES,1,MONTHLY,10,4,2
13,30104708,SCHOOL COMMITTEE,YES,1,MONTHLY,9,4,3
14,30104708,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,6,1
15,30104708,SPORTS GROUP,NO,,,,,
16,30104708,NGO,NO,,,,,
17,30104708,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,10,4,0
18,30104708,DISABLED ASSOC.,YES,1,MONTHLY,10,4,0
19,30104708,OTHER (SPECIFY),NO,,,,,
1,30105325,VILLAGE DEVELOPMENT COMMITTE,YES,1,WEEKLY,24,12,8
2,30105325,AGRICULTURAL COOP,NO,,,,,
3,30105325,TOBACCO CLUB,NO,,,,,
4,30105325,FARMERS` GROUP,NO,,,,,
5,30105325,SAVING AND CREDIT COOP,NO,,,,,
6,30105325,BUSINESS ASSOC,NO,,,,,
7,30105325,WOMEN`S GROUP,YES,1,WEEKLY,10,10,0
8,30105325,YOUTH GROUP,NO,,,,,
9,30105325,POLITICAL GROUP,NO,,,,,
10,30105325,RELIGIOUS GROUP,NO,,,,,
11,30105325,CULTURAL GROUP,NO,,,,,
12,30105325,HEALTH COMMITTEE,YES,4,MONTHLY,10,7,3
13,30105325,SCHOOL COMMITTEE,YES,1,MONTHLY,10,5,0
14,30105325,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,3,0
15,30105325,SPORTS GROUP,YES,1,WEEKLY,4,2,4
16,30105325,NGO,NO,,,,,
17,30105325,COMMUNITY POLICE/WATCH GROUP,YES,4,WEEKLY,12,0,2
18,30105325,DISABLED ASSOC.,YES,1,MONTHLY,140,79,5
19,30105325,OTHER (SPECIFY),YES,1,MONTHLY,10,5,0
1,30105448,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,4,0
2,30105448,AGRICULTURAL COOP,NO,,,,,
3,30105448,TOBACCO CLUB,NO,,,,,
4,30105448,FARMERS` GROUP,NO,,,,,
5,30105448,SAVING AND CREDIT COOP,NO,,,,,
6,30105448,BUSINESS ASSOC,NO,,,,,
7,30105448,WOMEN`S GROUP,YES,1,MONTHLY,10,10,3
8,30105448,YOUTH GROUP,YES,1,MONTHLY,20,6,12
9,30105448,POLITICAL GROUP,YES,4,QUARTERLY,40,31,8
10,30105448,RELIGIOUS GROUP,NO,,,,,
11,30105448,CULTURAL GROUP,NO,,,,,
12,30105448,HEALTH COMMITTEE,YES,1,MONTHLY,30,13,4
13,30105448,SCHOOL COMMITTEE,YES,1,MONTHLY,10,5,1
14,30105448,PARENT-TEACHER ASSOC.,YES,1,QUARTERLY,9,4,0
15,30105448,SPORTS GROUP,NO,,,,,
16,30105448,NGO,NO,,,,,
17,30105448,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,30,7,5
18,30105448,DISABLED ASSOC.,NO,,,,,
19,30105448,OTHER (SPECIFY),YES,1,MONTHLY,13,6,0
1,30107624,VILLAGE DEVELOPMENT COMMITTE,NO,,,,,
2,30107624,AGRICULTURAL COOP,NO,,,,,
3,30107624,TOBACCO CLUB,NO,,,,,
4,30107624,FARMERS` GROUP,NO,,,,,
5,30107624,SAVING AND CREDIT COOP,NO,,,,,
6,30107624,BUSINESS ASSOC,NO,,,,,
7,30107624,WOMEN`S GROUP,NO,,,,,
8,30107624,YOUTH GROUP,NO,,,,,
9,30107624,POLITICAL GROUP,YES,3,MONTHLY,10,5,4
10,30107624,RELIGIOUS GROUP,NO,,,,,
11,30107624,CULTURAL GROUP,NO,,,,,
12,30107624,HEALTH COMMITTEE,YES,1,MONTHLY,10,6,4
13,30107624,SCHOOL COMMITTEE,YES,1,WEEKLY,10,4,1
14,30107624,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,4,0
15,30107624,SPORTS GROUP,NO,,,,,
16,30107624,NGO,NO,,,,,
17,30107624,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,10,5,2
18,30107624,DISABLED ASSOC.,NO,,,,,
19,30107624,OTHER (SPECIFY),NO,,,,,
1,30108401,VILLAGE DEVELOPMENT COMMITTE,YES,2,WEEKLY,1,9,4
2,30108401,AGRICULTURAL COOP,NO,,,,,
3,30108401,TOBACCO CLUB,NO,,,,,
4,30108401,FARMERS` GROUP,NO,,,,,
5,30108401,SAVING AND CREDIT COOP,NO,,,,,
6,30108401,BUSINESS ASSOC,NO,,,,,
7,30108401,WOMEN`S GROUP,YES,1,WEEKLY,10,10,6
8,30108401,YOUTH GROUP,NO,,,,,
9,30108401,POLITICAL GROUP,NO,,,,,
10,30108401,RELIGIOUS GROUP,NO,,,,,
11,30108401,CULTURAL GROUP,NO,,,,,
12,30108401,HEALTH COMMITTEE,YES,2,WEEKLY,10,5,5
13,30108401,SCHOOL COMMITTEE,YES,1,WEEKLY,10,4,6
14,30108401,PARENT-TEACHER ASSOC.,YES,1,WEEKLY,10,4,6
15,30108401,SPORTS GROUP,NO,,,,,
16,30108401,NGO,NO,,,,,
17,30108401,COMMUNITY POLICE/WATCH GROUP,YES,2,WEEKLY,1,4,6
18,30108401,DISABLED ASSOC.,NO,,,,,
19,30108401,OTHER (SPECIFY),NO,,,,,
1,30109724,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,14,5,6
2,30109724,AGRICULTURAL COOP,NO,,,,,
3,30109724,TOBACCO CLUB,NO,,,,,
4,30109724,FARMERS` GROUP,NO,,,,,
5,30109724,SAVING AND CREDIT COOP,NO,,,,,
6,30109724,BUSINESS ASSOC,NO,,,,,
7,30109724,WOMEN`S GROUP,YES,1,MONTHLY,9,9,0
8,30109724,YOUTH GROUP,NO,,,,,
9,30109724,POLITICAL GROUP,YES,4,QUARTERLY,18,10,4
10,30109724,RELIGIOUS GROUP,NO,,,,,
11,30109724,CULTURAL GROUP,NO,,,,,
12,30109724,HEALTH COMMITTEE,YES,3,WEEKLY,30,17,9
13,30109724,SCHOOL COMMITTEE,YES,1,MONTHLY,9,4,1
14,30109724,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,5,3
15,30109724,SPORTS GROUP,NO,,,,,
16,30109724,NGO,NO,,,,,
17,30109724,COMMUNITY POLICE/WATCH GROUP,YES,3,WEEKLY,30,15,8
18,30109724,DISABLED ASSOC.,NO,,,,,
19,30109724,OTHER (SPECIFY),NO,,,,,
1,30202252,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,15,7,6
2,30202252,AGRICULTURAL COOP,NO,,,,,
3,30202252,TOBACCO CLUB,NO,,,,,
4,30202252,FARMERS` GROUP,NO,,,,,
5,30202252,SAVING AND CREDIT COOP,YES,12,WEEKLY,439,257,200
6,30202252,BUSINESS ASSOC,NO,,,,,
7,30202252,WOMEN`S GROUP,NO,,,,,
8,30202252,YOUTH GROUP,NO,,,,,
9,30202252,POLITICAL GROUP,YES,3,QUARTERLY,180,79,80
10,30202252,RELIGIOUS GROUP,NO,,,,,
11,30202252,CULTURAL GROUP,NO,,,,,
12,30202252,HEALTH COMMITTEE,YES,1,MONTHLY,20,9,5
13,30202252,SCHOOL COMMITTEE,YES,1,MONTHLY,9,6,4
14,30202252,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,5,2
15,30202252,SPORTS GROUP,NO,,,,,
16,30202252,NGO,NO,,,,,
17,30202252,COMMUNITY POLICE/WATCH GROUP,YES,5,WEEKLY,34,18,12
18,30202252,DISABLED ASSOC.,NO,,,,,
19,30202252,OTHER (SPECIFY),NO,,,,,
1,30206341,VILLAGE DEVELOPMENT COMMITTE,YES,4,MONTHLY,44,18,7
2,30206341,AGRICULTURAL COOP,NO,,,,,
3,30206341,TOBACCO CLUB,NO,,,,,
4,30206341,FARMERS` GROUP,NO,,,,,
5,30206341,SAVING AND CREDIT COOP,YES,2,WEEKLY,28,15,5
6,30206341,BUSINESS ASSOC,NO,,,,,
7,30206341,WOMEN`S GROUP,YES,1,MONTHLY,12,12,3
8,30206341,YOUTH GROUP,YES,1,MONTHLY,12,6,12
9,30206341,POLITICAL GROUP,NO,,,,,
10,30206341,RELIGIOUS GROUP,NO,,,,,
11,30206341,CULTURAL GROUP,NO,,,,,
12,30206341,HEALTH COMMITTEE,NO,,,,,
13,30206341,SCHOOL COMMITTEE,YES,1,MONTHLY,19,10,2
14,30206341,PARENT-TEACHER ASSOC.,YES,1,QUARTERLY,9,4,0
15,30206341,SPORTS GROUP,NO,,,,,
16,30206341,NGO,NO,,,,,
17,30206341,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,30206341,DISABLED ASSOC.,NO,,,,,
19,30206341,OTHER (SPECIFY),NO,,,,,
1,30206572,VILLAGE DEVELOPMENT COMMITTE,YES,4,MONTHLY,40,20,17
2,30206572,AGRICULTURAL COOP,NO,,,,,
3,30206572,TOBACCO CLUB,NO,,,,,
4,30206572,FARMERS` GROUP,NO,,,,,
5,30206572,SAVING AND CREDIT COOP,YES,2,MONTHLY,15,9,2
6,30206572,BUSINESS ASSOC,NO,,,,,
7,30206572,WOMEN`S GROUP,YES,1,WEEKLY,10,10,4
8,30206572,YOUTH GROUP,NO,,,,,
9,30206572,POLITICAL GROUP,NO,,,,,
10,30206572,RELIGIOUS GROUP,NO,,,,,
11,30206572,CULTURAL GROUP,NO,,,,,
12,30206572,HEALTH COMMITTEE,YES,1,WEEKLY,10,3,5
13,30206572,SCHOOL COMMITTEE,YES,1,QUARTERLY,9,4,1
14,30206572,PARENT-TEACHER ASSOC.,YES,1,QUARTERLY,9,2,0
15,30206572,SPORTS GROUP,YES,1,WEEKLY,15,2,6
16,30206572,NGO,NO,,,,,
17,30206572,COMMUNITY POLICE/WATCH GROUP,YES,4,MONTHLY,35,7,14
18,30206572,DISABLED ASSOC.,NO,,,,,
19,30206572,OTHER (SPECIFY),NO,,,,,
1,30208396,VILLAGE DEVELOPMENT COMMITTE,NO,,,,,
2,30208396,AGRICULTURAL COOP,NO,,,,,
3,30208396,TOBACCO CLUB,YES,1,WEEKLY,10,4,0
4,30208396,FARMERS` GROUP,NO,,,,,
5,30208396,SAVING AND CREDIT COOP,NO,,,,,
6,30208396,BUSINESS ASSOC,YES,1,MONTHLY,8,0,4
7,30208396,WOMEN`S GROUP,NO,,,,,
8,30208396,YOUTH GROUP,NO,,,,,
9,30208396,POLITICAL GROUP,NO,,,,,
10,30208396,RELIGIOUS GROUP,YES,1,MONTHLY,10,5,2
11,30208396,CULTURAL GROUP,NO,,,,,
12,30208396,HEALTH COMMITTEE,YES,1,MONTHLY,8,4,0
13,30208396,SCHOOL COMMITTEE,YES,1,WEEKLY,12,6,4
14,30208396,PARENT-TEACHER ASSOC.,YES,1,WEEKLY,10,3,0
15,30208396,SPORTS GROUP,YES,1,MONTHLY,7,4,3
16,30208396,NGO,NO,,,,,
17,30208396,COMMUNITY POLICE/WATCH GROUP,NO,,,,,
18,30208396,DISABLED ASSOC.,NO,,,,,
19,30208396,OTHER (SPECIFY),NO,,,,,
1,30212307,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,4,2
2,30212307,AGRICULTURAL COOP,NO,,,,,
3,30212307,TOBACCO CLUB,NO,,,,,
4,30212307,FARMERS` GROUP,NO,,,,,
5,30212307,SAVING AND CREDIT COOP,NO,,,,,
6,30212307,BUSINESS ASSOC,NO,,,,,
7,30212307,WOMEN`S GROUP,YES,1,MONTHLY,10,10,0
8,30212307,YOUTH GROUP,YES,1,,,,
9,30212307,POLITICAL GROUP,YES,4,QUARTERLY,20,10,6
10,30212307,RELIGIOUS GROUP,NO,,,,,
11,30212307,CULTURAL GROUP,NO,,,,,
12,30212307,HEALTH COMMITTEE,YES,3,WEEKLY,28,17,3
13,30212307,SCHOOL COMMITTEE,YES,1,MONTHLY,10,5,1
14,30212307,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,4,1
15,30212307,SPORTS GROUP,NO,,,,,
16,30212307,NGO,NO,,,,,
17,30212307,COMMUNITY POLICE/WATCH GROUP,YES,3,WEEKLY,9,4,2
18,30212307,DISABLED ASSOC.,NO,,,,,
19,30212307,OTHER (SPECIFY),NO,,,,,
1,30212492,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,15,9,2
2,30212492,AGRICULTURAL COOP,NO,,,,,
3,30212492,TOBACCO CLUB,NO,,,,,
4,30212492,FARMERS` GROUP,NO,,,,,
5,30212492,SAVING AND CREDIT COOP,NO,,,,,
6,30212492,BUSINESS ASSOC,NO,,,,,
7,30212492,WOMEN`S GROUP,NO,,,,,
8,30212492,YOUTH GROUP,NO,,,,,
9,30212492,POLITICAL GROUP,NO,,,,,
10,30212492,RELIGIOUS GROUP,NO,,,,,
11,30212492,CULTURAL GROUP,NO,,,,,
12,30212492,HEALTH COMMITTEE,NO,,,,,
13,30212492,SCHOOL COMMITTEE,YES,1,MONTHLY,10,5,0
14,30212492,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,4,0
15,30212492,SPORTS GROUP,NO,,,,,
16,30212492,NGO,NO,,,,,
17,30212492,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,10,4,2
18,30212492,DISABLED ASSOC.,NO,,,,,
19,30212492,OTHER (SPECIFY),NO,,,,,
1,30302601,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,21,10,0
2,30302601,AGRICULTURAL COOP,NO,,,,,
3,30302601,TOBACCO CLUB,NO,,,,,
4,30302601,FARMERS` GROUP,NO,,,,,
5,30302601,SAVING AND CREDIT COOP,NO,,,,,
6,30302601,BUSINESS ASSOC,NO,,,,,
7,30302601,WOMEN`S GROUP,YES,4,WEEKLY,25,25,2
8,30302601,YOUTH GROUP,NO,,,,,
9,30302601,POLITICAL GROUP,YES,3,ANNUALLY,165,120,40
10,30302601,RELIGIOUS GROUP,YES,4,ANNUALLY,10,4,0
11,30302601,CULTURAL GROUP,NO,,,,,
12,30302601,HEALTH COMMITTEE,YES,1,MONTHLY,10,4,1
13,30302601,SCHOOL COMMITTEE,YES,1,OTHER (SPECIFY),9,2,0
14,30302601,PARENT-TEACHER ASSOC.,YES,1,OTHER (SPECIFY),10,3,0
15,30302601,SPORTS GROUP,NO,,,,,
16,30302601,NGO,NO,,,,,
17,30302601,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,14,4,1
18,30302601,DISABLED ASSOC.,NO,,,,,
19,30302601,OTHER (SPECIFY),NO,,,,,
1,30305082,VILLAGE DEVELOPMENT COMMITTE,YES,1,WEEKLY,10,6,2
2,30305082,AGRICULTURAL COOP,NO,,,,,
3,30305082,TOBACCO CLUB,YES,2,WEEKLY,15,0,0
4,30305082,FARMERS` GROUP,NO,,,,,
5,30305082,SAVING AND CREDIT COOP,NO,,,,,
6,30305082,BUSINESS ASSOC,YES,2,WEEKLY,25,25,6
7,30305082,WOMEN`S GROUP,YES,6,WEEKLY,20,20,5
8,30305082,YOUTH GROUP,NO,,,,,
9,30305082,POLITICAL GROUP,YES,3,WEEKLY,75,30,10
10,30305082,RELIGIOUS GROUP,YES,30,WEEKLY,10,4,0
11,30305082,CULTURAL GROUP,NO,,,,,
12,30305082,HEALTH COMMITTEE,YES,1,MONTHLY,10,4,2
13,30305082,SCHOOL COMMITTEE,YES,1,MONTHLY,9,4,0
14,30305082,PARENT-TEACHER ASSOC.,YES,1,MONTHLY,10,5,0
15,30305082,SPORTS GROUP,YES,1,WEEKLY,30,0,30
16,30305082,NGO,NO,,,,,
17,30305082,COMMUNITY POLICE/WATCH GROUP,YES,1,WEEKLY,15,6,4
18,30305082,DISABLED ASSOC.,NO,,,,,
19,30305082,OTHER (SPECIFY),NO,,,,,
1,30305277,VILLAGE DEVELOPMENT COMMITTE,YES,1,MONTHLY,10,6,0
2,30305277,AGRICULTURAL COOP,NO,,,,,
3,30305277,TOBACCO CLUB,YES,2,QUARTERLY,15,5,0
4,30305277,FARMERS` GROUP,NO,,,,,
5,30305277,SAVING AND CREDIT COOP,NO,,,,,
6,30305277,BUSINESS ASSOC,NO,,,,,
7,30305277,WOMEN`S GROUP,NO,,,,,
8,30305277,YOUTH GROUP,NO,,,,,
9,30305277,POLITICAL GROUP,YES,3,WEEKLY,200,150,50
10,30305277,RELIGIOUS GROUP,YES,8,WEEKLY,40,30,28
11,30305277,CULTURAL GROUP,NO,,,,,
12,30305277,HEALTH COMMITTEE,YES,1,MONTHLY,10,6,0
13,30305277,SCHOOL COMMITTEE,YES,1,QUARTERLY,10,4,0
14,30305277,PARENT-TEACHER ASSOC.,YES,1,SEMI-ANNUALLY,10,4,0
15,30305277,SPORTS GROUP,NO,,,,,
16,30305277,NGO,NO,,,,,
17,30305277,COMMUNITY POLICE/WATCH GROUP,YES,1,MONTHLY,10,1,0
18,30305277,DISABLED ASSOC.,NO,,,,,
19,30305277,OTHER (SPECIFY),NO,,,,,
