HHID,case_id,ea_id,qx_type,ag_c0a,ag_c01,ag_j0a,ag_j01,ag_j02,ag_s00,_merge
1200,206046380135,20604638,Panel B,,Yes,,Yes,No,Yes,both in master and using data
1192,206046380153,20604638,Panel B,,Yes,,Yes,Yes,No,both in master and using data
1182,206046380161,20604638,Panel B,,Yes,,No,,No,both in master and using data
1184,206046380179,20604638,Panel B,,Yes,,,,Yes,both in master and using data
1207,206053020011,20605302,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1205,206053020023,20605302,Panel A,,Yes,,Yes,No,No,both in master and using data
1199,206053020033,20605302,Panel A,,Yes,,Yes,No,No,both in master and using data
1203,206053020036,20605302,Panel A,,No,,No,,Yes,both in master and using data
1209,206053020038,20605302,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1191,206053020113,20605302,Panel A,,Yes,,Yes,No,No,both in master and using data
1195,206053020118,20605302,Panel A,,Yes,,Yes,No,No,both in master and using data
1197,206053020125,20605302,Panel A,,Yes,,Yes,Yes,No,both in master and using data
1215,206053020126,20605302,Panel A,,Yes,,Yes,No,No,both in master and using data
1189,206053020127,20605302,Panel A,,Yes,,Yes,No,No,both in master and using data
1193,206053020132,20605302,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1187,206053020159,20605302,Panel A,,Yes,,,No,Yes,both in master and using data
1185,206053020161,20605302,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1211,206053020164,20605302,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1201,206053020171,20605302,Panel A,,Yes,,Yes,No,No,both in master and using data
1213,206053020172,20605302,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1226,206072600004,20607260,Panel B,,No,,No,,Yes,both in master and using data
1230,206072600059,20607260,Panel B,,Yes,,No,,No,both in master and using data
1232,206072600096,20607260,Panel B,,Yes,,No,,No,both in master and using data
1216,206072600114,20607260,Panel B,,Yes,,No,,No,both in master and using data
1236,206072600133,20607260,Panel B,,Yes,,No,,Yes,both in master and using data
1234,206072600151,20607260,Panel B,,Yes,,No,,No,both in master and using data
1214,206072600170,20607260,Panel B,,Yes,,Yes,No,Yes,both in master and using data
1222,206072600188,20607260,Panel B,,Yes,,No,,No,both in master and using data
1240,206072600272,20607260,Panel B,,Yes,,Yes,No,No,both in master and using data
1224,206072600280,20607260,Panel B,,Yes,,,,Yes,both in master and using data
1212,206072600299,20607260,Panel B,,Yes,,Yes,No,No,both in master and using data
1218,206072600336,20607260,Panel B,,Yes,,Yes,Yes,No,both in master and using data
1210,206072600354,20607260,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1239,206073150104,20607315,Panel A,,Yes,,Yes,No,No,both in master and using data
1217,206073150106,20607315,Panel A,,Yes,,Yes,Yes,No,both in master and using data
1221,206073150115,20607315,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1241,206073150209,20607315,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1223,206073150286,20607315,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1247,206073150289,20607315,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1237,206073150299,20607315,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1243,206073150300,20607315,Panel A,,Yes,,Yes,No,No,both in master and using data
1233,206073150304,20607315,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1229,206073150312,20607315,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1225,206073150322,20607315,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1235,206073150394,20607315,Panel A,,Yes,,Yes,No,No,both in master and using data
1231,206073150525,20607315,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1219,206073150581,20607315,Panel A,,Yes,,Yes,No,No,both in master and using data
1245,206073150607,20607315,Panel A,,Yes,,Yes,Yes,No,both in master and using data
1227,206073150766,20607315,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1255,206100500057,20610050,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1275,206100500102,20610050,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1251,206100500166,20610050,Panel A,,Yes,,Yes,No,No,both in master and using data
1253,206100500170,20610050,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1279,206100500208,20610050,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1273,206100500235,20610050,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1267,206100500278,20610050,Panel A,,Yes,,Yes,No,No,both in master and using data
1257,206100500282,20610050,Panel A,,Yes,,Yes,No,No,both in master and using data
1263,206100500285,20610050,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1259,206100500299,20610050,Panel A,,Yes,,No,,No,both in master and using data
1271,206100500308,20610050,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1265,206100500316,20610050,Panel A,,Yes,,Yes,No,No,both in master and using data
1261,206100500323,20610050,Panel A,,Yes,,Yes,No,No,both in master and using data
1249,206100500362,20610050,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1268,206102490002,20610249,Panel B,,Yes,,No,,Yes,both in master and using data
1266,206102490014,20610249,Panel B,,Yes,,Yes,Yes,No,both in master and using data
1254,206102490037,20610249,Panel B,,Yes,,Yes,No,Yes,both in master and using data
1250,206102490049,20610249,Panel B,,Yes,,Yes,Yes,No,both in master and using data
1252,206102490060,20610249,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1256,206102490084,20610249,Panel B,,Yes,,Yes,No,Yes,both in master and using data
1258,206102490095,20610249,Panel B,,Yes,,Yes,No,Yes,both in master and using data
1248,206102490107,20610249,Panel B,,Yes,,Yes,No,No,both in master and using data
1262,206102490130,20610249,Panel B,,Yes,,Yes,No,No,both in master and using data
1260,206102490154,20610249,Panel B,,Yes,,Yes,No,No,both in master and using data
1244,206102490165,20610249,Panel B,,Yes,,Yes,No,No,both in master and using data
1246,206102490177,20610249,Panel B,,Yes,,Yes,No,Yes,both in master and using data
1264,206102490189,20610249,Panel B,,Yes,,Yes,No,No,both in master and using data
1270,206102490200,20610249,Panel B,,Yes,,Yes,No,No,both in master and using data
1272,206102490224,20610249,Panel B,,Yes,,Yes,Yes,No,both in master and using data
1242,206102490235,20610249,Panel B,,Yes,,Yes,Yes,No,both in master and using data
1281,206133240001,20613324,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1311,206133240025,20613324,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1303,206133240040,20613324,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1295,206133240044,20613324,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1301,206133240045,20613324,Panel A,,Yes,,Yes,No,No,both in master and using data
1289,206133240088,20613324,Panel A,,Yes,,Yes,Yes,No,both in master and using data
1307,206133240126,20613324,Panel A,,Yes,,Yes,No,No,both in master and using data
1309,206133240140,20613324,Panel A,,Yes,,Yes,No,No,both in master and using data
1297,206133240145,20613324,Panel A,,No,,No,,Yes,both in master and using data
1293,206133240162,20613324,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1291,206133240176,20613324,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1305,206133240187,20613324,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1287,206133240189,20613324,Panel A,,Yes,,Yes,No,No,both in master and using data
1285,206133240200,20613324,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1283,206133240208,20613324,Panel A,,Yes,,Yes,No,No,both in master and using data
1278,206144770016,20614477,Panel B,,Yes,,No,,Yes,both in master and using data
1282,206144770048,20614477,Panel B,,Yes,,Yes,No,Yes,both in master and using data
1284,206144770064,20614477,Panel B,,Yes,,Yes,Yes,No,both in master and using data
1290,206144770079,20614477,Panel B,,Yes,,Yes,No,No,both in master and using data
1292,206144770095,20614477,Panel B,,Yes,,Yes,No,No,both in master and using data
1298,206144770111,20614477,Panel B,,Yes,,Yes,No,No,both in master and using data
1300,206144770127,20614477,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1288,206144770143,20614477,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1302,206144770175,20614477,Panel B,,Yes,,,,Yes,both in master and using data
1294,206144770190,20614477,Panel B,,Yes,,Yes,No,Yes,both in master and using data
1280,206144770222,20614477,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1286,206144770238,20614477,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1304,206144770254,20614477,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1276,206144770286,20614477,Panel B,,Yes,,Yes,No,Yes,both in master and using data
1296,206144770317,20614477,Panel B,,Yes,,Yes,No,Yes,both in master and using data
1343,206150640018,20615064,Panel A,,Yes,,Yes,No,No,both in master and using data
1325,206150640045,20615064,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1321,206150640071,20615064,Panel A,,Yes,,Yes,No,No,both in master and using data
1331,206150640075,20615064,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1317,206150640107,20615064,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1323,206150640132,20615064,Panel A,,Yes,,Yes,No,No,both in master and using data
1337,206150640154,20615064,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1329,206150640160,20615064,Panel A,,Yes,,Yes,No,No,both in master and using data
1327,206150640178,20615064,Panel A,,Yes,,Yes,Yes,No,both in master and using data
1315,206150640181,20615064,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1333,206150640222,20615064,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1335,206150640242,20615064,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1339,206150640280,20615064,Panel A,,Yes,,Yes,No,No,both in master and using data
1313,206150640287,20615064,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1341,206150640296,20615064,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1320,206157350007,20615735,Panel B,,Yes,,Yes,No,Yes,both in master and using data
1336,206157350016,20615735,Panel B,,Yes,,Yes,No,Yes,both in master and using data
1324,206157350024,20615735,Panel B,,Yes,,Yes,No,No,both in master and using data
1314,206157350033,20615735,Panel B,,Yes,,Yes,No,No,both in master and using data
1328,206157350041,20615735,Panel B,,Yes,,Yes,Yes,No,both in master and using data
1332,206157350050,20615735,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1322,206157350058,20615735,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1334,206157350075,20615735,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1316,206157350084,20615735,Panel B,,Yes,,No,,Yes,both in master and using data
1330,206157350093,20615735,Panel B,,Yes,,Yes,No,Yes,both in master and using data
1310,206157350110,20615735,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1306,206157350118,20615735,Panel B,,Yes,,Yes,No,No,both in master and using data
1326,206157350127,20615735,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1308,206157350144,20615735,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1312,206157350152,20615735,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1318,206157350161,20615735,Panel B,,Yes,,Yes,No,No,both in master and using data
1358,207024710021,20702471,Panel B,,Yes,,Yes,No,Yes,both in master and using data
1344,207024710033,20702471,Panel B,,Yes,,No,,No,both in master and using data
1348,207024710045,20702471,Panel B,,Yes,,No,,Yes,both in master and using data
1342,207024710057,20702471,Panel B,,Yes,,Yes,Yes,No,both in master and using data
1362,207024710069,20702471,Panel B,,Yes,,No,,No,both in master and using data
1360,207024710082,20702471,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1356,207024710106,20702471,Panel B,,Yes,,No,,Yes,both in master and using data
1366,207024710118,20702471,Panel B,,Yes,,Yes,Yes,No,both in master and using data
1364,207024710142,20702471,Panel B,,Yes,,Yes,Yes,No,both in master and using data
1354,207024710155,20702471,Panel B,,Yes,,No,,Yes,both in master and using data
1340,207024710167,20702471,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1368,207024710179,20702471,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1350,207024710203,20702471,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1338,207024710216,20702471,Panel B,,Yes,,Yes,Yes,Yes,both in master and using data
1346,207024710228,20702471,Panel B,,Yes,,No,,Yes,both in master and using data
1352,207024710252,20702471,Panel B,,Yes,,No,,Yes,both in master and using data
1361,207047380012,20704738,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1359,207047380014,20704738,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1347,207047380016,20704738,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1349,207047380021,20704738,Panel A,,Yes,,Yes,Yes,No,both in master and using data
1375,207047380026,20704738,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1373,207047380038,20704738,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1355,207047380041,20704738,Panel A,,Yes,,No,,No,both in master and using data
1365,207047380065,20704738,Panel A,,Yes,,Yes,Yes,No,both in master and using data
1363,207047380069,20704738,Panel A,,Yes,,Yes,Yes,No,both in master and using data
1369,207047380076,20704738,Panel A,,Yes,,Yes,No,Yes,both in master and using data
1357,207047380078,20704738,Panel A,,Yes,,No,,No,both in master and using data
1351,207047380083,20704738,Panel A,,Yes,,No,,No,both in master and using data
1345,207047380090,20704738,Panel A,,Yes,,Yes,Yes,No,both in master and using data
1371,207047380093,20704738,Panel A,,Yes,,Yes,Yes,No,both in master and using data
1353,207047380095,20704738,Panel A,,Yes,,Yes,Yes,No,both in master and using data
1367,207047380102,20704738,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1393,207053720012,20705372,Panel A,,Yes,,No,,No,both in master and using data
1403,207053720017,20705372,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1401,207053720020,20705372,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1397,207053720025,20705372,Panel A,,Yes,,No,,No,both in master and using data
1385,207053720026,20705372,Panel A,,Yes,,No,,Yes,both in master and using data
1395,207053720043,20705372,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1387,207053720057,20705372,Panel A,,Yes,,Yes,,Yes,both in master and using data
1391,207053720070,20705372,Panel A,,Yes,,Yes,No,No,both in master and using data
1405,207053720075,20705372,Panel A,,Yes,,Yes,,No,both in master and using data
1379,207053720077,20705372,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
1377,207053720079,20705372,Panel A,,Yes,,No,,Yes,both in master and using data
1381,207053720086,20705372,Panel A,,Yes,,No,,No,both in master and using data
1383,207053720103,20705372,Panel A,,Yes,,No,,Yes,both in master and using data
1399,207053720125,20705372,Panel A,,Yes,,Yes,Yes,Yes,both in master and using data
