HHID,case_id,qx_type,visit,ea_id,ag_e0a,ag_e0c,ag_e0d,ag_e0d_os,ag_e01,ag_e02a,ag_e02b,ag_e03,ag_e04,ag_e05a,ag_e05b,ag_e06,ag_e07,ag_e07_os,ag_e08a,ag_e08b,ag_e08b_os,ag_e09,ag_e10a,ag_e10b,ag_e10b_os,ag_e10c,ag_e10c_os,ag_e10d,ag_e10e,ag_e10e_os,ag_e11,ag_e12a,ag_e12b,ag_e12b_os,ag_e13,ag_e13_os,ag_e14,ag_e15,ag_e16a,ag_e16b,ag_e17,ag_e18,ag_e19,ag_e20,ag_e21a,ag_e21b,ag_e22,ag_e23,ag_e24,ag_e25,ag_e26a,ag_e26b
918,203053010031,Panel B,1,20305301,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,100,500,N02,,Yes,,,,,,,,,,,
918,203053010031,Panel B,1,20305301,Yes,1,Urea,,1,N01,,No,,December,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,100,500,N02,,Yes,,,,,,,,,,,
916,203053010037,Panel B,1,20305301,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,203053010049,Panel B,1,20305301,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,203053010062,Panel B,1,20305301,Yes,1,Urea,,1,N01,,No,,December,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,200,500,N02,,Yes,,,,,,,,,,,
906,203053010062,Panel B,1,20305301,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,200,500,N02,,Yes,,,,,,,,,,,
908,203053010068,Panel B,1,20305301,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,203053010080,Panel B,1,20305301,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Other (Specify),BORROWED BICYCLE,0,1000,N02,,Yes,,,,,,,,,,,
924,203053010080,Panel B,1,20305301,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Other (Specify),BORROWED BICYCLE,0,1000,N02,,Yes,,,,,,,,,,,
924,203053010080,Panel B,1,20305301,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,10 KG BAG,,No,,,,,,,,,No,,,,Other (Specify),BORROWED BICYCLE,0,100,N02,,Yes,,,,,,,,,,,
898,203053010086,Panel B,1,20305301,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,203053010093,Panel B,1,20305301,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,203053010105,Panel B,1,20305301,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,203053010111,Panel B,1,20305301,Yes,1,Urea,,1,N01,,No,,December,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,,Did not have enough money to buy inputs,
902,203053010117,Panel B,1,20305301,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,203053010130,Panel B,1,20305301,Yes,1,Flexi voucher,,1,N01,,No,,October,2009,1,Other chemical (specify),SOY BEANS SEED,1,5 KG BAG,,Yes,1,5 KG BAG,,Other chemical (specify),,12,KILOGRAM,,No,,,,Truck / Bus / Minibus,,0,0,N04,,Yes,,,,,,,,,,,
912,203053010130,Panel B,1,20305301,Yes,1,Maize seed,,1,N01,,No,,October,2009,1,Maize seed,,1,10 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,0,100,N03,,Yes,,,,,,,,,,,
912,203053010130,Panel B,1,20305301,Yes,1,Urea,,1,N01,,No,,October,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,200,500,N02,,Yes,,,,,,,,,,,
926,203065570007,Panel B,1,20306557,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,100,500,N02,,Yes,,,,,,,,,,,
926,203065570007,Panel B,1,20306557,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,5,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,100,100,N02,,Yes,,,,,,,,,,,
934,203065570030,Panel B,1,20306557,Yes,1,Maize seed,,1,N01,,No,,December,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Other (Specify),PICK UP MATOLA,0,100,N02,,Yes,,,,,,,,,,,
934,203065570030,Panel B,1,20306557,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Other (Specify),PICK UP MATOLA,150,500,N02,,Yes,,,,,,,,,,,
934,203065570030,Panel B,1,20306557,Yes,1,Urea,,1,N01,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Other (Specify),PICK UP MATOLA,150,500,N02,,Yes,,,,,,,,,,,
930,203065570076,Panel B,1,20306557,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
930,203065570076,Panel B,1,20306557,Yes,1,Flexi voucher,,1,N01,,No,,November,2009,1,Other chemical (specify),SOY BEANS SEED,1,2 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
930,203065570076,Panel B,1,20306557,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
930,203065570076,Panel B,1,20306557,Yes,1,CAN,,1,N01,,No,,November,2009,1,Can,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
942,203065570099,Panel B,1,20306557,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,October,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,,Accessible input supplier did not have the input,
956,203065570122,Panel B,1,20306557,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,KILOGRAM,,Yes,25,KILOGRAM,,23:21:0+4s/Chitowe,,25,KILOGRAM,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
932,203065570167,Panel B,1,20306557,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,October,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
932,203065570167,Panel B,1,20306557,Yes,2,Urea,,1,N01,,No,,October,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
952,203065570190,Panel B,1,20306557,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,203065570213,Panel B,1,20306557,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,203065570259,Panel B,1,20306557,Yes,2,Urea,,1,N01,,No,,September,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,,Did not have enough money to buy inputs,
950,203065570259,Panel B,1,20306557,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,September,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,No,,Did not have enough money to buy inputs,
950,203065570259,Panel B,1,20306557,Yes,2,Maize seed,,1,N01,,No,,September,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,300,N02,,Yes,,,,,,,,,,,
940,203065570282,Panel B,1,20306557,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
944,203065570305,Panel B,1,20306557,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
944,203065570305,Panel B,1,20306557,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
944,203065570305,Panel B,1,20306557,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
944,203065570305,Panel B,1,20306557,Yes,1,Flexi voucher,,1,N01,,No,,November,2009,1,Other chemical (specify),SOY BEANS SEED,1,2 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
946,203065570350,Panel B,1,20306557,Yes,1,23:21:0+4S/Chitowe,,1,,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,300,500,N02,,Yes,,,,,,,,,,,
948,203065570373,Panel B,1,20306557,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,203065570396,Panel B,1,20306557,Yes,1,Urea,,1,N02,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Other (Specify),PICK UP MATOLA,500,500,N03,,Yes,,,,,,,,,,,
938,203065570396,Panel B,1,20306557,Yes,1,23:21:0+4S/Chitowe,,1,N02,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Other (Specify),PICK UP MATOLA,500,500,N03,,Yes,,,,,,,,,,,
928,203065570442,Panel B,1,20306557,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
928,203065570442,Panel B,1,20306557,Yes,1,Flexi voucher,,1,N01,,No,,November,2009,1,Other chemical (specify),SOY BEANS SEED,1,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,75,N02,,Yes,,,,,,,,,,,
928,203065570442,Panel B,1,20306557,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
928,203065570442,Panel B,1,20306557,Yes,1,Maize seed,,1,N01,,No,,November,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,500,N03,,No,,No,,Other (Specify),
936,203065570465,Panel B,1,20306557,Yes,1,Maize seed,,1,N02,,No,,November,2009,1,Fumigant,,12,,,,10,KILOGRAM,,Dap,,,,,No,,,,On Foot,,0,100,N03,,Yes,,,,,,,,,,,
936,203065570465,Panel B,1,20306557,Yes,1,Urea,,1,N02,,No,,November,2009,1,Urea,,50,KILOGRAM,,Yes,50,KILOGRAM,,Dap,,,,,No,,,,On Foot,,0,500,N03,,Yes,,,,,,,,,,,
936,203065570465,Panel B,1,20306557,Yes,1,23:21:0+4S/Chitowe,,1,N02,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,Yes,50,KILOGRAM,,Dap,,,,,No,,,,On Foot,,0,500,N03,,Yes,,,,,,,,,,,
958,204021980014,Panel B,1,20402198,Yes,2,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,Yes,3,5 KG BAG,,Other (Specify),BORROWED BICYCLE,0,500,N02,,Yes,,,,,,,,,,,
988,204021980022,Panel B,1,20402198,Yes,1,Urea,,1,N02,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,Yes,5,5 KG BAG,,Bicycle Taxi,,100,500,N03,,Yes,,,,,,,,,,,
966,204021980031,Panel B,1,20402198,Yes,1,Urea,,1,N01,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
966,204021980031,Panel B,1,20402198,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
976,204021980039,Panel B,1,20402198,Yes,1,Urea,,1,N01,,No,,December,2009,1,Urea,,1,50 KG BAG,,Yes,5,5 KG BAG,,23:21:0+4s/Chitowe,,5,5 KG BAG,,No,,,,Other (Specify),BORROWED BICYCLE,0,500,N02,,Yes,,,,,,,,,,,
972,204021980056,Panel B,1,20402198,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
972,204021980056,Panel B,1,20402198,Yes,2,Urea,,1,N01,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
980,204021980064,Panel B,1,20402198,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
980,204021980064,Panel B,1,20402198,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
970,204021980072,Panel B,1,20402198,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
970,204021980072,Panel B,1,20402198,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
964,204021980081,Panel B,1,20402198,Yes,2,Urea,,1,N01,,No,,December,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
964,204021980081,Panel B,1,20402198,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
978,204021980097,Panel B,1,20402198,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,150,500,N02,,Yes,,,,,,,,,,,
978,204021980097,Panel B,1,20402198,Yes,1,Urea,,1,N01,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,150,500,N02,,Yes,,,,,,,,,,,
986,204021980106,Panel B,1,20402198,Yes,1,D Compound,,1,N01,,No,,October,2009,1,D compound,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,200,500,N02,,Yes,,,,,,,,,,,
968,204021980114,Panel B,1,20402198,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
968,204021980114,Panel B,1,20402198,Yes,1,Flexi voucher,,1,N01,,No,,November,2009,1,Other chemical (specify),GROUNDNUTS SEED,10,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,300,N02,,Yes,,,,,,,,,,,
968,204021980114,Panel B,1,20402198,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
968,204021980114,Panel B,1,20402198,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,25,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,300,N02,,Yes,,,,,,,,,,,
962,204021980122,Panel B,1,20402198,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
962,204021980122,Panel B,1,20402198,Yes,1,CAN,,1,N01,,No,,November,2009,1,Can,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
960,204021980139,Panel B,1,20402198,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,204021980147,Panel B,1,20402198,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,204021980156,Panel B,1,20402198,Yes,2,Urea,,1,N03,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,150,500,N04,,Yes,,,,,,,,,,,
974,204021980156,Panel B,1,20402198,Yes,1,23:21:0+4S/Chitowe,,1,N03,,No,,December,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,150,500,N04,,Yes,,,,,,,,,,,
974,204021980156,Panel B,1,20402198,Yes,1,Urea,,1,N03,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,150,500,N04,,Yes,,,,,,,,,,,
974,204021980156,Panel B,1,20402198,Yes,2,23:21:0+4S/Chitowe,,1,N03,,No,,December,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,150,500,N04,,Yes,,,,,,,,,,,
984,204021980172,Panel B,1,20402198,Yes,1,Urea,,1,N01,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
989,204040320025,Panel A,1,20404032,Yes,2,Urea,,1,N01,,No,,December,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,15,500,N02,,Yes,,,,,,,,,,,
989,204040320025,Panel A,1,20404032,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,150,500,N02,,Yes,,,,,,,,,,,
971,204040320028,Panel A,1,20404032,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,204040320036,Panel A,1,20404032,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,204040320057,Panel A,1,20404032,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,204040320063,Panel A,1,20404032,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,204040320072,Panel A,1,20404032,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,204040320075,Panel A,1,20404032,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,204040320083,Panel A,1,20404032,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,204040320096,Panel A,1,20404032,Yes,1,Urea,,1,N01,,Yes,2500,October,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,200,500,N02,,Yes,,,,,,,,,,,
969,204040320107,Panel A,1,20404032,Yes,2,23:21:0+4S/Chitowe,,1,N01,,No,,January,2010,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,300,500,N02,,Yes,,,,,,,,,,,
969,204040320107,Panel A,1,20404032,Yes,2,Urea,,1,N01,,No,,January,2010,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,300,500,N02,,Yes,,,,,,,,,,,
961,204040320114,Panel A,1,20404032,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,204040320149,Panel A,1,20404032,Yes,1,23:21:0+4S/Chitowe,,1,N02,,No,,December,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,200,500,N03,,Yes,,,,,,,,,,,
991,204040320149,Panel A,1,20404032,Yes,1,Maize seed,,1,N02,,No,,December,2009,1,Maize seed,,1,10 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,200,200,N03,,Yes,,,,,,,,,,,
991,204040320149,Panel A,1,20404032,Yes,1,Urea,,1,N02,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,200,500,N03,,Yes,,,,,,,,,,,
991,204040320149,Panel A,1,20404032,Yes,1,Flexi voucher,,1,N02,,No,,December,2009,1,,,1,KILOGRAM,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,200,200,N03,,Yes,,,,,,,,,,,
967,204040320160,Panel A,1,20404032,Yes,1,23:21:0+4S/Chitowe,,1,N02,,No,,December,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,100,500,N03,,Yes,,,,,,,,,,,
967,204040320160,Panel A,1,20404032,Yes,1,Urea,,1,N02,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,100,500,N03,,Yes,,,,,,,,,,,
979,204040320166,Panel A,1,20404032,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,204040320180,Panel A,1,20404032,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
983,204040320184,Panel A,1,20404032,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,204045750001,Panel B,1,20404575,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,November,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1000,204045750001,Panel B,1,20404575,Yes,1,Maize seed,,1,N01,,No,,November,2009,1,Maize seed,,1,5 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,100,N02,,Yes,,,,,,,,,,,
1000,204045750001,Panel B,1,20404575,Yes,1,Urea,,1,N01,,No,,November,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Own Bicycle or Oxcart,,0,500,N02,,Yes,,,,,,,,,,,
1016,204045750014,Panel B,1,20404575,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,204045750042,Panel B,1,20404575,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,204045750056,Panel B,1,20404575,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,204045750070,Panel B,1,20404575,Yes,2,Urea,,1,N01,,No,,January,2010,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,500,N02,,Yes,,,,,,,,,,,
998,204045750098,Panel B,1,20404575,Yes,2,Urea,,1,N02,,No,,January,2010,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Truck / Bus / Minibus,,100,500,N03,,Yes,,,,,,,,,,,
1002,204045750111,Panel B,1,20404575,Yes,1,Urea,,1,N01,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,Yes,5,5 KG BAG,,Bicycle Taxi,,250,500,N02,,Yes,,,,,,,,,,,
1002,204045750111,Panel B,1,20404575,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,Yes,5,5 KG BAG,,Bicycle Taxi,,250,500,N02,,Yes,,,,,,,,,,,
1004,204045750125,Panel B,1,20404575,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,204045750153,Panel B,1,20404575,Yes,1,Urea,,1,N01,,No,,February,2010,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,0,500,N02,,Yes,,,,,,,,,,,
1020,204045750167,Panel B,1,20404575,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,204045750181,Panel B,1,20404575,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,204045750208,Panel B,1,20404575,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,204045750222,Panel B,1,20404575,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,204045750236,Panel B,1,20404575,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,October,2009,1,23:21:0+4s/Chitowe,,50,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,100,500,N02,,Yes,,,,,,,,,,,
1014,204045750264,Panel B,1,20404575,Yes,1,Urea,,1,N01,,No,,December,2009,1,Urea,,50,KILOGRAM,,No,,,,,,,,,No,,,,Bicycle Taxi,,100,500,N02,,Yes,,,,,,,,,,,
1012,204045750278,Panel B,1,20404575,Yes,1,23:21:0+4S/Chitowe,,1,N01,,No,,December,2009,1,23:21:0+4s/Chitowe,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,200,500,N02,,Yes,,,,,,,,,,,
1012,204045750278,Panel B,1,20404575,Yes,1,Urea,,1,N01,,No,,December,2009,1,Urea,,1,50 KG BAG,,No,,,,,,,,,No,,,,Bicycle Taxi,,200,500,N02,,Yes,,,,,,,,,,,
1012,204045750278,Panel B,1,20404575,Yes,1,Maize seed,,1,N01,,No,,December,2009,1,Maize seed,,1,10 KG BAG,,No,,,,,,,,,No,,,,On Foot,,0,100,N02,,Yes,,,,,,,,,,,
1021,204053660025,Panel A,1,20405366,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,204053660046,Panel A,1,20405366,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
