HHID,case_id,qx_type,visit,ea_id,hh_g08a,hh_g08b,hh_g08c
476,105025930020,Panel B,2,10502593,H,Fats/Oil,0
476,105025930020,Panel B,2,10502593,I,Sugar/Sugar Products/Honey,0
476,105025930020,Panel B,2,10502593,J,Spices/Condiments,7
456,105025930026,Panel B,2,10502593,A,"Cereals, Grains and Cereal Products",7
456,105025930026,Panel B,2,10502593,B,"Root, Tubers and Plantains",0
456,105025930026,Panel B,2,10502593,C,Nuts and Pulses,4
456,105025930026,Panel B,2,10502593,D,Vegetables,7
456,105025930026,Panel B,2,10502593,E,"Meat, Fish and Animal Products",2
456,105025930026,Panel B,2,10502593,F,Fruits,0
456,105025930026,Panel B,2,10502593,G,Milk/Milk Products,0
456,105025930026,Panel B,2,10502593,H,Fats/Oil,0
456,105025930026,Panel B,2,10502593,I,Sugar/Sugar Products/Honey,0
456,105025930026,Panel B,2,10502593,J,Spices/Condiments,7
446,105025930037,Panel B,2,10502593,A,"Cereals, Grains and Cereal Products",7
446,105025930037,Panel B,2,10502593,B,"Root, Tubers and Plantains",2
446,105025930037,Panel B,2,10502593,C,Nuts and Pulses,3
446,105025930037,Panel B,2,10502593,D,Vegetables,5
446,105025930037,Panel B,2,10502593,E,"Meat, Fish and Animal Products",3
446,105025930037,Panel B,2,10502593,F,Fruits,0
446,105025930037,Panel B,2,10502593,G,Milk/Milk Products,0
446,105025930037,Panel B,2,10502593,H,Fats/Oil,5
446,105025930037,Panel B,2,10502593,I,Sugar/Sugar Products/Honey,7
446,105025930037,Panel B,2,10502593,J,Spices/Condiments,7
466,105025930042,Panel B,2,10502593,A,"Cereals, Grains and Cereal Products",7
466,105025930042,Panel B,2,10502593,B,"Root, Tubers and Plantains",5
466,105025930042,Panel B,2,10502593,C,Nuts and Pulses,7
466,105025930042,Panel B,2,10502593,D,Vegetables,4
466,105025930042,Panel B,2,10502593,E,"Meat, Fish and Animal Products",0
466,105025930042,Panel B,2,10502593,F,Fruits,7
466,105025930042,Panel B,2,10502593,G,Milk/Milk Products,1
466,105025930042,Panel B,2,10502593,H,Fats/Oil,7
466,105025930042,Panel B,2,10502593,I,Sugar/Sugar Products/Honey,7
466,105025930042,Panel B,2,10502593,J,Spices/Condiments,7
454,105025930047,Panel B,2,10502593,A,"Cereals, Grains and Cereal Products",7
454,105025930047,Panel B,2,10502593,B,"Root, Tubers and Plantains",1
454,105025930047,Panel B,2,10502593,C,Nuts and Pulses,5
454,105025930047,Panel B,2,10502593,D,Vegetables,6
454,105025930047,Panel B,2,10502593,E,"Meat, Fish and Animal Products",0
454,105025930047,Panel B,2,10502593,F,Fruits,0
454,105025930047,Panel B,2,10502593,G,Milk/Milk Products,0
454,105025930047,Panel B,2,10502593,H,Fats/Oil,0
454,105025930047,Panel B,2,10502593,I,Sugar/Sugar Products/Honey,0
454,105025930047,Panel B,2,10502593,J,Spices/Condiments,7
448,105025930053,Panel B,2,10502593,A,"Cereals, Grains and Cereal Products",7
448,105025930053,Panel B,2,10502593,B,"Root, Tubers and Plantains",2
448,105025930053,Panel B,2,10502593,C,Nuts and Pulses,2
448,105025930053,Panel B,2,10502593,D,Vegetables,7
448,105025930053,Panel B,2,10502593,E,"Meat, Fish and Animal Products",2
448,105025930053,Panel B,2,10502593,F,Fruits,2
448,105025930053,Panel B,2,10502593,G,Milk/Milk Products,0
448,105025930053,Panel B,2,10502593,H,Fats/Oil,5
448,105025930053,Panel B,2,10502593,I,Sugar/Sugar Products/Honey,7
448,105025930053,Panel B,2,10502593,J,Spices/Condiments,7
460,105025930064,Panel B,2,10502593,A,"Cereals, Grains and Cereal Products",7
460,105025930064,Panel B,2,10502593,B,"Root, Tubers and Plantains",3
460,105025930064,Panel B,2,10502593,C,Nuts and Pulses,6
460,105025930064,Panel B,2,10502593,D,Vegetables,1
460,105025930064,Panel B,2,10502593,E,"Meat, Fish and Animal Products",2
460,105025930064,Panel B,2,10502593,F,Fruits,0
460,105025930064,Panel B,2,10502593,G,Milk/Milk Products,0
460,105025930064,Panel B,2,10502593,H,Fats/Oil,0
460,105025930064,Panel B,2,10502593,I,Sugar/Sugar Products/Honey,7
460,105025930064,Panel B,2,10502593,J,Spices/Condiments,7
458,105025930069,Panel B,2,10502593,A,"Cereals, Grains and Cereal Products",7
458,105025930069,Panel B,2,10502593,B,"Root, Tubers and Plantains",3
458,105025930069,Panel B,2,10502593,C,Nuts and Pulses,4
458,105025930069,Panel B,2,10502593,D,Vegetables,7
458,105025930069,Panel B,2,10502593,E,"Meat, Fish and Animal Products",2
458,105025930069,Panel B,2,10502593,F,Fruits,2
458,105025930069,Panel B,2,10502593,G,Milk/Milk Products,0
458,105025930069,Panel B,2,10502593,H,Fats/Oil,7
458,105025930069,Panel B,2,10502593,I,Sugar/Sugar Products/Honey,7
458,105025930069,Panel B,2,10502593,J,Spices/Condiments,7
464,105025930075,Panel B,2,10502593,A,"Cereals, Grains and Cereal Products",7
464,105025930075,Panel B,2,10502593,B,"Root, Tubers and Plantains",0
464,105025930075,Panel B,2,10502593,C,Nuts and Pulses,4
464,105025930075,Panel B,2,10502593,D,Vegetables,7
464,105025930075,Panel B,2,10502593,E,"Meat, Fish and Animal Products",2
464,105025930075,Panel B,2,10502593,F,Fruits,0
464,105025930075,Panel B,2,10502593,G,Milk/Milk Products,0
464,105025930075,Panel B,2,10502593,H,Fats/Oil,5
464,105025930075,Panel B,2,10502593,I,Sugar/Sugar Products/Honey,6
464,105025930075,Panel B,2,10502593,J,Spices/Condiments,7
474,105025930080,Panel B,2,10502593,A,"Cereals, Grains and Cereal Products",7
474,105025930080,Panel B,2,10502593,B,"Root, Tubers and Plantains",4
474,105025930080,Panel B,2,10502593,C,Nuts and Pulses,2
474,105025930080,Panel B,2,10502593,D,Vegetables,7
474,105025930080,Panel B,2,10502593,E,"Meat, Fish and Animal Products",3
474,105025930080,Panel B,2,10502593,F,Fruits,1
474,105025930080,Panel B,2,10502593,G,Milk/Milk Products,0
474,105025930080,Panel B,2,10502593,H,Fats/Oil,3
474,105025930080,Panel B,2,10502593,I,Sugar/Sugar Products/Honey,6
474,105025930080,Panel B,2,10502593,J,Spices/Condiments,7
462,105025930091,Panel B,2,10502593,A,"Cereals, Grains and Cereal Products",7
462,105025930091,Panel B,2,10502593,B,"Root, Tubers and Plantains",2
462,105025930091,Panel B,2,10502593,C,Nuts and Pulses,2
462,105025930091,Panel B,2,10502593,D,Vegetables,7
462,105025930091,Panel B,2,10502593,E,"Meat, Fish and Animal Products",3
462,105025930091,Panel B,2,10502593,F,Fruits,0
462,105025930091,Panel B,2,10502593,G,Milk/Milk Products,6
462,105025930091,Panel B,2,10502593,H,Fats/Oil,4
462,105025930091,Panel B,2,10502593,I,Sugar/Sugar Products/Honey,7
462,105025930091,Panel B,2,10502593,J,Spices/Condiments,7
468,105025930097,Panel B,2,10502593,A,"Cereals, Grains and Cereal Products",7
468,105025930097,Panel B,2,10502593,B,"Root, Tubers and Plantains",1
468,105025930097,Panel B,2,10502593,C,Nuts and Pulses,3
468,105025930097,Panel B,2,10502593,D,Vegetables,1
468,105025930097,Panel B,2,10502593,E,"Meat, Fish and Animal Products",3
468,105025930097,Panel B,2,10502593,F,Fruits,0
468,105025930097,Panel B,2,10502593,G,Milk/Milk Products,0
468,105025930097,Panel B,2,10502593,H,Fats/Oil,7
468,105025930097,Panel B,2,10502593,I,Sugar/Sugar Products/Honey,7
468,105025930097,Panel B,2,10502593,J,Spices/Condiments,7
470,105025930102,Panel B,2,10502593,A,"Cereals, Grains and Cereal Products",7
470,105025930102,Panel B,2,10502593,B,"Root, Tubers and Plantains",3
470,105025930102,Panel B,2,10502593,C,Nuts and Pulses,2
470,105025930102,Panel B,2,10502593,D,Vegetables,7
470,105025930102,Panel B,2,10502593,E,"Meat, Fish and Animal Products",4
470,105025930102,Panel B,2,10502593,F,Fruits,0
470,105025930102,Panel B,2,10502593,G,Milk/Milk Products,1
470,105025930102,Panel B,2,10502593,H,Fats/Oil,0
470,105025930102,Panel B,2,10502593,I,Sugar/Sugar Products/Honey,7
470,105025930102,Panel B,2,10502593,J,Spices/Condiments,7
452,105025930113,Panel B,2,10502593,A,"Cereals, Grains and Cereal Products",7
452,105025930113,Panel B,2,10502593,B,"Root, Tubers and Plantains",4
452,105025930113,Panel B,2,10502593,C,Nuts and Pulses,2
452,105025930113,Panel B,2,10502593,D,Vegetables,6
452,105025930113,Panel B,2,10502593,E,"Meat, Fish and Animal Products",4
452,105025930113,Panel B,2,10502593,F,Fruits,1
452,105025930113,Panel B,2,10502593,G,Milk/Milk Products,0
452,105025930113,Panel B,2,10502593,H,Fats/Oil,0
452,105025930113,Panel B,2,10502593,I,Sugar/Sugar Products/Honey,0
452,105025930113,Panel B,2,10502593,J,Spices/Condiments,7
497,105033670001,Panel A,1,10503367,A,"Cereals, Grains and Cereal Products",7
497,105033670001,Panel A,1,10503367,B,"Root, Tubers and Plantains",4
497,105033670001,Panel A,1,10503367,C,Nuts and Pulses,3
497,105033670001,Panel A,1,10503367,D,Vegetables,7
497,105033670001,Panel A,1,10503367,E,"Meat, Fish and Animal Products",3
497,105033670001,Panel A,1,10503367,F,Fruits,4
497,105033670001,Panel A,1,10503367,G,Milk/Milk Products,0
497,105033670001,Panel A,1,10503367,H,Fats/Oil,3
497,105033670001,Panel A,1,10503367,I,Sugar/Sugar Products/Honey,7
497,105033670001,Panel A,1,10503367,J,Spices/Condiments,7
493,105033670004,Panel A,1,10503367,A,"Cereals, Grains and Cereal Products",5
493,105033670004,Panel A,1,10503367,B,"Root, Tubers and Plantains",5
493,105033670004,Panel A,1,10503367,C,Nuts and Pulses,2
493,105033670004,Panel A,1,10503367,D,Vegetables,4
493,105033670004,Panel A,1,10503367,E,"Meat, Fish and Animal Products",6
493,105033670004,Panel A,1,10503367,F,Fruits,4
493,105033670004,Panel A,1,10503367,G,Milk/Milk Products,1
493,105033670004,Panel A,1,10503367,H,Fats/Oil,3
493,105033670004,Panel A,1,10503367,I,Sugar/Sugar Products/Honey,3
493,105033670004,Panel A,1,10503367,J,Spices/Condiments,2
491,105033670007,Panel A,1,10503367,A,"Cereals, Grains and Cereal Products",7
491,105033670007,Panel A,1,10503367,B,"Root, Tubers and Plantains",3
491,105033670007,Panel A,1,10503367,C,Nuts and Pulses,3
491,105033670007,Panel A,1,10503367,D,Vegetables,3
491,105033670007,Panel A,1,10503367,E,"Meat, Fish and Animal Products",1
491,105033670007,Panel A,1,10503367,F,Fruits,2
491,105033670007,Panel A,1,10503367,G,Milk/Milk Products,0
491,105033670007,Panel A,1,10503367,H,Fats/Oil,5
491,105033670007,Panel A,1,10503367,I,Sugar/Sugar Products/Honey,3
491,105033670007,Panel A,1,10503367,J,Spices/Condiments,7
481,105033670008,Panel A,1,10503367,A,"Cereals, Grains and Cereal Products",7
481,105033670008,Panel A,1,10503367,B,"Root, Tubers and Plantains",2
481,105033670008,Panel A,1,10503367,C,Nuts and Pulses,2
481,105033670008,Panel A,1,10503367,D,Vegetables,4
481,105033670008,Panel A,1,10503367,E,"Meat, Fish and Animal Products",0
481,105033670008,Panel A,1,10503367,F,Fruits,2
481,105033670008,Panel A,1,10503367,G,Milk/Milk Products,0
481,105033670008,Panel A,1,10503367,H,Fats/Oil,0
481,105033670008,Panel A,1,10503367,I,Sugar/Sugar Products/Honey,0
481,105033670008,Panel A,1,10503367,J,Spices/Condiments,7
483,105033670009,Panel A,1,10503367,A,"Cereals, Grains and Cereal Products",6
483,105033670009,Panel A,1,10503367,B,"Root, Tubers and Plantains",2
483,105033670009,Panel A,1,10503367,C,Nuts and Pulses,0
483,105033670009,Panel A,1,10503367,D,Vegetables,7
483,105033670009,Panel A,1,10503367,E,"Meat, Fish and Animal Products",0
483,105033670009,Panel A,1,10503367,F,Fruits,5
483,105033670009,Panel A,1,10503367,G,Milk/Milk Products,1
483,105033670009,Panel A,1,10503367,H,Fats/Oil,0
483,105033670009,Panel A,1,10503367,I,Sugar/Sugar Products/Honey,0
483,105033670009,Panel A,1,10503367,J,Spices/Condiments,7
487,105033670014,Panel A,1,10503367,A,"Cereals, Grains and Cereal Products",7
487,105033670014,Panel A,1,10503367,B,"Root, Tubers and Plantains",5
487,105033670014,Panel A,1,10503367,C,Nuts and Pulses,0
487,105033670014,Panel A,1,10503367,D,Vegetables,4
487,105033670014,Panel A,1,10503367,E,"Meat, Fish and Animal Products",2
487,105033670014,Panel A,1,10503367,F,Fruits,2
487,105033670014,Panel A,1,10503367,G,Milk/Milk Products,1
487,105033670014,Panel A,1,10503367,H,Fats/Oil,0
487,105033670014,Panel A,1,10503367,I,Sugar/Sugar Products/Honey,1
487,105033670014,Panel A,1,10503367,J,Spices/Condiments,7
509,105033670017,Panel A,1,10503367,A,"Cereals, Grains and Cereal Products",3
509,105033670017,Panel A,1,10503367,B,"Root, Tubers and Plantains",3
509,105033670017,Panel A,1,10503367,C,Nuts and Pulses,1
509,105033670017,Panel A,1,10503367,D,Vegetables,5
509,105033670017,Panel A,1,10503367,E,"Meat, Fish and Animal Products",2
509,105033670017,Panel A,1,10503367,F,Fruits,2
509,105033670017,Panel A,1,10503367,G,Milk/Milk Products,2
509,105033670017,Panel A,1,10503367,H,Fats/Oil,0
509,105033670017,Panel A,1,10503367,I,Sugar/Sugar Products/Honey,0
509,105033670017,Panel A,1,10503367,J,Spices/Condiments,1
501,105033670018,Panel A,1,10503367,A,"Cereals, Grains and Cereal Products",7
501,105033670018,Panel A,1,10503367,B,"Root, Tubers and Plantains",2
501,105033670018,Panel A,1,10503367,C,Nuts and Pulses,2
501,105033670018,Panel A,1,10503367,D,Vegetables,1
501,105033670018,Panel A,1,10503367,E,"Meat, Fish and Animal Products",3
501,105033670018,Panel A,1,10503367,F,Fruits,1
501,105033670018,Panel A,1,10503367,G,Milk/Milk Products,1
501,105033670018,Panel A,1,10503367,H,Fats/Oil,5
501,105033670018,Panel A,1,10503367,I,Sugar/Sugar Products/Honey,5
501,105033670018,Panel A,1,10503367,J,Spices/Condiments,7
505,105033670021,Panel A,1,10503367,A,"Cereals, Grains and Cereal Products",7
505,105033670021,Panel A,1,10503367,B,"Root, Tubers and Plantains",4
505,105033670021,Panel A,1,10503367,C,Nuts and Pulses,4
505,105033670021,Panel A,1,10503367,D,Vegetables,7
505,105033670021,Panel A,1,10503367,E,"Meat, Fish and Animal Products",1
505,105033670021,Panel A,1,10503367,F,Fruits,0
505,105033670021,Panel A,1,10503367,G,Milk/Milk Products,0
505,105033670021,Panel A,1,10503367,H,Fats/Oil,1
505,105033670021,Panel A,1,10503367,I,Sugar/Sugar Products/Honey,0
505,105033670021,Panel A,1,10503367,J,Spices/Condiments,7
503,105033670024,Panel A,1,10503367,A,"Cereals, Grains and Cereal Products",7
503,105033670024,Panel A,1,10503367,B,"Root, Tubers and Plantains",7
503,105033670024,Panel A,1,10503367,C,Nuts and Pulses,5
503,105033670024,Panel A,1,10503367,D,Vegetables,2
503,105033670024,Panel A,1,10503367,E,"Meat, Fish and Animal Products",0
503,105033670024,Panel A,1,10503367,F,Fruits,1
503,105033670024,Panel A,1,10503367,G,Milk/Milk Products,0
503,105033670024,Panel A,1,10503367,H,Fats/Oil,0
503,105033670024,Panel A,1,10503367,I,Sugar/Sugar Products/Honey,0
503,105033670024,Panel A,1,10503367,J,Spices/Condiments,7
511,105033670028,Panel A,1,10503367,A,"Cereals, Grains and Cereal Products",3
511,105033670028,Panel A,1,10503367,B,"Root, Tubers and Plantains",1
511,105033670028,Panel A,1,10503367,C,Nuts and Pulses,1
511,105033670028,Panel A,1,10503367,D,Vegetables,1
511,105033670028,Panel A,1,10503367,E,"Meat, Fish and Animal Products",0
511,105033670028,Panel A,1,10503367,F,Fruits,1
511,105033670028,Panel A,1,10503367,G,Milk/Milk Products,0
511,105033670028,Panel A,1,10503367,H,Fats/Oil,0
511,105033670028,Panel A,1,10503367,I,Sugar/Sugar Products/Honey,0
511,105033670028,Panel A,1,10503367,J,Spices/Condiments,7
507,105033670030,Panel A,1,10503367,A,"Cereals, Grains and Cereal Products",7
507,105033670030,Panel A,1,10503367,B,"Root, Tubers and Plantains",7
507,105033670030,Panel A,1,10503367,C,Nuts and Pulses,3
507,105033670030,Panel A,1,10503367,D,Vegetables,7
507,105033670030,Panel A,1,10503367,E,"Meat, Fish and Animal Products",0
507,105033670030,Panel A,1,10503367,F,Fruits,0
507,105033670030,Panel A,1,10503367,G,Milk/Milk Products,0
507,105033670030,Panel A,1,10503367,H,Fats/Oil,7
507,105033670030,Panel A,1,10503367,I,Sugar/Sugar Products/Honey,0
507,105033670030,Panel A,1,10503367,J,Spices/Condiments,7
489,105033670032,Panel A,1,10503367,A,"Cereals, Grains and Cereal Products",7
489,105033670032,Panel A,1,10503367,B,"Root, Tubers and Plantains",7
489,105033670032,Panel A,1,10503367,C,Nuts and Pulses,4
489,105033670032,Panel A,1,10503367,D,Vegetables,7
489,105033670032,Panel A,1,10503367,E,"Meat, Fish and Animal Products",0
489,105033670032,Panel A,1,10503367,F,Fruits,1
489,105033670032,Panel A,1,10503367,G,Milk/Milk Products,0
489,105033670032,Panel A,1,10503367,H,Fats/Oil,0
489,105033670032,Panel A,1,10503367,I,Sugar/Sugar Products/Honey,0
489,105033670032,Panel A,1,10503367,J,Spices/Condiments,7
499,105033670035,Panel A,1,10503367,A,"Cereals, Grains and Cereal Products",4
499,105033670035,Panel A,1,10503367,B,"Root, Tubers and Plantains",3
499,105033670035,Panel A,1,10503367,C,Nuts and Pulses,3
499,105033670035,Panel A,1,10503367,D,Vegetables,6
499,105033670035,Panel A,1,10503367,E,"Meat, Fish and Animal Products",2
499,105033670035,Panel A,1,10503367,F,Fruits,5
499,105033670035,Panel A,1,10503367,G,Milk/Milk Products,1
499,105033670035,Panel A,1,10503367,H,Fats/Oil,3
499,105033670035,Panel A,1,10503367,I,Sugar/Sugar Products/Honey,1
499,105033670035,Panel A,1,10503367,J,Spices/Condiments,7
495,105033670040,Panel A,1,10503367,A,"Cereals, Grains and Cereal Products",7
495,105033670040,Panel A,1,10503367,B,"Root, Tubers and Plantains",1
495,105033670040,Panel A,1,10503367,C,Nuts and Pulses,7
495,105033670040,Panel A,1,10503367,D,Vegetables,1
495,105033670040,Panel A,1,10503367,E,"Meat, Fish and Animal Products",1
495,105033670040,Panel A,1,10503367,F,Fruits,0
495,105033670040,Panel A,1,10503367,G,Milk/Milk Products,0
495,105033670040,Panel A,1,10503367,H,Fats/Oil,3
495,105033670040,Panel A,1,10503367,I,Sugar/Sugar Products/Honey,3
495,105033670040,Panel A,1,10503367,J,Spices/Condiments,7
485,105033670045,Panel A,1,10503367,A,"Cereals, Grains and Cereal Products",3
485,105033670045,Panel A,1,10503367,B,"Root, Tubers and Plantains",3
485,105033670045,Panel A,1,10503367,C,Nuts and Pulses,2
485,105033670045,Panel A,1,10503367,D,Vegetables,5
485,105033670045,Panel A,1,10503367,E,"Meat, Fish and Animal Products",1
485,105033670045,Panel A,1,10503367,F,Fruits,3
485,105033670045,Panel A,1,10503367,G,Milk/Milk Products,0
485,105033670045,Panel A,1,10503367,H,Fats/Oil,0
485,105033670045,Panel A,1,10503367,I,Sugar/Sugar Products/Honey,1
485,105033670045,Panel A,1,10503367,J,Spices/Condiments,1
531,105051360004,Panel A,1,10505136,A,"Cereals, Grains and Cereal Products",7
531,105051360004,Panel A,1,10505136,B,"Root, Tubers and Plantains",5
531,105051360004,Panel A,1,10505136,C,Nuts and Pulses,5
531,105051360004,Panel A,1,10505136,D,Vegetables,7
531,105051360004,Panel A,1,10505136,E,"Meat, Fish and Animal Products",0
531,105051360004,Panel A,1,10505136,F,Fruits,2
531,105051360004,Panel A,1,10505136,G,Milk/Milk Products,0
531,105051360004,Panel A,1,10505136,H,Fats/Oil,2
531,105051360004,Panel A,1,10505136,I,Sugar/Sugar Products/Honey,0
531,105051360004,Panel A,1,10505136,J,Spices/Condiments,7
535,105051360005,Panel A,1,10505136,A,"Cereals, Grains and Cereal Products",7
535,105051360005,Panel A,1,10505136,B,"Root, Tubers and Plantains",3
535,105051360005,Panel A,1,10505136,C,Nuts and Pulses,3
535,105051360005,Panel A,1,10505136,D,Vegetables,7
535,105051360005,Panel A,1,10505136,E,"Meat, Fish and Animal Products",1
535,105051360005,Panel A,1,10505136,F,Fruits,0
535,105051360005,Panel A,1,10505136,G,Milk/Milk Products,0
535,105051360005,Panel A,1,10505136,H,Fats/Oil,0
535,105051360005,Panel A,1,10505136,I,Sugar/Sugar Products/Honey,1
535,105051360005,Panel A,1,10505136,J,Spices/Condiments,7
513,105051360010,Panel A,1,10505136,A,"Cereals, Grains and Cereal Products",7
513,105051360010,Panel A,1,10505136,B,"Root, Tubers and Plantains",3
513,105051360010,Panel A,1,10505136,C,Nuts and Pulses,7
513,105051360010,Panel A,1,10505136,D,Vegetables,7
513,105051360010,Panel A,1,10505136,E,"Meat, Fish and Animal Products",1
513,105051360010,Panel A,1,10505136,F,Fruits,1
