HHID,case_id,qx_type,visit,ea_id,ag_p0a,ag_p0b,ag_p0d,ag_p0d_os,ag_p01,ag_p02a,ag_p02b,ag_p02b_os,ag_p03,ag_p04,ag_p05,ag_p06a,ag_p06b,ag_p06c,ag_p06d,ag_p07,ag_p08a,ag_p08a_os,ag_p08b,ag_p08b_os,ag_p09a,ag_p09b,ag_p09b_os
918,203053010031,Panel B,2,20305301,YES,T1,MANGO,,SCATTERED,,,,7,2001,0,December,2009,February,2010,NO,,,,,10,BASKET (DENGU),
916,203053010037,Panel B,2,20305301,YES,T1,MANGO,,SCATTERED,,,,15,1984,0,November,2009,January,2010,NO,,,,,3,BASKET (DENGU),
900,203053010049,Panel B,2,20305301,NO,,,,,,,,,,,,,,,,,,,,,,
906,203053010062,Panel B,2,20305301,NO,,,,,,,,,,,,,,,,,,,,,,
908,203053010068,Panel B,2,20305301,YES,T1,GUAVA,,SCATTERED,,,,999,1980,0,January,2010,March,2010,NO,,,,,1,OX - CART,
908,203053010068,Panel B,2,20305301,YES,T2,BANANA,,SCATTERED,,,,999,2000,0,January,2010,June,2010,NO,,,,,150,BUNCH,
924,203053010080,Panel B,2,20305301,NO,,,,,,,,,,,,,,,,,,,,,,
898,203053010086,Panel B,2,20305301,NO,,,,,,,,,,,,,,,,,,,,,,
910,203053010093,Panel B,2,20305301,NO,,,,,,,,,,,,,,,,,,,,,,
914,203053010105,Panel B,2,20305301,NO,,,,,,,,,,,,,,,,,,,,,,
904,203053010111,Panel B,2,20305301,YES,T1,MANGO,,SCATTERED,,,,10,1992,0,November,2009,January,2010,NO,,,,,5,BASKET (DENGU),
902,203053010117,Panel B,2,20305301,YES,T1,CASSAVA,,SCATTERED,,,,,,,,,,,NO,,,,,0,,
912,203053010130,Panel B,2,20305301,YES,T1,GUAVA,,SCATTERED,,,,3,2002,0,May,2010,June,2010,YES,Community problems,,,,3,BASKET (DENGU),
926,203065570007,Panel B,2,20306557,YES,T1,BANANA,,SCATTERED,,,,999,2009,12,April,2010,June,2010,NO,,,,,264,BUNCH,
934,203065570030,Panel B,2,20306557,NO,,,,,,,,,,,,,,,,,,,,,,
930,203065570076,Panel B,2,20306557,YES,T1,MANGO,,SCATTERED,,,,24,1970,0,November,2009,January,2010,NO,,,,,30,50 KG BAG,
942,203065570099,Panel B,2,20306557,YES,T1,BANANA,,SCATTERED,,,,43,2004,0,January,2010,July,2010,NO,,,,,20,BUNCH,
956,203065570122,Panel B,2,20306557,YES,T1,MANGO,,SCATTERED,,,,5,1980,0,November,2009,February,2010,NO,,,,,7,BASKET (DENGU),
932,203065570167,Panel B,2,20306557,YES,T1,ORANGE,,SCATTERED,,,,2,1990,0,April,2010,June,2010,NO,,,,,3,BASKET (DENGU),
952,203065570190,Panel B,2,20306557,NO,,,,,,,,,,,,,,,,,,,,,,
954,203065570213,Panel B,2,20306557,NO,,,,,,,,,,,,,,,,,,,,,,
950,203065570259,Panel B,2,20306557,NO,,,,,,,,,,,,,,,,,,,,,,
940,203065570282,Panel B,2,20306557,YES,T1,BANANA,,SCATTERED,,,,51,1978,0,January,2010,July,2010,YES,Animals,,,,42,BUNCH,
944,203065570305,Panel B,2,20306557,NO,,,,,,,,,,,,,,,,,,,,,,
946,203065570350,Panel B,2,20306557,YES,T1,GUAVA,,SCATTERED,,,,2,1995,0,March,2010,April,2010,NO,,,,,5,BASKET (DENGU),
948,203065570373,Panel B,2,20306557,NO,,,,,,,,,,,,,,,,,,,,,,
938,203065570396,Panel B,2,20306557,NO,,,,,,,,,,,,,,,,,,,,,,
928,203065570442,Panel B,2,20306557,NO,,,,,,,,,,,,,,,,,,,,,,
936,203065570465,Panel B,2,20306557,NO,,,,,,,,,,,,,,,,,,,,,,
958,204021980014,Panel B,2,20402198,NO,,,,,,,,,,,,,,,,,,,,,,
988,204021980022,Panel B,2,20402198,NO,,,,,,,,,,,,,,,,,,,,,,
966,204021980031,Panel B,2,20402198,NO,,,,,,,,,,,,,,,,,,,,,,
976,204021980039,Panel B,2,20402198,NO,,,,,,,,,,,,,,,,,,,,,,
972,204021980056,Panel B,2,20402198,NO,,,,,,,,,,,,,,,,,,,,,,
980,204021980064,Panel B,2,20402198,NO,,,,,,,,,,,,,,,,,,,,,,
970,204021980072,Panel B,2,20402198,NO,,,,,,,,,,,,,,,,,,,,,,
964,204021980081,Panel B,2,20402198,NO,,,,,,,,,,,,,,,,,,,,,,
978,204021980097,Panel B,2,20402198,NO,,,,,,,,,,,,,,,,,,,,,,
986,204021980106,Panel B,2,20402198,NO,,,,,,,,,,,,,,,,,,,,,,
968,204021980114,Panel B,2,20402198,NO,,,,,,,,,,,,,,,,,,,,,,
962,204021980122,Panel B,2,20402198,NO,,,,,,,,,,,,,,,,,,,,,,
960,204021980139,Panel B,2,20402198,NO,,,,,,,,,,,,,,,,,,,,,,
982,204021980147,Panel B,2,20402198,YES,R1,MANGO,,SCATTERED,,,,2,,0,October,2009,January,2010,YES,Crop theft,,,,6,50 KG BAG,
974,204021980156,Panel B,2,20402198,YES,R3,MANGO,,SCATTERED,,,,4,1972,0,November,2009,February,2010,YES,Crop theft,,,,9,50 KG BAG,
984,204021980172,Panel B,2,20402198,NO,,,,,,,,,,,,,,,,,,,,,,
989,204040320025,Panel A,2,20404032,YES,R1,MANGO,,SCATTERED,,,,7,1991,0,November,2009,February,2010,YES,Insects,,,,5,50 KG BAG,
971,204040320028,Panel A,2,20404032,NO,,,,,,,,,,,,,,,,,,,,,,
981,204040320036,Panel A,2,20404032,NO,,,,,,,,,,,,,,,,,,,,,,
975,204040320057,Panel A,2,20404032,NO,,,,,,,,,,,,,,,,,,,,,,
985,204040320063,Panel A,2,20404032,NO,,,,,,,,,,,,,,,,,,,,,,
973,204040320072,Panel A,2,20404032,YES,T1,MANGO,,SCATTERED,,,,1,1992,0,December,2009,February,2010,YES,Diseases,,,,2,50 KG BAG,
977,204040320075,Panel A,2,20404032,NO,,,,,,,,,,,,,,,,,,,,,,
963,204040320083,Panel A,2,20404032,NO,,,,,,,,,,,,,,,,,,,,,,
987,204040320096,Panel A,2,20404032,NO,,,,,,,,,,,,,,,,,,,,,,
969,204040320107,Panel A,2,20404032,YES,R1,BANANA,,SCATTERED,,,,10,1993,0,March,2009,July,2010,YES,Animals,,,,5,BUNCH,
961,204040320114,Panel A,2,20404032,NO,,,,,,,,,,,,,,,,,,,,,,
991,204040320149,Panel A,2,20404032,NO,,,,,,,,,,,,,,,,,,,,,,
967,204040320160,Panel A,2,20404032,NO,,,,,,,,,,,,,,,,,,,,,,
979,204040320166,Panel A,2,20404032,NO,,,,,,,,,,,,,,,,,,,,,,
965,204040320180,Panel A,2,20404032,YES,R1,BANANA,,SCATTERED,,,,8,2001,0,January,2010,August,2010,NO,,,,,50,BUNCH,
983,204040320184,Panel A,2,20404032,NO,,,,,,,,,,,,,,,,,,,,,,
1000,204045750001,Panel B,2,20404575,NO,,,,,,,,,,,,,,,,,,,,,,
1016,204045750014,Panel B,2,20404575,NO,,,,,,,,,,,,,,,,,,,,,,
1006,204045750042,Panel B,2,20404575,NO,,,,,,,,,,,,,,,,,,,,,,
990,204045750056,Panel B,2,20404575,NO,,,,,,,,,,,,,,,,,,,,,,
1008,204045750070,Panel B,2,20404575,NO,,,,,,,,,,,,,,,,,,,,,,
998,204045750098,Panel B,2,20404575,NO,,,,,,,,,,,,,,,,,,,,,,
1002,204045750111,Panel B,2,20404575,NO,,,,,,,,,,,,,,,,,,,,,,
1004,204045750125,Panel B,2,20404575,NO,,,,,,,,,,,,,,,,,,,,,,
994,204045750153,Panel B,2,20404575,NO,,,,,,,,,,,,,,,,,,,,,,
1020,204045750167,Panel B,2,20404575,YES,R1,BANANA,,SCATTERED,,,,999,1991,0,July,2009,July,2010,NO,,,,,50,KILOGRAM,
1010,204045750181,Panel B,2,20404575,NO,,,,,,,,,,,,,,,,,,,,,,
996,204045750208,Panel B,2,20404575,YES,R1,MANGO,,SCATTERED,,,,2,1980,0,November,2009,March,2010,YES,Insects,,,,4,50 KG BAG,
1018,204045750222,Panel B,2,20404575,NO,,,,,,,,,,,,,,,,,,,,,,
992,204045750236,Panel B,2,20404575,NO,,,,,,,,,,,,,,,,,,,,,,
1014,204045750264,Panel B,2,20404575,NO,,,,,,,,,,,,,,,,,,,,,,
1012,204045750278,Panel B,2,20404575,NO,,,,,,,,,,,,,,,,,,,,,,
1021,204053660025,Panel A,2,20405366,NO,,,,,,,,,,,,,,,,,,,,,,
1001,204053660046,Panel A,2,20405366,NO,,,,,,,,,,,,,,,,,,,,,,
1009,204053660072,Panel A,2,20405366,YES,R2,BANANA,,SCATTERED,,,,999,1997,0,September,2009,September,2010,YES,Insects,,,,7,BUNCH,
1009,204053660072,Panel A,2,20405366,YES,R1,MANGO,,SCATTERED,,,,6,1939,0,January,2010,March,2010,YES,Insects,,,,20,50 KG BAG,
1011,204053660073,Panel A,2,20405366,NO,,,,,,,,,,,,,,,,,,,,,,
1017,204053660075,Panel A,2,20405366,NO,,,,,,,,,,,,,,,,,,,,,,
1003,204053660091,Panel A,2,20405366,NO,,,,,,,,,,,,,,,,,,,,,,
1023,204053660100,Panel A,2,20405366,NO,,,,,,,,,,,,,,,,,,,,,,
1013,204053660101,Panel A,2,20405366,NO,,,,,,,,,,,,,,,,,,,,,,
1007,204053660140,Panel A,2,20405366,YES,T1,BANANA,,SCATTERED,,,,10,1996,0,May,2010,October,2010,NO,,,,,8,BUNCH,
993,204053660142,Panel A,2,20405366,NO,,,,,,,,,,,,,,,,,,,,,,
1005,204053660162,Panel A,2,20405366,NO,,,,,,,,,,,,,,,,,,,,,,
997,204053660205,Panel A,2,20405366,NO,,,,,,,,,,,,,,,,,,,,,,
995,204053660211,Panel A,2,20405366,NO,,,,,,,,,,,,,,,,,,,,,,
1019,204053660216,Panel A,2,20405366,NO,,,,,,,,,,,,,,,,,,,,,,
1015,204053660263,Panel A,2,20405366,NO,,,,,,,,,,,,,,,,,,,,,,
999,204053660304,Panel A,2,20405366,NO,,,,,,,,,,,,,,,,,,,,,,
1042,204073980001,Panel B,2,20407398,YES,R1,MANGO,,SCATTERED,,,,15,1971,0,November,2009,February,2010,NO,,,,,15,50 KG BAG,
1048,204073980014,Panel B,2,20407398,YES,R1,MANGO,,SCATTERED,,,,10,1970,0,November,2009,January,2010,NO,,,,,30,50 KG BAG,
1050,204073980029,Panel B,2,20407398,NO,,,,,,,,,,,,,,,,,,,,,,
1052,204073980058,Panel B,2,20407398,NO,,,,,,,,,,,,,,,,,,,,,,
1032,204073980072,Panel B,2,20407398,NO,,,,,,,,,,,,,,,,,,,,,,
1024,204073980086,Panel B,2,20407398,NO,,,,,,,,,,,,,,,,,,,,,,
1040,204073980114,Panel B,2,20407398,NO,,,,,,,,,,,,,,,,,,,,,,
1036,204073980128,Panel B,2,20407398,NO,,,,,,,,,,,,,,,,,,,,,,
1038,204073980148,Panel B,2,20407398,NO,,,,,,,,,,,,,,,,,,,,,,
1022,204073980171,Panel B,2,20407398,NO,,,,,,,,,,,,,,,,,,,,,,
1046,204073980185,Panel B,2,20407398,NO,,,,,,,,,,,,,,,,,,,,,,
1034,204073980199,Panel B,2,20407398,NO,,,,,,,,,,,,,,,,,,,,,,
1028,204073980227,Panel B,2,20407398,NO,,,,,,,,,,,,,,,,,,,,,,
1026,204073980241,Panel B,2,20407398,YES,R1,MANGO,,SCATTERED,,,,4,1932,0,November,2009,January,2010,NO,,,,,10,50 KG BAG,
1044,204073980256,Panel B,2,20407398,NO,,,,,,,,,,,,,,,,,,,,,,
1030,204073980284,Panel B,2,20407398,NO,,,,,,,,,,,,,,,,,,,,,,
1031,204074810007,Panel A,2,20407481,NO,,,,,,,,,,,,,,,,,,,,,,
1051,204074810010,Panel A,2,20407481,YES,R1,MANGO,,SCATTERED,,,,25,1985,0,November,2009,January,2010,NO,,,,,25,50 KG BAG,
1035,204074810042,Panel A,2,20407481,NO,,,,,,,,,,,,,,,,,,,,,,
1045,204074810055,Panel A,2,20407481,NO,,,,,,,,,,,,,,,,,,,,,,
1055,204074810059,Panel A,2,20407481,YES,R1,MANGO,,SCATTERED,,,,4,1998,0,December,2009,April,2010,YES,Diseases,,,,3,50 KG BAG,
1033,204074810060,Panel A,2,20407481,YES,R1,MANGO,,SCATTERED,,,,7,1970,0,September,2009,January,2010,YES,Crop theft,,,,7,50 KG BAG,
1047,204074810065,Panel A,2,20407481,YES,R1,MANGO,,SCATTERED,,,,3,1999,0,December,2009,January,2010,NO,,,,,3,50 KG BAG,
1049,204074810080,Panel A,2,20407481,NO,,,,,,,,,,,,,,,,,,,,,,
1053,204074810082,Panel A,2,20407481,NO,,,,,,,,,,,,,,,,,,,,,,
1027,204074810083,Panel A,2,20407481,NO,,,,,,,,,,,,,,,,,,,,,,
1039,204074810085,Panel A,2,20407481,NO,,,,,,,,,,,,,,,,,,,,,,
1029,204074810097,Panel A,2,20407481,NO,,,,,,,,,,,,,,,,,,,,,,
1041,204074810106,Panel A,2,20407481,NO,,,,,,,,,,,,,,,,,,,,,,
1025,204074810117,Panel A,2,20407481,NO,,,,,,,,,,,,,,,,,,,,,,
1037,204074810130,Panel A,2,20407481,NO,,,,,,,,,,,,,,,,,,,,,,
1074,205070890007,Panel B,2,20507089,NO,,,,,,,,,,,,,,,,,,,,,,
1068,205070890020,Panel B,2,20507089,NO,,,,,,,,,,,,,,,,,,,,,,
1082,205070890033,Panel B,2,20507089,NO,,,,,,,,,,,,,,,,,,,,,,
1080,205070890045,Panel B,2,20507089,NO,,,,,,,,,,,,,,,,,,,,,,
1084,205070890051,Panel B,2,20507089,NO,,,,,,,,,,,,,,,,,,,,,,
1056,205070890053,Panel B,2,20507089,NO,,,,,,,,,,,,,,,,,,,,,,
1062,205070890072,Panel B,2,20507089,NO,,,,,,,,,,,,,,,,,,,,,,
1054,205070890083,Panel B,2,20507089,NO,,,,,,,,,,,,,,,,,,,,,,
1072,205070890098,Panel B,2,20507089,NO,,,,,,,,,,,,,,,,,,,,,,
1070,205070890124,Panel B,2,20507089,NO,,,,,,,,,,,,,,,,,,,,,,
1078,205070890190,Panel B,2,20507089,NO,,,,,,,,,,,,,,,,,,,,,,
1058,205070890201,Panel B,2,20507089,NO,,,,,,,,,,,,,,,,,,,,,,
1066,205070890216,Panel B,2,20507089,NO,,,,,,,,,,,,,,,,,,,,,,
1060,205070890229,Panel B,2,20507089,NO,,,,,,,,,,,,,,,,,,,,,,
1076,205070890243,Panel B,2,20507089,NO,,,,,,,,,,,,,,,,,,,,,,
1064,205070890256,Panel B,2,20507089,NO,,,,,,,,,,,,,,,,,,,,,,
1075,205074590013,Panel A,2,20507459,NO,,,,,,,,,,,,,,,,,,,,,,
1069,205074590019,Panel A,2,20507459,NO,,,,,,,,,,,,,,,,,,,,,,
1077,205074590034,Panel A,2,20507459,NO,,,,,,,,,,,,,,,,,,,,,,
1073,205074590035,Panel A,2,20507459,NO,,,,,,,,,,,,,,,,,,,,,,
1061,205074590037,Panel A,2,20507459,NO,,,,,,,,,,,,,,,,,,,,,,
1063,205074590038,Panel A,2,20507459,NO,,,,,,,,,,,,,,,,,,,,,,
1087,205074590040,Panel A,2,20507459,NO,,,,,,,,,,,,,,,,,,,,,,
1079,205074590043,Panel A,2,20507459,NO,,,,,,,,,,,,,,,,,,,,,,
1059,205074590056,Panel A,2,20507459,NO,,,,,,,,,,,,,,,,,,,,,,
1081,205074590101,Panel A,2,20507459,YES,R1,MANGO,,SCATTERED,,,,10,1964,0,November,2009,December,2009,YES,Crop theft,,,,1,BASKET (DENGU),
1083,205074590174,Panel A,2,20507459,NO,,,,,,,,,,,,,,,,,,,,,,
1071,205074590175,Panel A,2,20507459,NO,,,,,,,,,,,,,,,,,,,,,,
1057,205074590179,Panel A,2,20507459,NO,,,,,,,,,,,,,,,,,,,,,,
1067,205074590192,Panel A,2,20507459,NO,,,,,,,,,,,,,,,,,,,,,,
1065,205074590199,Panel A,2,20507459,NO,,,,,,,,,,,,,,,,,,,,,,
1089,205083490004,Panel A,2,20508349,NO,,,,,,,,,,,,,,,,,,,,,,
1107,205083490010,Panel A,2,20508349,NO,,,,,,,,,,,,,,,,,,,,,,
1109,205083490011,Panel A,2,20508349,NO,,,,,,,,,,,,,,,,,,,,,,
1099,205083490014,Panel A,2,20508349,NO,,,,,,,,,,,,,,,,,,,,,,
1093,205083490015,Panel A,2,20508349,NO,,,,,,,,,,,,,,,,,,,,,,
1097,205083490030,Panel A,2,20508349,NO,,,,,,,,,,,,,,,,,,,,,,
1111,205083490055,Panel A,2,20508349,NO,,,,,,,,,,,,,,,,,,,,,,
1103,205083490066,Panel A,2,20508349,NO,,,,,,,,,,,,,,,,,,,,,,
1117,205083490076,Panel A,2,20508349,NO,,,,,,,,,,,,,,,,,,,,,,
1095,205083490080,Panel A,2,20508349,NO,,,,,,,,,,,,,,,,,,,,,,
1113,205083490092,Panel A,2,20508349,NO,,,,,,,,,,,,,,,,,,,,,,
1115,205083490101,Panel A,2,20508349,NO,,,,,,,,,,,,,,,,,,,,,,
1119,205083490116,Panel A,2,20508349,NO,,,,,,,,,,,,,,,,,,,,,,
1105,205083490120,Panel A,2,20508349,NO,,,,,,,,,,,,,,,,,,,,,,
1091,205083490121,Panel A,2,20508349,NO,,,,,,,,,,,,,,,,,,,,,,
1123,206011410001,Panel A,2,20601141,NO,,,,,,,,,,,,,,,,,,,,,,
1135,206011410004,Panel A,2,20601141,NO,,,,,,,,,,,,,,,,,,,,,,
1141,206011410005,Panel A,2,20601141,NO,,,,,,,,,,,,,,,,,,,,,,
1133,206011410029,Panel A,2,20601141,NO,,,,,,,,,,,,,,,,,,,,,,
1147,206011410032,Panel A,2,20601141,NO,,,,,,,,,,,,,,,,,,,,,,
1143,206011410033,Panel A,2,20601141,NO,,,,,,,,,,,,,,,,,,,,,,
1149,206011410034,Panel A,2,20601141,NO,,,,,,,,,,,,,,,,,,,,,,
1125,206011410057,Panel A,2,20601141,NO,,,,,,,,,,,,,,,,,,,,,,
1139,206011410060,Panel A,2,20601141,NO,,,,,,,,,,,,,,,,,,,,,,
1121,206011410061,Panel A,2,20601141,NO,,,,,,,,,,,,,,,,,,,,,,
1145,206011410066,Panel A,2,20601141,NO,,,,,,,,,,,,,,,,,,,,,,
1131,206011410077,Panel A,2,20601141,NO,,,,,,,,,,,,,,,,,,,,,,
1151,206011410104,Panel A,2,20601141,NO,,,,,,,,,,,,,,,,,,,,,,
1127,206011410119,Panel A,2,20601141,NO,,,,,,,,,,,,,,,,,,,,,,
1129,206011410125,Panel A,2,20601141,NO,,,,,,,,,,,,,,,,,,,,,,
1112,206016260010,Panel B,2,20601626,NO,,,,,,,,,,,,,,,,,,,,,,
1106,206016260022,Panel B,2,20601626,NO,,,,,,,,,,,,,,,,,,,,,,
1090,206016260033,Panel B,2,20601626,NO,,,,,,,,,,,,,,,,,,,,,,
1114,206016260057,Panel B,2,20601626,NO,,,,,,,,,,,,,,,,,,,,,,
1086,206016260069,Panel B,2,20601626,NO,,,,,,,,,,,,,,,,,,,,,,
1092,206016260092,Panel B,2,20601626,NO,,,,,,,,,,,,,,,,,,,,,,
1102,206016260104,Panel B,2,20601626,NO,,,,,,,,,,,,,,,,,,,,,,
1108,206016260116,Panel B,2,20601626,NO,,,,,,,,,,,,,,,,,,,,,,
1096,206016260139,Panel B,2,20601626,NO,,,,,,,,,,,,,,,,,,,,,,
1116,206016260151,Panel B,2,20601626,NO,,,,,,,,,,,,,,,,,,,,,,
1104,206016260163,Panel B,2,20601626,NO,,,,,,,,,,,,,,,,,,,,,,
1088,206016260175,Panel B,2,20601626,NO,,,,,,,,,,,,,,,,,,,,,,
1098,206016260210,Panel B,2,20601626,NO,,,,,,,,,,,,,,,,,,,,,,
1110,206016260222,Panel B,2,20601626,NO,,,,,,,,,,,,,,,,,,,,,,
1132,206023630017,Panel B,2,20602363,NO,,,,,,,,,,,,,,,,,,,,,,
1146,206023630037,Panel B,2,20602363,NO,,,,,,,,,,,,,,,,,,,,,,
1136,206023630057,Panel B,2,20602363,NO,,,,,,,,,,,,,,,,,,,,,,
1134,206023630097,Panel B,2,20602363,NO,,,,,,,,,,,,,,,,,,,,,,
1142,206023630116,Panel B,2,20602363,NO,,,,,,,,,,,,,,,,,,,,,,
1128,206023630136,Panel B,2,20602363,NO,,,,,,,,,,,,,,,,,,,,,,
1130,206023630215,Panel B,2,20602363,NO,,,,,,,,,,,,,,,,,,,,,,
1126,206023630275,Panel B,2,20602363,NO,,,,,,,,,,,,,,,,,,,,,,
1140,206023630295,Panel B,2,20602363,NO,,,,,,,,,,,,,,,,,,,,,,
1124,206023630334,Panel B,2,20602363,NO,,,,,,,,,,,,,,,,,,,,,,
1138,206023630354,Panel B,2,20602363,NO,,,,,,,,,,,,,,,,,,,,,,
1118,206023630414,Panel B,2,20602363,NO,,,,,,,,,,,,,,,,,,,,,,
1164,206030900002,Panel B,2,20603090,NO,,,,,,,,,,,,,,,,,,,,,,
1150,206030900017,Panel B,2,20603090,NO,,,,,,,,,,,,,,,,,,,,,,
1156,206030900031,Panel B,2,20603090,NO,,,,,,,,,,,,,,,,,,,,,,
1176,206030900046,Panel B,2,20603090,NO,,,,,,,,,,,,,,,,,,,,,,
1172,206030900060,Panel B,2,20603090,NO,,,,,,,,,,,,,,,,,,,,,,
1158,206030900074,Panel B,2,20603090,NO,,,,,,,,,,,,,,,,,,,,,,
1152,206030900103,Panel B,2,20603090,NO,,,,,,,,,,,,,,,,,,,,,,
1148,206030900161,Panel B,2,20603090,NO,,,,,,,,,,,,,,,,,,,,,,
1170,206030900175,Panel B,2,20603090,NO,,,,,,,,,,,,,,,,,,,,,,
1154,206030900189,Panel B,2,20603090,NO,,,,,,,,,,,,,,,,,,,,,,
1162,206030900218,Panel B,2,20603090,NO,,,,,,,,,,,,,,,,,,,,,,
1160,206030900233,Panel B,2,20603090,NO,,,,,,,,,,,,,,,,,,,,,,
1168,206030900247,Panel B,2,20603090,NO,,,,,,,,,,,,,,,,,,,,,,
1174,206030900276,Panel B,2,20603090,NO,,,,,,,,,,,,,,,,,,,,,,
1166,206030900290,Panel B,2,20603090,NO,,,,,,,,,,,,,,,,,,,,,,
1175,206035330008,Panel A,2,20603533,NO,,,,,,,,,,,,,,,,,,,,,,
1155,206035330017,Panel A,2,20603533,NO,,,,,,,,,,,,,,,,,,,,,,
1159,206035330026,Panel A,2,20603533,NO,,,,,,,,,,,,,,,,,,,,,,
1173,206035330045,Panel A,2,20603533,NO,,,,,,,,,,,,,,,,,,,,,,
1181,206035330054,Panel A,2,20603533,NO,,,,,,,,,,,,,,,,,,,,,,
1153,206035330091,Panel A,2,20603533,NO,,,,,,,,,,,,,,,,,,,,,,
1169,206035330119,Panel A,2,20603533,NO,,,,,,,,,,,,,,,,,,,,,,
1167,206035330156,Panel A,2,20603533,NO,,,,,,,,,,,,,,,,,,,,,,
1171,206035330165,Panel A,2,20603533,NO,,,,,,,,,,,,,,,,,,,,,,
1202,206046380001,Panel B,2,20604638,NO,,,,,,,,,,,,,,,,,,,,,,
1194,206046380010,Panel B,2,20604638,NO,,,,,,,,,,,,,,,,,,,,,,
1188,206046380037,Panel B,2,20604638,NO,,,,,,,,,,,,,,,,,,,,,,
1208,206046380046,Panel B,2,20604638,NO,,,,,,,,,,,,,,,,,,,,,,
1206,206046380055,Panel B,2,20604638,NO,,,,,,,,,,,,,,,,,,,,,,
1204,206046380064,Panel B,2,20604638,NO,,,,,,,,,,,,,,,,,,,,,,
1186,206046380072,Panel B,2,20604638,NO,,,,,,,,,,,,,,,,,,,,,,
1190,206046380081,Panel B,2,20604638,NO,,,,,,,,,,,,,,,,,,,,,,
1198,206046380099,Panel B,2,20604638,NO,,,,,,,,,,,,,,,,,,,,,,
1180,206046380108,Panel B,2,20604638,NO,,,,,,,,,,,,,,,,,,,,,,
1196,206046380117,Panel B,2,20604638,NO,,,,,,,,,,,,,,,,,,,,,,
1178,206046380126,Panel B,2,20604638,NO,,,,,,,,,,,,,,,,,,,,,,
1200,206046380135,Panel B,2,20604638,NO,,,,,,,,,,,,,,,,,,,,,,
1192,206046380153,Panel B,2,20604638,NO,,,,,,,,,,,,,,,,,,,,,,
1182,206046380161,Panel B,2,20604638,NO,,,,,,,,,,,,,,,,,,,,,,
1184,206046380179,Panel B,2,20604638,NO,,,,,,,,,,,,,,,,,,,,,,
1207,206053020011,Panel A,2,20605302,NO,,,,,,,,,,,,,,,,,,,,,,
1205,206053020023,Panel A,2,20605302,NO,,,,,,,,,,,,,,,,,,,,,,
1199,206053020033,Panel A,2,20605302,NO,,,,,,,,,,,,,,,,,,,,,,
1203,206053020036,Panel A,2,20605302,NO,,,,,,,,,,,,,,,,,,,,,,
1209,206053020038,Panel A,2,20605302,NO,,,,,,,,,,,,,,,,,,,,,,
1191,206053020113,Panel A,2,20605302,NO,,,,,,,,,,,,,,,,,,,,,,
1195,206053020118,Panel A,2,20605302,NO,,,,,,,,,,,,,,,,,,,,,,
1197,206053020125,Panel A,2,20605302,NO,,,,,,,,,,,,,,,,,,,,,,
1215,206053020126,Panel A,2,20605302,NO,,,,,,,,,,,,,,,,,,,,,,
1189,206053020127,Panel A,2,20605302,NO,,,,,,,,,,,,,,,,,,,,,,
1193,206053020132,Panel A,2,20605302,NO,,,,,,,,,,,,,,,,,,,,,,
1187,206053020159,Panel A,2,20605302,NO,,,,,,,,,,,,,,,,,,,,,,
1185,206053020161,Panel A,2,20605302,NO,,,,,,,,,,,,,,,,,,,,,,
1211,206053020164,Panel A,2,20605302,NO,,,,,,,,,,,,,,,,,,,,,,
1201,206053020171,Panel A,2,20605302,NO,,,,,,,,,,,,,,,,,,,,,,
1213,206053020172,Panel A,2,20605302,NO,,,,,,,,,,,,,,,,,,,,,,
1226,206072600004,Panel B,2,20607260,NO,,,,,,,,,,,,,,,,,,,,,,
1230,206072600059,Panel B,2,20607260,NO,,,,,,,,,,,,,,,,,,,,,,
1232,206072600096,Panel B,2,20607260,NO,,,,,,,,,,,,,,,,,,,,,,
1216,206072600114,Panel B,2,20607260,NO,,,,,,,,,,,,,,,,,,,,,,
1236,206072600133,Panel B,2,20607260,NO,,,,,,,,,,,,,,,,,,,,,,
1234,206072600151,Panel B,2,20607260,NO,,,,,,,,,,,,,,,,,,,,,,
1214,206072600170,Panel B,2,20607260,NO,,,,,,,,,,,,,,,,,,,,,,
1222,206072600188,Panel B,2,20607260,NO,,,,,,,,,,,,,,,,,,,,,,
1240,206072600272,Panel B,2,20607260,NO,,,,,,,,,,,,,,,,,,,,,,
1224,206072600280,Panel B,2,20607260,NO,,,,,,,,,,,,,,,,,,,,,,
1212,206072600299,Panel B,2,20607260,NO,,,,,,,,,,,,,,,,,,,,,,
1218,206072600336,Panel B,2,20607260,NO,,,,,,,,,,,,,,,,,,,,,,
1210,206072600354,Panel B,2,20607260,NO,,,,,,,,,,,,,,,,,,,,,,
1239,206073150104,Panel A,2,20607315,NO,,,,,,,,,,,,,,,,,,,,,,
1217,206073150106,Panel A,2,20607315,NO,,,,,,,,,,,,,,,,,,,,,,
1221,206073150115,Panel A,2,20607315,NO,,,,,,,,,,,,,,,,,,,,,,
1241,206073150209,Panel A,2,20607315,NO,,,,,,,,,,,,,,,,,,,,,,
1223,206073150286,Panel A,2,20607315,NO,,,,,,,,,,,,,,,,,,,,,,
1247,206073150289,Panel A,2,20607315,NO,,,,,,,,,,,,,,,,,,,,,,
1237,206073150299,Panel A,2,20607315,NO,,,,,,,,,,,,,,,,,,,,,,
1243,206073150300,Panel A,2,20607315,NO,,,,,,,,,,,,,,,,,,,,,,
1233,206073150304,Panel A,2,20607315,NO,,,,,,,,,,,,,,,,,,,,,,
