occ,y2_hhid,qx_type,interview_status,ag_m0a,ag_m00,ag_m0b,ag_m0c,ag_m0d,ag_m01,ag_m02,ag_m03,ag_m04a,ag_m04b,ag_m05a,ag_m05b,ag_m07,ag_m08a,ag_m08b,ag_m08c,ag_m09,ag_m10a,ag_m10b,ag_m11a,ag_m11b,ag_m11c,ag_m12a,ag_m12b,ag_m13a,ag_m13b
1,0848-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0849-001,PANEL A,Panel A - 2 Visits,YES,D01,IRISH,IRISH [MALAWI] POTATO,1,PURE STAND,,,15,KILOGRAM,JULY,2013,NO,12,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0850-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0851-001,PANEL A,Panel A - 2 Visits,YES,D01,SUGARCANE,SUGAR CANE,2,PURE STAND,,,10,50 KG BAG,AUGUST,2012,NO,5,OXCART,NOT APPLICABLE,,,,,,,,,,
1,0851-003,PANEL A,Panel A - 2 Visits,YES,D01,IRISH POTATOES,IRISH [MALAWI] POTATO,1,PURE STAND,,,60,KILOGRAM,JULY,2013,NO,30,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0852-001,PANEL B,Panel B - 2 Visits,YES,D01,MPIRU,TANAPOSI,1,PURE STAND,,,4,GRAM,JUNE,2013,NO,15,BUNCH,NOT APPLICABLE,,,,,,,,,,
1,0853-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,1,MIXED STAND,YES,,10,KILOGRAM,OCTOBER,2013,NO,3,KILOGRAM,SHELLED,,,,,,,,,,
2,0853-001,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,YES,,5,KILOGRAM,OCTOBER,2013,NO,20,KILOGRAM,SHELLED,,,,,,,,,,
1,0854-001,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,1,PURE STAND,,,2,KILOGRAM,AUGUST,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
1,0855-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,0856-002,PANEL B,Panel B - 2 Visits,YES,D01,TOMATO,TOMATO,1,PURE STAND,,,10,GRAM,JUNE,2013,NO,2,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
2,0856-002,PANEL B,Panel B - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,PURE STAND,,,15,GRAM,JUNE,2013,NO,1,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0857-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0857-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,0858-001,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,1,PURE STAND,,,10,KILOGRAM,AUGUST,2012,NO,3,50 KG BAG,SHELLED,,,,,,,,,,
1,0859-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0861-001,PANEL A,Panel A - 2 Visits,YES,D01,MPIRU,OTHER (SPECIFY),1,PURE STAND,,,5,GRAM,JUNE,2013,NO,5,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0861-003,PANEL A,Panel A - 2 Visits,YES,D01,MAIZE,MAIZE COMPOSITE/OPV,2,PURE STAND,,,1,KILOGRAM,APRIL,2013,NO,2,50 KG BAG,UNSHELLED,,,,,,,,,,
1,0862-001,PANEL B,Panel B - 2 Visits,YES,D01,MAIZE,MAIZE COMPOSITE/OPV,1,PURE STAND,,,5,KILOGRAM,MAY,2013,YES,,,,NO,,,3,PAIL (LARGE),SHELLED,SEPTEMBER,SEPTEMBER,1,
1,0863-001,PANEL A,Panel A - 2 Visits,YES,D01,TOMATOES,TOMATO,1,PURE STAND,,,25,GRAM,MAY,2013,NO,40,PAIL (SMALL),NOT APPLICABLE,,,,,,,,,,
2,0863-001,PANEL A,Panel A - 2 Visits,YES,D02,TOMATOES,TOMATO,1,PURE STAND,,,50,GRAM,JUNE,2013,NO,60,PAIL (SMALL),NOT APPLICABLE,,,,,,,,,,
1,0863-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0864-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0864-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0865-002,PANEL A,Panel A - 2 Visits,YES,D01,SWEET POTATO,SWEET POTATO,4,PURE STAND,,,2,OTHER (SPECIFY),APRIL,2013,NO,3,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
1,0866-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0867-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0868-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0868-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0869-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0870-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0871-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0872-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0873-001,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,1,PURE STAND,,,4,GRAM,AUGUST,2013,NO,20,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0875-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0876-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0876-003,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0877-001,PANEL A,Panel A - 2 Visits,YES,D01,OPV,MAIZE COMPOSITE/OPV,1,PURE STAND,,,1,2 KG BAG,AUGUST,2013,NO,1,OXCART,UNSHELLED,,,,,,,,,,
2,0877-001,PANEL A,Panel A - 2 Visits,YES,D02,MPIRU,TANAPOSI,1,PURE STAND,,,5,GRAM,AUGUST,2013,NO,20,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0878-001,PANEL B,Panel B - 2 Visits,YES,D01,MAIZE,MAIZE COMPOSITE/OPV,2,PURE STAND,,,5,KILOGRAM,JUNE,2013,YES,,,,NO,,,4,50 KG BAG,SHELLED,SEPTEMBER,SEPTEMBER,1,2
1,0879-002,PANEL A,Panel A - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,YES,,16,GRAM,JULY,2013,NO,1,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
2,0879-002,PANEL A,Panel A - 2 Visits,YES,D01,COW PEA,PEA,1,MIXED STAND,YES,,30,GRAM,AUGUST,2013,NO,1,PAIL (LARGE),SHELLED,,,,,,,,,,
1,0880-001,PANEL B,Panel B - 2 Visits,YES,D01,MAIZE,MAIZE HYBRID,1,PURE STAND,,,1,2 KG BAG,SEPTEMBER,2013,NO,4,50 KG BAG,SHELLED,,,,,,,,,,
1,0881-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0882-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0883-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0884-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0885-001,PANEL A,Panel A - 2 Visits,YES,D01,MAIZE,MAIZE COMPOSITE/OPV,1,MIXED STAND,YES,,1,KILOGRAM,JUNE,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
2,0885-001,PANEL A,Panel A - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,YES,,30,GRAM,JUNE,2013,NO,4,PAIL (SMALL),NOT APPLICABLE,,,,,,,,,,
1,0885-002,PANEL A,Panel A - 2 Visits,YES,D01,PAPRIKA,PAPRIKA,1,PURE STAND,,,20,GRAM,MARCH,2013,YES,,,,YES,ANIMALS,,0,,,,,,
1,0886-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0887-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0887-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0887-005,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,1,PURE STAND,,,200,GRAM,AUGUST,2013,NO,16,PAIL (SMALL),NOT APPLICABLE,,,,,,,,,,
1,0888-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0889-001,PANEL A,Panel A - 2 Visits,YES,D01,TOMATOES,TOMATO,1,PURE STAND,,,50,GRAM,APRIL,2013,YES,,,,NO,,,50,PAIL (LARGE),NOT APPLICABLE,JUNE,AUGUST,1,
1,0890-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0890-002,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0891-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0892-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0893-001,PANEL A,Panel A - 2 Visits,YES,D01,TOMATOES,TOMATO,2,PURE STAND,,,200,GRAM,APRIL,2013,NO,30,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0894-001,PANEL B,Panel B - 2 Visits,YES,D01,TANAPOSI,TANAPOSI,1,PURE STAND,,,25,GRAM,AUGUST,2013,NO,8,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0895-002,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0896-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0897-001,PANEL A,Panel A - 2 Visits,YES,D01,IRISH,IRISH [MALAWI] POTATO,2,PURE STAND,,,10,OTHER (SPECIFY),JULY,2013,NO,40,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0897-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0897-004,PANEL A,Panel A - 2 Visits,YES,D01,IRISH,IRISH [MALAWI] POTATO,2,PURE STAND,,,3,OTHER (SPECIFY),JUNE,2013,NO,15,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0897-005,PANEL A,Panel A - 2 Visits,YES,D01,IRISH,IRISH [MALAWI] POTATO,2,PURE STAND,,,4,OTHER (SPECIFY),AUGUST,2013,NO,15,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0897-007,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,0898-001,PANEL B,Panel B - 2 Visits,YES,D01,SUGARCANE,SUGAR CANE,3,PURE STAND,,,30,OTHER (SPECIFY),JUNE,2013,YES,,,,NO,,,1,OXCART,NOT APPLICABLE,JUNE,JUNE,3,
1,0898-004,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0898-005,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0899-001,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,YES,,36,KILOGRAM,JULY,2013,NO,4,PAIL (LARGE),SHELLED,,,,,,,,,,
2,0899-001,PANEL A,Panel A - 2 Visits,YES,D01,GARLIC,OTHER (SPECIFY),1,MIXED STAND,YES,,3,KILOGRAM,JULY,2013,NO,2,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0900-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0901-001,PANEL A,Panel A - 2 Visits,YES,D01,TANAPOSI,TANAPOSI,1,PURE STAND,,,25,GRAM,AUGUST,2013,NO,1,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
2,0901-001,PANEL A,Panel A - 2 Visits,YES,D02,L MAIZE,MAIZE LOCAL,1,PURE STAND,,,5,GRAM,SEPTEMBER,2013,NO,5,PAIL (LARGE),SHELLED,,,,,,,,,,
1,0902-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0903-002,PANEL A,Panel A - 2 Visits,YES,D01,IRISH,IRISH [MALAWI] POTATO,1,MIXED STAND,YES,,20,KILOGRAM,JULY,2013,NO,4,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
2,0903-002,PANEL A,Panel A - 2 Visits,YES,D01,TANAPOSI,TANAPOSI,1,MIXED STAND,YES,,20,GRAM,JULY,2013,NO,3,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
1,0904-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0904-002,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0904-006,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0905-001,PANEL A,Panel A - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,MIXED STAND,YES,,20,KILOGRAM,AUGUST,2013,NO,15,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
2,0905-001,PANEL A,Panel A - 2 Visits,YES,D01,H/MAIZE,MAIZE HYBRID RECYCLED,1,MIXED STAND,YES,,2,GRAM,SEPTEMBER,2013,NO,1,PAIL (LARGE),SHELLED,,,,,,,,,,
1,0906-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0906-003,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,0906-005,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0907-001,PANEL A,Panel A - 2 Visits,YES,D01,I/POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,8,3.7 KG BAG,JUNE,2013,NO,50,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0908-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,0909-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0910-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,0911-001,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,2,PURE STAND,,,2,KILOGRAM,AUGUST,2013,NO,2,PAIL (LARGE),SHELLED,,,,,,,,,,
1,0912-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0913-001,PANEL A,Panel A - 2 Visits,YES,D01,IRISH,IRISH [MALAWI] POTATO,2,PURE STAND,,,60,KILOGRAM,JULY,2013,NO,4,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
2,0913-001,PANEL A,Panel A - 2 Visits,YES,D02,BEANS,BEANS,2,PURE STAND,,,3,KILOGRAM,JULY,2013,NO,2,PAIL (LARGE),SHELLED,,,,,,,,,,
1,0914-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,0915-001,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,1,PURE STAND,,,10,KILOGRAM,JULY,2013,NO,7,PAIL (LARGE),SHELLED,,,,,,,,,,
1,0916-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0916-007,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,0917-002,PANEL A,Panel A - 2 Visits,YES,D01,IRISH,IRISH [MALAWI] POTATO,1,PURE STAND,,,40,KILOGRAM,JULY,2013,NO,6,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0918-001,PANEL B,Panel B - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,PURE STAND,,,1,KILOGRAM,JULY,2013,NO,4,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
1,0919-001,PANEL A,Panel A - 2 Visits,YES,D01,IRISH,IRISH [MALAWI] POTATO,1,PURE STAND,,,10,OTHER (SPECIFY),JULY,2013,NO,100,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0920-001,PANEL B,Panel B - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,PURE STAND,,,1,GRAM,JULY,2012,NO,5,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0921-001,PANEL A,Panel A - 2 Visits,YES,D01,IRISH,IRISH [MALAWI] POTATO,1,PURE STAND,,,40,KILOGRAM,AUGUST,2013,NO,30,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0922-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0923-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0924-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0925-001,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,2,PURE STAND,,,23,KILOGRAM,JULY,2013,NO,3,50 KG BAG,SHELLED,,,,,,,,,,
2,0925-001,PANEL A,Panel A - 2 Visits,YES,D02,IRISH,IRISH [MALAWI] POTATO,2,MIXED STAND,YES,,35,KILOGRAM,JULY,2013,NO,2,50 KG BAG,NOT APPLICABLE,,,,,,,,,,
3,0925-001,PANEL A,Panel A - 2 Visits,YES,D02,ONION,ONION,2,MIXED STAND,NO,1/4,25,GRAM,JUNE,2013,NO,3,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0926-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,0926-003,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0926-011,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0927-001,PANEL A,Panel A - 2 Visits,YES,D01,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,11,3.7 KG BAG,JULY,2013,NO,100,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
2,0927-001,PANEL A,Panel A - 2 Visits,YES,D02,BEANS,BEANS,1,PURE STAND,,,12,KILOGRAM,MAY,2013,YES,,,,NO,,,3,PAIL (LARGE),SHELLED,JULY,AUGUST,1,
3,0927-001,PANEL A,Panel A - 2 Visits,YES,D03,TANAPOSI,TANAPOSI,1,PURE STAND,,,25,GRAM,JULY,2013,NO,6,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
4,0927-001,PANEL A,Panel A - 2 Visits,YES,D04,IRISH POTATO,IRISH [MALAWI] POTATO,1,PURE STAND,,,11,3.7 KG BAG,JULY,2013,NO,100,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0928-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0929-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0929-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0930-001,PANEL B,Panel B - 2 Visits,YES,D01,MPIRU,TANAPOSI,2,PURE STAND,,,4,GRAM,JUNE,2013,NO,3,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0931-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,0932-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0932-006,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0933-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0934-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0934-003,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0935-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0936-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0936-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0937-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0937-003,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0939-002,PANEL A,Panel A - 2 Visits,YES,D01,H/MAIZE,MAIZE HYBRID RECYCLED,1,MIXED STAND,YES,,1,KILOGRAM,JUNE,2013,NO,2,PAIL (LARGE),SHELLED,,,,,,,,,,
2,0939-002,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,YES,,500,GRAM,JUNE,2013,NO,10,KILOGRAM,SHELLED,,,,,,,,,,
1,0940-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,0940-003,PANEL B,Panel B - 2 Visits,YES,D01,MPIRU,TANAPOSI,1,PURE STAND,,,50,GRAM,JUNE,2013,NO,6,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
2,0940-003,PANEL B,Panel B - 2 Visits,YES,D02,TOMATO,TOMATO,1,PURE STAND,,,25,GRAM,JULY,2013,NO,10,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
3,0940-003,PANEL B,Panel B - 2 Visits,YES,D03,BEANS,BEANS,1,PURE STAND,,,2,KILOGRAM,JULY,2013,NO,40,KILOGRAM,SHELLED,,,,,,,,,,
1,0940-004,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,1,PURE STAND,,,1,KILOGRAM,AUGUST,2013,NO,2,PAIL (LARGE),SHELLED,,,,,,,,,,
2,0940-004,PANEL B,Panel B - 2 Visits,YES,D02,MAIZE,MAIZE HYBRID RECYCLED,1,PURE STAND,,,1,KILOGRAM,JULY,2013,NO,4,50 KG BAG,SHELLED,,,,,,,,,,
1,0940-005,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0941-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID,MAIZE HYBRID RECYCLED,2,MIXED STAND,YES,,1,3 KG BAG,JULY,2013,NO,15,PAIL (LARGE),SHELLED,,,,,,,,,,
2,0941-001,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,2,MIXED STAND,YES,,4,KILOGRAM,JULY,2013,NO,1,PAIL (LARGE),SHELLED,,,,,,,,,,
1,0942-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,
1,0943-001,PANEL A,Panel A - 2 Visits,YES,D01,TOMATO,TOMATO,1,PURE STAND,,,4,GRAM,JUNE,2013,NO,2,OXCART,NOT APPLICABLE,,,,,,,,,,
2,0943-001,PANEL A,Panel A - 2 Visits,YES,D02,CABBAGE,CABBAGE,1,PURE STAND,,,4,GRAM,JUNE,2013,NO,1,OXCART,NOT APPLICABLE,,,,,,,,,,
1,0944-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0944-003,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0945-001,PANEL A,Panel A - 2 Visits,YES,D01,MAIZE,MAIZE COMPOSITE/OPV,1,MIXED STAND,YES,,2,KILOGRAM,SEPTEMBER,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
2,0945-001,PANEL A,Panel A - 2 Visits,YES,D01,KHWANI,NKHWANI,1,MIXED STAND,YES,,20,GRAM,APRIL,2013,NO,5,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
1,0945-002,PANEL A,Panel A - 2 Visits,YES,D01,MAIZE,MAIZE COMPOSITE/OPV,1,PURE STAND,,,1,KILOGRAM,SEPTEMBER,2013,NO,2,50 KG BAG,SHELLED,,,,,,,,,,
1,0946-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0947-001,PANEL A,Panel A - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0948-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0948-003,PANEL B,Panel B - 2 Visits,YES,D01,MPIRU,TANAPOSI,1,PURE STAND,,,50,GRAM,AUGUST,2013,NO,8,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
1,0949-001,PANEL A,Panel A - 2 Visits,YES,D01,MAIZE,MAIZE COMPOSITE/OPV,1,MIXED STAND,YES,,2,KILOGRAM,SEPTEMBER,2013,NO,4,50 KG BAG,SHELLED,,,,,,,,,,
2,0949-001,PANEL A,Panel A - 2 Visits,YES,D01,BEANS,BEANS,1,MIXED STAND,YES,,1,KILOGRAM,SEPTEMBER,2013,NO,1,PAIL (LARGE),SHELLED,,,,,,,,,,
3,0949-001,PANEL A,Panel A - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,YES,,30,KILOGRAM,MAY,2013,NO,6,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
1,0949-009,PANEL A,Panel A - 2 Visits,YES,D01,MAIZE,MAIZE COMPOSITE/OPV,1,MIXED STAND,YES,,1.5,KILOGRAM,AUGUST,2013,NO,4,50 KG BAG,SHELLED,,,,,,,,,,
2,0949-009,PANEL A,Panel A - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,YES,,25,GRAM,AUGUST,2013,NO,4,OTHER (SPECIFY),NOT APPLICABLE,,,,,,,,,,
1,0950-001,PANEL B,Panel B - 2 Visits,YES,D01,HYBRID MAIZE,MAIZE HYBRID,1,PURE STAND,,,2,KILOGRAM,JULY,2013,NO,50,KILOGRAM,SHELLED,,,,,,,,,,
2,0950-001,PANEL B,Panel B - 2 Visits,YES,D01,BEANS,BEANS,1,PURE STAND,,,5,KILOGRAM,JULY,2013,NO,4,PAIL (LARGE),SHELLED,,,,,,,,,,
1,0951-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0952-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0953-001,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0954-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0955-001,PANEL A,Panel A - 2 Visits,YES,D01,HYBRID,MAIZE HYBRID RECYCLED,1,MIXED STAND,YES,,5,KILOGRAM,SEPTEMBER,2013,NO,5,PAIL (LARGE),UNSHELLED,,,,,,,,,,
2,0955-001,PANEL A,Panel A - 2 Visits,YES,D01,NKHWANI,NKHWANI,1,MIXED STAND,YES,,300,GRAM,SEPTEMBER,2013,NO,12,PAIL (LARGE),NOT APPLICABLE,,,,,,,,,,
1,0956-001,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,
