occ,y2_hhid,qx_type,interview_status,ag_o01,ag_o00,ag_o02,ag_o03_2,ag_o04a,ag_o04b,ag_o04c,ag_o05e,ag_o06,ag_o07
1,0746-001,PANEL B,Panel B - 2 Visits,YES,T01,AVOCADO,TG01,.5,ACRE,.0099999998,,9,MOSTLY CLEAR/MOSTLY SUNNY
1,0747-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0749-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,,,,,,CLEAR/SUNNY
2,0749-001,PANEL A,Panel A - 2 Visits,YES,T02,AVOCADO,TG02,,,,,,CLEAR/SUNNY
1,0750-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0751-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0753-001,PANEL A,Panel A - 2 Visits,YES,T01,AVOCADO & MANGO,TG01,,,,,,
1,0754-001,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,
1,0755-001,PANEL A,Panel A - 2 Visits,YES,T01,AVOCADO,TG01,,,,OTHER (SPECIFY),,
1,0756-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0758-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0759-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,,,,OTHER (SPECIFY),,
1,0759-004,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0759-005,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0759-008,PANEL A,Panel A - 2 Visits,YES,T01,BANANA,RG01,2,ACRE,7.23,,11,CLEAR/SUNNY
2,0759-008,PANEL A,Panel A - 2 Visits,YES,T02,MANGO,RG03,.5,ACRE,.49000001,,11,CLEAR/SUNNY
1,0760-001,PANEL B,Panel B - 2 Visits,YES,T01,AVOCADO,TG01,.5,SQUARE METERS,.85000002,,8,PARTLY CLOUDY/PARTLY SUNNY
1,0760-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0761-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0762-001,PANEL B,Panel B - 2 Visits,YES,T01,PAWPAW,RG01,.5,ACRE,.07,,9,CLEAR/SUNNY
1,0763-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0764-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0764-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0765-001,PANEL A,Panel A - 2 Visits,YES,T01,BANANA AND MANGO,TG01,,,,OTHER (SPECIFY),,
2,0765-001,PANEL A,Panel A - 2 Visits,YES,T02,GUAVA,TG01,,,,OTHER (SPECIFY),,
1,0766-001,PANEL B,Panel B - 2 Visits,YES,T01,MAIZE,RG01,3.5,ACRE,2.1600001,,11,PARTLY CLOUDY/PARTLY SUNNY
2,0766-001,PANEL B,Panel B - 2 Visits,YES,T02,G\NUTS,RG02,2,ACRE,2.1099999,,11,PARTLY CLOUDY/PARTLY SUNNY
1,0766-003,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,
1,0767-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,,,,OTHER (SPECIFY),,PARTLY CLOUDY/PARTLY SUNNY
2,0767-001,PANEL A,Panel A - 2 Visits,YES,T02,AVOCADO,TG02,,,,OTHER (SPECIFY),,PARTLY CLOUDY/PARTLY SUNNY
1,0768-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.30000001,ACRE,.56,,10,CLEAR/SUNNY
1,0769-004,PANEL A,Panel A - Combined Visit,NO,,,,,,,,,
1,0770-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.30000001,ACRE,.2,,10,CLEAR/SUNNY
1,0770-004,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,
1,0771-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0772-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0773-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG02,1,ACRE,1,,12,CLEAR/SUNNY
1,0774-001,PANEL B,Panel B - 2 Visits,YES,T01,FRUITS,RG01,3,ACRE,2.7,,11,CLEAR/SUNNY
1,0774-008,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0775-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0776-001,PANEL B,Panel B - 2 Visits,YES,T01,PAKHOMO,TG01,.5,ACRE,.2,,9,CLEAR/SUNNY
1,0777-001,PANEL A,Panel A - 2 Visits,YES,T01,HYBRID MAIZE,RG04,3,ACRE,3.0999999,,10,CLEAR/SUNNY
1,0778-001,PANEL B,Panel B - 2 Visits,YES,T01,FRUITS,RG01,.5,ACRE,.30000001,,11,CLEAR/SUNNY
2,0778-001,PANEL B,Panel B - 2 Visits,YES,T02,FRUITS,RG02,2,ACRE,1.9,,11,CLEAR/SUNNY
1,0779-001,PANEL A,Panel A - 2 Visits,YES,T01,MAIZE,RG01,2,ACRE,1.21,,11,CLEAR/SUNNY
1,0780-001,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,
1,0780-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0781-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0782-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0783-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.25,ACRE,.33000001,,11,CLEAR/SUNNY
1,0784-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0785-001,PANEL A,Panel A - 2 Visits,YES,T01,GUAVA,TG01,.2,ACRE,.30000001,,11,CLEAR/SUNNY
1,0786-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,2,ACRE,1.27,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0787-001,PANEL A,Panel A - 2 Visits,YES,T01,LOCAL MAIZE,RG01,1,ACRE,1.25,,12,PARTLY CLOUDY/PARTLY SUNNY
1,0788-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0789-002,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,1,ACRE,.79000002,,10,MOSTLY CLEAR/MOSTLY SUNNY
2,0789-002,PANEL A,Panel A - 2 Visits,YES,T02,ORANGE,RG01,1,ACRE,.79000002,,10,MOSTLY CLEAR/MOSTLY SUNNY
3,0789-002,PANEL A,Panel A - 2 Visits,YES,T03,GUAVA,RG01,1,ACRE,.79000002,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0790-002,PANEL B,Panel B - 2 Visits,YES,T01,FRUITS,RG01,.5,ACRE,1.7,,12,PARTLY CLOUDY/PARTLY SUNNY
1,0790-004,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,
1,0791-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,.25,ACRE,.0099999998,,11,CLEAR/SUNNY
2,0791-001,PANEL A,Panel A - 2 Visits,YES,T02,ORANGE,TG01,.25,ACRE,.0099999998,,11,CLEAR/SUNNY
1,0791-003,PANEL A,Panel A - 2 Visits,YES,T01,ORANGE,TG01,.25,ACRE,0,,11,CLEAR/SUNNY
1,0791-004,PANEL A,Panel A - 2 Visits,YES,T01,BANANA,RG01,1,ACRE,.80000001,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0792-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,1.5,ACRE,1.4400001,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,0792-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0793-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0793-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0794-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0795-001,PANEL A,Panel A - Only Visit 1,NO,,,,,,,,,
1,0796-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0796-002,PANEL B,Panel B - 2 Visits,YES,T01,PAWPAW,TG01,.25,ACRE,0,,10,MOSTLY CLEAR/MOSTLY SUNNY
2,0796-002,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,TG01,.25,ACRE,0,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0797-001,PANEL A,Panel A - 2 Visits,YES,T01,CASSAVA,TG01,.1,ACRE,.1,,11,CLEAR/SUNNY
1,0798-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,.5,ACRE,.89999998,,12,CLEAR/SUNNY
1,0799-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,.5,ACRE,.49000001,,11,MOSTLY CLEAR/MOSTLY SUNNY
2,0799-001,PANEL A,Panel A - 2 Visits,YES,T02,ORANGE,RG01,.5,ACRE,.49000001,,11,MOSTLY CLEAR/MOSTLY SUNNY
3,0799-001,PANEL A,Panel A - 2 Visits,YES,T03,BANANA,RG01,.5,ACRE,.49000001,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,0800-001,PANEL B,Panel B - 2 Visits,YES,T01,PAWPAW,TG01,.0099999998,ACRE,0,,11,CLEAR/SUNNY
2,0800-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,RG01,2,ACRE,5,,10,CLEAR/SUNNY
1,0801-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG02,.75,ACRE,.54000002,,10,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,0802-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0802-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0803-001,PANEL A,Panel A - 2 Visits,YES,T01,BANANA,RG01,1,ACRE,1,,10,CLEAR/SUNNY
1,0804-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,.51999998,,11,CLEAR/SUNNY
2,0804-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,RG02,1,ACRE,1.12,,11,CLEAR/SUNNY
1,0804-002,PANEL B,Panel B - 2 Visits,,,,,,,,,,
1,0804-003,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,
1,0805-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0806-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0807-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0808-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0808-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0809-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG02,3,ACRE,4.6799998,,10,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,0810-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0810-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0811-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0812-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0813-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,2,ACRE,1,,9,CLEAR/SUNNY
1,0814-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0815-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0815-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0816-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0817-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0818-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0819-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0821-001,PANEL A,Panel A - 2 Visits,YES,T01,FRUITS,RG03,1.3,ACRE,1.8,,11,CLEAR/SUNNY
1,0822-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.25,ACRE,0,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,0822-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0822-008,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,
1,0823-001,PANEL A,Panel A - 2 Visits,YES,T01,H/MAIZE,RG01,1.5,ACRE,3.2,,12,MOSTLY CLEAR/MOSTLY SUNNY
1,0824-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0825-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,2.5,ACRE,3.2,,12,CLEAR/SUNNY
1,0825-002,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,2,ACRE,2,,10,CLEAR/SUNNY
1,0826-001,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,
1,0827-001,PANEL A,Panel A - 2 Visits,YES,T01,PAKHOMO,RG01,1.5,ACRE,1,,10,CLEAR/SUNNY
1,0828-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0829-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0830-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG03,1.1,ACRE,1.2,,12,PARTLY CLOUDY/PARTLY SUNNY
2,0830-001,PANEL B,Panel B - 2 Visits,YES,T02,GUAVA,TG02,.2,ACRE,.2,,10,PARTLY CLOUDY/PARTLY SUNNY
3,0830-001,PANEL B,Panel B - 2 Visits,YES,T03,BANANA,TG02,.2,ACRE,.2,,10,PARTLY CLOUDY/PARTLY SUNNY
4,0830-001,PANEL B,Panel B - 2 Visits,YES,T04,MASUKU,TG02,.2,ACRE,.2,,10,PARTLY CLOUDY/PARTLY SUNNY
1,0831-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0831-004,PANEL A,Panel A - 2 Visits,YES,T01,H/MAIZE,RG01,3,ACRE,1.4,,11,PARTLY CLOUDY/PARTLY SUNNY
1,0832-001,PANEL B,Panel B - 2 Visits,YES,T01,BANANA,TG01,.1,ACRE,.1,,11,PARTLY CLOUDY/PARTLY SUNNY
1,0833-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,2.5,ACRE,1.2,,10,PARTLY CLOUDY/PARTLY SUNNY
2,0833-001,PANEL A,Panel A - 2 Visits,YES,T02,MASUKU,TG02,,,,,,
3,0833-001,PANEL A,Panel A - 2 Visits,YES,T03,ORANGE,TG03,,,,,,
4,0833-001,PANEL A,Panel A - 2 Visits,YES,T04,GUAVA,RG03,1,ACRE,1,,10,PARTLY CLOUDY/PARTLY SUNNY
5,0833-001,PANEL A,Panel A - 2 Visits,YES,T05,BANANA,RG01,2.5,ACRE,1.2,,10,PARTLY CLOUDY/PARTLY SUNNY
1,0833-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0834-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.25,ACRE,0,,10,PARTLY CLOUDY/PARTLY SUNNY
2,0834-001,PANEL B,Panel B - 2 Visits,YES,T02,BANANA,TG01,.25,ACRE,.059999999,,10,PARTLY CLOUDY/PARTLY SUNNY
1,0834-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0834-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0835-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0835-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0836-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,1,ACRE,1.1,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,0837-001,PANEL A,Panel A - 2 Visits,YES,T01,GUAVA,TG01,2,ACRE,1.54,,11,CLEAR/SUNNY
1,0838-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.0099999998,ACRE,0,,10,CLEAR/SUNNY
1,0839-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0839-002,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,,,,TOO FAR,,
1,0840-001,PANEL B,Panel B - Combined Visit,YES,T01,CASSAVA,TG01,.5,ACRE,.17,,7,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
1,0841-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0842-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,.5,ACRE,.49000001,,10,MOSTLY CLEAR/MOSTLY SUNNY
2,0842-001,PANEL B,Panel B - 2 Visits,YES,T02,CASSAVA2,TG01,1.5,ACRE,1.42,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0843-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG02,.5,ACRE,.60000002,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0844-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG03,2,ACRE,2,,11,PARTLY CLOUDY/PARTLY SUNNY
2,0844-001,PANEL B,Panel B - 2 Visits,YES,T02,ORANGE,TG01,.2,ACRE,.2,,10,PARTLY CLOUDY/PARTLY SUNNY
1,0845-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0846-001,PANEL B,Panel B - 2 Visits,YES,T01,ORANGE,TG01,6,ACRE,5.0999999,,10,CLEAR/SUNNY
2,0846-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,TG01,6,ACRE,5.0999999,,10,CLEAR/SUNNY
3,0846-001,PANEL B,Panel B - 2 Visits,YES,T03,BANANA,TG01,6,ACRE,5.0999999,,10,CLEAR/SUNNY
1,0846-005,PANEL B,Panel B - Combined Visit,YES,T01,CASSAVA,TG01,.5,ACRE,.38,,10,MOSTLY CLEAR/MOSTLY SUNNY
2,0846-005,PANEL B,Panel B - Combined Visit,YES,T02,CASSAVA,TG02,.5,ACRE,.40000001,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0847-001,PANEL A,Panel A - 2 Visits,YES,T01,BANANA,RG01,1.5,ACRE,.75,,10,CLEAR/SUNNY
1,0848-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.25,ACRE,.039999999,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0849-001,PANEL A,Panel A - 2 Visits,YES,T01,MAIZE,RG01,1,ACRE,1.28,,6,CLEAR/SUNNY
1,0850-001,PANEL B,Panel B - 2 Visits,YES,T01,ORANGE,TG01,.25,ACRE,.050000001,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0851-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,,,,OTHER (SPECIFY),,
2,0851-001,PANEL A,Panel A - 2 Visits,YES,T02,PAWPAW,TG01,,,,OTHER (SPECIFY),,
1,0851-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0852-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.2,ACRE,.1,,9,PARTLY CLOUDY/PARTLY SUNNY
2,0852-001,PANEL B,Panel B - 2 Visits,YES,T02,GUAVA,TG01,.2,ACRE,.1,,9,PARTLY CLOUDY/PARTLY SUNNY
3,0852-001,PANEL B,Panel B - 2 Visits,YES,T03,ORANGE,TG01,.2,ACRE,.1,,9,PARTLY CLOUDY/PARTLY SUNNY
1,0853-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0854-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,7.8000002,ACRE,1,,12,CLEAR/SUNNY
2,0854-001,PANEL B,Panel B - 2 Visits,YES,T02,ORANGES,TG01,.0099999998,ACRE,.0099999998,,10,CLEAR/SUNNY
3,0854-001,PANEL B,Panel B - 2 Visits,YES,T03,LEMONS,TG02,0,ACRE,0,,10,CLEAR/SUNNY
4,0854-001,PANEL B,Panel B - 2 Visits,YES,T04,CASSAVA,TG03,1.9,ACRE,2.0799999,,10,CLEAR/SUNNY
1,0855-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0856-002,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,1.5,ACRE,1.38,,11,CLEAR/SUNNY
1,0857-001,PANEL A,Panel A - 2 Visits,YES,T01,TOBACCO,RG01,1.5,ACRE,1.91,,12,PARTLY CLOUDY/PARTLY SUNNY
2,0857-001,PANEL A,Panel A - 2 Visits,YES,T02,PAKHOMO,TG01,.2,ACRE,.1,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0857-002,PANEL A,Panel A - 2 Visits,YES,T01,GUAVA,TG01,1,ACRE,.89999998,,12,CLEAR/SUNNY
1,0858-001,PANEL B,Panel B - 2 Visits,YES,T01,PAWPAW,TG01,.25,ACRE,0,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,0859-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0861-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,1,ACRE,2.5,,11,MOSTLY CLEAR/MOSTLY SUNNY
2,0861-001,PANEL A,Panel A - 2 Visits,YES,T02,ORANGE,RG01,1,ACRE,2.5,,11,MOSTLY CLEAR/MOSTLY SUNNY
1,0861-003,PANEL A,Panel A - 2 Visits,YES,T01,PAW PAW,TG01,,,,,,
1,0862-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,2,ACRE,1.65,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0863-001,PANEL A,Panel A - 2 Visits,YES,T01,THOCHI,RG01,1.25,ACRE,1.58,,12,CLEAR/SUNNY
1,0863-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0864-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,1.5,ACRE,2.2,,12,CLEAR/SUNNY
1,0864-002,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,TG01,.0099999998,ACRE,0,,11,CLEAR/SUNNY
1,0865-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0866-001,PANEL B,Panel B - 2 Visits,YES,T01,FRUITS,RG02,.2,ACRE,.1,,11,CLEAR/SUNNY
1,0867-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0868-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,1.5,ACRE,1.59,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0868-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0869-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,,,,,,
1,0870-002,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG01,2,ACRE,.81999999,,10,CLEAR/SUNNY
2,0870-002,PANEL B,Panel B - 2 Visits,YES,T02,PAWPAW,RG02,.5,ACRE,.70999998,,10,CLEAR/SUNNY
1,0871-001,PANEL A,Panel A - 2 Visits,YES,T01,KUMANGO,RG01,2,ACRE,,,,
1,0872-001,PANEL B,Panel B - 2 Visits,YES,T01,MIPOZA,TG01,.1,ACRE,.1,,12,CLEAR/SUNNY
1,0873-001,PANEL A,Panel A - 2 Visits,YES,T01,PAWPAW,TG01,,,,OTHER (SPECIFY),,
1,0875-001,PANEL A,Panel A - 2 Visits,YES,T01,PAWPAW,TG01,,,,,,
1,0876-001,PANEL B,Panel B - 2 Visits,YES,T01,CASSAVA,TG01,.12,ACRE,.28,,11,MOSTLY CLEAR/MOSTLY SUNNY
2,0876-001,PANEL B,Panel B - 2 Visits,YES,T02,MANGO,RG01,2,ACRE,4.0500002,,11,CLEAR/SUNNY
1,0876-003,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,
1,0877-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0878-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0879-002,PANEL A,Panel A - 2 Visits,YES,T01,GUAVA,RG01,.5,ACRE,.60000002,,12,CLEAR/SUNNY
1,0880-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0881-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0882-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG04,2,ACRE,1.52,,11,CLEAR/SUNNY
2,0882-001,PANEL B,Panel B - 2 Visits,YES,T02,BANANA,RG02,1,ACRE,.64999998,,11,CLEAR/SUNNY
1,0883-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,,,,OTHER (SPECIFY),,
2,0883-001,PANEL A,Panel A - 2 Visits,YES,T02,ORANGE,TG01,,,,OTHER (SPECIFY),,
3,0883-001,PANEL A,Panel A - 2 Visits,YES,T03,GUAVA,TG01,,,,OTHER (SPECIFY),,
1,0884-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0885-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0885-002,PANEL A,Panel A - 2 Visits,YES,T01,PAWPAW,TG01,,,,,,
1,0886-001,PANEL B,Panel B - 2 Visits,YES,T01,MANGO,RG02,.5,ACRE,.5,,12,MOSTLY CLEAR/MOSTLY SUNNY
1,0887-001,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,,,,,,
1,0887-003,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,TG01,,,,,,
2,0887-003,PANEL A,Panel A - 2 Visits,YES,T02,GUAVA,TG02,,,,,,
1,0887-005,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,2,ACRE,1,,10,PARTLY CLOUDY/PARTLY SUNNY
1,0888-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0889-001,PANEL A,Panel A - 2 Visits,YES,T01,G/NUTS,RG01,1.5,ACRE,1.71,,12,CLEAR/SUNNY
1,0890-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0890-002,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,
1,0891-001,PANEL A,Panel A - 2 Visits,YES,T01,MISEZA,TG01,1,HECTARE,,,,
2,0891-001,PANEL A,Panel A - 2 Visits,YES,T02,MISEZA KHWAWA,TG01,1,HECTARE,,,,
1,0892-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,
1,0893-001,PANEL A,Panel A - 2 Visits,YES,T01,PAWPAW,RG01,,,,OTHER (SPECIFY),,
1,0894-001,PANEL B,Panel B - 2 Visits,YES,T01,GUAVA,RG03,1.5,ACRE,.81999999,,12,PARTLY CLOUDY/PARTLY SUNNY
2,0894-001,PANEL B,Panel B - 2 Visits,YES,T02,BANANA,RG03,1.5,ACRE,.81999999,,12,PARTLY CLOUDY/PARTLY SUNNY
3,0894-001,PANEL B,Panel B - 2 Visits,YES,T03,MANGO,RG03,1.5,ACRE,.81999999,,12,PARTLY CLOUDY/PARTLY SUNNY
4,0894-001,PANEL B,Panel B - 2 Visits,YES,T04,ORANGES,RG02,.5,ACRE,.1,,12,PARTLY CLOUDY/PARTLY SUNNY
5,0894-001,PANEL B,Panel B - 2 Visits,YES,T05,SUGAR CANE,DG01,.30000001,ACRE,.02,,12,PARTLY CLOUDY/PARTLY SUNNY
1,0895-002,PANEL A,Panel A - 2 Visits,YES,T01,MANGO,RG01,.5,ACRE,.5,,6,PARTLY CLOUDY/PARTLY SUNNY
2,0895-002,PANEL A,Panel A - 2 Visits,YES,T02,GUAVA,TG02,,,,,,
1,0896-001,PANEL B,Panel B - 2 Visits,YES,T01,NTHOCHI,RG03,.25,ACRE,.30000001,,12,PARTLY CLOUDY/PARTLY SUNNY
1,0897-001,PANEL A,Panel A - 2 Visits,YES,T01,FRUITS,RG01,2,ACRE,1.92,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,0897-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0897-004,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0897-005,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0897-007,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,
1,0898-001,PANEL B,Panel B - 2 Visits,YES,T01,DIMBA,DG01,.2,ACRE,.30000001,,10,CLEAR/SUNNY
