occ,y2_hhid,qx_type,interview_status,hh_i01,hh_i02,hh_i03
9,0721-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0721-003,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,1700
2,0721-003,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0721-003,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0721-003,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,0721-003,PANEL A,Panel A - 2 Visits,YES,MATCHES,20
6,0721-003,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0721-003,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BICYCLE TAXI,200
8,0721-003,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0721-003,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0721-004,PANEL A,Panel A - Combined Visit,YES,CHARCOAL,100
2,0721-004,PANEL A,Panel A - Combined Visit,NO,PARAFFIN OR KEROSENE,
3,0721-004,PANEL A,Panel A - Combined Visit,NO,CIGARETTES OR OTHER TOBACCO,
4,0721-004,PANEL A,Panel A - Combined Visit,NO,CANDLES,
5,0721-004,PANEL A,Panel A - Combined Visit,NO,MATCHES,
6,0721-004,PANEL A,Panel A - Combined Visit,YES,NEWSPAPERS OR MAGAZINES,280
7,0721-004,PANEL A,Panel A - Combined Visit,YES,PUBLIC TRANSPORT - BICYCLE TAXI,200
8,0721-004,PANEL A,Panel A - Combined Visit,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0721-004,PANEL A,Panel A - Combined Visit,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0722-001,PANEL B,Panel B - 2 Visits,YES,CHARCOAL,200
2,0722-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0722-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0722-001,PANEL B,Panel B - 2 Visits,YES,CANDLES,150
5,0722-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,50
6,0722-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0722-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0722-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0722-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0723-001,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,700
2,0723-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0723-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0723-001,PANEL A,Panel A - 2 Visits,YES,CANDLES,120
5,0723-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,30
6,0723-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0723-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0723-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0723-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0724-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,0724-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0724-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0724-001,PANEL B,Panel B - 2 Visits,YES,CANDLES,160
5,0724-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,20
6,0724-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0724-001,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BICYCLE TAXI,200
8,0724-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0724-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0725-001,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,150
2,0725-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0725-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0725-001,PANEL A,Panel A - 2 Visits,YES,CANDLES,200
5,0725-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,30
6,0725-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0725-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0725-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0725-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0725-003,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,300
2,0725-003,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0725-003,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0725-003,PANEL A,Panel A - 2 Visits,YES,CANDLES,180
5,0725-003,PANEL A,Panel A - 2 Visits,YES,MATCHES,40
6,0725-003,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0725-003,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0725-003,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0725-003,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0725-006,PANEL A,Panel A - Combined Visit,NO,CHARCOAL,
2,0725-006,PANEL A,Panel A - Combined Visit,NO,PARAFFIN OR KEROSENE,
3,0725-006,PANEL A,Panel A - Combined Visit,NO,CIGARETTES OR OTHER TOBACCO,
4,0725-006,PANEL A,Panel A - Combined Visit,NO,CANDLES,
5,0725-006,PANEL A,Panel A - Combined Visit,NO,MATCHES,
6,0725-006,PANEL A,Panel A - Combined Visit,NO,NEWSPAPERS OR MAGAZINES,
7,0725-006,PANEL A,Panel A - Combined Visit,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0725-006,PANEL A,Panel A - Combined Visit,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0725-006,PANEL A,Panel A - Combined Visit,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0726-001,PANEL B,Panel B - Combined Visit,NO,CHARCOAL,
2,0726-001,PANEL B,Panel B - Combined Visit,NO,PARAFFIN OR KEROSENE,
3,0726-001,PANEL B,Panel B - Combined Visit,NO,CIGARETTES OR OTHER TOBACCO,
4,0726-001,PANEL B,Panel B - Combined Visit,YES,CANDLES,100
5,0726-001,PANEL B,Panel B - Combined Visit,YES,MATCHES,25
6,0726-001,PANEL B,Panel B - Combined Visit,NO,NEWSPAPERS OR MAGAZINES,
7,0726-001,PANEL B,Panel B - Combined Visit,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0726-001,PANEL B,Panel B - Combined Visit,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0726-001,PANEL B,Panel B - Combined Visit,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0726-002,PANEL B,Panel B - Combined Visit,YES,CHARCOAL,300
2,0726-002,PANEL B,Panel B - Combined Visit,NO,PARAFFIN OR KEROSENE,
3,0726-002,PANEL B,Panel B - Combined Visit,NO,CIGARETTES OR OTHER TOBACCO,
4,0726-002,PANEL B,Panel B - Combined Visit,NO,CANDLES,
5,0726-002,PANEL B,Panel B - Combined Visit,YES,MATCHES,60
6,0726-002,PANEL B,Panel B - Combined Visit,NO,NEWSPAPERS OR MAGAZINES,
7,0726-002,PANEL B,Panel B - Combined Visit,YES,PUBLIC TRANSPORT - BICYCLE TAXI,600
8,0726-002,PANEL B,Panel B - Combined Visit,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0726-002,PANEL B,Panel B - Combined Visit,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0727-001,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,600
2,0727-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0727-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0727-001,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,0727-001,PANEL A,Panel A - 2 Visits,NO,MATCHES,
6,0727-001,PANEL A,Panel A - 2 Visits,YES,NEWSPAPERS OR MAGAZINES,280
7,0727-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0727-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0727-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0727-005,PANEL A,Panel A - Combined Visit,NO,CHARCOAL,
2,0727-005,PANEL A,Panel A - Combined Visit,NO,PARAFFIN OR KEROSENE,
3,0727-005,PANEL A,Panel A - Combined Visit,NO,CIGARETTES OR OTHER TOBACCO,
4,0727-005,PANEL A,Panel A - Combined Visit,YES,CANDLES,400
5,0727-005,PANEL A,Panel A - Combined Visit,YES,MATCHES,80
6,0727-005,PANEL A,Panel A - Combined Visit,NO,NEWSPAPERS OR MAGAZINES,
7,0727-005,PANEL A,Panel A - Combined Visit,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0727-005,PANEL A,Panel A - Combined Visit,YES,PUBLIC TRANSPORT - BUS / MINIBUS,500
9,0727-005,PANEL A,Panel A - Combined Visit,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0728-004,PANEL B,Panel B - Combined Visit,NO,CHARCOAL,
2,0728-004,PANEL B,Panel B - Combined Visit,NO,PARAFFIN OR KEROSENE,
3,0728-004,PANEL B,Panel B - Combined Visit,NO,CIGARETTES OR OTHER TOBACCO,
4,0728-004,PANEL B,Panel B - Combined Visit,NO,CANDLES,
5,0728-004,PANEL B,Panel B - Combined Visit,NO,MATCHES,
6,0728-004,PANEL B,Panel B - Combined Visit,NO,NEWSPAPERS OR MAGAZINES,
7,0728-004,PANEL B,Panel B - Combined Visit,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0728-004,PANEL B,Panel B - Combined Visit,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0728-004,PANEL B,Panel B - Combined Visit,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0729-001,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,400
2,0729-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0729-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0729-001,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,0729-001,PANEL A,Panel A - 2 Visits,NO,MATCHES,
6,0729-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0729-001,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BICYCLE TAXI,300
8,0729-001,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,2000
9,0729-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0729-003,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,600
2,0729-003,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0729-003,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0729-003,PANEL A,Panel A - 2 Visits,YES,CANDLES,60
5,0729-003,PANEL A,Panel A - 2 Visits,YES,MATCHES,20
6,0729-003,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0729-003,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BICYCLE TAXI,600
8,0729-003,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,4200
9,0729-003,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0729-007,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,400
2,0729-007,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0729-007,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0729-007,PANEL A,Panel A - 2 Visits,YES,CANDLES,300
5,0729-007,PANEL A,Panel A - 2 Visits,YES,MATCHES,20
6,0729-007,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0729-007,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BICYCLE TAXI,900
8,0729-007,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,200
9,0729-007,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0731-001,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,150
2,0731-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0731-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0731-001,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,0731-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,30
6,0731-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0731-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0731-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0731-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0732-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,0732-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0732-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0732-001,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,0732-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,20
6,0732-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0732-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0732-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0732-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0733-001,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,200
2,0733-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0733-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0733-001,PANEL A,Panel A - 2 Visits,YES,CANDLES,60
5,0733-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,15
6,0733-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0733-001,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BICYCLE TAXI,300
8,0733-001,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,2000
9,0733-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0734-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,0734-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0734-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0734-001,PANEL B,Panel B - 2 Visits,YES,CANDLES,400
5,0734-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,20
6,0734-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0734-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0734-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0734-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0735-002,PANEL A,Panel A - Combined Visit,YES,CHARCOAL,600
2,0735-002,PANEL A,Panel A - Combined Visit,NO,PARAFFIN OR KEROSENE,
3,0735-002,PANEL A,Panel A - Combined Visit,NO,CIGARETTES OR OTHER TOBACCO,
4,0735-002,PANEL A,Panel A - Combined Visit,YES,CANDLES,120
5,0735-002,PANEL A,Panel A - Combined Visit,YES,MATCHES,20
6,0735-002,PANEL A,Panel A - Combined Visit,YES,NEWSPAPERS OR MAGAZINES,280
7,0735-002,PANEL A,Panel A - Combined Visit,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0735-002,PANEL A,Panel A - Combined Visit,YES,PUBLIC TRANSPORT - BUS / MINIBUS,3000
9,0735-002,PANEL A,Panel A - Combined Visit,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0736-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,0736-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0736-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0736-001,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,0736-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,40
6,0736-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0736-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0736-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0736-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0737-001,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,50
2,0737-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0737-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0737-001,PANEL A,Panel A - 2 Visits,YES,CANDLES,350
5,0737-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,20
6,0737-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0737-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0737-001,PANEL A,Panel A - 2 Visits,YES,PUBLIC TRANSPORT - BUS / MINIBUS,2500
9,0737-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0737-008,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,0737-008,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0737-008,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0737-008,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,0737-008,PANEL A,Panel A - 2 Visits,NO,MATCHES,
6,0737-008,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0737-008,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0737-008,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0737-008,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0738-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,0738-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0738-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0738-001,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,0738-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,20
6,0738-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0738-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0738-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0738-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0740-001,PANEL B,Panel B - 2 Visits,YES,CHARCOAL,100
2,0740-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0740-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0740-001,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,0740-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,20
6,0740-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0740-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0740-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0740-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0742-001,PANEL B,Panel B - 2 Visits,YES,CHARCOAL,1700
2,0742-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0742-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0742-001,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,0742-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,60
6,0742-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0742-001,PANEL B,Panel B - 2 Visits,YES,PUBLIC TRANSPORT - BICYCLE TAXI,1800
8,0742-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0742-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0743-001,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,0743-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0743-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0743-001,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,0743-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,20
6,0743-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0743-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0743-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0743-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0744-001,PANEL B,Panel B - 2 Visits,NO,CHARCOAL,
2,0744-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0744-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0744-001,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,0744-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,20
6,0744-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0744-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0744-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0744-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0745-001,PANEL A,Panel A - 2 Visits,YES,CHARCOAL,200
2,0745-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0745-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0745-001,PANEL A,Panel A - 2 Visits,YES,CANDLES,100
5,0745-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,40
6,0745-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0745-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0745-001,PANEL A,Panel A - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0745-001,PANEL A,Panel A - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0746-001,PANEL B,Panel B - 2 Visits,YES,CHARCOAL,100
2,0746-001,PANEL B,Panel B - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0746-001,PANEL B,Panel B - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0746-001,PANEL B,Panel B - 2 Visits,NO,CANDLES,
5,0746-001,PANEL B,Panel B - 2 Visits,YES,MATCHES,20
6,0746-001,PANEL B,Panel B - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
7,0746-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0746-001,PANEL B,Panel B - 2 Visits,NO,PUBLIC TRANSPORT - BUS / MINIBUS,
9,0746-001,PANEL B,Panel B - 2 Visits,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0746-006,PANEL B,Panel B - Combined Visit,YES,CHARCOAL,1700
2,0746-006,PANEL B,Panel B - Combined Visit,NO,PARAFFIN OR KEROSENE,
3,0746-006,PANEL B,Panel B - Combined Visit,NO,CIGARETTES OR OTHER TOBACCO,
4,0746-006,PANEL B,Panel B - Combined Visit,YES,CANDLES,360
5,0746-006,PANEL B,Panel B - Combined Visit,YES,MATCHES,40
6,0746-006,PANEL B,Panel B - Combined Visit,NO,NEWSPAPERS OR MAGAZINES,
7,0746-006,PANEL B,Panel B - Combined Visit,NO,PUBLIC TRANSPORT - BICYCLE TAXI,
8,0746-006,PANEL B,Panel B - Combined Visit,YES,PUBLIC TRANSPORT - BUS / MINIBUS,2600
9,0746-006,PANEL B,Panel B - Combined Visit,NO,"PUBLIC TRANSPORT - OTHER (TRUCK, OXCART, ETC..)",
1,0747-001,PANEL A,Panel A - 2 Visits,NO,CHARCOAL,
2,0747-001,PANEL A,Panel A - 2 Visits,NO,PARAFFIN OR KEROSENE,
3,0747-001,PANEL A,Panel A - 2 Visits,NO,CIGARETTES OR OTHER TOBACCO,
4,0747-001,PANEL A,Panel A - 2 Visits,NO,CANDLES,
5,0747-001,PANEL A,Panel A - 2 Visits,YES,MATCHES,20
6,0747-001,PANEL A,Panel A - 2 Visits,NO,NEWSPAPERS OR MAGAZINES,
