occ,y2_hhid,qx_type,interview_status,ag_t0a,ag_t01,ag_t02
2,0770-004,PANEL B,Panel B - Combined Visit,PEST CONTROL,NO,
3,0770-004,PANEL B,Panel B - Combined Visit,FERTILIZER USE,NO,
4,0770-004,PANEL B,Panel B - Combined Visit,PIT PLANTING,NO,
5,0770-004,PANEL B,Panel B - Combined Visit,IRRIGATION,NO,
6,0770-004,PANEL B,Panel B - Combined Visit,COMPOSTING,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
7,0770-004,PANEL B,Panel B - Combined Visit,MARKETING/CROP SALES,NO,
8,0770-004,PANEL B,Panel B - Combined Visit,GROWING/SELLING TOBACCO,NO,
9,0770-004,PANEL B,Panel B - Combined Visit,ACCESS TO CREDIT,NO,
10,0770-004,PANEL B,Panel B - Combined Visit,FORESTRY,NO,
11,0770-004,PANEL B,Panel B - Combined Visit,GENERAL ANIMAL CARE,NO,
12,0770-004,PANEL B,Panel B - Combined Visit,ANIMAL DISEASES / VACCINATION,NO,
13,0770-004,PANEL B,Panel B - Combined Visit,FISHERY PRODUCTION,NO,
14,0770-004,PANEL B,Panel B - Combined Visit,OTHER (SPECIFY),NO,
1,0771-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
2,0771-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
3,0771-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
4,0771-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
5,0771-001,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
6,0771-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
7,0771-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
8,0771-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
9,0771-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
10,0771-001,PANEL A,Panel A - 2 Visits,FORESTRY,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
11,0771-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
12,0771-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
13,0771-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
14,0771-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,0772-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
2,0772-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,0772-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,0772-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,0772-001,PANEL B,Panel B - 2 Visits,IRRIGATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
6,0772-001,PANEL B,Panel B - 2 Visits,COMPOSTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
7,0772-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,YES,NGO
8,0772-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,YES,NGO
9,0772-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,YES,NGO
10,0772-001,PANEL B,Panel B - 2 Visits,FORESTRY,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
11,0772-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
12,0772-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
13,0772-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
14,0772-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,0773-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
2,0773-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
3,0773-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
4,0773-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
5,0773-001,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
6,0773-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
7,0773-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
8,0773-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
9,0773-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
10,0773-001,PANEL A,Panel A - 2 Visits,FORESTRY,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
11,0773-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
12,0773-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
13,0773-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
14,0773-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,0774-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
2,0774-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,YES,GOV. AGRICULTURAL EXTENSION SERVICE
3,0774-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
4,0774-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
5,0774-001,PANEL B,Panel B - 2 Visits,IRRIGATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
6,0774-001,PANEL B,Panel B - 2 Visits,COMPOSTING,YES,NGO
7,0774-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,YES,NGO
8,0774-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,YES,FARMER FIELD DAYS/FIELD SCHOOL
9,0774-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,YES,GOV. AGRICULTURAL EXTENSION SERVICE
10,0774-001,PANEL B,Panel B - 2 Visits,FORESTRY,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
11,0774-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
12,0774-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
13,0774-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
14,0774-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,0774-008,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
2,0774-008,PANEL B,Panel B - 2 Visits,PEST CONTROL,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
3,0774-008,PANEL B,Panel B - 2 Visits,FERTILIZER USE,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
4,0774-008,PANEL B,Panel B - 2 Visits,PIT PLANTING,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
5,0774-008,PANEL B,Panel B - 2 Visits,IRRIGATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
6,0774-008,PANEL B,Panel B - 2 Visits,COMPOSTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
7,0774-008,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
8,0774-008,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
9,0774-008,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
10,0774-008,PANEL B,Panel B - 2 Visits,FORESTRY,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
11,0774-008,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
12,0774-008,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
13,0774-008,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
14,0774-008,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,0775-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,0775-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,0775-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,NO,
4,0775-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,0775-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,0775-001,PANEL A,Panel A - 2 Visits,COMPOSTING,NO,
7,0775-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,0775-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0775-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,0775-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,0775-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0775-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0775-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,0775-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,0776-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,0776-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,0776-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
4,0776-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,0776-001,PANEL B,Panel B - 2 Visits,IRRIGATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
6,0776-001,PANEL B,Panel B - 2 Visits,COMPOSTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
7,0776-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
8,0776-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
9,0776-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
10,0776-001,PANEL B,Panel B - 2 Visits,FORESTRY,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
11,0776-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0776-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0776-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,0776-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,0777-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,0777-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,0777-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,PRIVATE AGRICULTURAL EXTENSION SERVICE
4,0777-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,0777-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,0777-001,PANEL A,Panel A - 2 Visits,COMPOSTING,NO,
7,0777-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,0777-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,YES,PRIVATE AGRICULTURAL EXTENSION SERVICE
9,0777-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,YES,PRIVATE AGRICULTURAL EXTENSION SERVICE
10,0777-001,PANEL A,Panel A - 2 Visits,FORESTRY,YES,PRIVATE AGRICULTURAL EXTENSION SERVICE
11,0777-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0777-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0777-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,0777-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,0778-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
2,0778-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
3,0778-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
4,0778-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
5,0778-001,PANEL B,Panel B - 2 Visits,IRRIGATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
6,0778-001,PANEL B,Panel B - 2 Visits,COMPOSTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
7,0778-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
8,0778-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,YES,GOV. AGRICULTURAL EXTENSION SERVICE
9,0778-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,YES,GOV. AGRICULTURAL EXTENSION SERVICE
10,0778-001,PANEL B,Panel B - 2 Visits,FORESTRY,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
11,0778-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
12,0778-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
13,0778-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
14,0778-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,0779-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,0779-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,0779-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,PRIVATE AGRICULTURAL EXTENSION SERVICE
4,0779-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,0779-001,PANEL A,Panel A - 2 Visits,IRRIGATION,NO,
6,0779-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
7,0779-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,0779-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0779-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,0779-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,0779-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0779-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0779-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,0779-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,0780-001,PANEL B,Panel B - Combined Visit,NEW SEED VARIETIES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
2,0780-001,PANEL B,Panel B - Combined Visit,PEST CONTROL,YES,GOV. AGRICULTURAL EXTENSION SERVICE
3,0780-001,PANEL B,Panel B - Combined Visit,FERTILIZER USE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
4,0780-001,PANEL B,Panel B - Combined Visit,PIT PLANTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
5,0780-001,PANEL B,Panel B - Combined Visit,IRRIGATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
6,0780-001,PANEL B,Panel B - Combined Visit,COMPOSTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
7,0780-001,PANEL B,Panel B - Combined Visit,MARKETING/CROP SALES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
8,0780-001,PANEL B,Panel B - Combined Visit,GROWING/SELLING TOBACCO,YES,GOV. AGRICULTURAL EXTENSION SERVICE
9,0780-001,PANEL B,Panel B - Combined Visit,ACCESS TO CREDIT,YES,GOV. AGRICULTURAL EXTENSION SERVICE
10,0780-001,PANEL B,Panel B - Combined Visit,FORESTRY,YES,GOV. AGRICULTURAL EXTENSION SERVICE
11,0780-001,PANEL B,Panel B - Combined Visit,GENERAL ANIMAL CARE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
12,0780-001,PANEL B,Panel B - Combined Visit,ANIMAL DISEASES / VACCINATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
13,0780-001,PANEL B,Panel B - Combined Visit,FISHERY PRODUCTION,NO,
14,0780-001,PANEL B,Panel B - Combined Visit,OTHER (SPECIFY),NO,
1,0780-002,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,0780-002,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,0780-002,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,0780-002,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,0780-002,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,0780-002,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,0780-002,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,0780-002,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0780-002,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,0780-002,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,0780-002,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0780-002,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0780-002,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,0780-002,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,0781-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
2,0781-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
3,0781-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
4,0781-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
5,0781-001,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
6,0781-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
7,0781-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
8,0781-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
9,0781-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
10,0781-001,PANEL A,Panel A - 2 Visits,FORESTRY,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
11,0781-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
12,0781-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
13,0781-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
14,0781-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,0782-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
2,0782-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,0782-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,0782-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
5,0782-001,PANEL B,Panel B - 2 Visits,IRRIGATION,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
6,0782-001,PANEL B,Panel B - 2 Visits,COMPOSTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
7,0782-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
8,0782-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0782-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,0782-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,0782-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0782-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0782-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,0782-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,0783-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,NO,
2,0783-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,NO,
3,0783-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
4,0783-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,NO,
5,0783-001,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,OTHER FARMER (NEIGHBOR/RELATIVE)
6,0783-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
7,0783-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,NO,
8,0783-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,YES,PRIVATE AGRICULTURAL EXTENSION SERVICE
9,0783-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,NO,
10,0783-001,PANEL A,Panel A - 2 Visits,FORESTRY,NO,
11,0783-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0783-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0783-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,NO,
14,0783-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,0784-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,NO,
2,0784-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,NO,
3,0784-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,NO,
4,0784-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,NO,
5,0784-001,PANEL B,Panel B - 2 Visits,IRRIGATION,NO,
6,0784-001,PANEL B,Panel B - 2 Visits,COMPOSTING,NO,
7,0784-001,PANEL B,Panel B - 2 Visits,MARKETING/CROP SALES,NO,
8,0784-001,PANEL B,Panel B - 2 Visits,GROWING/SELLING TOBACCO,NO,
9,0784-001,PANEL B,Panel B - 2 Visits,ACCESS TO CREDIT,NO,
10,0784-001,PANEL B,Panel B - 2 Visits,FORESTRY,NO,
11,0784-001,PANEL B,Panel B - 2 Visits,GENERAL ANIMAL CARE,NO,
12,0784-001,PANEL B,Panel B - 2 Visits,ANIMAL DISEASES / VACCINATION,NO,
13,0784-001,PANEL B,Panel B - 2 Visits,FISHERY PRODUCTION,NO,
14,0784-001,PANEL B,Panel B - 2 Visits,OTHER (SPECIFY),NO,
1,0785-001,PANEL A,Panel A - 2 Visits,NEW SEED VARIETIES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
2,0785-001,PANEL A,Panel A - 2 Visits,PEST CONTROL,YES,GOV. AGRICULTURAL EXTENSION SERVICE
3,0785-001,PANEL A,Panel A - 2 Visits,FERTILIZER USE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
4,0785-001,PANEL A,Panel A - 2 Visits,PIT PLANTING,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
5,0785-001,PANEL A,Panel A - 2 Visits,IRRIGATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
6,0785-001,PANEL A,Panel A - 2 Visits,COMPOSTING,YES,GOV. AGRICULTURAL EXTENSION SERVICE
7,0785-001,PANEL A,Panel A - 2 Visits,MARKETING/CROP SALES,YES,GOV. AGRICULTURAL EXTENSION SERVICE
8,0785-001,PANEL A,Panel A - 2 Visits,GROWING/SELLING TOBACCO,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
9,0785-001,PANEL A,Panel A - 2 Visits,ACCESS TO CREDIT,YES,GOV. AGRICULTURAL EXTENSION SERVICE
10,0785-001,PANEL A,Panel A - 2 Visits,FORESTRY,YES,GOV. AGRICULTURAL EXTENSION SERVICE
11,0785-001,PANEL A,Panel A - 2 Visits,GENERAL ANIMAL CARE,YES,GOV. AGRICULTURAL EXTENSION SERVICE
12,0785-001,PANEL A,Panel A - 2 Visits,ANIMAL DISEASES / VACCINATION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
13,0785-001,PANEL A,Panel A - 2 Visits,FISHERY PRODUCTION,YES,GOV. AGRICULTURAL EXTENSION SERVICE
14,0785-001,PANEL A,Panel A - 2 Visits,OTHER (SPECIFY),NO,
1,0786-001,PANEL B,Panel B - 2 Visits,NEW SEED VARIETIES,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
2,0786-001,PANEL B,Panel B - 2 Visits,PEST CONTROL,YES,"ELECTRONIC MEDIA (TV, RADIO, ETC…)"
3,0786-001,PANEL B,Panel B - 2 Visits,FERTILIZER USE,YES,NGO
4,0786-001,PANEL B,Panel B - 2 Visits,PIT PLANTING,YES,NGO
