occ,y2_hhid,qx_type,interview_status,ag_j00,ag_j03,ag_j04_2,ag_j05a,ag_j05b,ag_j05c,ag_j06e,ag_j07,ag_j08
1,1091-001,PANEL A,Panel A - 2 Visits,D01,RICE,DG01,2,ACRE,.5,,11,CLEAR/SUNNY
2,1091-001,PANEL A,Panel A - 2 Visits,D02,BEANS,DG02,1.5,ACRE,.67000002,,11,CLEAR/SUNNY
1,1092-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1093-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1094-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1094-004,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,1095-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1096-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1096-003,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,1097-001,PANEL A,Panel A - 2 Visits,D01,FALLOW,DG01,.25,ACRE,.40000001,,12,CLEAR/SUNNY
1,1098-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1101-001,PANEL A,Panel A - 2 Visits,D01,KUDIMBA,DG01,.5,ACRE,.1,,12,CLEAR/SUNNY
1,1101-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1102-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1102-005,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,1103-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1104-001,PANEL B,Panel B - Combined Visit,D01,H MAIZE,DG01,.2,ACRE,.1,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,1105-001,PANEL A,Panel A - 2 Visits,D01,RECYCLED MAIZE,RG03,.69999999,ACRE,.69999999,,12,CLEAR/SUNNY
1,1106-001,PANEL B,Panel B - 2 Visits,D01,KUDAMBO,DG01,.5,ACRE,,TOO FAR,,
1,1106-008,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1107-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1107-002,PANEL A,Panel A - Combined Visit,D01,KWA KAYALO,RG01,.5,ACRE,,HOUSEHOLD REFUSED,,
1,1108-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1109-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1109-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1110-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1111-001,PANEL A,Panel A - 2 Visits,D01,HYBRID MAIZE,DG01,.5,ACRE,.40000001,,11,CLEAR/SUNNY
2,1111-001,PANEL A,Panel A - 2 Visits,D02,TOMATO,DG02,.5,ACRE,.37,,11,CLEAR/SUNNY
1,1112-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1113-001,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1113-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1114-001,PANEL B,Panel B - 2 Visits,D01,DIMBA,DG01,.0099999998,ACRE,.039999999,,9,PARTLY CLOUDY/PARTLY SUNNY
1,1115-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1115-004,PANEL A,Panel A - 2 Visits,D01,HYBRID MAIZE,RG01,.5,ACRE,.2,,12,CLEAR/SUNNY
1,1116-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1117-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1118-002,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,1119-001,PANEL A,Panel A - 2 Visits,D01,RECYCLED MAIZE,RG01,1,ACRE,1.1,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,1121-001,PANEL A,Panel A - 2 Visits,D01,FALLOW,DG01,.5,ACRE,.30000001,,12,CLEAR/SUNNY
2,1121-001,PANEL A,Panel A - 2 Visits,D02,FALLOW,DG02,.25,ACRE,.2,,12,CLEAR/SUNNY
1,1122-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1122-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1123-001,PANEL A,Panel A - 2 Visits,D01,FALLOW,DG01,.5,ACRE,.1,,12,CLEAR/SUNNY
1,1123-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1123-004,PANEL A,Panel A - 2 Visits,D01,BEANS,DG01,2,ACRE,1.6,,12,CLEAR/SUNNY
1,1124-001,PANEL B,Panel B - 2 Visits,D01,HYBRID MAIZE,DG01,.0099999998,ACRE,.0099999998,,12,CLEAR/SUNNY
1,1125-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1126-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1127-001,PANEL A,Panel A - 2 Visits,D01,HYBRID M,DG01,.30000001,ACRE,.13,,10,CLEAR/SUNNY
1,1127-008,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1129-001,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1130-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1131-001,PANEL A,Panel A - 2 Visits,D01,FALLOW,DG01,.5,ACRE,.30000001,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,1132-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1133-001,PANEL A,Panel A - 2 Visits,D01,KUDAMBO,DG01,.5,ACRE,.1,,11,CLEAR/SUNNY
1,1134-001,PANEL B,Panel B - 2 Visits,D01,FALLOW,DG01,.5,ACRE,1,,12,CLEAR/SUNNY
1,1135-001,PANEL A,Panel A - 2 Visits,D01,BEANS,DG01,.25,ACRE,.029999999,,9,MOSTLY CLEAR/MOSTLY SUNNY
2,1135-001,PANEL A,Panel A - 2 Visits,D02,MPIRU,DG01,.25,ACRE,.11,,9,MOSTLY CLEAR/MOSTLY SUNNY
3,1135-001,PANEL A,Panel A - 2 Visits,D03,NKHWANI,DG01,.1,ACRE,.0099999998,,9,MOSTLY CLEAR/MOSTLY SUNNY
1,1136-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1137-001,PANEL A,Panel A - 2 Visits,D01,KUDAMBO,DG01,.5,ACRE,.1,,12,CLEAR/SUNNY
1,1138-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1140-001,PANEL B,Panel B - 2 Visits,D01,CHIYIPILA KAKOMA,DG01,.5,ACRE,.36000001,,12,CLEAR/SUNNY
1,1143-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1144-001,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,1145-001,PANEL A,Panel A - 2 Visits,D01,BEANS,DG01,.5,ACRE,.34,,12,CLEAR/SUNNY
1,1145-002,PANEL A,Panel A - 2 Visits,D01,KUDAMBO,DG01,.30000001,ACRE,.1,,11,CLEAR/SUNNY
1,1146-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1147-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1147-002,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1148-001,PANEL B,Panel B - 2 Visits,D01,FALLOW,DG01,.5,ACRE,.30000001,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,1150-001,PANEL B,Panel B - 2 Visits,D01,VEGATABLES,RG01,1,ACRE,.80000001,,11,CLEAR/SUNNY
1,1151-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1152-001,PANEL B,Panel B - 2 Visits,D01,BEANS,DG01,.25,ACRE,.14,,11,PARTLY CLOUDY/PARTLY SUNNY
2,1152-001,PANEL B,Panel B - 2 Visits,D02,BEANS,DG02,.5,ACRE,.30000001,,11,PARTLY CLOUDY/PARTLY SUNNY
1,1153-002,PANEL A,Panel A - 2 Visits,D01,FALLOW,DG01,.5,ACRE,.2,,10,CLEAR/SUNNY
1,1154-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1155-001,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1156-001,PANEL B,Panel B - 2 Visits,D01,BEANS,DG01,.5,ACRE,.1,,12,CLEAR/SUNNY
1,1156-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1158-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1159-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1160-002,PANEL B,Panel B - 2 Visits,D01,BEANS,DG01,.2,ACRE,.1,,11,PARTLY CLOUDY/PARTLY SUNNY
1,1160-003,PANEL B,Panel B - 2 Visits,D01,FALLOW,DG01,.5,ACRE,.1,,10,PARTLY CLOUDY/PARTLY SUNNY
1,1161-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1161-011,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1162-002,PANEL B,Panel B - 2 Visits,D01,KUHUNA,DG01,.5,ACRE,.1,,12,CLEAR/SUNNY
1,1164-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1164-010,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1165-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1166-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1167-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1168-001,PANEL B,Panel B - 2 Visits,D01,TOMATO,DG01,.5,ACRE,.2,,10,PARTLY CLOUDY/PARTLY SUNNY
1,1169-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1169-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1170-001,PANEL B,Panel B - 2 Visits,D01,BEANS,DG01,.30000001,ACRE,.2,,11,CLEAR/SUNNY
1,1171-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1172-001,PANEL B,Panel B - 2 Visits,D01,HYBRID MAIZE,DG01,.5,ACRE,.059999999,,11,CLEAR/SUNNY
1,1174-001,PANEL B,Panel B - 2 Visits,D01,BEANS,DG01,1,ACRE,.13,,11,CLEAR/SUNNY
1,1175-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1175-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1175-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1176-001,PANEL B,Panel B - 2 Visits,D01,HYBRID MAIZE,DG01,.5,ACRE,.23999999,,11,CLEAR/SUNNY
1,1176-003,PANEL B,Panel B - Combined Visit,D01,KUDAMBO,DG01,.5,ACRE,.0099999998,,11,CLEAR/SUNNY
1,1178-001,PANEL B,Panel B - 2 Visits,D01,BEANS,DG01,.1,ACRE,.1,,12,CLEAR/SUNNY
1,1181-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1181-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1182-001,PANEL B,Panel B - 2 Visits,D01,MAIZE,DG01,.2,ACRE,.1,,12,CLEAR/SUNNY
2,1182-001,PANEL B,Panel B - 2 Visits,D02,MPIRU,DG01,.30000001,ACRE,0,,12,CLEAR/SUNNY
1,1184-001,PANEL B,Panel B - 2 Visits,D01,HYBRID MAIZE,DG01,.5,ACRE,.5,,11,CLEAR/SUNNY
1,1184-004,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1185-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1186-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1187-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1188-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1189-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1189-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1190-001,PANEL B,Panel B - 2 Visits,D01,HYBRID MAIZE,DG01,.5,ACRE,.1,,12,CLEAR/SUNNY
1,1190-005,PANEL B,Panel B - 2 Visits,D01,RECYCLED H MAIZE,DG01,.25,ACRE,,OTHER (SPECIFY),,
1,1191-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1192-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1194-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1196-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1197-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1198-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1198-002,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1198-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1199-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1200-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1201-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1202-001,PANEL B,Panel B - 2 Visits,D01,H MAIZE,DG01,.1,ACRE,.1,,12,CLEAR/SUNNY
1,1203-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1204-001,PANEL B,Panel B - 2 Visits,D01,LOCAL MAIZE,RG01,2,ACRE,1.4,,12,CLEAR/SUNNY
1,1205-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1206-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1207-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1209-001,PANEL A,Panel A - 2 Visits,D01,TOMATO,DG01,.1,ACRE,.1,,12,MOSTLY CLEAR/MOSTLY SUNNY
1,1209-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1210-001,PANEL B,Panel B - 2 Visits,D01,FALLOW,DG01,.5,ACRE,.5,,10,CLEAR/SUNNY
1,1210-003,PANEL B,Panel B - Combined Visit,D01,KUMUSI,DG01,1,ACRE,.1,,12,CLEAR/SUNNY
1,1210-004,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,1210-005,PANEL B,Panel B - Combined Visit,,,,,,,,,
1,1211-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1212-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1213-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1213-003,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1214-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1215-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1217-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1217-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1218-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1218-003,PANEL B,Panel B - 2 Visits,D01,MPIRU,DG01,.1,ACRE,.1,,12,CLEAR/SUNNY
2,1218-003,PANEL B,Panel B - 2 Visits,D02,NKHWANI,DG01,.050000001,ACRE,.1,,12,CLEAR/SUNNY
3,1218-003,PANEL B,Panel B - 2 Visits,D03,TOMATO,DG01,.050000001,ACRE,0,,12,CLEAR/SUNNY
1,1219-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1220-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1221-001,PANEL A,Panel A - 2 Visits,D01,PEAS,DG01,.25,ACRE,.2,,11,PARTLY CLOUDY/PARTLY SUNNY
1,1221-004,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1222-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1222-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1223-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1224-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1227-001,PANEL A,Panel A - 2 Visits,D01,VEGETABLES,DG01,.5,ACRE,.0099999998,,12,CLEAR/SUNNY
1,1227-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1228-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1229-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1230-001,PANEL B,Panel B - 2 Visits,D01,KUDAMBO,RG06,.25,ACRE,.2,,12,CLEAR/SUNNY
1,1230-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1231-003,PANEL A,Panel A - 2 Visits,D01,HYBRID MAIZE,DG01,1.5,ACRE,,OTHER (SPECIFY),,
1,1233-001,PANEL A,Panel A - 2 Visits,D01,H MAIZE,DG01,.25,ACRE,.2,,11,PARTLY CLOUDY/PARTLY SUNNY
2,1233-001,PANEL A,Panel A - 2 Visits,D02,TOMATO,DG02,.1,ACRE,.0099999998,,11,PARTLY CLOUDY/PARTLY SUNNY
1,1234-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1235-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1236-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1237-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1238-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1239-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1239-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1240-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1241-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1242-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1243-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1244-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1245-002,PANEL A,Panel A - 2 Visits,D01,LOCAL MAIZE,RG01,1,ACRE,.13,,12,CLEAR/SUNNY
1,1245-005,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1246-001,PANEL B,Panel B - 2 Visits,D01,KU DIAMPHWI,DG01,.40000001,ACRE,.2,,12,CLEAR/SUNNY
1,1247-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1248-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1249-001,PANEL A,Panel A - Combined Visit,,,,,,,,,
1,1249-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1250-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1251-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1252-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1253-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1253-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1254-001,PANEL B,Panel B - 2 Visits,D01,MPIRU,DG01,.1,ACRE,0,,12,CLEAR/SUNNY
2,1254-001,PANEL B,Panel B - 2 Visits,D02,NKHWANI,DG01,.1,ACRE,0,,12,CLEAR/SUNNY
3,1254-001,PANEL B,Panel B - 2 Visits,D03,RECYCLED MAIZE,DG01,.1,ACRE,.1,,12,CLEAR/SUNNY
1,1255-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1256-001,PANEL B,Panel B - 2 Visits,D01,IRISH,DG01,.25,ACRE,.1,,12,CLEAR/SUNNY
1,1256-003,PANEL B,Panel B - 2 Visits,D01,BEANS,RG01,.54000002,ACRE,.54000002,,12,CLEAR/SUNNY
1,1256-004,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1257-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1258-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1260-002,PANEL B,Panel B - 2 Visits,D01,RECYCLED MAIZE,DG01,.25,ACRE,.1,,12,CLEAR/SUNNY
1,1261-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1261-007,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1262-002,PANEL B,Panel B - 2 Visits,D01,TOMATO,DG01,.2,ACRE,.1,,10,MOSTLY CLEAR/MOSTLY SUNNY
2,1262-002,PANEL B,Panel B - 2 Visits,D02,H MAIZE,DG01,.1,ACRE,.1,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,1263-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1263-003,PANEL A,Panel A - 2 Visits,D01,H MAIZE,DG01,.12,ACRE,.1,,12,CLEAR/SUNNY
2,1263-003,PANEL A,Panel A - 2 Visits,D02,IRISH,DG02,.12,ACRE,.2,,12,CLEAR/SUNNY
3,1263-003,PANEL A,Panel A - 2 Visits,D03,RECYCLED MAIZE,DG03,.059999999,ACRE,.1,,12,CLEAR/SUNNY
4,1263-003,PANEL A,Panel A - 2 Visits,D04,TOMATO,DG03,.059999999,ACRE,0,,12,CLEAR/SUNNY
1,1263-005,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1264-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1265-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1266-001,PANEL B,Panel B - 2 Visits,D01,PAFUMBA IFA,DG01,.5,ACRE,.1,,12,CLEAR/SUNNY
1,1267-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1268-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1268-006,PANEL B,Panel B - 2 Visits,D01,DIMBA RECYCLED MAIZE,DG01,.1,ACRE,.0099999998,,12,CLEAR/SUNNY
1,1269-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1270-001,PANEL B,Panel B - 2 Visits,D01,KULINGOZI,DG01,.5,ACRE,.1,,12,CLEAR/SUNNY
1,1271-002,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1272-001,PANEL B,Panel B - 2 Visits,D01,HYBRID MAIZE,DG01,.25,ACRE,.2,,12,CLEAR/SUNNY
1,1272-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1273-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1273-005,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1274-001,PANEL B,Panel B - 2 Visits,D01,KUDIMBA,DG01,.5,ACRE,.30000001,,12,CLEAR/SUNNY
1,1275-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1276-001,PANEL B,Panel B - 2 Visits,D01,TOBACCO,RG03,1,ACRE,.80000001,,11,CLEAR/SUNNY
1,1278-001,PANEL B,Panel B - 2 Visits,D01,RECYCLED MAIZE,DG01,.25,ACRE,.1,,12,MOSTLY CLEAR/MOSTLY SUNNY
2,1278-001,PANEL B,Panel B - 2 Visits,D02,TOMATO,DG01,.25,ACRE,.1,,12,MOSTLY CLEAR/MOSTLY SUNNY
1,1279-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1280-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1281-001,PANEL A,Panel A - 2 Visits,D01,FALLOW,DG01,2,ACRE,.40000001,,10,MOSTLY CLEAR/MOSTLY SUNNY
1,1282-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1283-001,PANEL A,Panel A - 2 Visits,D01,FALLOW,DG01,.5,ACRE,.2,,12,CLEAR/SUNNY
1,1285-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1285-002,PANEL A,Panel A - 2 Visits,D01,KUDIMBA,DG01,.1,ACRE,.1,,12,CLEAR/SUNNY
2,1285-002,PANEL A,Panel A - 2 Visits,D02,NKHWANI,DG01,.2,ACRE,0,,12,CLEAR/SUNNY
3,1285-002,PANEL A,Panel A - 2 Visits,D03,FALLOW KUDIMBA,DG01,.2,ACRE,0,,12,CLEAR/SUNNY
1,1286-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1287-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1288-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1289-001,PANEL A,Panel A - 2 Visits,D01,CABBAGE,DG01,.25,ACRE,.1,,9,MOSTLY CLEAR/MOSTLY SUNNY
1,1290-001,PANEL B,Panel B - Combined Visit,D01,KAMADZI DAMBO,RG01,1,ACRE,.40000001,,12,CLEAR/SUNNY
1,1290-002,PANEL B,Panel B - 2 Visits,D01,NKHWANI,DG01,.1,ACRE,.30000001,,12,MOSTLY CLEAR/MOSTLY SUNNY
1,1291-001,PANEL A,Panel A - 2 Visits,D01,HYBRID RECYCLED,DG01,1,ACRE,1.1,,11,CLEAR/SUNNY
1,1292-001,PANEL B,Panel B - 2 Visits,D01,H.MAIZE,DG01,.5,ACRE,.1,,12,CLEAR/SUNNY
1,1293-001,PANEL A,Panel A - 2 Visits,D01,KUDIMBA,DG01,.14,ACRE,.1,,12,CLEAR/SUNNY
1,1294-001,PANEL B,Panel B - 2 Visits,D01,TOMATO KUMUSI,DG01,.30000001,ACRE,.2,,12,CLEAR/SUNNY
2,1294-001,PANEL B,Panel B - 2 Visits,D02,MAIZE,DG01,.1,ACRE,.1,,12,CLEAR/SUNNY
3,1294-001,PANEL B,Panel B - 2 Visits,D03,IRISH,DG01,.1,ACRE,.1,,12,CLEAR/SUNNY
1,1294-003,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1295-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1296-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1297-001,PANEL A,Panel A - 2 Visits,D01,H MAIZE,DG01,1.4,ACRE,.5,,12,MOSTLY CLEAR/MOSTLY SUNNY
2,1297-001,PANEL A,Panel A - 2 Visits,D02,TOMATO,DG01,.1,ACRE,.30000001,,12,MOSTLY CLEAR/MOSTLY SUNNY
1,1297-002,PANEL A,Panel A - 2 Visits,D01,H MAIZE,DG01,.5,ACRE,.2,,12,MOSTLY CLEAR/MOSTLY SUNNY
1,1297-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1298-002,PANEL B,Panel B - 2 Visits,D01,NKHWANI,DG01,.1,ACRE,.0099999998,,12,MOSTLY CLEAR/MOSTLY SUNNY
1,1299-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1300-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1301-001,PANEL A,Panel A - 2 Visits,D01,KUDIMBA,DG01,1,ACRE,.1,,12,CLEAR/SUNNY
1,1302-001,PANEL B,Panel B - 2 Visits,D01,ONIONS,DG01,.5,ACRE,.30000001,,12,CLEAR/SUNNY
1,1302-005,PANEL B,Panel B - 2 Visits,D01,FALLOW,DG01,.5,ACRE,.30000001,,10,PARTLY CLOUDY/PARTLY SUNNY
1,1303-001,PANEL A,Panel A - 2 Visits,D01,HYBRID MAIZE,DG01,.5,ACRE,0,,12,CLEAR/SUNNY
1,1304-001,PANEL B,Panel B - 2 Visits,D01,HYBRID MAIZE,DG01,.30000001,ACRE,.2,,11,PARTLY CLOUDY/PARTLY SUNNY
1,1305-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1306-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1307-001,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1308-001,PANEL B,Panel B - 2 Visits,D01,NKHWANI,DG01,.5,ACRE,.2,,12,CLEAR/SUNNY
1,1310-001,PANEL B,Panel B - 2 Visits,D01,KUMUSI,DG01,.5,ACRE,.0099999998,,12,CLEAR/SUNNY
1,1311-001,PANEL A,Panel A - 2 Visits,D01,HYBRID M,DG01,.5,ACRE,.1,,12,CLEAR/SUNNY
1,1311-003,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1312-001,PANEL B,Panel B - 2 Visits,,,,,,,,,
1,1313-001,PANEL A,Panel A - 2 Visits,D01,LOCAL MAIZE,DG01,.5,ACRE,.2,,12,CLEAR/SUNNY
1,1314-001,PANEL B,Panel B - Combined Visit,D01,MAIZE PLOT,DG01,1,ACRE,.1,,11,CLEAR/SUNNY
1,1315-001,PANEL A,Panel A - 2 Visits,D01,H MAIZE,DG01,.25,ACRE,.1,,12,CLEAR/SUNNY
1,1315-003,PANEL A,Panel A - 2 Visits,D01,KUMANAZALE,DG01,.25,ACRE,.1,,10,CLEAR/SUNNY
2,1315-003,PANEL A,Panel A - 2 Visits,D02,NKHWANI,DG02,.25,ACRE,.1,,10,CLEAR/SUNNY
1,1315-005,PANEL A,Panel A - 2 Visits,,,,,,,,,
1,1316-001,PANEL B,Panel B - 2 Visits,D01,FALLOW,DG01,.5,ACRE,.1,,10,CLEAR/SUNNY
1,1317-001,PANEL A,Panel A - 2 Visits,D01,SWEET POTATOES,DG01,1,ACRE,.80000001,,10,MOSTLY CLOUDY/CONSIDERABLE CLOUDINESS
