occ,y2_hhid,qx_type,interview_status,hh_o0a,hh_o00,hh_o01_2,hh_o02,hh_o03,hh_o04,hh_o05,hh_o06,hh_o07a,hh_o07b,hh_o08a,hh_o08b,hh_o09,hh_o10a,hh_o10b,hh_o11,hh_o12,hh_o13,hh_o13_1a,hh_o13_1b,hh_o14,hh_o14_1a,hh_o14_1b,hh_o15,hh_o16,hh_o17,hh_o18a,hh_o18b
1,0847-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0848-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0849-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0850-001,PANEL B,Panel B - 2 Visits,1,YES,99,50,FEMALE,STD2,YES,1972,KASUNGU,KASUNGU,50,YEAR,HOUSE WORK,,,YES,MONTHLY,500,1,,,,,YES,TWICE OR MORE PER MONTH,3000,1,
2,0850-001,PANEL B,Panel B - 2 Visits,1,YES,99,47,FEMALE,STD7,YES,1979,LILONGWE,LILONGWE,10,YEAR,HOUSE WORK,,,YES,SEMI-ANNUALLY,,,,8000,1,,NO,,,,
3,0850-001,PANEL B,Panel B - 2 Visits,1,YES,99,40,MALE,STD8,YES,1986,KASUNGU,KASUNGU,40,YEAR,WORKING,SECURITY GUARD,55,YES,TWICE OR MORE PER MONTH,1000,1,,,,,YES,TWICE OR MORE PER MONTH,1000,1,
4,0850-001,PANEL B,Panel B - 2 Visits,1,YES,99,38,FEMALE,NURSERY/PRE SCHOOL,YES,1983,KASUNGU,KASUNGU,38,YEAR,HOUSE WORK,,,YES,MONTHLY,1000,1,,,,,YES,MONTHLY,2000,1,
1,0851-001,PANEL A,Panel A - 2 Visits,2,YES,3,25,MALE,FORM4,YES,2011,KASUNGU,KASUNGU,11,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,0851-003,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0852-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0853-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0854-001,PANEL B,Panel B - 2 Visits,1,YES,99,20,FEMALE,STD5,NO,,SALIMA,SALIMA,5,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
1,0855-001,PANEL A,Panel A - 2 Visits,1,YES,99,30,MALE,STD7,NO,,KASUNGU,KASUNGU,30,YEAR,OTHER (SPECIFY),,,NO,,,,,,,,NO,,,,
2,0855-001,PANEL A,Panel A - 2 Visits,2,YES,99,25,MALE,STD6,NO,,KASUNGU,KASUNGU,25,YEAR,OTHER (SPECIFY),,,NO,,,,,,,,NO,,,,
1,0856-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0856-002,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0857-001,PANEL A,Panel A - 2 Visits,1,YES,99,22,MALE,STD3,YES,2011,BLANTYRE,BLANTYRE CITY,21,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
2,0857-001,PANEL A,Panel A - 2 Visits,1,YES,99,20,MALE,STD7,YES,2012,KASUNGU,KASUNGU,1,YEAR,WORKING,LABOURER AT ESTATE,62,NO,,,,,,,,NO,,,,
3,0857-001,PANEL A,Panel A - 2 Visits,1,YES,99,28,FEMALE,STD4,YES,1993,KASUNGU,KASUNGU,20,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
4,0857-001,PANEL A,Panel A - 2 Visits,1,YES,99,27,FEMALE,STD7,YES,2008,LILONGWE,LILONGWE,4,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
5,0857-001,PANEL A,Panel A - 2 Visits,1,YES,99,31,FEMALE,STD6,YES,1995,KASUNGU,KASUNGU,18,YEAR,UNEMPLOYED,,,YES,QUARTERLY,,,,900,1,2,NO,,,,
6,0857-001,PANEL A,Panel A - 2 Visits,1,YES,99,33,FEMALE,STD5,YES,1993,KASUNGU,KASUNGU,15,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
7,0857-001,PANEL A,Panel A - 2 Visits,1,YES,99,24,FEMALE,STD6,YES,2012,KASUNGU,KASUNGU,1,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,0857-002,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0858-001,PANEL B,Panel B - 2 Visits,1,YES,99,28,MALE,FORM2,NO,,KASUNGU,KASUNGU,10,YEAR,OTHER (SPECIFY),,,NO,,,,,,,,NO,,,,
2,0858-001,PANEL B,Panel B - 2 Visits,1,YES,99,29,MALE,STD5,NO,,KASUNGU,KASUNGU,9,YEAR,WORKING,MLANGIZI WA ZIWETO,7,YES,SPORADICALLY AS NEEDED,,,,3000,1,2,NO,,,,
3,0858-001,PANEL B,Panel B - 2 Visits,1,YES,99,24,MALE,STD5,NO,,MZUZU,MZUZU CITY,5,YEAR,OTHER (SPECIFY),,,NO,,,,,,,,NO,,,,
1,0859-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0860-001,PANEL B,Panel B - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0861-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0861-003,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0862-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0863-001,PANEL A,Panel A - 2 Visits,1,YES,3,17,FEMALE,STD5,YES,2011,KASUNGU,KASUNGU,2,MONTH,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,0863-003,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0864-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0864-002,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0865-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0865-002,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0866-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0867-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0868-001,PANEL B,Panel B - 2 Visits,1,YES,3,27,FEMALE,FORM4,YES,2012,BALAKA,BALAKA,2,MONTH,HOUSE WORK,,,NO,,,,,,,,NO,,,,
1,0868-003,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0869-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0870-002,PANEL B,Panel B - 2 Visits,1,YES,99,43,MALE,STD5,YES,1990,NKHOTAKOTA,NKHOTA KOTA,23,YEAR,UNEMPLOYED,,,YES,SPORADICALLY AS NEEDED,,,,20000,1,,YES,SPORADICALLY AS NEEDED,4000,1,
2,0870-002,PANEL B,Panel B - 2 Visits,1,YES,99,40,MALE,STD4,YES,1995,NKHOTAKOTA,NKHOTA KOTA,18,YEAR,UNEMPLOYED,,,YES,SPORADICALLY AS NEEDED,,,,10000,1,,YES,SPORADICALLY AS NEEDED,5000,1,
3,0870-002,PANEL B,Panel B - 2 Visits,1,YES,99,35,MALE,STD4,YES,2004,NKHOTAKOTA,NKHOTA KOTA,9,YEAR,UNEMPLOYED,,,YES,SPORADICALLY AS NEEDED,,,,12000,1,,YES,SPORADICALLY AS NEEDED,600,1,
1,0871-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0872-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0873-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0875-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0876-001,PANEL B,Panel B - 2 Visits,1,YES,99,40,MALE,FORM1,YES,1988,DOWA,DOWA,10,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,0876-001,PANEL B,Panel B - 2 Visits,1,YES,99,33,MALE,FORM2,YES,2002,MZUZU,MZUZU CITY,7,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
3,0876-001,PANEL B,Panel B - 2 Visits,1,YES,99,32,MALE,STD7,YES,2002,NKHOTAKOTA,NKHOTA KOTA,3,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
4,0876-001,PANEL B,Panel B - 2 Visits,1,YES,99,31,FEMALE,STD6,YES,2000,NKHOTAKOTA,NKHOTA KOTA,14,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
5,0876-001,PANEL B,Panel B - 2 Visits,1,YES,99,28,FEMALE,FORM1,YES,2001,NKHOTAKOTA,NKHOTA KOTA,2,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
6,0876-001,PANEL B,Panel B - 2 Visits,1,YES,99,24,MALE,FORM2,YES,2011,DOWA,DOWA,2,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,0876-003,PANEL B,Panel B - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0877-001,PANEL A,Panel A - 2 Visits,1,YES,99,30,MALE,STD3,YES,2008,NKHOTAKOTA,NKHOTA KOTA,30,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,2000,1,2
2,0877-001,PANEL A,Panel A - 2 Visits,1,YES,99,28,MALE,STD8,YES,2008,NKHOTAKOTA,NKHOTA KOTA,28,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
3,0877-001,PANEL A,Panel A - 2 Visits,1,YES,99,27,FEMALE,STD6,YES,2009,NKHOTAKOTA,NKHOTA KOTA,27,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
4,0877-001,PANEL A,Panel A - 2 Visits,1,YES,99,25,FEMALE,STD5,YES,2010,NKHOTAKOTA,NKHOTA KOTA,25,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,0878-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0879-002,PANEL A,Panel A - 2 Visits,1,YES,99,22,FEMALE,STD3,YES,1983,LILONGWE,LILONGWE,12,YEAR,HOUSE WORK,,,YES,SEMI-ANNUALLY,,,,8000,1,,YES,SEMI-ANNUALLY,10000,1,
2,0879-002,PANEL A,Panel A - 2 Visits,1,YES,99,17,FEMALE,STD4,YES,1988,NKHOTAKOTA,NKHOTA KOTA,7,YEAR,HOUSE WORK,,,YES,SEMI-ANNUALLY,,,,1000,1,,YES,SEMI-ANNUALLY,500,1,
1,0880-001,PANEL B,Panel B - 2 Visits,1,YES,99,53,MALE,FORM4,YES,1989,NKHOTAKOTA,NKHOTA KOTA,24,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,10000,1,
2,0880-001,PANEL B,Panel B - 2 Visits,1,YES,99,51,FEMALE,STD8,YES,1982,NKHOTAKOTA,NKHOTA KOTA,31,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,15000,1,
3,0880-001,PANEL B,Panel B - 2 Visits,1,YES,99,49,FEMALE,STD8,YES,1983,NKHOTAKOTA,NKHOTA KOTA,30,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,7000,1,
4,0880-001,PANEL B,Panel B - 2 Visits,1,YES,99,46,MALE,FORM4,YES,1991,NKHOTAKOTA,NKHOTA KOTA,22,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,9000,1,
5,0880-001,PANEL B,Panel B - 2 Visits,1,YES,99,31,FEMALE,FORM2,YES,2003,MZUZU,MZUZU CITY,10,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,12000,1,
1,0881-002,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0882-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0883-001,PANEL A,Panel A - 2 Visits,1,YES,99,20,MALE,NURSERY/PRE SCHOOL,YES,2006,NKHOTAKOTA,NKHOTA KOTA,7,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,0884-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0885-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0885-002,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0886-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0887-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0887-003,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0887-005,PANEL A,Panel A - 2 Visits,2,YES,99,30,FEMALE,STD3,NO,,NKHOTAKOTA,NKHOTA KOTA,29,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,0887-005,PANEL A,Panel A - 2 Visits,2,YES,99,28,MALE,FORM1,NO,,NKHOTAKOTA,NKHOTA KOTA,26,YEAR,OTHER (SPECIFY),,,YES,SPORADICALLY AS NEEDED,,,,4100,1,2,NO,,,,
3,0887-005,PANEL A,Panel A - 2 Visits,2,YES,99,25,FEMALE,STD7,NO,,NKHOTAKOTA,NKHOTA KOTA,23,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
4,0887-005,PANEL A,Panel A - 2 Visits,2,YES,99,25,FEMALE,STD7,NO,,NKHOTAKOTA,NKHOTA KOTA,23,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
5,0887-005,PANEL A,Panel A - 2 Visits,2,YES,99,19,FEMALE,STD4,NO,,NKHOTAKOTA,NKHOTA KOTA,17,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,0888-001,PANEL B,Panel B - 2 Visits,1,YES,99,61,FEMALE,NURSERY/PRE SCHOOL,NO,,NKHOTAKOTA,NKHOTA KOTA,61,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
1,0889-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0890-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0890-002,PANEL B,Panel B - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0891-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0892-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0893-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0894-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0895-002,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0896-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0897-001,PANEL A,Panel A - 2 Visits,2,YES,3,31,MALE,FORM4,YES,2001,NTCHISI,NTCHISI,12,YEAR,OTHER (SPECIFY),,,YES,SPORADICALLY AS NEEDED,,,,20000,1,2,YES,MONTHLY,36000,1,2
2,0897-001,PANEL A,Panel A - 2 Visits,2,YES,4,28,MALE,FORM2,YES,2007,NTCHISI,NTCHISI,4,MONTH,OTHER (SPECIFY),,,NO,,,,,,,,NO,,,,
3,0897-001,PANEL A,Panel A - 2 Visits,2,YES,5,26,MALE,FORM4,YES,2011,NTCHISI,NTCHISI,2,YEAR,OTHER (SPECIFY),,,NO,,,,,,,,NO,,,,
4,0897-001,PANEL A,Panel A - 2 Visits,2,YES,6,22,FEMALE,FORM2,YES,2009,LILONGWE,LILONGWE CITY,4,YEAR,WORKING,PRIMARY SCHOOL TEACHER,13,YES,QUARTERLY,,,,30000,1,2,NO,,,,
5,0897-001,PANEL A,Panel A - 2 Visits,2,YES,7,19,FEMALE,STD8,YES,2012,NTCHISI,NTCHISI,10,MONTH,HOUSE WORK,,,NO,,,,,,,,NO,,,,
1,0897-003,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0897-004,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0897-005,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0897-006,PANEL A,Panel A - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0897-007,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0898-001,PANEL B,Panel B - 2 Visits,3,YES,4,21,FEMALE,FORM3,YES,2010,KASUNGU,KASUNGU,3,YEAR,OTHER (SPECIFY),,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,3000,1,
2,0898-001,PANEL B,Panel B - 2 Visits,3,YES,5,20,FEMALE,STD8,YES,2011,NTCHISI,NTCHISI,20,YEAR,OTHER (SPECIFY),,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,2100,1,
3,0898-001,PANEL B,Panel B - 2 Visits,3,YES,99,32,FEMALE,STD7,YES,2001,NTCHISI,NTCHISI,32,YEAR,OTHER (SPECIFY),,,NO,,,,,,,,NO,,,,
4,0898-001,PANEL B,Panel B - 2 Visits,3,YES,99,43,FEMALE,STD2,NO,,NTCHISI,NTCHISI,43,YEAR,OTHER (SPECIFY),,,NO,,,,,,,,NO,,,,
5,0898-001,PANEL B,Panel B - 2 Visits,3,YES,99,40,MALE,FORM4,NO,,NTCHISI,NTCHISI,40,YEAR,OTHER (SPECIFY),,,NO,,,,,,,,NO,,,,
6,0898-001,PANEL B,Panel B - 2 Visits,3,YES,99,31,MALE,STD8,NO,,NTCHISI,NTCHISI,31,YEAR,OTHER (SPECIFY),,,NO,,,,,,,,NO,,,,
7,0898-001,PANEL B,Panel B - 2 Visits,3,YES,99,28,FEMALE,STD7,NO,,NTCHISI,NTCHISI,28,YEAR,OTHER (SPECIFY),,,NO,,,,,,,,NO,,,,
8,0898-001,PANEL B,Panel B - 2 Visits,3,YES,99,26,MALE,FORM3,NO,,NTCHISI,NTCHISI,26,YEAR,OTHER (SPECIFY),,,NO,,,,,,,,NO,,,,
9,0898-001,PANEL B,Panel B - 2 Visits,3,YES,99,24,FEMALE,STD8,NO,,NTCHISI,NTCHISI,24,YEAR,OTHER (SPECIFY),,,NO,,,,,,,,NO,,,,
10,0898-001,PANEL B,Panel B - 2 Visits,3,YES,99,23,FEMALE,STD8,NO,,NTCHISI,NTCHISI,23,YEAR,OTHER (SPECIFY),,,NO,,,,,,,,NO,,,,
11,0898-001,PANEL B,Panel B - 2 Visits,3,YES,99,21,FEMALE,FORM4,NO,,NTCHISI,NTCHISI,21,YEAR,OTHER (SPECIFY),,,NO,,,,,,,,NO,,,,
1,0898-004,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0898-005,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0899-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0900-003,PANEL B,Panel B - 2 Visits,1,YES,99,38,MALE,STD5,YES,2000,NTCHISI,NTCHISI,13,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,0900-003,PANEL B,Panel B - 2 Visits,1,YES,99,36,FEMALE,STD4,YES,2001,NTCHISI,NTCHISI,12,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,0901-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0902-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0903-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0903-002,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0904-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0904-002,PANEL B,Panel B - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0904-006,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0905-001,PANEL A,Panel A - 2 Visits,1,YES,99,17,MALE,STD7,YES,2004,NTCHISI,NTCHISI,17,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
1,0906-001,PANEL B,Panel B - 2 Visits,1,YES,3,28,MALE,STD7,YES,2012,NTCHISI,NTCHISI,28,YEAR,HOUSE WORK,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,1300,1,
2,0906-001,PANEL B,Panel B - 2 Visits,1,YES,5,18,FEMALE,STD8,YES,2013,NTCHISI,NTCHISI,18,YEAR,HOUSE WORK,,,NO,,,,,,,,NO,,,,
1,0906-003,PANEL B,Panel B - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0906-005,PANEL B,Panel B - Combined Visit,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0907-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0908-001,PANEL B,Panel B - 2 Visits,1,YES,99,54,MALE,FORM2,NO,,LILONGWE,LILONGWE,54,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,0908-001,PANEL B,Panel B - 2 Visits,1,YES,99,48,FEMALE,FORM4,NO,,BLANTYRE,BLANTYRE CITY,20,YEAR,WORKING,SECONDARY TEACHER,13,NO,,,,,,,,NO,,,,
3,0908-001,PANEL B,Panel B - 2 Visits,1,YES,99,41,MALE,FORM2,NO,,NTCHISI,NTCHISI,30,YEAR,WORKING,AGRICULTURE EXTENSION WOR,19,NO,,,,,,,,NO,,,,
4,0908-001,PANEL B,Panel B - 2 Visits,1,YES,99,39,MALE,FORM4,YES,2000,LILONGWE,LILONGWE CITY,19,YEAR,WORKING,CLERK,39,YES,SPORADICALLY AS NEEDED,,,,10000,1,,YES,SPORADICALLY AS NEEDED,12000,1,2
5,0908-001,PANEL B,Panel B - 2 Visits,1,YES,99,33,MALE,TC YR 2,YES,2009,NTCHISI,NTCHISI,4,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
1,0909-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0910-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0911-001,PANEL A,Panel A - 2 Visits,2,YES,99,30,FEMALE,STD8,YES,2000,NTCHISI,NTCHISI,30,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,0911-001,PANEL A,Panel A - 2 Visits,2,YES,99,26,FEMALE,STD6,YES,1998,PHALOMBE,PHALOMBE,6,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
3,0911-001,PANEL A,Panel A - 2 Visits,2,YES,99,32,MALE,STD8,YES,2004,NTCHISI,NTCHISI,32,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,0912-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0913-001,PANEL A,Panel A - 2 Visits,3,YES,99,45,MALE,STD6,YES,1994,NTCHISI,NTCHISI,45,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
2,0913-001,PANEL A,Panel A - 2 Visits,3,YES,99,42,FEMALE,STD8,YES,1995,NTCHISI,NTCHISI,42,YEAR,UNEMPLOYED,,,NO,,,,,,,,YES,SEMI-ANNUALLY,4000,1,2
3,0913-001,PANEL A,Panel A - 2 Visits,3,YES,99,37,FEMALE,STD8,YES,1999,LILONGWE,LILONGWE,13,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
4,0913-001,PANEL A,Panel A - 2 Visits,3,YES,99,30,FEMALE,FORM2,YES,2003,NTCHISI,NTCHISI,30,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
5,0913-001,PANEL A,Panel A - 2 Visits,3,YES,99,34,MALE,FORM4,YES,2009,NTCHISI,NTCHISI,34,YEAR,UNEMPLOYED,,,NO,,,,,,,,NO,,,,
1,0914-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0915-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0916-001,PANEL B,Panel B - 2 Visits,1,YES,99,25,MALE,FORM4,YES,2010,KASUNGU,KASUNGU,3,YEAR,WORKING,PRIMARY SCHOOL TEACHER,13,YES,SEMI-ANNUALLY,,,,2000,1,2,YES,SEMI-ANNUALLY,3000,1,2
2,0916-001,PANEL B,Panel B - 2 Visits,1,YES,99,33,FEMALE,FORM2,YES,1999,KASUNGU,KASUNGU,14,YEAR,HOUSE WORK,,,NO,,,,,,,,YES,ANNUALLY,8000,1,2
1,0916-007,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0917-002,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0918-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0919-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0920-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0921-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0922-001,PANEL B,Panel B - 2 Visits,1,YES,99,28,FEMALE,STD3,YES,2003,NTCHISI,NTCHISI,28,YEAR,HOUSE WORK,,,NO,,,,,,,,YES,SPORADICALLY AS NEEDED,2000,1,
1,0923-001,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0923-002,PANEL A,Panel A - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0924-001,PANEL B,Panel B - 2 Visits,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0925-001,PANEL A,Panel A - 2 Visits,1,YES,99,22,MALE,FORM2,YES,2009,SALIMA,SALIMA,4,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
2,0925-001,PANEL A,Panel A - 2 Visits,1,YES,99,19,FEMALE,FORM3,YES,2009,NTCHISI,NTCHISI,19,YEAR,STUDENT,,,NO,,,,,,,,NO,,,,
