occ,y2_hhid,qx_type,interview_status,ag_e0a,ag_e0e,ag_e0g,ag_e01_1,ag_e02,ag_e03,ag_e04,ag_e05a,ag_e05b,ag_e05_1,ag_e07,ag_e08a,ag_e08b,ag_e08_1a,ag_e08_1b,ag_e08_2a,ag_e08_2b,ag_e09,ag_e10a,ag_e10b,ag_e10c,ag_e10d,ag_e10e,ag_e11,ag_e11_1,ag_e12a,ag_e12b,ag_e13,ag_e13_1,ag_e13_2a,ag_e13_2b,ag_e13_2c,ag_e13_2d,ag_e14,ag_e15,ag_e15_1,ag_e16,ag_e18,ag_e20,ag_e21,ag_e22,ag_e24,ag_e26a,ag_e26b
1,0959-003,PANEL A,Panel A - 2 Visits,YES,501,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,100,500,0,N02,,,,,,,
1,0960-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0961-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0961-003,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,OCTOBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,1,DAY,YES,25,KILOGRAM,UREA,25,KILOGRAM,NO,,,,TRUCK / BUS / MINIBUS,NO,,,,,200,500,0,N02,,,,,,,
2,0962-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0963-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0964-001,PANEL B,Panel B - 2 Visits,YES,501,2,UREA,N02,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,OTHER (SPECIFY),NO,,,,,0,500,0,N03,,,,,,,
2,0965-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0966-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,OCTOBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,1,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N02,,,,,,,
1,0967-001,PANEL A,Panel A - 2 Visits,YES,501,2,23:21:0+4S/CHITOWE,N01,NO,,DECEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,2,DAY,NO,,,,,,NO,,,,TRUCK / BUS / MINIBUS,NO,,,,,150,500,0,N02,,,,,,,
2,0967-001,PANEL A,Panel A - 2 Visits,YES,502,2,UREA,N01,NO,,DECEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,2,DAY,NO,,,,,,NO,,,,TRUCK / BUS / MINIBUS,NO,,,,,150,500,0,N02,,,,,,,
3,0967-001,PANEL A,Panel A - 2 Visits,YES,503,2,MAIZE SEED,N01,NO,,DECEMBER,2012,YES,OPV MAIZE SEED,1,5 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,TRUCK / BUS / MINIBUS,YES,11,,,,150,0,0,N02,,,,,,,
4,0967-001,PANEL A,Panel A - 2 Visits,YES,504,2,FLEXI VOUCHER,N01,NO,,DECEMBER,2012,YES,GROUNDNUT SEED,1,2 KG BAG,DECEMBER,2013,1,DAY,NO,,,,,,NO,,,,TRUCK / BUS / MINIBUS,YES,10,,,,0,0,0,N02,,,,,,,
1,0968-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,DECEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,2,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,3,,,,0,500,1000,N02,,,,,,,
2,0968-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,DECEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,2,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,1000,N02,,,,,,,
1,0969-001,PANEL A,Panel A - 2 Visits,YES,501,2,23:21:0+4S/CHITOWE,N01,NO,,DECEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,JANUARY,2013,4,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,GRAM,ON FOOT,NO,,,,,0,500,0,N02,,,,,,,
1,0970-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0971-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0972-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,1,DAY,NO,,,,,,NO,,,,BICYCLE TAXI,YES,4,10,11,,50,500,0,N02,,,,,,,
2,0972-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,1,DAY,NO,,,,,,NO,,,,BICYCLE TAXI,YES,1,10,11,,50,500,0,N02,,,,,,,
3,0972-001,PANEL B,Panel B - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,OPV MAIZE SEED,1,5 KG BAG,NOVEMBER,2012,1,DAY,NO,,,,,,NO,,,,ON FOOT,YES,1,4,11,,0,0,0,N02,,,,,,,
4,0972-001,PANEL B,Panel B - 2 Visits,YES,504,1,FLEXI VOUCHER,N01,NO,,NOVEMBER,2012,YES,GROUNDNUT SEED,1,5 KG BAG,NOVEMBER,2012,1,DAY,NO,,,,,,NO,,,,ON FOOT,YES,1,4,10,,0,0,0,N02,,,,,,,
4,0972-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0973-002,PANEL A,Panel A - 2 Visits,YES,501,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,OPV MAIZE SEED,1,5 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,100,0,N02,,,,,,,
2,0974-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0975-001,PANEL A,Panel A - 2 Visits,YES,501,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,NOVEMBER,2012,2,DAY,NO,,,,,,NO,,,,OTHER (SPECIFY),YES,10,,,,0,500,0,N02,,,,,,,
2,0975-001,PANEL A,Panel A - 2 Visits,YES,502,1,MAIZE SEED,N02,NO,,NOVEMBER,2012,YES,OPV MAIZE SEED,1,10 KG BAG,NOVEMBER,2012,2,DAY,NO,,,,,,NO,,,,OTHER (SPECIFY),YES,4,,,,0,0,0,N02,,,,,,,
1,0976-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,7,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N02,,,,,,,
2,0976-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,7,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N02,,,,,,,
4,0977-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0978-001,PANEL B,Panel B - 2 Visits,YES,501,1,UREA,N01,NO,,DECEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,1,DAY,YES,25,KILOGRAM,23:21:0+4S/CHITOWE,25,KILOGRAM,NO,,,,OWN BICYCLE OR OXCART,YES,10,,,,500,500,0,N02,,,,,,,
2,0978-001,PANEL B,Panel B - 2 Visits,YES,502,1,MAIZE SEED,N01,NO,,DECEMBER,2012,YES,OPV MAIZE SEED,1,5 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,4,,,,0,0,0,N02,,,,,,,
1,0979-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0980-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,1,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,1500,N02,,,,,,,
2,0980-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,NOVEMBER,2012,1,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,1500,N02,,,,,,,
1,0981-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0982-001,PANEL B,Panel B - 2 Visits,YES,501,1,UREA,N02,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,NOVEMBER,2012,1,HOURS,YES,25,KILOGRAM,23:21:0+4S/CHITOWE,25,GRAM,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N03,,,,,,,
3,0983-002,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0984-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0985-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,BICYCLE TAXI,YES,502,503,,,200,500,0,N02,,,,,,,
2,0985-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,BICYCLE TAXI,YES,501,503,,,200,500,0,N02,,,,,,,
3,0985-001,PANEL A,Panel A - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,OPV MAIZE SEED,1,5 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,BICYCLE TAXI,YES,501,502,,,0,100,0,N02,,,,,,,
1,0986-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,21,DAY,NO,,,,,,YES,OTHER (SPECIFY),25,KILOGRAM,BICYCLE TAXI,NO,,,,,300,500,0,N02,,,,,,,
1,0987-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0988-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N03,NO,,JANUARY,2013,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,JANUARY,2013,2,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,BICYCLE TAXI,NO,,,,,100,500,0,N04,,,,,,,
2,0989-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0989-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0990-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0991-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N02,NO,,OCTOBER,2013,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,OWN BICYCLE OR OXCART,NO,,,,,0,500,1500,N03,,,,,,,
1,0992-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,BICYCLE TAXI,YES,502,,,,200,500,0,N02,,,,,,,
2,0992-001,PANEL B,Panel B - 2 Visits,YES,502,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,OPV MAIZE SEED,1,10 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,ON FOOT,YES,501,,,,0,0,0,N02,,,,,,,
4,0993-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0994-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0994-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0994-004,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0995-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,502,,,,0,500,1000,N02,,,,,,,
2,0995-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,1000,N02,,,,,,,
4,0996-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0997-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0998-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0999-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1000-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,NO,,,,ON FOOT,YES,4,,,,0,500,0,N02,,,,,,,
2,1000-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,NO,,,,ON FOOT,YES,1,,,,0,500,0,N02,,,,,,,
3,1000-001,PANEL B,Panel B - 2 Visits,YES,503,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,OPV MAIZE SEED,1,5 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,NO,,,,ON FOOT,NO,,,,,0,100,0,N02,,,,,,,
3,1001-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1002-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1003-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,NOVEMBER,2012,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,NO,NO,ACCESSIBLE INPUT SUPPLIER DID NOT HAVE THE INPUT,
3,1004-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1004-003,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1005-001,PANEL A,Panel A - 2 Visits,YES,501,1,UREA,N02,NO,,DECEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N04,,,,,,,
1,1006-001,PANEL B,Panel B - 2 Visits,YES,501,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,YES,15,17,,,200,500,0,N02,,,,,,,
2,1006-001,PANEL B,Panel B - 2 Visits,YES,502,1,MAIZE SEED,N01,NO,,NOVEMBER,2012,YES,HYBRID MAIZE,1,5 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,NO,,,,ON FOOT,YES,4,17,,,0,100,0,N02,,,,,,,
3,1006-001,PANEL B,Panel B - 2 Visits,YES,503,1,FLEXI VOUCHER,N01,NO,,NOVEMBER,2012,YES,GROUNDNUT SEED,1,5 KG BAG,NOVEMBER,2012,1,HOURS,NO,,,,,,NO,,,,ON FOOT,YES,1,15,,,0,0,0,N02,,,,,,,
4,1007-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1007-003,PANEL A,Panel A - 2 Visits,YES,501,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,2,DAY,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,200,500,0,N02,,,,,,,
1,1008-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,DECEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,4,DAY,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,200,500,0,N02,,,,,,,
2,1008-001,PANEL B,Panel B - 2 Visits,YES,502,2,UREA,N01,NO,,DECEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,4,DAY,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,200,500,0,N02,,,,,,,
1,1009-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N02,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,502,503,,,0,500,0,N03,,,,,,,
2,1009-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N02,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,501,503,,,0,500,0,N03,,,,,,,
3,1009-001,PANEL A,Panel A - 2 Visits,YES,503,1,MAIZE SEED,N02,NO,,NOVEMBER,2012,YES,OPV MAIZE SEED,1,5 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,501,502,,,0,0,0,N03,,,,,,,
4,1010-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1011-001,PANEL A,Panel A - 2 Visits,YES,501,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,250,500,0,N02,,,,,,,
4,1012-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1013-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1014-001,PANEL B,Panel B - 2 Visits,YES,501,1,UREA,N01,NO,,OCTOBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,1,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,300,500,1000,N02,,,,,,,
4,1015-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1016-001,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N02,NO,,DECEMBER,2012,YES,23:21:0+4S/CHITOWE,50,KILOGRAM,DECEMBER,2012,7,DAY,NO,,,,,,NO,,,,BICYCLE TAXI,YES,3,,,,400,500,0,N03,,,,,,,
2,1016-001,PANEL B,Panel B - 2 Visits,YES,502,1,UREA,N02,NO,,DECEMBER,2012,YES,UREA,50,KILOGRAM,DECEMBER,2012,7,DAY,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,400,500,0,N03,,,,,,,
1,1017-001,PANEL A,Panel A - 2 Visits,YES,501,2,UREA,N05,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,JANUARY,2013,2,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,3,,,,0,500,0,N06,,,,,,,
3,1018-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1018-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1019-001,PANEL A,Panel A - 2 Visits,YES,501,1,UREA,N01,NO,,NOVEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,1,HOURS,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N02,,,,,,,
2,1020-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1020-003,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1021-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1022-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1022-003,PANEL B,Panel B - 2 Visits,YES,501,1,UREA,N01,NO,,DECEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,2,HOURS,NO,,,,,,NO,,,,BICYCLE TAXI,NO,,,,,200,500,0,N02,,,,,,,
1,1023-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,DECEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,JANUARY,2013,1,DAY,NO,,,,,,NO,,,,OTHER (SPECIFY),NO,,,,,0,500,0,N02,,,,,,,
2,1023-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,DECEMBER,2012,YES,UREA,1,50 KG BAG,JANUARY,2013,2,DAY,NO,,,,,,NO,,,,OTHER (SPECIFY),NO,,,,,0,500,0,N02,,,,,,,
1,1024-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1025-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1025-003,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1026-001,PANEL B,Panel B - 2 Visits,YES,501,2,23:21:0+4S/CHITOWE,N01,NO,,OCTOBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,TRUCK / BUS / MINIBUS,YES,502,,,,300,500,0,N02,,,,,,,
2,1026-001,PANEL B,Panel B - 2 Visits,YES,502,2,UREA,N01,NO,,OCTOBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,1,DAY,NO,,,,,,NO,,,,TRUCK / BUS / MINIBUS,YES,501,,,,0,500,0,N02,,,,,,,
4,1026-003,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1027-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1028-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1029-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1030-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1030-003,PANEL B,Panel B - Combined Visit,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1031-001,PANEL A,Panel A - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1032-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1033-001,PANEL A,Panel A - 2 Visits,YES,501,1,UREA,N01,NO,,DECEMBER,2012,YES,UREA,1,50 KG BAG,JANUARY,2013,2,DAY,NO,,,,,,YES,VILLAGE HEADMAN,25,KILOGRAM,BICYCLE TAXI,NO,,,,,100,500,500,N02,,,,,,,
2,1034-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1035-001,PANEL A,Panel A - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N01,NO,,DECEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,DECEMBER,2012,2,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N02,,,,,,,
2,1035-001,PANEL A,Panel A - 2 Visits,YES,502,1,UREA,N01,NO,,DECEMBER,2012,YES,UREA,1,50 KG BAG,DECEMBER,2012,2,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,NO,,,,,0,500,0,N02,,,,,,,
3,1036-001,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1036-007,PANEL B,Panel B - 2 Visits,YES,501,1,23:21:0+4S/CHITOWE,N02,NO,,NOVEMBER,2012,YES,23:21:0+4S/CHITOWE,1,50 KG BAG,NOVEMBER,2012,1,DAY,NO,,,,,,NO,,,,OWN BICYCLE OR OXCART,YES,503,,,,0,1000,0,N04,,,,,,,
