occ,y2_hhid,HHID,case_id,ea_id,stratum,baseline_rural,panelweight,hh_wgt,region,district,reside,dist_to_IHS3location,hhsize,interview_status,qx_type,hh_a05,hh_a06,hh_a07a,hh_a10a,hh_a10b,hh_a16,hh_a21,hh_a23a_1,hh_a23a_2,hh_a23a_3,hh_a23a_4,hh_a23a_5,hh_a23a_6,hh_a23a_7,hh_a23a_8,hh_a23b_1,hh_a23b_2,hh_a23b_3,hh_a23b_4,hh_a23b_5,hh_a23b_6,hh_a23b_7,hh_a23b_8,hh_a23c_1,hh_a23c_2,hh_a23c_3,hh_a23c_4,hh_a23c_5,hh_a23c_6,hh_a23c_7,hh_a23c_8,hh_a24,hh_a26a,hh_a26b,hh_a26c,hh_a27,hh_a29a,hh_a29b,hh_a29c,hh_a30,hh_a33,hh_a35,hh_a37a_1,hh_a37a_2,hh_a37a_3,hh_a37a_4,hh_a37a_5,hh_a37a_6,hh_a37a_7,hh_a37a_8,hh_a37b_1,hh_a37b_2,hh_a37b_3,hh_a37b_4,hh_a37b_5,hh_a37b_6,hh_a37b_7,hh_a37b_8,hh_a38,hh_a40a,hh_a40b,hh_a40c,hh_a41,hh_a43,hh_a43a,hh_a43b,hh_a43c,hh_a44,hh_a46a,hh_a46b,hh_a46c,hh_g00_1,hh_g00_2,hh_g09,hh_m00,hh_o00,hh_s01
1,0254-001,254,102201030125,10220103,North - Urban,urban,742.59344,999.17468,North,Karonga,urban,.0099999998,7,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,20,KARONGA TOWN,PARTLY CLOUDY / PARTLY SUNNY,11,10,JUNE,2013,6,50,7,9,ABX,,,,,,,,,,,,,,,,,10,11,JUNE,2013,19,13,JUNE,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,11,24,SEPTEMBER,2013,10,0,11,18,ALL,,,,,,,,,31,25,SEPTEMBER,2013,19,19627,26,SEPTEMBER,2013,915,17,DECEMBER,2013,1,2,YES,YES,YES,YES
1,0254-008,254,102201030125,10220103,North - Urban,urban,371.29672,999.17468,North,Karonga,urban,.059999999,2,Panel B - Combined Visit,PANEL B,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,8,20,KARONGA TOWN,PARTLY CLOUDY / PARTLY SUNNY,11,26,SEPTEMBER,2013,8,10,9,16,ALL,,,,,,,,,,,,,,,,,31,26,SEPTEMBER,2013,19,27,SEPTEMBER,2013,NO,PARTLY CLOUDY / PARTLY SUNNY,11,26,SEPTEMBER,2013,8,10,9,16,ALL,,,,,,,,,31,25,SEPTEMBER,2013,19,19628,27,SEPTEMBER,2013,908,3,JANUARY,2014,1,1,YES,NO,NO,NO
1,0254-010,254,102201030125,10220103,North - Urban,urban,368.68396,999.17468,North,Karonga,urban,.050000001,2,Panel B - 2 Visits,PANEL B,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,10,20,KARONGA TOWN,PARTLY CLOUDY / PARTLY SUNNY,11,11,JUNE,2013,7,0,7,9,ABX,,,,,,,,,,,,,,,,,10,12,JUNE,2013,19,13,JUNE,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,11,25,SEPTEMBER,2013,6,55,8,10,ALL,,,,,,,,,31,25,SEPTEMBER,2013,19,19627,26,SEPTEMBER,2013,903,27,DECEMBER,2013,1,1,YES,YES,NO,NO
1,0255-001,255,103016630054,10301663,North - Rural,rural,146.69882,366.36749,North,Nkhata Bay,rural,2.48,3,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,1,1,KABUNDURI,MOSTLY CLEAR / MOSTLY SUNNY,32,23,JUNE,2013,9,27,10,58,A-X,,,,,,,,,,,,,,,,,30,26,JUNE,2013,39,28,JUNE,2013,YES,CLEAR / SUNNY,32,29,AUGUST,2013,11,32,11,40,AB&X,,,,,,,,,10,30,AUGUST,2013,39,19612,11,SEPTEMBER,2013,910,11,DECEMBER,2013,1,1,NO,YES,YES,YES
1,0256-002,256,102201030065,10220103,North - Urban,urban,371.29672,999.17468,North,Karonga,urban,.0099999998,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,20,KARONGA BOMA,CLEAR / SUNNY,12,9,JUNE,2013,8,54,9,2,A B & X,,,,,,,,,,,,,,,,,10,10,JUNE,2013,19,11,JUNE,2013,YES,CLEAR / SUNNY,12,24,SEPTEMBER,2013,13,2,14,35,A-X,,,,,,,,,31,25,SEPTEMBER,2013,19,19627,26,SEPTEMBER,2013,915,13,DECEMBER,2013,1,1,NO,YES,YES,NO
1,0256-007,256,102201030065,10220103,North - Urban,urban,371.29672,999.17468,North,Karonga,urban,3.74,12,Panel B - 2 Visits,PANEL B,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,8,20,KARONGA TOWN,CLEAR / SUNNY,11,11,JUNE,2013,12,0,12,20,ABX,,,,,,,,,,,,,,,,,10,11,JUNE,2013,19,13,JUNE,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,11,25,SEPTEMBER,2013,11,12,12,39,ALL,,,,,,,,,31,25,SEPTEMBER,2013,19,19627,26,SEPTEMBER,2013,69,7,JANUARY,2014,1,1,NO,YES,YES,YES
1,0257-001,257,103020100076,10302010,North - Rural,rural,302.04041,418.52939,North,Nkhata Bay,rural,.0099999998,2,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,FUKAMAPIRI,MOSTLY CLEAR / MOSTLY SUNNY,34,6,JULY,2013,7,15,8,42,ALL,,,,,,,,,,,,,,,,,30,15,JULY,2013,39,19,JULY,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,34,30,SEPTEMBER,2013,12,33,12,37,"A,B,X",,,,,,,,,10,1,OCTOBER,2013,39,19636,5,OCTOBER,2013,906,17,DECEMBER,2013,1,1,NO,YES,YES,NO
1,0258-001,258,103054460159,10305446,North - Rural,rural,181.40338,491.62341,North,Nkhata Bay,rural,.0099999998,13,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,ZILAKOMA,CLEAR / SUNNY,32,30,MAY,2013,11,25,12,5,B-B-1-B-8&X,,,,,,,,,,,,,,,,,30,3,JUNE,2013,39,5,JUNE,2013,YES,CLEAR / SUNNY,32,22,AUGUST,2013,8,10,9,48,"A,C-X",,,,,,,,,10,23,AUGUST,2013,39,19599,29,AUGUST,2013,909,8,OCTOBER,2013,2,2,NO,YES,NO,NO
1,0259-001,259,103020100107,10302010,North - Rural,rural,302.04041,418.52939,North,Nkhata Bay,rural,23.040001,2,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,FUKAMAPIRI,CLEAR / SUNNY,32,5,JULY,2013,9,17,10,7,A-X,,,,,,,,,,,,,,,,,30,15,JULY,2013,39,18,JULY,2013,YES,CLEAR / SUNNY,32,30,SEPTEMBER,2013,10,28,10,46,B & B-I-B-8 & X,,,,,,,,,10,1,OCTOBER,2013,39,19636,5,OCTOBER,2013,906,16,DECEMBER,2013,2,1,NO,YES,YES,NO
1,0260-001,260,103054460146,10305446,North - Rural,rural,182.68895,491.62341,North,Nkhata Bay,rural,.0099999998,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,ZILAKOMA,CLEAR / SUNNY,33,30,MAY,2013,15,50,16,11,"AB,B1-8,X",,,,,,,,,,,,,,,,,30,3,JUNE,2013,39,3,JUNE,2013,YES,CLEAR / SUNNY,33,22,AUGUST,2013,15,18,17,24,ALL,,,,,,,,,10,23,AUGUST,2013,39,19599,29,AUGUST,2013,909,4,OCTOBER,2013,1,2,NO,YES,NO,NO
1,0261-001,261,103020100056,10302010,North - Rural,rural,311.05392,418.52939,North,Nkhata Bay,rural,.0099999998,6,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,Local or Distance Tracking,1,2,FUKAMAPIRI,MOSTLY CLEAR / MOSTLY SUNNY,34,5,JULY,2013,9,53,12,11,ALL,,,,,,,,,,,,,,,,,30,15,JULY,2013,39,19,JULY,2013,YES,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS,34,1,OCTOBER,2013,8,15,8,59,"A,B,B1-B8,X",,,,,,,,,10,2,OCTOBER,2013,39,19636,5,OCTOBER,2013,906,16,DECEMBER,2013,1,1,YES,YES,NO,YES
1,0262-001,262,103054460055,10305446,North - Rural,rural,365.3779,491.62341,North,Nkhata Bay,rural,0,7,Panel B - 2 Visits,PANEL B,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,4,5,ZILAKOMA,CLEAR / SUNNY,31,30,MAY,2013,11,48,12,46,"A,B,B1 TO B2,X",,,,,,,,,,,,,,,,,30,2,JUNE,2013,39,3,JUNE,2013,YES,CLEAR / SUNNY,84,22,AUGUST,2013,8,5,8,53,ALL,,,,,,,,,10,23,AUGUST,2013,39,19599,29,AUGUST,2013,909,3,OCTOBER,2013,2,2,NO,YES,YES,NO
1,0262-004,262,103054460055,10305446,North - Rural,rural,190.05492,491.62341,North,Nkhata Bay,rural,.029999999,3,Panel B - 2 Visits,PANEL B,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,4,5,ZILAKOMA,CLEAR / SUNNY,31,30,MAY,2013,14,30,15,32,"A,B,B1-B8 X",,,,,,,,,,,,,,,,,30,2,JUNE,2013,39,3,JUNE,2013,YES,CLEAR / SUNNY,84,22,AUGUST,2013,8,5,9,17,ALL,,,,,,,,,10,23,AUGUST,2013,39,19600,30,AUGUST,2013,909,3,OCTOBER,2013,2,1,NO,YES,NO,NO
1,0263-001,263,103020100028,10302010,North - Rural,rural,317.90854,418.52939,North,Nkhata Bay,rural,.0099999998,3,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,FUKAMAPIRI,CLEAR / SUNNY,33,5,JULY,2013,15,1,16,35,ALL,,,,,,,,,,,,,,,,,30,9,JULY,2013,39,5,OCTOBER,2013,YES,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS,33,1,OCTOBER,2013,8,14,8,56,"A,B,B1-B8,X",,,,,,,,,10,1,OCTOBER,2013,39,19636,5,OCTOBER,2013,906,13,DECEMBER,2013,1,1,NO,YES,NO,NO
1,0264-001,264,103054460237,10305446,North - Rural,rural,181.40338,491.62341,North,Nkhata Bay,rural,.55000001,14,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,ZILAKOMA,CLEAR / SUNNY,33,30,MAY,2013,10,10,10,56,"A,B,B1-8,X",,,,,,,,,,,,,,,,,30,3,JUNE,2013,39,4,JUNE,2013,YES,CLEAR / SUNNY,33,22,AUGUST,2013,8,0,11,20,ALL,,,,,,,,,10,23,AUGUST,2013,39,19599,29,AUGUST,2013,909,7,OCTOBER,2013,1,1,NO,YES,YES,NO
1,0265-001,265,103020100019,10302010,North - Rural,rural,317.90854,418.52939,North,Nkhata Bay,rural,.76999998,8,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,FUKAMAPIRI,CLEAR / SUNNY,32,5,JULY,2013,13,14,14,5,A-X,,,,,,,,,,,,,,,,,30,15,JULY,2013,39,18,JULY,2013,YES,CLEAR / SUNNY,32,30,SEPTEMBER,2013,11,56,12,2,B & X,,,,,,,,,10,1,OCTOBER,2013,39,19637,6,OCTOBER,2013,906,13,DECEMBER,2013,2,7,YES,YES,NO,YES
1,0266-001,266,103054460029,10305446,North - Rural,rural,184.34892,491.62341,North,Nkhata Bay,rural,.31999999,9,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,ZILAKOMA,MOSTLY CLEAR / MOSTLY SUNNY,34,30,MAY,2013,13,31,13,54,"A,B,X",,,,,,,,,,,,,,,,,30,4,JUNE,2013,39,5,JUNE,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,34,23,AUGUST,2013,7,31,9,51,ALL,,,,,,,,,10,24,AUGUST,2013,39,19600,30,AUGUST,2013,909,6,NOVEMBER,2013,1,1,NO,YES,NO,YES
1,0266-006,266,103054460029,10305446,North - Rural,rural,182.68895,491.62341,South,Mangochi,rural,226.81,9,Panel B - 2 Visits,PANEL B,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,6,3,NANKUMBA,CLEAR / SUNNY,81,25,JULY,2013,11,12,11,34,ABX,,,,,,,,,,,,,,,,,80,25,JULY,2013,89,6,AUGUST,2013,YES,CLEAR / SUNNY,81,9,OCTOBER,2013,9,10,10,46,VISIT 2,,,,,,,,,130,10,OCTOBER,2013,89,19681,19,NOVEMBER,2013,903,19,NOVEMBER,2013,2,2,NO,NO,NO,YES
1,0267-002,267,103020100089,10302010,North - Rural,rural,151.0202,418.52939,North,Nkhata Bay,rural,5.6399999,6,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,2,2,CHIVUTA,PARTLY CLOUDY / PARTLY SUNNY,31,18,JULY,2013,14,20,17,25,ALL,,,,,,,,,,,,,,,,,30,25,JULY,2013,39,7,AUGUST,2013,YES,COMPLETELY CLOUDY,84,1,OCTOBER,2013,12,14,12,16,"A,B&X",,,,,,,,,10,1,OCTOBER,2013,39,19636,5,OCTOBER,2013,906,17,DECEMBER,2013,1,1,YES,YES,NO,NO
1,0268-001,268,103054460016,10305446,North - Rural,rural,368.69785,491.62341,North,Nkhata Bay,rural,39.110001,6,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,ZILAKOMA,CLEAR / SUNNY,32,30,MAY,2013,13,32,13,38,B&X,,,,,,,,,,,,,,,,,30,4,JUNE,2013,39,4,JUNE,2013,YES,CLEAR / SUNNY,32,22,AUGUST,2013,14,15,16,9,"A,C-X",,,,,,,,,10,23,AUGUST,2013,39,19598,28,AUGUST,2013,909,7,OCTOBER,2013,1,1,YES,YES,YES,NO
1,0269-001,269,103020100037,10302010,North - Rural,rural,306.86389,418.52939,North,Nkhata Bay,rural,.02,6,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,FUKAMAPIRI,,33,5,JULY,2013,10,28,10,52,ALL,,,,,,,,,,,,,,,,,30,5,JULY,2013,39,18,JULY,2013,YES,CLEAR / SUNNY,33,30,SEPTEMBER,2013,11,40,12,13,"A,B,B1-B8,X",,,,,,,,,10,1,OCTOBER,2013,39,19636,5,OCTOBER,2013,906,13,DECEMBER,2013,1,1,NO,YES,YES,NO
1,0270-001,270,103054460185,10305446,North - Rural,rural,184.34892,491.62341,North,Nkhata Bay,rural,.70999998,9,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,ZILAKOMA,PARTLY CLOUDY / PARTLY SUNNY,34,30,MAY,2013,10,15,10,31,"A,B,X",,,,,,,,,,,,,,,,,30,4,JUNE,2013,39,5,JUNE,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,34,22,AUGUST,2013,8,0,10,47,ALL,,,,,,,,,10,23,AUGUST,2013,39,19599,29,AUGUST,2013,909,9,OCTOBER,2013,1,1,NO,YES,NO,NO
1,0271-001,271,103020100105,10302010,North - Rural,rural,313.88025,418.52939,North,Nkhata Bay,rural,0,7,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,FUKAMAPIRI,CLEAR / SUNNY,34,5,JULY,2013,6,53,9,34,,,,,,,,,,,,,,,,,,30,15,JULY,2013,39,19,JULY,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,34,30,SEPTEMBER,2013,9,2,9,14,"A,B,X",,,,,,,,,10,1,OCTOBER,2013,39,19636,5,OCTOBER,2013,906,16,DECEMBER,2013,1,1,NO,YES,NO,NO
1,0272-003,272,103054460172,10305446,North - Rural,rural,179.0726,491.62341,North,Nkhata Bay,rural,.0099999998,8,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,ZILAKOMA,CLEAR / SUNNY,33,30,MAY,2013,11,35,11,52,"A,B,X",,,,,,,,,,,,,,,,,30,3,JUNE,2013,39,4,JUNE,2013,YES,CLEAR / SUNNY,33,22,AUGUST,2013,12,23,14,23,ALL,,,,,,,,,10,23,AUGUST,2013,39,19599,29,AUGUST,2013,909,7,OCTOBER,2013,1,1,NO,YES,NO,NO
1,0273-001,273,103020100009,10302010,North - Rural,rural,311.05392,418.52939,North,Nkhata Bay,rural,.0099999998,8,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,FUKAMAPIRI,CLEAR / SUNNY,31,5,JULY,2013,15,20,17,24,ABCDEFGHIJKLMNOPQRST,,,,,,,,,,,,,,,,,30,15,JULY,2013,39,18,JULY,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,34,30,SEPTEMBER,2013,10,33,10,43,"A,B,X",,,,,,,,,10,1,OCTOBER,2013,,,,,,906,13,DECEMBER,2013,2,2,NO,YES,NO,NO
1,0274-001,274,103054460094,10305446,North - Rural,rural,186.71483,491.62341,North,Nkhata Bay,rural,.0099999998,5,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,ZILAKOMA,MOSTLY CLEAR / MOSTLY SUNNY,34,30,MAY,2013,14,46,15,8,"A,B,X",,,,,,,,,,,,,,,,,30,4,JUNE,2013,39,5,JUNE,2013,YES,MOSTLY CLEAR / MOSTLY SUNNY,34,22,AUGUST,2013,12,15,14,28,ALL,,,,,,,,,10,23,AUGUST,2013,39,19600,30,AUGUST,2013,909,8,OCTOBER,2013,1,1,NO,YES,NO,NO
1,0275-001,275,103020100106,10302010,North - Rural,rural,158.95427,418.52939,North,Nkhata Bay,rural,1.15,7,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,FUKAMAPIRI,MOSTLY CLEAR / MOSTLY SUNNY,32,5,JULY,2013,6,56,8,16,A-X,,,,,,,,,,,,,,,,,30,15,JULY,2013,39,18,JULY,2013,YES,CLEAR / SUNNY,32,30,SEPTEMBER,2013,9,11,9,20,B & X,,,,,,,,,10,1,OCTOBER,2013,39,19636,5,OCTOBER,2013,906,16,DECEMBER,2013,2,1,YES,YES,YES,NO
1,0276-001,276,103054460107,10305446,North - Rural,rural,190.05492,491.62341,North,Nkhata Bay,rural,1.05,4,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,ZILAKOMA,CLEAR / SUNNY,34,30,MAY,2013,17,3,17,10,"A,B,X",,,,,,,,,,,,,,,,,30,4,JUNE,2013,39,5,JUNE,2013,YES,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS,34,1,OCTOBER,2013,13,18,16,35,ALL,,,,,,,,,10,1,OCTOBER,2013,39,19645,14,OCTOBER,2013,909,6,NOVEMBER,2013,1,1,NO,YES,NO,YES
1,0277-001,277,103020100054,10302010,North - Rural,rural,306.86389,418.52939,North,Nkhata Bay,rural,.0099999998,11,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,FUKAMAPIRI,CLEAR / SUNNY,31,5,JULY,2013,11,40,13,57,ABCDEFGHIJKLMNOPQRST,,,,,,,,,,,,,,,,,30,15,JULY,2013,39,17,JULY,2013,YES,CLEAR / SUNNY,84,30,SEPTEMBER,2013,12,13,12,16,AB&X,,,,,,,,,10,1,OCTOBER,2013,39,19636,5,OCTOBER,2013,906,13,DECEMBER,2013,1,1,NO,YES,YES,NO
1,0278-001,278,103054460042,10305446,North - Rural,rural,365.3779,491.62341,North,Nkhata Bay,rural,.02,10,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,3,5,ZILAKOMA,CLEAR / SUNNY,33,30,MAY,2013,12,44,13,4,"A,B,B1-8,X",,,,,,,,,,,,,,,,,30,3,JUNE,2013,39,3,JUNE,2013,YES,CLEAR / SUNNY,33,23,AUGUST,2013,10,11,12,14,ALL,,,,,,,,,10,24,AUGUST,2013,39,19599,29,AUGUST,2013,909,4,OCTOBER,2013,1,1,NO,YES,YES,NO
1,0278-003,278,103054460042,10305446,North - Rural,rural,190.05492,491.62341,North,Nkhata Bay,rural,.61000001,5,Panel B - 2 Visits,PANEL B,SPLIT-OFF HOUSEHOLD,Local or Distance Tracking,3,5,ZILAKOMA,CLEAR / SUNNY,33,30,MAY,2013,14,0,14,5,"A,B,B1-8,X",,,,,,,,,,,,,,,,,30,3,JUNE,2013,39,3,JUNE,2013,YES,CLEAR / SUNNY,33,23,AUGUST,2013,6,55,8,53,ALL,,,,,,,,,10,24,AUGUST,2013,39,19599,29,AUGUST,2013,909,4,OCTOBER,2013,1,2,NO,YES,NO,NO
1,0279-001,279,103020100047,10302010,North - Rural,rural,158.95427,418.52939,North,Nkhata Bay,rural,.0099999998,4,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,FUKAMAPIRI,CLEAR / SUNNY,31,5,JULY,2013,9,16,11,27,ABCDEFGHIJKLMNOPQRST,,,,,,,,,,,,,,,,,30,15,JULY,2013,39,17,JULY,2013,YES,CLEAR / SUNNY,84,30,SEPTEMBER,2013,10,34,10,36,AB&X,,,,,,,,,10,1,OCTOBER,2013,,,,,,906,13,DECEMBER,2013,2,2,YES,YES,NO,NO
1,0280-001,280,103054460263,10305446,North - Rural,rural,184.34892,491.62341,North,Nkhata Bay,rural,.029999999,7,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,ZILAKOMA,CLEAR / SUNNY,32,30,MAY,2013,10,5,10,16,B&X,,,,,,,,,,,,,,,,,30,3,JUNE,2013,39,4,JUNE,2013,YES,CLEAR / SUNNY,34,22,AUGUST,2013,11,42,13,9,"A,C-X",,,,,,,,,10,27,AUGUST,2013,39,19598,28,AUGUST,2013,909,8,OCTOBER,2013,2,2,YES,YES,NO,NO
1,0281-001,281,103020100034,10302010,North - Rural,rural,158.95427,418.52939,North,Nkhata Bay,rural,1.24,8,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,FUKAMAPIRI,CLEAR / SUNNY,31,5,JULY,2013,7,37,9,13,ABCDEFGHIJKLMNOPQRST,,,,,,,,,,,,,,,,,30,15,JULY,2013,39,17,JULY,2013,YES,CLEAR / SUNNY,84,30,SEPTEMBER,2013,15,16,15,23,AB&X,,,,,,,,,10,1,OCTOBER,2013,39,19636,5,OCTOBER,2013,906,13,DECEMBER,2013,2,2,NO,YES,YES,YES
1,0282-001,282,103054460081,10305446,North - Rural,rural,182.68895,491.62341,North,Nkhata Bay,rural,0,9,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,ZILAKOMA,CLEAR / SUNNY,31,30,MAY,2013,15,42,15,54,"A,B,X",,,,,,,,,,,,,,,,,30,2,JUNE,2013,39,3,JUNE,2013,YES,CLEAR / SUNNY,84,22,AUGUST,2013,14,2,14,55,ALL,,,,,,,,,10,23,AUGUST,2013,,,,,,909,3,OCTOBER,2013,2,2,NO,YES,NO,NO
1,0283-002,283,103020100112,10302010,North - Rural,rural,306.86389,418.52939,North,Nkhata Bay,rural,62.349998,15,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,FUKAMAPIRI,CLEAR / SUNNY,33,5,JULY,2013,8,50,10,18,ALL,,,,,,,,,,,,,,,,,30,9,JULY,2013,39,18,JULY,2013,YES,CLEAR / SUNNY,33,30,SEPTEMBER,2013,9,12,9,20,"A,B,X",,,,,,,,,10,1,OCTOBER,2013,39,19636,5,OCTOBER,2013,906,16,DECEMBER,2013,1,1,NO,YES,NO,NO
1,0284-001,284,103054460224,10305446,North - Rural,rural,177.39511,491.62341,North,Nkhata Bay,rural,5.27,7,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,ZILAKOMA,CLEAR / SUNNY,31,30,MAY,2013,10,0,10,20,ABX,,,,,,,,,,,,,,,,,30,2,JUNE,2013,39,3,JUNE,2013,YES,CLEAR / SUNNY,84,22,AUGUST,2013,9,25,10,32,ALL,,,,,,,,,10,23,AUGUST,2013,39,19598,28,AUGUST,2013,909,3,OCTOBER,2013,2,1,NO,YES,YES,NO
1,0285-001,285,103020100016,10302010,North - Rural,rural,313.88025,418.52939,North,Nkhata Bay,rural,.0099999998,5,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,FUKAMAPIRI,CLEAR / SUNNY,33,5,JULY,2013,12,32,14,36,ALL,,,,,,,,,,,,,,,,,30,9,JULY,2013,39,18,JULY,2013,YES,CLEAR / SUNNY,33,30,SEPTEMBER,2013,10,41,10,46,"A,B,X",,,,,,,,,10,1,OCTOBER,2013,39,19636,5,OCTOBER,2013,906,13,DECEMBER,2013,1,1,NO,YES,YES,NO
1,0286-001,286,103054460120,10305446,North - Rural,rural,216.52489,491.62341,North,Nkhata Bay,rural,.090000004,3,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,5,ZILAKOMA,CLEAR / SUNNY,32,30,MAY,2013,15,16,15,19,B&X,,,,,,,,,,,,,,,,,30,4,JUNE,2013,39,4,MAY,2013,YES,CLEAR / SUNNY,32,23,AUGUST,2013,8,11,9,19,"A,C-X",,,,,,,,,10,23,AUGUST,2013,39,19598,28,AUGUST,2013,909,7,OCTOBER,2013,2,1,NO,YES,NO,NO
1,0287-001,287,103020100012,10302010,North - Rural,rural,152.44829,418.52939,North,Nkhata Bay,rural,.63,13,Panel A - 2 Visits,PANEL A,ORIGINAL HOUSEHOLD,In Same Location,,2,FUKAMAPIRI,CLEAR / SUNNY,32,5,JULY,2013,15,2,16,59,A-X,,,,,,,,,,,,,,,,,30,10,JULY,2013,39,18,JULY,2013,YES,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS,32,1,OCTOBER,2013,9,20,9,28,B & X,,,,,,,,,10,2,OCTOBER,2013,39,19637,6,OCTOBER,2013,906,16,DECEMBER,2013,1,1,YES,YES,YES,NO
1,0288-001,288,103086360045,10308636,North - Rural,rural,253.82376,338.4498,North,Nkhata Bay,rural,.0099999998,4,Panel B - 2 Visits,PANEL B,ORIGINAL HOUSEHOLD,In Same Location,,8,MKUMBIRA,CLEAR / SUNNY,33,30,JUNE,2013,8,31,9,2,"A,B,B1-B8,X",,,,,,,,,,,,,,,,,30,6,JULY,2013,39,7,JULY,2013,YES,CLEAR / SUNNY,33,19,SEPTEMBER,2013,8,46,11,8,ALL,,,,,,,,,10,20,SEPTEMBER,2013,39,19628,27,SEPTEMBER,2013,901,1,NOVEMBER,2013,1,1,NO,YES,YES,NO
1,0289-001,289,103040120171,10304012,North - Rural,rural,225.62866,300.85431,North,Nkhata Bay,rural,.2,6,Panel A - 2 Visits,PANEL A,SPLIT-OFF HOUSEHOLD,In Same Location,,4,MALANDA,MOSTLY CLEAR / MOSTLY SUNNY,34,23,APRIL,2013,13,49,17,32,ALL,,,,,,,,,,,,,,,,,30,28,APRIL,2013,39,1,MAY,2013,YES,PARTLY CLOUDY / PARTLY SUNNY,34,5,AUGUST,2013,7,25,7,43,"B1-B8,X",,,,,,,,,10,6,AUGUST,2013,39,19582,12,AUGUST,2013,913,21,OCTOBER,2013,1,1,NO,YES,NO,NO
