occ,y2_hhid,PID,qx_type,interview_status,hh_c01,hh_c02,hh_c03,hh_c04,hh_c05a,hh_c05b,hh_c06,hh_c08,hh_c09,hh_c11,hh_c12,hh_c13,hh_c15,hh_c16,hh_c17,hh_c18,hh_c19a,hh_c19b,hh_c20,hh_c22a,hh_c22b,hh_c22c,hh_c22d,hh_c22e,hh_c22f,hh_c22g,hh_c22h,hh_c22i,hh_c22j
3,0474-001,047403,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,2000,2000,0,0,0,0,50,
4,0474-001,047404,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,500,750,0,0,0,0,0,
5,0474-001,047405,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,500,750,0,0,0,0,0,
1,0475-001,047501,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,0475-001,047500102,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 4,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,0,450,0,0,0,0,0,
1,0476-001,047601,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,PRIMARY STANDARD 6,NONE,NO,,NO,1984,,,,,,,,,,,,,,,,
2,0476-001,047602,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 7,NONE,NO,,NO,2009,,,,,,,,,,,,,,,,
3,0476-001,047603,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 3,NONE,NO,,NO,2009,,,,,,,,,,,,,,,,
1,0477-001,047701,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,SECONDARY FORM 3,JCE,NO,,NO,1957,,,,,,,,,,,,,,,,
2,0477-001,047700102,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 8,PSLC,NO,,NO,1969,,,,,,,,,,,,,,,,
3,0477-001,047703,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 8,NONE,YES,PRIMARY STANDARD 8,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,1200,0,100,0,0,0,0,0,0,
1,0477-002,047702,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,1962,,,,,,,,,,,,,,,,
1,0478-001,047801,PANEL B,Panel B - 2 Visits,1,,ANOTHER HH MEMBER,3,YES,YES,YES,SECONDARY FORM 4,MSCE,NO,,NO,1990,,,,,,,,,,,,,,,,
2,0478-001,047802,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,3,YES,YES,YES,PRIMARY STANDARD 8,NONE,NO,,NO,1998,,,,,,,,,,,,,,,,
3,0478-001,047803,PANEL B,Panel B - 2 Visits,3,,SELF-REPORTED,,YES,YES,YES,SECONDARY FORM 2,JCE,NO,,NO,2005,,,,,,,,,,,,,,,,
4,0478-001,047804,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,3,YES,YES,YES,PRIMARY STANDARD 8,NONE,NO,,NO,2006,,,,,,,,,,,,,,,,
5,0478-001,047805,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,3,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,NO,0,0,0,550,0,0,0,0,0,
6,0478-001,047806,PANEL B,Panel B - 2 Visits,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0478-001,047807,PANEL B,Panel B - 2 Visits,7,,ANOTHER HH MEMBER,3,YES,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,NO,0,0,0,550,0,0,0,0,0,
8,0478-001,047800108,PANEL B,Panel B - 2 Visits,8,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0479-002,047900201,PANEL A,Panel A - 2 Visits,1,,ANOTHER HH MEMBER,3,YES,YES,YES,SECONDARY FORM 2,JCE,NO,,NO,1982,,,,,,,,,,,,,,,,
2,0479-002,047902,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,3,YES,YES,YES,PRIMARY STANDARD 8,PSLC,NO,,NO,2000,,,,,,,,,,,,,,,,
3,0479-002,047900203,PANEL A,Panel A - 2 Visits,3,,SELF-REPORTED,,NO,NO,YES,PRIMARY STANDARD 5,NONE,NO,,NO,2011,,,,,,,,,,,,,,,,
4,0479-002,047903,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,3,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,46,MINUTE,NO,0,0,450,860,0,250,0,0,0,
5,0479-002,047905,PANEL A,Panel A - 2 Visits,5,,ANOTHER HH MEMBER,3,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
1,0480-001,048001,PANEL B,Panel B - 2 Visits,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0480-001,048002,PANEL B,Panel B - 2 Visits,2,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 6,NONE,NO,,NO,1993,,,,,,,,,,,,,,,,
3,0480-001,048003,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 5,NONE,YES,PRIMARY STANDARD 4,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,100,700,0,100,0,0,0,
1,0481-001,048101,PANEL A,Panel A - 2 Visits,1,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
2,0481-001,048102,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,0481-001,048103,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 6,NONE,NO,,NO,2011,,,,,,,,,,,,,,,,
4,0481-001,048104,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 6,NONE,YES,PRIMARY STANDARD 5,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,FOOT,4,MINUTE,NO,0,0,200,0,0,0,0,0,0,
5,0481-001,048105,PANEL A,Panel A - 2 Visits,5,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 5,NONE,YES,PRIMARY STANDARD 4,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,FOOT,4,MINUTE,NO,0,0,200,0,0,0,0,0,0,
6,0481-001,048106,PANEL A,Panel A - 2 Visits,6,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 3,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,FOOT,4,MINUTE,NO,0,0,100,0,0,0,0,0,0,
7,0481-001,048107,PANEL A,Panel A - 2 Visits,7,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,FOOT,4,MINUTE,NO,0,0,100,0,0,0,0,0,0,
8,0481-001,048108,PANEL A,Panel A - 2 Visits,8,,ANOTHER HH MEMBER,2,YES,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,CHURCH / MISSION SCHOOL,DAY SCHOLAR,FOOT,4,MINUTE,NO,0,0,100,0,0,0,0,0,0,
1,0482-001,048206,PANEL B,Panel B - 2 Visits,1,,ANOTHER HH MEMBER,2,YES,YES,YES,SECONDARY FORM 2,PSLC,NO,,NO,1998,,,,,,,,,,,,,,,,
2,0482-001,048201,PANEL B,Panel B - 2 Visits,2,,SELF-REPORTED,,YES,YES,YES,PRIMARY STANDARD 7,NONE,NO,,NO,1996,,,,,,,,,,,,,,,,
3,0482-001,048202,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 8,NONE,YES,PRIMARY STANDARD 7,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,0,0,0,0,0,100,0,
4,0482-001,048203,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,0,0,0,0,0,100,0,
5,0482-001,048204,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,2,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,0,0,0,0,0,100,0,
6,0482-001,048205,PANEL B,Panel B - 2 Visits,6,,ANOTHER HH MEMBER,2,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
7,0482-001,048200107,PANEL B,Panel B - 2 Visits,7,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0483-001,048301,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,PRIMARY STANDARD 7,NONE,NO,,NO,1997,,,,,,,,,,,,,,,,
2,0483-001,048302,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 6,NONE,NO,,NO,1999,,,,,,,,,,,,,,,,
3,0483-001,048303,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,400,1250,0,500,0,300,0,
4,0483-001,048304,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
5,0483-001,048305,PANEL A,Panel A - 2 Visits,5,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
6,0483-001,048306,PANEL A,Panel A - 2 Visits,6,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,NO,,NO,1989,,,,,,,,,,,,,,,,
7,0483-001,048307,PANEL A,Panel A - 2 Visits,7,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0483-001,048300108,PANEL A,Panel A - 2 Visits,8,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0484-001,048401,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 8,NONE,NO,,NO,1980,,,,,,,,,,,,,,,,
2,0484-001,048402,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 7,NONE,YES,PRIMARY STANDARD 7,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,0,600,0,0,0,0,0,
3,0484-001,048403,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,YES,YES,PRIMARY STANDARD 7,NONE,YES,PRIMARY STANDARD 6,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,0,850,0,0,0,0,0,
1,0485-001,048501,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,PRIMARY STANDARD 8,NONE,NO,,NO,1964,,,,,,,,,,,,,,,,
2,0485-001,048502,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,0485-001,048503,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
4,0485-001,048504,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
5,0485-001,048505,PANEL A,Panel A - 2 Visits,5,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 6,NONE,NO,,NO,2003,,,,,,,,,,,,,,,,
6,0485-001,048506,PANEL A,Panel A - 2 Visits,6,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
7,0485-001,048507,PANEL A,Panel A - 2 Visits,7,,ANOTHER HH MEMBER,1,YES,,YES,PRIMARY STANDARD 7,NONE,NO,,NO,2009,,,,,,,,,,,,,,,,
8,0485-001,048508,PANEL A,Panel A - 2 Visits,8,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 7,NONE,YES,PRIMARY STANDARD 6,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,2,MINUTE,NO,0,0,0,0,0,0,0,0,2000,
9,0485-001,048509,PANEL A,Panel A - 2 Visits,9,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 7,NONE,NO,,NO,2011,,,,,,,,,,,,,,,,
10,0485-001,048510,PANEL A,Panel A - 2 Visits,10,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,NURSERY / PRE SCHOOL,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,2,MINUTE,NO,0,0,150,400,0,0,0,0,1000,
11,0485-001,048511,PANEL A,Panel A - 2 Visits,11,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
12,0485-001,048500112,PANEL A,Panel A - 2 Visits,12,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
13,0485-001,048500113,PANEL A,Panel A - 2 Visits,13,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 8,NONE,YES,PRIMARY STANDARD 7,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,2,MINUTE,NO,0,0,2000,0,0,0,0,0,2000,
14,0485-001,048500114,PANEL A,Panel A - 2 Visits,14,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0485-001,048500115,PANEL A,Panel A - 2 Visits,15,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 7,NONE,YES,PRIMARY STANDARD 6,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,2,MINUTE,NO,0,0,1200,0,0,0,0,0,1000,
1,0486-001,048601,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,NO,NO,YES,PRIMARY STANDARD 1,NONE,NO,,NO,1973,,,,,,,,,,,,,,,,
2,0486-001,048602,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 7,NONE,NO,,NO,1985,,,,,,,,,,,,,,,,
3,0486-001,048603,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 7,NONE,NO,,NO,2002,,,,,,,,,,,,,,,,
4,0486-001,048605,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 6,NONE,YES,PRIMARY STANDARD 5,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,NO,0,0,0,0,0,250,0,0,0,
5,0486-001,048606,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 5,NONE,NO,,NO,2011,,,,,,,,,,,,,,,,
6,0486-001,048607,PANEL B,Panel B - 2 Visits,6,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,NO,0,0,0,0,0,250,0,0,0,
7,0486-001,048608,PANEL B,Panel B - 2 Visits,7,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,15,MINUTE,NO,0,0,0,950,0,250,0,0,0,
1,0487-001,048701,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 4,NONE,NO,,NO,1990,,,,,,,,,,,,,,,,
2,0487-001,048702,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 8,NONE,NO,,NO,1990,,,,,,,,,,,,,,,,
3,0487-001,048703,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 8,NONE,YES,PRIMARY STANDARD 7,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,150,0,0,0,0,400,60,
4,0487-001,048704,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 5,NONE,YES,PRIMARY STANDARD 4,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,200,1200,0,0,0,400,60,
5,0487-001,048705,PANEL A,Panel A - 2 Visits,5,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 5,NONE,YES,PRIMARY STANDARD 4,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,150,1200,0,0,0,400,60,
6,0487-001,048706,PANEL A,Panel A - 2 Visits,6,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 1,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,0,1500,0,0,0,400,60,
7,0487-001,048700107,PANEL A,Panel A - 2 Visits,7,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0487-001,048708,PANEL A,Panel A - 2 Visits,8,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 3,NONE,NO,,NO,1985,,,,,,,,,,,,,,,,
9,0487-001,048709,PANEL A,Panel A - 2 Visits,9,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
10,0487-001,048700110,PANEL A,Panel A - 2 Visits,10,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,30,MINUTE,NO,0,0,0,0,0,0,0,400,60,
1,0487-007,048700701,PANEL A,Panel A - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,PRIMARY STANDARD 4,NONE,NO,,NO,1963,,,,,,,,,,,,,,,,
2,0487-007,048700702,PANEL A,Panel A - 2 Visits,2,,ANOTHER HH MEMBER,1,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,
3,0487-007,048700703,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 2,PSLC,NO,,NO,2010,,,,,,,,,,,,,,,,
4,0487-007,048700704,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 4,PSLC,YES,SECONDARY FORM 3,YES,,CHURCH / MISSION SCHOOL,BOARDER,,,,NO,,0,2500,2000,16000,0,3000,0,0,
5,0487-007,048700705,PANEL A,Panel A - 2 Visits,5,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 8,NONE,YES,PRIMARY STANDARD 7,YES,,CHURCH / MISSION SCHOOL,BOARDER,,,,NO,,0,2500,2000,16000,0,3000,400,0,
6,0487-007,048700706,PANEL A,Panel A - 2 Visits,6,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 8,NONE,YES,PRIMARY STANDARD 4,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,5,MINUTE,NO,,0,100,600,0,0,0,200,90,
7,0487-007,048700707,PANEL A,Panel A - 2 Visits,7,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 5,NONE,YES,PRIMARY STANDARD 4,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,5,MINUTE,NO,,0,100,700,0,0,0,100,90,
8,0487-007,048700708,PANEL A,Panel A - 2 Visits,8,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 5,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,5,MINUTE,NO,,0,150,700,0,0,0,100,90,
9,0487-007,048700709,PANEL A,Panel A - 2 Visits,9,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 5,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,5,MINUTE,NO,,0,70,700,0,0,0,100,90,
10,0487-007,048700710,PANEL A,Panel A - 2 Visits,10,,ANOTHER HH MEMBER,1,NO,NO,YES,PRIMARY STANDARD 2,NONE,YES,PRIMARY STANDARD 1,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,5,MINUTE,NO,,0,200,700,0,0,0,100,90,
11,0487-007,048700711,PANEL A,Panel A - 2 Visits,11,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0487-007,048700712,PANEL A,Panel A - 2 Visits,12,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 1,PSLC,YES,PRIMARY STANDARD 8,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,5,MINUTE,NO,,0,100,700,0,0,0,100,90,
13,0487-007,048700713,PANEL A,Panel A - 2 Visits,13,,ANOTHER HH MEMBER,1,YES,YES,YES,SECONDARY FORM 1,PSLC,YES,PRIMARY STANDARD 8,YES,,CHURCH / MISSION SCHOOL,BOARDER,,,,NO,,0,50,600,0,0,0,100,90,
14,0487-007,048700714,PANEL A,Panel A - 2 Visits,14,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 7,NONE,YES,PRIMARY STANDARD 6,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,5,MINUTE,NO,,0,50,2000,1600,0,0,100,90,
15,0487-007,048700715,PANEL A,Panel A - 2 Visits,15,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0487-007,048707,PANEL A,Panel A - 2 Visits,16,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 7,NONE,YES,PRIMARY STANDARD 6,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,5,MINUTE,NO,,0,270,700,0,0,0,0,90,
17,0487-007,048700717,PANEL A,Panel A - 2 Visits,17,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 8,NONE,NO,,NO,1991,,,,,,,,,,,,,,,,
18,0487-007,048700718,PANEL A,Panel A - 2 Visits,18,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0488-001,048801,PANEL B,Panel B - 2 Visits,1,,SELF-REPORTED,,YES,YES,YES,PRIMARY STANDARD 8,NONE,NO,,NO,1970,,,,,,,,,,,,,,,,
2,0488-001,048802,PANEL B,Panel B - 2 Visits,2,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 8,NONE,NO,,NO,1975,,,,,,,,,,,,,,,,
3,0488-001,048803,PANEL B,Panel B - 2 Visits,3,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 8,NONE,NO,,NO,2000,,,,,,,,,,,,,,,,
4,0488-001,048804,PANEL B,Panel B - 2 Visits,4,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 8,NONE,NO,,NO,2011,,,,,,,,,,,,,,,,
5,0488-001,048805,PANEL B,Panel B - 2 Visits,5,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 8,NONE,YES,PRIMARY STANDARD 7,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,1000,850,0,300,0,0,0,
6,0488-001,048806,PANEL B,Panel B - 2 Visits,6,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 8,NONE,YES,PRIMARY STANDARD 7,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,1000,850,0,300,0,0,0,
7,0488-001,048807,PANEL B,Panel B - 2 Visits,7,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 6,NONE,YES,PRIMARY STANDARD 5,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,1000,700,0,300,0,0,0,
8,0488-001,048808,PANEL B,Panel B - 2 Visits,8,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,500,0,0,300,0,0,0,
9,0488-001,048809,PANEL B,Panel B - 2 Visits,9,,ANOTHER HH MEMBER,1,YES,YES,YES,PRIMARY STANDARD 4,NONE,YES,PRIMARY STANDARD 3,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,300,0,0,300,0,0,0,
10,0488-001,048810,PANEL B,Panel B - 2 Visits,10,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,0,0,0,300,0,0,0,
11,0488-001,048811,PANEL B,Panel B - 2 Visits,11,,ANOTHER HH MEMBER,1,YES,NO,YES,PRIMARY STANDARD 3,NONE,YES,PRIMARY STANDARD 2,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,10,MINUTE,NO,0,0,0,0,0,300,0,0,0,
1,0489-001,048901,PANEL A,Panel A - 2 Visits,1,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 8,NONE,NO,,NO,1985,,,,,,,,,,,,,,,,
2,0489-001,048902,PANEL A,Panel A - 2 Visits,2,,SELF-REPORTED,,YES,NO,YES,PRIMARY STANDARD 6,NONE,NO,,NO,1985,,,,,,,,,,,,,,,,
3,0489-001,048903,PANEL A,Panel A - 2 Visits,3,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 1,NONE,NO,,NO,2011,,,,,,,,,,,,,,,,
4,0489-001,048905,PANEL A,Panel A - 2 Visits,4,,ANOTHER HH MEMBER,2,YES,YES,YES,PRIMARY STANDARD 6,NONE,YES,PRIMARY STANDARD 5,YES,,LEA / GOVERNMENT,DAY SCHOLAR,FOOT,20,MINUTE,NO,0,0,360,0,0,0,0,0,0,
