occ,y2_hhid,qx_type,interview_status,ag_i0b,ag_i01,ag_i01_1,ag_i02a,ag_i02b,ag_i02c,ag_i03,ag_i11,ag_i12a,ag_i12b,ag_i12c,ag_i12_1a,ag_i12_1b,ag_i13,ag_i14a,ag_i14b,ag_i15a,ag_i15b,ag_i16,ag_i17,ag_i18,ag_i19,ag_i20,ag_i21a,ag_i21b,ag_i21c,ag_i21_1a,ag_i21_1b,ag_i22,ag_i23a,ag_i23b,ag_i24a,ag_i24b,ag_i25,ag_i26,ag_i27,ag_i31a,ag_i31b,ag_i31c,ag_i32a,ag_i32b,ag_i32c,ag_i33a,ag_i33b,ag_i33c,ag_i34a,ag_i34b,ag_i34c,ag_i35a,ag_i35b,ag_i35c,ag_i36a,ag_i36b,ag_i36c,ag_i36d,ag_i37a,ag_i37b,ag_i38,ag_i39,ag_i40a,ag_i40b,ag_i40c,ag_i41a,ag_i41b,ag_i42a,ag_i42b
2,0126-001,PANEL B,Panel B - 2 Visits,RICE FAYA,YES,1,17,PAIL (LARGE),UNSHELLED,37400,N03,10,PAIL (LARGE),UNSHELLED,1,2,22000,1,2,AUGUST,2013,1,BUYER PICKED UP THE CROP,0,YES,N02,7,PAIL (LARGE),UNSHELLED,1,,15400,1,2,SEPTEMBER,2013,1,ON FOOT,0,4,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,3,PAIL (LARGE),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,14,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0127-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,7,PAIL (LARGE),SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
2,0127-001,PANEL A,Panel A - 2 Visits,GROUNDNUT CHALIMBANA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,KILOGRAM,UNSHELLED,0,,,0,,,0,,,10,KILOGRAM,UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,10,KILOGRAM,UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
3,0127-001,PANEL A,Panel A - 2 Visits,GROUND BEAN(NZAMA),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,NO. 12 PLATE,UNSHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,0128-001,PANEL B,Panel B - 2 Visits,RICE KILOMBERO,YES,1,60,PAIL (LARGE),UNSHELLED,120000,N01,60,PAIL (LARGE),UNSHELLED,1,2,120000,1,2,JULY,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,5,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,4,PAIL (LARGE),UNSHELLED,12,PAIL (LARGE),UNSHELLED,,FLOOD,ROTTING,YES,BAGS IN HOUSE,16,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0128-003,PANEL B,Panel B - 2 Visits,RICE KILOMBERO,YES,2,20,PAIL (LARGE),UNSHELLED,46000,N03,20,PAIL (LARGE),UNSHELLED,1,2,46000,1,2,AUGUST,2013,1,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,3,PAIL (LARGE),UNSHELLED,9,PAIL (LARGE),UNSHELLED,,ROTTING,FLOOD,YES,BAGS IN HOUSE,8,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0128-003,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,2,PAIL (LARGE),SHELLED,0,,,0,,,0,,,0,,,10,PAIL (LARGE),SHELLED,,ROTTING,FLOOD,YES,BAGS IN HOUSE,7,PAIL (LARGE),SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
1,0128-004,PANEL B,Panel B - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0129-001,PANEL A,Panel A - 2 Visits,RICE KILOMBERO,YES,1,30,PAIL (LARGE),UNSHELLED,60000,N01,30,PAIL (LARGE),UNSHELLED,1,2,60000,1,2,JULY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,3,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,6,PAIL (LARGE),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,26,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0129-002,PANEL A,Panel A - 2 Visits,RICE KILOMBERO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,6,PAIL (LARGE),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,90,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0130-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),SHELLED,0,,,0,,,0,,,3,PAIL (LARGE),SHELLED,0,,,,,,YES,BAGS IN HOUSE,80,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
2,0130-001,PANEL B,Panel B - 2 Visits,OTHER GROUNDNUT (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (LARGE),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,9,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0131-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0131-001,PANEL A,Panel A - 2 Visits,RICE KILOMBERO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,2,PAIL (LARGE),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,6,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,0131-001,PANEL A,Panel A - 2 Visits,OTHER RICE (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0132-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,HEAPED IN HOUSE,1,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0133-002,PANEL A,Panel A - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
2,0133-002,PANEL A,Panel A - 2 Visits,RICE FAYA,YES,1,48,PAIL (LARGE),UNSHELLED,81600,N04,33,PAIL (LARGE),UNSHELLED,1,,56100,1,2,JULY,2013,1,ON FOOT,0,YES,N05,15,PAIL (LARGE),UNSHELLED,1,,25500,1,2,JULY,2013,1,BUYER PICKED UP THE CROP,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
3,0133-002,PANEL A,Panel A - 2 Visits,RICE TCG10,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,5,PAIL (LARGE),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,55,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0134-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),SHELLED,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,9,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,
2,0134-001,PANEL B,Panel B - 2 Visits,FINGER MILLET(MAWERE),YES,2,5,PAIL (LARGE),SHELLED,15000,N05,5,PAIL (LARGE),SHELLED,1,2,15000,1,2,JULY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,TO SELL AT A HIGHER PRICE,
1,0135-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0135-001,PANEL A,Panel A - 2 Visits,RICE KILOMBERO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,PAIL (SMALL),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0136-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,4,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
2,0136-001,PANEL B,Panel B - 2 Visits,GROUNDNUT CG7,YES,1,2,PAIL (LARGE),UNSHELLED,1600,N03,2,PAIL (LARGE),UNSHELLED,1,,1600,1,2,JULY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,1,PAIL (SMALL),UNSHELLED,0,,,0,,,0,,,4,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,1,PAIL (SMALL),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0137-001,PANEL A,Panel A - 2 Visits,RICE KILOMBERO,YES,1,2,50 KG BAG,SHELLED,24000,N05,2,50 KG BAG,SHELLED,1,2,24000,1,2,JULY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0137-001,PANEL A,Panel A - 2 Visits,RICE KILOMBERO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,0137-001,PANEL A,Panel A - 2 Visits,RICE KILOMBERO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,10,50 KG BAG,SHELLED,0,,,,,,YES,BAGS IN HOUSE,25,50 KG BAG,UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0138-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,1,PAIL (LARGE),SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
2,0138-001,PANEL B,Panel B - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,KILOGRAM,SHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
3,0138-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (LARGE),SHELLED,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,3,PAIL (LARGE),SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
4,0138-001,PANEL B,Panel B - 2 Visits,BEANS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,
1,0139-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,YES,1,10,50 KG BAG,SHELLED,30000,N02,10,50 KG BAG,SHELLED,1,2,30000,1,2,JULY,2013,1,BICYCLE TAXI,3000,NO,,,,,,,,,,,,,,,1,50 KG BAG,SHELLED,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,3,50 KG BAG,SHELLED,SPRAYING,SMOKING,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0139-001,PANEL A,Panel A - 2 Visits,RICE KILOMBERO,YES,1,6,50 KG BAG,SHELLED,8000,N02,6,50 KG BAG,SHELLED,1,2,8000,1,2,JULY,2013,1,BICYCLE TAXI,2100,NO,,,,,,,,,,,,,,,1,50 KG BAG,UNSHELLED,0,,,0,,,0,,,30,50 KG BAG,SHELLED,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,SPRAYING,SMOKING,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,0139-001,PANEL A,Panel A - 2 Visits,RICE KILOMBERO,YES,1,6,50 KG BAG,SHELLED,8000,N02,6,50 KG BAG,SHELLED,1,2,8000,1,2,JULY,2013,1,BICYCLE TAXI,21000,NO,,,,,,,,,,,,,,,1,50 KG BAG,UNSHELLED,0,,,0,,,0,,,30,50 KG BAG,SHELLED,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,SPRAYING,SMOKING,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
4,0139-001,PANEL A,Panel A - 2 Visits,RICE IET4094 (SENGA),YES,1,4,50 KG BAG,SHELLED,4500,N02,4,50 KG BAG,SHELLED,1,2,4500,1,2,JULY,2013,1,BICYCLE TAXI,700,NO,,,,,,,,,,,,,,,1,50 KG BAG,UNSHELLED,0,,,0,,,0,,,20,50 KG BAG,SHELLED,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,SPRAYING,SMOKING,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0140-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID RECYCLED,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PAIL (SMALL),SHELLED,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,8,PAIL (LARGE),SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
2,0140-001,PANEL B,Panel B - 2 Visits,FINGER MILLET(MAWERE),YES,1,4,PAIL (LARGE),SHELLED,12000,N02,4,PAIL (LARGE),SHELLED,1,2,12000,1,2,JULY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,1,PAIL (LARGE),SHELLED,0,,,0,,,0,,,1,PAIL (SMALL),SHELLED,0,,,,,,YES,BAGS IN HOUSE,6,PAIL (LARGE),SHELLED,DID NOTHING,,TO SELL AT A HIGHER PRICE,SEED FOR PLANTING
1,0141-001,PANEL A,Panel A - 2 Visits,RICE KILOMBERO,YES,1,5,50 KG BAG,UNSHELLED,6000,N02,5,50 KG BAG,UNSHELLED,1,2,6000,1,2,JUNE,2013,1,BUYER PICKED UP THE CROP,0,NO,,,,,,,,,,,,,,,1,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,15,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0142-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID RECYCLED,YES,1,5,PAIL (LARGE),SHELLED,7500,N04,5,PAIL (LARGE),SHELLED,1,2,7500,1,2,JULY,2013,3,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (LARGE),SHELLED,0,,,,,,YES,BAGS IN HOUSE,7,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0142-001,PANEL B,Panel B - 2 Visits,GROUNDNUT CHALIMBANA,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,3,PAIL (LARGE),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,2,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,0142-001,PANEL B,Panel B - 2 Visits,FINGER MILLET(MAWERE),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (SMALL),SHELLED,0,,,,,,YES,BAGS IN HOUSE,10,KILOGRAM,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0142-003,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (SMALL),SHELLED,0,,,,,,YES,BAGS IN HOUSE,9,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0142-003,PANEL B,Panel B - 2 Visits,OTHER GROUNDNUT (SPECIFY),YES,1,2,PAIL (LARGE),UNSHELLED,3000,N04,2,PAIL (LARGE),UNSHELLED,1,2,3000,1,2,JUNE,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,10,NO. 10 PLATE,UNSHELLED,0,,,0,,,0,,,10,KILOGRAM,UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,1,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
1,0143-002,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0143-002,PANEL A,Panel A - 2 Visits,RICE KILOMBERO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0144-001,PANEL B,Panel B - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (SMALL),SHELLED,10,KILOGRAM,SHELLED,,ROTTING,THEFT,YES,BAGS IN HOUSE,2,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0144-001,PANEL B,Panel B - 2 Visits,SOYABEAN,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,1,PAIL (SMALL),SHELLED,0,,,,,,YES,BAGS IN HOUSE,2,PAIL (LARGE),SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0145-001,PANEL A,Panel A - 2 Visits,RICE KILOMBERO,YES,1,40,PAIL (LARGE),UNSHELLED,80000,N01,40,PAIL (LARGE),UNSHELLED,1,2,80000,1,2,JUNE,2013,1,OWN BICYCLE OR OXCART,0,NO,,,,,,,,,,,,,,,4,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,10,PAIL (LARGE),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,150,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0145-001,PANEL A,Panel A - 2 Visits,RICE KILOMBERO,YES,1,20,PAIL (LARGE),UNSHELLED,40000,N01,20,PAIL (LARGE),UNSHELLED,1,2,40000,1,2,JULY,2013,1,OWN BICYCLE OR OXCART,0,NO,,,,,,,,,,,,,,,2,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,3,PAIL (LARGE),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,25,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
3,0145-001,PANEL A,Panel A - 2 Visits,RICE KILOMBERO,YES,1,20,PAIL (LARGE),UNSHELLED,40000,N01,20,PAIL (LARGE),UNSHELLED,1,2,40000,2,2,JULY,2013,1,OWN BICYCLE OR OXCART,0,NO,,,,,,,,,,,,,,,2,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,3,PAIL (LARGE),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,20,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0146-001,PANEL B,Panel B - 2 Visits,CMAIZE OMPOSITE/OPV,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,4,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,
2,0146-001,PANEL B,Panel B - 2 Visits,FINGER MILLET(MAWERE),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,2,PAIL (LARGE),SHELLED,DID NOTHING,,TO SELL AT A HIGHER PRICE,
1,0147-001,PANEL A,Panel A - 2 Visits,MAIZE LOCAL,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0147-001,PANEL A,Panel A - 2 Visits,RICE KILOMBERO,YES,3,1,50 KG BAG,UNSHELLED,8500,N04,1,50 KG BAG,UNSHELLED,1,3,8500,1,3,JULY,2013,2,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,1,50 KG BAG,UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,2,50 KG BAG,UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0148-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,YES,1,2,50 KG BAG,SHELLED,6000,N02,2,50 KG BAG,SHELLED,1,2,6000,1,2,JUNE,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,2,50 KG BAG,SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0148-001,PANEL B,Panel B - 2 Visits,TOBACCO BURLEY,YES,1,320,KILOGRAM,NOT APPLICABLE,120000,N04,320,KILOGRAM,NOT APPLICABLE,1,2,120000,1,2,JUNE,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0149-001,PANEL A,Panel A - 2 Visits,RICE KILOMBERO,YES,1,1,50 KG BAG,UNSHELLED,4500,N04,1,50 KG BAG,UNSHELLED,1,2,4500,1,2,JUNE,2013,2,ON FOOT,0,NO,,,,,,,,,,,,,,,1,PAIL (SMALL),UNSHELLED,0,,,0,,,0,,,0,,,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
2,0149-001,PANEL A,Panel A - 2 Visits,OTHER RICE (SPECIFY),YES,1,1,50 KG BAG,SHELLED,11000,N04,1,50 KG BAG,SHELLED,1,2,11000,1,2,JUNE,2013,2,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,1,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
3,0149-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,CHITANDALA OUTSIDE,1,50 KG BAG,SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,TO SELL AT A HIGHER PRICE
1,0152-001,PANEL B,Panel B - 2 Visits,MAIZE HYBRID,YES,1,1,PAIL (LARGE),SHELLED,1300,N03,1,PAIL (LARGE),SHELLED,1,2,1300,1,2,JULY,2013,1,ON FOOT,0,NO,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,YES,BAGS IN HOUSE,11,PAIL (LARGE),SHELLED,SPRAYING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0152-001,PANEL B,Panel B - 2 Visits,SOYABEAN,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,2,KILOGRAM,SHELLED,0,,,,,,YES,BAGS IN HOUSE,1,PAIL (LARGE),SHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
1,0153-001,PANEL A,Panel A - 2 Visits,MAIZE HYBRID,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,5,KILOGRAM,SHELLED,0,,,,,,NO,,,,,,,FOOD FOR HOUSEHOLD,SEED FOR PLANTING
2,0153-001,PANEL A,Panel A - 2 Visits,RICE KILOMBERO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,10,PAIL (LARGE),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,82,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
3,0153-001,PANEL A,Panel A - 2 Visits,OTHER RICE (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PAIL (LARGE),UNSHELLED,0,,,0,,,0,,,5,PAIL (LARGE),UNSHELLED,0,,,,,,YES,BAGS IN HOUSE,20,PAIL (LARGE),UNSHELLED,DID NOTHING,,FOOD FOR HOUSEHOLD,WAIT FOR THE ARRIVAL OF BUYER
