occ,y2_hhid,qx_type,interview_status,ag_nr00,ag_nr02,ag_nr03
3,0538-001,PANEL B,Panel B - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,0539-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0539-001,PANEL A,Panel A - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,0539-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,0540-001,PANEL B,Panel B - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
1,0541-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0541-001,PANEL A,Panel A - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,0541-001,PANEL A,Panel A - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,0541-001,PANEL A,Panel A - 2 Visits,N04,RELATIVE,WITHIN THE VILLAGE
1,0542-001,PANEL B,Panel B - 2 Visits,N01,MOBILE MARKET,NEAR THE TOWN
1,0542-003,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0542-003,PANEL B,Panel B - 2 Visits,N02,GOVERNMENT AGENCY,NEAR THE VILLAGE
3,0542-003,PANEL B,Panel B - 2 Visits,N03,FRIEND/NEIGHBOR,NEAR THE VILLAGE
4,0542-003,PANEL B,Panel B - 2 Visits,N04,RELATIVE,NEAR THE VILLAGE
5,0542-003,PANEL B,Panel B - 2 Visits,N05,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
6,0542-003,PANEL B,Panel B - 2 Visits,N06,MOBILE MARKET,NEAR THE VILLAGE
1,0543-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0543-001,PANEL A,Panel A - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,0543-001,PANEL A,Panel A - 2 Visits,N03,MOBILE MARKET,NEAR THE VILLAGE
4,0543-001,PANEL A,Panel A - 2 Visits,N04,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
5,0543-001,PANEL A,Panel A - 2 Visits,N05,RELATIVE,WITHIN THE VILLAGE
1,0544-001,PANEL B,Panel B - 2 Visits,N01,GOVERNMENT AGENCY,NEAR THE VILLAGE
2,0544-001,PANEL B,Panel B - 2 Visits,N02,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
1,0545-001,PANEL A,Panel A - 2 Visits,N01,OTHER (SPECIFY),NEAR THE VILLAGE
2,0545-001,PANEL A,Panel A - 2 Visits,N02,VILLAGE HEADMAN,WITHIN THE VILLAGE
3,0545-001,PANEL A,Panel A - 2 Visits,N03,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
1,0546-001,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0546-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,0546-001,PANEL B,Panel B - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
4,0546-001,PANEL B,Panel B - 2 Visits,N04,MAIN MARKET,NEAR THE TOWN
1,0547-001,PANEL A,Panel A - Combined Visit,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
2,0547-001,PANEL A,Panel A - Combined Visit,N02,RELATIVE,WITHIN THE VILLAGE
3,0547-001,PANEL A,Panel A - Combined Visit,N03,RELATIVE,WITHIN THE VILLAGE
4,0547-001,PANEL A,Panel A - Combined Visit,N04,MOBILE MARKET,WITHIN THE VILLAGE
5,0547-001,PANEL A,Panel A - Combined Visit,N05,MOBILE MARKET,WITHIN THE VILLAGE
6,0547-001,PANEL A,Panel A - Combined Visit,N06,LOCAL MARKET,NEAR THE VILLAGE
1,0548-001,PANEL B,Panel B - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,0548-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,0548-001,PANEL B,Panel B - 2 Visits,N03,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
1,0549-001,PANEL A,Panel A - 2 Visits,N01,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
2,0549-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
3,0549-001,PANEL A,Panel A - 2 Visits,N03,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
1,0549-006,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
1,0550-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0550-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,0550-001,PANEL B,Panel B - 2 Visits,N03,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
4,0550-001,PANEL B,Panel B - 2 Visits,N04,RELATIVE,WITHIN THE VILLAGE
1,0551-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0551-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,NEAR THE VILLAGE
3,0551-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,NEAR THE VILLAGE
4,0551-001,PANEL A,Panel A - 2 Visits,N04,MOBILE MARKET,NEAR THE VILLAGE
1,0552-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0552-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,0552-001,PANEL B,Panel B - 2 Visits,N03,LOCAL MARKET,OUTSIDE THE DISTRICT
1,0552-003,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0552-003,PANEL B,Panel B - 2 Visits,N02,RELATIVE,NEAR THE VILLAGE
3,0552-003,PANEL B,Panel B - 2 Visits,N03,MOBILE MARKET,NEAR THE VILLAGE
1,0553-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0553-001,PANEL A,Panel A - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
3,0553-001,PANEL A,Panel A - 2 Visits,N03,MAIN MARKET,OUTSIDE THE DISTRICT
4,0553-001,PANEL A,Panel A - 2 Visits,N04,MAIN MARKET,NEAR THE VILLAGE
1,0554-001,PANEL B,Panel B - 2 Visits,N01,RELATIVE,NEAR THE VILLAGE
1,0555-001,PANEL A,Panel A - 2 Visits,N01,PRIVATE TRADER IN MAIN MARKET,NEAR THE TOWN
2,0555-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,NEAR THE VILLAGE
3,0555-001,PANEL A,Panel A - 2 Visits,N03,PRIVATE TRADER IN LOCAL MARKET,NEAR THE TOWN
4,0555-001,PANEL A,Panel A - 2 Visits,N04,OTHER (SPECIFY),WITHIN THE VILLAGE
1,0556-001,PANEL B,Panel B - 2 Visits,,,
1,0557-001,PANEL A,Panel A - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
2,0557-001,PANEL A,Panel A - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
3,0557-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,0558-001,PANEL B,Panel B - 2 Visits,,,
1,0559-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0559-001,PANEL A,Panel A - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,0559-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,NEAR THE VILLAGE
4,0559-001,PANEL A,Panel A - 2 Visits,N04,OTHER (SPECIFY),NEAR THE TOWN
1,0559-003,PANEL A,Panel A - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
2,0559-003,PANEL A,Panel A - 2 Visits,N02,OTHER (SPECIFY),NEAR THE TOWN
1,0559-004,PANEL A,Panel A - Combined Visit,N01,VDC MEMBER,WITHIN THE VILLAGE
2,0559-004,PANEL A,Panel A - Combined Visit,N02,OTHER (SPECIFY),WITHIN THE VILLAGE
3,0559-004,PANEL A,Panel A - Combined Visit,N03,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE DISTRICT/URBAN CENTER
4,0559-004,PANEL A,Panel A - Combined Visit,N04,RELATIVE,NEAR THE DISTRICT/URBAN CENTER
5,0559-004,PANEL A,Panel A - Combined Visit,N05,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
6,0559-004,PANEL A,Panel A - Combined Visit,N06,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
7,0559-004,PANEL A,Panel A - Combined Visit,N07,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
8,0559-004,PANEL A,Panel A - Combined Visit,N08,PRIVATE TRADER IN MAIN MARKET,NEAR THE DISTRICT/URBAN CENTER
9,0559-004,PANEL A,Panel A - Combined Visit,N09,PRIVATE TRADER IN MAIN MARKET,NEAR THE DISTRICT/URBAN CENTER
10,0559-004,PANEL A,Panel A - Combined Visit,N10,PRIVATE TRADER IN MAIN MARKET,NEAR THE DISTRICT/URBAN CENTER
11,0559-004,PANEL A,Panel A - Combined Visit,N11,PRIVATE TRADER IN MAIN MARKET,NEAR THE DISTRICT/URBAN CENTER
12,0559-004,PANEL A,Panel A - Combined Visit,N12,RELATIVE,NEAR THE DISTRICT/URBAN CENTER
13,0559-004,PANEL A,Panel A - Combined Visit,N13,PRIVATE TRADER IN MAIN MARKET,NEAR THE DISTRICT/URBAN CENTER
14,0559-004,PANEL A,Panel A - Combined Visit,N14,PRIVATE TRADER IN MAIN MARKET,NEAR THE DISTRICT/URBAN CENTER
15,0559-004,PANEL A,Panel A - Combined Visit,N15,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,0560-001,PANEL B,Panel B - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,0560-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
1,0561-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,0561-001,PANEL A,Panel A - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,0561-001,PANEL A,Panel A - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,0561-001,PANEL A,Panel A - 2 Visits,N04,MOBILE MARKET,NEAR THE VILLAGE
1,0562-001,PANEL B,Panel B - 2 Visits,N01,PRIVATE TRADER IN LOCAL MARKET,WITHIN THE VILLAGE
1,0563-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0563-001,PANEL A,Panel A - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,0563-001,PANEL A,Panel A - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
4,0563-001,PANEL A,Panel A - 2 Visits,N04,RELATIVE,WITHIN THE VILLAGE
1,0564-001,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0564-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,0564-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,0564-001,PANEL B,Panel B - 2 Visits,N04,RELATIVE,NEAR THE VILLAGE
1,0564-003,PANEL B,Panel B - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
2,0564-003,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,0564-003,PANEL B,Panel B - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,0564-004,PANEL B,Panel B - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
2,0564-004,PANEL B,Panel B - 2 Visits,N02,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
1,0565-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0565-001,PANEL A,Panel A - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE TOWN
1,0566-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0566-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE TOWN
3,0566-001,PANEL B,Panel B - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,0567-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,0567-001,PANEL A,Panel A - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
3,0567-001,PANEL A,Panel A - 2 Visits,N03,LOCAL MARKET,NEAR THE VILLAGE
1,0568-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0568-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,0568-001,PANEL B,Panel B - 2 Visits,N03,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
1,0569-001,PANEL A,Panel A - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,OUTSIDE THE DISTRICT
2,0569-001,PANEL A,Panel A - 2 Visits,N02,PRIVATE TRADER IN MAIN MARKET,NEAR THE VILLAGE
3,0569-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
4,0569-001,PANEL A,Panel A - 2 Visits,N04,MOBILE MARKET,NEAR THE VILLAGE
1,0570-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0570-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,0570-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,NEAR THE VILLAGE
4,0570-001,PANEL B,Panel B - 2 Visits,N04,FRIEND/NEIGHBOR,NEAR THE VILLAGE
1,0571-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0571-001,PANEL A,Panel A - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE TOWN
1,0572-001,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
1,0573-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0573-001,PANEL A,Panel A - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,0573-001,PANEL A,Panel A - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
4,0573-001,PANEL A,Panel A - 2 Visits,N04,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
1,0574-001,PANEL B,Panel B - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
2,0574-001,PANEL B,Panel B - 2 Visits,N02,FARMER BASED CLUB/ASSOCIATION,WITHIN THE VILLAGE
3,0574-001,PANEL B,Panel B - 2 Visits,N03,DISTRICT VETERINARY,NEAR THE VILLAGE
4,0574-001,PANEL B,Panel B - 2 Visits,N04,PRIVATE COMPANY/BUSINESS PERSON,WITHIN THE VILLAGE
1,0574-004,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0574-004,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,0574-004,PANEL B,Panel B - 2 Visits,N03,PRIVATE TRADER IN MAIN MARKET,NEAR THE VILLAGE
4,0574-004,PANEL B,Panel B - 2 Visits,N04,RELATIVE,WITHIN THE VILLAGE
5,0574-004,PANEL B,Panel B - 2 Visits,N05,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
1,0575-002,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0575-002,PANEL A,Panel A - 2 Visits,N02,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
1,0576-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0576-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,0576-001,PANEL B,Panel B - 2 Visits,N03,MOBILE MARKET,NEAR THE VILLAGE
1,0577-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0577-001,PANEL A,Panel A - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
3,0577-001,PANEL A,Panel A - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,0577-001,PANEL A,Panel A - 2 Visits,N04,RELATIVE,NEAR THE DISTRICT/URBAN CENTER
5,0577-001,PANEL A,Panel A - 2 Visits,N05,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
1,0578-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0578-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
1,0579-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
2,0579-001,PANEL A,Panel A - 2 Visits,N02,LOCAL MARKET,NEAR THE VILLAGE
3,0579-001,PANEL A,Panel A - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,OUTSIDE THE DISTRICT
1,0580-001,PANEL B,Panel B - 2 Visits,N01,PARASTATAL ORGANIZATION,WITHIN THE VILLAGE
2,0580-001,PANEL B,Panel B - 2 Visits,N02,PRIVATE TRADER IN MAIN MARKET,NEAR THE VILLAGE
3,0580-001,PANEL B,Panel B - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
4,0580-001,PANEL B,Panel B - 2 Visits,N04,PRIVATE TRADER IN MAIN MARKET,NEAR THE TOWN
1,0581-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0581-001,PANEL A,Panel A - 2 Visits,N02,VILLAGE HEADMAN,WITHIN THE VILLAGE
3,0581-001,PANEL A,Panel A - 2 Visits,N03,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
4,0581-001,PANEL A,Panel A - 2 Visits,N04,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
1,0582-001,PANEL B,Panel B - 2 Visits,N01,FRIEND/NEIGHBOR,NEAR THE VILLAGE
2,0582-001,PANEL B,Panel B - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
1,0583-001,PANEL A,Panel A - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
2,0583-001,PANEL A,Panel A - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE TOWN
3,0583-001,PANEL A,Panel A - 2 Visits,N03,MAIN MARKET,NEAR THE TOWN
4,0583-001,PANEL A,Panel A - 2 Visits,N04,MOBILE MARKET,NEAR THE TOWN
1,0584-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0584-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,0584-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,0584-001,PANEL B,Panel B - 2 Visits,N04,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
1,0585-001,PANEL A,Panel A - 2 Visits,N01,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
2,0585-001,PANEL A,Panel A - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
3,0585-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
4,0585-001,PANEL A,Panel A - 2 Visits,N04,VILLAGE HEADMAN,WITHIN THE VILLAGE
5,0585-001,PANEL A,Panel A - 2 Visits,N05,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
6,0585-001,PANEL A,Panel A - 2 Visits,N06,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
7,0585-001,PANEL A,Panel A - 2 Visits,N07,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
8,0585-001,PANEL A,Panel A - 2 Visits,N08,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
1,0586-001,PANEL B,Panel B - 2 Visits,N01,LOCAL MARKET,NEAR THE VILLAGE
1,0587-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0587-001,PANEL A,Panel A - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,0587-001,PANEL A,Panel A - 2 Visits,N03,AUCTION IN MAIN MARKET,WITHIN THE VILLAGE
1,0588-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0588-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,WITHIN THE VILLAGE
3,0588-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
1,0589-001,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0589-001,PANEL A,Panel A - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
1,0590-001,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0590-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,0590-001,PANEL B,Panel B - 2 Visits,N03,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
1,0591-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0591-001,PANEL A,Panel A - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE TOWN
3,0591-001,PANEL A,Panel A - 2 Visits,N03,LOCAL MARKET,NEAR THE TOWN
1,0592-005,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0592-005,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,0592-005,PANEL B,Panel B - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
4,0592-005,PANEL B,Panel B - 2 Visits,N04,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
1,0594-001,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0594-001,PANEL B,Panel B - 2 Visits,N02,LOCAL MARKET,NEAR THE VILLAGE
3,0594-001,PANEL B,Panel B - 2 Visits,N03,RELATIVE,WITHIN THE VILLAGE
4,0594-001,PANEL B,Panel B - 2 Visits,N04,AGRICULTURAL COOPERATIVE,NEAR THE VILLAGE
1,0595-001,PANEL A,Panel A - 2 Visits,N01,PRIVATE TRADER IN MAIN MARKET,NEAR THE VILLAGE
2,0595-001,PANEL A,Panel A - 2 Visits,N02,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
3,0595-001,PANEL A,Panel A - 2 Visits,N03,AUCTION IN MAIN MARKET,NEAR THE DISTRICT/URBAN CENTER
1,0596-001,PANEL B,Panel B - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0596-001,PANEL B,Panel B - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
1,0597-001,PANEL A,Panel A - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
2,0597-001,PANEL A,Panel A - 2 Visits,N02,LOCAL MARKET,NEAR THE VILLAGE
1,0598-001,PANEL B,Panel B - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0598-001,PANEL B,Panel B - 2 Visits,N02,MOBILE MARKET,NEAR THE VILLAGE
1,0599-001,PANEL A,Panel A - 2 Visits,N01,VILLAGE HEADMAN,WITHIN THE VILLAGE
2,0599-001,PANEL A,Panel A - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,0599-001,PANEL A,Panel A - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
4,0599-001,PANEL A,Panel A - 2 Visits,N04,MOBILE MARKET,WITHIN THE VILLAGE
5,0599-001,PANEL A,Panel A - 2 Visits,N05,PRIVATE COMPANY/BUSINESS PERSON,OUTSIDE THE DISTRICT
1,0599-003,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0599-003,PANEL A,Panel A - 2 Visits,N02,RELATIVE,NEAR THE VILLAGE
1,0599-004,PANEL A,Panel A - 2 Visits,N01,RELATIVE,WITHIN THE VILLAGE
2,0599-004,PANEL A,Panel A - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
3,0599-004,PANEL A,Panel A - 2 Visits,N03,LOCAL MARKET,NEAR THE VILLAGE
1,0600-001,PANEL B,Panel B - 2 Visits,N01,FARMER BASED CLUB/ASSOCIATION,NEAR THE DISTRICT/URBAN CENTER
2,0600-001,PANEL B,Panel B - 2 Visits,N02,RELATIVE,WITHIN THE VILLAGE
1,0602-001,PANEL B,Panel B - 2 Visits,N01,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
2,0602-001,PANEL B,Panel B - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
3,0602-001,PANEL B,Panel B - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
4,0602-001,PANEL B,Panel B - 2 Visits,N04,RELATIVE,WITHIN THE VILLAGE
5,0602-001,PANEL B,Panel B - 2 Visits,N05,PRIVATE TRADER IN LOCAL MARKET,NEAR THE VILLAGE
6,0602-001,PANEL B,Panel B - 2 Visits,N06,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
1,0603-001,PANEL A,Panel A - 2 Visits,N01,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
2,0603-001,PANEL A,Panel A - 2 Visits,N02,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
3,0603-001,PANEL A,Panel A - 2 Visits,N03,FRIEND/NEIGHBOR,NEAR THE VILLAGE
1,0604-001,PANEL B,Panel B - 2 Visits,N01,RELATIVE,NEAR THE TOWN
2,0604-001,PANEL B,Panel B - 2 Visits,N02,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
3,0604-001,PANEL B,Panel B - 2 Visits,N03,FRIEND/NEIGHBOR,WITHIN THE VILLAGE
4,0604-001,PANEL B,Panel B - 2 Visits,N04,MOBILE MARKET,NEAR THE VILLAGE
1,0605-001,PANEL A,Panel A - 2 Visits,N01,AGRICULTURAL COOPERATIVE,NEAR THE TOWN
2,0605-001,PANEL A,Panel A - 2 Visits,N02,PARASTATAL ORGANIZATION,NEAR THE VILLAGE
3,0605-001,PANEL A,Panel A - 2 Visits,N03,PRIVATE COMPANY/BUSINESS PERSON,NEAR THE VILLAGE
4,0605-001,PANEL A,Panel A - 2 Visits,N04,RELATIVE,WITHIN THE VILLAGE
