occ,ea_id,com_ch0b,com_ch01,com_ch02,com_ch03,com_ch04,com_ch05,com_ch06,com_ch07a,com_ch07b,com_ch07c,com_ch07d,com_ch07e,com_ch07f,com_ch07h,com_ch07i,com_ch08,com_ch09,com_ch09_1a,com_ch09_1b,com_ch09_1c,com_ch10,com_ch11,com_ch12,com_ch13a,com_ch13b,com_ch13c,com_ch14,com_ch15
6,20115434,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,YES,YES,YES,YES,SCHOOL COMMITTEE,YES,NO,NO,NO,YES,NO,NO,YES,NO,YES,ADDRESSED BEING ADRESSED,OTHER (SPECIFY),COMMUNITY FUNDRAISING,,348000,48000,COMPULSARY,YES,YES,NO,VILLAGE RESIDENTS,
7,20115434,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,20115434,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,20115434,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,YES,NO,NO,NO,YES,NO,NO,YES,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
10,20115434,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,20115434,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,YES,NO,NO,NO,YES,YES,,YES,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
12,20115434,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,20115434,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,20115434,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,20115434,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,20115434,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,20115434,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,20115434,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,20205207,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,20205207,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,20205207,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,20205207,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,20205207,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,20205207,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,YES,YES,YES,YES,SCHOOL COMMITTEE,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES,TO BE ADDRESSED; RESPONSE POSITIVE,OTHER (SPECIFY),,,7800000,0,,YES,YES,NO,VILLAGE RESIDENTS,
7,20205207,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,20205207,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,20205207,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,20205207,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,20205207,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,20205207,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,20205207,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,20205207,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,20205207,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,20205207,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,20205207,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,20205207,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,20206362,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,20206362,ROAD: MAINTENANCE,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES,ADDRESSED BEING ADRESSED,OTHER (SPECIFY),,,0,0,,YES,YES,NO,GROUP VILLAGE HEADMAN,
3,20206362,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,20206362,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,20206362,PRIMARY SCHOOL: CONSTRUCTION,NO,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,ADDRESSED BEING ADRESSED,DISTRICT/CITY ASSEMBLY,COMMUNITY FUNDRAISING,,2400000,1500,VOLUNTARY,YES,YES,NO,VILLAGE RESIDENTS,
6,20206362,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES,ADDRESSED BEING ADRESSED,OTHER (SPECIFY),COMMUNITY FUNDRAISING,,180000,21000,COMPULSARY,YES,YES,NO,VILLAGE RESIDENTS,
7,20206362,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,20206362,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,20206362,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,20206362,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,YES,YES,YES,OTHER (SPECIFY),YES,YES,NO,NO,YES,NO,NO,YES,NO,YES,ADDRESSED BEING ADRESSED,NGO,,,99,0,,YES,YES,NO,VILLAGE RESIDENTS,
11,20206362,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,YES,YES,,,,YES,NO,NO,NO,NO,NO,YES,NO,YES,ADDRESSED BEING ADRESSED,NGO,COMMUNITY FUNDRAISING,,99,45000,COMPULSARY,YES,YES,NO,VILLAGE RESIDENTS,
12,20206362,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,20206362,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,20206362,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,20206362,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,20206362,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,20206362,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,20206362,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,20302539,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,20302539,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,20302539,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,20302539,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,20302539,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,20302539,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,YES,YES,YES,GROUP VILLAGE HEADMAN,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES,ADDRESSED BEING ADRESSED,OTHER (SPECIFY),COMMUNITY FUNDRAISING,,,46000,COMPULSARY,YES,YES,NO,VILLAGE RESIDENTS,
7,20302539,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,20302539,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,20302539,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,20302539,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,20302539,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,20302539,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,20302539,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,20302539,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,20302539,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,20302539,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,20302539,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,20302539,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,20303065,ROAD: CONSTRUCTION,YES,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,NO,NO,NO,YES,NO,YES,NO,NO,YES,NOT ADDRESSED; ATTEMPTS FAILED,,,,,,,,,,,
2,20303065,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,20303065,BRIDGE: CONSTRUCTION,YES,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES,ADDRESSED BEING ADRESSED,OTHER (SPECIFY),,,500000,0,,YES,YES,NO,VILLAGE RESIDENTS,
4,20303065,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,20303065,PRIMARY SCHOOL: CONSTRUCTION,YES,YES,YES,YES,SCHOOL COMMITTEE,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,ADDRESSED BEING ADRESSED,MASAF,NGO,,3700000,0,,YES,YES,NO,VILLAGE RESIDENTS,
6,20303065,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,YES,YES,YES,SCHOOL COMMITTEE,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,NOT ADDRESSED; RESPONSE PENDING,,,,,,,,,,,
7,20303065,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,20303065,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,YES,YES,YES,YES,OTHER (SPECIFY),YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
9,20303065,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,20303065,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,20303065,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,YES,YES,YES,YES,OTHER (SPECIFY),YES,NO,NO,YES,YES,YES,YES,YES,NO,YES,NOT ADDRESSED; ATTEMPTS FAILED,,,,,,,,,,,
12,20303065,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,YES,NO,NO,NO,NO,NO,YES,NO,YES,ADDRESSED BEING ADRESSED,NGO,,,500000,0,,YES,YES,NO,VILLAGE RESIDENTS,
13,20303065,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,20303065,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,20303065,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,20303065,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,20303065,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,20303065,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,20305301,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,20305301,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,20305301,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,20305301,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,20305301,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,20305301,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,YES,YES,YES,YES,SCHOOL COMMITTEE,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,ADDRESSED BEING ADRESSED,OTHER (SPECIFY),COMMUNITY FUNDRAISING,,541600,184600,COMPULSARY,YES,YES,NO,VILLAGE RESIDENTS,
7,20305301,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,20305301,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,20305301,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,20305301,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,20305301,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,YES,YES,YES,YES,SCHOOL COMMITTEE,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
12,20305301,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,20305301,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,20305301,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,20305301,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,20305301,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,20305301,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,20305301,OTHER (SPECIFY),YES,YES,YES,YES,VILLAGE HEADMAN,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NOT ADDRESSED; RESPONSE PENDING,,,,,,,,,,,
1,20306557,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,20306557,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,20306557,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,20306557,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,20306557,PRIMARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
6,20306557,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
7,20306557,SECONDARY SCHOOL: CONSTRUCTION,YES,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,,,,,,,,,YES,NOT ADDRESSED; ATTEMPTS FAILED,,,,,,,,,,,
8,20306557,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,20306557,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,20306557,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,20306557,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,YES,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NOT ADDRESSED; ATTEMPTS FAILED,,,,,,,,,,,
12,20306557,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,YES,YES,YES,HEALTH COMMITTEE,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,ADDRESSED BEING ADRESSED,COMMUNITY FUNDRAISING,,,9200,9200,,YES,NO,NO,VILLAGE RESIDENTS,
13,20306557,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,20306557,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,20306557,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,20306557,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,YES,YES,YES,YES,VILLAGE DEVELOPMENT COMMITTEE,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,PROMISED BUT NOT ADDRESSED,,,,,,,,,,,
17,20306557,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,20306557,OTHER (SPECIFY),YES,YES,YES,YES,SCHOOL COMMITTEE,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,ADDRESSED BEING ADRESSED,COMMUNITY FUNDRAISING,OTHER (SPECIFY),,1640000,80000,,YES,YES,NO,VILLAGE RESIDENTS,
1,20402198,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,20402198,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,20402198,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,20402198,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,20402198,PRIMARY SCHOOL: CONSTRUCTION,YES,YES,YES,YES,SCHOOL COMMITTEE,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,ADDRESSED BEING ADRESSED,OTHER (SPECIFY),OTHER (SPECIFY),,3821300,0,,YES,YES,NO,VILLAGE RESIDENTS,
6,20402198,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,YES,YES,YES,YES,SCHOOL COMMITTEE,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,ADDRESSED BEING ADRESSED,OTHER (SPECIFY),,,921300,0,,YES,YES,NO,VILLAGE RESIDENTS,
7,20402198,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
8,20402198,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,20402198,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,20402198,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,20402198,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,YES,NO,NO,NO,YES,NO,NO,YES,NO,YES,TO BE ADDRESSED; RESPONSE POSITIVE,NGO,,,280000,0,,YES,YES,NO,VILLAGE RESIDENTS,
12,20402198,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,20402198,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,20402198,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,20402198,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,20402198,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,20402198,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,20402198,OTHER (SPECIFY),NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
1,20404032,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,20404032,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,20404032,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,20404032,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,20404032,PRIMARY SCHOOL: CONSTRUCTION,NO,YES,YES,NO,,,YES,NO,YES,YES,YES,NO,NO,NO,YES,ADDRESSED BEING ADRESSED,MASAF,,,2600000,0,,YES,YES,NO,VILLAGE RESIDENTS,
6,20404032,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,YES,YES,YES,NO,,,YES,NO,YES,YES,YES,NO,NO,NO,YES,ADDRESSED BEING ADRESSED,OTHER (SPECIFY),,,200000,0,,YES,YES,NO,VILLAGE RESIDENTS,
7,20404032,SECONDARY SCHOOL: CONSTRUCTION,NO,YES,YES,YES,GROUP VILLAGE HEADMAN,YES,NO,NO,NO,YES,NO,NO,NO,YES,YES,NOT ADDRESSED; ATTEMPTS FAILED,,,,,,,,,,,
8,20404032,SECONDARY SCHOOL: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
9,20404032,HEALTH CENTER/CLINIC/DISPENSARY: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
10,20404032,HEALTH CENTER/CLINIC/DISPENSARY: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
11,20404032,PIPED WATER/BOREHOLES/WELLS: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
12,20404032,PIPED WATER/BOREHOLES/WELLS: MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
13,20404032,ORPHANAGE: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
14,20404032,MAIZE MILL: CONSTRUCTION/ MAINTENANCE/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
15,20404032,PUBLIC TRANSPORTATION: INITIATION/IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
16,20404032,AGRICULTURAL/FISHERY/ LIVESTOCK EXTENSION SERVICES,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
17,20404032,LAW ENFORCEMENT: INITIATION/ IMPROVEMENT,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
18,20404032,OTHER (SPECIFY),NO,YES,YES,NO,,,YES,NO,YES,YES,YES,NO,NO,NO,YES,ADDRESSED BEING ADRESSED,MASAF,,,1400000,0,,YES,YES,NO,VILLAGE RESIDENTS,
1,20404575,ROAD: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
2,20404575,ROAD: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
3,20404575,BRIDGE: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
4,20404575,BRIDGE: MAINTENANCE,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
5,20404575,PRIMARY SCHOOL: CONSTRUCTION,YES,YES,YES,YES,SCHOOL COMMITTEE,YES,YES,NO,YES,YES,YES,NO,NO,NO,YES,TO BE ADDRESSED; RESPONSE POSITIVE,OTHER (SPECIFY),,,7429742,0,,YES,YES,NO,VILLAGE RESIDENTS,
6,20404575,PRIMARY SCHOOL: MAINTENANCE/IMPROVEMENT,YES,YES,YES,YES,SCHOOL COMMITTEE,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,ADDRESSED BEING ADRESSED,CENTRAL GOVERNMENT,COMMUNITY FUNDRAISING,,39000,200000,COMPULSARY,YES,YES,NO,VILLAGE RESIDENTS,
7,20404575,SECONDARY SCHOOL: CONSTRUCTION,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,
