HHID,case_id,qx_type,visit,ea_id,ag_h0b,ag_h0b_os,ag_h01a,ag_h01b,ag_h01b_os,ag_h02,ag_h03,ag_h04,ag_h15,ag_h16a,ag_h16b,ag_h16b_os,ag_h17,ag_h17_os,ag_h18,ag_h19,ag_h20,ag_h21,ag_h22,ag_h23,ag_h24,ag_h25,ag_h26a,ag_h26b,ag_h26b_os,ag_h27,ag_h27_os,ag_h28,ag_h29,ag_h30,ag_h31,ag_h32,ag_h33,ag_h34,ag_h35,ag_h36a,ag_h36b,ag_h36b_os,ag_h37,ag_h38a,ag_h38b,ag_h38b_os,ag_h39a,ag_h39b,ag_h40,ag_h41,ag_h42a,ag_h42b,ag_h42b_os,ag_h43,ag_h43_os
1020,204045750167,Panel B,1,20404575,GROUNDNUT CG7,,5,Kilogram,,"Yes, the figures matched",No,Yes,N02,5,Kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
1020,204045750167,Panel B,1,20404575,TOBACCO BURLEY,,3,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,3,Gram,,Preference for traditional variety,
1020,204045750167,Panel B,1,20404575,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Preference for traditional variety,
1010,204045750181,Panel B,1,20404575,MAIZE LOCAL,,12,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,12,Kilogram,,Preference for traditional variety,
1010,204045750181,Panel B,1,20404575,MAIZE HYBRID,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Improved variety is too expensive,
1010,204045750181,Panel B,1,20404575,GROUNDNUT CG7,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Kilogram,,Preference for traditional variety,
996,204045750208,Panel B,1,20404575,OTHER TOBACCO (SPECIFY),TOBACCO,5,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Gram,,Preference for traditional variety,
996,204045750208,Panel B,1,20404575,GROUNDNUT CG7,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Preference for traditional variety,
996,204045750208,Panel B,1,20404575,MAIZE LOCAL,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,20,Kilogram,,Preference for traditional variety,
1018,204045750222,Panel B,1,20404575,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Preference for traditional variety,
1018,204045750222,Panel B,1,20404575,GROUNDNUT CHALIMBANA,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Advice from fellow farmer,
1018,204045750222,Panel B,1,20404575,SWEET POTATO,,1,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,50 kg bag,,Advice from fellow farmer,
992,204045750236,Panel B,1,20404575,MAIZE LOCAL,,25,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,25,Kilogram,,Preference for traditional variety,
992,204045750236,Panel B,1,20404575,GROUNDNUT CHALIMBANA,,1,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,50 kg bag,,Advice from fellow farmer,
1014,204045750264,Panel B,1,20404575,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Preference for traditional variety,
1014,204045750264,Panel B,1,20404575,GROUNDNUT CHALIMBANA,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Kilogram,,Other (Specify),CHOICE
1012,204045750278,Panel B,1,20404575,SWEET POTATO,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Advice from fellow farmer,
1012,204045750278,Panel B,1,20404575,GROUNDNUT CHALIMBANA,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Advice from fellow farmer,
1012,204045750278,Panel B,1,20404575,MAIZE LOCAL,,40,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,40,Kilogram,,Preference for traditional variety,
1012,204045750278,Panel B,1,20404575,GROUND BEAN(NZAMA),,2,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,2,50 kg bag,,Advice from fellow farmer,
1012,204045750278,Panel B,1,20404575,MAIZE HYBRID,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,20,Kilogram,,Advice from fellow farmer,
1021,204053660025,Panel A,1,20405366,GROUNDNUT CG7,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1021,204053660025,Panel A,1,20405366,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
1001,204053660046,Panel A,1,20405366,GROUNDNUT CG7,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,20,Kilogram,,Advice from fellow farmer,
1001,204053660046,Panel A,1,20405366,MAIZE HYBRID,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Advice from fellow farmer,
1009,204053660072,Panel A,1,20405366,GROUNDNUT CG7,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Advice from fellow farmer,
1009,204053660072,Panel A,1,20405366,MAIZE HYBRID,,30,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,30,Kilogram,,N03,,0,No,,,,Advice from fellow farmer,
1009,204053660072,Panel A,1,20405366,TOBACCO BURLEY,,10,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Gram,,Advice from fellow farmer,
1011,204053660073,Panel A,1,20405366,GROUNDNUT CG7,,60,Kilogram,,"Yes, the figures matched",No,Yes,N02,60,Kilogram,,On Foot,,0,1200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1011,204053660073,Panel A,1,20405366,TOBACCO BURLEY,,10,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,10,Gram,,N03,,0,No,,,,Advice from fellow farmer,
1011,204053660073,Panel A,1,20405366,MAIZE HYBRID,,25,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,25,Kilogram,,Advice from extension officer,
1017,204053660075,Panel A,1,20405366,MAIZE HYBRID,,40,Kilogram,,"Yes, the figures matched",No,Yes,N06,40,Kilogram,,On Foot,,0,4800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from extension officer,
1017,204053660075,Panel A,1,20405366,GROUNDNUT CG7,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Advice from extension officer,
1003,204053660091,Panel A,1,20405366,BEANS,,1,Kilogram,,"Yes, the figures matched",No,Yes,N05,1,Other (specify),PAIL,Own Bicycle or Oxcart,,0,200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1003,204053660091,Panel A,1,20405366,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,Yes,N04,10,Kilogram,,Own Bicycle or Oxcart,,0,1600,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
1003,204053660091,Panel A,1,20405366,GROUNDNUT CG7,,10,Kilogram,,"Yes, the figures matched",No,Yes,N05,10,Kilogram,,Own Bicycle or Oxcart,,0,300,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1023,204053660100,Panel A,1,20405366,MAIZE LOCAL,,30,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,30,Kilogram,,N03,,0,No,,,,Preference for traditional variety,
1013,204053660101,Panel A,1,20405366,GROUNDNUT CHALIMBANA,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,5,Kilogram,,N01,,0,No,,,,Advice from fellow farmer,
1013,204053660101,Panel A,1,20405366,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,10,Kilogram,,N01,,0,No,,,,Advice from fellow farmer,
1007,204053660140,Panel A,1,20405366,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Preference for traditional variety,
1007,204053660140,Panel A,1,20405366,TOBACCO BURLEY,,2,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,2,Gram,,Improved variety is too expensive,
1007,204053660140,Panel A,1,20405366,GROUNDNUT CG7,,12,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,12,Kilogram,,Advice from fellow farmer,
993,204053660142,Panel A,1,20405366,TOBACCO BURLEY,,2,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,2,Gram,,Improved variety is too expensive,
993,204053660142,Panel A,1,20405366,MAIZE LOCAL,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,20,Kilogram,,N02,,0,No,,,,Preference for traditional variety,
993,204053660142,Panel A,1,20405366,GROUNDNUT CG7,,18,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,18,Kilogram,,Advice from fellow farmer,
1005,204053660162,Panel A,1,20405366,GROUNDNUT CG7,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1005,204053660162,Panel A,1,20405366,MAIZE HYBRID,,20,Kilogram,,"Yes, the figures matched",No,Yes,N04,1,10 kg bag,,Own Bicycle or Oxcart,,0,1400,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from input supplier,
997,204053660205,Panel A,1,20405366,GROUNDNUT CHALIMBANA,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Preference for traditional variety,
997,204053660205,Panel A,1,20405366,TOBACCO BURLEY,,10,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Gram,,Preference for traditional variety,
997,204053660205,Panel A,1,20405366,MAIZE HYBRID,,20,Kilogram,,"Yes, the figures matched",No,Yes,N03,10,Kilogram,,On Foot,,0,3000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
995,204053660211,Panel A,1,20405366,GROUNDNUT CG7,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
995,204053660211,Panel A,1,20405366,MAIZE HYBRID,,20,Kilogram,,"Yes, the figures matched",No,Yes,N02,2,10 kg bag,,Truck / Bus / Minibus,,200,7500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
995,204053660211,Panel A,1,20405366,MAIZE LOCAL,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
1019,204053660216,Panel A,1,20405366,GROUNDNUT CG7,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1019,204053660216,Panel A,1,20405366,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
1015,204053660263,Panel A,1,20405366,GROUNDNUT CG7,,18,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,18,Kilogram,,Advice from fellow farmer,
1015,204053660263,Panel A,1,20405366,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Preference for traditional variety,
999,204053660304,Panel A,1,20405366,TOBACCO BURLEY,,4,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,4,Gram,,Improved variety is too expensive,
999,204053660304,Panel A,1,20405366,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,Yes,N01,1,10 kg bag,,Own Bicycle or Oxcart,,0,3350,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
999,204053660304,Panel A,1,20405366,MAIZE LOCAL,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,20,Kilogram,,Preference for traditional variety,
999,204053660304,Panel A,1,20405366,GROUNDNUT CG7,,18,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,18,Kilogram,,Advice from fellow farmer,
1042,204073980001,Panel B,1,20407398,TOBACCO BURLEY,,15,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Gram,,Improved variety is too expensive,
1042,204073980001,Panel B,1,20407398,MAIZE HYBRID,,25,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,25,Kilogram,,Improved variety is too expensive,
1048,204073980014,Panel B,1,20407398,SWEET POTATO,,1,9,DENGU,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,Other (specify),DENGU,Advice from fellow farmer,
1048,204073980014,Panel B,1,20407398,TOBACCO BURLEY,,15,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Gram,,Advice from fellow farmer,
1048,204073980014,Panel B,1,20407398,MAIZE HYBRID,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Advice from fellow farmer,
1048,204073980014,Panel B,1,20407398,SOYABEAN,,2,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,2,Kilogram,,Advice from fellow farmer,
1050,204073980029,Panel B,1,20407398,TOBACCO BURLEY,,5,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,6,Gram,,Preference for traditional variety,
1050,204073980029,Panel B,1,20407398,MAIZE LOCAL,,20,Kilogram,,"Yes, the figures matched",No,Yes,N03,10,Kilogram,,On Foot,,0,1800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,7,Kilogram,,Preference for traditional variety,
1050,204073980029,Panel B,1,20407398,GROUNDNUT CHALIMBANA,,7,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,7,Kilogram,,Preference for traditional variety,
1052,204073980058,Panel B,1,20407398,GROUNDNUT CG7,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Advice from fellow farmer,
1052,204073980058,Panel B,1,20407398,MAIZE HYBRID RECYCLED,,12,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,12,Kilogram,,Advice from fellow farmer,
1032,204073980072,Panel B,1,20407398,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",No,Yes,N03,10,10 kg bag,,On Foot,,0,500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Other (Specify),HAD  SEED COUPOSO HE JUST DECIDED
1024,204073980086,Panel B,1,20407398,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
1024,204073980086,Panel B,1,20407398,GROUNDNUT CG7,,5,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
1040,204073980114,Panel B,1,20407398,MAIZE HYBRID,,18,Kilogram,,"Yes, the figures matched",No,Yes,N04,5,3.7 kg bag,,On Foot,,0,500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Other (Specify),MORE YIELDS
1040,204073980114,Panel B,1,20407398,GROUNDNUT CG7,,18,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,18,Kilogram,,Preference for traditional variety,
1036,204073980128,Panel B,1,20407398,GROUNDNUT CG7,,8,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,8,Kilogram,,Advice from fellow farmer,
1036,204073980128,Panel B,1,20407398,MAIZE HYBRID,,25,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advice from extension officer,
1036,204073980128,Panel B,1,20407398,TOBACCO BURLEY,,6,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,6,Gram,,Improved variety is too expensive,
1038,204073980148,Panel B,1,20407398,GROUNDNUT MAWANGA,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,20,Kilogram,,Preference for traditional variety,
1038,204073980148,Panel B,1,20407398,SOYABEAN,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Preference for traditional variety,
1038,204073980148,Panel B,1,20407398,MAIZE LOCAL,,15,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,15,Kilogram,,Preference for traditional variety,
1022,204073980171,Panel B,1,20407398,GROUNDNUT CG7,,9,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,9,Kilogram,,Improved variety is too expensive,
1022,204073980171,Panel B,1,20407398,MAIZE HYBRID RECYCLED,,22,Kilogram,,"Yes, the figures matched",No,Yes,N05,15,Kilogram,,On Foot,,0,350,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Improved variety is too expensive,
1022,204073980171,Panel B,1,20407398,TOBACCO BURLEY,,2,Gram,,"Yes, the figures matched",No,Yes,N01,10,Gram,,On Foot,,0,700,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1046,204073980185,Panel B,1,20407398,SWEET POTATO,,50,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
1046,204073980185,Panel B,1,20407398,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",Yes,,N03,10,10 kg bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seeds received through the voucher program,
1046,204073980185,Panel B,1,20407398,GROUNDNUT CG7,,5,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Other (Specify),HAD  MOY TO BUY W SEEDS
1046,204073980185,Panel B,1,20407398,MAIZE LOCAL,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Preference for traditional variety,
1034,204073980199,Panel B,1,20407398,MAIZE HYBRID RECYCLED,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Other (Specify),HAD  MOY TO BUY HYBRIDE
1034,204073980199,Panel B,1,20407398,SOYABEAN,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Other (Specify),CHEAP LABOUR A   IUT IS USED
1028,204073980227,Panel B,1,20407398,GROUNDNUT CHALIMBANA,,2,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,2,Kilogram,,Improved variety is too expensive,
1028,204073980227,Panel B,1,20407398,MAIZE LOCAL,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,20,Kilogram,,Improved variety is too expensive,
1026,204073980241,Panel B,1,20407398,MAIZE HYBRID,,50,Kilogram,,"Yes, the figures matched",No,Yes,N02,50,Kilogram,,Own Bicycle or Oxcart,,0,2000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1044,204073980256,Panel B,1,20407398,MAIZE HYBRID,,25,Kilogram,,"Yes, the figures matched",No,Yes,N03,20,Kilogram,,On Foot,,0,500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from input supplier,
1044,204073980256,Panel B,1,20407398,GROUNDNUT CG7,,10,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,Preference for traditional variety,
1044,204073980256,Panel B,1,20407398,TOBACCO BURLEY,,5,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,5,Gram,,Preference for traditional variety,
1030,204073980284,Panel B,1,20407398,MAIZE LOCAL,,20,Gram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advice from fellow farmer,
1030,204073980284,Panel B,1,20407398,GROUNDNUT CG7,,5,Gram,,"Yes, the figures matched",No,Yes,N03,5,Kilogram,,On Foot,,0,200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,Yes,2,Kilogram,,N03,,0,No,,,,Advice from fellow farmer,
1031,204074810007,Panel A,1,20407481,MAIZE HYBRID,,10,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advice from fellow farmer,
1051,204074810010,Panel A,1,20407481,MAIZE HYBRID,,15,Kilogram,,"Yes, the figures matched",No,Yes,N04,15,Kilogram,,On Foot,,0,200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Advice from fellow farmer,
1035,204074810042,Panel A,1,20407481,GROUNDNUT CHALIMBANA,,7,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Improved variety is too expensive,
1035,204074810042,Panel A,1,20407481,MAIZE HYBRID,,20,Kilogram,,"Yes, the figures matched",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Improved variety is too expensive,
1035,204074810042,Panel A,1,20407481,SWEET POTATO,,50,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,50,Kilogram,,Preference for traditional variety,
1045,204074810055,Panel A,1,20407481,TOBACCO BURLEY,,4,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,Gram,,N03,,0,No,,,,Preference for traditional variety,
1045,204074810055,Panel A,1,20407481,MAIZE LOCAL,,12,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,12,Kilogram,,Preference for traditional variety,
1045,204074810055,Panel A,1,20407481,GROUNDNUT CHALIMBANA,,8,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,8,Kilogram,,Preference for traditional variety,
1055,204074810059,Panel A,1,20407481,MAIZE LOCAL,,20,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,20,Kilogram,,Preference for traditional variety,
1055,204074810059,Panel A,1,20407481,GROUNDNUT CHALIMBANA,,50,Kilogram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,50,Kilogram,,Preference for traditional variety,
1033,204074810060,Panel A,1,20407481,TOBACCO BURLEY,,100,Gram,,"Yes, the figures matched",No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,100,Gram,,Other (Specify),CHOICE
