HHID,case_id,qx_type,visit,ea_id,ag_d00,ag_d01,ag_d02,ag_d03,ag_d03_os,ag_d04a,ag_d04b,ag_d05,ag_d06,ag_d10a,ag_d10b,ag_d10c,ag_d10c_os,ag_d10d,ag_d11a,ag_d11b,ag_d11c,ag_d11d,ag_d12,ag_d12_os,ag_d13a,ag_d13b,ag_d14,ag_d14_os,ag_d18a,ag_d18b,ag_d18c,ag_d18c_os,ag_d18d,ag_d19a,ag_d19b,ag_d19c,ag_d19d,ag_d20a,ag_d20b,ag_d20c,ag_d20d,ag_d20e,ag_d21,ag_d21_os,ag_d22,ag_d23,ag_d24a,ag_d24a_os,ag_d24b,ag_d24b_os,ag_d25a,ag_d25a_os,ag_d25b,ag_d25b_os,ag_d26,ag_d27,ag_d28a,ag_d28a_os,ag_d28b,ag_d28b_os,ag_d29,ag_d29_os,ag_d30,ag_d30_os,ag_d31,ag_d32,ag_d33,ag_d34a,ag_d34a_os,ag_d34b,ag_d34b_os,ag_d35,ag_d36,ag_d37a,ag_d37b,ag_d37b_os,ag_d38,ag_d39a,ag_d39a_os,ag_d39b,ag_d39c,ag_d39c_os,ag_d39d,ag_d39e,ag_d39f,ag_d39f_os,ag_d39g,ag_d39h,ag_d39h_os,ag_d39i,ag_d39j,ag_d40,ag_d41a,ag_d41a_os,ag_d41b,ag_d41c,ag_d41c_os,ag_d41d,ag_d41d_os,ag_d41e,ag_d41f,ag_d41f_os,ag_d42a,ag_d42b,ag_d42c,ag_d42d,ag_d42e,ag_d42f,ag_d42g,ag_d42h,ag_d42i,ag_d42j,ag_d42k,ag_d42l,ag_d42m,ag_d42n,ag_d42o,ag_d42p,ag_d43a,ag_d43b,ag_d43c,ag_d43d,ag_d43e,ag_d43f,ag_d43g,ag_d43h,ag_d43i,ag_d43j,ag_d43k,ag_d43l,ag_d43m,ag_d43n,ag_d43o,ag_d43p,ag_d44a,ag_d44b,ag_d44c,ag_d44d,ag_d44e,ag_d44f,ag_d44g,ag_d44h,ag_d44i,ag_d44j,ag_d44k,ag_d44l,ag_d44m,ag_d44n,ag_d44o,ag_d44p,ag_d47a,ag_d47b,ag_d47c,ag_d47d,ag_d47e,ag_d47f,ag_d47g,ag_d47h,ag_d47i,ag_d47i_os,ag_d47j,ag_d48a,ag_d48b,ag_d48c,ag_d48d,ag_d48e,ag_d48f,ag_d48g,ag_d48h,ag_d48i,ag_d48i_os,ag_d48j,ag_d49,ag_d52a,ag_d52b,ag_d52c,ag_d53a,ag_d53b,ag_d53c,ag_d54a,ag_d54b,ag_d54c,ag_d55a,ag_d55b,ag_d55c
861,201131120001,Panel A,1,20113112,R1,1,1,Borrowed for free,,1,,50000,2000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,TOBACCO BURLEY,,,,,Between sandy & clay,,Good,Low,Flooding,,,,Vetiver grass,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,4,6,10,2,4,6,10,,,,,,,,,1,4,6,7,2,4,6,7,,,,,,,,,1,2,5,5,2,2,5,5,3,2,5,5,4,2,5,5,0,,0,,0,,,,,,,8,200,4,200,7,200,,0,,,,2,0,0,0,,,,0,0,0,,,
861,201131120001,Panel A,1,20113112,R3,2,1,Inherited,,2,,10000,1000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,SOYABEAN,,,,,Between sandy & clay,,Good,Low,Flooding,,,,Vetiver grass,,,,Flat,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,4,6,2,2,4,6,2,,,,,,,,,2,,,,,,,,,,,,,,,,1,1,6,3,2,1,6,3,3,1,6,3,4,1,6,3,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
833,201131120024,Panel A,1,20113112,R1,1,1,Inherited,,1,,8000,3000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE LOCAL,,,,,Clay,,Fair,Low,Flooding,,,,No erosion control,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,UREA,,25,KILOGRAM,,25,1,,,,,,,,No,,,,,,,,,,,1,4,5,4,2,4,5,3,3,4,5,4,4,4,5,4,1,2,6,5,2,2,6,5,3,2,6,5,4,2,6,5,1,2,5,4,2,2,5,6,3,2,5,5,4,2,5,5,0,,0,,0,,,,,,,4,100,3,100,0,,,,,,,2,0,0,0,,,,0,0,0,,,
833,201131120024,Panel A,1,20113112,R4,1,1,Inherited,,1,,10000,2000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,SOYABEAN,,,,,Between sandy & clay,,Fair,Low,Flooding,,,,No erosion control,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,1,6,5,2,4,3,6,3,4,2,1,4,2,3,4,1,3,2,5,2,3,2,5,3,3,2,5,4,3,2,5,1,2,6,7,2,2,6,7,3,2,6,7,4,2,6,7,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
833,201131120024,Panel A,1,20113112,R3,1,1,Inherited,,1,,6000,1000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,GROUNDNUT JL24,,,,,Clay,,Fair,Low,Flooding,,,,No erosion control,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,4,5,4,2,3,2,6,3,4,2,7,4,2,6,3,1,1,6,2,2,1,6,2,3,1,6,2,4,1,6,1,1,1,6,3,2,1,6,3,3,1,6,3,4,1,6,3,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
833,201131120024,Panel A,1,20113112,R2,1,1,Inherited,,1,,12000,4000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE HYBRID,,,,,Between sandy & clay,,Fair,Low,Flooding,,,,No erosion control,,,,Flat,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,UREA,,25,KILOGRAM,,25,1,,,,,,,,No,,,,,,,,,,,1,4,5,4,2,4,5,5,3,4,5,4,4,4,5,4,1,2,6,5,2,2,6,5,3,2,6,5,4,2,6,5,1,2,5,5,2,2,5,5,3,2,5,5,4,2,5,5,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
843,201131120026,Panel A,1,20113112,R1,1,1,Inherited,,1,,35000,2500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE LOCAL,,,,,Between sandy & clay,,Fair,Low,Flooding,,,,No erosion control,,,,Flat,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,CAN,,50,KILOGRAM,,50,1,,,,,,,,No,,,,,,,,,,,1,4,3,2,2,4,3,2,,,,,,,,,1,2,6,8,2,2,6,8,,,,,,,,,1,2,4,6,2,2,2,4,3,2,2,2,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
843,201131120026,Panel A,1,20113112,R3,1,1,Inherited,,1,,25000,2000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,TOBACCO BURLEY,,,,,Between sandy & clay,,Fair,No Erosion,,,,,No erosion control,,,,Flat,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,D COMPOUND,,50,KILOGRAM,,50,1,,,,,,,,No,,,,,,,,,,,1,4,3,2,2,4,3,2,,,,,,,,,1,4,5,4,2,4,5,4,,,,,,,,,1,2,5,5,2,2,5,3,3,2,5,2,4,2,5,2,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
843,201131120026,Panel A,1,20113112,R2,1,1,Inherited,,1,,2000,500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,GROUNDNUT CHALIMBANA,,,,,Between sandy & clay,,Fair,No Erosion,,,,,No erosion control,,,,Flat,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,2,3,3,2,2,3,3,,,,,,,,,1,2,3,5,2,2,3,5,,,,,,,,,1,5,6,4,2,5,6,2,3,5,1,2,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
863,201131120034,Panel A,1,20113112,R1,1,1,Inherited,,1,,120000,3000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,TOBACCO BURLEY,,,,,Between sandy & clay,,Good,Low,Flooding,,,,Vetiver grass,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,25,KILOGRAM,,25,1,UREA,,25,KILOGRAM,,25,2,No,,,,,,,,,,,1,6,6,8,2,6,6,8,3,6,2,3,4,6,2,3,1,4,4,5,2,4,4,5,3,4,2,5,4,4,2,5,1,1,2,5,2,1,2,5,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
863,201131120034,Panel A,1,20113112,R2,2,1,Inherited,,1,,120000,3000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE LOCAL,,,,,Between sandy & clay,,Good,Low,Flooding,,,,Vetiver grass,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,LACK OF MONEY TO BUY FARM INPUTS,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,25,KILOGRAM,,25,12,UREA,,25,KILOGRAM,,25,1,No,,,,,,,,,,,1,4,6,7,2,4,6,7,3,4,2,5,4,4,2,5,1,2,5,7,2,2,5,7,3,2,2,5,4,2,2,5,1,4,2,5,2,4,2,5,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
863,201131120034,Panel A,1,20113112,R3,1,1,Inherited,,1,,50000,1500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,GROUNDNUT CG7,,,,,Between sandy & clay,,Good,No Erosion,,,,,No erosion control,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,LACK OF MONEY TO BUY FARM INPUTS,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,2,3,4,2,2,3,4,,,,,,,,,1,1,3,6,2,1,3,6,,,,,,,,,1,1,5,4,2,1,5,4,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
855,201131120044,Panel A,1,20113112,R2,1,2,Purchased with title,,1,2,50000,1000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,GROUNDNUT CHALIMBANA,,,,,Between sandy & clay,,Good,Moderate,Flooding,,,,Vetiver grass,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,2006,2,Other (Specify),THEY WERE AWAY,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,2,5,4,2,2,5,4,,,,,,,,,1,2,5,4,2,2,5,4,,,,,,,,,1,1,3,4,2,1,3,3,,,,,,,,,7,214,0,,0,,,0,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
855,201131120044,Panel A,1,20113112,R1,1,2,Purchased with title,,1,2,100000,2000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE LOCAL,,,,,Between sandy & clay,,Good,Moderate,Flooding,,,,Vetiver grass,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,2007,2,Other (Specify),THEY WERE AWAY,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,1,KILOGRAM,,50,2,UREA,,.5,50 KG BAG,,25,2,No,,,,,,,,,,,1,4,5,9,2,4,5,9,,,,,,,,,1,2,5,6,2,2,5,6,,,,,,,,,1,12,6,2,6,12,6,5,,,,,,,,,7,214,,,0,,,0,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
851,201131120047,Panel A,1,20113112,R2,1,1,Purchased with title,,1,,500000,36000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,OTHER TOBACCO (SPECIFY),,,,,Between sandy & clay,,Good,Low,Flooding,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,OTHER FERTILIZER (SPECIFY),SUPER D,2500,KILOGRAM,,2500,12,CAN,,800,KILOGRAM,,800,12,Yes,INSECTICIDE,,4,LITER,,INSECTICIDE,,4,LITER,,1,2,5,2,2,2,2,5,,,,,,,,,1,4,5,5,2,4,5,2,,,,,,,,,1,1,4,6,2,1,4,6,,,,,,,,,8,208,4,208,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
851,201131120047,Panel A,1,20113112,R3,1,1,Purchased with title,,1,,60000,3000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,BEANS,,,,,Between sandy & clay,,Good,Low,Flooding,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,2,5,2,2,2,5,2,,,,,,,,,1,4,2,5,2,4,2,5,,,,,,,,,1,1,6,7,2,1,5,6,,,,,,,,,8,208,4,208,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
851,201131120047,Panel A,1,20113112,R1,1,1,Purchased with title,,1,,200000,12000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE HYBRID,,,,,Between sandy & clay,,Good,Low,Flooding,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,,23:21:0+4S/CHITOWE,,1000,KILOGRAM,,1000,1,UREA,,500,KILOGRAM,,500,1,No,,,,,,,,,,,1,2,5,2,2,2,2,5,,,,,,,,,1,2,5,2,2,2,5,2,,,,,,,,,1,1,1,7,2,1,1,5,,,,,,,,,8,208,4,208,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
851,201131120047,Panel A,1,20113112,R4,1,1,Purchased with title,,1,,90000,4500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,GROUNDNUT CHALIMBANA,,,,,Between sandy & clay,,Good,Low,Flooding,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,2,5,2,2,2,5,2,,,,,,,,,1,4,2,5,2,2,5,2,,,,,,,,,1,8,3,5,2,8,2,4,,,,,,,,,8,208,4,208,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
839,201131120061,Panel A,1,20113112,R1,1,1,Purchased with title,,1,,100000,7500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE HYBRID,,,,,Between sandy & clay,,Good,No Erosion,,,,,No erosion control,,,,Slight slope,Yes,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,150,KILOGRAM,,150,1,UREA,,150,KILOGRAM,,150,2,No,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,9,2,1,2,9,3,1,2,9,,,,,1,4,4,4,2,4,3,3,,,,,,,,,4,800,3,600,4,800,,0,,,,0,,0,,0,,,,,,,2,6,0,0,,,,0,0,0,,,
839,201131120061,Panel A,1,20113112,R2,1,1,Purchased with title,,1,,40000,2500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,GROUNDNUT CG7,,,,,Between sandy & clay,,Good,No Erosion,,,,,No erosion control,,,,Moderate slope,Yes,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,6,,,,,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
839,201131120061,Panel A,1,20113112,R3,1,1,Purchased with title,,1,,30000,2500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,SOYABEAN,,,,,Between sandy & clay,,Good,No Erosion,,,,,No erosion control,,,,Moderate slope,Yes,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,5,,,,,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,5,0,0,N05,,
837,201131120068,Panel A,1,20113112,R2,1,1,Purchased with no title,,1,,150000,8000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,TOBACCO BURLEY,,,,,Between sandy & clay,,Good,Low,Flooding,,,,Vetiver grass,,,,Flat,No,Bucket,,,,Watering can,,River / Stream,,No,Never,,,,,,Yes,No,,,,Yes,OTHER FERTILIZER (SPECIFY),SUPER D,9,50 KG BAG,,450,12,CAN,,2,50 KG BAG,,100,1,Yes,INSECTICIDE,,10,LITER,,INSECTICIDE,,150,GRAM,,1,4,3,4,2,4,3,4,3,4,3,4,4,4,3,4,1,3,6,3,2,3,6,3,3,3,6,3,4,3,6,3,1,4,5,3,2,4,5,3,,,,,,,,,2,90,2,90,0,,,0,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
837,201131120068,Panel A,1,20113112,R1,1,1,Purchased with no title,,1,,250000,10000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE HYBRID,,,,,Between sandy & clay,,Good,Low,Flooding,,,,Vetiver grass,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,3,50 KG BAG,,150,1,UREA,,3,50 KG BAG,,150,2,No,,,,,,,,,,,1,3,4,3.5,2,3,4,3.5,3,3,4,3.5,4,3,4,3.5,1,2,6,2,2,2,6,2,3,2,6,2,4,2,6,2,1,2,4,4,2,2,4,3,,,,,,,,,2,90,2,90,0,,,0,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
859,201131120071,Panel A,1,20113112,R1,1,1,Rent short-term,,,,,,,,,,,1500,0,0,0,Rainy Season,,N1,,,,,,,,,,,,,MAIZE HYBRID,,,,,Between sandy & clay,,Good,No Erosion,,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,2,50 KG BAG,,100,2,,,,,,,,No,,,,,,,,,,,1,3,6,2,,,,,,,,,,,,,1,2,6,4,1,2,1,1,,,,,,,,,1,1,6,3,2,1,6,4,,,,,,,,,7,180,0,,0,,,0,,,,2,150,0,,0,,,0,,,,2,0,0,0,,,,0,0,0,,,
857,201131120075,Panel A,1,20113112,R1,1,1,Inherited,,1,,30000,5000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE LOCAL,BEANS,,,,Between sandy & clay,,Poor,Low,Terrain,,,,No erosion control,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,3,6,7,2,3,6,3,3,3,6,3,,,,,1,2,6,7,2,2,6,3,3,2,6,7,,,,,1,1,4,6,2,1,4,5,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
853,201131120081,Panel A,1,20113112,R1,1,1,Inherited,,1,,8000,1800,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE LOCAL,,,,,Between sandy & clay,,Good,No Erosion,,,,,No erosion control,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,50,KILOGRAM,,50,2,,,,,,,,No,,,,,,,,,,,1,4,6,5,2,4,6,5,,,,,,,,,1,1,6,7,2,1,1,4,,,,,,,,,1,1,3,2,2,1,3,3,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,6,6,0,N01,,,0,0,0,,,
853,201131120081,Panel A,1,20113112,R2,1,1,Inherited,,1,,5000,1000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,TOBACCO FLUE CURED,,,,,Between sandy & clay,,Good,No Erosion,,,,,No erosion control,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,50,KILOGRAM,,50,2,,,,,,,,No,,,,,,,,,,,1,2,6,5,2,2,6,5,,,,,,,,,1,2,6,7,2,2,6,7,,,,,,,,,1,1,2,3,2,1,1,5,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
849,201131120092,Panel A,1,20113112,R2,1,1,Rent short-term,,,,,,,,,,,1500,0,0,0,Rainy Season,,N1,,,,,,,,,,,,,TOBACCO BURLEY,,,,,Sandy,,Good,Low,Terrain,,,,Erosion control bunds,,,,Flat,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,Yes,10,Wheelbarrow,,Yes,UREA,,25,KILOGRAM,,25,2,,,,,,,,No,,,,,,,,,,,1,3,6,3,2,3,6,3,5,3,6,2,,,,,1,1,6,4,2,1,6,4,,,,,,,,,1,4,3,3,2,3,2,2,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
849,201131120092,Panel A,1,20113112,R1,1,1,Inherited,,1,,10000,2500,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE HYBRID,,,,,Between sandy & clay,,Good,No Erosion,,,,,No erosion control,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,UREA,,75,KILOGRAM,,75,2,,,,,,,,No,,,,,,,,,,,1,3,6,7,2,3,6,7,5,3,6,2,,,,,1,2,6,7,2,2,6,7,5,2,3,2,,,,,1,2,6,3,2,2,6,5,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
835,201131120102,Panel A,1,20113112,R1,1,1,Inherited,,1,,100000,2000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE HYBRID,,,,,Between sandy & clay,,Fair,No Erosion,,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,1,50 KG BAG,,50,1,UREA,,1,50 KG BAG,,50,2,No,,,,,,,,,,,1,3,6,4,2,3,6,4,,,,,,,,,1,2,6,6,2,2,6,6,,,,,,,,,1,1,1,3,2,1,1,3,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
845,201131120106,Panel A,1,20113112,R1,1,1,Inherited,,1,,70000,3000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE HYBRID,,,,,Between sandy & clay,,Fair,No Erosion,,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,Yes,,1,Other (Specify),HE WAS EMPLOYED,,,Yes,No,,,,Yes,UREA,,5,5 KG BAG,,25,1,,,,,,,,No,,,,,,,,,,,1,2,9,6,2,2,6,6,,,,,,,,,1,2,6,6,2,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,4,0,N03,N09,
847,201131120126,Panel A,1,20113112,R1,1,1,Purchased with no title,,1,,6000,2000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE HYBRID,BEANS,,,,Clay,,Fair,No Erosion,,,,,No erosion control,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,1,50 KG BAG,,50,1,,,,,,,,No,,,,,,,,,,,1,5,6,8,2,5,6,8,3,5,5,2,4,5,5,2,1,2,6,7,2,2,6,7,3,2,6,2,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,2,0,N03,N09,
834,201154340005,Panel B,1,20115434,R3,1,1,Inherited,,1,,30000,1000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,GROUNDNUT CG7,,,,,Between sandy & clay,,Good,High,Terrain,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,1,1,3,4,2,1,3,4,3,1,3,4,,,,,1,1,3,4,2,1,3,4,3,1,3,4,,,,,1,1,7,5,,,,,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
834,201154340005,Panel B,1,20115434,R2,1,1,Rent short-term,,,,,,,,,,,2000,0,0,0,Rainy Season,,N1,,,,,,,,,,,,,TOBACCO BURLEY,,,,,Sandy,,Poor,No Erosion,,,,,Erosion control bunds,,,,Flat,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,Yes,50,Kilogram,,Yes,23:21:0+4S/CHITOWE,,5,5 KG BAG,,25,12,CAN,,5,5 KG BAG,,25,1,Yes,INSECTICIDE,,500,GRAM,,,,,,,1,1,6,5,2,1,6,5,3,1,6,5,4,1,6,5,1,2,6,4,2,2,6,4,3,2,6,4,4,2,6,4,1,1,2,8,,,,,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,8,7,2,N02,,
834,201154340005,Panel B,1,20115434,R1,1,1,Inherited,,1,,70000,3000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE HYBRID,,,,,Between sandy & clay,,Good,High,Terrain,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,Yes,150,Kilogram,,Yes,23:21:0+4S/CHITOWE,,5,5 KG BAG,,25,12,UREA,,5,5 KG BAG,,25,1,No,,,,,,,,,,,1,2,6,6,2,2,6,6,3,2,6,6,4,2,6,6,1,3,6,5,2,3,6,5,3,3,6,5,4,3,6,5,2,1,1,5,3,1,1,5,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,0,0,0,,,
858,201154340012,Panel B,1,20115434,R1,1,1,Inherited,,1,,150000,2000,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,MAIZE HYBRID,,,,,Between sandy & clay,,Fair,High,Terrain,,,,Erosion control bunds,,,,Slight slope,No,Rainfed/No irrigation,,,,,,,,No,Never,,,,,,Yes,No,,,,Yes,23:21:0+4S/CHITOWE,,1,50 KG BAG,,50,11,UREA,,1,50 KG BAG,,50,1,No,,,,,,,,,,,1,2,6,4,2,2,6,4,3,2,6,4,4,2,6,4,1,1,6,4,2,1,6,4,3,1,6,4,4,1,6,4,1,1,2,8,2,1,2,8,,,,,,,,,0,,0,,0,,,,,,,0,,0,,0,,,,,,,2,0,0,0,,,,10,2,0,N03,N04,
