occ,y2_hhid,qx_type,interview_status,ag_g0a,ag_g00,ag_g0b,ag_g0e,ag_g01,ag_g02,ag_g03,ag_g04a,ag_g04b,ag_g05a,ag_g05b,ag_g07,ag_g08a,ag_g08b,ag_g08c,ag_g09a,ag_g09b,ag_g09c,ag_g10,ag_g11a,ag_g11b,ag_g13a,ag_g13b,ag_g13c,ag_g12a,ag_g12b,ag_g14a,ag_g14b
1,1097-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,10,KILOGRAM,DECEMBER,2012,YES,,,,2,OXCART,UNSHELLED,YES,IRREGULAR RAINS,,1,OX-CART,UNSHELLED,APRIL,APRIL,1,
2,1097-001,PANEL A,Panel A - 2 Visits,YES,R02,COTTON,1,MIXED STAND,YES,,5,KILOGRAM,DECEMBER,2012,NO,400,KILOGRAM,NOT APPLICABLE,,,,YES,IRREGULAR RAINS,,2,BALE,NOT APPLICABLE,APRIL,JUNE,1,
3,1097-001,PANEL A,Panel A - 2 Visits,YES,R02,OTHER (SPECIFY),1,MIXED STAND,YES,,500,GRAM,DECEMBER,2012,NO,5,KILOGRAM,SHELLED,,,,YES,IRREGULAR RAINS,,5,50 KG BAG,SHELLED,JUNE,JUNE,1,
4,1097-001,PANEL A,Panel A - 2 Visits,YES,R03,GROUNDNUT CG7,1,MIXED STAND,YES,,3,KILOGRAM,DECEMBER,2012,YES,,,,15,PAIL (LARGE),UNSHELLED,YES,IRREGULAR RAINS,,8,50 KG BAG,UNSHELLED,APRIL,APRIL,1,
5,1097-001,PANEL A,Panel A - 2 Visits,YES,R03,NKHWANI,1,MIXED STAND,NO,1/4,10,GRAM,DECEMBER,2012,NO,4,PAIL (SMALL),NOT APPLICABLE,,,,YES,IRREGULAR RAINS,,3,PAIL (SMALL),NOT APPLICABLE,MARCH,APRIL,1,
6,1097-001,PANEL A,Panel A - 2 Visits,YES,R04,GROUNDNUT CG7,1,PURE STAND,,,4,KILOGRAM,DECEMBER,2012,YES,,,,30,PAIL (LARGE),UNSHELLED,YES,IRREGULAR RAINS,,15,50 KG BAG,UNSHELLED,APRIL,APRIL,1,
7,1097-001,PANEL A,Panel A - 2 Visits,YES,R05,COTTON,1,MIXED STAND,YES,,6,KILOGRAM,DECEMBER,2012,NO,600,KILOGRAM,NOT APPLICABLE,,,,YES,IRREGULAR RAINS,,3,BALE,NOT APPLICABLE,APRIL,JUNE,1,
8,1097-001,PANEL A,Panel A - 2 Visits,YES,R05,NKHWANI,1,MIXED STAND,NO,1/4,10,GRAM,DECEMBER,2012,NO,5,PAIL (SMALL),NOT APPLICABLE,,,,YES,IRREGULAR RAINS,,4,PAIL (SMALL),NOT APPLICABLE,MARCH,APRIL,1,
1,1098-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,8,KILOGRAM,NOVEMBER,2013,YES,,,,2,OXCART,UNSHELLED,YES,OTHER (SPECIFY),,2,OX-CART,UNSHELLED,APRIL,APRIL,1,2
2,1098-001,PANEL B,Panel B - 2 Visits,YES,R02,GROUNDNUT CG7,1,PURE STAND,,,6,KILOGRAM,DECEMBER,2012,NO,5,50 KG BAG,UNSHELLED,,,,YES,DISEASES,,3,50 KG BAG,UNSHELLED,APRIL,APRIL,1,2
1,1101-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,1,PURE STAND,,,5,KILOGRAM,DECEMBER,2012,YES,,,,7,50 KG BAG,SHELLED,YES,IRREGULAR RAINS,,3,OX-CART,SHELLED,APRIL,APRIL,1,
2,1101-001,PANEL A,Panel A - 2 Visits,YES,R02,COTTON,1,PURE STAND,,,6,KILOGRAM,DECEMBER,2012,YES,,,,400,KILOGRAM,NOT APPLICABLE,YES,IRREGULAR RAINS,,245,KILOGRAM,NOT APPLICABLE,MAY,JUNE,1,
1,1101-003,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,1,PURE STAND,,,10,KILOGRAM,NOVEMBER,2012,NO,1,OXCART,UNSHELLED,,,,YES,IRREGULAR RAINS,,10,50 KG BAG,SHELLED,APRIL,APRIL,1,
1,1102-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,2,MIXED STAND,YES,,15,KILOGRAM,NOVEMBER,2012,YES,,,,5,OXCART,UNSHELLED,NO,,,5,OX-CART,UNSHELLED,MAY,MAY,1,
2,1102-001,PANEL B,Panel B - 2 Visits,YES,R01,NKHWANI,2,MIXED STAND,YES,,1,KILOGRAM,NOVEMBER,2012,YES,,,,2,PAIL (LARGE),NOT APPLICABLE,NO,,,6,PAIL (LARGE),NOT APPLICABLE,MAY,MAY,1,
3,1102-001,PANEL B,Panel B - 2 Visits,YES,R02,GROUNDNUT MANIPINTA,2,PURE STAND,,,16,KILOGRAM,DECEMBER,2012,YES,,,,8,50 KG BAG,UNSHELLED,NO,,,9,50 KG BAG,UNSHELLED,MAY,JUNE,1,
1,1102-005,PANEL B,Panel B - Combined Visit,YES,R01,MAIZE LOCAL,1,MIXED STAND,YES,,20,KILOGRAM,DECEMBER,2012,YES,,,,12,50 KG BAG,SHELLED,YES,OTHER (SPECIFY),,,,,JUNE,JUNE,1,2
2,1102-005,PANEL B,Panel B - Combined Visit,YES,R01,BEANS,1,MIXED STAND,YES,,20,KILOGRAM,DECEMBER,2012,YES,,,,75,KILOGRAM,SHELLED,YES,OTHER (SPECIFY),,,,,JUNE,JUNE,1,2
3,1102-005,PANEL B,Panel B - Combined Visit,YES,R01,PEA,1,MIXED STAND,YES,,3,KILOGRAM,DECEMBER,202,YES,,,,25,KILOGRAM,SHELLED,YES,OTHER (SPECIFY),,,,,JUNE,JUNE,1,2
1,1103-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,2,PURE STAND,,,1,10 KG BAG,JANUARY,2013,YES,,,,40,50 KG BAG,SHELLED,NO,,,39,50 KG BAG,SHELLED,APRIL,APRIL,1,2
2,1103-001,PANEL A,Panel A - 2 Visits,YES,R02,GROUNDNUT CG7,2,PURE STAND,,,20,KILOGRAM,FEBRUARY,2013,NO,5,50 KG BAG,UNSHELLED,,,,NO,,,11,50 KG BAG,UNSHELLED,MAY,MAY,1,2
1,1104-001,PANEL B,Panel B - Combined Visit,YES,R01,MAIZE HYBRID,1,PURE STAND,,,5,KILOGRAM,NOVEMBER,2012,YES,,,,2,OXCART,UNSHELLED,NO,,,2,OX-CART,UNSHELLED,,,1,2
2,1104-001,PANEL B,Panel B - Combined Visit,YES,R02,MAIZE HYBRID,1,PURE STAND,,,4,KILOGRAM,NOVEMBER,2012,YES,,,,1.5,OXCART,UNSHELLED,NO,,,2,OX-CART,UNSHELLED,,,1,2
3,1104-001,PANEL B,Panel B - Combined Visit,YES,R03,GROUNDNUT CHALIMBANA,1,PURE STAND,,,15,KILOGRAM,NOVEMBER,2012,YES,,,,17,50 KG BAG,UNSHELLED,NO,,,17,50 KG BAG,UNSHELLED,,,1,2
4,1104-001,PANEL B,Panel B - Combined Visit,YES,R04,GROUNDNUT CG7,1,PURE STAND,,,4,KILOGRAM,DECEMBER,2012,YES,,,,4,50 KG BAG,UNSHELLED,NO,,,4,50 KG BAG,UNSHELLED,,,1,2
5,1104-001,PANEL B,Panel B - Combined Visit,YES,R05,SOYABEAN,1,PURE STAND,,,20,KILOGRAM,DECEMBER,2012,YES,,,,7,KILOGRAM,SHELLED,NO,,,7,KILOGRAM,SHELLED,,,1,2
1,1105-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,8,KILOGRAM,NOVEMBER,2012,YES,,,,10,50 KG BAG,SHELLED,YES,OTHER (SPECIFY),,10,50 KG BAG,SHELLED,MAY,MAY,1,2
2,1105-001,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE HYBRID,1,PURE STAND,,,4,KILOGRAM,NOVEMBER,2012,YES,,,,1,50 KG BAG,SHELLED,YES,OTHER (SPECIFY),,2,50 KG BAG,SHELLED,MAY,MAY,1,2
3,1105-001,PANEL A,Panel A - 2 Visits,YES,R03,RICE LOCAL,1,PURE STAND,,,8,KILOGRAM,JANUARY,2012,NO,12,50 KG BAG,UNSHELLED,,,,YES,IRREGULAR RAINS,ANIMALS,11,50 KG BAG,UNSHELLED,APRIL,MAY,1,2
1,1106-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE LOCAL,2,PURE STAND,,,20,KILOGRAM,NOVEMBER,2012,YES,,,,28,50 KG BAG,SHELLED,NO,,,3,OX-CART,UNSHELLED,APRIL,APRIL,1,
2,1106-001,PANEL B,Panel B - 2 Visits,YES,R02,MAIZE HYBRID,2,PURE STAND,,,10,KILOGRAM,NOVEMBER,2012,YES,,,,15,50 KG BAG,SHELLED,YES,IRREGULAR RAINS,,3,OX-CART,UNSHELLED,APRIL,APRIL,1,
3,1106-001,PANEL B,Panel B - 2 Visits,YES,R03,GROUNDNUT MANIPINTA,2,PURE STAND,,,4,KILOGRAM,NOVEMBER,2012,YES,,,,4,50 KG BAG,UNSHELLED,NO,,,4,50 KG BAG,UNSHELLED,APRIL,APRIL,1,
4,1106-001,PANEL B,Panel B - 2 Visits,YES,R04,GROUNDNUT MANIPINTA,2,PURE STAND,,,15,KILOGRAM,NOVEMBER,2012,YES,,,,12,50 KG BAG,UNSHELLED,NO,,,8,50 KG BAG,UNSHELLED,APRIL,APRIL,1,
5,1106-001,PANEL B,Panel B - 2 Visits,YES,R05,SWEET POTATO,2,PURE STAND,,,150,KILOGRAM,JANUARY,2013,NO,7,50 KG BAG,NOT APPLICABLE,,,,NO,,,1,OX-CART,NOT APPLICABLE,JUNE,JULY,1,
1,1106-008,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE LOCAL,1,MIXED STAND,,,10,KILOGRAM,NOVEMBER,2012,YES,,,,1,OXCART,SHELLED,NO,,,10,50 KG BAG,SHELLED,MAY,MAY,1,2
2,1106-008,PANEL B,Panel B - 2 Visits,YES,R01,BEANS,2,MIXED STAND,YES,,2,KILOGRAM,NOVEMBER,2012,YES,,,,1,PAIL (LARGE),SHELLED,YES,DISEASES,,1,PAIL (LARGE),SHELLED,MARCH,APRIL,1,2
3,1106-008,PANEL B,Panel B - 2 Visits,YES,R02,MAIZE HYBRID,2,PURE STAND,,,1,KILOGRAM,DECEMBER,2012,YES,,,,1,50 KG BAG,SHELLED,YES,IRREGULAR RAINS,,1,50 KG BAG,SHELLED,MAY,MAY,1,2
1,1107-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,1,MIXED STAND,,,20,KILOGRAM,JANUARY,2013,NO,3,OXCART,UNSHELLED,,,,YES,IRREGULAR RAINS,CROP THEFT,15,50 KG BAG,SHELLED,MAY,MAY,1,2
2,1107-001,PANEL A,Panel A - 2 Visits,YES,R01,GROUNDNUT CG7,1,MIXED STAND,,,10,KILOGRAM,JANUARY,2013,NO,30,PAIL (LARGE),UNSHELLED,,,,NO,,,10,50 KG BAG,UNSHELLED,MAY,JUNE,1,2
1,1107-002,PANEL A,Panel A - Combined Visit,YES,R02,MAIZE HYBRID,1,MIXED STAND,YES,,1,3 KG BAG,NOVEMBER,2012,YES,,,,3,50 KG BAG,SHELLED,,,,,,,,,,
2,1107-002,PANEL A,Panel A - Combined Visit,YES,R02,PEA,1,MIXED STAND,YES,,1,2 KG BAG,NOVEMBER,2012,YES,,,,1,50 KG BAG,SHELLED,YES,DROUGHT,,1,PAIL (LARGE),SHELLED,APRIL,APRIL,1,
3,1107-002,PANEL A,Panel A - Combined Visit,YES,R02,NKHWANI,1,MIXED STAND,NO,1/2,250,GRAM,NOVEMBER,2012,YES,,,,0,,,YES,DROUGHT,,0,,,,,,
4,1107-002,PANEL A,Panel A - Combined Visit,YES,R04,MAIZE HYBRID RECYCLED,1,MIXED STAND,YES,,1,5 KG BAG,NOVEMBER,2012,YES,,,,5,50 KG BAG,SHELLED,YES,DROUGHT,,1,OX-CART,UNSHELLED,APRIL,APRIL,1,
5,1107-002,PANEL A,Panel A - Combined Visit,YES,R04,COTTON,1,MIXED STAND,NO,1/4,6,KILOGRAM,NOVEMBER,2012,YES,,,,20,KILOGRAM,NOT APPLICABLE,YES,DISEASES,,70,KILOGRAM,NOT APPLICABLE,JUNE,JUNE,1,
6,1107-002,PANEL A,Panel A - Combined Visit,YES,R04,THERERE/OKRA,1,MIXED STAND,YES,,1,KILOGRAM,NOVEMBER,2012,YES,,,,2,OTHER (SPECIFY),NOT APPLICABLE,YES,DROUGHT,,4,OTHER (SPECIFY),NOT APPLICABLE,APRIL,APRIL,1,
1,1108-003,PANEL B,Panel B - 2 Visits,YES,R01,SOYABEAN,2,PURE STAND,,,2,50 KG BAG,DECEMBER,2012,YES,,,,16,50 KG BAG,SHELLED,NO,,,16,50 KG BAG,SHELLED,JUNE,JUNE,1,
2,1108-003,PANEL B,Panel B - 2 Visits,YES,R02,GROUNDNUT CHALIMBANA,2,PURE STAND,,,1,50 KG BAG,DECEMBER,2012,YES,,,,13,50 KG BAG,UNSHELLED,NO,,,13,50 KG BAG,UNSHELLED,JUNE,JUNE,1,
1,1109-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID RECYCLED,1,PURE STAND,,,7,KILOGRAM,JANUARY,2012,YES,,,,2,OXCART,UNSHELLED,YES,DROUGHT,,14,50 KG BAG,SHELLED,MAY,MAY,2,
1,1109-004,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID RECYCLED,1,MIXED STAND,YES,,10,KILOGRAM,DECEMBER,2012,YES,,,,2,OXCART,UNSHELLED,,,,,,,,,,
2,1109-004,PANEL A,Panel A - 2 Visits,YES,R01,OTHER (SPECIFY),1,MIXED STAND,NO,LESS THAN 1/4,500,GRAM,DECEMBER,2012,YES,,,,1,PAIL (SMALL),SHELLED,NO,,,1,PAIL (SMALL),SHELLED,MAY,MAY,1,
3,1109-004,PANEL A,Panel A - 2 Visits,YES,R01,NKHWANI,1,MIXED STAND,NO,LESS THAN 1/4,10,GRAM,DECEMBER,2012,YES,,,,2,PAIL (LARGE),NOT APPLICABLE,YES,DROUGHT,,2,PAIL (LARGE),NOT APPLICABLE,DECEMBER,MARCH,1,
1,1110-001,PANEL B,Panel B - 2 Visits,YES,R01,GROUNDNUT CHALIMBANA,2,PURE STAND,,,35,KILOGRAM,DECEMBER,2012,YES,,,,36,50 KG BAG,UNSHELLED,YES,IRREGULAR RAINS,,28,50 KG BAG,UNSHELLED,APRIL,APRIL,2,
2,1110-001,PANEL B,Panel B - 2 Visits,YES,R02,MAIZE HYBRID,2,PURE STAND,,,10,KILOGRAM,DECEMBER,2012,YES,,,,3,OXCART,UNSHELLED,YES,IRREGULAR RAINS,,20,50 KG BAG,SHELLED,APRIL,APRIL,2,
3,1110-001,PANEL B,Panel B - 2 Visits,YES,R03,MAIZE HYBRID,2,PURE STAND,,,5,KILOGRAM,DECEMBER,2012,YES,,,,1,OXCART,UNSHELLED,YES,IRREGULAR RAINS,,12,50 KG BAG,SHELLED,APRIL,APRIL,2,
1,1111-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,6,KILOGRAM,DECEMBER,2012,YES,,,,1,OTHER (SPECIFY),UNSHELLED,YES,OTHER (SPECIFY),IRREGULAR RAINS,18,50 KG BAG,SHELLED,MAY,MAY,1,
2,1111-001,PANEL A,Panel A - 2 Visits,YES,R02,TOBACCO BURLEY,1,MIXED STAND,,,5,GRAM,DECEMBER,2012,YES,,,,3,BALE,NOT APPLICABLE,NO,,,4,BALE,NOT APPLICABLE,FEBRUARY,APRIL,1,
3,1111-001,PANEL A,Panel A - 2 Visits,YES,R02,NKHWANI,1,MIXED STAND,,,500,GRAM,DECEMBER,2012,YES,,,,1,PAIL (LARGE),NOT APPLICABLE,NO,,,2,PAIL (LARGE),NOT APPLICABLE,FEBRUARY,MAY,1,
4,1111-001,PANEL A,Panel A - 2 Visits,YES,R03,GROUNDNUT CG7,1,PURE STAND,,,14,KILOGRAM,DECEMBER,2012,NO,70,PAIL (LARGE),SHELLED,,,,NO,,,10,OTHER (SPECIFY),UNSHELLED,MAY,MAY,1,
5,1111-001,PANEL A,Panel A - 2 Visits,YES,R04,GROUNDNUT CG7,1,PURE STAND,,,14,KILOGRAM,DECEMBER,2012,NO,70,PAIL (LARGE),SHELLED,,,,NO,,,80,OTHER (SPECIFY),UNSHELLED,MAY,MAY,1,
1,1112-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,1,MIXED STAND,NO,3/4,30,KILOGRAM,DECEMBER,2012,YES,,,,8,OXCART,UNSHELLED,YES,OTHER (SPECIFY),,6,OX-CART,UNSHELLED,MAY,MAY,1,
2,1112-001,PANEL B,Panel B - 2 Visits,YES,R01,BEANS,1,MIXED STAND,NO,LESS THAN 1/4,10,KILOGRAM,DECEMBER,2012,YES,,,,5,50 KG BAG,SHELLED,NO,,,3,50 KG BAG,SHELLED,MARCH,MAY,1,
3,1112-001,PANEL B,Panel B - 2 Visits,YES,R02,GROUNDNUT CHALIMBANA,1,PURE STAND,,,40,KILOGRAM,DECEMBER,2012,NO,40,50 KG BAG,UNSHELLED,,,,YES,LACK OF HIRED LABOR,,26,50 KG BAG,UNSHELLED,MAY,JUNE,1,
1,1113-001,PANEL A,Panel A - Combined Visit,YES,R01,MAIZE HYBRID,1,MIXED STAND,YES,,7,KILOGRAM,NOVEMBER,2013,YES,,,,1,OXCART,UNSHELLED,YES,IRREGULAR RAINS,,1,OX-CART,UNSHELLED,MAY,MAY,1,
2,1113-001,PANEL A,Panel A - Combined Visit,YES,R01,NKHWANI,1,MIXED STAND,YES,,30,GRAM,NOVEMBER,2013,YES,,,,4,OTHER (SPECIFY),NOT APPLICABLE,NO,,,4,OTHER (SPECIFY),NOT APPLICABLE,FEBRUARY,MAY,1,
1,1113-002,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,1,MIXED STAND,YES,,3,KILOGRAM,DECEMBER,2012,NO,0,,,,,,YES,FLOODING,,10,KILOGRAM,SHELLED,APRIL,APRIL,1,
2,1113-002,PANEL A,Panel A - 2 Visits,YES,R01,NKHWANI,1,MIXED STAND,YES,,6,GRAM,DECEMBER,2012,NO,0,,,,,,YES,FLOODING,,0,,,,,,
1,1114-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,10,KILOGRAM,DECEMBER,2012,YES,,,,26,50 KG BAG,SHELLED,NO,,,26,50 KG BAG,SHELLED,MAY,MAY,1,2
2,1114-001,PANEL B,Panel B - 2 Visits,YES,R02,MAIZE LOCAL,1,PURE STAND,,,5,KILOGRAM,DECEMBER,2012,YES,,,,1,OXCART,UNSHELLED,NO,,,6,50 KG BAG,SHELLED,MAY,MAY,1,2
3,1114-001,PANEL B,Panel B - 2 Visits,YES,R03,GROUNDNUT CHALIMBANA,1,PURE STAND,,,6,KILOGRAM,DECEMBER,2012,YES,,,,5,50 KG BAG,UNSHELLED,NO,,,5,50 KG BAG,UNSHELLED,JULY,JULY,1,2
1,1115-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE LOCAL,1,PURE STAND,,,2,KILOGRAM,DECEMBER,2012,NO,1,OXCART,UNSHELLED,,,,YES,FLOODING,OTHER (SPECIFY),1,OX-CART,UNSHELLED,MAY,MAY,1,2
2,1115-001,PANEL A,Panel A - 2 Visits,YES,R02,GROUNDNUT CG7,1,PURE STAND,,,5,KILOGRAM,JANUARY,2013,NO,5,50 KG BAG,UNSHELLED,,,,YES,INSECTS,FLOODING,6,50 KG BAG,UNSHELLED,JUNE,JUNE,1,2
1,1115-004,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,2,PURE STAND,,,3,KILOGRAM,DECEMBER,2013,YES,,,,8,50 KG BAG,SHELLED,YES,IRREGULAR RAINS,OTHER (SPECIFY),2,OX-CART,UNSHELLED,MAY,MAY,1,
2,1115-004,PANEL A,Panel A - 2 Visits,YES,R02,GROUNDNUT CG7,2,PURE STAND,,,6,KILOGRAM,DECEMBER,2013,YES,,,,8,50 KG BAG,UNSHELLED,YES,INSECTS,,14,50 KG BAG,UNSHELLED,MAY,MAY,1,
1,1116-001,PANEL B,Panel B - 2 Visits,YES,R01,MAIZE HYBRID,2,PURE STAND,,,2.5,KILOGRAM,NOVEMBER,2012,YES,,,,2,50 KG BAG,SHELLED,YES,OTHER (SPECIFY),,12,50 KG BAG,SHELLED,JUNE,JUNE,1,2
2,1116-001,PANEL B,Panel B - 2 Visits,YES,R02,MAIZE HYBRID,2,PURE STAND,,,7,KILOGRAM,NOVEMBER,2012,YES,,,,2,OXCART,SHELLED,YES,OTHER (SPECIFY),,2,50 KG BAG,SHELLED,JUNE,JUNE,1,2
1,1117-001,PANEL A,Panel A - 2 Visits,YES,R01,GROUNDNUT CG7,1,PURE STAND,,,40,KILOGRAM,JANUARY,2013,NO,60,50 KG BAG,UNSHELLED,,,,NO,,,26,50 KG BAG,UNSHELLED,MAY,MAY,1,
2,1117-001,PANEL A,Panel A - 2 Visits,YES,R02,RICE KILOMBERO,1,PURE STAND,,,30,KILOGRAM,FEBRUARY,2013,NO,15,50 KG BAG,UNSHELLED,,,,YES,IRREGULAR RAINS,,15,50 KG BAG,UNSHELLED,MAY,MAY,1,
3,1117-001,PANEL A,Panel A - 2 Visits,YES,R03,COTTON,1,PURE STAND,,,5,KILOGRAM,FEBRUARY,2013,NO,4,50 KG BAG,NOT APPLICABLE,,,,YES,LACK OF HIRED LABOR,,200,KILOGRAM,SHELLED,JUNE,JUNE,1,
4,1117-001,PANEL A,Panel A - 2 Visits,YES,R04,MAIZE HYBRID,1,PURE STAND,,,15,KILOGRAM,JANUARY,2013,YES,,,,8,OXCART,UNSHELLED,NO,,,30,50 KG BAG,SHELLED,APRIL,APRIL,1,
1,1118-002,PANEL B,Panel B - Combined Visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1119-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,10,KILOGRAM,DECEMBER,2012,YES,,,,2,OXCART,UNSHELLED,YES,OTHER (SPECIFY),,2,OX-CART,UNSHELLED,MAY,MAY,1,
2,1119-001,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE HYBRID,1,PURE STAND,,,1,5 KG BAG,JANUARY,2013,YES,,,,1.5,OXCART,UNSHELLED,NO,,,2,OX-CART,UNSHELLED,MAY,MAY,1,
3,1119-001,PANEL A,Panel A - 2 Visits,YES,R03,MAIZE HYBRID,1,MIXED STAND,YES,,1,2 KG BAG,JANUARY,2013,YES,,,,.25,OXCART,UNSHELLED,NO,,,2,50 KG BAG,SHELLED,MAY,MAY,1,
4,1119-001,PANEL A,Panel A - 2 Visits,YES,R03,NKHWANI,1,MIXED STAND,NO,LESS THAN 1/4,5,GRAM,JANUARY,2013,YES,,,,4,PAIL (LARGE),NOT APPLICABLE,NO,,,2,PAIL (LARGE),NOT APPLICABLE,FEBRUARY,MAY,1,
1,1121-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,5,KILOGRAM,NOVEMBER,2012,YES,,,,1,OXCART,UNSHELLED,YES,OTHER (SPECIFY),,1,OX-CART,UNSHELLED,JUNE,JUNE,1,2
2,1121-001,PANEL A,Panel A - 2 Visits,YES,R02,GROUNDNUT CHALIMBANA,1,MIXED STAND,YES,,4,KILOGRAM,NOVEMBER,2012,YES,,,,4,50 KG BAG,UNSHELLED,NO,,,3,50 KG BAG,UNSHELLED,JULY,JULY,1,2
3,1121-001,PANEL A,Panel A - 2 Visits,YES,R02,SOYABEAN,1,MIXED STAND,YES,,2,KILOGRAM,NOVEMBER,2012,YES,,,,2,50 KG BAG,SHELLED,NO,,,3,50 KG BAG,SHELLED,MAY,MAY,1,2
4,1121-001,PANEL A,Panel A - 2 Visits,YES,R03,SWEET POTATO,1,PURE STAND,,,1,OTHER (SPECIFY),NOVEMBER,2012,YES,,,,1,50 KG BAG,NOT APPLICABLE,NO,,,2,50 KG BAG,NOT APPLICABLE,MARCH,MARCH,1,2
5,1121-001,PANEL A,Panel A - 2 Visits,YES,R04,MAIZE HYBRID,1,MIXED STAND,YES,,2,KILOGRAM,NOVEMBER,2012,YES,,,,1,OXCART,UNSHELLED,YES,OTHER (SPECIFY),,3,50 KG BAG,SHELLED,JUNE,JUNE,1,2
6,1121-001,PANEL A,Panel A - 2 Visits,YES,R04,BEANS,1,MIXED STAND,YES,,1,KILOGRAM,NOVEMBER,2012,YES,,,,20,KILOGRAM,SHELLED,YES,OTHER (SPECIFY),,20,KILOGRAM,SHELLED,MAY,MAY,1,2
7,1121-001,PANEL A,Panel A - 2 Visits,YES,R05,TOBACCO BURLEY,1,PURE STAND,,,4,GRAM,NOVEMBER,2012,YES,,,,100,KILOGRAM,NOT APPLICABLE,NO,,,2,BALE,NOT APPLICABLE,FEBRUARY,MARCH,1,2
1,1122-001,PANEL B,Panel B - 2 Visits,YES,R01,GROUNDNUT CG7,1,PURE STAND,,,2,10 KG BAG,JANUARY,2013,YES,,,,14,50 KG BAG,UNSHELLED,NO,,,15,50 KG BAG,UNSHELLED,MAY,MAY,1,
1,1122-002,PANEL B,Panel B - 2 Visits,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1123-001,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,2,PURE STAND,,,10,KILOGRAM,NOVEMBER,2012,YES,,,,2,OXCART,UNSHELLED,NO,,,2,OX-CART,UNSHELLED,MAY,MAY,1,2
2,1123-001,PANEL A,Panel A - 2 Visits,YES,R02,GROUNDNUT CG7,2,PURE STAND,,,6,KILOGRAM,NOVEMBER,2012,NO,6,50 KG BAG,SHELLED,,,,YES,OTHER (SPECIFY),,6,50 KG BAG,UNSHELLED,MAY,JUNE,1,2
3,1123-001,PANEL A,Panel A - 2 Visits,YES,R03,TOBACCO BURLEY,2,PURE STAND,,,3,OTHER (SPECIFY),NOVEMBER,2012,YES,,,,3,BALE,NOT APPLICABLE,NO,,,4,BALE,NOT APPLICABLE,JANUARY,MARCH,1,2
1,1123-003,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,10,KILOGRAM,DECEMBER,2012,NO,1,OXCART,UNSHELLED,,,,YES,OTHER (SPECIFY),,2,PAIL (LARGE),SHELLED,MAY,MAY,1,2
1,1123-004,PANEL A,Panel A - 2 Visits,YES,R01,MAIZE HYBRID,1,PURE STAND,,,10,KILOGRAM,NOVEMBER,2012,YES,,,,1,OXCART,UNSHELLED,NO,,,9,OX-CART,UNSHELLED,APRIL,MAY,1,
2,1123-004,PANEL A,Panel A - 2 Visits,YES,R02,MAIZE LOCAL,1,MIXED STAND,NO,MORE THAN 3/4,40,KILOGRAM,DECEMBER,2012,YES,,,,.5,OXCART,UNSHELLED,YES,OTHER (SPECIFY),,15,OX-CART,UNSHELLED,APRIL,MAY,1,
3,1123-004,PANEL A,Panel A - 2 Visits,YES,R02,BEANS,1,MIXED STAND,NO,MORE THAN 3/4,25,KILOGRAM,DECEMBER,2012,YES,,,,2,50 KG BAG,SHELLED,NO,,,2,50 KG BAG,SHELLED,APRIL,MAY,1,
4,1123-004,PANEL A,Panel A - 2 Visits,YES,R02,SOYABEAN,1,MIXED STAND,NO,MORE THAN 3/4,10,KILOGRAM,DECEMBER,2012,YES,,,,1,50 KG BAG,SHELLED,NO,,,9,50 KG BAG,SHELLED,APRIL,MAY,1,
