HHID,case_id,qx_type,ea_id,visit,ag_c0a,ag_c00,ag_c01,ag_c02,ag_c04a,ag_c04b,ag_c04c,ag_c05d_os
810,201117180005,Panel B,20111718,1,,R1,Yes,HYBRID MAIZE,2.5,Acre,1.16,
800,201117180015,Panel B,20111718,1,,R3,Yes,TOBACCO,1.5,Acre,1.52,
800,201117180015,Panel B,20111718,1,,R2,Yes,HYBRID MAIZE,2,Acre,2.1300001,
800,201117180015,Panel B,20111718,1,,R1,Yes,LOCAL MAIZE,2.5,Acre,2.5599999,
828,201117180024,Panel B,20111718,1,,R3,Yes,TOBACCO PLOT,1,Acre,.75999999,
828,201117180024,Panel B,20111718,1,,R2,Yes,G/NUTS PLOT,.5,Acre,.23,
828,201117180024,Panel B,20111718,1,,R1,Yes,HYBRID PLOT,1,Acre,1.6,
824,201117180032,Panel B,20111718,1,,R2,Yes,TOBACCO PLOT,1,Acre,1.4,
824,201117180032,Panel B,20111718,1,,R1,Yes,HYBRID PLOT,1,Acre,2.7,
808,201117180043,Panel B,20111718,1,,R1,Yes,LOCAL MAIZE,1,Acre,1.5,
808,201117180043,Panel B,20111718,1,,R5,Yes,TOBACCO,1,Acre,1.63,
808,201117180043,Panel B,20111718,1,,R4,Yes,G/NUTS,1,Acre,.86000001,
808,201117180043,Panel B,20111718,1,,R2,Yes,LOCAL MAIZE,1,Acre,1.3099999,
808,201117180043,Panel B,20111718,1,,R3,Yes,HYBRID MAIZE,1,Acre,1.11,
812,201117180052,Panel B,20111718,1,,R2,Yes,G/NUTS 12,1,Acre,.88,
812,201117180052,Panel B,20111718,1,,R1,Yes,MAIZE 1,1,Acre,1.76,
816,201117180071,Panel B,20111718,1,,R1,Yes,MAIZE 3,.5,Acre,.54000002,
802,201117180080,Panel B,20111718,1,,R1,Yes,MAIZE,.5,Acre,.69,
818,201117180089,Panel B,20111718,1,,R1,Yes,MAIZE 3,.5,Acre,.63999999,
826,201117180108,Panel B,20111718,1,,R3,Yes,G/NUTS,.5,Acre,.47999999,
826,201117180108,Panel B,20111718,1,,R2,Yes,TOBACCO,1,Acre,1,
826,201117180108,Panel B,20111718,1,,R1,Yes,HYBRID MAIZE,1,Acre,1.24,
822,201117180117,Panel B,20111718,1,,R2,Yes,HYBRID MAIZE,1,Acre,.94,
822,201117180117,Panel B,20111718,1,,R1,Yes,HYBRID MAIZE,1,Acre,1,
822,201117180117,Panel B,20111718,1,,R3,Yes,HYBRID MAIZE,1,Acre,1.08,
798,201117180127,Panel B,20111718,1,,R1,Yes,MAIZE 3,.75,Acre,.55000001,
814,201117180145,Panel B,20111718,1,,R3,Yes,HYBRID MAIZE,1,Acre,.72000003,
814,201117180145,Panel B,20111718,1,,R2,Yes,TOBACCO,1.5,Acre,1.55,
814,201117180145,Panel B,20111718,1,,R1,Yes,HYBRID MAIZE,1,Acre,.30000001,
806,201117180164,Panel B,20111718,1,,R1,Yes,MAIZE,1,Acre,.82999998,
804,201117180183,Panel B,20111718,1,,R2,Yes,TOBACCO,1,Acre,.81999999,
804,201117180183,Panel B,20111718,1,,R1,Yes,MAIZE,1,Acre,.75,
820,201117180192,Panel B,20111718,1,,R2,Yes,TOBACCO,2,Acre,2.1900001,
820,201117180192,Panel B,20111718,1,,R1,Yes,MAIZE,1.5,Acre,2.1099999,
811,201126610025,Panel A,20112661,1,,R2,Yes,G/NUTS,.25,Acre,.16,
811,201126610025,Panel A,20112661,1,,R3,Yes,SOYA,.5,Acre,.28999999,
811,201126610025,Panel A,20112661,1,,R1,Yes,MAIZE HYBRID,1.5,Acre,.82999998,
823,201126610037,Panel A,20112661,1,,R3,Yes,G/NUTS,.5,Acre,.89999998,
823,201126610037,Panel A,20112661,1,,R2,Yes,TOBACCO,1,Acre,1.47,
823,201126610037,Panel A,20112661,1,,R1,Yes,HYBRID MAIZE,1.5,Acre,1.26,
807,201126610043,Panel A,20112661,1,,R3,Yes,SOYA,.25,Acre,.23,
807,201126610043,Panel A,20112661,1,,R1,Yes,LOCAL MAIZE,1.5,Acre,3.1800001,
807,201126610043,Panel A,20112661,1,,R2,Yes,G/NUTS,1,Acre,1.03,
809,201126610046,Panel A,20112661,1,,R2,Yes,LOCAL MAIZE,2.5,Acre,2.1500001,
809,201126610046,Panel A,20112661,1,,R4,Yes,G/NUTS,1,Acre,.91000003,
809,201126610046,Panel A,20112661,1,,R1,Yes,HYBRID MAIZE,2,Acre,1.83,
809,201126610046,Panel A,20112661,1,,R3,Yes,TOBACCO,2.5,Acre,2,
827,201126610050,Panel A,20112661,1,,R2,Yes,G/NUTS,.5,Acre,.38999999,
827,201126610050,Panel A,20112661,1,,R3,Yes,TOBACCO,1,Acre,.81999999,
827,201126610050,Panel A,20112661,1,,R1,Yes,LOCAL MAIZE,1.5,Acre,2.0999999,
805,201126610060,Panel A,20112661,1,,R3,Yes,G/NUTS,1,Acre,1,
805,201126610060,Panel A,20112661,1,,R2,Yes,TOBACCO,9,Acre,3,
805,201126610060,Panel A,20112661,1,,R1,Yes,MAIZE,7,Acre,4,
817,201126610061,Panel A,20112661,1,,R1,Yes,MAIZE,2,Acre,2.5,
817,201126610061,Panel A,20112661,1,,R3,Yes,G/NUTS,.5,Acre,.51999998,
817,201126610061,Panel A,20112661,1,,R2,Yes,TOBACCO,1.5,Acre,1.75,
815,201126610067,Panel A,20112661,1,,R3,Yes,G/NUTS,.5,Acre,1.03,
815,201126610067,Panel A,20112661,1,,R1,Yes,MAIZE,2.5,Acre,1.97,
815,201126610067,Panel A,20112661,1,,R2,Yes,TOBACCO,1,Acre,.81999999,
801,201126610075,Panel A,20112661,1,,R1,Yes,LOCAL MAIZE,2.5,Acre,2.5,
801,201126610075,Panel A,20112661,1,,R2,Yes,GROUND NUTS,.5,Acre,.60000002,
819,201126610100,Panel A,20112661,1,,R2,Yes,GROUNDNUTS,.5,Acre,.76999998,
819,201126610100,Panel A,20112661,1,,R1,Yes,LOCAL MAIZE,1,Acre,.87,
831,201126610106,Panel A,20112661,1,,R4,Yes,G/NUTS,1,Acre,1.5,
831,201126610106,Panel A,20112661,1,,R1,Yes,MAIZE,3,Acre,4.5,
831,201126610106,Panel A,20112661,1,,R2,Yes,TOBACCO,4,Acre,4.0999999,
831,201126610106,Panel A,20112661,1,,R3,Yes,SOYA,1.08,Acre,.72000003,
829,201126610108,Panel A,20112661,1,,R4,Yes,SOYA,.25,Acre,.27000001,
829,201126610108,Panel A,20112661,1,,R2,Yes,TOBACCO,1,Acre,1.1,
829,201126610108,Panel A,20112661,1,,R3,Yes,G/NUTS,.25,Acre,.50999999,
829,201126610108,Panel A,20112661,1,,R1,Yes,MAIZE,1.5,Acre,.98000002,
803,201126610109,Panel A,20112661,1,,R2,Yes,MAIZE,1,Acre,.82999998,
803,201126610109,Panel A,20112661,1,,R3,Yes,G/NUTS,.23999999,Acre,.12,
803,201126610109,Panel A,20112661,1,,R1,Yes,TOBACCO,.5,Acre,.72000003,
821,201126610115,Panel A,20112661,1,,R1,Yes,MAIZE,1.5,Acre,1.72,
821,201126610115,Panel A,20112661,1,,R3,Yes,TOBACCO,1,Acre,1.04,
821,201126610115,Panel A,20112661,1,,R2,Yes,G/NUTS,.5,Acre,.54000002,
813,201126610116,Panel A,20112661,1,,R2,Yes,TOBACCO,.5,Acre,.51999998,
813,201126610116,Panel A,20112661,1,,R1,Yes,MAIZE,1,Acre,1.15,
825,201126610117,Panel A,20112661,1,,R1,Yes,LOCAL MAIZE,1.5,Acre,1.77,
825,201126610117,Panel A,20112661,1,,R2,Yes,GROUND NUTS,.5,Acre,.64999998,
825,201126610117,Panel A,20112661,1,,R3,Yes,LOCAL MAIZE,1,Acre,.63,
861,201131120001,Panel A,20113112,1,,R2,Yes,MAIZE,1.5,Acre,1.23,
861,201131120001,Panel A,20113112,1,,R3,Yes,SOYA,.25,Acre,.22,
861,201131120001,Panel A,20113112,1,,R1,Yes,BURLEY,.5,Acre,.46000001,
833,201131120024,Panel A,20113112,1,,R4,Yes,SOYA PLOT BEANS,.25,Acre,.46000001,
833,201131120024,Panel A,20113112,1,,R1,Yes,LOCAL MAIZE PLOT,1,Acre,.93000001,
833,201131120024,Panel A,20113112,1,,R2,Yes,HYBRID MAIZE PLOT,1.5,Acre,1.3200001,
833,201131120024,Panel A,20113112,1,,R3,Yes,GNUTS PLOT,.5,Acre,.51999998,
843,201131120026,Panel A,20113112,1,,R1,Yes,LOCAL MAIZE,1,Acre,1.3200001,
843,201131120026,Panel A,20113112,1,,R3,Yes,TOBACCO,.75,Acre,.64999998,
843,201131120026,Panel A,20113112,1,,R2,Yes,G.NUTS,.25,Acre,.41,
863,201131120034,Panel A,20113112,1,,R2,Yes,MAIZE,1,Acre,.98000002,
863,201131120034,Panel A,20113112,1,,R3,Yes,G/NUTS,.5,Acre,.31,
863,201131120034,Panel A,20113112,1,,R1,Yes,TOBACCO,1,Acre,1.23,
855,201131120044,Panel A,20113112,1,,R2,Yes,G/NUTS,.5,Acre,.43000001,
855,201131120044,Panel A,20113112,1,,R1,Yes,MAIZE,1,Acre,1.04,
851,201131120047,Panel A,20113112,1,,R2,Yes,TOBACCO,12,Acre,,
851,201131120047,Panel A,20113112,1,,R4,Yes,G.NUTS,1.5,Acre,,
851,201131120047,Panel A,20113112,1,,R1,Yes,HYBRID MAIZE,9,Acre,,
851,201131120047,Panel A,20113112,1,,R3,Yes,BEANS,1,Acre,,
839,201131120061,Panel A,20113112,1,,R2,Yes,G/NUTS,1.25,Acre,1.05,
839,201131120061,Panel A,20113112,1,,R1,Yes,HYBRID MAIZE,3,Acre,2.3599999,
839,201131120061,Panel A,20113112,1,,R3,Yes,SOYA BEANS,2.5,Acre,1.3200001,
837,201131120068,Panel A,20113112,1,,R1,Yes,MAIZE,3,Acre,3.1900001,
837,201131120068,Panel A,20113112,1,,R2,Yes,TOBACCO,2.5,Acre,3.1700001,
859,201131120071,Panel A,20113112,1,,R1,Yes,MAIZE,1.5,Acre,1.23,
857,201131120075,Panel A,20113112,1,,R1,Yes,LOCAL MAIZE,1,Acre,1.9400001,
853,201131120081,Panel A,20113112,1,,R1,Yes,HYBRID MAIZE,1,Acre,.70999998,
853,201131120081,Panel A,20113112,1,,R2,Yes,TOBACCO,.5,Acre,.75999999,
849,201131120092,Panel A,20113112,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.51999998,
849,201131120092,Panel A,20113112,1,,R2,Yes,TOBACCO,.5,Acre,.50999999,
835,201131120102,Panel A,20113112,1,,R1,Yes,MAIZE,1,Acre,.56,
845,201131120106,Panel A,20113112,1,,R1,Yes,MAIZE,.75,Acre,.50999999,
847,201131120126,Panel A,20113112,1,,R1,Yes,HYBRID MAIZE,3,Acre,2.4000001,
834,201154340005,Panel B,20115434,1,,R2,Yes,TOBACCO,.75,Acre,.79000002,
834,201154340005,Panel B,20115434,1,,R1,Yes,MAIZE,1.5,Acre,1.63,
834,201154340005,Panel B,20115434,1,,R3,Yes,G/NUTS,.25,Acre,.23999999,
858,201154340012,Panel B,20115434,1,,R3,Yes,G/NUTS,.25,Acre,.1,
858,201154340012,Panel B,20115434,1,,R4,Yes,TOBACCO,.25,Acre,.25,
858,201154340012,Panel B,20115434,1,,R1,Yes,MAIZE,1,Acre,1.3,
858,201154340012,Panel B,20115434,1,,R2,Yes,MAIZE,.25,Acre,.41999999,
838,201154340018,Panel B,20115434,1,,R1,Yes,LOCAL MAIZE,.5,Acre,9.2399998,
846,201154340031,Panel B,20115434,1,,R2,Yes,MAIZE,2,Acre,1.73,
846,201154340031,Panel B,20115434,1,,R1,Yes,BURLEY,.5,Acre,.70999998,
846,201154340031,Panel B,20115434,1,,R3,Yes,G/NUTS,.25,Acre,.23999999,
846,201154340031,Panel B,20115434,1,,R4,Yes,MAIZE,1,Acre,.88,
840,201154340038,Panel B,20115434,1,,,No,,,,,
830,201154340044,Panel B,20115434,1,,R1,Yes,HYBRID MAIZE,1,Acre,1.22,
830,201154340044,Panel B,20115434,1,,R2,Yes,G/NUTS,1,Acre,1.1,
844,201154340058,Panel B,20115434,1,,R3,Yes,G/NUTS,2,Acre,2.01,
844,201154340058,Panel B,20115434,1,,R2,Yes,HYBRID MAIZE,2.3,Acre,2.5699999,
844,201154340058,Panel B,20115434,1,,R1,Yes,TOBACCO PLOT,.5,Acre,.56,
860,201154340064,Panel B,20115434,1,,R3,Yes,SWEET POTATOES,.25,Acre,.23999999,
860,201154340064,Panel B,20115434,1,,R1,Yes,MAIZE,1.25,Acre,1.02,
860,201154340064,Panel B,20115434,1,,R2,Yes,G/NUTS,.25,Acre,.18000001,
850,201154340071,Panel B,20115434,1,,R1,Yes,MAIZE,.5,Acre,.62,
856,201154340084,Panel B,20115434,1,,R2,Yes,G/NUTS,.25,Acre,.31,
856,201154340084,Panel B,20115434,1,,R1,Yes,LOCAL MAIZE PLOT,1,Acre,1.3099999,
842,201154340090,Panel B,20115434,1,,R1,Yes,LOCAL MAIZE,1.5,Acre,1.5,
842,201154340090,Panel B,20115434,1,,R3,Yes,HYBRID MAIZE,1,Acre,1,
842,201154340090,Panel B,20115434,1,,R2,Yes,G/NUTS,1.5,Acre,2,
848,201154340097,Panel B,20115434,1,,R3,Yes,TOBACCO,.75,Acre,.61000001,
848,201154340097,Panel B,20115434,1,,R1,Yes,HYBRID MAIZE,1,Acre,1.5,
848,201154340097,Panel B,20115434,1,,R2,Yes,G/NUTS,.25,Acre,.47999999,
848,201154340097,Panel B,20115434,1,,R4,Yes,PAPRIKA,.25,Acre,.25,
832,201154340110,Panel B,20115434,1,,R1,Yes,MAIZE,1.5,Acre,1.3200001,
832,201154340110,Panel B,20115434,1,,R2,Yes,G/NUTS,.5,Acre,.41999999,
852,201154340116,Panel B,20115434,1,,R5,Yes,G/NUTS,1.5,Acre,.63,
852,201154340116,Panel B,20115434,1,,R3,Yes,TOBACCO.,3,Acre,2.4200001,
852,201154340116,Panel B,20115434,1,,R4,Yes,SOYA,.5,Acre,.56999999,
852,201154340116,Panel B,20115434,1,,R2,Yes,LOCAL MAIZE,1.5,Acre,1.25,
852,201154340116,Panel B,20115434,1,,R1,Yes,HYBRID MAIZE,2.5,Acre,2.5799999,
836,201154340123,Panel B,20115434,1,,R1,Yes,HYBRID MAIZE,1,Acre,.13,
836,201154340123,Panel B,20115434,1,,R2,Yes,G/NUTS,.5,Acre,.80000001,
854,201154340136,Panel B,20115434,1,,R2,Yes,G/NUTS,.25,Acre,.22,
854,201154340136,Panel B,20115434,1,,R3,Yes,SWEET POTATOES,.25,Acre,.23,
854,201154340136,Panel B,20115434,1,,R1,Yes,MAIZE,2,Acre,1.75,
854,201154340136,Panel B,20115434,1,,R4,Yes,,,,,
872,202052070003,Panel B,20205207,1,,R4,Yes,RICE,.25,Acre,.07,
872,202052070003,Panel B,20205207,1,,R1,Yes,LOCAL MAIZE,1,Acre,.94999999,
872,202052070003,Panel B,20205207,1,,R3,Yes,GROUNDNUTS,.25,Acre,.23999999,
872,202052070003,Panel B,20205207,1,,R2,Yes,HYBRID MAIZE,.25,Acre,.31,
866,202052070009,Panel B,20205207,1,,R1,Yes,HYBRID MAIZE,1,Acre,1.23,
866,202052070009,Panel B,20205207,1,,R2,Yes,HYBRID MAIZE,.5,Acre,.47999999,
866,202052070009,Panel B,20205207,1,,R3,Yes,GROUNDNUTS,.25,Acre,.30000001,
892,202052070015,Panel B,20205207,1,,R2,Yes,COTTON,1,Acre,.94999999,
892,202052070015,Panel B,20205207,1,,R1,Yes,HYBRID MAIZE,1,Acre,1.05,
880,202052070021,Panel B,20205207,1,,R1,Yes,HYBRID MAIZE,1,Acre,.97000003,
880,202052070021,Panel B,20205207,1,,R3,Yes,RICE,.5,Acre,,TOO FAR FROM HOUSEHOLD
880,202052070021,Panel B,20205207,1,,R2,Yes,GROUNDNUTS,.75,Acre,.64999998,
882,202052070028,Panel B,20205207,1,,R1,Yes,LOCAL MAIZE PLOT,.75,Acre,.99000001,
888,202052070034,Panel B,20205207,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.43000001,
888,202052070034,Panel B,20205207,1,,R2,Yes,GROUNDNUTS,.25,Acre,.20999999,
874,202052070040,Panel B,20205207,1,,R2,Yes,RICE,.5,Acre,.47,
874,202052070040,Panel B,20205207,1,,R3,Yes,GROUNDNUTS,.25,Acre,.16,
874,202052070040,Panel B,20205207,1,,R1,Yes,LOCAL MAIZE,1,Acre,1.09,
886,202052070053,Panel B,20205207,1,,R1,Yes,LOCAL MAIZE PLOT,.5,Acre,,TOO FAR FROM HOUSEHOLD
876,202052070059,Panel B,20205207,1,,R1,Yes,HYBRID MAIZE,3,Acre,2.7,
870,202052070065,Panel B,20205207,1,,R3,Yes,RICE,.5,Acre,.28,
870,202052070065,Panel B,20205207,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.34999999,
870,202052070065,Panel B,20205207,1,,R2,Yes,GROUNDNUTS,.5,Acre,.18000001,
884,202052070084,Panel B,20205207,1,,R1,Yes,LOCAL MAIZE PLOT,.5,Acre,.41,
862,202052070090,Panel B,20205207,1,,R1,Yes,HYBRID MAIZE PLOT,1,Acre,.74000001,
864,202052070103,Panel B,20205207,1,,R2,Yes,KILOMBERO RICE,.5,Acre,,TOO FAR FROM HOUSEHOLD
864,202052070103,Panel B,20205207,1,,R1,Yes,RECYCLED HYBRID MAIZE,1.5,Acre,2.8099999,
890,202052070109,Panel B,20205207,1,,R1,Yes,HYBRID RECYCLED,.5,Acre,1.35,
868,202052070115,Panel B,20205207,1,,R4,Yes,GROUNDNUTS,.75,Acre,.66000003,
868,202052070115,Panel B,20205207,1,,R5,Yes,SWEET POTATOES,.25,Acre,.23,
868,202052070115,Panel B,20205207,1,,R1,Yes,HYBRID MAIZE,1.5,Acre,1.46,
868,202052070115,Panel B,20205207,1,,R2,Yes,HYBRID MAIZE,.75,Acre,.63,
868,202052070115,Panel B,20205207,1,,R3,Yes,RICE,.25,Acre,.28999999,
878,202052070127,Panel B,20205207,1,,R1,Yes,HYBRID MAIZE,1,Acre,1.33,
889,202063620005,Panel A,20206362,1,,R3,Yes,GROUNDNUTS,1,Acre,.70999998,
889,202063620005,Panel A,20206362,1,,R1,Yes,HYBRID MAIZE,1,Acre,1.16,
889,202063620005,Panel A,20206362,1,,R2,Yes,BURLEY TOBACCO,1,Acre,.66000003,
877,202063620025,Panel A,20206362,1,,R1,Yes,HYBRID MAIZE,1,Acre,1.3,
877,202063620025,Panel A,20206362,1,,R2,Yes,GROUNDNUTS,.5,Acre,.69,
871,202063620035,Panel A,20206362,1,,R4,Yes,RICE LOCAL,.5,Acre,,
871,202063620035,Panel A,20206362,1,,R5,Yes,GNUTS,.5,Acre,.46000001,
871,202063620035,Panel A,20206362,1,,R3,Yes,GROUNDNUTS,1,Acre,1.13,
871,202063620035,Panel A,20206362,1,,R2,Yes,TOBACCO,.25,Acre,.23,
871,202063620035,Panel A,20206362,1,,R1,Yes,HYBRID MAIZE,1,Acre,7.1999998,
891,202063620047,Panel A,20206362,1,,R2,Yes,G/NUTS,3,Acre,,TOO FAR FROM HOUSEHOLD
891,202063620047,Panel A,20206362,1,,R1,Yes,HYBRID MAIZE,2,Acre,1.16,
891,202063620047,Panel A,20206362,1,,R3,Yes,TOBACCO,1,Acre,,TOO FAR FROM HOUSEHOLD
891,202063620047,Panel A,20206362,1,,R4,Yes,LOCAL MAIZE,.5,Acre,,TOO FAR FROM HOUSEHOLD
865,202063620055,Panel A,20206362,1,,R3,Yes,GROUNDNUTS,.5,Acre,.62,
865,202063620055,Panel A,20206362,1,,R1,Yes,LOCAL MAIZE,.25,Acre,.40000001,
865,202063620055,Panel A,20206362,1,,R2,Yes,HYBRID MAIZE,.25,Acre,.34,
879,202063620077,Panel A,20206362,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.38999999,
879,202063620077,Panel A,20206362,1,,R2,Yes,G/NUTS,.5,Acre,.40000001,
881,202063620123,Panel A,20206362,1,,R1,Yes,LOCAL MAIZE,.25,Acre,.27000001,
881,202063620123,Panel A,20206362,1,,R2,Yes,G/NUTS CG7,.5,Acre,.63,
883,202063620130,Panel A,20206362,1,,R1,Yes,LOCAL MAIZE PLOT,1,Acre,.82999998,
883,202063620130,Panel A,20206362,1,,R3,Yes,RICE PROT,.5,Acre,.49000001,
883,202063620130,Panel A,20206362,1,,R2,Yes,GROUNDNUTS PLOT,1,Acre,.75999999,
893,202063620143,Panel A,20206362,1,,R2,Yes,GROUNDNUTS,1,Acre,.38,
893,202063620143,Panel A,20206362,1,,R1,Yes,HYBRID MAIZE,1.5,Acre,1.05,
895,202063620150,Panel A,20206362,1,,R3,Yes,LOCAL MAIZE,1,Acre,.85000002,
895,202063620150,Panel A,20206362,1,,R4,Yes,GROUNDNUTS,2,Acre,2.01,
895,202063620150,Panel A,20206362,1,,R2,Yes,GROUNDNUTS,.5,Acre,.55000001,
895,202063620150,Panel A,20206362,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.28999999,
887,202063620156,Panel A,20206362,1,,R1,Yes,HYBRID MAIZE,1,Acre,1,
887,202063620156,Panel A,20206362,1,,R2,Yes,G/NUTS,1,Acre,.99000001,
887,202063620156,Panel A,20206362,1,,R3,Yes,TOBACCO,.25,Acre,.23999999,
873,202063620179,Panel A,20206362,1,,R2,Yes,TOBACCO,.5,Acre,.37,
873,202063620179,Panel A,20206362,1,,R1,Yes,MAIZE PLOT,2.5,Acre,.34,
869,202063620195,Panel A,20206362,1,,R1,Yes,MAIZE PLOT,1,Acre,.55000001,
869,202063620195,Panel A,20206362,1,,R2,Yes,G/NUTS,1,Acre,1.74,
867,202063620232,Panel A,20206362,1,,R3,Yes,HYBRID MAIZE,.5,Acre,.31999999,
867,202063620232,Panel A,20206362,1,,R1,Yes,HYBRID MAIZE,1,Acre,.56999999,
867,202063620232,Panel A,20206362,1,,R2,Yes,GROUNDNUTS,.5,Acre,.58999997,
875,202063620243,Panel A,20206362,1,,R2,Yes,GROUND NUTS,.5,Acre,.88999999,
875,202063620243,Panel A,20206362,1,,R1,Yes,HYBRID MAIZE,1.5,Acre,.94,
875,202063620243,Panel A,20206362,1,,R3,Yes,TOBACCO,.5,Acre,1.11,
885,202063620271,Panel A,20206362,1,,R1,Yes,HYBRID MAIZE,.25,Acre,.23999999,
885,202063620271,Panel A,20206362,1,,R2,Yes,GROUNDNUTS,.25,Acre,.22,
913,203025390008,Panel A,20302539,1,,R2,Yes,SOYA BEANS,1.5,Acre,1.86,
913,203025390008,Panel A,20302539,1,,R1,Yes,LOCAL MAIZE,2,Acre,2.3499999,
917,203025390016,Panel A,20302539,1,,R4,Yes,SWEET POTATOES,.25,Acre,.28,
917,203025390016,Panel A,20302539,1,,R3,Yes,SOYA BEANS,.25,Acre,.56999999,
917,203025390016,Panel A,20302539,1,,R2,Yes,LOCAL MAIZE,.5,Acre,1.38,
917,203025390016,Panel A,20302539,1,,R5,Yes,IRISH POTATOES,.25,Acre,.050000001,
917,203025390016,Panel A,20302539,1,,R1,Yes,LOCAL MAIZE,1,Acre,1.41,
905,203025390038,Panel A,20302539,1,,R1,Yes,MAIZE PLOT,3,Acre,3.5999999,
905,203025390038,Panel A,20302539,1,,R2,Yes,MAIZE PLOT,2,Acre,2.72,
905,203025390038,Panel A,20302539,1,,R3,Yes,GROUNDNUTS,.25,Acre,.64999998,
925,203025390047,Panel A,20302539,1,,R1,Yes,LOCAL MAIZE PLOT,2.5,Acre,2.9100001,
925,203025390047,Panel A,20302539,1,,R2,Yes,HYBRID MAIZE PLOT,.5,Acre,.81999999,
911,203025390067,Panel A,20302539,1,,R2,Yes,LOCAL MAIZE,1,Acre,1.39,
911,203025390067,Panel A,20302539,1,,R1,Yes,LOCAL MAIZE,2,Acre,1.4,
911,203025390067,Panel A,20302539,1,,R3,Yes,LOCAL MAIZE,1,Acre,.12,
911,203025390067,Panel A,20302539,1,,R4,Yes,SWEET POTATO,1,Acre,.079999998,
923,203025390077,Panel A,20302539,1,,R2,Yes,LOCAL MAIZE,.25,Acre,.11,
923,203025390077,Panel A,20302539,1,,R1,Yes,RECYCLED HYBRID,1,Acre,.60000002,
923,203025390077,Panel A,20302539,1,,R3,Yes,SOYA BEANS,.5,Acre,.23,
927,203025390081,Panel A,20302539,1,,R1,Yes,MAIZE PLOT,2,Acre,2.52,
927,203025390081,Panel A,20302539,1,,R2,Yes,G/NUTS PLOT,.5,Acre,.94999999,
907,203025390087,Panel A,20302539,1,,R5,Yes,SOYA BEANS,1,Acre,.89999998,
907,203025390087,Panel A,20302539,1,,R3,Yes,HYBRID MAIZE,1,Acre,1.27,
907,203025390087,Panel A,20302539,1,,R7,Yes,IRISH POTATOES,5,Acre,.92000002,
907,203025390087,Panel A,20302539,1,,R1,Yes,LOCAL MAIZE,1,Acre,1.02,
907,203025390087,Panel A,20302539,1,,R6,Yes,IRISH POTATOES,.25,Acre,.86000001,
907,203025390087,Panel A,20302539,1,,R4,Yes,GROUND NUTS,1,Acre,.41,
907,203025390087,Panel A,20302539,1,,R2,Yes,HYBRID MAIZE,1,Acre,.97000003,
915,203025390104,Panel A,20302539,1,,R2,Yes,SWEET POTATO,.5,Acre,.18000001,
915,203025390104,Panel A,20302539,1,,R1,Yes,LOCAL MAIZE,1,Acre,.41999999,
919,203025390115,Panel A,20302539,1,,R3,Yes,IRISH POTATO,.75,Acre,.81999999,
919,203025390115,Panel A,20302539,1,,R2,Yes,HYBRID MAIZE,1,Acre,,TOO FAR FROM HOUSEHOLD
919,203025390115,Panel A,20302539,1,,R5,Yes,HYBRID MAIZE,1,Acre,,TOO FAR FROM HOUSEHOLD
919,203025390115,Panel A,20302539,1,,R4,Yes,SOYA,1,Acre,1.28,
919,203025390115,Panel A,20302539,1,,R1,Yes,LOCAL MAIZE,.75,Acre,.60000002,
903,203025390120,Panel A,20302539,1,,R2,Yes,LOCAL MAIZE,.25,Acre,.30000001,
903,203025390120,Panel A,20302539,1,,R3,Yes,SWEET POTATOES,.13,Acre,.059999999,
903,203025390120,Panel A,20302539,1,,R1,Yes,LOCAL MAIZE,1,Acre,.51999998,
909,203025390137,Panel A,20302539,1,,R1,Yes,MAIZE PLOT,1,Acre,2.4200001,
899,203025390148,Panel A,20302539,1,,R4,Yes,WHEAT,.5,Acre,.77999997,
899,203025390148,Panel A,20302539,1,,R3,Yes,HYBRID MAIZE,.5,Acre,1.3200001,
899,203025390148,Panel A,20302539,1,,R5,Yes,IRISH POTATOES,1,Acre,1.46,
899,203025390148,Panel A,20302539,1,,R6,Yes,SOYA BEANS,.25,Acre,.52999997,
899,203025390148,Panel A,20302539,1,,R1,Yes,LOCAL MAIZE,2,Acre,2.1700001,
899,203025390148,Panel A,20302539,1,,R2,Yes,LOCAL MAIZE,1,Acre,1.2,
921,203025390169,Panel A,20302539,1,,R2,Yes,IRISH POTATO,.5,Acre,.79000002,
921,203025390169,Panel A,20302539,1,,R1,Yes,HYBRID MAIZE,1,Acre,1.1,
897,203025390177,Panel A,20302539,1,,R2,Yes,LOCAL MAIZE,1,Acre,1.12,
897,203025390177,Panel A,20302539,1,,R3,Yes,IEISH POTATO,.5,Acre,.37,
897,203025390177,Panel A,20302539,1,,R1,Yes,HYBRID MAIZE,.25,Acre,.94999999,
901,203025390196,Panel A,20302539,1,,R1,Yes,MAIZE PLOT,1,Acre,.93000001,
931,203030650008,Panel A,20303065,1,,R3,Yes,FALLOW,1.5,Acre,2.1900001,
931,203030650008,Panel A,20303065,1,,R2,Yes,GROUNDNUTS,1,Acre,.94999999,
931,203030650008,Panel A,20303065,1,,R1,Yes,LOCAL MAIZE,.5,Acre,.56,
959,203030650012,Panel A,20303065,1,,R1,Yes,LOCAL MAIZE,2,Acre,1.14,
