HHID,case_id,ea_id,qx_type,visit,ag_b0a,ag_b0c,ag_b0c_os,ag_b01a,ag_b01b,ag_b02,ag_b03a,ag_b03a_os,ag_b03b,ag_b03b_os,ag_b04a,ag_b04b,ag_b04b_os,ag_b04c,ag_b05a,ag_b05b,ag_b06,ag_b07a,ag_b07b,ag_b07b_os,ag_b07c,ag_b08,ag_b09a,ag_b09b,ag_b10,ag_b11a,ag_b11b,ag_b11b_os,ag_b11c,ag_b12a,ag_b12b,ag_b12b_os,ag_b12c,ag_b13a,ag_b13b,ag_b13b_os,ag_b13c,ag_b14a,ag_b14b,ag_b14b_os,ag_b14c,ag_b15a,ag_b15b,ag_b15b_os,ag_b15c,ag_b16a,ag_b16b,ag_b16b_os,ag_b16c,ag_b16d,ag_b17a,ag_b17a_os,ag_b17b,ag_b17b_os,ag_b18,ag_b19,ag_b19_os,ag_b20a,ag_b20b,ag_b20b_os,ag_b20c,ag_b21a,ag_b21a_os,ag_b21b,ag_b21b_os,ag_b22a,ag_b22a_os,ag_b22b,ag_b22b_os,ag_b23,ag_b24a,ag_b24b,ag_b24b_os,ag_b24c,ag_b25a,ag_b25b,ag_b25b_os,ag_b25c,ag_b26,ag_b27a,ag_b27b,ag_b27b_os,ag_b27c,ag_b28a,ag_b28b,ag_b28b_os,ag_b28c,ag_b29a,ag_b29b,ag_b29b_os,ag_b29c
371,104015020173,10401502,Panel A,1,Yes,MAIZE LOCAL,,1,Acre,Yes,Other (Specify),LACK OF FARM INPUTS,,,3,Ox-cart,,Unshelled,May,May,Yes,1,Pail (small),,S: Shelled,1000,1,2,0,0,,,,0,,,,5,Pail (large),,S: Shelled,0,,,,15,Kilogram,,S: Shelled,5,50 kg Bag,,S: Shelled,,Insects,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,Yes,5,50 kg Bag,,S: Shelled,0,,,,No,,,,,0,,,,0,,,
346,104015220004,10401522,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,104015220019,10401522,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,104015220038,10401522,Panel B,1,Yes,TOBACCO BURLEY,,1,Acre,Yes,Drought,,Rains,,2,Bale,,Not applicable,May,July,Yes,2,Bale,,Not Applicable,30000,1,2,3500,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
324,104015220041,10401522,Panel B,1,Yes,GROUNDNUT CHALIMBANA,,1,Acre,Yes,Drought,,,,5,50 kg bag,,Shelled,May,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
324,104015220041,10401522,Panel B,1,Yes,MAIZE HYBRID,,2,Acre,Yes,Drought,,,,28,50 kg bag,,Shelled,May,June,Yes,3,50 kg Bag,,S: Shelled,5000,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
330,104015220042,10401522,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,104015220054,10401522,Panel B,1,Yes,MAIZE LOCAL,,1,Acre,Yes,Other (Specify),LACK OF FARM INPUTS,,,2,50 kg bag,,Shelled,May,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,5,50 kg Bag,,S: Shelled,Yes,0,,,,,,,,,,,
332,104015220054,10401522,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,Yes,Other (Specify),LACK OF MONEY,,,1,50 kg bag,,Shelled,May,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
342,104015220055,10401522,Panel B,1,Yes,GROUNDNUT CHALIMBANA,,.5,Acre,No,,,,,4,50 kg bag,,Unshelled,May,May,No,,,,,,,,,1,Pail (large),,U: Unshelled,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,3,50 kg Bag,,U: Unshelled,,Theft,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,No,,,,,,,,,,,,,,,,,,,,,
342,104015220055,10401522,Panel B,1,Yes,MAIZE LOCAL,,2.5,Acre,Yes,Other (Specify),LACK OF FARM INPUTS,,,3,Ox-cart,,Unshelled,June,June,No,,,,,,,,,15,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,30,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
342,104015220055,10401522,Panel B,1,Yes,TOBACCO BURLEY,,2.5,Acre,Yes,Other (Specify),LACK OF FARM INPUTS,,,7,Bale,,Not applicable,April,May,Yes,7,Bale,,Not Applicable,112000,1,2,14000,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,Wait for the arrival of buyer,,No,,,,,,,,,,,,,,,,,,,,,
318,104015220061,10401522,Panel B,1,Yes,TOBACCO BURLEY,,1,Acre,No,,,,,5,Bale,,Not applicable,February,March,Yes,5,Bale,,Not Applicable,108000,1,2,2800,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,Wait for the arrival of buyer,,No,,,,,,,,,,,,,,,,,,,,,
318,104015220061,10401522,Panel B,1,Yes,MAIZE HYBRID,,1.5,Acre,No,,,,,9,90 kg bag,,Shelled,July,July,No,,,,,,,,,7,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
318,104015220061,10401522,Panel B,1,Yes,GROUNDNUT MANIPINTA,,.5,Acre,No,,,,,4,50 kg bag,,Unshelled,July,July,No,,,,,,,,,2,Pail (large),,U: Unshelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
326,104015220063,10401522,Panel B,1,Yes,MAIZE LOCAL,,1,Acre,Yes,Rains,,,,12,50 kg bag,,Shelled,July,July,Yes,5,50 kg Bag,,S: Shelled,6000,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
326,104015220063,10401522,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,Yes,Rains,,,,10,50 kg bag,,Shelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
326,104015220063,10401522,Panel B,1,Yes,TOBACCO BURLEY,,1,Acre,Yes,Rains,,,,5,Bale,,Not applicable,January,April,Yes,5,Bale,,Not Applicable,105000,1,2,4500,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
326,104015220063,10401522,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,Yes,Rains,,,,10,50 kg bag,,Shelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
322,104015220065,10401522,Panel B,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,30,Pail (large),,Shelled,July,July,Yes,8,Pail (large),,S: Shelled,4000,1,2,0,0,,,,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
322,104015220065,10401522,Panel B,1,Yes,TOBACCO BURLEY,,.5,Acre,No,,,,,3,Bale,,Not applicable,March,April,Yes,3,Bale,,Not Applicable,3500,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
322,104015220065,10401522,Panel B,1,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,15,Pail (large),,Shelled,July,July,Yes,7,Pail (large),,S: Shelled,3500,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
336,104015220068,10401522,Panel B,1,Yes,FINGER MILLET(MAWERE),,1,Acre,No,,,,,15,Pail (large),,Not applicable,June,July,Yes,6,Pail (large),,Not Applicable,8000,1,2,0,4,Pail (large),,Not Applicable,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,No,,,,,,,,,,,,,,,,,,,,,
336,104015220068,10401522,Panel B,1,Yes,TOBACCO BURLEY,,.5,Acre,Yes,Other (Specify),SEED PROBLEMS,,,4,Bale,,Not applicable,March,April,Yes,4,Bale,,Not Applicable,45000,1,2,4000,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,Wait for the arrival of buyer,,No,,,,,,,,,,,,,,,,,,,,,
336,104015220068,10401522,Panel B,1,Yes,MAIZE HYBRID,,1.5,Acre,Yes,Community problems,,,,15,50 kg bag,,Shelled,July,July,No,,,,,,,,,2,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
348,104015220087,10401522,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,104015220088,10401522,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,104015220091,10401522,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,104041860008,10404186,Panel B,1,Yes,,RICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,104041860008,10404186,Panel B,1,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,10,50 kg bag,,Shelled,May,May,No,,,,,,,,,1,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
396,104041860012,10404186,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,104041860017,10404186,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,104041860021,10404186,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,18,50 kg bag,,Shelled,July,July,No,,,,,,,,,4,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,0,,,,6,50 kg Bag,,S: Shelled,,Insects,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
404,104041860021,10404186,Panel B,1,Yes,TOBACCO BURLEY,,.5,Acre,No,,,,,4,Bale,,Not applicable,March,May,Yes,4,Bale,,Not Applicable,53000,1,2,3600,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Seed for planting,,,,No,,,,,,,,,,,,,,,,,,,,,
410,104041860030,10404186,Panel B,1,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,6,50 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,3,50 kg Bag,,S: Shelled,No,,,,,0,,,,0,,,
386,104041860034,10404186,Panel B,1,Yes,MAIZE HYBRID,,.5,Acre,Yes,Animals,,Drought,,3,50 kg bag,,Shelled,May,May,No,,,,,,,,,1,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
406,104041860039,10404186,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,104041860043,10404186,Panel B,1,Yes,MAIZE LOCAL,,.5,Acre,Yes,Other (Specify),LACK OF FARM INPUTS,,,6,50 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,2,50 kg Bag,,S: Shelled,No,,,,,3,50 kg Bag,,S: Shelled,0,,,
398,104041860052,10404186,Panel B,1,Yes,MAIZE HYBRID,,1.5,Acre,Yes,Rains,,Insects,,5,50 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,50 kg Bag,,S: Shelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
408,104041860061,10404186,Panel B,1,Yes,MAIZE HYBRID,,1,Acre,Yes,Rains,,Fire,,4,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
390,104041860065,10404186,Panel B,1,Yes,MAIZE HYBRID,,.5,Acre,Yes,Rains,,,,3,50 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,50 kg Bag,,S: Shelled,,Theft,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
402,104041860074,10404186,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,104041860079,10404186,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,104041860083,10404186,Panel B,1,Yes,MAIZE HYBRID,,.75,Acre,No,,,,,7,50 kg bag,,Shelled,June,July,Yes,2,Pail (small),,S: Shelled,1000,1,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,3,Pail (small),,S: Shelled,Yes,2,90 kg Bag,,S: Shelled,0,,,,10,50 kg Bag,,
382,104041860092,10404186,Panel B,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,104052130003,10405213,Panel A,1,Yes,TOBACCO BURLEY,,2,Acre,Yes,Rains,,,,10,Bale,,Not applicable,March,June,Yes,10,Bale,,Not Applicable,110000,1,,12000,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
411,104052130003,10405213,Panel A,1,Yes,GROUNDNUT CG7,,.5,Acre,No,,,,,4,Pail (small),,Unshelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
411,104052130003,10405213,Panel A,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,14,50 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,8,Pail (large),,S: Shelled
411,104052130003,10405213,Panel A,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,12,50 kg bag,,Shelled,May,May,No,,,,,,,,,2,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,12,Pail (large),,S: Shelled
385,104052130007,10405213,Panel A,1,Yes,GROUNDNUT CHALIMBANA,,.75,Acre,No,,,,,2,50 kg bag,,Unshelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
385,104052130007,10405213,Panel A,1,Yes,MAIZE HYBRID,,1,Acre,Yes,Other (Specify),LACK OF FARM INPUTS,,,2,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,6,Pail (large),,S: Shelled,2,Pail (large),,S: Shelled,No,,,,,2,Pail (large),,S: Shelled,30,Pail (large),,S: Shelled
387,104052130011,10405213,Panel A,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,35,50 kg bag,,Shelled,July,July,Yes,5,Pail (large),,S: Shelled,3000,2,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,No,,,,,0,,,,10,Pail (large),,S: Shelled
415,104052130019,10405213,Panel A,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,17,50 kg bag,,Shelled,July,July,No,,,,,,,,,5,50 kg Bag,,S: Shelled,2,50 kg Bag,,S: Shelled,0,,,,0,,,,1,50 kg Bag,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
409,104052130039,10405213,Panel A,1,Yes,GROUNDNUT MANIPINTA,,.5,Acre,No,,,,,2,90 kg bag,,Unshelled,July,July,No,,,,,,,,,2,Pail (large),,U: Unshelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
409,104052130039,10405213,Panel A,1,Yes,MAIZE HYBRID,,1.75,Acre,Yes,Other (Specify),LACK OF FARM INPUTS,Rains,,6,90 kg bag,,Shelled,July,July,Yes,1,90 kg Bag,,S: Shelled,3000,1,2,0,4,Pail (large),,S: Shelled,0,,,,0,,,,0,,,,0,,,,3,Pail (large),,S: Shelled,,Insects,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
409,104052130039,10405213,Panel A,1,Yes,SWEET POTATO,,.5,Acre,No,,,,,2,50 kg bag,,Not applicable,June,August,Yes,1,Pail (large),,Not Applicable,500,1,2,0,1,Pail (large),,Not Applicable,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
401,104052130045,10405213,Panel A,1,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,5,50 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,,0,,,,0,,,,No,,,,,0,,,,0,,,
401,104052130045,10405213,Panel A,1,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,3,90 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
389,104052130054,10405213,Panel A,1,Yes,MAIZE LOCAL,,2.5,Acre,Yes,Other (Specify),LACK OF FARM INPUTS,,,6,90 kg bag,,Shelled,June,July,Yes,1,90 kg Bag,,S: Shelled,7000,1,2,500,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,3,90 kg Bag,,S: Shelled,,Insects,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
405,104052130062,10405213,Panel A,1,Yes,MAIZE LOCAL,,1,Acre,No,,,,,8,90 kg bag,,Shelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,Yes,Bags in house,,1,90 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,10,90 kg Bag,,S: Shelled
395,104052130081,10405213,Panel A,1,Yes,MAIZE HYBRID,,.75,Acre,Yes,Other (Specify),LACK OF FARM INPUTS,,,3,90 kg bag,,Shelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,3,Pail (large),,S: Shelled,,Insects,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,2,90 kg Bag,,S: Shelled,0,,,
391,104052130093,10405213,Panel A,1,Yes,MAIZE LOCAL,,.25,Acre,No,,,,,2,90 kg bag,,Shelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,2,50 kg Bag,,S: Shelled,0,,,
391,104052130093,10405213,Panel A,1,Yes,MAIZE HYBRID,,.25,Acre,No,,,,,2,90 kg bag,,Shelled,July,July,Yes,1,50 kg Bag,,S: Shelled,1200,1,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
399,104052130100,10405213,Panel A,1,Yes,MAIZE LOCAL,,1.5,Acre,No,,,,,21,90 kg bag,,Shelled,July,August,Yes,1,90 kg Bag,,S: Shelled,5000,1,,1,1,50 kg Bag,,S: Shelled,4,50 kg Bag,,S: Shelled,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
397,104052130110,10405213,Panel A,1,Yes,MAIZE LOCAL,,1,Acre,Yes,Crop theft,,,,6,50 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,4,90 kg Bag,,S: Shelled,1,90 kg Bag,,S: Shelled
413,104052130122,10405213,Panel A,1,Yes,MAIZE HYBRID,,1.5,Acre,Yes,Rains,,Animals,,5,50 kg bag,,Shelled,August,August,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,4,50 kg Bag,,S: Shelled,0,,,,No,,,,,1,50 kg Bag,,S: Shelled,0,,,
407,104052130146,10405213,Panel A,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,14,50 kg bag,,Shelled,May,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,,0,,,,,,,,,,,
407,104052130146,10405213,Panel A,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,10,50 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,,0,,,,,,,,,,,
407,104052130146,10405213,Panel A,1,Yes,MAIZE HYBRID,,1,Acre,No,,,,,10,50 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,,,,,,,,
407,104052130146,10405213,Panel A,1,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,5,50 kg bag,,Shelled,May,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,,0,,,,,,,,,,,
407,104052130146,10405213,Panel A,1,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,7,50 kg bag,,Shelled,May,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,,0,,,,,,,,,,,
403,104052130162,10405213,Panel A,1,Yes,MAIZE LOCAL,,1,Acre,Yes,Rains,,,,7,50 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
403,104052130162,10405213,Panel A,1,Yes,MAIZE HYBRID,,3,Acre,Yes,Rains,,,,12,50 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
393,104052130167,10405213,Panel A,1,Yes,MAIZE LOCAL,,1,Acre,Yes,Rains,,Insects,,15,50 kg bag,,Shelled,June,June,Yes,3,50 kg Bag,,S: Shelled,3000,1,2,450,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
424,105015050001,10501505,Panel B,1,Yes,SOYABEAN,,.25,Acre,No,,,,,4,50 kg bag,,Shelled,June,June,Yes,4,50 kg Bag,,S: Shelled,9000,1,2,0,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
424,105015050001,10501505,Panel B,1,Yes,MAIZE LOCAL,,2,Acre,No,,,,,4,Ox-cart,,Unshelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,7,Pail (small),,S: Shelled,0,,,
