HHID,case_id,qx_type,visit,ea_id,hh_f01,hh_f02,hh_f03a,hh_f03b,hh_f04a,hh_f04b,hh_f05,hh_f06,hh_f07,hh_f07_os,hh_f08,hh_f08_os,hh_f09,hh_f09_os,hh_f10,hh_f11,hh_f11_os,hh_f12,hh_f12_os,hh_f13,hh_f14,hh_f15,hh_f15_os,hh_f16a,hh_f16b,hh_f17,hh_f18,hh_f19,hh_f20a,hh_f20a_os,hh_f20b,hh_f20b_os,hh_f21,hh_f22,hh_f23,hh_f24,hh_f25,hh_f26a,hh_f26b,hh_f27,hh_f28,hh_f29,hh_f30,hh_f31,hh_f32,hh_f33a,hh_f33b,hh_f34,hh_f35,hh_f36,hh_f36_os,hh_f37,hh_f38a,hh_f38b,hh_f39,hh_f40,hh_f41,hh_f41_os,hh_f42,hh_f43,hh_f43_os,hh_f44,hh_f45,hh_f46,hh_f47
201,102207050138,Panel A,1,10220705,Rented,,,,1500,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,2,Parrafin,,Charcoal,,No,,,,,,,,No,,,,,,,,,,,,Yes,No,,,No,,,,1,200,Piped into yard/plot,,200,On Permises,,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,No,
199,102207050170,Panel A,1,10220705,Rented,,,,750,Month,Don't Know,Semi-Permanent,Burnt bricks,,Grass,,Smooth cement,,2,Parrafin,,Charcoal,,No,,,,,,,,No,,,,,,,,,,,,Yes,No,,,No,,,,0,,Communal standpipe,,400,3,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,No,No,
223,102207050199,Panel A,1,10220705,Rented,,,,1000,Month,Don't Know,Semi-Permanent,Burnt bricks,,Grass,,Smooth cement,,3,Battery/dry cell,,Charcoal,,Yes,Yes,Unfarmed areas of community,,1,Hour,More than half,300,No,,,,,,,,,,,,Yes,No,,,No,,,,1,200,Piped into yard/plot,,300,On Permises,,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,No,No,
203,102207050206,Panel A,1,10220705,Owned,100000,4000,Month,,,12,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Parrafin,,Puchased firewood,,,Yes,Unfarmed areas of community,,4,Hour,None,200,No,,,,,,,,,,,,Yes,No,,,No,,,,0,,Communal standpipe,,250,30,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
219,102207050298,Panel A,1,10220705,Employer provides,,5500,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Parrafin,,Puchased firewood,,,No,,,,,,1000,No,,,,,,,,,,,,Yes,No,,,No,,,,2,550,Piped into yard/plot,,800,On Permises,,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,No,
215,102207050319,Panel A,1,10220705,Rented,,,,700,Month,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,1,Electricity,,Charcoal,,No,,,,,,,,Yes,Paraffin,,Charcoal,,Yes,Not applicable,Yes,Several times a month,500,1,Month,,,,,No,,,,0,,Piped into yard/plot,,350,On Permises,,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,No,,,
193,102207050344,Panel A,1,10220705,Owned,540000,4000,Month,,,3,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,8,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,20,Minute,None,1000,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,3,900,Piped into dwelling,,2450,On Permises,,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,No,
195,102207050359,Panel A,1,10220705,Rented,,,,4000,Month,Don't Know,Permanent,Concrete,,Iron sheets,,Smooth cement,,5,Parrafin,,Puchased firewood,,,No,,,,,,700,No,,,,,,,,,,,,Yes,No,,,No,,,,2,10000,Communal standpipe,,300,1,Minute,All year around,,Latrine without roof,,Household members only,None,,Yes,Yes,Yes,"Yes, for all children under five"
255,103016630054,Panel A,1,10301663,Employer provides,,700,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,2,Parrafin,,Collected firewood,,,,Community woodlot,,10,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Communal standpipe,,0,On Permises,,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
229,103016630124,Panel A,1,10301663,Employer provides,,1500,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,1,Battery/dry cell,,Collected firewood,,,,Forest reserve,,2,Hour,None,500,No,,,,,,,,,,,,No,,,,No,,,,1,320,Communal standpipe,,0,10,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,No,
239,103016630160,Panel A,1,10301663,Employer provides,,400,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,1,Battery/dry cell,,Collected firewood,,,,Forest reserve,,2,Hour,None,760,No,,,,,,,,,,,,No,,,,No,,,,1,320,Communal standpipe,,0,10,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
253,103016630181,Panel A,1,10301663,Employer provides,,400,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,1,Battery/dry cell,,Collected firewood,,,,Forest reserve,,2,Hour,None,470,No,,,,,,,,,,,,No,,,,No,,,,0,,Piped into yard/plot,,0,On Permises,,All year around,,Latrine without roof,,Other households also,Rubbish pit,,No,,,
243,103016630188,Panel A,1,10301663,Employer provides,,400,Month,,,Don't Know,Semi-Permanent,Iron sheets,,Iron sheets,,Smooth cement,,1,Parrafin,,Collected firewood,,,,Forest reserve,,2,Hour,None,470,No,,,,,,,,,,,,No,,,,No,,,,0,,Communal standpipe,,0,On Permises,,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,No,,,
225,103016630198,Panel A,1,10301663,Employer provides,,1000,Month,,,Don't Know,Semi-Permanent,Iron sheets,,Iron sheets,,Smooth cement,,1,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,2,Minute,None,100,No,,,,,,,,,,,,No,,,,No,,,,0,,Communal standpipe,,0,3,Minute,All year around,,Latrine without roof,,Household members only,Public rubbish heap,,No,,,
249,103016630217,Panel A,1,10301663,Employer provides,,1000,Month,,,Don't Know,Semi-Permanent,Iron sheets,,Iron sheets,,Smooth cement,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,15,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Communal standpipe,,0,1,Minute,All year around,,Latrine without roof,,Household members only,Public rubbish heap,,Yes,No,Yes,"No, none of the children under five"
231,103016630224,Panel A,1,10301663,Employer provides,,400,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,40,Minute,None,1000,No,,,,,,,,,,,,No,,,,No,,,,1,1000,Communal standpipe,,0,1,Minute,All year around,,Latrine without roof,,Other households also,Rubbish pit,,No,,,
245,103016630233,Panel A,1,10301663,Employer provides,,1300,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,1,Parrafin,,Puchased firewood,,,Yes,Unfarmed areas of community,,2,Minute,All,40,No,,,,,,,,,,,,No,,,,No,,,,0,,Communal standpipe,,0,5,Minute,All year around,,Latrine without roof,,Other households also,Public rubbish heap,,No,,,
247,103016630235,Panel A,1,10301663,Employer provides,,1000,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,3,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,1,450,Communal standpipe,,0,3,Minute,All year around,,Latrine without roof,,Other households also,Public rubbish heap,,Yes,No,No,
227,103016630289,Panel A,1,10301663,Employer provides,,500,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,1,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,3,Hour,None,500,No,,,,,,,,,,,,No,,,,No,,,,1,500,Communal standpipe,,0,1,Minute,All year around,,Latrine without roof,,Other households also,Rubbish pit,,No,,,
241,103016630300,Panel A,1,10301663,Employer provides,,600,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,500,No,,,,,,,,,,,,No,,,,No,,,,2,400,Communal standpipe,,0,2,Minute,All year around,,Latrine without roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
251,103016630307,Panel A,1,10301663,Employer provides,,1000,Month,,,Don't Know,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,1,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,3,Hour,None,200,No,,,,,,,,,,,,No,,,,No,,,,1,320,Communal standpipe,,0,1,Minute,All year around,,Latrine without roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
235,103016630351,Panel A,1,10301663,Owned,5000,200,Month,,,14,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Own woodlot,,10,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Open well in yard/plot,,0,On Permises,,All year around,,Traditional latrine with roof,,Household members only,Other (specify),BUSH,Yes,No,No,
233,103016630379,Panel A,1,10301663,Owned,25000,500,Month,,,1,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,5,Parrafin,,Collected firewood,,,,Own woodlot,,10,Minute,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,6,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
237,103016630383,Panel A,1,10301663,Owned,10000,300,Month,,,17,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Forest reserve,,20,Minute,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,30,Minute,Only rainy season,River/stream,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
273,103020100009,Panel A,1,10302010,Owned,15000,3000,Month,,,24,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Parrafin,,Puchased firewood,,,Yes,Forest reserve,,4,Hour,None,700,No,,,,,,,,,,,,No,,,,No,,,,1,960,Open public well,,0,20,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
287,103020100012,Panel A,1,10302010,Owned,350000,5000,Month,,,1,Semi-Permanent,Mud brick,,Iron sheets,,Smooth cement,,5,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,2,Hour,None,2000,No,,,,,,,,,,,,No,,,,No,,,,1,700,Open public well,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
285,103020100016,Panel A,1,10302010,Owned,20000,500,Month,,,3,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Parrafin,,Collected firewood,,,,Community woodlot,,20,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,1,400,Open public well,,0,30,Minute,Only rainy season,Borehole,Traditional latrine with roof,,Household members only,Rubbish pit,,No,,,
265,103020100019,Panel A,1,10302010,"Free, authorised",,1500,Month,,,6,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,5,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,30,Minute,None,2000,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,3,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
263,103020100028,Panel A,1,10302010,Owned,500000,2000,Month,,,6,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Parrafin,,Collected firewood,,,,Forest reserve,,2,Hour,None,3000,No,,,,,,,,,,,,No,,,,No,,,,1,160,Borehole,,0,1,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,No,
281,103020100034,Panel A,1,10302010,Owned,100000,2000,Month,,,4,Semi-Permanent,Burnt bricks,,Grass,,Sand,,4,Battery/dry cell,,Collected firewood,,,,Forest reserve,,1,Hour,None,2000,No,,,,,,,,,,,,No,,,,No,,,,1,160,Borehole,,0,1,Hour,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,No,
269,103020100037,Panel A,1,10302010,Owned,150000,3000,Month,,,8,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Parrafin,,Collected firewood,,,,Forest reserve,,1,Hour,None,5000,No,,,,,,,,,,,,No,,,,No,,,,2,320,Borehole,,0,1,Hour,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,No,
279,103020100047,Panel A,1,10302010,Owned,50000,3000,Month,,,10,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Forest reserve,,1,Hour,None,1000,No,,,,,,,,,,,,No,,,,No,,,,1,320,Borehole,,0,1,Hour,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
277,103020100054,Panel A,1,10302010,Owned,20000,300,Month,,,3,Traditional,Mud brick,,Grass,,Smoothed mud,,1,Parrafin,,Collected firewood,,,,Community woodlot,,20,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,30,Minute,All year around,,None,,,None,,Yes,No,Yes,"Yes, for all children under five"
261,103020100056,Panel A,1,10302010,Owned,10000,500,Month,,,3,Traditional,Mud,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Own woodlot,,10,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,2,1200,Open public well,,0,30,Minute,All year around,,Traditional latrine with roof,,Household members only,Other (specify),BUSH,Yes,Yes,Yes,"Yes, for all children under five"
257,103020100076,Panel A,1,10302010,Owned,30000,500,Month,,,8,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,1000,No,,,,,,,,,,,,No,,,,No,,,,0,,Pond/lake,,0,5,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,No,No,
267,103020100089,Panel A,1,10302010,Owned,100000,1000,Month,,,3,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,4,Parrafin,,Collected firewood,,,,Community woodlot,,20,Minute,None,200,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,30,Minute,All year around,,Traditional latrine with roof,,Other households also,None,,No,,,
271,103020100105,Panel A,1,10302010,Owned,60000,3000,Month,,,8,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Battery/dry cell,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,10,Minute,All year around,,Latrine without roof,,Other households also,Rubbish pit,,Yes,No,Yes,"Yes, for all children under five"
275,103020100106,Panel A,1,10302010,Owned,18500,750,Month,,,3,Traditional,Compacted earth,,Grass,,Smoothed mud,,4,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,1,Minute,None,850,No,,,,,,,,,,,,No,,,,No,,,,1,320,Borehole,,0,20,Minute,All year around,,Latrine without roof,,Household members only,Public rubbish heap,,Yes,Yes,No,
259,103020100107,Panel A,1,10302010,Owned,75000,1000,Month,,,7,Permanent,Burnt bricks,,Iron sheets,,Smoothed mud,,6,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,500,No,,,,,,,,,,,,No,,,,No,,,,0,,Borehole,,0,15,Minute,All year around,,Latrine without roof,,Household members only,Rubbish pit,,Yes,Yes,No,
283,103020100112,Panel A,1,10302010,Owned,30000,1000,Month,,,25,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Parrafin,,Collected firewood,,,,Other (specify),HILLS,2,Hour,None,950,No,,,,,,,,,,,,No,,,,No,,,,2,350,Borehole,,0,30,Minute,All year around,,Latrine without roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for some children under five"
313,103040120012,Panel A,1,10304012,Owned,55000,700,Month,,,2,Traditional,Mud brick,,Grass,,Smoothed mud,,2,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,15,Minute,None,300,No,,,,,,,,,,,,No,,,,No,,,,0,,Communal standpipe,,200,7,Minute,All year around,,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
309,103040120023,Panel A,1,10304012,Owned,100000,2000,Month,,,1,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,6,Grass,,Collected firewood,,,,Unfarmed areas of community,,2,Hour,None,800,No,,,,,,,,,,,,No,,,,No,,,,0,,River/stream,,0,46,Minute,All year around,,Traditional latrine with roof,,Household members only,Other (specify),BUSH,No,,,
303,103040120049,Panel A,1,10304012,Owned,250000,4000,Month,,,1,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,5,Parrafin,,Collected firewood,,,,Unfarmed areas of community,,20,Minute,None,250,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,1,5000,Piped into yard/plot,,850,2,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,No,
319,103040120062,Panel A,1,10304012,Employer provides,,5000,Month,,,2,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Electricity,,Collected firewood,,,,Community woodlot,,30,Minute,None,300,Yes,Other (Specify),CHARGING LAMP,Firewood,,Yes,2,No,Several times a month,Never pays,,,,,,,Yes,,,,1,8000,Piped into yard/plot,,700,1,Minute,All year around,,Traditional latrine with roof,,Household members only,Burning,,Yes,Yes,Yes,"Yes, for all children under five"
305,103040120074,Panel A,1,10304012,Rented,,,,4000,Month,15,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,4,Electricity,,Collected firewood,,,,Community woodlot,,2,Hour,Half,500,Yes,Candles,,Firewood,,Yes,Not applicable,No,Several times a month,2000,1,Month,,,,,No,,,,6,1000,Borehole,,100,15,Minute,Only dry season,Borehole,Traditional latrine with roof,,Other households also,Rubbish pit,,Yes,Yes,Yes,"No, none of the children under five"
291,103040120101,Panel A,1,10304012,Owned,30000,2000,Month,,,5,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,4,Parrafin,,Collected firewood,,,,Forest reserve,,30,Minute,None,500,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,1,3000,Borehole,,0,30,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,6,Yes,"Yes, for all children under five"
315,103040120105,Panel A,1,10304012,Owned,50000,2500,Month,,,6,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Parrafin,,Collected firewood,,,,Own woodlot,,2,Hour,None,500,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,1,3500,Borehole,,0,3,Minute,All year around,,Traditional latrine with roof,,Household members only,Other (specify),IN PLOT/FIELD,Yes,No,Yes,"Yes, for some children under five"
293,103040120125,Panel A,1,10304012,Owned,70000,800,Month,,,15,Traditional,Compacted earth,,Grass,,Smoothed mud,,4,Puchased firewood,,Collected firewood,,,,Unfarmed areas of community,,1,Hour,None,400,No,,,,,,,,,,,,No,,,,No,,,,0,,Open public well,,0,55,Minute,All year around,,Traditional latrine with roof,,Household members only,Public rubbish heap,,Yes,Yes,No,
295,103040120126,Panel A,1,10304012,Owned,10000,300,Month,,,1,Traditional,Compacted earth,,Grass,,Smoothed mud,,2,Collected firewood,,Collected firewood,,,,Own woodlot,,2,Minute,None,200,No,,,,,,,,,,,,Yes,Yes,Dwelling unappropriate for connection,,No,,,,2,400,Open public well,,0,15,Minute,All year around,,Traditional latrine with roof,,Other households also,Other (specify),BUSH,No,,,
301,103040120129,Panel A,1,10304012,Owned,250000,1000,Month,,,17,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,6,Parrafin,,Collected firewood,,,,Own woodlot,,2,Minute,None,300,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,0,,Open well in yard/plot,,0,On Permises,,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
297,103040120132,Panel A,1,10304012,Owned,200000,3000,Month,,,4,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Parrafin,,Collected firewood,,,,Own woodlot,,5,Minute,None,600,No,,,,,,,,,,,,Yes,Yes,Dwelling unappropriate for connection,,No,,,,1,500,Communal standpipe,,0,On Permises,,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,No,
317,103040120141,Panel A,1,10304012,Owned,120000,3000,Month,,,6,Permanent,Burnt bricks,,Iron sheets,,Smooth cement,,3,Parrafin,,Collected firewood,,,,Forest reserve,,30,Minute,None,570,No,,,,,,,,,,,,Yes,Yes,Connection/wiring fee unaffordable,,No,,,,2,1400,Piped into yard/plot,,700,On Permises,,All year around,,Traditional latrine with roof,,Household members only,Rubbish pit,,Yes,Yes,Yes,"Yes, for all children under five"
299,103040120148,Panel A,1,10304012,Owned,60000,1000,Month,,,2,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,2,Candles,,Collected firewood,,,,Forest reserve,,30,Minute,None,460,No,,,,,,,,,,,,Yes,Yes,No need for electricity,,No,,,,1,480,Borehole,,0,.30000001,Minute,All year around,,Traditional latrine with roof,,Household members only,Rubbish bin,,Yes,No,No,
307,103040120153,Panel A,1,10304012,Owned,60000,2700,Month,,,10,Semi-Permanent,Burnt bricks,,Grass,,Smoothed mud,,3,Electricity,,Collected firewood,,,,Community woodlot,,15,Minute,None,560,Yes,Candles,,Firewood,,Yes,1,No,Several times a week,4000,1,Month,,,,,No,,,,1,480,Piped into yard/plot,,2100,On Permises,,All year around,,VIP latrine,,Household members only,Rubbish pit,,Yes,Yes,No,
