HHID,case_id,qx_type,visit,ea_id,hh_t01,hh_t02,hh_t03,hh_t04,hh_t05,hh_t06,hh_t07,hh_t08,hh_t09,hh_t10,hh_t10_os,hh_t11,hh_t11_os,hh_t12,hh_t12_os
622,107336400005,Panel B,2,10733640,It was more than adequate for household needs,It was more than adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,4,4,5,Allows you to build your savings,12,Bed & mattress,,Blanket & sheets,,Sheets only,
612,107336400010,Panel B,2,10733640,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,6,3,Allows you to save just a little,12,Bed & mattress,,Blanket & sheets,,Sheets only,
636,107336400015,Panel B,2,10733640,It was more than adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,6,6,6,Allows you to build your savings,12,Bed & mattress,,Blanket & sheets,,Sheets only,
618,107336400020,Panel B,2,10733640,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,5,5,5,Allows you to build your savings,5,Bed & mattress,,Sheets only,,Blanket only,
610,107336400031,Panel B,2,10733640,It was just adequate for household needs,It was less than adequate for household needs,It was more than adequate for household needs,It was just adequate for household needs,5,4,5,Allows you to build your savings,15,Bed & mattress,,Blanket & sheets,,Sheets only,
614,107336400036,Panel B,2,10733640,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,3,3,Only just meets your expenses,12,Bed & mattress,,Blanket & sheets,,Sheets only,
626,107336400041,Panel B,2,10733640,It was less than adequate for household needs,It was more than adequate for household needs,It was less than adequate for household needs,It was more than adequate for household needs,4,4,5,Only just meets your expenses,10,Bed & mattress,,Blanket only,,Blanket only,
632,107336400047,Panel B,2,10733640,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,5,6,5,Allows you to save just a little,14,Bed & mattress,,Blanket & sheets,,Sheets only,
620,107336400056,Panel B,2,10733640,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was less than adequate for household needs,1,4,1,Is really not sufficient so you need to borrow to meet expenses,3,Mat (grass) on floor,,Blanket only,,Blanket only,
624,107336400067,Panel B,2,10733640,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,2,3,3,Only just meets your expenses,12,Bed & mattress,,Blanket & sheets,,Sheets only,
628,107336400072,Panel B,2,10733640,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,4,3,Allows you to save just a little,15,Bed & mattress,,Sheets only,,Blanket & sheets,
630,107336400077,Panel B,2,10733640,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,3,4,4,Allows you to build your savings,16,Bed & mattress,,Blanket & sheets,,Sheets only,
606,107336400087,Panel B,2,10733640,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,4,5,5,Allows you to build your savings,18,Bed & mattress,,Blanket & sheets,,Sheets only,
608,107336400092,Panel B,2,10733640,It was just adequate for household needs,It was more than adequate for household needs,It was less than adequate for household needs,It was more than adequate for household needs,2,6,2,Only just meets your expenses,7,Bed & mattress,,Blanket only,,Sheets only,
616,107336400097,Panel B,2,10733640,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,4,4,4,Only just meets your expenses,15,Bed & mattress,,Blanket & sheets,,Sheets only,
634,107336400107,Panel B,2,10733640,It was just adequate for household needs,It was more than adequate for household needs,It was more than adequate for household needs,It was more than adequate for household needs,4,5,4,Allows you to build your savings,16,Bed & mattress,,Blanket & sheets,,Sheets only,
642,107343700017,Panel B,2,10734370,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,2,2,Only just meets your expenses,2,Bed & mattress,,Blanket only,,Blanket only,
654,107343700036,Panel B,2,10734370,It was just adequate for household needs,It was less than adequate for household needs,It was less than adequate for household needs,It was just adequate for household needs,3,2,5,Is not sufficient so need to use savings to meet expenses,7,Bed & mattress,,Blanket only,,Sheets only,
652,107343700075,Panel B,2,10734370,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,2,2,Allows you to save just a little,14,Bed & mattress,,Blanket & sheets,,Sheets only,
668,107343700094,Panel B,2,10734370,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,2,2,Only just meets your expenses,7,Bed & mattress,,Blanket & sheets,,Sheets only,
658,107343700114,Panel B,2,10734370,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,2,2,2,Only just meets your expenses,5,Bed & mattress,,Blanket & sheets,,Blanket only,
662,107343700152,Panel B,2,10734370,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was more than adequate for household needs,1,3,1,Only just meets your expenses,12,Mattress on floor,,Blanket & sheets,,Sheets only,
656,107343700172,Panel B,2,10734370,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,3,3,Only just meets your expenses,12,Bed & mattress,,Blanket & sheets,,Sheets only,
644,107343700191,Panel B,2,10734370,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,2,2,Allows you to save just a little,18,Bed & mattress,,Blanket & sheets,,Blanket only,
638,107343700230,Panel B,2,10734370,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,It was just adequate for household needs,3,3,3,Only just meets your expenses,14,Bed & mattress,,Blanket & sheets,,Blanket only,
