occ,y2_hhid,qx_type,interview_status,hh_f01,hh_f02,hh_f03a,hh_f03b,hh_f04a,hh_f04b,hh_f05,hh_f06,hh_f07,hh_f08,hh_f09,hh_f10,hh_f11,hh_f12,hh_f13,hh_f14,hh_f15,hh_f16a,hh_f16b,hh_f17,hh_f18,hh_f19,hh_f20a,hh_f20b,hh_f21,hh_f22,hh_f22a,hh_f22b,hh_f23,hh_f24,hh_f25,hh_f26a,hh_f26b,hh_f27,hh_f28,hh_f29,hh_f30,hh_f34,hh_f35,hh_f36,hh_f37,hh_f38a,hh_f38b,hh_f39,hh_f40,hh_f41,hh_f42,hh_f43,hh_f44,hh_f45,hh_f46,hh_f47,hh_f48,hh_f49,hh_f50,hh_f51a,hh_f51b,hh_f51c,hh_f52,hh_f53,hh_f54,hh_f55a,hh_f55b,hh_f55c
1,0808-001,PANEL B,Panel B - 2 Visits,OWNED,90000,1500,MONTH,,,8,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,PUCHASED FIREWOOD,,YES,COMMUNITY WOODLOT,200,MINUTE,ALMOST ALL,500,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,0,,BOREHOLE,100,100,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,2,NO,,,,YES,2,NO,,,
1,0808-003,PANEL B,Panel B - 2 Visits,OWNED,70000,1500,MONTH,,,2,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,PUCHASED FIREWOOD,,NO,,,,,400,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,1,500,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,2,NO,,,,YES,2,NO,,,
1,0809-001,PANEL A,Panel A - 2 Visits,OWNED,500000,3000,MONTH,,,4,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,4,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,100,MINUTE,NONE,500,NO,,,,,,,,,,,,NO,,,,2,1500,RIVER/STREAM,0,200,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,NO,NO,,1,2,YES,6,,,YES,2,YES,6,,
1,0810-001,PANEL B,Panel B - 2 Visits,OWNED,10000,1500,MONTH,,,14,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,50,MINUTE,NONE,600,NO,,,,,,,,,,,,NO,,,,0,,OPEN WELL IN YARD/PLOT,0,20,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0810-002,PANEL B,Panel B - 2 Visits,"FREE, AUTHORISED",,250,MONTH,,,DON'T KNOW,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,40,MINUTE,NONE,800,NO,,,,,,,,,,,,NO,,,,0,,OPEN PUBLIC WELL,0,80,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0811-001,PANEL A,Panel A - 2 Visits,OWNED,140000,2000,MONTH,,,1,SEMI-PERMANENT,MUD BRICK,IRON SHEETS,SMOOTHED MUD,2,COLLECTED FIREWOOD,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,10,HOUR,NONE,1000,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,BURNING,NO,,,,2,,NO,,,,NO,,NO,,,
1,0812-001,PANEL B,Panel B - 2 Visits,OWNED,120000,2500,MONTH,,,5,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,2,BATTERY/DRY CELL,PUCHASED FIREWOOD,,YES,OTHER (SPECIFY),60,MINUTE,MORE THAN HALF,500,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,0,,OPEN PUBLIC WELL,0,20,MINUTE,ONLY RAINY SEASON,RIVER/STREAM,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0813-001,PANEL A,Panel A - 2 Visits,OWNED,20000,1500,MONTH,,,3,TRADITIONAL,MUD,GRASS,SAND,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,300,MINUTE,NONE,1000,NO,,,,,,,,,,,,NO,,,,0,,OPEN PUBLIC WELL,0,20,HOUR,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,NO,,,,2,,NO,,,,NO,,NO,,,
1,0814-001,PANEL B,Panel B - 2 Visits,"FREE, AUTHORISED",,1000,MONTH,,,DON'T KNOW,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,30,MINUTE,NONE,400,NO,,,,,,,,,,,,NO,,,,1,1500,BOREHOLE,0,20,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,ALL NETS TREATED & LESS THAN 6 MONTHS OLD,NO,,2,,NO,,,,NO,,NO,,,
1,0815-001,PANEL A,Panel A - 2 Visits,OWNED,70000,2000,MONTH,,,4,TRADITIONAL,MUD,GRASS,SAND,1,GRASS,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,200,MINUTE,NONE,600,NO,,,,,,,,,,,,NO,,,,0,,OPEN PUBLIC WELL,0,200,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0815-003,PANEL A,Panel A - 2 Visits,OWNED,100000,2000,MONTH,,,1,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,10,HOUR,ALL,3000,NO,,,,,,,,,,,,NO,,,,0,,PROTECTED PUBLIC WELL,0,30,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0816-001,PANEL B,Panel B - 2 Visits,EMPLOYER PROVIDES,,500,MONTH,,,4,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,1,COLLECTED FIREWOOD,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,150,MINUTE,NONE,1000,NO,,,,,,,,,,,,NO,,,,3,2000,PROTECTED WELL IN YARD/PLOT,0,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0817-001,PANEL A,Panel A - 2 Visits,OWNED,250000,3500,MONTH,,,12,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,200,MINUTE,NONE,1500,NO,,,,,,,,,,,,NO,,,,1,3000,OPEN PUBLIC WELL,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,NONE,NO,,,,2,,YES,2,,,YES,1,YES,2,,
1,0818-001,PANEL B,Panel B - 2 Visits,EMPLOYER PROVIDES,,2000,MONTH,,,34,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,100,MINUTE,NONE,300,NO,,,,,,,,,,,,YES,NO,,,0,,TANKER TRUCK/BOWSER,0,30,MINUTE,ONLY RAINY SEASON,PROTECTED WELL IN YARD/PLOT,NONE,,RUBBISH PIT,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,0819-001,PANEL A,Panel A - 2 Visits,OWNED,52000,1500,MONTH,,,29,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,4,COLLECTED FIREWOOD,COLLECTED FIREWOOD,,,OWN WOODLOT,100,MINUTE,NONE,2500,NO,,,,,,,,,,,,NO,,,,0,,OPEN PUBLIC WELL,0,50,MINUTE,ONLY RAINY SEASON,OPEN WELL IN YARD/PLOT,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,BURNING,NO,,,,2,,NO,,,,NO,,NO,,,
1,0821-001,PANEL A,Panel A - 2 Visits,OWNED,50000,4000,MONTH,,,4,TRADITIONAL,COMPACTED EARTH,GRASS,SAND,2,OTHER (SPECIFY),COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,300,MINUTE,NONE,1000,NO,,,,,,,,,,,,NO,,,,1,4200,OPEN PUBLIC WELL,0,20,HOUR,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,NO,,1,1,NO,,,,NO,,NO,,,
1,0822-001,PANEL B,Panel B - 2 Visits,OWNED,500000,3000,MONTH,,,6,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTH CEMENT,3,BATTERY/DRY CELL,PUCHASED FIREWOOD,,NO,,,,,750,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,1,2000,BOREHOLE,100,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,NO,,1,2,YES,1,,,NO,,YES,1,,
1,0822-003,PANEL B,Panel B - 2 Visits,"FREE, AUTHORISED",,800,MONTH,,,DON'T KNOW,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,50,MINUTE,NONE,350,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,NO,,,,2,,NO,,,,NO,,NO,,,
1,0822-008,PANEL B,Panel B - Combined Visit,OWNED,100000,2000,MONTH,,,3,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,4,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,100,MINUTE,NONE,500,NO,,,,,,,,,,,,NO,,,,1,1500,BOREHOLE,0,20,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,ALL NETS TREATED & LESS THAN 6 MONTHS OLD,YES,"NO, NONE OF THE CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0823-001,PANEL A,Panel A - 2 Visits,OWNED,100000,2500,MONTH,,,3,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,50,MINUTE,NONE,2000,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,NONE,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0824-001,PANEL B,Panel B - 2 Visits,OWNED,40000,5000,MONTH,,,5,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,COLLECTED FIREWOOD,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,20,HOUR,NONE,250,NO,,,,,,,,,,,,NO,,,,2,5000,OPEN PUBLIC WELL,0,200,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,2,NO,,,,YES,2,NO,,,
1,0825-001,PANEL A,Panel A - 2 Visits,OWNED,120000,1500,MONTH,,,4,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,300,MINUTE,NONE,600,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,250,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,NONE,NO,,,,2,,NO,,,,NO,,NO,,,
1,0825-002,PANEL A,Panel A - 2 Visits,OWNED,60000,4000,MONTH,,,11,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,OWN WOODLOT,50,MINUTE,NONE,1200,NO,,,,,,,,,,,,NO,,,,0,,OPEN PUBLIC WELL,0,150,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,NO,,2,,NO,,,,NO,,NO,,,
1,0826-001,PANEL B,Panel B - Combined Visit,RENTED,,,,1000,MONTH,DON'T KNOW,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,PUCHASED FIREWOOD,,NO,,,,,700,NO,,,,,,,,,,,,YES,NO,,,1,2000,OPEN PUBLIC WELL,200,10,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,PUBLIC RUBBISH HEAP,YES,ALL NETS TREATED & LESS THAN 6 MONTHS OLD,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,1,NO,,,,YES,1,NO,,,
1,0827-001,PANEL A,Panel A - 2 Visits,OWNED,50000,500,MONTH,,,3,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,3,COLLECTED FIREWOOD,COLLECTED FIREWOOD,,,OWN WOODLOT,50,MINUTE,NONE,700,NO,,,,,,,,,,,,NO,,,,0,,OPEN PUBLIC WELL,0,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,BURNING,NO,,,,2,,NO,,,,NO,,NO,,,
1,0828-001,PANEL B,Panel B - 2 Visits,OWNED,80000,2000,MONTH,,,5,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,150,MINUTE,NONE,600,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,0,,OPEN WELL IN YARD/PLOT,0,10,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,OTHER (SPECIFY),YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0829-001,PANEL A,Panel A - 2 Visits,OWNED,50000,1500,MONTH,,,16,TRADITIONAL,COMPACTED EARTH,GRASS,SAND,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,30,HOUR,NONE,300,NO,,,,,,,,,,,,NO,,,,0,,OPEN PUBLIC WELL,0,10,HOUR,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,1,NO,,,,NO,,NO,,,
1,0830-001,PANEL B,Panel B - 2 Visits,OWNED,70000,3000,MONTH,,,12,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,3,GRASS,COLLECTED FIREWOOD,,,OTHER (SPECIFY),100,MINUTE,NONE,300,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,60,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,NO,,2,,NO,,,,NO,,NO,,,
1,0831-001,PANEL A,Panel A - 2 Visits,OWNED,300000,3000,MONTH,,,6,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,100,MINUTE,ALL,3000,NO,,,,,,,,,,,,NO,,,,2,2500,RIVER/STREAM,0,300,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,NO,,1,2,YES,1,,,YES,2,NO,,,
1,0831-004,PANEL A,Panel A - 2 Visits,OWNED,40000,1700,MONTH,,,2,SEMI-PERMANENT,BURNT BRICKS,GRASS,SAND,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,30,HOUR,NONE,1200,NO,,,,,,,,,,,,NO,,,,1,1000,OPEN PUBLIC WELL,0,10,HOUR,ALL YEAR AROUND,,NONE,,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0832-001,PANEL B,Panel B - 2 Visits,OWNED,25000,1500,MONTH,,,2,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,CANDLES,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,200,MINUTE,NONE,200,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,50,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,NO,,,,2,,NO,,,,NO,,NO,,,
1,0833-001,PANEL A,Panel A - 2 Visits,OWNED,30000,1500,MONTH,,,2,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,150,MINUTE,NONE,250,NO,,,,,,,,,,,,YES,YES,CONNECTION / WIRING FEE UNAFFORDABLE,,0,,BOREHOLE,0,200,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,NO,,2,,NO,,,,NO,,NO,,,
1,0833-003,PANEL A,Panel A - 2 Visits,OWNED,20000,9000,MONTH,,,8,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,2,BATTERY / DRY CELL (CAR),COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,10,MINUTE,NONE,2000,NO,,,,,,,,,,,,NO,,,,0,,OPEN PUBLIC WELL,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0834-001,PANEL B,Panel B - 2 Visits,OWNED,50000,1500,MONTH,,,9,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,100,MINUTE,NONE,900,NO,,,,,,,,,,,,NO,,,,1,700,BOREHOLE,20,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,NO,,2,,YES,2,,,NO,,YES,2,,
1,0834-002,PANEL B,Panel B - 2 Visits,"FREE, AUTHORISED",,2000,MONTH,,,1,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,10,HOUR,NONE,700,NO,,,,,,,,,,,,NO,,,,0,,COMMUNAL STANDPIPE,60,150,MINUTE,ALL YEAR AROUND,,NONE,,NONE,NO,,,,2,,NO,,,,NO,,NO,,,
1,0834-003,PANEL B,Panel B - 2 Visits,OWNED,56000,4000,MONTH,,,2,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,200,MINUTE,NONE,600,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,50,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,1,YES,2,,,NO,,NO,,,
1,0835-001,PANEL A,Panel A - 2 Visits,OWNED,120000,2000,MONTH,,,9,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,60,MINUTE,NONE,350,NO,,,,,,,,,,,,NO,,,,1,1200,BOREHOLE,0,200,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0835-002,PANEL A,Panel A - 2 Visits,OWNED,10000,500,MONTH,,,1,TRADITIONAL,GRASS,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,70,MINUTE,NONE,700,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,OTHER (SPECIFY),YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0836-001,PANEL B,Panel B - 2 Visits,OWNED,50000,1000,MONTH,,,12,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,OTHER (SPECIFY),50,MINUTE,NONE,500,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,30,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,OTHER HOUSEHOLDS ALSO,OTHER (SPECIFY),YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0837-001,PANEL A,Panel A - 2 Visits,OWNED,20000,2000,MONTH,,,11,PERMANENT,BURNT BRICKS,IRON SHEETS,SMOOTHED MUD,2,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,FOREST RESERVE,20,HOUR,NONE,400,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,300,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH BIN,YES,YES,NO,,1,1,NO,,,,YES,1,NO,,,
1,0838-001,PANEL B,Panel B - 2 Visits,OWNED,40000,5000,MONTH,,,4,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,CANDLES,PUCHASED FIREWOOD,,YES,UNFARMED AREAS OF COMMUNITY,250,MINUTE,ALMOST ALL,800,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,20,MINUTE,ALL YEAR AROUND,,NONE,,RUBBISH PIT,NO,,,,2,,NO,,,,NO,,NO,,,
1,0839-001,PANEL A,Panel A - 2 Visits,OWNED,100000,3000,MONTH,,,6,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,PUCHASED FIREWOOD,,NO,,,,,1500,NO,,,,,,,,,,,,NO,,,,1,500,PROTECTED WELL IN YARD/PLOT,0,990,,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,HOUSEHOLD MEMBERS ONLY,RUBBISH PIT,YES,YES,NO,,2,,NO,,,,NO,,NO,,,
1,0839-002,PANEL A,Panel A - 2 Visits,"FREE, AUTHORISED",,700,MONTH,,,6,SEMI-PERMANENT,BURNT BRICKS,GRASS,SMOOTHED MUD,2,CANDLES,COLLECTED FIREWOOD,,,OWN WOODLOT,50,MINUTE,NONE,600,NO,,,,,,,,,,,,YES,NO,,,0,,BOREHOLE,0,100,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0840-001,PANEL B,Panel B - Combined Visit,"FREE, AUTHORISED",,2500,MONTH,,,DON'T KNOW,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,2,BATTERY/DRY CELL,CHARCOAL,YES,NO,,,,,150,NO,,,,,,,,,,,,YES,NO,,,0,,BOREHOLE,0,40,MINUTE,ALL YEAR AROUND,,LATRINE WITHOUT ROOF,OTHER HOUSEHOLDS ALSO,PUBLIC RUBBISH HEAP,NO,,,,2,,NO,,,,NO,,NO,,,
1,0841-002,PANEL A,Panel A - 2 Visits,"FREE, AUTHORISED",,1000,MONTH,,,6,TRADITIONAL,MUD BRICK,GRASS,SMOOTHED MUD,1,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,UNFARMED AREAS OF COMMUNITY,300,MINUTE,NONE,500,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,50,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,YES,YES,"YES, FOR ALL CHILDREN UNDER FIVE",2,,NO,,,,NO,,NO,,,
1,0842-001,PANEL B,Panel B - 2 Visits,OWNED,70000,1500,MONTH,,,5,TRADITIONAL,COMPACTED EARTH,GRASS,SMOOTHED MUD,3,BATTERY/DRY CELL,COLLECTED FIREWOOD,,,COMMUNITY WOODLOT,100,MINUTE,NONE,2000,NO,,,,,,,,,,,,NO,,,,0,,BOREHOLE,0,20,MINUTE,ALL YEAR AROUND,,TRADITIONAL LATRINE WITH ROOF,HOUSEHOLD MEMBERS ONLY,PUBLIC RUBBISH HEAP,YES,NO,YES,"YES, FOR ALL CHILDREN UNDER FIVE",1,2,NO,,,,NO,,NO,,,
