occ,y2_hhid,qx_type,interview_status,hh_g09,hh_g10a,hh_g10c,hh_g11
4,0572-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0573-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0573-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,3,6
3,0573-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,4,4
4,0573-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0574-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0574-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0574-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0574-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0574-004,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0574-004,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0574-004,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0574-004,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0575-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0575-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0575-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0575-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0575-002,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0575-002,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0575-002,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0575-002,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0576-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,3,3
2,0576-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,0576-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,0576-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0577-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0577-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,1,4
3,0577-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,0577-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0578-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0578-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0578-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0578-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0579-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0579-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0579-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0579-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0580-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0580-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0580-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0580-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0581-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0581-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,2,2
3,0581-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,5,5
4,0581-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0582-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0582-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,0582-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,3,6
4,0582-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0583-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0583-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,2,3
3,0583-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,0583-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0584-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0584-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,1,1
3,0584-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,0584-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0585-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0585-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,1,2
3,0585-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,0585-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0586-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0586-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0586-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0586-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0587-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0587-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,1,1
3,0587-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,0587-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0588-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0588-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0588-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0588-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0589-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0589-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0589-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0589-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0590-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0590-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0590-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0590-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0591-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0591-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0591-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0591-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0592-005,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0592-005,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,2,2
3,0592-005,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,3,2
4,0592-005,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0594-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0594-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0594-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0594-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0595-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0595-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,0595-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,2
4,0595-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0596-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0596-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0596-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0596-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0597-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0597-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,0597-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,2
4,0597-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0598-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,2,2
2,0598-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,4,2
3,0598-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,0598-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0599-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0599-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0599-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0599-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0599-003,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0599-003,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0599-003,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0599-003,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0599-004,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0599-004,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0599-004,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0599-004,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0600-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0600-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,1,1
3,0600-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,0600-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0602-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0602-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,2,2
3,0602-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,0602-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0603-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0603-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,2,2
3,0603-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,2,2
4,0603-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0604-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,2,2
2,0604-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,3,3
3,0604-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,0604-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0605-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0605-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,1,2
3,0605-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,0605-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0606-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0606-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,0606-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,5,3
4,0606-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0606-004,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0606-004,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0606-004,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0606-004,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0607-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0607-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0607-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0607-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0608-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0608-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,1,1
3,0608-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,2,1
4,0608-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0609-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0609-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,2,2
3,0609-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,2
4,0609-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0610-001,PANEL B,Panel B - Combined Visit,NO,A. CHILDREN 0-5 YEARS,,
2,0610-001,PANEL B,Panel B - Combined Visit,NO,B. CHILDREN 6-15 YEARS,,
3,0610-001,PANEL B,Panel B - Combined Visit,NO,C. ADULTS 16-65 YEARS,,
4,0610-001,PANEL B,Panel B - Combined Visit,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0611-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,2,4
2,0611-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,0611-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,4
4,0611-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0612-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0612-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,2,2
3,0612-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,0,0
4,0612-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0612-002,PANEL B,Panel B - Combined Visit,YES,A. CHILDREN 0-5 YEARS,3,6
2,0612-002,PANEL B,Panel B - Combined Visit,YES,B. CHILDREN 6-15 YEARS,3,3
3,0612-002,PANEL B,Panel B - Combined Visit,YES,C. ADULTS 16-65 YEARS,3,3
4,0612-002,PANEL B,Panel B - Combined Visit,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0613-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0613-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0613-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0613-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0613-004,PANEL A,Panel A - Combined Visit,YES,A. CHILDREN 0-5 YEARS,0,0
2,0613-004,PANEL A,Panel A - Combined Visit,YES,B. CHILDREN 6-15 YEARS,0,0
3,0613-004,PANEL A,Panel A - Combined Visit,YES,C. ADULTS 16-65 YEARS,1,1
4,0613-004,PANEL A,Panel A - Combined Visit,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0614-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0614-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0614-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0614-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0615-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0615-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0615-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0615-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0616-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0616-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,0616-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,0616-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,4,12
1,0617-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0617-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0617-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0617-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0618-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0618-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0618-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0618-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0618-007,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0618-007,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0618-007,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0618-007,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0619-001,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,1,1
2,0619-001,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,0619-001,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,2,2
4,0619-001,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0621-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0621-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0621-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0621-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0622-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0622-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0622-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0622-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0623-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0623-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0623-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0623-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0624-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0624-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0624-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0624-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0625-003,PANEL A,Panel A - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0625-003,PANEL A,Panel A - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,0625-003,PANEL A,Panel A - 2 Visits,YES,C. ADULTS 16-65 YEARS,2,2
4,0625-003,PANEL A,Panel A - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0626-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0626-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0626-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0626-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0627-001,PANEL A,Panel A - Combined Visit,YES,A. CHILDREN 0-5 YEARS,0,0
2,0627-001,PANEL A,Panel A - Combined Visit,YES,B. CHILDREN 6-15 YEARS,2,1
3,0627-001,PANEL A,Panel A - Combined Visit,YES,C. ADULTS 16-65 YEARS,1,1
4,0627-001,PANEL A,Panel A - Combined Visit,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0628-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0628-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0628-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0628-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0628-008,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0628-008,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,0,0
3,0628-008,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,2,1
4,0628-008,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0629-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0629-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0629-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0629-001,PANEL A,Panel A - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0630-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0630-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0630-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0630-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0630-002,PANEL B,Panel B - Combined Visit,YES,A. CHILDREN 0-5 YEARS,0,0
2,0630-002,PANEL B,Panel B - Combined Visit,YES,B. CHILDREN 6-15 YEARS,0,0
3,0630-002,PANEL B,Panel B - Combined Visit,YES,C. ADULTS 16-65 YEARS,1,1
4,0630-002,PANEL B,Panel B - Combined Visit,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0631-001,PANEL A,Panel A - Combined Visit,NO,A. CHILDREN 0-5 YEARS,,
2,0631-001,PANEL A,Panel A - Combined Visit,NO,B. CHILDREN 6-15 YEARS,,
3,0631-001,PANEL A,Panel A - Combined Visit,NO,C. ADULTS 16-65 YEARS,,
4,0631-001,PANEL A,Panel A - Combined Visit,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0632-001,PANEL B,Panel B - 2 Visits,YES,A. CHILDREN 0-5 YEARS,0,0
2,0632-001,PANEL B,Panel B - 2 Visits,YES,B. CHILDREN 6-15 YEARS,1,1
3,0632-001,PANEL B,Panel B - 2 Visits,YES,C. ADULTS 16-65 YEARS,1,1
4,0632-001,PANEL B,Panel B - 2 Visits,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0632-005,PANEL B,Panel B - Combined Visit,YES,A. CHILDREN 0-5 YEARS,0,0
2,0632-005,PANEL B,Panel B - Combined Visit,YES,B. CHILDREN 6-15 YEARS,0,0
3,0632-005,PANEL B,Panel B - Combined Visit,YES,C. ADULTS 16-65 YEARS,7,7
4,0632-005,PANEL B,Panel B - Combined Visit,YES,D. PEOPLE OVER 66 YEARS OLD,0,0
1,0634-001,PANEL B,Panel B - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0634-001,PANEL B,Panel B - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0634-001,PANEL B,Panel B - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
4,0634-001,PANEL B,Panel B - 2 Visits,NO,D. PEOPLE OVER 66 YEARS OLD,,
1,0635-001,PANEL A,Panel A - 2 Visits,NO,A. CHILDREN 0-5 YEARS,,
2,0635-001,PANEL A,Panel A - 2 Visits,NO,B. CHILDREN 6-15 YEARS,,
3,0635-001,PANEL A,Panel A - 2 Visits,NO,C. ADULTS 16-65 YEARS,,
