HHID,case_id,qx_type,ea_id,ag_nr00,ag_nr02,ag_nr02_os,ag_nr03
802,201117180080,Panel B,20111718,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
818,201117180089,Panel B,20111718,N01,PRIVATE COMPANY/BUSINESS PERSON,,WITHIN THE VILLAGE
818,201117180089,Panel B,20111718,N02,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
818,201117180089,Panel B,20111718,N03,RELIGIOUS GROUP/INSTITUTION,,WITHIN THE VILLAGE
826,201117180108,Panel B,20111718,N01,VILLAGE HEADMAN,,NEAR THE VILLAGE
826,201117180108,Panel B,20111718,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
826,201117180108,Panel B,20111718,N03,PARASTATAL ORGANIZATION,,NEAR THE TOWN
826,201117180108,Panel B,20111718,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
826,201117180108,Panel B,20111718,N05,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
826,201117180108,Panel B,20111718,N06,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
826,201117180108,Panel B,20111718,N07,LOCAL MARKET,,NEAR THE VILLAGE
826,201117180108,Panel B,20111718,N08,AUCTION IN MAIN MARKET,,NEAR THE VILLAGE
822,201117180117,Panel B,20111718,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
822,201117180117,Panel B,20111718,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
822,201117180117,Panel B,20111718,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
822,201117180117,Panel B,20111718,N04,VILLAGE HEADMAN,,WITHIN THE VILLAGE
822,201117180117,Panel B,20111718,N05,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
822,201117180117,Panel B,20111718,N06,PARASTATAL ORGANIZATION,,NEAR THE TOWN
798,201117180127,Panel B,20111718,N01,RELATIVE,,NEAR THE VILLAGE
798,201117180127,Panel B,20111718,N02,RELATIVE,,NEAR THE VILLAGE
798,201117180127,Panel B,20111718,N03,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
814,201117180145,Panel B,20111718,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
814,201117180145,Panel B,20111718,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
814,201117180145,Panel B,20111718,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
814,201117180145,Panel B,20111718,N04,AUCTION IN MAIN MARKET,,NEAR THE TOWN
806,201117180164,Panel B,20111718,,,,
806,201117180164,Panel B,20111718,N01,LOCAL MARKET,,NEAR THE TOWN
806,201117180164,Panel B,20111718,N02,VDC MEMBER,,WITHIN THE VILLAGE
804,201117180183,Panel B,20111718,N01,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
804,201117180183,Panel B,20111718,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
804,201117180183,Panel B,20111718,N03,LOCAL MARKET,,NEAR THE TOWN
820,201117180192,Panel B,20111718,N01,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
820,201117180192,Panel B,20111718,N02,AUCTION IN MAIN MARKET,,NEAR THE VILLAGE
811,201126610025,Panel A,20112661,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
811,201126610025,Panel A,20112661,N02,LOCAL MARKET,,WITHIN THE VILLAGE
811,201126610025,Panel A,20112661,N03,RELATIVE,,NEAR THE VILLAGE
811,201126610025,Panel A,20112661,N04,LOCAL MARKET,,NEAR THE VILLAGE
823,201126610037,Panel A,20112661,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
823,201126610037,Panel A,20112661,N02,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
807,201126610043,Panel A,20112661,,,,
807,201126610043,Panel A,20112661,N01,RELATIVE,,NEAR THE VILLAGE
807,201126610043,Panel A,20112661,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
809,201126610046,Panel A,20112661,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
809,201126610046,Panel A,20112661,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
809,201126610046,Panel A,20112661,N03,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
827,201126610050,Panel A,20112661,N01,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
827,201126610050,Panel A,20112661,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
827,201126610050,Panel A,20112661,N03,AUCTION IN MAIN MARKET,,NEAR THE TOWN
805,201126610060,Panel A,20112661,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
805,201126610060,Panel A,20112661,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
805,201126610060,Panel A,20112661,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
805,201126610060,Panel A,20112661,N04,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
817,201126610061,Panel A,20112661,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
817,201126610061,Panel A,20112661,N02,LOCAL MARKET,,NEAR THE VILLAGE
817,201126610061,Panel A,20112661,N03,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
815,201126610067,Panel A,20112661,N01,GOVERNMENT AGENCY,,NEAR THE VILLAGE
815,201126610067,Panel A,20112661,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
815,201126610067,Panel A,20112661,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
815,201126610067,Panel A,20112661,N04,LOCAL MARKET,,NEAR THE VILLAGE
815,201126610067,Panel A,20112661,N05,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
801,201126610075,Panel A,20112661,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
801,201126610075,Panel A,20112661,N02,RELATIVE,,WITHIN THE VILLAGE
819,201126610100,Panel A,20112661,N01,RELATIVE,,WITHIN THE VILLAGE
831,201126610106,Panel A,20112661,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
831,201126610106,Panel A,20112661,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
831,201126610106,Panel A,20112661,N03,VDC MEMBER,,WITHIN THE VILLAGE
831,201126610106,Panel A,20112661,N04,LOCAL MARKET,,NEAR THE VILLAGE
831,201126610106,Panel A,20112661,N05,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
831,201126610106,Panel A,20112661,N06,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
831,201126610106,Panel A,20112661,N07,AUCTION IN MAIN MARKET,,NEAR THE TOWN
831,201126610106,Panel A,20112661,N08,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE TOWN
829,201126610108,Panel A,20112661,N01,RELATIVE,,WITHIN THE VILLAGE
829,201126610108,Panel A,20112661,N02,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
829,201126610108,Panel A,20112661,N03,RELATIVE,,WITHIN THE VILLAGE
829,201126610108,Panel A,20112661,N04,RELATIVE,,WITHIN THE VILLAGE
829,201126610108,Panel A,20112661,N05,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
803,201126610109,Panel A,20112661,N01,PARASTATAL ORGANIZATION,,NEAR THE TOWN
803,201126610109,Panel A,20112661,N02,RELATIVE,,WITHIN THE VILLAGE
803,201126610109,Panel A,20112661,N03,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
821,201126610115,Panel A,20112661,N01,GOVERNMENT AGENCY,,NEAR THE VILLAGE
821,201126610115,Panel A,20112661,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
821,201126610115,Panel A,20112661,N03,PRIVATE TRADER IN MAIN MARKET,,NEAR THE DISTRICT/URBAN CENTER
821,201126610115,Panel A,20112661,N04,RELATIVE,,WITHIN THE VILLAGE
821,201126610115,Panel A,20112661,N05,RELATIVE,,WITHIN THE VILLAGE
821,201126610115,Panel A,20112661,N06,RELATIVE,,WITHIN THE VILLAGE
821,201126610115,Panel A,20112661,N07,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
813,201126610116,Panel A,20112661,N01,GOVERNMENT AGENCY,,NEAR THE VILLAGE
813,201126610116,Panel A,20112661,N02,PARASTATAL ORGANIZATION,,NEAR THE DISTRICT/URBAN CENTER
813,201126610116,Panel A,20112661,N03,MOBILE MARKET,,WITHIN THE VILLAGE
813,201126610116,Panel A,20112661,N04,RELATIVE,,WITHIN THE VILLAGE
825,201126610117,Panel A,20112661,,,,
825,201126610117,Panel A,20112661,N01,,,
861,201131120001,Panel A,20113112,N01,RELATIVE,,WITHIN THE VILLAGE
861,201131120001,Panel A,20113112,N02,VDC MEMBER,,NEAR THE VILLAGE
861,201131120001,Panel A,20113112,N03,VDC MEMBER,,NEAR THE VILLAGE
861,201131120001,Panel A,20113112,N04,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
861,201131120001,Panel A,20113112,N05,LOCAL MARKET,,NEAR THE VILLAGE
833,201131120024,Panel A,20113112,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
833,201131120024,Panel A,20113112,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
833,201131120024,Panel A,20113112,N03,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
833,201131120024,Panel A,20113112,N04,MOBILE MARKET,,WITHIN THE VILLAGE
843,201131120026,Panel A,20113112,N01,AGRICULTURAL COOPERATIVE,,NEAR THE DISTRICT/URBAN CENTER
843,201131120026,Panel A,20113112,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
843,201131120026,Panel A,20113112,N03,RELATIVE,,WITHIN THE VILLAGE
843,201131120026,Panel A,20113112,N04,AUCTION IN MAIN MARKET,,NEAR THE TOWN
863,201131120034,Panel A,20113112,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
863,201131120034,Panel A,20113112,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
863,201131120034,Panel A,20113112,N03,LOCAL MARKET,,OUTSIDE THE DISTRICT
863,201131120034,Panel A,20113112,N04,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
855,201131120044,Panel A,20113112,N01,LOCAL MARKET,,NEAR THE VILLAGE
855,201131120044,Panel A,20113112,N02,VDC MEMBER,,WITHIN THE VILLAGE
855,201131120044,Panel A,20113112,N03,RELATIVE,,OUTSIDE THE DISTRICT
851,201131120047,Panel A,20113112,N01,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE TOWN
851,201131120047,Panel A,20113112,N02,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
851,201131120047,Panel A,20113112,N03,MOBILE MARKET,,WITHIN THE VILLAGE
851,201131120047,Panel A,20113112,N04,AUCTION IN MAIN MARKET,,NEAR THE TOWN
839,201131120061,Panel A,20113112,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
839,201131120061,Panel A,20113112,N02,MOBILE MARKET,,WITHIN THE VILLAGE
839,201131120061,Panel A,20113112,N03,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
839,201131120061,Panel A,20113112,N04,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
839,201131120061,Panel A,20113112,N05,FRIEND/NEIGHBOR,,NEAR THE TOWN
839,201131120061,Panel A,20113112,N06,FRIEND/NEIGHBOR,,OUTSIDE THE DISTRICT
837,201131120068,Panel A,20113112,N01,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
837,201131120068,Panel A,20113112,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
837,201131120068,Panel A,20113112,N03,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
837,201131120068,Panel A,20113112,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
837,201131120068,Panel A,20113112,N05,LOCAL MARKET,,NEAR THE VILLAGE
837,201131120068,Panel A,20113112,N06,MOBILE MARKET,,WITHIN THE VILLAGE
859,201131120071,Panel A,20113112,N01,LOCAL MARKET,,NEAR THE VILLAGE
859,201131120071,Panel A,20113112,N02,VILLAGE HEADMAN,,NEAR THE VILLAGE
859,201131120071,Panel A,20113112,N03,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
859,201131120071,Panel A,20113112,N04,LOCAL MARKET,,WITHIN THE VILLAGE
857,201131120075,Panel A,20113112,,,,
857,201131120075,Panel A,20113112,N01,,,
853,201131120081,Panel A,20113112,N01,RELATIVE,,WITHIN THE VILLAGE
853,201131120081,Panel A,20113112,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
853,201131120081,Panel A,20113112,N03,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
853,201131120081,Panel A,20113112,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
853,201131120081,Panel A,20113112,N05,LOCAL MARKET,,NEAR THE VILLAGE
849,201131120092,Panel A,20113112,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
849,201131120092,Panel A,20113112,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
849,201131120092,Panel A,20113112,N03,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
849,201131120092,Panel A,20113112,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
849,201131120092,Panel A,20113112,N05,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
849,201131120092,Panel A,20113112,N06,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
849,201131120092,Panel A,20113112,N07,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
849,201131120092,Panel A,20113112,N08,AUCTION IN MAIN MARKET,,NEAR THE DISTRICT/URBAN CENTER
835,201131120102,Panel A,20113112,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
835,201131120102,Panel A,20113112,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
835,201131120102,Panel A,20113112,N03,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
835,201131120102,Panel A,20113112,N04,MOBILE MARKET,,WITHIN THE VILLAGE
845,201131120106,Panel A,20113112,N01,RELATIVE,,NEAR THE VILLAGE
845,201131120106,Panel A,20113112,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
847,201131120126,Panel A,20113112,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
847,201131120126,Panel A,20113112,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
847,201131120126,Panel A,20113112,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
847,201131120126,Panel A,20113112,N04,LOCAL MARKET,,NEAR THE VILLAGE
834,201154340005,Panel B,20115434,N01,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
834,201154340005,Panel B,20115434,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
834,201154340005,Panel B,20115434,N03,LOCAL MARKET,,NEAR THE TOWN
834,201154340005,Panel B,20115434,N04,PARASTATAL ORGANIZATION,,NEAR THE TOWN
834,201154340005,Panel B,20115434,N05,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
834,201154340005,Panel B,20115434,N06,RELATIVE,,WITHIN THE VILLAGE
834,201154340005,Panel B,20115434,N07,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
834,201154340005,Panel B,20115434,N08,RELATIVE,,WITHIN THE VILLAGE
834,201154340005,Panel B,20115434,N09,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
858,201154340012,Panel B,20115434,N01,VILLAGE HEADMAN,,NEAR THE VILLAGE
858,201154340012,Panel B,20115434,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
858,201154340012,Panel B,20115434,N03,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
858,201154340012,Panel B,20115434,N04,RELATIVE,,WITHIN THE VILLAGE
858,201154340012,Panel B,20115434,N05,RELATIVE,,WITHIN THE VILLAGE
858,201154340012,Panel B,20115434,N06,RELATIVE,,WITHIN THE VILLAGE
858,201154340012,Panel B,20115434,N07,MOBILE MARKET,,WITHIN THE VILLAGE
838,201154340018,Panel B,20115434,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
838,201154340018,Panel B,20115434,N02,RELATIVE,,WITHIN THE VILLAGE
846,201154340031,Panel B,20115434,N01,VDC MEMBER,,NEAR THE VILLAGE
846,201154340031,Panel B,20115434,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
846,201154340031,Panel B,20115434,N03,FARMER BASED CLUB/ASSOCIATION,,NEAR THE DISTRICT/URBAN CENTER
846,201154340031,Panel B,20115434,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
846,201154340031,Panel B,20115434,N05,VDC MEMBER,,WITHIN THE VILLAGE
846,201154340031,Panel B,20115434,N06,RELATIVE,,WITHIN THE VILLAGE
846,201154340031,Panel B,20115434,N07,AUCTION IN MAIN MARKET,,NEAR THE DISTRICT/URBAN CENTER
840,201154340038,Panel B,20115434,N01,LOCAL MARKET,,NEAR THE VILLAGE
830,201154340044,Panel B,20115434,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
830,201154340044,Panel B,20115434,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
830,201154340044,Panel B,20115434,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
830,201154340044,Panel B,20115434,N04,LOCAL MARKET,,NEAR THE VILLAGE
844,201154340058,Panel B,20115434,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
844,201154340058,Panel B,20115434,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
844,201154340058,Panel B,20115434,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
844,201154340058,Panel B,20115434,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
844,201154340058,Panel B,20115434,N05,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
844,201154340058,Panel B,20115434,N06,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
860,201154340064,Panel B,20115434,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
860,201154340064,Panel B,20115434,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
860,201154340064,Panel B,20115434,N03,PARASTATAL ORGANIZATION,,NEAR THE TOWN
860,201154340064,Panel B,20115434,N04,RELATIVE,,WITHIN THE VILLAGE
860,201154340064,Panel B,20115434,N05,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
860,201154340064,Panel B,20115434,N06,VDC MEMBER,,WITHIN THE VILLAGE
850,201154340071,Panel B,20115434,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
850,201154340071,Panel B,20115434,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
850,201154340071,Panel B,20115434,N03,RELATIVE,,NEAR THE VILLAGE
850,201154340071,Panel B,20115434,N04,RELATIVE,,NEAR THE VILLAGE
856,201154340084,Panel B,20115434,N01,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE TOWN
856,201154340084,Panel B,20115434,N02,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
856,201154340084,Panel B,20115434,N03,MOBILE MARKET,,WITHIN THE VILLAGE
842,201154340090,Panel B,20115434,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
842,201154340090,Panel B,20115434,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
842,201154340090,Panel B,20115434,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
842,201154340090,Panel B,20115434,N04,RELATIVE,,WITHIN THE VILLAGE
848,201154340097,Panel B,20115434,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
848,201154340097,Panel B,20115434,N02,AGRICULTURAL COOPERATIVE,,NEAR THE TOWN
848,201154340097,Panel B,20115434,N03,VILLAGE HEADMAN,,WITHIN THE VILLAGE
848,201154340097,Panel B,20115434,N04,FARMER BASED CLUB/ASSOCIATION,,NEAR THE TOWN
848,201154340097,Panel B,20115434,N05,AUCTION IN MAIN MARKET,,NEAR THE TOWN
848,201154340097,Panel B,20115434,N06,MOBILE MARKET,,WITHIN THE VILLAGE
832,201154340110,Panel B,20115434,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
832,201154340110,Panel B,20115434,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
832,201154340110,Panel B,20115434,N03,RELATIVE,,WITHIN THE VILLAGE
832,201154340110,Panel B,20115434,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
832,201154340110,Panel B,20115434,N05,VDC MEMBER,,WITHIN THE VILLAGE
852,201154340116,Panel B,20115434,N01,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
852,201154340116,Panel B,20115434,N02,VILLAGE HEADMAN,,WITHIN THE VILLAGE
852,201154340116,Panel B,20115434,N03,PARASTATAL ORGANIZATION,,NEAR THE TOWN
852,201154340116,Panel B,20115434,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
852,201154340116,Panel B,20115434,N05,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
852,201154340116,Panel B,20115434,N06,LOCAL MARKET,,NEAR THE VILLAGE
852,201154340116,Panel B,20115434,N07,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
836,201154340123,Panel B,20115434,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
836,201154340123,Panel B,20115434,N02,PARASTATAL ORGANIZATION,,NEAR THE TOWN
836,201154340123,Panel B,20115434,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
854,201154340136,Panel B,20115434,N01,GOVERNMENT AGENCY,,NEAR THE VILLAGE
854,201154340136,Panel B,20115434,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
854,201154340136,Panel B,20115434,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
854,201154340136,Panel B,20115434,N04,RELATIVE,,WITHIN THE VILLAGE
854,201154340136,Panel B,20115434,N05,ROADSIDE,,NEAR THE VILLAGE
854,201154340136,Panel B,20115434,N06,RELATIVE,,WITHIN THE VILLAGE
854,201154340136,Panel B,20115434,N07,RELATIVE,,WITHIN THE VILLAGE
854,201154340136,Panel B,20115434,N08,RELATIVE,,WITHIN THE VILLAGE
854,201154340136,Panel B,20115434,N09,MOBILE MARKET,,WITHIN THE VILLAGE
872,202052070003,Panel B,20205207,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
872,202052070003,Panel B,20205207,N02,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
872,202052070003,Panel B,20205207,N03,OTHER (SPECIFY),VENDORS,WITHIN THE VILLAGE
866,202052070009,Panel B,20205207,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
866,202052070009,Panel B,20205207,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
866,202052070009,Panel B,20205207,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
866,202052070009,Panel B,20205207,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
866,202052070009,Panel B,20205207,N05,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
866,202052070009,Panel B,20205207,N06,LOCAL MARKET,,WITHIN THE VILLAGE
866,202052070009,Panel B,20205207,N07,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
892,202052070015,Panel B,20205207,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
892,202052070015,Panel B,20205207,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
892,202052070015,Panel B,20205207,N03,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
892,202052070015,Panel B,20205207,N04,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
880,202052070021,Panel B,20205207,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
880,202052070021,Panel B,20205207,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
880,202052070021,Panel B,20205207,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
880,202052070021,Panel B,20205207,N04,LOCAL MARKET,,WITHIN THE VILLAGE
882,202052070028,Panel B,20205207,N01,GOVERNMENT AGENCY,,NEAR THE VILLAGE
882,202052070028,Panel B,20205207,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
882,202052070028,Panel B,20205207,N03,PRIVATE TRADER IN MAIN MARKET,,NEAR THE TOWN
882,202052070028,Panel B,20205207,N04,RELATIVE,,WITHIN THE VILLAGE
882,202052070028,Panel B,20205207,N05,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
882,202052070028,Panel B,20205207,N06,MOBILE MARKET,,NEAR THE TOWN
888,202052070034,Panel B,20205207,N01,LOCAL MARKET,,WITHIN THE VILLAGE
874,202052070040,Panel B,20205207,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
874,202052070040,Panel B,20205207,N02,RELATIVE,,WITHIN THE VILLAGE
874,202052070040,Panel B,20205207,N03,RELATIVE,,WITHIN THE VILLAGE
874,202052070040,Panel B,20205207,N04,RELATIVE,,WITHIN THE VILLAGE
886,202052070053,Panel B,20205207,N01,RELATIVE,,WITHIN THE VILLAGE
876,202052070059,Panel B,20205207,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
876,202052070059,Panel B,20205207,N02,PARASTATAL ORGANIZATION,,WITHIN THE VILLAGE
876,202052070059,Panel B,20205207,N03,LOCAL MARKET,,WITHIN THE VILLAGE
870,202052070065,Panel B,20205207,N01,MOBILE MARKET,,WITHIN THE VILLAGE
870,202052070065,Panel B,20205207,N02,LOCAL MARKET,,NEAR THE VILLAGE
870,202052070065,Panel B,20205207,N03,OTHER (SPECIFY),VENDORS,WITHIN THE VILLAGE
884,202052070084,Panel B,20205207,N01,RELATIVE,,WITHIN THE VILLAGE
862,202052070090,Panel B,20205207,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
862,202052070090,Panel B,20205207,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
862,202052070090,Panel B,20205207,N03,RELATIVE,,WITHIN THE VILLAGE
862,202052070090,Panel B,20205207,N04,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
864,202052070103,Panel B,20205207,N01,PRIVATE COMPANY/BUSINESS PERSON,,WITHIN THE VILLAGE
890,202052070109,Panel B,20205207,N01,RELATIVE,,WITHIN THE VILLAGE
868,202052070115,Panel B,20205207,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
868,202052070115,Panel B,20205207,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
868,202052070115,Panel B,20205207,N03,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE TOWN
868,202052070115,Panel B,20205207,N04,FRIEND/NEIGHBOR,,NEAR THE TOWN
868,202052070115,Panel B,20205207,N05,GOVERNMENT AGENCY,,NEAR THE VILLAGE
868,202052070115,Panel B,20205207,N06,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
868,202052070115,Panel B,20205207,N07,OTHER (SPECIFY),VENDORS,WITHIN THE VILLAGE
868,202052070115,Panel B,20205207,N08,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
878,202052070127,Panel B,20205207,N01,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
878,202052070127,Panel B,20205207,N02,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
878,202052070127,Panel B,20205207,N03,LOCAL MARKET,,WITHIN THE VILLAGE
878,202052070127,Panel B,20205207,N04,VILLAGE HEADMAN,,WITHIN THE VILLAGE
889,202063620005,Panel A,20206362,N01,VILLAGE HEADMAN,,WITHIN THE VILLAGE
889,202063620005,Panel A,20206362,N02,PARASTATAL ORGANIZATION,,NEAR THE VILLAGE
