case_id,hhid,hh_n09a,hh_n09b,hh_n09c,hh_n10a,hh_n10b,hh_n11,hh_n12a,hh_n12b,hh_n13a,hh_n13b,hh_n14,hh_n14_oth,hh_n15a,hh_n15b,hh_n16a,hh_n16b,hh_n16_oth,hh_n17,hh_n18,hh_n19,hh_n19_oth,hh_n20a,hh_n20b,hh_n20_oth,hh_n21a,hh_n21b,hh_n21c,hh_n22,hh_n23,hh_n24,hh_n24_oth,hh_n25a,hh_n25b,hh_n25c,hh_n25d,hh_n25e,hh_n25f,hh_n25g,hh_n25h,hh_n25i,hh_n25j,hh_n25k,hh_n25l,hh_n25m,hh_n25n,hh_n25o,hh_n25p,hh_n25q,hh_n25r,hh_n25s,hh_n25t,hh_n25u,hh_n25v,hh_n25w,hh_n25x,hh_n25y,hh_n26a,hh_n26b,hh_n26_oth,hh_n27,hh_n28,hh_n29a,hh_n29b,hh_n29_oth,hh_n30a1,hh_n30b1,hh_n30c1,hh_n30d1,hh_n30a2,hh_n30b2,hh_n30c2,hh_n30d2,hh_n30a3,hh_n30b3,hh_n30c3,hh_n30d3,hh_n30a4,hh_n30b4,hh_n30c4,hh_n30d4,hh_n30a5,hh_n30b5,hh_n30c5,hh_n30d5,hh_n30a6,hh_n30b6,hh_n30c6,hh_n30d6,hh_n31a1,hh_n31b1,hh_n31c1,hh_n31d1,hh_n31a2,hh_n31b2,hh_n31c2,hh_n31d2,hh_n31a3,hh_n31b3,hh_n31c3,hh_n31d3,hh_n32,hh_n34,hh_n35,hh_n36,hh_n37,hh_n38,hh_n39,hh_n40,hh_n41a,hh_n41b,hh_n41c,hh_n41d,hh_n41e,hh_n41f,hh_n41g,hh_n41h,hh_n41h_oth
203043140062,eadf216a263f460f8010621d21973a68,1,MANDASI ENTERPRISE,10,1,,1,1,,0,0,,,June,2014,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,low,low,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,1,20,6,5,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,2000,4000,,,,,2000,1200,0,0,0,0,0,0,0,
203043150156,2fbe0fb289544ca9a44859967a4ee3c2,1,Selling mats,2,1,,2,1,,0,0,,,February,2017,No start-up capital,,,Traditional market place,,,,Final consumers,,,no,no,no,no,yes,Communal land,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,NOT OPERATE,NOT OPERATE,Bad weather,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,5000,0,,,,,3500,0,0,0,0,0,0,0,0,
203043150216,fa7f945662b94d59b711c16ad7d2fc1f,1,SELLING GROCERIES AT HOME,47,1,,2,1,2,0,0,,,May,2014,Own-savings from agriculture,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,,,,,,,No,yes,,,,1,8,8,8,2,10,8,8,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,4000,60000,49000,,,,,-20000,0,5000,0,0,0,0,0,0,
203043150255,7e22a61d7db84814b9ae7c08f64407ab,1,SELLING FLIED GOAT MEAT (KANYENYA),47,1,,1,1,,0,0,,,June,2015,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,NOT OPERATE,,NOT OPERATE,NOT OPERATE,,,Lack of cash,,,No,yes,,,,1,3,8,3,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,16000,,,16000,42000,,,3500,500,0,0,0,0,0,0,0,
203053160093,cd77dfbf73954b58ab9a76582023fcbd,1,BAROWNER,56,1,,1,1,,0,0,,,July,2010,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,,,,,,,,,,Lack of cash,,,Yes,,,,,1,30,4,10,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,40000,,,,,15000,20000,5000,0,0,500,0,0,0,0,0,
203053160093,cd77dfbf73954b58ab9a76582023fcbd,2,MANDAZISELLER,47,2,,2,2,,0,0,,,April,2015,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Seasonal work,,,Yes,,,,,2,3,8,8,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,1500,,,1800,3000,,,3000,1300,0,0,0,0,0,0,0,
203053160100,e16ec0ae99e141748d329a6ed72c91f2,1,OWNINGABABERSHOP,47,1,,1,1,,0,0,,,May,2014,Proceeds from another business,,,Traditional market place,,,,Final consumers,,,no,yes,no,no,no,,,NOT OPERATE,,,,,,,,,,,,,,,,,,,,,,,,,Not profitable,,,No,yes,,,,1,28,12,8,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,31500,,,,,18000,26000,16000,0,0,0,0,3000,0,0,12000,UNSPECIFIED FEES
203053160107,52237f10eccc4a33b6033abb6d5267ff,1,SELLINGGROCERIESATTHETRADINGCENTRE,47,2,,2,1,,0,0,,,October,2010,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,2,24,9,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,24000,,,,,,,25000,40000,20000,0,0,0,0,0,15000,UNSPECIFIED FEES
203053160127,d69d0448780c4ca28328115abdd838bb,1,MANDAZI,10,1,,1,1,,0,0,,,July,2013,Loan from money lender,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,,NOT OPERATE,,,,,,,,,,,,,Lack of cash,,,No,yes,,,,1,8,4,9,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,10000,,,,,8000,9000,5000,8000,0,0,0,0,0,0,0,
203053170044,1fdf0b7f88464f2ba839cc84fb19e3e3,1,Buying and selling banana,47,1,,1,1,,0,0,,,April,2016,Other (specify),,SAVINGS FROM WORK (UNSPECIFIED),Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,No,yes,,,,1,5,10,3,2,10,15,7,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,35000,15000,10000,,,,,8500,0,12000,1500,0,0,0,0,350,UNSPECIFIED FEES
203053170097,455acb887e4c47c5978f84354f499a89,1,SELLING BOTTLED COMMERCIAL LIQUOR,47,1,,1,1,,1,0,About half,,June,2016,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,,,,,No,yes,,,,1,2,14,4,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,22000,63000,71000,,,,,-8000,22000,0,2500,0,0,0,0,0,
203053170129,d3ab09dc2f90402ba99c1e66eaa7253a,1,BICYCLE TAXI,49,1,4,1,1,,0,0,,,September,2007,Other (specify),,SAVINGS FROM WORK (UNSPECIFIED),Roadside,,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,,,,,,,,Yes,,,,,1,30,9,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,20000,50000,,,,,20000,600,0,0,0,0,0,0,0,
203053170140,7da7ce48d1924fffb8019b1f0dcde9d0,1,Buying and selling processed groundnuts,10,1,,2,1,,0,0,,,June,2012,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,No,yes,,,,1,25,11,4,2,20,15,3,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,280000,90000,110000,,,,,60000,0,185000,0,20000,0,0,0,0,
203053170150,2ef8f1a017ad433da55e1b1ec6023d41,1,Selling soda bicarbonate,47,1,,2,1,,0,0,,,January,2017,Savings club,,,Mobile,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000,,,15000,25000,,,30000,0,80000,0,0,0,0,0,6500,PERSONAL / HOUSEHOLD USE
203053180059,672ae34077654e49b7524386d6d80f8d,1,VIDEO SHOW,93,1,,1,1,,0,0,,,March,2015,Inherited,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Other (Specify),,N/A,Yes,,,,,1,30,12,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,45000,,,30000,60000,,,15000,15000,0,5000,0,2000,0,0,0,
203053180070,ae4b0555914b43d980b37714dd7f6ea0,1,PRODUCING AND SELLING SISOL,47,1,,1,1,,0,0,,,December,2015,No start-up capital,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,,,,,,,Yes,,,,,1,3,2,6,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,4300,,,,,800,2100,4300,0,0,0,0,0,0,0,0,
203053180154,0fb9583127bc46b1bcacab5085ecc209,1,TAXI,49,1,,1,1,,0,0,,,May,2016,Own-savings from agriculture,,,Other fixed place,No,,,Final consumers,Traders,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,Lack of non-labour inputs,,,Yes,,,,,1,20,10,5,,,,,,,,,,,,,,,,,,,,,1,2,20,10000,0,,,,0,,,,45000,60000,100000,,,,,12000,0,0,0,32000,0,0,0,12000,UNSPECIFIED FEES
203053180177,71bec04f707f434eac3873f79d9a8122,1,RICE ENTERPRISE,47,2,,2,2,,0,0,,,May,2011,Savings club,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Seasonal work,,,No,yes,,,,2,24,11,5,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,60000,30000,10000,,,,,35000,50000,0,7000,0,0,0,0,0,
203053180223,393059e4f8ae44e189ece1f722e2e2f6,1,GATHERING AND SELLING GRASS,47,1,,1,1,,0,0,,,July,2016,No start-up capital,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,Seasonal work,Not profitable,,Yes,,,,,1,6,3,3,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,8000,,,,,3000,0,8000,0,0,0,0,0,0,0,0,
203053190285,162db5ec782c4c3cb1f11226c3ef3a22,1,Mbatata  business,10,1,,2,1,,0,0,,,June,2016,Other (specify),,SAVINGS FROM WORK (UNSPECIFIED),Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,NOT OPERATE,NOT OPERATE,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,Lack of cash,,,No,yes,,,,2,8,12,3,1,8,12,3,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,13000,30000,,,,,15000,0,12000,3000,0,0,0,0,0,
203053200012,a24515f3463f4fb3b3f73cc51660c9c8,1,LENDINGOUTTOBACCOJERK,96,1,2,1,1,2,0,1,About half,,April,2016,Savings club,,,Other fixed place,No,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,NOT OPERATE,NOT OPERATE,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of credit,,,Yes,,,,,1,6,1,2,2,10,1,2,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,150000,0,150000,,,,,15000,1500,0,0,0,0,0,0,3000,UNSPECIFIED FEES
203053200012,a24515f3463f4fb3b3f73cc51660c9c8,2,TAILORING,13,2,,2,1,2,0,0,,,March,2015,Savings club,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Seasonal work,,,Yes,,,,,2,20,3,6,4,14,3,6,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,12000,,,5000,12000,,,9000,3000,0,0,0,0,0,0,0,
203053210049,259c9ccc6c1148049272240d378d5ba6,1,selling Quarry,8,1,,1,1,,0,0,,,March,2014,No start-up capital,,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,NOT OPERATE,NOT OPERATE,Seasonal work,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28000,,,,,,,7000,6000,6000,0,0,0,0,0,0,
203053210064,81b0d898a8384e9c863e646645f69711,1,OWN A SHOP,47,1,,1,1,,0,0,,,September,2012,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,Other (Specify),,N/A,Yes,,,,,1,30,10,12,2,30,10,12,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,200000,280000,340000,,,,,20000,0,150000,30000,0,0,0,0,0,
203053210086,c840f6dcc49546ce903471e5912a0525,1,THATCHING AND SELLING GRASS,47,1,2,2,1,2,0,0,,,July,2000,No start-up capital,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of non-labour inputs,,,No,yes,,,,2,3,4,1,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,1800,1800,1800,,,,,1800,0,0,0,0,0,0,0,0,
203053210093,68651ffec3c3471c92a82175fcdc70f2,1,PHOTOGRAPHY,96,1,,1,1,,0,0,,,June,2015,Gift from family/friends,,,Mobile,,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,,,,,,,,Yes,,,,,1,12,5,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,14400,22000,37000,,,,,4800,0,900,0,0,0,0,0,0,
203063230123,7026f374845b4694a03466f1bb8ad011,1,Baking Mandazi,10,1,,1,1,,0,0,,,July,2016,Own-savings from agriculture,,,Other fixed place,No,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Lack of cash,,,No,yes,,,,1,8,14,4,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,8000,,,,,3500,5000,3200,3600,0,0,0,0,0,0,0,
203063240131,b5d78c346a824247957c170936f0afe7,1,SELLINGTIMBER,47,1,,1,1,,0,0,,,May,1988,Own-savings from agriculture,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,yes,Purchased from someone else,,,,,,,,,,,,,,,,NOT OPERATE,NOT OPERATE,,,,,,,,,,Lack of cash,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000,,,,,,,20000,0,15000,0,0,0,0,0,0,
203063240131,b5d78c346a824247957c170936f0afe7,2,SELLINGKACHASU,47,1,,1,1,,0,0,,,March,1988,Own-savings from agriculture,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,Other (Specify),,N/A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,,,,,,,26000,14000,0,0,0,0,0,0,0,
203063240277,b7088e6975ac4067b58aacedf4c48e74,1,MANDAZIANDMASCONOBUSINESS,10,2,,2,2,,0,0,,,April,2014,Own-savings from non-agriculture,,,Mobile,,,,Final consumers,,,no,no,no,no,no,,,,,,NOT OPERATE,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,,Seasonal work,,,Yes,,,,,2,24,2,6,,,,,,,,,,,,,,,,,,,,,0,,,,3,16,4,16000,0,,,,160000,,,,,2500,3000,32000,128000,0,8000,0,0,0,0,0,
203063240294,3ffa906159544d1c96cd5227335a81d5,1,MOTORBICYCLETAX,49,1,,1,1,,0,0,,,May,2016,Own-savings from non-agriculture,Own-savings from agriculture,,Other fixed place,No,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Other (Specify),,BUSINESS HAD NOT YET STARTED,Yes,,,,,1,25,7,2,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,,,0,40000,,,20000,0,0,0,10000,0,0,0,0,
203063250254,a6148e6dc6df4f91af55ef6f70ac15ac,1,SELLING BEER,47,1,,1,1,,0,0,,,October,2016,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,,,,,Yes,,,,,1,21,9,4,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,25000,9000,50000,,,,,12000,2500,0,7500,0,0,0,0,0,
203063250329,706238117b6f42419032ccfc284ecb7c,1,SELLINGMADONASI,47,2,,1,2,,0,0,,,August,2016,Own-savings from agriculture,,,Home (inside residence),,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,,NOT OPERATE,,,,,,,,,Lack of cash,,,No,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,,,,,1500,2500,0,0,0,0,0,0,0,
203203260014,c20461539e3f4123b50b95e97f26ad13,1,"""PROVIDING TRANSPORTATION """,49,1,,1,1,,0,0,,,July,2008,Proceeds from another business,,,Mobile,,,,Other (specify),,FINAL CONSUMER,yes,yes,yes,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Not profitable,,,No,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,12,40000,0,,,,0,,,,750000,,,500000,800000,,,200000,150000,0,0,200000,0,0,100000,150000,UNSPECIFIED FEES
203203260029,dea30acbf2684ebfaa4a7a4601150155,1,Radio Reparing,95,1,,1,1,,0,0,,,May,1978,No start-up capital,,,Commercial area shop,Yes,ESCOM/GRID,,Final consumers,,,yes,no,yes,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,low,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Not profitable,,,Yes,,,,,1,30,14,6,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,0,65000,,,30000,15000,25000,10000,0,0,0,0,0,
203203260043,6bb5430205234b1ab814ace23ff3a043,1,TAILORING,13,1,,2,1,2,0,0,,,June,1985,Own-savings from agriculture,,,Other fixed place,No,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,1,24,10,12,,,,,,,,,,,,,,,,,,,,,1,5,5,2500,0,,,,0,,,,62000,,,,,,,30000,20000,0,0,1000,0,0,0,7000,UNSPECIFIED FEES
203203260043,6bb5430205234b1ab814ace23ff3a043,2,COOKING AND SELLING MANDASI,0,2,,2,2,,0,0,,,May,2016,Gift from family/friends,,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,low,NOT OPERATE,NOT OPERATE,,,,,,,,,,,Not profitable,,,No,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,,,,,,,2000,3000,0,0,0,0,0,0,0,
203203260043,6bb5430205234b1ab814ace23ff3a043,3,BUYING AND SELLING CHILDREN'S HATS,47,2,,2,2,,0,0,,,April,2014,Own-savings from non-agriculture,,,Other fixed place,No,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,low,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,Bad weather,,,No,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,4000,4000,0,3000,0,0,0,0,0,
203203260100,755ab6af02ef4e89a0e9405caa617df0,1,COOKING AND SELLING MANDASI,0,2,,2,2,,0,0,,,August,2016,Gift from family/friends,,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,,,,,,,,,,,,,,Yes,,,,,3,3,3,1,2,3,4,4,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,,,0,0,,,0,3000,0,0,0,0,0,0,0,
203203260158,a3d16485e59e4d6d8e597ee284c9ffad,1,"""MOTORCYCLE TAXI ENTERPRISE """,49,1,,1,1,,0,0,,,February,2015,Proceeds from another business,,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,low,,,,NOT OPERATE,,,,,,,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,Not profitable,,,Yes,,,,,1,24,9,8,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,80000,,,45000,80000,,,50000,35000,0,0,35000,0,0,0,0,
203203260215,2abbba5a066945c7b88d81d7d48ceebb,1,Barbershop,96,1,,1,1,,0,0,,,May,2015,Own-savings from non-agriculture,,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,,,,,,,,,,,,,,,,,,,,Not profitable,,,Yes,,,,,1,25,8,12,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,,,6000,35000,,,10000,0,15000,0,0,0,0,0,0,
203203260244,aa087d22b15d4ca38589a046be02376c,1,TIN SMITH ENTERPRISE,32,1,,1,1,,0,0,,,June,1995,Own-savings from agriculture,,,Roadside,,,,Final consumers,,,no,no,no,no,no,,,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,NOT OPERATE,,NOT OPERATE,NOT OPERATE,,,,,,,,NOT OPERATE,,,,,,,,Seasonal work,,,Yes,,,,,2,24,8,9,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,40000,,,28000,43000,,,20000,28000,0,0,0,0,0,0,0,
