ea_id,com_ci0b,com_ci0b_oth,com_ci01,com_ci02,com_ci03,com_ci04,com_ci05,com_ci06,com_ci07a,com_ci07a_oth,com_ci07b,com_ci07b_oth,com_ci07c,com_ci07c_oth,com_ci08a,com_ci08a_oth,com_ci08b,com_ci08b_oth,com_ci08c,com_ci08c_oth,com_ci09a,com_ci09a_oth,com_ci09b,com_ci09b_oth,com_ci09c,com_ci09c_oth,com_ci010,com_ci011,com_ci012,com_ci12_oth,com_ci013,com_ci014
20203290,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20203290,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20203290,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20203291,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20203291,Water Body: Specify,LAKE,Yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
20203291,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20203291,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20203291,Pasture,,Yes,yes,no,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
20204293,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20204293,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20204293,Forest,,Yes,yes,yes,yes,yes,yes,Use guards,,,,,,Time restrictions,,,,,,Confiscation of tools/products,,Use threat of fine,,,,Fully Effective,no,,,no,
20204293,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20204293,Unallocated Arable Land,,Yes,yes,no,no,yes,no,,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
20205294,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205294,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205294,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205294,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Time restrictions,,Limitations on number of users at a given time,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
20205294,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205295,Forest,,Yes,yes,yes,no,no,yes,Use guards,,Use the threat of Fine,,,,Limitations on number of users at a given time,,Rotation among groups of families,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
20205295,Pasture,,Yes,yes,yes,no,no,yes,Use guards,,Use the threat of Fine,,,,Time restrictions,,Limitations on number of users at a given time,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
20205295,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205295,Unallocated Arable Land,,Yes,yes,yes,no,no,yes,Use guards,,Use the threat of Fine,,,,Rotation among groups of families,,Limitations on number of users at a given time,,,,Social sanctions,,Confiscation of tools/products,,,,Fully Effective,no,,,no,
20205295,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205296,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205296,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205296,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205296,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205296,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205297,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205297,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205297,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205297,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205297,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205298,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205298,Unallocated Arable Land,,Yes,no,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
20205298,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205298,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205298,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20206299,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20206299,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20206299,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20206299,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20206299,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20206300,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20206300,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20206300,Forest,,Yes,yes,yes,no,no,yes,Use guards,,Use the threat of Fine,,,,Limitations on number of users at a given time,,,,,,Confiscation of tools/products,,Use threat of fine,,,,Fully Effective,no,,,no,
20206300,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20206300,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220301,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220301,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220301,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220301,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220301,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220302,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220302,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220302,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220302,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220302,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20301303,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20301303,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20301303,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20301303,Water Body: Specify,WATER DAMS,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Time restrictions,,,,,,Confiscation of tools/products,,Use threat of fine,,,,Somewhat Effective,no,,,no,
20301303,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20301304,Forest,,Yes,yes,yes,no,yes,yes,Use guards,,Use the threat of Physical punishment,,,,No restrictions,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Somewhat Effective,no,,,no,
20301304,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20301304,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20301304,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20301304,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20302305,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20302305,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20302305,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20302305,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20302305,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20302306,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Limitations on number of users at a given time,,,,,,Confiscation of tools/products,,Use threat of fine,,,,Somewhat Effective,no,,,no,
20302306,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20302306,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20302306,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20302306,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20303307,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20303307,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20303307,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20303307,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),COMMUNITY AGAINST TREE CUTTING,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
20303307,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20303308,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20303308,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20303308,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20303308,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20303308,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20303309,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20303309,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20303309,Forest,,Yes,yes,yes,yes,no,yes,Use the threat of Fine,,,,,,No restrictions,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,no,,,no,
20303309,Water Body: Specify,RIVER,Yes,yes,yes,no,yes,no,,,,,,,Time restrictions,,,,,,Confiscation of tools/products,,Use threat of fine,,,,Fully Effective,no,,,no,
20303309,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304310,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304310,Forest,,Yes,no,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20304310,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304310,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304310,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304311,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304311,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304311,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304311,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304311,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304313,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304313,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304313,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304313,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304313,Water Body: Specify,RIVER,Yes,no,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
20304314,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304314,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304314,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304314,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304314,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304315,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304315,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304315,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304315,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20304315,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305316,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305316,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305316,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305316,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305316,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305317,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305317,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305317,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305317,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305317,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305318,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305318,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305318,Pasture,,Yes,yes,no,no,no,no,,,,,,,No restrictions,,,,,,Use threat of fine,,Use the threat of physical punishment,,,,Fully Effective,no,,,no,
20305318,Forest,,Yes,yes,no,no,yes,yes,Use guards,,Use the threat of Fine,,Use the threat of Physical punishment,,Limitations on number of users at a given time,,,,,,Use threat of fine,,Use the threat of physical punishment,,,,Fully Effective,no,,,no,
20305318,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305319,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305319,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305319,Forest,,Yes,yes,yes,no,no,yes,Use the threat of Fine,,,,,,Other (Specify),FINES,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
20305319,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305319,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305320,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305320,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305320,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305320,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305320,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305321,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305321,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305321,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305321,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305321,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306322,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306322,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306322,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306322,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306322,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306323,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306323,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306323,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306323,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306323,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306324,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306324,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306324,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306324,Forest,,Yes,no,yes,no,no,no,,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
20306324,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306325,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306325,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306325,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306325,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306325,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20320326,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20320326,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20320326,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20320326,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20320326,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401327,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401327,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401327,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401327,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401327,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401328,Pasture,,Yes,no,no,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20401328,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401328,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401328,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401328,Unallocated Arable Land,,Yes,no,no,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20401329,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401329,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401329,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401329,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401329,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402330,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402330,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402330,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402330,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402330,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402331,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402331,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402331,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402331,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402331,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402332,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402332,Pasture,,Yes,no,yes,no,yes,yes,Use the threat of Fine,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
20402332,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402332,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402332,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402333,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402333,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402333,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402333,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402333,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402334,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402334,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402334,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402334,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402334,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403335,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403335,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403335,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403335,Water Body: Specify,WATER DAMS,Yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20403335,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403336,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403336,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403336,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403336,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403336,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403337,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403337,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403337,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403337,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403337,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403338,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403338,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403338,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403338,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403338,Forest,,Yes,yes,yes,yes,yes,yes,Use the threat of Fine,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,no,,,no,
20404339,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404339,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404339,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404339,Forest,,Yes,yes,yes,no,no,yes,Use guards,,Use the threat of Fine,,,,No restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
20404339,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404340,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404340,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404340,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404340,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404340,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404341,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404341,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404341,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404341,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404341,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404342,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404342,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404342,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404342,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404342,Forest,,Yes,yes,yes,yes,yes,yes,Use guards,,Use the threat of Fine,,,,Time restrictions,,Limitations on number of users at a given time,,,,Taking away [RESOURCE] use rights,,,,,,Fully Effective,no,,,no,
20405343,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405343,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405343,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405343,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405343,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405344,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405344,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405344,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405344,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405344,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405345,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405345,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405345,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405345,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405345,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406346,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406346,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406346,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406346,Forest,,Yes,yes,yes,yes,yes,yes,Use guards,,Use the threat of Fine,,,,Time restrictions,,Limitations on number of users at a given time,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
20406346,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406347,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406347,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406347,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406347,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406347,Forest,,Yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
20406348,Water Body: Specify,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406348,Unallocated Arable Land,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406348,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406348,Forest,,Yes,yes,yes,no,yes,yes,Use the threat of Fine,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
20406348,Pasture,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20407349,Forest,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
