ea_id,com_ce01a,com_ce01a_oth,com_ce01b,com_ce01b_oth,com_ce01c,com_ce01c_oth,com_ce02,com_ce03,com_ce04,com_ce05a,com_ce05a_oth,com_ce05b,com_ce05b_oth,com_ce06,com_ce07,com_ce08_1,com_ce08_2,com_ce08a,com_ce08a_oth,com_ce08b,com_ce08b_oth,com_ce09,com_ce10,com_ce11a,com_ce11b,com_ce12,com_ce13,com_ce14a,com_ce14b,com_ce15
30602658,farming,,"BEER BREWING, KACHASU",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE-SCALE COMMERCIAL INDUSTRY,,yes,RURAL AREAS,500,500,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,600,1,day,1/2,600,1,day,1/4
30602659,farming,,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,OUTSIDE MALAWI,farming,,OTHER (SPECIFY),,yes,RURAL AREAS,500,500,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
30602660,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,farming,,yes,1/4,URBAN CENTRES,farming,,transport,,yes,URBAN CENTERS,6000,6000,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,7200,1,week,3/4,7200,1,week,ALMOST ALL
30701663,farming,CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,600,300,,,,,no,,,,,,,,
30702664,farming,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),,,yes,ALMOST NONE,RURAL AREAS,farming,,OTHER (SPECIFY),,no,,400,400,,,,,yes,14400,24,day,ALMOST NONE,14400,24,day,ALMOST NONE
30703665,farming,EMPLOYMENT (UNSPECIFIED),"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",EMPLOYMENT (UNSPECIFIED),OTHER (SPECIFY),EMPLOYMENT (UNSPECIFIED),yes,ALMOST NONE,RURAL AREAS,farming,,,,no,,400,400,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30703666,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),,,,yes,RURAL AREAS,400,400,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30704667,farming,,"BEER BREWING, KACHASU",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,ALMOST NONE,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,500,500,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30705668,farming,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),yes,ALMOST NONE,RURAL AREAS,farming,,,,no,,500,500,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30705669,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,yes,RURAL AREAS,1000,800,"BEER BREWING, KACHASU",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,7200,12,day,1/4,7200,12,day,1/4
30706670,farming,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),,,,no,,500,500,,,,,yes,14400,24,day,ALMOST NONE,14400,24,day,ALMOST NONE
30706671,farming,CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),no,,,,,,,no,,700,700,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30707672,farming,EMPLOYMENT (UNSPECIFIED),SMALL-SCALE TRADE & SERVICE PROVISION,EMPLOYMENT (UNSPECIFIED),OTHER (SPECIFY),EMPLOYMENT (UNSPECIFIED),yes,ALMOST NONE,RURAL AREAS,OTHER (SPECIFY),,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1000,1000,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,14400,24,day,ALMOST NONE,14400,24,day,ALMOST NONE
30707673,farming,,"BEER BREWING, KACHASU",,"FIREWOOD,CHARCOAL SELLING",,yes,ALMOST NONE,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,600,600,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30708674,farming,EMPLOYMENT (UNSPECIFIED),SMALL-SCALE TRADE & SERVICE PROVISION,EMPLOYMENT (UNSPECIFIED),OTHER (SPECIFY),EMPLOYMENT (UNSPECIFIED),yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,800,750,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30708675,farming,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),yes,ALMOST NONE,RURAL AREAS,farming,,OTHER (SPECIFY),,no,,1000,1000,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30708676,farming,EMPLOYMENT (UNSPECIFIED),OTHER (SPECIFY),EMPLOYMENT (UNSPECIFIED),,,yes,ALMOST NONE,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,500,500,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30709677,farming,,LARGE-SCALE COMMERCIAL INDUSTRY,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,1/4,RURAL AREAS,farming,,OTHER (SPECIFY),,yes,RURAL AREAS,700,350,farming,,,,no,,,,,,,,
30709678,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,URBAN CENTERS,500,500,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30709679,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,500,500,farming,MOUDLING BRICKS,OTHER (SPECIFY),MOUDLING BRICKS,yes,7200,2,week,1/4,7200,2,week,1/4
30709680,farming,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),yes,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,,,yes,RURAL AREAS,700,700,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,yes,14400,12,day,ALMOST NONE,14400,12,day,ALMOST NONE
30710681,farming,,"BEER BREWING, KACHASU",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,ALMOST NONE,URBAN CENTRES,PROFESSIONAL OCCUPATIONS,,,,yes,RURAL AREAS,500,500,farming,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30710682,farming,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),no,,,,,,,yes,RURAL AREAS,800,500,farming,,,,yes,14400,24,day,ALMOST NONE,14400,24,day,ALMOST NONE
30710683,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,,,yes,RURAL AREAS,500,500,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30710684,SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),,,yes,ALMOST NONE,RURAL AREAS,OTHER (SPECIFY),,,,yes,RURAL AREAS,800,800,OTHER (SPECIFY),CASUAL LABOR(GANYU),,,no,,,,,,,,
30711685,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,ALMOST NONE,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,400,400,,,,,yes,7200,2,week,ALMOST NONE,7200,2,week,ALMOST NONE
30720686,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,ALMOST NONE,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,yes,URBAN CENTERS,1000,500,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30801687,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,700,700,farming,,,,no,,,,,,,,
30801688,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,no,,850,850,,,,,yes,7200,2,week,1/4,7200,2,week,1/4
30801689,farming,,,,,,yes,1/4,RURAL AREAS,farming,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,RURAL AREAS,500,500,farming,,LARGE-SCALE COMMERCIAL INDUSTRY,,yes,600,1,day,1/4,600,1,day,3/4
30801690,farming,EMPLOYMENT (UNSPECIFIED),OTHER (SPECIFY),EMPLOYMENT (UNSPECIFIED),,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),,yes,RURAL AREAS,1000,1000,farming,,,,yes,7200,12,day,1/4,7200,12,day,1/2
30801691,farming,,,,,,no,,,,,,,yes,RURAL AREAS,1178,1178,farming,,,,no,,,,,,,,
30801692,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,no,,200,200,,,,,no,,,,,,,,
30801693,farming,,,,,,no,,,,,,,yes,RURAL AREAS,1000,1000,farming,,,,no,,,,,,,,
30802694,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,500,500,farming,,,,yes,7200,12,day,1/4,7200,12,day,1/4
30802695,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,no,,300,300,,,,,yes,600,1,day,ALMOST NONE,600,1,day,1/4
30802696,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,yes,OUTSIDE MALAWI,500,500,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
30803697,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,500,500,,,,,no,,,,,,,,
30803698,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,RURAL AREAS,300,300,farming,,,,yes,7200,12,day,1/4,7200,12,day,1/4
30803699,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,URBAN CENTRES,PROFESSIONAL OCCUPATIONS,,,,no,,500,500,,,,,yes,7200,2,week,1/4,7200,2,week,1/2
30804700,farming,,,,,,no,,,,,,,no,,500,500,,,,,no,,,,,,,,
30804701,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,no,,500,500,,,,,no,,,,,,,,
30805702,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/2,RURAL AREAS,farming,,,,no,,500,500,,,,,yes,7200,12,day,1/4,7200,12,day,1/4
30805703,farming,,,,,,yes,1/2,OUTSIDE MALAWI,farming,,,,yes,RURAL AREAS,1000,500,farming,,,,yes,7200,14,day,1/4,7200,14,day,3/4
30805704,farming,KUCHEKAMATABWA,OTHER (SPECIFY),KUCHEKAMATABWA,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,no,,650,650,,,,,yes,7200,12,day,1/4,7200,12,day,1/4
30805705,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,500,500,farming,,,,no,,,,,,,,
30806706,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,OTHER (SPECIFY),,no,,500,500,,,,,yes,7200,12,day,1/2,7200,12,day,1/2
30806707,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,no,,700,700,,,,,no,,,,,,,,
30806708,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/2,RURAL AREAS,farming,,,,no,,1000,1000,,,,,no,,,,,,,,
30806709,farming,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,,yes,ALMOST NONE,RURAL AREAS,farming,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,no,,800,800,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30820710,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,yes,RURAL AREAS,1000,1000,OTHER (SPECIFY),SECURITY,,,no,,,,,,,,
30901711,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,no,,500,500,,,,,yes,7200,12,day,1/4,7200,12,day,1/4
30901712,farming,,fishing,,,,yes,1/4,OUTSIDE MALAWI,farming,,,,no,,400,400,,,,,yes,600,1,day,ALMOST NONE,600,1,day,ALMOST NONE
30901713,farming,,,,,,yes,1/2,RURAL AREAS,farming,,fishing,,no,,500,500,,,,,yes,7200,12,day,1/4,7200,12,day,1/4
30901714,farming,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,,yes,1/4,OUTSIDE MALAWI,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,8000,8000,farming,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,600,1,day,ALMOST NONE,600,1,day,1/4
30901715,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/2,RURAL AREAS,farming,,OTHER (SPECIFY),,no,,300,300,,,,,yes,7200,12,day,1/4,7200,12,day,1/2
30901716,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,yes,RURAL AREAS,500,500,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,600,1,day,ALMOST NONE,600,1,day,1/4
30901717,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,no,,500,500,,,,,no,,,,,,,,
30901718,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,1/4,OUTSIDE MALAWI,farming,,,,no,,750,400,,,,,no,,,,,,,,
30901719,farming,,,,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,no,,500,500,,,,,yes,14400,24,day,1/4,14400,24,day,1/2
30901720,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/2,OUTSIDE MALAWI,farming,,,,yes,URBAN CENTERS,1200,1200,PROFESSIONAL OCCUPATIONS,,CIVIL SERVICE,,yes,600,1,day,1/4,600,1,day,3/4
30901721,farming,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,,yes,1/4,OUTSIDE MALAWI,farming,,,,no,,500,500,,,,,no,,,,,,,,
30901722,farming,,,,,,yes,ALMOST NONE,URBAN CENTRES,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,OTHER (SPECIFY),,no,,500,500,,,,,yes,600,1,day,1/4,600,1,day,3/4
30901723,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,OTHER (SPECIFY),,no,,500,500,,,,,yes,7200,12,day,1/4,7200,12,day,1/4
30901724,farming,,,,,,yes,ALMOST NONE,OUTSIDE MALAWI,farming,,,,no,,500,500,,,,,yes,600,1,day,ALMOST NONE,600,1,day,1/4
30901725,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,no,,500,500,,,,,yes,7200,12,day,1/4,7200,12,day,1/4
30901726,farming,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,no,,1000,1000,,,,,yes,600,1,day,ALMOST NONE,600,1,day,3/4
30902727,farming,,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,RURAL AREAS,farming,,,,no,,500,500,,,,,yes,7200,12,day,1/4,7200,12,day,1/2
30902728,farming,,,,,,yes,1/4,OUTSIDE MALAWI,farming,,,,no,,1000,1000,,,,,no,,,,,,,,
30902729,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,1500,1500,farming,,,,yes,7200,2,week,1/4,7200,2,week,1/4
30902730,farming,,"BEER BREWING, KACHASU",,,,no,,,,,,,yes,RURAL AREAS,750,750,farming,,,,yes,600,1,day,ALMOST NONE,600,1,day,1/4
30902731,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,no,,500,500,,,,,yes,14400,24,day,1/4,14400,24,day,1/2
30903732,farming,,fishing,,,,no,,,,,,,yes,RURAL AREAS,500,500,fishing,,,,yes,600,1,day,ALMOST NONE,600,1,day,1/4
30903733,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,no,,500,500,,,,,yes,7200,12,day,1/4,7200,12,day,1/2
30903734,farming,,fishing,,,,no,,,,,,,yes,RURAL AREAS,500,500,farming,,fishing,,yes,600,1,day,1/4,600,1,day,1/4
31001735,farming,,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),,yes,RURAL AREAS,1000,300,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,7200,2,week,ALMOST NONE,7200,2,week,ALMOST NONE
31001737,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD,CHARCOAL SELLING",,yes,ALMOST NONE,OUTSIDE MALAWI,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1500,800,farming,CASUAL LABOR(GANYU),OTHER (SPECIFY),CASUAL LABOR(GANYU),yes,7200,2,week,ALMOST NONE,7200,2,week,1/4
31001738,farming,,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,RURAL AREAS,farming,,OTHER (SPECIFY),,yes,URBAN CENTERS,1000,500,farming,CASUAL LABOR(GANYU),OTHER (SPECIFY),CASUAL LABOR(GANYU),yes,7200,2,week,ALMOST NONE,7200,2,week,ALMOST NONE
31001739,farming,CASUAL LABOUR UNSPECIFIED(GANYU),"BEER BREWING, KACHASU",CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),yes,ALMOST NONE,URBAN CENTRES,farming,,OTHER (SPECIFY),,no,,1300,700,,,,,no,,,,,,,,
31001741,farming,,,,,,yes,1/4,URBAN CENTRES,farming,,,,yes,RURAL AREAS,1200,700,farming,,CIVIL SERVICE,,yes,7200,12,day,1/2,7200,12,day,1/2
31001742,farming,,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/2,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,yes,URBAN CENTERS,600,250,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,7200,2,week,ALMOST NONE,7200,2,week,ALMOST NONE
31002743,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,yes,1/4,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1000,500,farming,,PROFESSIONAL OCCUPATIONS,,no,,,,,,,,
31002744,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,no,,,,,,,yes,RURAL AREAS,500,500,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,yes,7200,2,week,1/4,7200,2,week,3/4
31003745,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,yes,URBAN CENTERS,1000,500,farming,,,,no,,,,,,,,
31003746,farming,,"BEER BREWING, KACHASU",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),,yes,URBAN CENTERS,1000,500,farming,TRADER IN AGRIC PRODUCE,OTHER (SPECIFY),TRADER IN AGRIC PRODUCE,no,,,,,,,,
31003747,"BEER BREWING, KACHASU",,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,OUTSIDE MALAWI,farming,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,no,,600,300,,,,,yes,14400,24,day,1/4,14400,24,day,3/4
31003749,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,3/4,RURAL AREAS,farming,,fishing,,no,,950,500,,,,,no,,,,,,,,
31004750,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,no,,400,350,,,,,yes,7200,2,week,1/4,7200,2,week,1/4
31004751,farming,,PROFESSIONAL OCCUPATIONS,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,OUTSIDE MALAWI,farming,,OTHER (SPECIFY),,yes,OUTSIDE MALAWI,1000,500,farming,,,,no,,,,,,,,
31005752,farming,,"BEER BREWING, KACHASU",,PROFESSIONAL OCCUPATIONS,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,900,900,farming,,,,no,,,,,,,,
31006753,farming,,"FIREWOOD,CHARCOAL SELLING",,"BEER BREWING, KACHASU",,yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),,,,yes,URBAN CENTERS,2500,1000,farming,,"FIREWOOD,CHARCOAL SELLING",,no,,,,,,,,
31006754,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),,,,yes,URBAN CENTERS,2000,800,fishing,,,,yes,7200,2,week,ALMOST NONE,7200,2,week,ALMOST NONE
31007755,farming,,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",,fishing,,no,,,,,,,yes,RURAL AREAS,1000,500,farming,,,,yes,7200,12,day,1/4,7200,12,day,3/4
31007756,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,transport,,yes,1/4,URBAN CENTRES,PROFESSIONAL OCCUPATIONS,,transport,,yes,RURAL AREAS,2000,1500,farming,,fishing,,no,,,,,,,,
31007757,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,transport,,yes,1/4,OUTSIDE MALAWI,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1000,500,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1700,1,month,1/4,1700,1,month,ALMOST NONE
31020758,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFESSIONAL OCCUPATIONS,,yes,ALMOST NONE,RURAL AREAS,farming,,PROFESSIONAL OCCUPATIONS,,yes,URBAN CENTERS,1500,600,OTHER (SPECIFY),DOMESTIC HOUSEWORK,farming,DOMESTIC HOUSEWORK,no,,,,,,,,
31101760,farming,,"FIREWOOD,CHARCOAL SELLING",,CIVIL SERVICE,,yes,1/4,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,0,1500,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
31102761,farming,,"FIREWOOD,CHARCOAL SELLING",,fishing,,yes,1/4,OUTSIDE MALAWI,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1000,1000,farming,,fishing,,yes,7200,2,week,ALMOST NONE,7200,2,week,1/4
31104762,farming,CASUAL LABOUR UNSPECIFIED(GANYU),SMALL-SCALE TRADE & SERVICE PROVISION,CASUAL LABOUR UNSPECIFIED(GANYU),OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),yes,1/4,RURAL AREAS,farming,,OTHER (SPECIFY),,yes,URBAN CENTERS,500,300,fishing,,farming,,yes,7200,2,week,1/4,7200,2,week,3/4
31104763,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,fishing,,yes,ALMOST NONE,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,1000,400,farming,,"FIREWOOD,CHARCOAL SELLING",,no,,,,,,,,
31104764,farming,,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,yes,URBAN CENTERS,1200,600,farming,,fishing,,yes,14400,1,month,ALMOST NONE,14400,1,month,1/4
31104765,farming,,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,ALMOST NONE,RURAL AREAS,farming,,fishing,,yes,URBAN CENTERS,1000,500,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,7200,2,week,ALMOST NONE,7200,2,week,ALMOST NONE
31104766,farming,,"FIREWOOD,CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,RURAL AREAS,farming,,fishing,,no,,500,300,,,,,yes,7200,2,week,ALMOST NONE,7200,2,week,ALMOST NONE
31104767,OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),farming,CASUAL LABOUR UNSPECIFIED(GANYU),fishing,CASUAL LABOUR UNSPECIFIED(GANYU),yes,1/4,URBAN CENTRES,fishing,,OTHER (SPECIFY),,yes,RURAL AREAS,500,300,fishing,,farming,,no,,,,,,,,
31104768,farming,,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,no,,1000,500,,,,,no,,,,,,,,
