ea_id,com_cg35a,com_cg35b,com_cg35c,com_cg35c_oth,com_cg36,com_cg37
20601349,C,,,,,
20601349,A,MASAF PROJECT,,,,
20601350,,Events that made people worse off,,,,
20601350,C,,,,,
20601350,,Events that made people better off,,,,
20601350,D,,,,,
20601350,B,Sharp prices,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20601350,A,Drought,DROUGHT,,2017,3/4
20601350,A,New boreholes,,,,
20601350,C,human diseases,HUMAN EPIDEMIC DISEASE,,2019,1/2
20601350,B,employment opportunity,,,,
20601350,D,Live stock diseases,OTHER BAD (SPECIFY),,2019,1/4
20601351,A,NGO SUPPORT FOR PEOPLE LIVING WITH HIV,,,,
20601351,C,,,,,
20601351,,Events that made people better off,,,,
20601351,C,ILLNESSES,HUMAN EPIDEMIC DISEASE,,2017,1/4
20601351,D,,,,,
20601351,,Events that made people worse off,,,,
20601351,B,HIGH PRICE OF FARM INPUTS,SHARP CHANGE IN PRICES,,2018,3/4
20601351,D,,,,,
20601351,A,IRREGULAR RAINFALL,DROUGHT,,2018,1/2
20601351,B,,,,,
20602352,A,HUNGER,SHARP CHANGE IN PRICES,,2018,1/2
20602352,C,,,,,
20602352,B,SCHOOL CONSTRUCTION,,,,
20602352,D,,,,,
20602352,,Events that made people better off,,,,
20602352,A,EMPLOYMENT OPPORTUNITY,,,,
20602352,,Events that made people worse off,,,,
20602352,D,,,,,
20602352,B,HUMAN DISEASES,HUMAN EPIDEMIC DISEASE,,2018,1/4
20602352,C,,,,,
20602353,B,,,,,
20602353,B,Crop failure due to too much rains,OTHER GOOD (SPECIFY),CROP FAILURE DUE TO TOO MUCH RAINS,2019,3/4
20602353,A,Crop pests,CROP DISEASE/PESTS,,2019,3/4
20602353,C,,,,,
20602353,,Events that made people worse off,,,,
20602353,D,,,,,
20602353,,Events that made people better off,,,,
20602353,A,,,,,
20602353,C,,,,,
20602353,D,,,,,
20602354,A,Toilets projects,,,,
20602354,,Events that made people worse off,,,,
20602354,B,bore holes,,,,
20602354,A,crop failure,CROP DISEASE/PESTS,,2019,3/4
20602354,D,healthy facility,,,,
20602354,,Events that made people better off,,,,
20602354,C,subsidy,,,,
20602354,D,human diseases,HUMAN EPIDEMIC DISEASE,,2019,3/4
20602354,B,destroy houses,OTHER BAD (SPECIFY),,2019,1/4
20602354,C,Price fluctuations,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20602355,B,,,,,
20602355,,Events that made people worse off,,,,
20602355,D,Unusual Low prices of harvests,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20602355,B,Accessible Rains,OTHER GOOD (SPECIFY),INACCESSIVE RAINS,2019,3/4
20602355,A,Shortage of Rainfall,OTHER GOOD (SPECIFY),LOW RAINS,2018,3/4
20602355,D,,,,,
20602355,C,,,,,
20602355,A,Masaf 4 Project,,,,
20602355,,Events that made people better off,,,,
20602355,C,Crops Pests(Tchembere zandonda),CROP DISEASE/PESTS,,2019,ALMOST ALL
20603356,B,,,,,
20603356,C,price fluctuations,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20603356,A,crop failure,DROUGHT,,2019,ALMOST ALL
20603356,,Events that made people better off,,,,
20603356,D,,,,,
20603356,C,,,,,
20603356,,Events that made people worse off,,,,
20603356,D,,,,,
20603356,A,,,,,
20603356,B,crop diseases,CROP DISEASE/PESTS,,2018,3/4
20603357,B,drought,DROUGHT,,2017,ALMOST ALL
20603357,,Events that made people better off,,,,
20603357,A,crop failure,DROUGHT,,2017,ALMOST ALL
20603357,D,floods,FLOOD,,2018,ALMOST ALL
20603357,D,,,,,
20603357,A,Dam,,,,
20603357,C,,,,,
20603357,,Events that made people worse off,,,,
20603357,C,price fluctuations,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
20603357,B,borehole,,,,
20604358,B,CONSTRUCTION OF BRIDGE,,,,
20604358,B,LOW PRICE OF FARM OUTPUTS,SHARP CHANGE IN PRICES,,2019,3/4
20604358,,Events that made people better off,,,,
20604358,D,,,,,
20604358,A,LACK.OF.FARM INPUTS,SHARP CHANGE IN PRICES,,2019,3/4
20604358,A,MASAF PROJECT,,,,
20604358,C,,,,,
20604358,D,,,,,
20604358,C,,,,,
20604358,,Events that made people worse off,,,,
20604359,C,Tevet ( Technical  School ),,,,
20604359,A,crop failures,CROP DISEASE/PESTS,,2018,1/2
20604359,,Events that made people better off,,,,
20604359,B,Road mantainance,,,,
20604359,A,Oxfarm,,,,
20604359,D,Strong winds that destroy houses,OTHER BAD (SPECIFY),,2018,1/4
20604359,D,,,,,
20604359,B,crop diseases,DROUGHT,,2017,1/4
20604359,C,high prices of agricultural  inputs,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
20604359,,Events that made people worse off,,,,
20605360,A,hunger,SHARP CHANGE IN PRICES,,2019,1/2
20605360,C,,,,,
20605360,,Events that made people worse off,,,,
20605360,B,HOSPITAL CONSTRUCTION,,,,
20605360,A,school improvement,,,,
20605360,B,high price of farm inputs,SHARP CHANGE IN PRICES,,2019,3/4
20605360,,Events that made people better off,,,,
20605360,C,,,,,
20605360,D,,,,,
20605360,D,,,,,
20605361,A,bore holes,,,,
20605361,C,price fluctuations,SHARP CHANGE IN PRICES,,2017,3/4
20605361,D,,,,,
20605361,C,,,,,
20605361,D,high prices of agricultural inputs,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
20605361,B,,,,,
20605361,B,crop diseases,CROP DISEASE/PESTS,,2018,1/2
20605361,,Events that made people better off,,,,
20605361,A,crop failure,DROUGHT,,2017,ALMOST ALL
20605361,,Events that made people worse off,,,,
20605362,D,,,,,
20605362,A,CONSTRUCTION OF A NURSERY SCHOOL,,,,
20605362,,Events that made people worse off,,,,
20605362,C,,,,,
20605362,,Events that made people better off,,,,
20605362,C,,,,,
20605362,B,HIGH PRICE OF FERTILIZER,SHARP CHANGE IN PRICES,,2019,3/4
20605362,B,DRILLING OF BOREHOLES,,,,
20605362,D,,,,,
20605362,A,IREEGULAR RAINS,DROUGHT,,2018,3/4
20606363,B,price fluctiations,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
20606363,,Events that made people better off,,,,
20606363,,Events that made people worse off,,,,
20606363,A,Food donation,,,,
20606363,C,,,,,
20606363,D,,,,,
20606363,D,Crop pests,CROP DISEASE/PESTS,,2019,ALMOST ALL
20606363,A,inaccessible rains,OTHER GOOD (SPECIFY),INACCESSIBLE RAINS,2019,ALMOST ALL
20606363,B,,,,,
20606363,C,vandalism of a bolehole,LOSS OF KEY SOCIAL SERVICE(S),,2016,3/4
20606364,D,crop diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
20606364,A,houses destroyed,OTHER BAD (SPECIFY),,2018,3/4
20606364,C,,,,,
20606364,B,,,,,
20606364,B,price fluctuations,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20606364,,Events that made people worse off,,,,
20606364,,Events that made people better off,,,,
20606364,A,,,,,
20606364,D,,,,,
20606364,C,disease epidemics,HUMAN EPIDEMIC DISEASE,,2018,1/4
20606365,C,CBCC facility,,,,
20606365,,Events that made people better off,,,,
20606365,A,crop failures,CROP DISEASE/PESTS,,2018,ALMOST ALL
20606365,B,new school,,,,
20606365,B,houses destroyed  due to heavy winds,OTHER BAD (SPECIFY),,2019,ALMOST ALL
20606365,D,selling prices of crops are very low,OTHER BAD (SPECIFY),,2016,ALMOST ALL
20606365,,Events that made people worse off,,,,
20606365,C,animal diseases,OTHER BAD (SPECIFY),,2018,1/4
20606365,D,New Boreholes,,,,
20606365,A,employment opportunities,,,,
20607366,B,,,,,
20607366,,Events that made people worse off,,,,
20607366,A,MASAF PROJECT,,,,
20607366,C,,,,,
20607366,D,,,,,
20607366,B,Low prices of farm produce at the market,SHARP CHANGE IN PRICES,,2019,1/2
20607366,C,high price of farm inputs,SHARP CHANGE IN PRICES,,2019,3/4
20607366,,Events that made people better off,,,,
20607366,A,irregular rains,FLOOD,,2019,1/2
20607366,D,crop pests,CROP DISEASE/PESTS,,2018,3/4
20608367,B,price fluctuations,OTHER BAD (SPECIFY),,2017,ALMOST ALL
20608367,D,,,,,
20608367,C,received cash for free,,,,
20608367,,Events that made people better off,,,,
20608367,A,crop failure,OTHER BAD (SPECIFY),,2018,3/4
20608367,A,construction  new road,,,,
20608367,,Events that made people worse off,,,,
20608367,C,disease epidemics,OTHER BAD (SPECIFY),,2017,1/2
20608367,B,employment opportunities,,,,
20608367,D,,,,,
20608368,C,,,,,
20608368,A,HIGH PRICE OF FARM INPUTS,SHARP CHANGE IN PRICES,,2018,3/4
20608368,B,heavy rains,FLOOD,,2019,3/4
20608368,A,MASAF,,,,
20608368,B,,,,,
20608368,D,,,,,
20608368,,Events that made people worse off,,,,
20608368,D,,,,,
20608368,C,,,,,
20608368,,Events that made people better off,,,,
20608369,,Events that made people better off,,,,
20608369,A,Price Flunctuation,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20608369,A,,,,,
20608369,B,,,,,
20608369,D,,,,,
20608369,B,Skin Disease,CROP DISEASE/PESTS,,2019,ALMOST ALL
20608369,C,,,,,
20608369,C,Crop Pests,CROP DISEASE/PESTS,,2019,3/4
20608369,D,Retreanchment,MASSIVE JOB LAY-OFFS,,2018,1/4
20608369,,Events that made people worse off,,,,
20609370,,Events that made people better off,,,,
20609370,C,,,,,
20609370,A,boreholes,,,,
20609370,,Events that made people worse off,,,,
20609370,C,human diseases,HUMAN EPIDEMIC DISEASE,,2017,3/4
20609370,D,,,,,
20609370,D,sharp prices,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20609370,B,Crop failure,DROUGHT,,2018,1/2
20609370,B,food distribution,,,,
20609370,A,Floods,FLOOD,,2017,1/2
20609371,,Events that made people better off,,,,
20609371,D,,,,,
20609371,D,luck of good markets,OTHER BAD (SPECIFY),,2018,ALMOST ALL
20609371,C,,,,,
20609371,C,price fluctuations,SHARP CHANGE IN PRICES,,2017,3/4
20609371,A,new road,,,,
20609371,A,crop failures,CROP DISEASE/PESTS,,2017,ALMOST ALL
20609371,B,disease  epidemics,HUMAN EPIDEMIC DISEASE,,2018,ALMOST NONE
20609371,B,,,,,
20609371,,Events that made people worse off,,,,
20610372,C,,,,,
20610372,B,,,,,
20610372,D,,,,,
20610372,C,Crop diseases,CROP DISEASE/PESTS,,2018,3/4
20610372,,Events that made people worse off,,,,
20610372,,Events that made people better off,,,,
20610372,B,Price fluctuations,SHARP CHANGE IN PRICES,,2018,3/4
20610372,A,new school,,,,
20610372,A,crop failure,DROUGHT,,2017,ALMOST ALL
20610372,D,,,,,
20611373,,Events that made people worse off,,,,
20611373,D,,,,,
20611373,D,,,,,
20611373,,Events that made people better off,,,,
20611373,C,,,,,
20611373,A,,,,,
20611373,B,Inaccessible rains,OTHER GOOD (SPECIFY),INACCESSIBLE RAINS,2019,ALMOST ALL
20611373,A,Crop Pests,CROP DISEASE/PESTS,,2019,ALMOST ALL
20611373,C,,,,,
20611373,B,,,,,
20612374,,Events that made people better off,,,,
20612374,B,,,,,
20612374,A,NEW HEALTHY FACILITIES,,,,
20612374,D,,,,,
20612374,B,CROP PESTS,CROP DISEASE/PESTS,,2019,1/2
20612374,D,,,,,
20612374,C,,,,,
20612374,C,LOW PRICE OF FARM PRODUCE,SHARP CHANGE IN PRICES,,2018,3/4
20612374,,Events that made people worse off,,,,
20612374,A,HIGH PRICE OF FERTILIZER,SHARP CHANGE IN PRICES,,2019,3/4
20612375,,Events that made people worse off,,,,
20612375,,Events that made people better off,,,,
20612375,C,lack of good buyers,OTHER BAD (SPECIFY),,2018,ALMOST ALL
20612375,A,Maize distribution,,,,
20612375,D,,,,,
20612375,B,crop failure,CROP DISEASE/PESTS,,2017,ALMOST ALL
20612375,D,,,,,
20612375,B,,,,,
20612375,A,High prices of agriculture inputs,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
20612375,C,,,,,
20613376,A,high price of food,SHARP CHANGE IN PRICES,,2019,3/4
20613376,B,business fall down due to political issues,MASSIVE JOB LAY-OFFS,,2019,3/4
20613376,D,,,,,
20613376,D,,,,,
20613376,C,,,,,
20613376,,Events that made people better off,,,,
20613376,,Events that made people worse off,,,,
20613376,A,Water project,,,,
20613376,C,,,,,
20613376,B,,,,,
20614377,C,,,,,
20614377,B,,,,,
20614377,B,crop failure,CROP DISEASE/PESTS,,2018,1/2
20614377,C,price fluctuations,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20614377,,Events that made people worse off,,,,
20614377,A,borehole,,,,
20614377,D,,,,,
20614377,D,,,,,
20614377,,Events that made people better off,,,,
20614377,A,strong winds,OTHER BAD (SPECIFY),,2018,3/4
20615378,,Events that made people worse off,,,,
20615378,C,crop diseases,CROP DISEASE/PESTS,,2018,3/4
20615378,A,new school block,,,,
20615378,B,,,,,
20615378,D,Strong winds,OTHER BAD (SPECIFY),,2018,1/2
20615378,A,human diseases,HUMAN EPIDEMIC DISEASE,,2019,1/2
20615378,B,high prices,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20615378,C,,,,,
20615378,,Events that made people better off,,,,
20615378,D,,,,,
20616379,,Events that made people better off,,,,
20616379,A,crop diseases,,,,
20616379,A,borehore,OTHER GOOD (SPECIFY),BOREHOLE,2013,1/4
20616379,D,,,,,
20616379,,Events that made people worse off,,,,
20616379,B,high prices of agriculture  inputs,,,,
20616379,C,,,,,
20616379,B,toilets,OTHER GOOD (SPECIFY),TOILETS  CONSTRUCTION,2017,1/4
20616379,C,,,,,
20616379,D,,,,,
20616380,,Events that made people worse off,,,,
20616380,C,,,,,
20616380,C,,,,,
20616380,D,,,,,
20616380,,Events that made people better off,,,,
20616380,B,bridge,,,,
20616380,A,crop diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
20616380,A,boreholes,,,,
20616380,D,,,,,
20616380,B,price fluctuaions,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20616381,,Events that made people better off,,,,
20616381,A,Price Fluctuations,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
20616381,D,,,,,
20616381,,Events that made people worse off,,,,
20616381,D,Crop Diseases,CROP DISEASE/PESTS,,2017,1/2
20616381,C,,,,,
20616381,B,drought,DROUGHT,,2018,ALMOST ALL
20616381,A,primary School block,,,,
20616381,B,,,,,
20616381,C,natural diseases,HUMAN EPIDEMIC DISEASE,,2017,1/4
20617382,,Events that made people better off,,,,
20617382,C,,,,,
20617382,C,Sharp prices,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20617382,A,Houses destroyed due to heavy winds,OTHER BAD (SPECIFY),,2018,ALMOST ALL
20617382,D,,,,,
20617382,A,,,,,
20617382,,Events that made people worse off,,,,
20617382,B,,,,,
20617382,B,Crop Failure,CROP DISEASE/PESTS,,2017,1/2
20617382,D,human diseases,HUMAN EPIDEMIC DISEASE,,2016,1/2
20617383,C,Crop Pests,CROP DISEASE/PESTS,,2019,3/4
20617383,D,,,,,
20617383,B,Price Fractuations,SHARP CHANGE IN PRICES,,2019,3/4
20617383,,Events that made people better off,,,,
20617383,D,,,,,
20617383,C,,,,,
20617383,A,Crop failure,OTHER GOOD (SPECIFY),CROP FAILURE,2019,1/2
20617383,,Events that made people worse off,,,,
20617383,B,,,,,
20617383,A,,,,,
20617384,,Events that made people better off,,,,
20617384,D,,,,,
20617384,B,floods,FLOOD,,2019,ALMOST ALL
20617384,,Events that made people worse off,,,,
20617384,A,New road,,,,
20617384,C,,,,,
20617384,C,Price fluctuations,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20617384,A,Crop failure,FLOOD,,2017,ALMOST ALL
20617384,D,disease epidemics,HUMAN EPIDEMIC DISEASE,,2019,1/4
20617384,B,Bee farming,,,,
20701385,B,,,,,
20701385,C,,,,,
20701385,,Events that made people better off,,,,
20701385,,Events that made people worse off,,,,
20701385,D,,,,,
20701385,C,Floods,FLOOD,,2019,3/4
20701385,B,Irregular rains,OTHER GOOD (SPECIFY),IRREGULAR RAINS,2018,ALMOST ALL
20701385,D,,,,,
20701385,A,crop Pests and disease,CROP DISEASE/PESTS,,2018,ALMOST ALL
20701385,A,Masaf Road Maintenance,,,,
20701386,A,,,,,
20701386,B,Crop Pests,CROP DISEASE/PESTS,,2020,3/4
20701386,,Events that made people worse off,,,,
20701386,A,Floods,FLOOD,,2019,1/2
20701386,C,,,,,
20701386,B,,,,,
20701386,C,,,,,
20701386,D,,,,,
20701386,,Events that made people better off,,,,
20701386,D,,,,,
20701387,C,,,,,
20701387,,Events that made people worse off,,,,
20701387,D,,,,,
20701387,,Events that made people better off,,,,
20701387,B,Crop pests,CROP DISEASE/PESTS,,2019,ALMOST ALL
20701387,B,food grants,,,,
20701387,A,High prices of farm inputs,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20701387,C,Crop failure,OTHER GOOD (SPECIFY),CROP FAILURE DUE TO INACCESSIVE RAINS,2019,3/4
20701387,A,Cash grants,,,,
20701387,D,,,,,
20702388,B,Price Fluctuation,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2019,ALMOST ALL
20702388,,Events that made people better off,,,,
20702388,A,Demolishion of Dwelling units,OTHER GOOD (SPECIFY),DEMOLISHING OF DWELLING UNITS,2018,3/4
20702388,,Events that made people worse off,,,,
20702388,D,,,,,
20702388,B,,,,,
20702388,C,Crop Pests,CROP DISEASE/PESTS,,2019,ALMOST ALL
20702388,D,,,,,
20702388,A,Concern Project,,,,
20702388,C,,,,,
20702389,B,Crop pests,CROP DISEASE/PESTS,,2019,3/4
20702389,,Events that made people worse off,,,,
20702389,D,,,,,
20702389,,Events that made people better off,,,,
20702389,B,,,,,
20702389,A,,,,,
20702389,C,,,,,
20702389,C,harsh wind causing destruction of DUs,OTHER GOOD (SPECIFY),DU DESTRUCTION,2019,ALMOST NONE
20702389,D,,,,,
20702389,A,Irregular rains,OTHER GOOD (SPECIFY),TOO MUCH RAINS,2019,3/4
20702390,B,Irregular rains,DROUGHT,,2019,1/2
20702390,D,,,,,
20702390,,Events that made people better off,,,,
20702390,A,EU project,,,,
20702390,A,Crop Pests,CROP DISEASE/PESTS,,2019,3/4
20702390,D,,,,,
20702390,B,,,,,
20702390,C,,,,,
20702390,,Events that made people worse off,,,,
20702390,C,,,,,
20702391,C,Lack of enough food,OTHER GOOD (SPECIFY),LACK OF FOOD,2019,3/4
20702391,D,,,,,
20702391,,Events that made people better off,,,,
20702391,A,Destruction of dwelling units due to rains,OTHER BAD (SPECIFY),,2019,3/4
20702391,A,Free Maize distibution,,,,
20702391,D,High prices for food,SHARP CHANGE IN PRICES,,2019,3/4
20702391,B,Crop pests,CROP DISEASE/PESTS,,2019,ALMOST ALL
20702391,C,,,,,
20702391,B,Nursery school project,,,,
20702391,,Events that made people worse off,,,,
20703392,,Events that made people worse off,,,,
20703392,,Events that made people better off,,,,
20703392,B,Katsobola,HUMAN EPIDEMIC DISEASE,,2019,1/4
20703392,D,,,,,
20703392,C,,,,,
20703392,B,,,,,
20703392,C,Loss of Infrastructure,LOSS OF KEY SOCIAL SERVICE(S),,2019,1/2
20703392,A,Masaf Project,,,,
20703392,D,,,,,
20703392,A,Crop Pests,CROP DISEASE/PESTS,,2019,3/4
20703393,B,,,,,
20703393,A,,,,,
20703393,A,Price fluctuation,SHARP CHANGE IN PRICES,,2019,3/4
20703393,D,,,,,
20703393,C,Crop Pests,CROP DISEASE/PESTS,,2019,3/4
20703393,C,,,,,
20703393,,Events that made people worse off,,,,
20703393,B,Crop failure,OTHER GOOD (SPECIFY),CROP FAILURE DUE TO TOO MUCH RAINS,2019,3/4
20703393,,Events that made people better off,,,,
20703393,D,,,,,
20704394,C,Crop pests,CROP DISEASE/PESTS,,2019,ALMOST ALL
20704394,,Events that made people better off,,,,
20704394,A,Masaf Project,,,,
20704394,B,Nursery school,,,,
20704394,D,,,,,
20704394,C,,,,,
20704394,A,Crop failure due to less or inaccessible rains,OTHER GOOD (SPECIFY),INACCESSIBLE RAINS,2019,ALMOST ALL
20704394,,Events that made people worse off,,,,
20704394,D,,,,,
20704394,B,Price Fluctuations,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20704395,,Events that made people better off,,,,
20704395,D,,,,,
20704395,C,,,,,
20704395,A,,,,,
20704395,A,DUs falling down,OTHER GOOD (SPECIFY),FALLING DOWN OF DUS,2020,1/4
20704395,B,Floods,FLOOD,,2020,ALMOST ALL
20704395,D,,,,,
20704395,,Events that made people worse off,,,,
20704395,C,,,,,
20704395,B,,,,,
20705396,C,Crop pests,CROP DISEASE/PESTS,,2019,ALMOST ALL
20705396,A,,,,,
20705396,,Events that made people worse off,,,,
20705396,B,Irregular rains,OTHER GOOD (SPECIFY),IRREGULAR RAINS,2019,ALMOST ALL
20705396,A,Price fluctuation,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2019,ALMOST ALL
20705396,C,,,,,
20705396,B,,,,,
20705396,D,Scabies,HUMAN EPIDEMIC DISEASE,,2019,3/4
20705396,D,,,,,
20705396,,Events that made people better off,,,,
20705397,A,Scabies,HUMAN EPIDEMIC DISEASE,,2020,1/2
20705397,C,Floods,FLOOD,,2019,1/2
20705397,D,,,,,
20705397,,Events that made people worse off,,,,
20705397,B,Crop Pests,CROP DISEASE/PESTS,,2020,3/4
20705397,A,Concern Project,,,,
20705397,,Events that made people better off,,,,
20705397,D,,,,,
20705397,C,,,,,
20705397,B,Cadecom,,,,
20706398,,Events that made people worse off,,,,
20706398,D,Price fluaction,NEW HEALTH FACILITY,,2019,ALMOST ALL
20706398,C,Crop pests,CROP DISEASE/PESTS,,2019,ALMOST ALL
20706398,A,Mtukula pakhomo,,,,
20706398,C,,,,,
20706398,,Events that made people better off,,,,
20706398,D,,,,,
20706398,B,,,,,
20706398,A,Floods,FLOOD,,2019,1/2
20706398,B,Malaria,OTHER GOOD (SPECIFY),DISEASES,2019,1/2
20706399,D,,,,,
20706399,B,,,,,
20706399,,Events that made people better off,,,,
20706399,B,inaccessive rains,OTHER GOOD (SPECIFY),INACCESSIVE RAINS,2019,ALMOST ALL
20706399,,Events that made people worse off,,,,
20706399,A,,,,,
20706399,A,Dwelling units demolishion,OTHER GOOD (SPECIFY),DWELLING UNITS DEMOLISHION,2017,1/4
20706399,C,Road network,LOSS OF KEY SOCIAL SERVICE(S),,2016,ALMOST ALL
20706399,D,Crop Pests,CROP DISEASE/PESTS,,2019,ALMOST ALL
20706399,C,,,,,
20707400,C,,,,,
20707400,A,Floods,FLOOD,,2019,3/4
20707400,A,Road Construction,,,,
20707400,B,Crop Pests,CROP DISEASE/PESTS,,2019,ALMOST ALL
20707400,D,,,,,
20707400,,Events that made people worse off,,,,
20707400,D,,,,,
20707400,B,,,,,
20707400,C,Skin Diseases,HUMAN EPIDEMIC DISEASE,,2019,1/2
20707400,,Events that made people better off,,,,
20707401,D,,,,,
20707401,A,Road Project,,,,
20707401,D,Crop Pests,CROP DISEASE/PESTS,,2019,1/2
20707401,,Events that made people better off,,,,
20707401,B,Skin Disease,HUMAN EPIDEMIC DISEASE,,2020,ALMOST ALL
20707401,C,Dus Dstruction due to stormy wind,OTHER GOOD (SPECIFY),DUS DESTRUCTION,2019,1/2
