ea_id,com_ci0b,com_ci01,com_ci0b_oth,com_ci02,com_ci03,com_ci04,com_ci05,com_ci06,com_ci07a,com_ci07a_oth,com_ci07b,com_ci07b_oth,com_ci07c,com_ci07c_oth,com_ci08a,com_ci08a_oth,com_ci08b,com_ci08b_oth,com_ci08c,com_ci08c_oth,com_ci09a,com_ci09a_oth,com_ci09b,com_ci09b_oth,com_ci09c,com_ci09c_oth,com_ci010,com_ci011,com_ci012,com_ci12_oth,com_ci013,com_ci014
20502331,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502331,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502331,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502332,Water Body: Specify,Yes,RIVER,NO,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20502332,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502332,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20502332,Forest,Yes,,YES,YES,NO,NO,YES,Use the threat of Fine,,,,,,Other (Specify),TELLTHEFORESTCOMMUTERBEFOREGOINGINTOTHEFIELD,,,,,Use threat of fine,,,,,,Somewhat Effective,NO,,,NO,
20502332,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20503333,Forest,Yes,,YES,YES,NO,NO,YES,Use the threat of Fine,,Use guards,,,,Limitations on number of users at a given time,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
20503333,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20503333,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20503333,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20503333,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20504334,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20504334,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20504334,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20504334,Forest,Yes,,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20504334,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20504335,Water Body: Specify,.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20504335,Other (Specify),.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20504335,Pasture,Yes,,YES,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20504335,Unallocated Arable Land,.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20504335,Forest,Yes,,NO,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,NO,,,NO,
20505336,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20505336,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20505336,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20505336,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20505336,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20505337,Unallocated Arable Land,Yes,,NO,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,NO,,,NO,
20505337,Forest,Yes,,YES,YES,NO,YES,YES,Use the threat of Fine,,,,,,Limitations on number of users at a given time,,,,,,Use threat of fine,,,,,,Somewhat Effective,NO,,,NO,
20505337,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20505337,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20505337,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20506338,Forest,Yes,,YES,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20506338,Pasture,Yes,,YES,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20506338,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20506338,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20506338,Water Body: Specify,Yes,LAKE,YES,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20506339,Pasture,Yes,,NO,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20506339,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20506339,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20506339,Forest,Yes,,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20506339,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20507340,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20507340,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20507340,Forest,Yes,,YES,YES,YES,YES,YES,Use the threat of Fine,,,,,,Limitations on number of users at a given time,,,,,,Use threat of fine,,Use the threat of physical punishment,,,,Somewhat Effective,NO,,,NO,
20507340,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20507340,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20507341,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20507341,Unallocated Arable Land,Yes,,NO,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,YES,OTHER (SPECIFY),sugar company,YES,YES
20507341,Forest,Yes,,YES,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20507341,Pasture,Yes,,YES,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,YES,INITIATE AGRICULTURAL SCHEME,,NO,
20507341,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20507342,Forest,Yes,,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,NO,,,NO,
20507342,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20507342,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20507342,Water Body: Specify,Yes,WATER ASSOCIATION,NO,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20507342,Pasture,Yes,,YES,YES,YES,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20507343,Forest,Yes,,NO,YES,NO,YES,YES,Use guards,,Use the threat of Fine,,Use the threat of Physical punishment,,Time restrictions,,Limitations on number of users at a given time,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
20507343,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20507343,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20507343,Water Body: Specify,Yes,LAKE,YES,YES,YES,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20507343,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20508344,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20508344,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20508344,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20508344,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20508344,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20508345,Forest,Yes,,YES,NO,NO,NO,YES,Use the threat of Physical punishment,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20508345,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20508345,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20508345,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20508345,Pasture,Yes,,NO,NO,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20509346,Pasture,Yes,,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20509346,Forest,Yes,,YES,YES,NO,YES,YES,Use the threat of Physical punishment,,,,,,No restrictions,,,,,,Use the threat of physical punishment,,Use threat of fine,,,,Fully Effective,NO,,,NO,
20509346,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20509346,Water Body: Specify,Yes,WATER DAMS,NO,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,YES,INITIATE AGRICULTURAL SCHEME,,NO,
20509346,Other (Specify),.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20520347,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20520347,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20520347,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20520347,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20520347,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20521348,Other (Specify),.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20521348,Pasture,Yes,,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20521348,Water Body: Specify,Yes,LAKE,YES,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20521348,Forest,Yes,,NO,YES,YES,NO,YES,Use the threat of Fine,,Use the threat of Physical punishment,,,,Limitations on number of users at a given time,,Time restrictions,,,,Confiscation of tools/products,,Use threat of fine,,,,Fully Effective,NO,,,NO,
20521348,Unallocated Arable Land,Yes,,NO,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,NO,,,NO,
20601349,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601349,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601349,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601349,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601349,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601350,Forest,Yes,,YES,YES,NO,NO,YES,Use guards,,Use the threat of Fine,,Use the threat of Physical punishment,,Limitations on number of users at a given time,,,,,,Use threat of fine,,Confiscation of tools/products,,Taking away [RESOURCE] use rights,,Fully Effective,NO,,,NO,
20601350,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601350,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601350,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601350,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601351,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601351,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601351,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601351,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601351,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602352,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602352,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602352,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602352,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602352,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602353,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602353,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602353,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602353,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602353,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602354,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602354,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602354,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602354,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602354,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602355,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602355,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602355,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602355,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602355,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603356,Forest,Yes,,YES,YES,NO,NO,YES,Use guards,,Use the threat of Fine,,Use the threat of Physical punishment,,Time restrictions,,Rotation among groups of families,,Limitations on number of users at a given time,,Use threat of fine,,Taking away [RESOURCE] use rights,,Use the threat of physical punishment,,Fully Effective,NO,,,NO,
20603356,Pasture,Yes,,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,NO,,,NO,
20603356,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603356,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603356,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603357,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603357,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603357,Forest,Yes,,YES,YES,YES,NO,YES,Use the threat of Fine,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20603357,Unallocated Arable Land,Yes,,NO,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20603357,Pasture,Yes,,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20604358,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20604358,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20604358,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20604358,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20604358,Forest,Yes,,YES,YES,NO,NO,YES,Use the threat of Fine,,,,,,Limitations on number of users at a given time,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
20604359,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20604359,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20604359,Pasture,Yes,,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20604359,Unallocated Arable Land,Yes,,NO,NO,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20604359,Forest,Yes,,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20605360,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605360,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605360,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605360,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605360,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605361,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605361,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605361,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605361,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605361,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605362,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605362,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605362,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605362,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605362,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20606363,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20606363,Unallocated Arable Land,Yes,,YES,NO,NO,NO,NO,,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
20606363,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20606363,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20606363,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20606364,Forest,Yes,,YES,NO,NO,NO,NO,,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
20606364,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20606364,Pasture,Yes,,NO,NO,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20606364,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20606364,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20606365,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20606365,Forest,Yes,,YES,YES,NO,YES,YES,Use the threat of Fine,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
20606365,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20606365,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20606365,Pasture,Yes,,YES,YES,NO,NO,YES,Use the threat of Fine,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,NO,,,NO,
20607366,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20607366,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20607366,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20607366,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20607366,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20608367,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20608367,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20608367,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20608367,Pasture,Yes,,YES,NO,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20608367,Water Body: Specify,Yes,RIVER,NO,NO,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20608368,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20608368,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20608368,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20608368,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20608368,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20608369,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20608369,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20608369,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20608369,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20608369,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20609370,Forest,Yes,,NO,YES,NO,NO,YES,Use the threat of Fine,,Use the threat of Physical punishment,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
20609370,Pasture,Yes,,NO,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20609370,Water Body: Specify,Yes,RIVER,NO,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20609370,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20609370,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20609371,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20609371,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20609371,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20609371,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20609371,Forest,Yes,,YES,YES,NO,NO,YES,Use the threat of Fine,,,,,,No restrictions,,Limitations on number of users at a given time,,,,Use threat of fine,,Use the threat of physical punishment,,,,Fully Effective,NO,,,NO,
20610372,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20610372,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20610372,Forest,Yes,,YES,YES,NO,NO,YES,Use the threat of Fine,,Use the threat of Physical punishment,,,,Limitations on number of users at a given time,,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
20610372,Pasture,Yes,,YES,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20610372,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20611373,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20611373,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20611373,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20611373,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20611373,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20612374,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20612374,Forest,Yes,,YES,NO,NO,NO,YES,Use the threat of Fine,,,,,,Other (Specify),FINE,,,,,Use threat of fine,,,,,,Fully Effective,NO,,,NO,
20612374,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20612374,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20612374,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20612375,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20612375,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20612375,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20612375,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20612375,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20613376,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20613376,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20613376,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20613376,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20613376,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20614377,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20614377,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20614377,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20614377,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20614377,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20615378,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20615378,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20615378,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20615378,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20615378,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20616379,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20616379,Other (Specify),.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20616379,Pasture,Yes,,NO,NO,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20616379,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20616379,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20616380,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20616380,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20616380,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20616380,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20616380,Pasture,Yes,,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20616381,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20616381,Forest,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20616381,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20616381,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20616381,Pasture,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20617382,Unallocated Arable Land,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20617382,Other (Specify),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20617382,Pasture,Yes,,NO,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20617382,Forest,Yes,,NO,NO,NO,NO,YES,Use guards,,Use the threat of Fine,,Use the threat of Physical punishment,,Limitations on number of users at a given time,,Rotation among groups of families,,Time restrictions,,Use threat of fine,,Use the threat of physical punishment,,,,Fully Effective,NO,,,NO,
20617382,Water Body: Specify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
