hhID,plotID,plot_area_reported,crop_area_share,planting_month,planting_year,crop,harvest_month_begin,harvest_year_begin,harvest_month_end,harvest_year_end,season,adm1,adm2,adm3,adm4,latitude,longitude,GPS_level,plot_area_measured,harvest_month,harvest_year,source,country
H0700901,1,0.6070416835289356,10,3,2015,Cassava,NA,NA,NA,NA,first,Buikwe,Njeru Town Council,Njeru West Ward,Wampala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0700901,3,0.20234722784297854,50,3,2016,Maize,NA,NA,NA,NA,second,Buikwe,Njeru Town Council,Njeru West Ward,Wampala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0700901,2,NA,NA,NA,NA,Banana food,8,2014,12,2014,first,Buikwe,Njeru Town Council,Njeru West Ward,Wampala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0700901,2,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Buikwe,Njeru Town Council,Njeru West Ward,Wampala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0700901,3,0.20234722784297854,NA,10,2015,Sweet potatoes,NA,NA,NA,NA,first,Buikwe,Njeru Town Council,Njeru West Ward,Wampala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0700901,4,0.8093889113719142,NA,9,2015,Yam,NA,NA,NA,NA,first,Buikwe,Njeru Town Council,Njeru West Ward,Wampala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0700901,1,0.6070416835289356,50,9,2015,Beans,11,2014,12,2014,first,Buikwe,Njeru Town Council,Njeru West Ward,Wampala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0701001,1,2.0234722784297854,60,1,2001,Banana food,7,2014,12,2014,first,Buikwe,Njeru Town Council,Njeru West Ward,Wampala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0701001,3,0.20234722784297854,30,8,2015,Maize,12,2014,12,2014,first,Buikwe,Njeru Town Council,Njeru West Ward,Wampala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0701001,1,2.0234722784297854,60,1,2001,Banana food,7,2014,12,2014,first,Buikwe,Njeru Town Council,Njeru West Ward,Wampala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0701001,2,0.4046944556859571,40,8,2015,Maize,NA,NA,NA,NA,first,Buikwe,Njeru Town Council,Njeru West Ward,Wampala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0701001,1,2.0234722784297854,60,1,2001,Banana food,7,2014,12,2014,first,Buikwe,Njeru Town Council,Njeru West Ward,Wampala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0701001,3,0.20234722784297854,70,8,2015,Beans,10,2014,11,2014,first,Buikwe,Njeru Town Council,Njeru West Ward,Wampala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0701001,2,0.4046944556859571,60,8,2015,Beans,11,2014,11,2014,first,Buikwe,Njeru Town Council,Njeru West Ward,Wampala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0701002,1,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Buikwe,Njeru Town Council,Njeru West Ward,Wampala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0701002,2,0.20234722784297854,NA,8,2015,Soya beans,NA,NA,NA,NA,first,Buikwe,Njeru Town Council,Njeru West Ward,Wampala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0701002,2,0.20234722784297854,50,3,2016,Maize,NA,NA,NA,NA,second,Buikwe,Njeru Town Council,Njeru West Ward,Wampala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0701002,1,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Buikwe,Njeru Town Council,Njeru West Ward,Wampala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0701002,2,0.20234722784297854,50,3,2016,Beans,NA,NA,NA,NA,second,Buikwe,Njeru Town Council,Njeru West Ward,Wampala,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720101,1,0.26305138654720434,100,6,2016,Sweet potatoes,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720101,2,0.242816683060242,100,6,2016,Cassava,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720301,3,0.121408341530121,NA,2,2015,Cassava,11,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720301,4,0.4046944556859571,40,2,2015,Cassava,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720301,5,0.4046944556859571,30,4,2015,Cassava,NA,NA,NA,NA,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720301,2,0.4046944556859571,20,4,2016,Maize,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720301,4,0.4046944556859571,NA,11,2015,Rice,NA,NA,NA,NA,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720301,2,0.4046944556859571,50,4,2016,Groundnuts,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720301,1,0.16187778468654956,40,4,2015,Banana food,NA,NA,NA,NA,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720301,2,0.4046944556859571,30,3,2016,Cassava,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720301,5,0.4046944556859571,30,8,2015,Maize,11,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720301,5,0.10117361392148927,100,3,2016,Rice,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720301,2,0.3237555693730995,NA,5,2015,Sweet potatoes,9,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720301,3,0.4046944556859571,100,3,2016,Rice,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720301,3,0.121408341530121,NA,2,2015,Cassava,12,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720301,4,0.4046944556859571,30,4,2016,Groundnuts,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720301,4,0.4046944556859571,30,4,2016,Beans,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720301,5,0.4046944556859571,40,8,2015,Beans,11,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720301,5,0.4046944556859571,40,8,2015,Beans,11,2014,11,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720301,1,0.20234722784297854,40,4,2015,Banana food,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720401,3,0.050586806960744635,NA,9,2015,Sweet potatoes,NA,NA,NA,NA,first,Buikwe,Nyenga,Namabu,Kyoga,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720401,2,0.1517604208822339,60,8,2015,Beans,10,2014,10,2014,first,Buikwe,Nyenga,Namabu,Kyoga,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720401,4,0.04046944617163739,100,3,2016,Maize,NA,NA,NA,NA,second,Buikwe,Nyenga,Namabu,Kyoga,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720401,2,0.1517604208822339,60,8,2015,Beans,10,2014,11,2014,first,Buikwe,Nyenga,Namabu,Kyoga,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720401,2,0.1517604208822339,40,8,2015,Maize,12,2014,12,2014,first,Buikwe,Nyenga,Namabu,Kyoga,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720401,3,0.04046944617163739,100,3,2016,Groundnuts,NA,NA,NA,NA,second,Buikwe,Nyenga,Namabu,Kyoga,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720401,2,0.121408341530121,40,3,2016,Beans,NA,NA,NA,NA,second,Buikwe,Nyenga,Namabu,Kyoga,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720401,1,0.20234722784297854,10,8,2015,Groundnuts,12,2014,12,2014,first,Buikwe,Nyenga,Namabu,Kyoga,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720401,2,0.1517604208822339,40,8,2015,Maize,10,2014,11,2014,first,Buikwe,Nyenga,Namabu,Kyoga,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720401,1,0.16187778468654956,70,1,2016,Sweet potatoes,NA,NA,NA,NA,second,Buikwe,Nyenga,Namabu,Kyoga,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720401,1,0.20234722784297854,60,3,2015,Cassava,7,2014,12,2014,first,Buikwe,Nyenga,Namabu,Kyoga,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720401,1,0.20234722784297854,30,8,2015,Maize,NA,NA,NA,NA,first,Buikwe,Nyenga,Namabu,Kyoga,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720401,2,0.121408341530121,60,3,2016,Maize,NA,NA,NA,NA,second,Buikwe,Nyenga,Namabu,Kyoga,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720401,1,0.20234722784297854,10,8,2015,Groundnuts,11,2014,11,2014,first,Buikwe,Nyenga,Namabu,Kyoga,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720501,1,0.10117361392148927,30,8,2015,Maize,11,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720501,2,0.050586806960744635,30,8,2015,Maize,10,2014,11,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720501,4,0.050586806960744635,NA,8,2015,Beans,10,2014,11,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720501,2,0.050586806960744635,20,1,2015,Cassava,7,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720501,3,0.050586806960744635,NA,7,2015,Sweet potatoes,NA,NA,NA,NA,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720501,2,0.08093889234327478,30,3,2016,Beans,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720501,2,0.08093889234327478,30,3,2016,Maize,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720501,1,0.10117361392148927,70,8,2015,Groundnuts,11,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720501,1,0.08093889234327478,50,3,2016,Groundnuts,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720501,4,0.10117361392148927,100,3,2016,Beans,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720501,2,0.050586806960744635,50,8,2015,Beans,10,2014,10,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720501,2,0.050586806960744635,50,8,2015,Beans,10,2014,11,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720501,3,0.04046944617163739,100,3,2016,Sweet potatoes,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720501,1,0.08093889234327478,50,3,2016,Maize,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720501,2,0.08093889234327478,30,7,2015,Cassava,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720601,2,0.20234722784297854,50,9,2015,Beans,11,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720601,2,0.20234722784297854,50,9,2015,Maize,NA,NA,NA,NA,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720601,3,0.10117361392148927,40,5,2016,Beans,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720601,3,0.20234722784297854,80,9,2015,Sweet potatoes,12,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720601,3,0.10117361392148927,60,4,2016,Maize,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720601,2,0.20234722784297854,100,4,2016,Groundnuts,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720601,2,0.20234722784297854,50,9,2015,Beans,12,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720601,1,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720601,1,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720601,4,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720601,3,0.20234722784297854,20,10,2014,Cassava,11,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720601,4,0.10117361392148927,100,5,2016,Sweet potatoes,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,5,0.050586806960744635,30,8,2015,Beans,11,2014,11,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,4,0.10117361392148927,NA,4,2015,Rice,8,2014,8,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,5,0.050586806960744635,40,8,2015,Maize,NA,NA,NA,NA,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,3,0.012140833399209915,NA,9,2015,Sweet potatoes,NA,NA,NA,NA,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,5,0.050586806960744635,30,9,2014,Cassava,8,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,5,0.050586806960744635,30,8,2015,Beans,10,2014,11,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,2,0.08093889234327478,90,8,2015,Maize,12,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,7,0.20234722784297854,100,3,2016,Maize,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,1,0.08093889234327478,40,8,2015,Groundnuts,11,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,8,0.10117361392148927,10,9,2014,Cassava,9,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,2,0.08093889234327478,10,8,2015,Soya beans,12,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,2,0.012140833399209915,100,1,2016,Sweet potatoes,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,8,NA,NA,NA,NA,Banana food,8,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,2,0.08093889234327478,90,8,2015,Maize,10,2014,11,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,6,0.050586806960744635,NA,9,2015,Sweet potatoes,NA,NA,NA,NA,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,1,0.08093889234327478,50,3,2016,Groundnuts,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,1,0.08093889234327478,30,3,2016,Maize,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,8,NA,NA,NA,NA,Banana food,8,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,5,0.050586806960744635,40,3,2016,Beans,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,4,0.050586806960744635,100,11,2015,Sweet potatoes,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,3,0.20234722784297854,100,2,2016,Rice,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,7,0.20234722784297854,60,10,2015,Sweet potatoes,NA,NA,NA,NA,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,7,0.20234722784297854,40,8,2014,Cassava,7,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720701,1,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720801,2,0.20234722784297854,100,2,2016,Finger millet,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720801,1,0.10117361392148927,80,3,2016,Cassava,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720801,1,NA,NA,NA,NA,Banana food,8,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720801,3,0.20234722784297854,30,3,2016,Cassava,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720801,2,0.10117361392148927,NA,10,2015,Sweet potatoes,NA,NA,NA,NA,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720801,3,0.20234722784297854,70,3,2016,Sweet potatoes,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720801,1,0.10117361392148927,80,3,2015,Cassava,11,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720802,2,0.20234722784297854,100,5,2016,Sweet potatoes,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720802,1,0.00404694446640331,90,2,2015,Cassava,11,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720802,1,0.00404694446640331,60,6,2016,Cassava,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720802,1,NA,NA,NA,NA,Banana food,10,2014,11,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720901,2,0.04046944617163739,NA,6,2015,Sweet potatoes,10,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720901,1,0.04046944617163739,50,4,2016,Groundnuts,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720901,1,0.04046944617163739,50,2,2016,Cassava,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720901,5,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720901,3,0.08093889234327478,40,4,2016,Maize,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720901,2,0.08093889234327478,100,3,2016,Sweet potatoes,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720901,1,0.04046944617163739,NA,2,2015,Cassava,10,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720901,5,NA,NA,NA,NA,Cassava,11,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720901,4,0.04046944617163739,NA,8,2015,Beans,10,2014,11,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720901,3,0.08093889234327478,60,4,2016,Beans,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720901,3,0.04046944617163739,NA,8,2015,Groundnuts,11,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0720901,5,NA,NA,NA,NA,Banana sweet,7,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0721001,5,0.20234722784297854,100,3,2016,Groundnuts,NA,NA,NA,NA,second,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0721001,2,0.20234722784297854,20,9,2015,Maize,NA,NA,NA,NA,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0721001,2,0.20234722784297854,50,9,2015,Beans,12,2014,12,2014,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H0721001,2,0.20234722784297854,30,3,2015,Cassava,NA,NA,NA,NA,first,Buikwe,Nyenga,Tongolo,Buwampa,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
