ea_id,com_ce01a,com_ce01a_os,com_ce01b,com_ce01b_os,com_ce01c,com_ce01c_os,com_ce02,com_ce03,com_ce04,com_ce05a,com_ce05a_os,com_ce05b,com_ce05b_os,com_ce06,com_ce07,com_ce08a,com_ce08a_os,com_ce08b,com_ce08b_os,com_ce09,com_ce10,com_ce11a,com_ce11b,com_ce12,com_ce13,com_ce14a,com_ce14b,com_ce15
31438689,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,,,yes,1/4,OUTSIDE MALAWI,farming,,,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,yes,200,1,day,1/4,200,1,day,1/4
31438690,farming,,,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
31439102,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,URBAN CENTRES,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,,
31440002,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,URBAN CENTRES,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,,
31440152,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,,,yes,1/4,URBAN CENTRES,CIVIL SERVICE,,,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,,
31441389,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,farming,,yes,1/4,URBAN CENTRES,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,,
31442200,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,,,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),HOUSEKEEPING,,,yes,RURAL AREAS,farming,,"FIREWOOD, CHARCOAL SELLING",,yes,200,1,day,ALMOST NONE,200,1,day,1/4
31442394,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,200,1,day,1/4,200,1,day,1/4
31442616,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),ANY WORK,OTHER (SPECIFY),NANNYING,yes,RURAL AREAS,farming,,OTHER (SPECIFY),ANY WORK,yes,200,1,day,1/4,200,1,day,1/4
31443108,CIVIL SERVICE,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,GENERAL LABOR,,,yes,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,LABOR,,,yes,200,2,week,1/4,200,2,week,1/4
31443270,SMALL-SCALE TRADE & SERVICE PROVISION,,fishing,,,,,,,,,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,1/4,200,1,day,1/4
31531161,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,"FIREWOOD, CHARCOAL SELLING",,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,no,,,,,,,no,,,,,,no,,,,,,,,
31531303,"FIREWOOD, CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,no,,,,,,no,,,,,,,,
31532674,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,,,no,,,,,,,no,,,,,,no,,,,,,,,
31533095,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),HOUSEHOLDS CHORES,,,no,,,,,,,,
31534553,"FIREWOOD, CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,no,,,,,,,no,,,,,,no,,,,,,,,
31535633,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,,,no,,,,,,,no,,,,,,no,,,,,,,,
31536118,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD, CHARCOAL SELLING",,CIVIL SERVICE,,yes,1/4,URBAN CENTRES,farming,,OTHER (SPECIFY),HOUSEHOLD CHORES,no,,,,,,no,,,,,,,,
31536257,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFFESSIONAL OCCUPATIONS,,no,,,,,,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),HOUSE SERVANTS,no,,,,,,,,
31536751,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,no,,,,,,,no,,,,,,no,,,,,,,,
31538278,PROFFESSIONAL OCCUPATIONS,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),HOUSEHOLD CHORES/GARDEN BOY,,,no,,,,,,,,
31539670,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),HOUSE SERVANTS AND INFORMAL,,,no,,,,,,,no,,,,,,no,,,,,,,,
31540003,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFFESSIONAL OCCUPATIONS,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),HOUSE SERVANTS/GUARDS,,,no,,,,,,,,
31540419,PROFFESSIONAL OCCUPATIONS,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,transport,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),HOUSE SERVANTS,,,no,,,,,,,,
31541183,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,PROFFESSIONAL OCCUPATIONS,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),SECURITY GUARDS,,,no,,,,,,,,
31545384,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,"BEER BREWING, KACHASU",,no,,,,,,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),INFORMAL EMPLOYMENT,no,,,,,,,,
31546760,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,"BEER BREWING, KACHASU",,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),HOUSEHOLD SERVANTS,farming,,no,,,,,,,,
31547429,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),HOUSE SERVANTS/GUARDS,,,no,,,,,,,,
31548148,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,PROFFESSIONAL OCCUPATIONS,,OTHER (SPECIFY),DOMESTIC CHORES,no,,,,,,,yes,URBAN CENTRES,OTHER (SPECIFY),LARGE NUMBER OF RESIDENTS,,,no,,,,,,,,
31550254,PROFFESSIONAL OCCUPATIONS,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,CIVIL SERVICE,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),"HOIUSEHOLD CHORES, GARDEN",,,no,,,,,,,,
31552612,SMALL-SCALE TRADE & SERVICE PROVISION,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,PROFFESSIONAL OCCUPATIONS,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),HOUSE SERVANTS/GUARDS,,,no,,,,,,,,
31552686,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),HOUSEHOLDS CHORES,,,no,,,,,,,,
31553237,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
31554613,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),MOST RESIDENTS PICK INFORMAL,"BEER BREWING, KACHASU",,no,,,,,,,no,,,,,,no,,,,,,,,
31555614,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),CASUAL LABOURERS,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),HOUSE SERVANTS/GUARDS,,,no,,,,,,,,
