case_id,visit,ea_id,hh_q0a,hh_q0b,hh_q01,hh_q02a,hh_q02b,hh_q02c,hh_q03a,hh_q03b
107462440155,2,10746244,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
107462440169,2,10746244,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,0,30000,0,1,
107462440169,2,10746244,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
107462440169,2,10746244,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
107462440183,2,10746244,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,500,1000,0,1,2
107462440183,2,10746244,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
107462440183,2,10746244,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
107462440197,2,10746244,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
107462440197,2,10746244,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,300,0,2,
107462440197,2,10746244,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
107462440226,2,10746244,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1000,0,0,1,2
107462440226,2,10746244,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,12000,0,1,2
107462440226,2,10746244,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
107462440240,2,10746244,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,3000,0,0,1,
107462440240,2,10746244,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
107462440240,2,10746244,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,500,0,0,1,
107462440254,2,10746244,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
107462440254,2,10746244,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
107462440254,2,10746244,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
107462440282,2,10746244,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
107462440282,2,10746244,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
107462440282,2,10746244,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201010140007,1,20101014,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201010140007,1,20101014,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201010140007,1,20101014,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201010140014,1,20101014,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201010140014,1,20101014,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201010140014,1,20101014,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201010140017,1,20101014,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201010140017,1,20101014,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201010140017,1,20101014,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201010140018,1,20101014,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201010140018,1,20101014,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201010140018,1,20101014,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201010140020,1,20101014,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201010140020,1,20101014,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201010140020,1,20101014,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201010140043,1,20101014,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201010140043,1,20101014,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201010140043,1,20101014,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201010140044,1,20101014,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201010140044,1,20101014,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201010140044,1,20101014,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201010140051,1,20101014,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201010140051,1,20101014,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201010140051,1,20101014,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201010140058,1,20101014,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201010140058,1,20101014,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201010140058,1,20101014,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201010140059,1,20101014,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201010140059,1,20101014,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201010140059,1,20101014,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201010140061,1,20101014,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201010140061,1,20101014,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201010140061,1,20101014,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201010140153,1,20101014,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201010140153,1,20101014,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201010140153,1,20101014,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201010140161,1,20101014,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201010140161,1,20101014,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201010140161,1,20101014,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201010140186,1,20101014,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201010140186,1,20101014,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201010140186,1,20101014,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201010140194,1,20101014,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201010140194,1,20101014,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201010140194,1,20101014,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201010140196,1,20101014,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201010140196,1,20101014,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201010140196,1,20101014,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201013870015,1,20101387,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,36000,0,0,1,2
201013870015,1,20101387,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,2
201013870015,1,20101387,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201013870023,1,20101387,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201013870023,1,20101387,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201013870023,1,20101387,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201013870032,1,20101387,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201013870032,1,20101387,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201013870032,1,20101387,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201013870040,1,20101387,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201013870040,1,20101387,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201013870040,1,20101387,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201013870057,1,20101387,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201013870057,1,20101387,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,
201013870057,1,20101387,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201013870065,1,20101387,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201013870065,1,20101387,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201013870065,1,20101387,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201013870074,1,20101387,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201013870074,1,20101387,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201013870074,1,20101387,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201013870082,1,20101387,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201013870082,1,20101387,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201013870082,1,20101387,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201013870099,1,20101387,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,5000,0,0,1,2
201013870099,1,20101387,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1800,0,0,1,2
201013870099,1,20101387,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,300,0,0,1,2
201013870108,1,20101387,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201013870108,1,20101387,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201013870108,1,20101387,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201013870116,1,20101387,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201013870116,1,20101387,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1500,0,0,1,2
201013870116,1,20101387,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201013870124,1,20101387,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201013870124,1,20101387,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201013870124,1,20101387,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201013870141,1,20101387,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201013870141,1,20101387,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201013870141,1,20101387,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201013870150,1,20101387,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201013870150,1,20101387,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201013870150,1,20101387,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201013870158,1,20101387,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1000,0,0,1,
201013870158,1,20101387,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201013870158,1,20101387,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201013870175,1,20101387,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,20000,0,0,1,
201013870175,1,20101387,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,
201013870175,1,20101387,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201023110016,1,20102311,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201023110016,1,20102311,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201023110016,1,20102311,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201023110020,1,20102311,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201023110020,1,20102311,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201023110020,1,20102311,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201023110031,1,20102311,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,500,0,0,1,2
201023110031,1,20102311,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201023110031,1,20102311,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201023110041,1,20102311,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1500,0,0,1,2
201023110041,1,20102311,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201023110041,1,20102311,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201023110061,1,20102311,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201023110061,1,20102311,Food Transfers/Gifts,Food Transfers/Gifts,Yes,100,0,0,1,
201023110061,1,20102311,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201023110072,1,20102311,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201023110072,1,20102311,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,
201023110072,1,20102311,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201023110082,1,20102311,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201023110082,1,20102311,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201023110082,1,20102311,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201023110092,1,20102311,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,45000,0,0,1,2
201023110092,1,20102311,Food Transfers/Gifts,Food Transfers/Gifts,Yes,7500,0,0,1,2
201023110092,1,20102311,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,4500,0,0,1,2
201023110113,1,20102311,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201023110113,1,20102311,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1500,0,0,1,
201023110113,1,20102311,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201023110123,1,20102311,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201023110123,1,20102311,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201023110123,1,20102311,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201023110133,1,20102311,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1000,0,0,1,
201023110133,1,20102311,Food Transfers/Gifts,Food Transfers/Gifts,Yes,3000,0,0,1,
201023110133,1,20102311,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201023110143,1,20102311,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1000,0,0,1,2
201023110143,1,20102311,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201023110143,1,20102311,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201023110164,1,20102311,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201023110164,1,20102311,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201023110164,1,20102311,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201023110174,1,20102311,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201023110174,1,20102311,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201023110174,1,20102311,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201023110184,1,20102311,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201023110184,1,20102311,Food Transfers/Gifts,Food Transfers/Gifts,Yes,600,0,0,1,
201023110184,1,20102311,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201023110205,1,20102311,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,3000,0,0,1,2
201023110205,1,20102311,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201023110205,1,20102311,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201033650006,1,20103365,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201033650006,1,20103365,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201033650006,1,20103365,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201033650013,1,20103365,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201033650013,1,20103365,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201033650013,1,20103365,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,1600,0,0,1,
201033650026,1,20103365,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201033650026,1,20103365,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201033650026,1,20103365,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201033650033,1,20103365,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,10000,0,0,1,2
201033650033,1,20103365,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1600,0,0,1,2
201033650033,1,20103365,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201033650047,1,20103365,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201033650047,1,20103365,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201033650047,1,20103365,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201033650054,1,20103365,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201033650054,1,20103365,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201033650054,1,20103365,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201033650061,1,20103365,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,250,0,0,1,
201033650061,1,20103365,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201033650061,1,20103365,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201033650068,1,20103365,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201033650068,1,20103365,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201033650068,1,20103365,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201033650082,1,20103365,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201033650082,1,20103365,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201033650082,1,20103365,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201033650089,1,20103365,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201033650089,1,20103365,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201033650089,1,20103365,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201033650096,1,20103365,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1200,0,0,1,2
201033650096,1,20103365,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201033650096,1,20103365,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201033650103,1,20103365,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201033650103,1,20103365,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201033650103,1,20103365,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201033650117,1,20103365,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201033650117,1,20103365,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201033650117,1,20103365,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201033650124,1,20103365,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201033650124,1,20103365,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201033650124,1,20103365,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201033650131,1,20103365,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201033650131,1,20103365,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201033650131,1,20103365,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201033650145,1,20103365,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201033650145,1,20103365,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201033650145,1,20103365,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201050730012,1,20105073,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201050730012,1,20105073,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201050730012,1,20105073,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201050730019,1,20105073,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201050730019,1,20105073,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201050730019,1,20105073,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201050730026,1,20105073,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201050730026,1,20105073,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201050730026,1,20105073,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201050730033,1,20105073,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201050730033,1,20105073,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201050730033,1,20105073,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201050730047,1,20105073,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201050730047,1,20105073,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201050730047,1,20105073,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201050730054,1,20105073,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201050730054,1,20105073,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201050730054,1,20105073,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201050730061,1,20105073,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201050730061,1,20105073,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201050730061,1,20105073,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201050730068,1,20105073,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201050730068,1,20105073,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201050730068,1,20105073,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201050730082,1,20105073,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201050730082,1,20105073,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201050730082,1,20105073,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201050730089,1,20105073,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,400,0,0,1,
201050730089,1,20105073,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,
201050730089,1,20105073,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201050730096,1,20105073,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201050730096,1,20105073,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201050730096,1,20105073,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201050730103,1,20105073,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201050730103,1,20105073,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201050730103,1,20105073,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201050730117,1,20105073,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201050730117,1,20105073,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201050730117,1,20105073,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201050730123,1,20105073,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201050730123,1,20105073,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
201050730123,1,20105073,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
201050730130,1,20105073,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
201050730130,1,20105073,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,2
201050730130,1,20105073,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
