ea_id,com_cc01,com_cc02,com_cc03,com_cc04a,com_cc04b,com_cc04c,com_cc04d,com_cc04e,com_cc04f,com_cc05a,com_cc05b,com_cc05c,com_cc05d,com_cc05e,com_cc05f,com_cc06,com_cc07a,com_cc07a_os,com_cc07b,com_cc07c,com_cc07c_os,com_cc07d,com_cc07e,com_cc07e_os,com_cc07f,com_cc08,com_cc09,com_cc09_os,com_cc10,com_cc11,com_cc12,com_cc13,com_cc14,com_cc15
20615064,MORE MOVED IN,570,188,christian,158,traditional,20,islam,10,chewa,178,yao,10,,,mother,Matrilineal and patrilocal (chitengwa),,181,Matrilineal and matrilocal (chikamwini),,7,,,,5,farming,,flat,ALMOST NONE,3/4,1/4,3/4,yes
20615735,MORE MOVED IN,750,100,christian,75,traditional,25,,,chewa,100,,,,,mother,Matrilineal and patrilocal (chitengwa),,60,Matrilineal and matrilocal (chikamwini),,40,,,,4,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/4,yes
20615752,MORE MOVED IN,900,160,christian,110,traditional,50,,,chewa,160,,,,,mother,Matrilineal and patrilocal (chitengwa),,100,Matrilineal and matrilocal (chikamwini),,60,,,,17,farming,,flat,ALMOST NONE,ALMOST NONE,1/4,3/4,yes
20701527,MORE MOVED IN,960,172,christian,149,traditional,20,islam,3,chewa,172,,,,,mother,Matrilineal and patrilocal (chitengwa),,150,Matrilineal and matrilocal (chikamwini),,22,,,,1,farming,,flat,1/2,ALMOST NONE,1/4,3/4,yes
20701659,MORE MOVED IN,600,165,christian,160,OTHER RELIGION,5,,,senga,165,,,,,father,Matrilineal and patrilocal (chitengwa),,120,Matrilineal and matrilocal (chikamwini),,45,,,,0,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/4,yes
20702011,ABOUT THE SAME OF BOTH,10000,2000,christian,1800,OTHER RELIGION,150,none,50,chewa,2000,,,,,mother,Matrilineal and patrilocal (chitengwa),,1880,Matrilineal and matrilocal (chikamwini),,120,,,,5,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
20702282,MORE MOVED OUT,4263,836,christian,734,none,79,islam,23,chewa,807,yao,15,other,14,mother,Matrilineal and patrilocal (chitengwa),,802,Matrilineal and matrilocal (chikamwini),,22,Matrilineal and neolocal,,12,5,farming,,SLIGHTLY SLOPING,ALMOST NONE,1/4,ALMOST NONE,ALMOST ALL,yes
20702464,ABOUT THE SAME OF BOTH,4000,570,christian,500,none,70,,,chewa,570,,,,,mother,Matrilineal and patrilocal (chitengwa),,500,Matrilineal and matrilocal (chikamwini),,70,,,,5,farming,,flat,ALMOST NONE,1/2,1/4,3/4,yes
20702471,MORE MOVED IN,8000,1600,christian,1400,none,150,OTHER RELIGION,50,chewa,1600,,,,,mother,Matrilineal and patrilocal (chitengwa),,1500,Patrilineal and neolocal,,100,,,,60,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
20702542,ABOUT THE SAME OF BOTH,5000,1000,christian,900,none,70,traditional,30,chewa,1000,,,,,mother,Matrilineal and patrilocal (chitengwa),,980,Patrilineal and neolocal,,20,,,,20,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
20703025,MORE MOVED IN,2000,250,christian,245,islam,5,,,senga,240,yao,5,chewa,5,father,Matrilineal and matrilocal (chikamwini),,240,Matrilineal and matrilocal (chikamwini),,5,,,,2,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
20703083,MORE MOVED IN,1250,250,christian,240,islam,10,,,chewa,248,yao,2,,,father,Matrilineal and patrilocal (chitengwa),,200,Matrilineal and matrilocal (chikamwini),,50,,,,10,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
20703316,MORE MOVED IN,1100,300,christian,250,traditional,50,,,chewa,300,,,,,mother,Matrilineal and patrilocal (chitengwa),,250,Matrilineal and matrilocal (chikamwini),,50,,,,20,farming,,flat,ALMOST NONE,1/4,ALMOST NONE,3/4,yes
20703565,MORE MOVED OUT,2000,400,christian,390,traditional,10,,,chewa,400,,,,,mother,Matrilineal and patrilocal (chitengwa),,,Matrilineal and matrilocal (chikamwini),,,,,,2,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20703595,MORE MOVED IN,1753,295,christian,200,islam,70,traditional,25,chewa,260,yao,35,,,mother,Matrilineal and patrilocal (chitengwa),,150,Matrilineal and matrilocal (chikamwini),,145,,,,10,SQUATTER  SETTLEMENT,,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
20704037,ABOUT THE SAME OF BOTH,5000,1000,christian,900,none,90,traditional,10,chewa,1000,,,,,mother,Matrilineal and patrilocal (chitengwa),,950,Matrilineal and matrilocal (chikamwini),,50,,,,50,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
20704289,MORE MOVED IN,6000,1000,christian,950,none,50,,,chewa,1000,,,,,mother,Matrilineal and patrilocal (chitengwa),,800,Matrilineal and matrilocal (chikamwini),,200,,,,200,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2,yes
20704353,MORE MOVED OUT,10000,2000,christian,1800,none,200,,,chewa,2000,,,,,mother,Matrilineal and patrilocal (chitengwa),,1500,Matrilineal and matrilocal (chikamwini),,500,,,,20,farming,,flat,ALMOST NONE,1/4,ALMOST NONE,3/4,yes
20704738,MORE MOVED IN,720,120,christian,106,none,10,islam,4,chewa,117,yao,3,0,0,mother,Matrilineal and patrilocal (chitengwa),,114,Matrilineal and matrilocal (chikamwini),,6,,,,3,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20705328,MORE MOVED IN,,180,christian,100,traditional,50,islam,30,chewa,120,yao,50,lomwe,10,father,Matrilineal and patrilocal (chitengwa),,160,Matrilineal and matrilocal (chikamwini),,20,,,,20,farming,,flat,ALMOST NONE,1/4,1/4,3/4,yes
20705372,MORE MOVED IN,894,149,christian,120,none,25,OTHER RELIGION,4,chewa,149,,,,,mother,Matrilineal and patrilocal (chitengwa),,119,Matrilineal and matrilocal (chikamwini),,30,,,,25,farming,,flat,ALMOST NONE,1/4,ALMOST NONE,ALMOST ALL,yes
20705495,MORE MOVED OUT,8000,1000,christian,600,none,300,traditional,100,chewa,1000,,,,,mother,Matrilineal and patrilocal (chitengwa),,700,Patrilineal and neolocal,,300,,,,100,farming,,flat,ALMOST NONE,1/2,ALMOST NONE,3/4,yes
20705652,ABOUT THE SAME OF BOTH,8000,1000,christian,900,traditional,50,none,50,chewa,1000,,,,,mother,Matrilineal and patrilocal (chitengwa),,800,Matrilineal and matrilocal (chikamwini),,200,,,,50,farming,,flat,ALMOST NONE,3/4,ALMOST NONE,3/4,yes
20705657,ABOUT THE SAME OF BOTH,4000,800,christian,750,none,50,,,chewa,800,,,,,father,Matrilineal and patrilocal (chitengwa),,780,Matrilineal and matrilocal (chikamwini),,20,,,,5,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
20706163,ABOUT THE SAME OF BOTH,1600,400,christian,300,islam,60,traditional,40,chewa,380,yao,20,,,mother,Matrilineal and patrilocal (chitengwa),,300,Matrilineal and matrilocal (chikamwini),,100,,,,10,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20706294,MORE MOVED IN,1200,250,christian,200,islam,50,,,chewa,210,yao,40,,,mother,Matrilineal and patrilocal (chitengwa),,240,Matrilineal and matrilocal (chikamwini),,10,,,,40,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
20720368,MORE MOVED IN,873,148,christian,105,none,28,islam,15,chewa,120,senga,16,yao,12,both,Matrilineal and neolocal,,138,Patrilineal and neolocal,,10,,,,2,OTHER (SPECIFY),SHOPS/HOUSES,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20801046,MORE MOVED IN,15000,1000,christian,600,traditional,300,islam,100,chewa,950,yao,50,,,father,Matrilineal and patrilocal (chitengwa),,550,Matrilineal and neolocal,,400,Matrilineal and neolocal,,50,50,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,1/4,3/4,yes
20801208,MORE MOVED OUT,9000,6000,christian,5000,traditional,1800,islam,200,chewa,5500,other,300,yao,200,father,Matrilineal and patrilocal (chitengwa),,5500,Matrilineal and neolocal,,500,,,,5000,farming,,flat,1/4,1/4,ALMOST NONE,ALMOST ALL,yes
20801271,MORE MOVED OUT,11000,550,christian,350,traditional,150,none,50,chewa,500,nyanja,50,,,father,Matrilineal and patrilocal (chitengwa),,400,Matrilineal and neolocal,,100,Patrilineal and neolocal,,50,50,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20801356,MORE MOVED IN,7000,300,christian,150,traditional,100,none,50,chewa,300,,,,,father,Matrilineal and matrilocal (chikamwini),,200,Matrilineal and patrilocal (chitengwa),,100,,,,50,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE,yes
20801497,MORE MOVED IN,5000,2500,christian,1000,traditional,1000,none,500,chewa,2000,nyanja,500,,,mother,Matrilineal and neolocal,,2000,Matrilineal and matrilocal (chikamwini),,500,,,,50,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,ALMOST NONE,1/2,yes
20802019,MORE MOVED IN,500,500,traditional,300,christian,150,islam,50,chewa,500,,,,,father,Matrilineal and patrilocal (chitengwa),,450,Matrilineal and matrilocal (chikamwini),,50,,,,250,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,1/4,yes
20802041,MORE MOVED IN,6000,2500,christian,1500,traditional,800,OTHER RELIGION,200,chewa,2300,ngoni,200,,,father,Matrilineal and patrilocal (chitengwa),,1500,Matrilineal and neolocal,,1000,Matrilineal and patrilocal (chitengwa),,,1000,farming,,flat,1/2,1/2,1/4,1/4,yes
20802501,MORE MOVED IN,25000,14000,christian,1000,traditional,3000,islam,1000,chewa,1300,other,300,ngoni,700,father,Matrilineal and patrilocal (chitengwa),,1000,Matrilineal and matrilocal (chikamwini),,3000,Matrilineal and neolocal,,1000,10000,farming,,SLIGHTLY SLOPING,1/4,1/4,1/4,1/4,yes
20803155,MORE MOVED OUT,7000,300,christian,200,islam,20,traditional,80,chewa,270,yao,30,,,father,Matrilineal and patrilocal (chitengwa),,150,Matrilineal and neolocal,,150,,,,50,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,1/4,1/2,yes
20803156,MORE MOVED IN,9000,700,christian,400,traditional,200,islam,100,chewa,650,yao,50,,,father,Matrilineal and matrilocal (chikamwini),,500,Patrilineal and neolocal,,100,Matrilineal and neolocal,,100,100,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,1/2,yes
20803503,MORE MOVED OUT,6000,350,christian,200,traditional,100,none,50,chewa,200,nyanja,50,,,father,Matrilineal and matrilocal (chikamwini),,300,Matrilineal and neolocal,,50,,,,10,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,ALMOST NONE,ALMOST NONE,yes
20803599,MORE MOVED OUT,13000,4000,christian,2500,traditional,1000,islam,500,chewa,3800,yao,200,,,father,Matrilineal and patrilocal (chitengwa),,3000,Matrilineal and neolocal,,500,Patrilineal and neolocal,,500,500,farming,,STEEPLY SLOPING,1/4,ALMOST NONE,1/4,1/2,yes
20803731,ABOUT THE SAME OF BOTH,35000,18000,traditional,1200,OTHER RELIGION,5000,islam,1000,chewa,5000,,,,,mother,Matrilineal and neolocal,,1300,Matrilineal and matrilocal (chikamwini),,5000,,,,1,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,3/4,yes
20804405,MORE MOVED OUT,10000,7000,islam,5000,christian,1500,christian,1500,lomwe,500,yao,1500,chewa,2000,father,Matrilineal and patrilocal (chitengwa),,4000,Matrilineal and matrilocal (chikamwini),,3000,,,,5000,farming,,STEEPLY SLOPING,3/4,ALMOST NONE,ALMOST NONE,ALMOST NONE,yes
20804768,MORE MOVED OUT,9000,400,islam,290,christian,80,none,30,chewa,350,yao,50,,,father,Matrilineal and matrilocal (chikamwini),,300,Matrilineal and patrilocal (chitengwa),,100,,,,100,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2,yes
20805345,MORE MOVED OUT,4000,340,islam,200,christian,100,none,40,yao,300,chewa,40,,,father,Patrilineal and neolocal,,100,Matrilineal and matrilocal (chikamwini),,50,Matrilineal and patrilocal (chitengwa),,190,100,farming,,STEEPLY SLOPING,1/4,ALMOST NONE,1/4,1/4,yes
20806131,MORE MOVED OUT,10000,7000,traditional,4000,christian,2500,islam,500,chewa,6500,yao,500,,,mother,Matrilineal and patrilocal (chitengwa),,5000,Matrilineal and matrilocal (chikamwini),,2000,,,,3500,farming,,MODERATELY SLOPING,1/4,ALMOST NONE,1/4,ALMOST ALL,yes
20806546,MORE MOVED OUT,10000,600,christian,300,traditional,200,none,100,chewa,600,,,,,mother,Matrilineal and matrilocal (chikamwini),,500,Matrilineal and patrilocal (chitengwa),,100,,,,20,farming,,BOTH FLAT AND HILLY,1/4,ALMOST NONE,1/4,ALMOST ALL,yes
20806716,MORE MOVED OUT,10000,600,islam,350,christian,200,none,50,chewa,500,yao,100,,,mother,Matrilineal and matrilocal (chikamwini),,3,Matrilineal and patrilocal (chitengwa),,200,,,,100,farming,,STEEPLY SLOPING,1/4,ALMOST NONE,1/4,3/4,yes
20807711,MORE MOVED IN,8000,3000,christian,2500,traditional,300,islam,200,chewa,2700,yao,200,tumbuka,100,father,Matrilineal and matrilocal (chikamwini),,2000,Matrilineal and patrilocal (chitengwa),,800,Patrilineal and neolocal,,200,2000,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20807727,MORE MOVED IN,7000,600,islam,300,christian,250,none,50,chewa,400,yao,200,,,mother,Matrilineal and neolocal,,500,Matrilineal and matrilocal (chikamwini),,100,,,,400,farming,,flat,1/4,ALMOST NONE,3/4,1/2,no
20807728,MORE MOVED IN,8000,600,christian,300,traditional,200,none,100,chewa,550,yao,50,,,father,Matrilineal and matrilocal (chikamwini),,400,Matrilineal and patrilocal (chitengwa),,200,,,,100,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,ALMOST NONE,yes
20808421,MORE MOVED IN,10000,1000,christian,600,traditional,300,islam,100,chewa,700,ngoni,200,yao,100,father,Matrilineal and matrilocal (chikamwini),,800,Matrilineal and patrilocal (chitengwa),,200,,,,800,farming,,MODERATELY SLOPING,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20820318,MORE MOVED IN,4000,800,christian,700,islam,100,,,chewa,400,yao,300,lomwe,100,mother,,,2,,,,,,,100,PLANNED HOUSING,,STEEPLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20901232,MORE MOVED OUT,1420,294,christian,290,islam,4,,,chewa,290,yao,4,,,mother,Matrilineal and matrilocal (chikamwini),,189,Matrilineal and patrilocal (chitengwa),,105,,,,1,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20901276,MORE MOVED IN,2460,362,christian,252,islam,20,none,90,chewa,327,other,20,yao,15,mother,Matrilineal and matrilocal (chikamwini),,200,Matrilineal and matrilocal (chikamwini),,162,,,,0,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,no
20902437,MORE MOVED IN,1058,252,christian,206,none,46,,,chewa,252,,,,,mother,Matrilineal and matrilocal (chikamwini),,252,,,,,,,6,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20902449,MORE MOVED IN,2066,360,christian,280,none,80,,,chewa,360,,,,,mother,Matrilineal and matrilocal (chikamwini),,320,Matrilineal and patrilocal (chitengwa),,40,,,,7,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
20902461,MORE MOVED IN,2630,349,christian,329,none,20,,,chewa,279,ngoni,70,,,mother,Matrilineal and matrilocal (chikamwini),,289,Matrilineal and patrilocal (chitengwa),,60,,,,7,farming,,MODERATELY SLOPING,ALMOST NONE,1/4,ALMOST NONE,ALMOST ALL,yes
20903543,MORE MOVED IN,1931,481,christian,382,none,90,islam,9,chewa,466,ngoni,15,,,mother,Matrilineal and matrilocal (chikamwini),,466,Matrilineal and patrilocal (chitengwa),,15,,,,14,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,1/4,ALMOST ALL,yes
20903583,MORE MOVED IN,2020,530,christian,420,none,100,islam,10,chewa,520,yao,10,,,mother,Matrilineal and matrilocal (chikamwini),,500,Matrilineal and patrilocal (chitengwa),,30,,,,10,farming,,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,no
20904018,MORE MOVED IN,1918,436,christian,300,none,125,islam,11,chewa,415,yao,11,ngoni,10,mother,Matrilineal and matrilocal (chikamwini),,350,Matrilineal and patrilocal (chitengwa),,86,,,,5,farming,,flat,1/4,ALMOST NONE,1/4,ALMOST ALL,yes
20904160,MORE MOVED IN,1240,270,christian,180,islam,20,none,70,ngoni,180,yao,20,chewa,70,mother,Matrilineal and neolocal,,200,Matrilineal and patrilocal (chitengwa),,70,,,,0,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20904342,MORE MOVED IN,1328,302,christian,201,none,60,islam,41,chewa,280,yao,12,ngoni,10,mother,Matrilineal and matrilocal (chikamwini),,205,Matrilineal and patrilocal (chitengwa),,90,Matrilineal and patrilocal (chitengwa),,7,0,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20904602,ABOUT THE SAME OF BOTH,850,170,christian,120,none,45,islam,5,ngoni,130,chewa,30,yao,10,mother,Matrilineal and matrilocal (chikamwini),,140,Matrilineal and patrilocal (chitengwa),,30,,,,1,farming,,flat,ALMOST NONE,3/4,ALMOST NONE,ALMOST ALL,yes
20905295,ABOUT THE SAME OF BOTH,3220,538,christian,338,none,120,traditional,80,chewa,500,ngoni,38,,,mother,Matrilineal and matrilocal (chikamwini),,420,Matrilineal and patrilocal (chitengwa),,118,,,,6,farming,,STEEPLY SLOPING,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
20906110,MORE MOVED IN,1770,270,christian,202,none,66,islam,2,chewa,244,english,16,tumbuka,10,father,Matrilineal and patrilocal (chitengwa),,200,Matrilineal and matrilocal (chikamwini),,60,Patrilineal and neolocal,,10,3,farming,,SLIGHTLY SLOPING,ALMOST NONE,1/4,ALMOST NONE,ALMOST ALL,yes
20906524,ABOUT THE SAME OF BOTH,2700,382,christian,300,none,78,christian,4,chewa,350,ngoni,32,,,mother,Matrilineal and neolocal,,284,Matrilineal and matrilocal (chikamwini),,98,,,,2,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20906605,MORE MOVED IN,1530,306,christian,229,none,77,,,chewa,246,ngoni,60,,,mother,Matrilineal and matrilocal (chikamwini),,250,Matrilineal and patrilocal (chitengwa),,56,,,,8,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE,yes
20907238,MORE MOVED IN,1245,249,christian,230,none,19,,,chewa,240,ngoni,9,,,mother,Matrilineal and matrilocal (chikamwini),,240,Matrilineal and patrilocal (chitengwa),,9,,,,4,farming,,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
20908051,MORE MOVED IN,1434,326,christian,304,none,20,islam,2,chewa,317,ngoni,7,nyanja,2,father,Matrilineal and matrilocal (chikamwini),,317,Matrilineal and patrilocal (chitengwa),,9,,,,5,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20908088,MORE MOVED IN,2680,379,christian,216,OTHER RELIGION,153,christian,10,chewa,369,yao,10,,,mother,Matrilineal and neolocal,,369,Matrilineal and matrilocal (chikamwini),,10,,,,6,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20908119,MORE MOVED IN,1890,421,christian,235,none,186,,,chewa,371,ngoni,50,,,mother,Matrilineal and matrilocal (chikamwini),,351,Matrilineal and patrilocal (chitengwa),,70,,,,15,farming,,flat,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
20908293,MORE MOVED IN,1705,337,christian,310,islam,17,none,10,chewa,317,yao,20,,,mother,Matrilineal and matrilocal (chikamwini),,300,Matrilineal and patrilocal (chitengwa),,37,,,,1,farming,,flat,ALMOST NONE,1/4,ALMOST NONE,ALMOST ALL,no
20908329,MORE MOVED OUT,2320,326,christian,210,none,116,,,chewa,300,ngoni,26,,,mother,Matrilineal and matrilocal (chikamwini),,300,Matrilineal and patrilocal (chitengwa),,26,,,,13,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
20908538,MORE MOVED IN,1267,288,christian,198,none,90,,,chewa,288,,,,,mother,Matrilineal and matrilocal (chikamwini),,180,Matrilineal and patrilocal (chitengwa),,108,,,,2,farming,,flat,ALMOST NONE,1/4,ALMOST NONE,ALMOST ALL,yes
20909113,MORE MOVED IN,1200,268,christian,200,none,68,,,chewa,260,ngoni,8,,,mother,Matrilineal and matrilocal (chikamwini),,245,Matrilineal and patrilocal (chitengwa),,23,,,,0,farming,,flat,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
20920520,MORE MOVED IN,2325,465,christian,327,none,116,islam,22,chewa,443,yao,22,,,mother,Matrilineal and matrilocal (chikamwini),,412,Matrilineal and patrilocal (chitengwa),,53,,,,0,PLANNED HOUSING,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
21031643,MORE MOVED IN,12000,2000,christian,1200,islam,500,none,300,chewa,1900,yao,80,tumbuka,20,both,Patrilineal and neolocal,,1000,Patrilineal and patrilocal,,1000,,,,30,SQUATTER  SETTLEMENT,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
21037030,MORE MOVED IN,564,94,christian,59,islam,25,none,10,chewa,62,yao,25,tumbuka,7,both,Matrilineal and neolocal,,81,Patrilineal and neolocal,,7,Matrilineal and matrilocal (chikamwini),,6,1,SQUATTER  SETTLEMENT,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
21037224,ABOUT THE SAME OF BOTH,5000,1000,christian,820,OTHER RELIGION,180,,,chewa,1000,,,,,both,Patrilineal and neolocal,,1000,,,,,,,5,PLANNED HOUSING,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE,yes
21037536,MORE MOVED IN,26069,5211,christian,4427,islam,715,OTHER RELIGION,69,chewa,4794,yao,261,tumbuka,156,both,Matrilineal and neolocal,,4168,Patrilineal and neolocal,,954,Matrilineal and matrilocal (chikamwini),,89,15,SQUATTER  SETTLEMENT,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
21038392,MORE MOVED IN,8000,2000,christian,1000,islam,500,none,500,chewa,2000,,,,,both,Matrilineal and neolocal,,2000,,,,,,,20,PLANNED HOUSING,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
21038763,ABOUT THE SAME OF BOTH,20000,4000,christian,3500,OTHER RELIGION,300,islam,200,chewa,3000,yao,700,tumbuka,300,both,Patrilineal and neolocal,,3000,Patrilineal and patrilocal,,1000,,,,100,PLANNED HOUSING,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
21048764,MORE MOVED IN,1300,217,christian,197,none,15,islam,5,chewa,188,tumbuka,19,lomwe,10,both,Matrilineal and neolocal,,202,Patrilineal and neolocal,,15,,,,0,PLANNED HOUSING,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
21051203,MORE MOVED IN,12000,2000,traditional,1200,islam,600,none,200,chewa,2000,,,,,both,Patrilineal and neolocal,,1800,Patrilineal and patrilocal,,200,,,,20,PLANNED HOUSING,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2,yes
21051517,MORE MOVED IN,5000,1000,christian,800,islam,100,none,100,chewa,900,tumbuka,50,yao,50,both,Patrilineal and neolocal,,900,Patrilineal and patrilocal,,100,,,,20,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
21052427,MORE MOVED IN,1400,280,christian,168,islam,84,traditional,28,chewa,210,yao,41,tumbuka,29,both,Matrilineal and neolocal,,225,Patrilineal and neolocal,,29,Matrilineal and matrilocal (chikamwini),,26,6,SQUATTER  SETTLEMENT,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,no
21052642,ABOUT THE SAME OF BOTH,20000,4000,christian,3000,islam,520,none,480,chewa,3500,yao,500,,,both,Patrilineal and neolocal,,3500,Patrilineal and patrilocal,,500,,,,100,PLANNED HOUSING,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
21053430,MORE MOVED IN,4193,697,christian,602,islam,70,OTHER RELIGION,5,chewa,607,yao,70,tumbuka,20,both,Matrilineal and neolocal,,623,Patrilineal and neolocal,,64,Matrilineal and matrilocal (chikamwini),,10,3,PLANNED HOUSING,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE,yes
