case_id,visit,ea_id,ag_b0a,ag_b0c,ag_b0c_os,ag_b01a,ag_b01b,ag_b02,ag_b03a,ag_b03a_os,ag_b03b,ag_b03b_os,ag_b04a,ag_b04b,ag_b04b_os,ag_b04c,ag_b05a,ag_b05b,ag_b06,ag_b07a,ag_b07b,ag_b07b_os,ag_b07c,ag_b08,ag_b09a,ag_b09b,ag_b10,ag_b11a,ag_b11b,ag_b11b_os,ag_b11c,ag_b12a,ag_b12b,ag_b12b_os,ag_b12c,ag_b13a,ag_b13b,ag_b13b_os,ag_b13c,ag_b14a,ag_b14b,ag_b14b_os,ag_b14c,ag_b15a,ag_b15b,ag_b15b_os,ag_b15c,ag_b16a,ag_b16b,ag_b16b_os,ag_b16c,ag_b16d,ag_b17a,ag_b17a_os,ag_b17b,ag_b17b_os,ag_b18,ag_b19,ag_b19_os,ag_b20a,ag_b20b,ag_b20b_os,ag_b20c,ag_b21a,ag_b21a_os,ag_b21b,ag_b21b_os,ag_b22a,ag_b22a_os,ag_b22b,ag_b22b_os,ag_b23,ag_b24a,ag_b24b,ag_b24b_os,ag_b24c,ag_b25a,ag_b25b,ag_b25b_os,ag_b25c,ag_b26,ag_b27a,ag_b27b,ag_b27b_os,ag_b27c,ag_b28a,ag_b28b,ag_b28b_os,ag_b28c,ag_b29a,ag_b29b,ag_b29b_os,ag_b29c
105093190245,1,10509319,Yes,MAIZE LOCAL,,1,Acre,No,,,,,8,50 kg bag,,Shelled,August,August,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,2,50 kg Bag,,S: Shelled,0,,,
105093190245,1,10509319,Yes,TOBACCO FLUE CURED,,1,Acre,No,,,,,400,Kilogram,,Not applicable,March,March,Yes,400,Kilogram,,Not Applicable,120000,1,2,2800,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,,,No,,,,,,,,,,,,,,,,,,,,,
105093190245,1,10509319,Yes,GROUNDNUT CG7,,.5,Acre,No,,,,,3,50 kg bag,,Shelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
105093190245,1,10509319,Yes,soyabean,,.050000001,Acre,No,,,,,2,Pail (large),,Shelled,April,April,Yes,1,Pail (large),,S: Shelled,400,1,2,0,0,,,,0,,,,0,,,,0,,,,1,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
105093190245,1,10509319,Yes,nkhwani,,1,Acre,No,,,,,6,Basket (dengu),,Not applicable,March,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,No 10 Plate,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
105103880009,1,10510388,Yes,MAIZE HYBRID,,1,Acre,Yes,Other (Specify),LACK OF FERTILIZER,,,15,50 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,5,50 kg Bag,,S: Shelled,2,50 kg Bag,,S: Shelled,No,,,,,1,50 kg Bag,,S: Shelled,10,50 kg Bag,,S: Shelled
105103880009,1,10510388,Yes,TOBACCO BURLEY,,.5,Acre,No,,,,,300,Kilogram,,Not applicable,January,April,Yes,300,Kilogram,,Not Applicable,32000,1,,0,0,,,,120,Kilogram,,Not Applicable,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,,,No,,,,,,,,,,,,,,,,,,,,,
105103880018,1,10510388,Yes,MAIZE LOCAL,,.60000002,Acre,Yes,Other (Specify),LACK OF FERTILIZER,,,5,50 kg bag,,Shelled,July,July,No,,,,,,,,,40,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,60,Kilogram,,S: Shelled,No,,,,,0,,,,0,,,
105103880018,1,10510388,Yes,TOBACCO BURLEY,,1,Acre,No,,,,,740,Kilogram,,Not applicable,January,April,Yes,740,Kilogram,,Not Applicable,80000,1,,3500,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,,,No,,,,,,,,,,,,,,,,,,,,,
105103880018,1,10510388,Yes,soyabean,,.40000001,Acre,No,,,,,50,Kilogram,,Shelled,May,May,Yes,20,Kilogram,,S: Shelled,800,2,,0,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
105103880027,1,10510388,Yes,MAIZE HYBRID,,1,Acre,No,,,,,80,Basket (dengu),,Unshelled,May,June,No,,,,,,,,,1,Pail (small),,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
105103880036,1,10510388,Yes,MAIZE HYBRID,,2,Acre,No,,,,,48,50 kg bag,,Shelled,June,June,Yes,17,50 kg Bag,,S: Shelled,20000,1,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,Yes,Bags in house,,2,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
105103880036,1,10510388,Yes,TOBACCO BURLEY,,2,Acre,No,,,,,1500,Kilogram,,Not applicable,February,April,Yes,1500,Kilogram,,Not Applicable,300000,1,2,45000,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,,,No,,,,,,,,,,,,,,,,,,,,,
105103880036,1,10510388,Yes,GROUNDNUT CHALIMBANA,,1,Acre,No,,,,,6,Pail (large),,Unshelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,30,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
105103880054,1,10510388,Yes,MAIZE HYBRID,,2,Acre,No,,,,,3,Ox-cart,,Unshelled,June,June,No,,,,,,,,,1,Pail (small),,S: Shelled,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,Yes,Traditional Nkhokwe,,4,Basket (Dengu),,U: Unshelled,Did Nothing,,,,Food for household,,To sell at a higher price,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
105103880054,1,10510388,Yes,TOBACCO BURLEY,,1,Acre,No,,,,,300,Kilogram,,Not applicable,January,April,Yes,300,Kilogram,,Not Applicable,60050,1,2,0,0,,,,0,,,,0,,,,0,,,,6,Other (specify),,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,Wait for the arrival of buyer,,No,,,,,,,,,,,,,,,,,,,,,
105103880054,1,10510388,Yes,soyabean,,1,Acre,No,,,,,6,50 kg bag,,Shelled,April,April,Yes,5,50 kg Bag,,S: Shelled,5000,1,2,0,0,,,,0,,,,0,,,,0,,,,1,50 kg Bag,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
105103880062,1,10510388,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105103880071,1,10510388,Yes,MAIZE HYBRID,,1.5,Acre,Yes,Other (Specify),LACK OF FERTILIZER,,,6,50 kg bag,,Shelled,July,July,No,,,,,,,,,50,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,50,Kilogram,,S: Shelled,No,,,,,0,,,,0,,,
105103880080,1,10510388,Yes,MAIZE HYBRID,,1,Acre,No,,,,,2,Ox-cart,,Unshelled,August,August,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,15,Kilogram,,S: Shelled,1,50 kg Bag,,S: Shelled,,Insects,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
105103880080,1,10510388,Yes,GROUNDNUT CHALIMBANA,,1,Acre,Yes,Community problems,,,,2,Pail (large),,Unshelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
105103880098,1,10510388,Yes,MAIZE LOCAL,,1.5,Acre,No,,,,,5,Ox-cart,,Unshelled,May,May,No,,,,,,,,,8,Pail (small),,S: Shelled,0,,,,0,,,,0,,,,2,Pail (small),,S: Shelled,3,Pail (small),,S: Shelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
105103880098,1,10510388,Yes,soyabean,,.5,Acre,No,,,,,1,Pail (small),,Shelled,June,June,Yes,1,Other (specify),BASIN,S: Shelled,400,1,2,0,0,,,,0,,,,0,,,,0,,,,1,Pail (small),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,Food for household,,No,,,,,,,,,,,,,,,,,,,,,
105103880098,1,10510388,Yes,sunflower,,.5,Acre,No,,,,,186,Kilogram,,Shelled,June,June,Yes,186,Kilogram,,S: Shelled,5580,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,,,No,,,,,,,,,,,,,,,,,,,,,
105103880107,1,10510388,Yes,MAIZE LOCAL,,1,Acre,Yes,Other (Specify),LACK OF FERTILIZER,,,2,Ox-cart,,Unshelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,2,50 kg Bag,,S: Shelled,No,,,,,0,,,,0,,,
105103880107,1,10510388,Yes,TOBACCO BURLEY,,1,Acre,Yes,Other (Specify),LACK OF FERTILIZER,,,100,Kilogram,,Not applicable,January,April,Yes,100,Kilogram,,Not Applicable,20000,2,,300,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,,,No,,,,,,,,,,,,,,,,,,,,,
105103880116,1,10510388,Yes,MAIZE LOCAL,,1,Acre,No,,,,,8,Ox-cart,,Unshelled,April,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,10,Pail (small),,S: Shelled,No,,,,,0,,,,0,,,
105103880116,1,10510388,Yes,soyabean,,.5,Acre,No,,,,,56,Kilogram,,Shelled,April,May,Yes,56,Kilogram,,S: Shelled,2800,1,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
105103880124,1,10510388,Yes,MAIZE LOCAL,,1,Acre,No,,,,,3,Ox-cart,,Unshelled,April,June,No,,,,,,,,,4,Pail (small),,S: Shelled,0,,,,0,,,,0,,,,18,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
105103880124,1,10510388,Yes,GROUNDNUT CHALIMBANA,,.40000001,Acre,No,,,,,5,50 kg bag,,Unshelled,May,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
105103880124,1,10510388,Yes,soyabean,,.5,Acre,No,,,,,5,Pail (small),,Shelled,April,May,Yes,4.5,Pail (small),,S: Shelled,3900,1,2,0,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,No,,,,,,,,,,,,,,,,,,,,,
105103880124,1,10510388,Yes,nkhwani,,.2,Acre,No,,,,,1,Basket (dengu),,Not applicable,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Other (specify),,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
105103880142,1,10510388,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105103880151,1,10510388,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,3,90 kg bag,,Shelled,July,July,Yes,40,Kilogram,,S: Shelled,700,1,,0,1,Basket (Dengu),,S: Shelled,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,10,Kilogram,,S: Shelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
105103880151,1,10510388,Yes,TOBACCO BURLEY,,.40000001,Acre,No,,,,,120,Kilogram,,Not applicable,February,April,Yes,120,Kilogram,,Not Applicable,28000,1,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,,,No,,,,,,,,,,,,,,,,,,,,,
105103880151,1,10510388,Yes,soyabean,,.2,Acre,Yes,Lack of hired labor,,,,40,Kilogram,,Shelled,May,May,Yes,20,Kilogram,,S: Shelled,800,1,,0,5,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
105103880160,1,10510388,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105103880178,1,10510388,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107321920084,1,10732192,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107321920134,1,10732192,Yes,MAIZE LOCAL,,1,Acre,No,,,,,25,50 kg bag,,Shelled,June,June,No,,,,,,,,,1,Pail (small),,S: Shelled,0,,,,0,,,,0,,,,1,Pail (small),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
107321920171,1,10732192,Yes,MAIZE HYBRID,,2.5,Acre,No,,,,,37,50 kg bag,,Shelled,June,June,No,,,,,,,,,7,Pail (small),,S: Shelled,0,,,,0,,,,0,,,,1,Pail (small),,S: Shelled,1,Pail (small),,S: Shelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,2,Pail (small),,S: Shelled
107321920171,1,10732192,Yes,beans,,.5,Acre,Yes,Rains,,,,3,Pail (large),,Shelled,April,April,Yes,2,Pail (large),,S: Shelled,9000,2,,0,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
107321920194,1,10732192,Yes,MAIZE HYBRID,,1,Acre,No,,,,,7,50 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,7,50 kg Bag,,S: Shelled,0,,,
107321920240,1,10732192,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,17,50 kg bag,,Shelled,June,July,Yes,5,Pail (small),,S: Shelled,2500,2,,0,0,,,,0,,,,0,,,,0,,,,1,Pail (small),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
107321920240,1,10732192,Yes,SWEET POTATO,,.25,Acre,No,,,,,5,50 kg bag,,Not applicable,April,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
107321920285,1,10732192,Yes,SWEET POTATO,,.2,Acre,No,,,,,2,Basket (dengu),,Not applicable,May,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
107336400005,1,10733640,Yes,MAIZE HYBRID,,1,Acre,Yes,Lack of hired labor,,,,3,50 kg bag,,Shelled,June,June,No,,,,,,,,,35,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,7,50 kg Bag,,S: Shelled,2,50 kg Bag,,S: Shelled,Yes,0,,,,,,,,,,,
107336400005,1,10733640,Yes,soyabean,,1,Acre,No,,,,,3,50 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,Yes,Bags in house,,35,Kilogram,,S: Shelled,Did Nothing,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
107336400015,1,10733640,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107336400020,1,10733640,Yes,MAIZE HYBRID,,.69999999,Acre,No,,,,,30,50 kg bag,,Shelled,July,July,No,,,,,,,,,10,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,0,,,,1,Pail (small),,S: Shelled,,Insects,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
107336400041,1,10733640,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107336400056,1,10733640,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107336400067,1,10733640,Yes,MAIZE HYBRID,,2,Acre,No,,,,,15,50 kg bag,,Shelled,May,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,3,50 kg Bag,,S: Shelled,Yes,4,50 kg Bag,,S: Shelled,,,,,,,,
107336400072,1,10733640,Yes,MAIZE HYBRID,,.5,Acre,Yes,Rains,,,,20,50 kg bag,,Shelled,April,April,No,,,,,,,,,4,Pail (small),,S: Shelled,0,,,,0,,,,0,,,,0,,,,25,50 kg Bag,,S: Shelled,,Rotting,,,,Yes,Bags in house,,1.5,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
107336400072,1,10733640,Yes,SWEET POTATO,,.2,Acre,No,,,,,21,Pail (large),,Not applicable,July,July,Yes,12,Pail (large),,Not Applicable,9000,1,,0,2,Pail (large),,Not Applicable,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Wait for the arrival of buyer,,No,,,,,,,,,,,,,,,,,,,,,
107336400077,1,10733640,Yes,MAIZE HYBRID,,1,Acre,No,,,,,20,50 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,50 kg Bag,,S: Shelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
107336400077,1,10733640,Yes,SWEET POTATO,,.5,Acre,No,,,,,8,50 kg bag,,Not applicable,May,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
107336400087,1,10733640,Yes,MAIZE HYBRID,,3,Acre,Yes,Lack of hired labor,,,,45,50 kg bag,,Shelled,May,May,No,,,,,,,,,15,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,0,,,,10,50 kg Bag,,S: Shelled,,Insects,,,,Yes,Traditional Nkhokwe,,10,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
107336400087,1,10733640,Yes,soyabean,,1,Acre,Yes,Lack of hired labor,,,,6,50 kg bag,,Shelled,May,May,Yes,4,50 kg Bag,,S: Shelled,12000,1,,0,1,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,Yes,Bags in house,,2,50 kg Bag,,S: Shelled,Did Nothing,,,,Food for household,,To sell at a higher price,,No,,,,,,,,,,,,,,,,,,,,,
107336400092,1,10733640,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107336400097,1,10733640,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107336400107,1,10733640,Yes,MAIZE HYBRID,,2,Acre,No,,,,,2,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
107336400107,1,10733640,Yes,beans,,.25,Acre,No,,,,,10,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
107347620016,1,10734762,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107347620031,1,10734762,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107347620278,1,10734762,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107347620318,1,10734762,Yes,MAIZE HYBRID,,1,Acre,No,,,,,5,50 kg bag,,Shelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,4,50 kg Bag,,S: Shelled,No,,,,,6,50 kg Bag,,S: Shelled,0,,,
107347620346,1,10734762,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107343700114,1,10734370,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107343700152,1,10734370,Yes,MAIZE HYBRID,,1,Acre,Yes,Other (Specify),LACK OF FERTILIZER,,,15,50 kg bag,,Shelled,June,June,No,,,,,,,,,2,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,0,,,,3,50 kg Bag,,S: Shelled,,Theft,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,2,Pail (small),,S: Shelled,,,,,,,,
107343700249,1,10734370,Yes,MAIZE HYBRID,,1.5,Acre,No,,,,,5,90 kg bag,,Shelled,April,April,No,,,,,,,,,1,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
107343700269,1,10734370,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107343700385,1,10734370,Yes,MAIZE HYBRID,,2.5,Acre,No,,,,,12,90 kg bag,,Shelled,July,August,No,,,,,,,,,50,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,2,Pail (large),,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
107351730088,1,10735173,Yes,MAIZE LOCAL,,2,Acre,Yes,Rains,,,,30,50 kg bag,,Shelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,50 kg Bag,,S: Shelled,2,50 kg Bag,,S: Shelled,,Insects,,,,Yes,Bags in house,,3,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
107351730115,1,10735173,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107365960004,1,10736596,Yes,MAIZE HYBRID,,1,Acre,Yes,Other (Specify),LACK OF FERTILIZER,,,60,Kilogram,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,3,50 kg Bag,,S: Shelled,3,50 kg Bag,,S: Shelled,No,,,,,4,50 kg Bag,,S: Shelled,50,Kilogram,,S: Shelled
107365960008,1,10736596,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107365960010,1,10736596,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107365960012,1,10736596,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,10,50 kg bag,,Shelled,July,July,No,,,,,,,,,1,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,0,,,,,,,,,Yes,Bags in house,,2,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,1,Pail (small),,S: Shelled,0,,,,No,,,,,0,,,,5,50 kg Bag,,S: Shelled
107365960013,1,10736596,Yes,MAIZE HYBRID,,1,Acre,No,,,,,12,90 kg bag,,Shelled,July,July,No,,,,,,,,,70,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
