case_id,visit,ea_id,hh_n09a,hh_n09b,hh_n09c,hh_n10a,hh_n10b,hh_n11,hh_n12a,hh_n12b,hh_n13a,hh_n13b,hh_n14,hh_n15a,hh_n15b,hh_n16a,hh_n16a_os,hh_n16b,hh_n16b_os,hh_n17,hh_n18,hh_n19,hh_n20a,hh_n20b,hh_n21a,hh_n21b,hh_n21c,hh_n22,hh_n23,hh_n24,hh_n24_os,hh_n25a,hh_n25b,hh_n25c,hh_n25d,hh_n25e,hh_n25f,hh_n25g,hh_n25h,hh_n25i,hh_n25j,hh_n25k,hh_n25l,hh_n25m,hh_n25n,hh_n25o,hh_n25p,hh_n25q,hh_n25r,hh_n25s,hh_n25t,hh_n25u,hh_n25v,hh_n25w,hh_n25x,hh_n25y,hh_n26a,hh_n26a_os,hh_n26b,hh_n26b_os,hh_n27,hh_n28,hh_n29a,hh_n29a_os,hh_n29b,hh_n29b_os,hh_n30a1,hh_n30a2,hh_n30a3,hh_n30a4,hh_n30b1,hh_n30b2,hh_n30b3,hh_n30b4,hh_n30c1,hh_n30c2,hh_n30c3,hh_n30c4,hh_n30d1,hh_n30d2,hh_n30d3,hh_n30d4,hh_n31a1,hh_n31a2,hh_n31a3,hh_n31a4,hh_n31b1,hh_n31b2,hh_n31b3,hh_n31b4,hh_n31c1,hh_n31c2,hh_n31c3,hh_n31c4,hh_n32,hh_n33,hh_n34,hh_n35,hh_n36,hh_n37,hh_n38,hh_n39,hh_n40,hh_n41a,hh_n41b,hh_n41c,hh_n41d,hh_n41e,hh_n41f,hh_n41g,hh_n41h
107371990063,1,10737199,1,CARPENTRY & JOINERY,33,1,,2,1,,0,0,,6,2002,Own-savings from agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,Yes,Forest/wild park reserve,,,,,,,,,,,high,low,low,high,high,average,average,high,high,high,high,high,,,,,,,,,Yes,,,,,,1,24,48,12,,,,,,,,,,,,,2,24,30,20000,0,,,,0,,,,80000,High sales,,,,,6000,8000,20000,20000,0,2000,0,0,0,0,0
107371990076,1,10737199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107371990083,1,10737199,1,BUYING & SELLING MAIZE,62,1,,1,1,,0,0,,1,2002,Own-savings from agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,average,high,high,high,average,average,average,average,average,average,average,average,,,,,,,,,Yes,,,,,,1,10,30,12,,,,,,,,,,,,,2,24,40,10000,0,,,,0,,,,60000,Average sales,,,15000,27000,,,31000,0,94000,6000,0,0,0,0,0
107371990083,1,10737199,2,BUTCHERY,31,2,,1,2,,0,0,,12,2008,Proceeds from another business,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,low,low,low,low,high,high,high,high,average,average,average,average,,,,,,,,,Yes,,,,,,2,24,40,12,,,,,,,,,,,,,1,12,40,1000,0,,,,0,,,,70000,Average sales,,,22000,34000,,,46000,0,60000,4000,0,0,0,0,0
107371990089,1,10737199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107371990096,1,10737199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107371990109,1,10737199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107371990116,1,10737199,1,TAXI,71,1,,1,1,2,0,0,,9,2009,Own-savings from non-agriculture,,,,Mobile,,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,high,low,low,average,average,high,high,high,high,high,average,low,,,,,,,,,Yes,,,,,,1,30,40,12,,,,,,,,,,,,,2,30,48,22000,0,,,,0,,,,55000,Low sales,10000,15000,,,,,30000,0,470000,0,90000,0,0,0,0
107371990122,1,10737199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107371990135,1,10737199,1,GARAGE,95,1,,1,1,,0,0,,3,2001,Own-savings from non-agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,Yes,No,,,,,,,,,,,,average,average,average,average,average,average,average,high,high,high,high,high,,,,,,,,,Yes,,,,,,1,6,7,12,,,,,,,,,,,,,3,24,8,23000,0,,,,0,,,,50000,High sales,,,,,170000,250000,210000,240000,0,8000,10000,2000,8000,0,0
107393090012,1,10739309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107393090020,1,10739309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107393090028,1,10739309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107393090036,1,10739309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107393090052,1,10739309,1,CARPENTRY,33,1,,1,1,,0,0,,7,1980,Own-savings from agriculture,,,,Commercial area shop,No,,Final consumers,,No,No,No,No,Yes,Own land,,,,,,,,,,,,,,high,high,high,high,high,high,high,average,average,low,low,low,,,,,,Yes,,,,,,1,24,40,12,,,,,,,,,,,,,4,24,8,40000,0,,,,0,,,,170000,Low sales,80000,120000,,,,,60000,40000,0,2000,0,0,0,0,1000
107393090060,1,10739309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107393090068,1,10739309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107393090076,1,10739309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107393090092,1,10739309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107393090101,1,10739309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107393090109,1,10739309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107393090117,1,10739309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107393090133,1,10739309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107393090141,1,10739309,1,KAUNJIKA,62,2,,2,2,,0,0,,10,2010,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,high,average,average,low,low,,,,,,Yes,,,,,,2,6,6,5,,,,,,,,,,,,,0,,,,0,,,,0,,,,18300,Low sales,25000,28000,,,,,7800,0,10500,0,0,0,0,0,0
107393090149,1,10739309,1,SELLING SOFT DRINKS,62,1,,1,1,,0,0,,11,2010,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,average,low,low,low,,Lack of credit,,,,Yes,,,,,,1,24,40,4,2,12,16,4,3,17,20,4,,,,,0,,,,0,,,,0,,,,5500,Low sales,1000,1700,,,,,2000,0,1600,0,0,0,0,0,0
107393090165,1,10739309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107415040001,1,10741504,1,SELLING EGGS,62,2,,2,2,,0,0,,7,2010,Non-agricultural credit from bank or other institution,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,low,low,,,,,,,,,,Lack of credit,,,,Yes,,,,,,1,14,84,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,1645,Low sales,0,0,,,,,200,0,1800,160,0,0,0,0,0
107415040001,1,10741504,2,VENDING,62,2,,2,2,,0,0,,7,2010,Non-agricultural credit from bank or other institution,,,,Mobile,,,Final consumers,,No,No,No,No,No,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,low,low,,,,,,,,,,Lack of credit,,,,Yes,,,,,,1,14,84,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,18000,Low sales,0,0,,,,,9000,0,9000,2650,0,0,0,0,0
107415040009,1,10741504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107415040010,1,10741504,1,CLOTHES SHOP,62,1,,3,1,,0,0,,8,1999,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,Yes,Yes,No,,,,,,low,low,low,low,low,low,average,low,low,low,high,high,high,,,,,,,,,,,,,,Yes,,,,,,1,12,18,12,,,,,,,,,,,,,0,,,,1,26,7,3500,0,,,,40000,High sales,,,,,28000,35000,15000,0,25000,0,0,0,0,0,0
107415040027,1,10741504,1,SELLING KAUNJIKA,62,2,,2,2,,0,0,,2,2009,Own-savings from non-agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,high,high,average,average,average,average,low,low,average,average,high,high,,,,,,,,,,,,,,Yes,,,,,,2,30,120,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,40000,High sales,,,,,18000,30000,10000,0,30000,0,0,0,0,0,0
107415040027,1,10741504,2,OWNS A GARAGE,95,2,,2,2,,0,0,,2,2009,Own-savings from non-agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,average,high,average,high,high,high,low,average,average,average,average,average,,,,,,,,,,,,,,Yes,,,,,,1,20,15,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,25000,Average sales,,,15000,36000,,,15000,0,0,0,0,0,0,0,0
107415040028,1,10741504,1,HARDWARE SHOP,62,1,2,1,1,,0,0,,2,2007,Own-savings from non-agriculture,,,,Commercial area shop,No,,Final consumers,,No,No,Yes,No,No,,,,,,,high,high,high,high,high,high,low,low,low,high,high,high,,,,,,,,,,,,,,Yes,,,,,,2,24,170,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,180000,High sales,,,,,56000,100000,60000,0,72000,0,0,0,0,0,0
107415040028,1,10741504,2,CAR HIRE,71,1,,1,1,,0,0,,6,2000,Own-savings from non-agriculture,,,,Mobile,,,Final consumers,,No,No,Yes,No,No,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,low,average,average,high,high,high,,,,,,,,,,Seasonal work,,,,Yes,,,,,,1,16,60,6,,,,,,,,,,,,,2,7,5,10000,0,,,,0,,,,200000,High sales,,,,,100000,150000,80000,0,0,0,35000,0,0,0,0
107415040048,1,10741504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107415040056,1,10741504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107415040057,1,10741504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107415040060,1,10741504,1,BUYING & SELLING CARS,62,1,,2,1,,0,0,,8,1985,Own-savings from non-agriculture,,,,Other fixed place,No,,Final consumers,,Yes,Yes,No,No,No,,,,,,,high,high,high,high,high,high,high,high,high,high,high,high,,,,,,,,,,,,,,Yes,,,,,,1,7,2,12,,,,,,,,,,,,,,0,0,0,0,,,,0,,,,1400000,High sales,,,,,0,0,400000,0,950000,16000,30000,0,0,10000,20000
107415040060,1,10741504,2,BUYING & SELLING FISH,62,1,,2,1,,0,0,,7,2008,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,high,high,high,high,high,high,high,high,high,high,high,high,,,,,,,,,,,,,,Yes,,,,,,2,14,10,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,300000,High sales,,,,,0,0,180000,0,100000,16000,0,0,0,0,10000
107415040063,1,10741504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107415040065,1,10741504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107415040085,1,10741504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107415040109,1,10741504,1,GROCERY,62,4,5,4,1,2,0,0,,4,2010,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,Yes,Yes,No,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,average,average,low,,,,,,,,,,Lack of cash,,,,Yes,,,,,,4,26,120,3,5,26,120,3,,,,,,,,,0,,,,0,,,,0,,,,45000,Low sales,55000,0,,,,,10000,0,30000,500,0,0,0,0,1000
107415040112,1,10741504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107415040115,1,10741504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107415040123,1,10741504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107440390009,1,10744039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107440390014,1,10744039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107440390020,1,10744039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107440390026,1,10744039,1,SELLING FIREWOOD,62,1,2,1,1,2,0,0,,4,2008,Own-savings from non-agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,Yes,Purchased from someone else,,,,,,,,,average,high,high,high,high,high,average,average,average,low,low,high,,,,,,,,,,,Yes,,,,,,2,24,170,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,10000,High sales,,,,,4000,6000,2000,0,3000,800,0,0,0,0,0
107440390038,1,10744039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107440390044,1,10744039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107440390050,1,10744039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107440390056,1,10744039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107440390068,1,10744039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107440390073,1,10744039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107440390079,1,10744039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107440390085,1,10744039,1,SALE OF GROCERIES,62,2,,2,2,,0,0,,2,2007,Own-savings from non-agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,,average,average,average,low,low,high,high,high,high,high,average,average,,,,,,,,,,,Yes,,,,,,2,20,26,12,3,12,18,12,6,10,16,12,,,,,0,,,,0,,,,0,,,,18000,Average sales,,,3000,7000,,,5000,0,25000,2500,0,0,0,0,0
107440390097,1,10744039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107440390103,1,10744039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107440390109,1,10744039,1,SELLING CHINAKA,62,2,,2,2,,0,0,,5,2000,Own-savings from non-agriculture,,,,Roadside,,,Final consumers,,No,No,No,No,No,,,,,,,,,,average,high,high,high,high,low,low,low,low,average,average,high,,,,,,,,,,,Yes,,,,,,2,20,120,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,8000,High sales,,,,,4500,3000,2500,2000,0,0,0,0,0,0,150
107440390121,1,10744039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107441540013,1,10744154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107441540020,1,10744154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107441540022,1,10744154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107441540034,1,10744154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107441540049,1,10744154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107441540056,1,10744154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107441540064,1,10744154,1,SELLING TIMBERS,62,1,,1,1,,0,0,,6,2009,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,Yes,Forest/wild park reserve,,,,,,,,,,,,low,low,low,low,low,high,high,high,high,average,average,average,,,,,,,,Yes,,,,,,1,22,20,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,40000,Average sales,,,10000,25000,,,15000,0,10000,2000,0,0,0,0,1000
107441540071,1,10744154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107441540085,1,10744154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107441540093,1,10744154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107441540100,1,10744154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107441540107,1,10744154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107441540122,1,10744154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107441540129,1,10744154,1,CARPENTRY,33,1,0,2,1,,0,0,,10,1996,Own-savings from non-agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,Yes,Forest/wild park reserve,,,,,,,,,,,,low,low,low,low,low,low,high,high,average,average,average,average,,,,,,,,Yes,,,,,,1,30,40,12,,,,,,,,,,,,,2,30,10,10000,0,,,,0,,,,80000,Average sales,,,30000,85000,,,35000,20000,0,2000,0,0,0,0,4000
107441540136,1,10744154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107441540151,1,10744154,1,SHOP SELLSMAN,62,1,,1,1,,0,0,,1,2008,Gift from family/friends,,,,Home (inside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,,low,low,low,low,low,low,low,average,average,average,high,high,,,,,,,,Yes,,,,,,1,7,12,10,,,,,,,,,,,,,0,,,,0,,,,0,,,,18000,High sales,,,,,18000,12000,3000,0,10000,500,0,300,0,0,0
107446490002,2,10744649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107446490017,2,10744649,1,BARBER SHOP,95,1,,2,1,,0,0,,6,2008,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,Yes,No,No,,,,,,,,,,average,average,high,low,low,low,average,average,average,high,high,average,,,,,,,,,,,Yes,,,,,,1,24,70,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,24000,Average sales,,,16000,36000,,,18000,2000,0,500,0,2500,400,0,0
107446490047,2,10744649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107446490062,2,10744649,1,BUTCHERY,31,1,,1,1,,0,0,,6,2009,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,Yes,No,No,,,,,,,,,,low,low,average,high,high,high,average,average,average,high,high,average,,,,,,,,,,,Yes,,,,,,1,24,80,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,24000,Average sales,,,160000,360000,,,100000,0,14000,1000,0,2500,400,0,0
107446490077,2,10744649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
